actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
158,PT10M46.00S,2023-11-11T00:12:18.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,4,0,2023-11-11T00:35:32Z,138750,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,156.0,,,,,,,,,,,,,,,,
15,PT10M41.00S,2023-11-11T00:12:44.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630165,5.436925098554539,35.049019607843135,1610612765,4,0,2023-11-11T00:35:32Z,150000,False,75.0,-1.0,1,left,MISS K. Hayes 7' floating Shot - blocked,"[1630165, 1630178]",1610612765.0,DET,floating,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,7.48,Missed,,,,,,,,,Maxey,1630178.0,,,,,,,,
164,PT10M41.00S,2023-11-11T00:12:44.4Z,1,REGULAR,block,,[],1630178,,,1610612765,4,0,2023-11-11T00:36:23Z,155000,False,,,0,,T. Maxey BLOCK (1 BLK),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
16,PT10M38.00S,2023-11-11T00:12:47.4Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,4,0,2023-11-11T00:12:49Z,160000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,
17,PT10M36.00S,2023-11-11T00:12:49.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,86.38304862023654,5.392156862745097,1610612755,4,0,2023-11-11T00:14:41Z,170000,False,-223.0,75.0,1,right,MISS D. Melton running 3PT,[1629001],1610612755.0,PHI,running,,,Melton,D. Melton,,,,,Left Corner 3,24+ Left,23.54,Missed,,,,,,,,,,,,,,,,,,
18,PT10M32.00S,2023-11-11T00:12:53.8Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,4,0,2023-11-11T00:12:57Z,180000,False,,,0,,I. Stewart REBOUND (Off:0 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Left Corner 3,24+ Left,,,,17.0,2.0,2.0,0.0,,,,,,,,,,,,,
19,PT10M25.00S,2023-11-11T00:12:59.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,18.446123521681997,38.725490196078425,1610612765,6,0,2023-11-11T00:13:04Z,190000,False,56.0,121.0,1,left,C. Cunningham 13' pullup Jump Shot (4 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,13.34,Made,4.0,,,,,,,,,,,,,,,,,
20,PT10M15.00S,2023-11-11T00:13:11.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,92.0335085413929,41.42156862745098,1610612755,6,2,2023-11-11T00:13:19Z,200000,False,-43.0,22.0,1,right,T. Harris driving Layup (2 PTS) (T. Maxey 1 AST),"[202699, 1630178]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,4.84,Made,2.0,,,,,T. Maxey,1630178.0,1.0,,,,,,,,,,
22,PT10M15.00S,2023-11-11T00:13:17.5Z,1,REGULAR,foul,personal,['1freethrow'],1630191,,,1610612755,6,2,2023-11-11T00:13:26Z,220000,False,,,0,,I. Stewart shooting personal FOUL (1 PF) (Harris 1 FT),"[1630191, 202699]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1146.0,1.0,0.0,Harris,202699.0,,,
24,PT10M15.00S,2023-11-11T00:13:37.4Z,1,REGULAR,freethrow,1 of 1,[],202699,,,1610612755,6,3,2023-11-11T00:13:37Z,240000,False,,,0,,T. Harris Free Throw 1 of 1 (3 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
25,PT09M51.00S,2023-11-11T00:14:03.1Z,1,REGULAR,3pt,Jump Shot,[],1630165,13.18988173455979,98.03921568627452,1610612765,9,3,2023-11-11T00:15:42Z,250000,False,-240.0,71.0,1,left,K. Hayes 25' 3PT pullup (5 PTS) (I. Stewart 1 AST),"[1630165, 1630191]",1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Left Corner 3,24+ Left,25.06,Made,5.0,,,,,I. Stewart,1630191.0,1.0,,,,,,,,,,
27,PT09M31.00S,2023-11-11T00:14:22.5Z,1,REGULAR,3pt,Jump Shot,[],203954,68.9060446780552,40.19607843137255,1610612755,9,3,2023-11-11T00:14:29Z,270000,False,-49.0,240.0,1,right,MISS J. Embiid 24' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,24.48,Missed,,,,,,,,,,,,,,,,,,
28,PT09M28.00S,2023-11-11T00:14:25.5Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,9,3,2023-11-11T00:14:29Z,280000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,
29,PT09M26.00S,2023-11-11T00:14:28.1Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631105,6.619579500657039,46.81372549019608,1610612765,11,3,2023-11-11T00:18:56Z,290000,False,16.0,10.0,1,left,J. Duren running DUNK (2 PTS) (A. Thompson 1 AST),"[1631105, 1641709]",1610612765.0,DET,running,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.86,Made,2.0,,,,,A. Thompson,1641709.0,1.0,,,,,,,,,,
32,PT09M09.00S,2023-11-11T00:14:54.5Z,1,REGULAR,3pt,Jump Shot,[],1630178,81.38961892247043,7.843137254901961,1610612755,11,3,2023-11-11T00:19:44Z,320000,False,-211.0,122.0,1,right,MISS T. Maxey 24' step back 3PT - blocked,"[1630178, 1641709]",1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,24.38,Missed,,,,,,,,,Thompson,1641709.0,,,,,,,,
70,PT09M09.00S,2023-11-11T00:14:54.5Z,1,REGULAR,block,,[],1641709,,,1610612755,11,3,2023-11-11T00:19:44Z,325000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
33,PT09M09.00S,2023-11-11T00:14:54.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,11,3,2023-11-11T00:19:44Z,330000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,32.0,,,,,,,,,,,,,,,,
37,PT09M02.00S,2023-11-11T00:15:35.9Z,1,REGULAR,foul,personal,['2freethrow'],1641709,,,1610612755,11,3,2023-11-11T00:16:01Z,350000,False,,,0,,A. Thompson shooting personal FOUL (1 PF) (Maxey 2 FT),"[1641709, 1630178]",1610612765.0,DET,shooting,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,203593.0,1.0,0.0,Maxey,1630178.0,,,
39,PT09M02.00S,2023-11-11T00:15:50.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630178,,,1610612755,11,4,2023-11-11T00:15:50Z,370000,False,,,0,,T. Maxey Free Throw 1 of 2 (1 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
40,PT09M02.00S,2023-11-11T00:15:50.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630178,,,1610612755,11,5,2023-11-11T00:21:21Z,380000,False,,,0,,T. Maxey Free Throw 2 of 2 (2 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
41,PT08M49.00S,2023-11-11T00:16:19.9Z,1,REGULAR,turnover,lost ball,[],1630191,,,1610612765,11,5,2023-11-11T00:22:38Z,390000,False,,,0,,I. Stewart lost ball TURNOVER (1 TO),"[1630191, 1630178]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,1.0,Maxey,1630178.0
42,PT08M49.00S,2023-11-11T00:16:19.9Z,1,REGULAR,steal,,[],1630178,,,1610612755,11,5,2023-11-11T00:16:24Z,400000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
43,PT08M35.00S,2023-11-11T00:16:34.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,66.67214191852825,37.00980392156863,1610612755,11,5,2023-11-11T00:23:49Z,410000,False,-65.0,261.0,1,right,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,26.88,Missed,,,,,,,,,,,,,,,,,,
44,PT08M32.00S,2023-11-11T00:16:37.0Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,11,5,2023-11-11T00:23:49Z,420000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,43.0,2.0,2.0,0.0,,,,,,,,,,,,,
45,PT08M31.00S,2023-11-11T00:16:37.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630191,34.477660972404735,40.931372549019606,1610612765,11,5,2023-11-11T00:24:20Z,430000,False,45.0,272.0,1,left,MISS I. Stewart 27' running 3PT,[1630191],1610612765.0,DET,running,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,27.54,Missed,,,,,,,,,,,,,,,,,,
46,PT08M28.00S,2023-11-11T00:16:40.5Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,11,5,2023-11-11T00:16:48Z,440000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,
47,PT08M25.00S,2023-11-11T00:16:43.1Z,1,REGULAR,turnover,lost ball,[],202699,,,1610612755,11,5,2023-11-11T00:16:50Z,450000,False,,,0,,T. Harris lost ball TURNOVER (1 TO),"[202699, 1641709]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Thompson,1641709.0
48,PT08M25.00S,2023-11-11T00:16:43.1Z,1,REGULAR,steal,,[],1641709,,,1610612765,11,5,2023-11-11T00:16:45Z,460000,False,,,0,,A. Thompson STEAL (1 STL),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
49,PT08M21.00S,2023-11-11T00:16:47.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641709,8.196452036793687,46.568627450980394,1610612765,13,5,2023-11-11T00:26:01Z,470000,False,17.0,25.0,1,left,A. Thompson running Layup (2 PTS) (K. Hayes 1 AST),"[1641709, 1630165]",1610612765.0,DET,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.99,Made,2.0,,,,,K. Hayes,1630165.0,1.0,,,,,,,,,,
52,PT08M12.00S,2023-11-11T00:17:00.0Z,1,REGULAR,foul,personal,[],1630165,,,1610612755,13,5,2023-11-11T00:17:15Z,500000,False,,,0,,K. Hayes personal FOUL (1 PF),"[1630165, 1630178]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,203593.0,1.0,0.0,Maxey,1630178.0,,,
54,PT08M02.00S,2023-11-11T00:17:27.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,91.77069645203679,52.94117647058824,1610612755,13,7,2023-11-11T00:26:45Z,520000,False,15.0,25.0,1,right,J. Embiid cutting Layup (2 PTS) (T. Maxey 2 AST),"[203954, 1630178]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,2.89,Made,2.0,,,,,T. Maxey,1630178.0,2.0,,,,,,,,,,
56,PT07M52.00S,2023-11-11T00:17:37.5Z,1,REGULAR,2pt,Jump Shot,[],1630595,12.927069645203687,82.35294117647058,1610612765,15,7,2023-11-11T00:27:23Z,540000,False,-162.0,69.0,1,left,C. Cunningham 17' pullup Jump Shot (6 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Left,17.59,Made,6.0,,,,,,,,,,,,,,,,,
58,PT07M37.00S,2023-11-11T00:18:11.5Z,1,REGULAR,foul,personal,[],1630191,,,1610612755,15,7,2023-11-11T00:18:23Z,560000,False,,,0,,I. Stewart personal FOUL (2 PF),"[1630191, 203954]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1146.0,2.0,0.0,Embiid,203954.0,,,
61,PT07M37.00S,2023-11-11T00:18:39.2Z,1,REGULAR,turnover,5-second-violation,['team'],0,,,1610612755,15,7,2023-11-11T00:19:01Z,580000,False,,,0,,PHI 5-second-violation Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1146.0,,,,,,,
62,PT07M37.00S,2023-11-11T00:18:50.8Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,15,7,2023-11-11T00:18:53Z,590000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M37.00S,2023-11-11T00:18:50.8Z,1,REGULAR,substitution,in,[],1630649,,,1610612765,15,7,2023-11-11T00:18:53Z,600000,False,,,0,,SUB in: S. Umude,[1630649],1610612765.0,DET,,,,Umude,S. Umude,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M23.00S,2023-11-11T00:19:09.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1631105,12.270039421813408,45.09803921568627,1610612765,15,7,2023-11-11T00:28:19Z,610000,False,25.0,63.0,1,left,MISS J. Duren 6' driving Hook,[1631105],1610612765.0,DET,driving,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,6.74,Missed,,,,,,,,,,,,,,,,,,
65,PT07M16.00S,2023-11-11T00:19:16.4Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,15,7,2023-11-11T00:19:19Z,620000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,
66,PT07M13.00S,2023-11-11T00:19:19.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,90.71944809461235,3.1862745098039227,1610612755,15,7,2023-11-11T00:29:23Z,630000,False,-234.0,35.0,1,right,MISS D. Melton running 3PT,[1629001],1610612755.0,PHI,running,,,Melton,D. Melton,,,,,Left Corner 3,24+ Left,23.67,Missed,,,,,,,,,,,,,,,,,,
67,PT07M09.00S,2023-11-11T00:19:23.1Z,1,REGULAR,rebound,defensive,[],1630649,,,1610612765,15,7,2023-11-11T00:19:31Z,640000,False,,,0,,S. Umude REBOUND (Off:0 Def:1),[1630649],1610612765.0,DET,,,,Umude,S. Umude,,,,,Left Corner 3,24+ Left,,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,
68,PT07M07.00S,2023-11-11T00:19:29.8Z,1,REGULAR,foul,personal,[],1629001,,,1610612765,15,7,2023-11-11T00:19:57Z,650000,False,,,0,,D. Melton personal FOUL (1 PF),"[1629001, 1630595]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1146.0,1.0,0.0,Cunningham,1630595.0,,,
71,PT07M02.00S,2023-11-11T00:19:51.7Z,1,REGULAR,2pt,Jump Shot,[],1630595,22.125492772667542,66.17647058823529,1610612765,17,7,2023-11-11T00:20:00Z,670000,False,-81.0,155.0,1,left,C. Cunningham 17' pullup Jump Shot (8 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Left Center,17.53,Made,8.0,,,,,,,,,,,,,,,,,
72,PT07M00.00S,2023-11-11T00:19:59.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,17,7,2023-11-11T00:19:59Z,680000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT06M41.00S,2023-11-11T00:21:33.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,94.13600525624179,42.40196078431373,1610612755,17,7,2023-11-11T01:22:47Z,685000,False,-38.0,3.0,1,right,MISS J. Embiid driving Layup - blocked,"[203954, 1631105]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,3.81,Missed,,,,,,,,,Duren,1631105.0,,,,,,,,
364,PT06M41.00S,2023-11-11T00:21:33.3Z,1,REGULAR,block,,[],1631105,,,1610612755,17,7,2023-11-11T01:22:47Z,687500,False,,,0,,J. Duren BLOCK (1 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
365,PT06M41.00S,2023-11-11T00:21:33.3Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,17,7,2023-11-11T01:22:47Z,688750,False,,,0,,J. Embiid REBOUND (Off:1 Def:0),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,363.0,1.0,0.0,1.0,,,,,,,,,,,,,
366,PT06M41.00S,2023-11-11T00:22:20.2Z,1,REGULAR,turnover,bad pass,[],203954,,,1610612755,17,7,2023-11-11T01:23:37Z,689375,False,,,0,,J. Embiid bad pass TURNOVER (1 TO),"[203954, 1630165]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Hayes,1630165.0
367,PT06M41.00S,2023-11-11T00:22:20.2Z,1,REGULAR,steal,,[],1630165,,,1610612765,17,7,2023-11-11T01:23:37Z,689687,False,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
75,PT06M35.00S,2023-11-11T00:23:12.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630595,8.590670170827863,96.07843137254902,1610612765,17,7,2023-11-11T00:30:31Z,710000,False,-230.0,28.0,1,left,MISS C. Cunningham running 3PT,[1630595],1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,Left Corner 3,24+ Left,23.21,Missed,,,,,,,,,,,,,,,,,,
76,PT06M30.00S,2023-11-11T00:23:17.6Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,17,7,2023-11-11T00:23:18Z,720000,False,,,0,,A. Thompson REBOUND (Off:1 Def:2),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,,75.0,3.0,2.0,1.0,,,,,,,,,,,,,
77,PT06M30.00S,2023-11-11T00:23:17.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641709,9.247700394218143,48.529411764705884,1610612765,17,7,2023-11-11T00:31:05Z,730000,False,7.0,34.0,1,left,MISS A. Thompson putback Layup - blocked,"[1641709, 203954]",1610612765.0,DET,putback,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,3.52,Missed,,,,,,,,,Embiid,203954.0,,,,,,,,
78,PT06M30.00S,2023-11-11T00:23:17.7Z,1,REGULAR,block,,[],203954,,,1610612765,17,7,2023-11-11T00:23:21Z,740000,False,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
79,PT06M25.00S,2023-11-11T00:23:22.7Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,17,7,2023-11-11T00:23:23Z,750000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,77.0,2.0,2.0,0.0,,,,,,,,,,,,,
80,PT06M23.00S,2023-11-11T00:23:24.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202699,87.43429697766098,61.27450980392157,1610612755,17,7,2023-11-11T00:23:32Z,760000,False,56.0,66.0,1,right,MISS T. Harris 8' Hook - blocked,"[202699, 1641709]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Right,8.65,Missed,,,,,,,,,Thompson,1641709.0,,,,,,,,
81,PT06M23.00S,2023-11-11T00:23:24.5Z,1,REGULAR,block,,[],1641709,,,1610612755,17,7,2023-11-11T00:23:29Z,770000,False,,,0,,A. Thompson BLOCK (2 BLK),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
82,PT06M23.00S,2023-11-11T00:23:24.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,17,7,2023-11-11T00:23:32Z,780000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,80.0,,,,,,,,,,,,,,,,
