actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-02-25T01:12:10.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-25T01:12:10Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-02-25T01:12:14.4Z,1,REGULAR,jumpball,recovered,[],1630591,,,1610612753,0,0,2024-02-25T01:12:14Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. J. Duren: Tip to J. Suggs,"[1630591, 1628976, 1631105]",1610612753.0,ORL,startperiod,J. Suggs,1630591.0,Suggs,J. Suggs,Carter Jr.,1628976.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-02-25T01:12:29.1Z,1,REGULAR,3pt,Jump Shot,[],203914,27.283180026281208,77.94117647058823,1610612753,0,3,2024-02-25T01:12:38Z,70000,False,-140.0,204.0,1,left,G. Harris 24' 3PT  (3 PTS) (F. Wagner 1 AST),"[203914, 1630532]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,24.72,Made,3.0,F. Wagner,1630532.0,1.0,,,,,,,,,,,,,,
9,PT11M20.00S,2024-02-25T01:12:48.9Z,1,REGULAR,3pt,Jump Shot,[],1631093,66.70499342969777,62.745098039215684,1610612765,3,3,2024-02-25T01:13:05Z,90000,False,64.0,260.0,1,right,J. Ivey 26' 3PT pullup (3 PTS) (C. Cunningham 1 AST),"[1631093, 1630595]",1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,26.82,Made,3.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,,,,,
11,PT11M03.00S,2024-02-25T01:13:10.4Z,1,REGULAR,turnover,traveling,[],1630532,,,1610612753,3,3,2024-02-25T01:13:19Z,110000,False,,,0,,F. Wagner traveling TURNOVER (1 TO),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1626302.0,1.0,,,,,,,,,,,,
12,PT10M52.00S,2024-02-25T01:13:29.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630595,91.40932982917214,47.05882352941176,1610612765,3,3,2024-02-25T01:13:33Z,120000,False,-15.0,28.0,1,right,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,3.19,Missed,,,,,,,,,,,,,,,,,,
13,PT10M50.00S,2024-02-25T01:13:31.1Z,1,REGULAR,rebound,defensive,[],203914,,,1610612753,3,3,2024-02-25T01:13:33Z,130000,False,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,
14,PT10M38.00S,2024-02-25T01:13:42.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,7.046649145860711,47.549019607843135,1610612753,3,3,2024-02-25T01:13:47Z,140000,False,12.0,14.0,1,left,MISS F. Wagner Layup - blocked,"[1630532, 1631105]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,Duren,1631105.0,,,,,,
15,PT10M38.00S,2024-02-25T01:13:42.5Z,1,REGULAR,block,,[],1631105,,,1610612753,3,3,2024-02-25T01:13:44Z,150000,False,,,0,,J. Duren BLOCK (1 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
16,PT10M36.00S,2024-02-25T01:13:44.5Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,3,3,2024-02-25T01:13:47Z,160000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,
17,PT10M32.00S,2024-02-25T01:13:49.8Z,1,REGULAR,3pt,Jump Shot,[],1630595,66.70499342969777,41.17647058823529,1610612765,3,3,2024-02-25T01:14:14Z,170000,False,-44.0,260.0,1,right,MISS C. Cunningham 26' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,26.42,Missed,,,,,,,,,,,,,,,,,,
