actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-01-23T00:10:35.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-23T00:10:35Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-01-23T00:10:39.4Z,1,REGULAR,jumpball,recovered,[],202711,,,1610612765,0,0,2024-01-23T00:10:39Z,40000,False,,,0,,Jump Ball J. Duren vs. B. Lopez: Tip to B. Bogdanovic,"[202711, 1631105, 201572]",1610612765.0,DET,startperiod,B. Bogdanovic,202711.0,Bogdanovic,B. Bogdanovic,Duren,1631105.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-01-23T00:10:50.1Z,1,REGULAR,2pt,Jump Shot,[],1630165,22.28975032851511,47.549019607843135,1610612765,0,0,2024-01-23T00:10:54Z,70000,False,12.0,157.0,1,left,MISS K. Hayes 15' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Center,15.75,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2024-01-23T00:10:52.0Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,0,2024-01-23T00:10:52Z,80000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M35.00S,2024-01-23T00:10:59.5Z,1,REGULAR,3pt,Jump Shot,[],1627736,91.40932982917214,2.2058823529411766,1610612749,0,3,2024-01-23T00:11:05Z,90000,False,-239.0,28.0,1,right,M. Beasley 24' 3PT  (3 PTS) (D. Lillard 1 AST),"[1627736, 203081]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,24.07,Made,,,,,3.0,D. Lillard,203081.0,1.0,,,,,,,,,,
11,PT11M22.00S,2024-01-23T00:11:13.1Z,1,REGULAR,2pt,Jump Shot,[],1631093,20.844283837056505,40.44117647058824,1610612765,0,3,2024-01-23T00:11:17Z,110000,False,48.0,143.0,1,left,MISS J. Ivey 15' pullup Shot,[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Center,15.12,Missed,,,,,,,,,,,,,,,,,,
12,PT11M20.00S,2024-01-23T00:11:15.1Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,3,2024-01-23T00:11:17Z,120000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Center,,,11.0,2.0,2.0,0.0,,,,,,,,,,,,,,
13,PT11M06.00S,2024-01-23T00:11:29.4Z,1,REGULAR,turnover,out-of-bounds,[],203507,,,1610612749,0,3,2024-01-23T00:11:36Z,130000,False,,,0,,G. Antetokounmpo lost ball out-of-bounds TURNOVER (1 TO),[203507],1610612749.0,MIL,lost ball,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101284.0,1.0,,,,,,,,
15,PT10M49.00S,2024-01-23T00:12:00.7Z,1,REGULAR,turnover,bad pass,[],1631105,,,1610612765,0,3,2024-01-23T00:12:08Z,150000,False,,,0,,J. Duren bad pass TURNOVER (1 TO),"[1631105, 203114]",1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,1.0,Middleton,203114.0,,,,,,
16,PT10M49.00S,2024-01-23T00:12:00.7Z,1,REGULAR,steal,,[],203114,,,1610612749,0,3,2024-01-23T00:12:01Z,160000,False,,,0,,K. Middleton STEAL (1 STL),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
