actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-01-20T20:11:34.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-20T20:11:34Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2024-01-20T20:11:41.0Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2024-01-20T20:11:41Z,40000,False,,,0,,Jump Ball B. Lopez vs. J. Duren: Tip to G. Antetokounmpo,"[203507, 201572, 1631105]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Lopez,201572.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M51.00S,2024-01-20T20:11:43.3Z,1,REGULAR,3pt,Jump Shot,[],1627736,6.225361366622863,3.9215686274509807,1610612749,0,0,2024-01-20T20:11:50Z,70000,False,230.0,6.0,1,left,MISS M. Beasley 3PT,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,23.05,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2024-01-20T20:11:50.3Z,1,REGULAR,rebound,defensive,[],1628995,,,1610612765,0,0,2024-01-20T20:11:50Z,80000,False,,,0,,K. Knox II REBOUND (Off:0 Def:1),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Right Corner 3,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M33.00S,2024-01-20T20:12:00.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,82.57227332457293,50.49019607843137,1610612765,2,0,2024-01-20T20:12:06Z,90000,False,2.0,111.0,1,right,B. Bogdanovic 11' pullup Jump Shot (2 PTS) (K. Hayes 1 AST),"[202711, 1630165]",1610612765.0,DET,pullup,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,11.13,Made,,,,,2.0,K. Hayes,1630165.0,1.0,,,,,,,,,,
11,PT11M18.00S,2024-01-20T20:12:17.3Z,1,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612749,2,0,2024-01-20T20:12:28Z,110000,False,,,0,,J. Duren shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1631105, 203507]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202053.0,1.0,0.0,Antetokounmpo,203507.0,,,,,
13,PT11M18.00S,2024-01-20T20:12:57.1Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,2,1,2024-01-20T20:13:22Z,130000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (1 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
14,PT11M18.00S,2024-01-20T20:12:57.1Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,2,1,2024-01-20T20:13:22Z,140000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
15,PT11M15.00S,2024-01-20T20:13:00.1Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,2,1,2024-01-20T20:13:22Z,150000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M57.00S,2024-01-20T20:13:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,89.4053876478318,58.57843137254902,1610612765,2,1,2024-01-20T20:14:03Z,160000,False,43.0,47.0,1,right,MISS J. Ivey 6' driving Layup,[1631093],1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,6.37,Missed,,,,,,,,,,,,,,,,,,
