actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-12-12T00:10:02.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-12T00:10:02Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-12-12T00:10:06.1Z,1,REGULAR,jumpball,recovered,[],1630169,,,1610612754,0,0,2023-12-12T00:10:06Z,40000,False,,,0,,Jump Ball M. Turner vs. I. Stewart: Tip to T. Haliburton,"[1630169, 1626167, 1630191]",1610612754.0,IND,startperiod,T. Haliburton,1630169.0,Haliburton,T. Haliburton,Turner,1626167.0,Stewart,1630191.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2023-12-12T00:10:21.8Z,1,REGULAR,3pt,Jump Shot,[],1628971,91.93495400788436,98.0392156862745,1610612754,0,0,2023-12-12T00:10:28Z,70000,False,240.0,23.0,1,right,MISS B. Brown 24' 3PT,[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,24.13,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2023-12-12T00:10:26.8Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,0,0,2023-12-12T00:10:28Z,80000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Right Corner 3,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M26.00S,2023-12-12T00:10:37.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,8.623521681997373,47.30392156862745,1610612765,2,0,2023-12-12T00:10:43Z,90000,False,13.0,29.0,1,left,A. Thompson cutting Layup (2 PTS) (C. Cunningham 1 AST),"[1641709, 1630595]",1610612765.0,DET,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,3.16,Made,,,,,2.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,
11,PT11M26.00S,2023-12-12T00:10:42.6Z,1,REGULAR,foul,personal,['1freethrow'],1630167,,,1610612765,2,0,2023-12-12T00:10:57Z,110000,False,,,0,,O. Toppin shooting personal FOUL (1 PF) (Thompson 1 FT),"[1630167, 1641709]",1610612754.0,IND,shooting,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1830.0,1.0,0.0,Thompson,1641709.0,,,,,
13,PT11M26.00S,2023-12-12T00:11:05.1Z,1,REGULAR,freethrow,1 of 1,[],1641709,,,1610612765,2,0,2023-12-12T00:11:05Z,130000,False,,,0,,MISS A. Thompson Free Throw 1 of 1,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
14,PT11M23.00S,2023-12-12T00:11:07.4Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,2,0,2023-12-12T00:11:07Z,140000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT11M18.00S,2023-12-12T00:11:13.4Z,1,REGULAR,turnover,out-of-bounds,[],1628971,,,1610612754,2,0,2023-12-12T00:11:26Z,150000,False,,,0,,B. Brown bad pass out-of-bounds TURNOVER (1 TO),[1628971],1610612754.0,IND,bad pass,,,Brown,B. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1830.0,,,,,1.0,,,,
16,PT11M07.00S,2023-12-12T00:11:29.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630595,7.966491458607096,42.40196078431372,1610612765,4,0,2023-12-12T00:11:51Z,160000,False,38.0,22.0,1,left,C. Cunningham driving Layup (2 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,4.41,Made,,,,,2.0,,,,,,,,,,,,,
17,PT10M57.00S,2023-12-12T00:11:39.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,86.67871222076215,48.77450980392157,1610612754,4,2,2023-12-12T00:11:48Z,170000,False,-6.0,73.0,1,right,M. Turner 7' driving Layup (2 PTS) (T. Haliburton 1 AST),"[1626167, 1630169]",1610612754.0,IND,driving,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,7.3,Made,,,,,2.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,
19,PT10M57.00S,2023-12-12T00:11:46.5Z,1,REGULAR,foul,personal,['1freethrow'],1630595,,,1610612754,4,2,2023-12-12T00:11:53Z,190000,False,,,0,,C. Cunningham shooting personal FOUL (1 PF) (Turner 1 FT),"[1630595, 1626167]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1830.0,1.0,0.0,Turner,1626167.0,,,,,
