actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-12-30T23:11:08.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-30T23:11:08Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-12-30T23:11:12.8Z,1,REGULAR,jumpball,recovered,[],203471,,,1610612761,0,0,2023-12-30T23:11:12Z,40000,False,,,0,,Jump Ball J. Poeltl vs. J. Duren: Tip to D. Schroder,"[203471, 1627751, 1631105]",1610612761.0,TOR,startperiod,D. Schroder,203471.0,Schroder,D. Schroder,Poeltl,1627751.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-12-30T23:11:24.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,88.91261498028909,42.8921568627451,1610612761,0,0,2023-12-30T23:11:30Z,70000,False,-36.0,52.0,1,right,MISS P. Siakam 6' turnaround Hook,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,6.27,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2023-12-30T23:11:28.3Z,1,REGULAR,rebound,defensive,[],1628995,,,1610612765,0,0,2023-12-30T23:11:30Z,80000,False,,,0,,K. Knox II REBOUND (Off:0 Def:1),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M31.00S,2023-12-30T23:11:37.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,10.200394218134035,40.44117647058824,1610612765,2,0,2023-12-30T23:11:42Z,90000,False,48.0,43.0,1,left,B. Bogdanovic 6' driving Layup (2 PTS),[202711],1610612765.0,DET,driving,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,6.46,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M15.00S,2023-12-30T23:11:52.4Z,1,REGULAR,3pt,Jump Shot,[],1630567,75.24638633377135,83.33333333333334,1610612761,2,0,2023-12-30T23:11:58Z,100000,False,167.0,180.0,1,right,MISS S. Barnes 24' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,24.55,Missed,,,,,,,,,,,,,,,,,,
11,PT11M11.00S,2023-12-30T23:11:56.4Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,2,0,2023-12-30T23:11:58Z,110000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M04.00S,2023-12-30T23:12:04.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,7.835085413929041,53.67647058823529,1610612765,2,0,2023-12-30T23:12:09Z,120000,False,-18.0,21.0,1,left,MISS J. Duren driving Layup,[1631105],1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,,
13,PT11M01.00S,2023-12-30T23:12:07.3Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,2,0,2023-12-30T23:12:09Z,130000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M43.00S,2023-12-30T23:12:25.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,80.23981603153744,47.30392156862745,1610612761,2,2,2023-12-30T23:12:32Z,140000,False,-13.0,133.0,1,right,J. Poeltl 13' floating Jump Shot (2 PTS) (D. Schroder 1 AST),"[1627751, 203471]",1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,13.39,Made,,,,,2.0,D. Schroder,203471.0,1.0,,,,,,,,,,
