actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-04-01T23:11:09.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-04-01T23:11:09Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2024-04-01T23:11:13.8Z,1,REGULAR,jumpball,recovered,[],1631105,,,1610612765,0,0,2024-04-01T23:11:13Z,40000,False,,,0,,Jump Ball J. Duren vs. J. Jackson Jr.: Tip to J. Duren,"[1631105, 1631105, 1628991]",1610612765.0,DET,startperiod,J. Duren,1631105.0,Duren,J. Duren,Duren,1631105.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-04-01T23:11:26.5Z,1,REGULAR,3pt,Jump Shot,[],1641787,22.683968462549277,87.25490196078431,1610612765,0,0,2024-04-01T23:11:30Z,70000,False,-186.0,161.0,1,left,MISS T. Evbuomwan 24' 3PT,[1641787],1610612765.0,DET,,,,Evbuomwan,T. Evbuomwan,,,,,Above the Break 3,24+ Left Center,24.6,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2024-04-01T23:11:29.5Z,1,REGULAR,rebound,defensive,[],1641713,,,1610612763,0,0,2024-04-01T23:11:30Z,80000,False,,,0,,G. Jackson REBOUND (Off:0 Def:1),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M28.00S,2024-04-01T23:11:39.7Z,1,REGULAR,3pt,Jump Shot,[],1630590,81.8166885676741,94.11764705882352,1610612763,0,0,2024-04-01T23:12:07Z,90000,False,221.0,118.0,1,right,MISS S. Pippen Jr. 25' pullup 3PT,[1630590],1610612763.0,MEM,pullup,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Right Center,25.04,Missed,,,,,,,,,,,,,,,,,,
10,PT11M26.00S,2024-04-01T23:11:41.7Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612765,0,0,2024-04-01T23:11:47Z,100000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Right Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M19.00S,2024-04-01T23:11:50.8Z,1,REGULAR,turnover,out-of-bounds,[],1631105,,,1610612765,0,0,2024-04-01T23:12:07Z,110000,False,,,0,,J. Duren bad pass out-of-bounds TURNOVER (1 TO),[1631105],1610612765.0,DET,bad pass,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,1628484.0,1.0,,,,,,,,,,,,
12,PT11M08.00S,2024-04-01T23:12:10.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641713,73.66951379763469,13.970588235294118,1610612763,0,0,2024-04-01T23:12:15Z,120000,False,-180.0,195.0,1,right,MISS G. Jackson 26' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Left Center,26.54,Missed,,,,,,,,,,,,,,,,,,
13,PT11M04.00S,2024-04-01T23:12:14.2Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,0,0,2024-04-01T23:12:15Z,130000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M54.00S,2024-04-01T23:12:22.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641787,5.995400788436268,53.92156862745098,1610612765,2,0,2024-04-01T23:12:26Z,140000,False,-20.0,4.0,1,left,T. Evbuomwan driving Layup (2 PTS) (C. Cunningham 1 AST),"[1641787, 1630595]",1610612765.0,DET,driving,,,Evbuomwan,T. Evbuomwan,,,,,Restricted Area,0-8 Center,2.0,Made,,,,,,,2.0,C. Cunningham,1630595.0,1.0,,,,,,,,
16,PT10M42.00S,2024-04-01T23:12:35.4Z,1,REGULAR,3pt,Jump Shot,[],1628991,66.5735873850197,40.931372549019606,1610612763,2,0,2024-04-01T23:12:39Z,160000,False,-45.0,262.0,1,right,MISS J. Jackson Jr. 26' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,26.56,Missed,,,,,,,,,,,,,,,,,,
17,PT10M39.00S,2024-04-01T23:12:38.4Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612765,2,0,2024-04-01T23:12:39Z,170000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:2),[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Center,,,16.0,2.0,2.0,0.0,,,,,,,,,,,,,,
18,PT10M28.00S,2024-04-01T23:12:49.0Z,1,REGULAR,3pt,Jump Shot,[],1631093,28.597240473061763,14.705882352941178,1610612765,5,0,2024-04-01T23:12:54Z,180000,False,176.0,216.0,1,left,J. Ivey 27' 3PT  (3 PTS) (T. Evbuomwan 1 AST),"[1631093, 1641787]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,27.92,Made,,,,,,,3.0,T. Evbuomwan,1641787.0,1.0,,,,,,,,
20,PT10M03.00S,2024-04-01T23:13:14.3Z,1,REGULAR,3pt,Jump Shot,[],1630590,94.03745072273325,97.05882352941177,1610612763,5,0,2024-04-01T23:13:22Z,200000,False,235.0,4.0,1,right,MISS S. Pippen Jr. 3PT,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Right Corner 3,24+ Right,23.53,Missed,,,,,,,,,,,,,,,,,,
