actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-03T00:11:06.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-03T00:11:06Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-12-03T00:11:09.2Z,1,REGULAR,jumpball,recovered,[],1630595,,,1610612765,0,0,2023-12-03T00:11:09Z,40000,False,,,0,,Jump Ball J. Duren vs. J. Allen: Tip to C. Cunningham,"[1630595, 1631105, 1628386]",1610612765.0,DET,startperiod,C. Cunningham,1630595.0,Cunningham,C. Cunningham,Duren,1631105.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2023-12-03T00:11:29.2Z,1,REGULAR,turnover,bad pass,[],1630165,,,1610612765,0,0,2023-12-03T00:11:37Z,70000,False,,,0,,K. Hayes bad pass TURNOVER (1 TO),"[1630165, 1628378]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,1.0,Mitchell,1628378.0,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2023-12-03T00:11:29.2Z,1,REGULAR,steal,,[],1628378,,,1610612739,0,0,2023-12-03T00:11:52Z,80000,False,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M27.00S,2023-12-03T00:11:40.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630596,5.863994743758213,53.18627450980392,1610612739,0,2,2023-12-03T00:11:55Z,90000,False,-16.0,3.0,1,left,E. Mobley Layup (2 PTS) (M. Strus 1 AST),"[1630596, 1629622]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,1.61,Made,2.0,M. Strus,1629622.0,1.0,,,,,,,,,,,
10,PT11M27.00S,2023-12-03T00:11:47.2Z,1,REGULAR,foul,personal,['1freethrow'],1631105,,,1610612739,0,2,2023-12-03T00:11:58Z,100000,False,,,0,,J. Duren shooting personal FOUL (1 PF) (Mobley 1 FT),"[1631105, 1630596]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,101283.0,1.0,0.0,Mobley,1630596.0,,,,,,
12,PT11M27.00S,2023-12-03T00:12:06.8Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630596,,,1610612739,0,3,2023-12-03T00:12:06Z,120000,False,,,0,,E. Mobley Free Throw 1 of 1 (3 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
13,PT11M08.00S,2023-12-03T00:12:25.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,95.0886990801577,48.529411764705884,1610612765,2,3,2023-12-03T00:14:18Z,130000,False,-7.0,-6.0,1,right,J. Duren driving reverse Layup (2 PTS) (I. Stewart 1 AST),"[1631105, 1630191]",1610612765.0,DET,driving reverse,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,0.97,Made,2.0,I. Stewart,1630191.0,1.0,,,,,,,,,,,
14,PT10M53.00S,2023-12-03T00:12:40.1Z,1,REGULAR,turnover,bad pass,[],1630596,,,1610612739,2,3,2023-12-03T00:12:54Z,140000,False,,,0,,E. Mobley bad pass TURNOVER (1 TO),"[1630596, 1630191]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Center,1.0,Stewart,1630191.0,,,,,,,,,,,,,,,,,
84,PT10M53.00S,2023-12-03T00:12:40.1Z,1,REGULAR,steal,,[],1630191,,,1610612765,2,3,2023-12-03T00:23:24Z,145000,False,,,0,,I. Stewart STEAL (1 STL),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
