actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
75,PT05M22.00S,2024-03-11T23:24:20.6Z,1,REGULAR,3pt,Jump Shot,[],1641706,74.32654402102497,16.911764705882355,1610612766,18,17,2024-03-11T23:25:10Z,750000,False,-165.0,189.0,1,right,B. Miller 25' 3PT pullup (6 PTS) (J. Thor 1 AST),"[1641706, 1630550]",1610612766.0,CHA,pullup,,,,,,Above the Break 3,24+ Left Center,25.1,Made,Miller,B. Miller,,,,,6.0,J. Thor,1630550.0,1.0,,,,,,,,,,
77,PT05M03.00S,2024-03-11T23:24:39.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,7.046649145860711,45.588235294117645,1610612765,20,17,2024-03-11T23:24:43Z,770000,False,22.0,14.0,1,left,J. Duren Layup (6 PTS) (S. Fontecchio 1 AST),"[1631105, 1631323]",1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,2.6,Made,Duren,J. Duren,,,,,6.0,S. Fontecchio,1631323.0,1.0,,,,,,,,,,
79,PT04M51.00S,2024-03-11T23:24:51.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630550,90.22667542706965,43.872549019607845,1610612766,20,17,2024-03-11T23:24:56Z,790000,False,-31.0,39.0,1,right,MISS J. Thor Layup - blocked,"[1630550, 1631105]",1610612766.0,CHA,,,,,,,In The Paint (Non-RA),0-8 Center,4.99,Missed,Thor,J. Thor,,,,,,,,,,,,,,,,,Duren,1631105.0
80,PT04M51.00S,2024-03-11T23:24:51.3Z,1,REGULAR,block,,[],1631105,,,1610612766,20,17,2024-03-11T23:24:54Z,800000,False,,,0,,J. Duren BLOCK (1 BLK),[1631105],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,
81,PT04M48.00S,2024-03-11T23:24:54.3Z,1,REGULAR,rebound,defensive,[],1631323,,,1610612765,20,17,2024-03-11T23:24:56Z,810000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:3),[1631323],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,Fontecchio,S. Fontecchio,79.0,3.0,3.0,0.0,,,,,,,,,,,,,,
82,PT04M44.00S,2024-03-11T23:24:58.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631105,6.1268068331143235,49.754901960784316,1610612765,20,17,2024-03-11T23:26:23Z,820000,False,1.0,5.0,1,left,MISS J. Duren running alley-oop Layup,[1631105],1610612765.0,DET,running alley-oop,,,,,,Restricted Area,0-8 Center,0.52,Missed,Duren,J. Duren,,,,,,,,,,,,,,,,,,
83,PT04M41.00S,2024-03-11T23:25:01.5Z,1,REGULAR,rebound,defensive,[],1630550,,,1610612766,20,17,2024-03-11T23:25:03Z,830000,False,,,0,,J. Thor REBOUND (Off:0 Def:1),[1630550],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Thor,J. Thor,82.0,1.0,1.0,0.0,,,,,,,,,,,,,,
84,PT04M29.00S,2024-03-11T23:25:13.0Z,1,REGULAR,turnover,bad pass,[],203995,,,1610612766,20,17,2024-03-11T23:25:17Z,840000,False,,,0,,V. Micic bad pass TURNOVER (2 TO),"[203995, 1631093]",1610612766.0,CHA,,,,,,,In The Paint (Non-RA),8-16 Right,,,Micic,V. Micic,,,,,,,,,2.0,Ivey,1631093.0,,,,,,,
85,PT04M29.00S,2024-03-11T23:25:13.0Z,1,REGULAR,steal,,[],1631093,,,1610612765,20,17,2024-03-11T23:27:25Z,850000,False,,,0,,J. Ivey STEAL (1 STL),[1631093],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Right,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
86,PT04M25.00S,2024-03-11T23:25:17.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631105,7.178055190538765,51.9607843137255,1610612765,22,17,2024-03-11T23:25:27Z,860000,False,-10.0,15.0,1,left,J. Duren running alley-oop DUNK (8 PTS) (C. Cunningham 3 AST),"[1631105, 1630595]",1610612765.0,DET,running alley-oop,,,,,,Restricted Area,0-8 Center,1.79,Made,Duren,J. Duren,,,,,8.0,C. Cunningham,1630595.0,3.0,,,,,,,,,,
88,PT04M12.00S,2024-03-11T23:25:30.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,88.38699080157687,48.529411764705884,1610612766,22,19,2024-03-11T23:25:54Z,880000,False,-7.0,57.0,1,right,B. Miller driving floating Jump Shot (8 PTS),[1641706],1610612766.0,CHA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.72,Made,Miller,B. Miller,,,,,8.0,,,,,,,,,,,,,
89,PT04M00.00S,2024-03-11T23:25:44.0Z,1,REGULAR,foul,personal,['2freethrow'],1630550,,,1610612765,22,19,2024-03-11T23:25:57Z,890000,False,,,0,,J. Thor shooting personal FOUL (1 PF) (Stewart 2 FT),"[1630550, 1630191]",1610612766.0,CHA,shooting,,,,,,Restricted Area,0-8 Center,,,Thor,J. Thor,,,,,,,,,,,,202901.0,1.0,0.0,Stewart,1630191.0,,
91,PT04M00.00S,2024-03-11T23:26:13.2Z,1,REGULAR,freethrow,1 of 2,[],1630191,,,1610612765,23,19,2024-03-11T23:26:13Z,910000,False,,,0,,I. Stewart Free Throw 1 of 2 (4 PTS),[1630191],1610612765.0,DET,,,,,,,,,,Made,Stewart,I. Stewart,,,,,4.0,,,,,,,,,,,,,
92,PT04M00.00S,2024-03-11T23:26:14.0Z,1,REGULAR,substitution,out,[],1631323,,,1610612765,23,19,2024-03-11T23:26:37Z,920000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612765.0,DET,,,,,,,,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,
93,PT04M00.00S,2024-03-11T23:26:14.0Z,1,REGULAR,substitution,out,[],1631093,,,1610612765,23,19,2024-03-11T23:26:37Z,930000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
94,PT04M00.00S,2024-03-11T23:26:14.0Z,1,REGULAR,substitution,out,[],1641706,,,1610612765,23,19,2024-03-11T23:26:37Z,940000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,,,,,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,
95,PT04M00.00S,2024-03-11T23:26:14.0Z,1,REGULAR,substitution,out,[],203995,,,1610612765,23,19,2024-03-11T23:26:37Z,950000,False,,,0,,SUB out: V. Micic,[203995],1610612766.0,CHA,,,,,,,,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,
96,PT04M00.00S,2024-03-11T23:26:14.0Z,1,REGULAR,substitution,in,[],1629656,,,1610612765,23,19,2024-03-11T23:26:37Z,960000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612765.0,DET,,,,,,,,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,
97,PT04M00.00S,2024-03-11T23:26:14.0Z,1,REGULAR,substitution,in,[],1631204,,,1610612765,23,19,2024-03-11T23:26:37Z,970000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,,,,,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,
98,PT04M00.00S,2024-03-11T23:26:14.0Z,1,REGULAR,substitution,in,[],1641733,,,1610612765,23,19,2024-03-11T23:26:37Z,980000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,,,,,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,
99,PT04M00.00S,2024-03-11T23:26:14.0Z,1,REGULAR,substitution,in,[],202722,,,1610612765,23,19,2024-03-11T23:26:37Z,990000,False,,,0,,SUB in: D. Bertans,[202722],1610612766.0,CHA,,,,,,,,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,
100,PT04M00.00S,2024-03-11T23:26:41.1Z,1,REGULAR,freethrow,2 of 2,[],1630191,,,1610612765,24,19,2024-03-11T23:26:41Z,1000000,False,,,0,,I. Stewart Free Throw 2 of 2 (5 PTS),[1630191],1610612765.0,DET,,,,,,,,,,Made,Stewart,I. Stewart,,,,,5.0,,,,,,,,,,,,,
101,PT03M38.00S,2024-03-11T23:27:02.9Z,1,REGULAR,3pt,Jump Shot,[],202722,64.20827858081472,8.57843137254902,1610612766,24,19,2024-03-11T23:27:08Z,1010000,False,-207.0,284.0,1,right,MISS D. Bertans 35' pullup 3PT,[202722],1610612766.0,CHA,pullup,,,,,,Above the Break 3,24+ Left Center,35.14,Missed,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,
102,PT03M34.00S,2024-03-11T23:27:06.9Z,1,REGULAR,rebound,defensive,[],1631204,,,1610612765,24,19,2024-03-11T23:27:08Z,1020000,False,,,0,,M. Sasser REBOUND (Off:0 Def:1),[1631204],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Sasser,M. Sasser,101.0,1.0,1.0,0.0,,,,,,,,,,,,,,
103,PT03M30.00S,2024-03-11T23:27:10.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630595,4.681340341655716,94.11764705882352,1610612765,27,19,2024-03-11T23:28:37Z,1030000,False,-221.0,-8.0,1,left,C. Cunningham 3PT running (10 PTS) (Q. Grimes 1 AST),"[1630595, 1629656]",1610612765.0,DET,running,,,,,,Left Corner 3,24+ Left,22.08,Made,Cunningham,C. Cunningham,,,,,10.0,Q. Grimes,1629656.0,1.0,,,,,,,,,,
105,PT03M28.00S,2024-03-11T23:27:19.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,27,19,2024-03-11T23:27:19Z,1050000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M28.00S,2024-03-11T23:27:35.4Z,1,REGULAR,substitution,out,[],1631105,,,1610612766,27,19,2024-03-11T23:29:55Z,1060000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,
107,PT03M28.00S,2024-03-11T23:27:35.4Z,1,REGULAR,substitution,in,[],1630164,,,1610612766,27,19,2024-03-11T23:29:55Z,1070000,False,,,0,,SUB in: J. Wiseman,[1630164],1610612765.0,DET,,,,,,,,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,
108,PT03M08.00S,2024-03-11T23:30:25.4Z,1,REGULAR,3pt,Jump Shot,[],1628970,69.46452036793693,23.52941176470588,1610612766,27,19,2024-03-11T23:30:37Z,1080000,False,-132.0,235.0,1,right,MISS M. Bridges 26' 3PT,[1628970],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,26.93,Missed,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
109,PT03M04.00S,2024-03-11T23:30:29.4Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612765,27,19,2024-03-11T23:30:32Z,1090000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Grimes,Q. Grimes,108.0,1.0,1.0,0.0,,,,,,,,,,,,,,
110,PT02M44.00S,2024-03-11T23:30:49.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,8.492115637319317,42.15686274509804,1610612765,29,19,2024-03-11T23:30:55Z,1100000,False,39.0,27.0,1,left,C. Cunningham driving Layup (12 PTS),[1630595],1610612765.0,DET,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.78,Made,Cunningham,C. Cunningham,,,,,12.0,,,,,,,,,,,,,
111,PT02M30.00S,2024-03-11T23:31:02.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641733,87.20433639947439,36.27450980392157,1610612766,29,19,2024-03-11T23:31:07Z,1110000,False,-69.0,68.0,1,right,MISS N. Smith Jr. 9' driving floating Shot,[1641733],1610612766.0,CHA,driving floating,,,,,,In The Paint (Non-RA),8-16 Left,9.65,Missed,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,
112,PT02M27.00S,2024-03-11T23:31:05.7Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,29,19,2024-03-11T23:31:07Z,1120000,False,,,0,,I. Stewart REBOUND (Off:0 Def:3),[1630191],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Left,,,Stewart,I. Stewart,111.0,3.0,3.0,0.0,,,,,,,,,,,,,,
113,PT02M19.00S,2024-03-11T23:31:13.5Z,1,REGULAR,3pt,Jump Shot,[],1630595,33.459264126149804,32.84313725490196,1610612765,29,19,2024-03-11T23:31:20Z,1130000,False,86.0,262.0,1,left,MISS C. Cunningham 27' 3PT,[1630595],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,27.57,Missed,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
114,PT02M17.00S,2024-03-11T23:31:15.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,29,19,2024-03-11T23:33:33Z,1140000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,,,113.0,,,,,,,,,,,,,,,,,
118,PT02M17.00S,2024-03-11T23:31:26.4Z,1,REGULAR,substitution,out,[],1630595,,,1610612765,29,19,2024-03-11T23:31:40Z,1180000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
119,PT02M17.00S,2024-03-11T23:31:26.4Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,29,19,2024-03-11T23:31:40Z,1190000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
120,PT02M17.00S,2024-03-11T23:31:26.4Z,1,REGULAR,substitution,out,[],1630208,,,1610612765,29,19,2024-03-11T23:31:40Z,1200000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,
121,PT02M17.00S,2024-03-11T23:31:26.4Z,1,REGULAR,substitution,in,[],1631323,,,1610612765,29,19,2024-03-11T23:31:40Z,1210000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612765.0,DET,,,,,,,,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,
122,PT02M17.00S,2024-03-11T23:31:26.4Z,1,REGULAR,substitution,in,[],203095,,,1610612765,29,19,2024-03-11T23:31:40Z,1220000,False,,,0,,SUB in: E. Fournier,[203095],1610612765.0,DET,,,,,,,,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,
123,PT02M17.00S,2024-03-11T23:31:26.4Z,1,REGULAR,substitution,in,[],1629684,,,1610612765,29,19,2024-03-11T23:31:40Z,1230000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,,,,,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,
124,PT02M05.00S,2024-03-11T23:31:52.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629656,24.129434954007884,86.02941176470588,1610612765,29,19,2024-03-11T23:32:54Z,1240000,False,-180.0,174.0,1,left,MISS Q. Grimes 25' 3PT,[1629656],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,25.06,Missed,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,
125,PT02M01.00S,2024-03-11T23:31:56.4Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612766,29,19,2024-03-11T23:31:57Z,1250000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,,,Williams,G. Williams,124.0,1.0,1.0,0.0,,,,,,,,,,,,,,
126,PT01M47.00S,2024-03-11T23:32:09.8Z,1,REGULAR,turnover,lost ball,[],1629684,,,1610612766,29,19,2024-03-11T23:32:18Z,1260000,False,,,0,,G. Williams lost ball TURNOVER (2 TO),"[1629684, 1629656]",1610612766.0,CHA,,,,,,,Mid-Range,8-16 Right,,,Williams,G. Williams,,,,,,,,,2.0,Grimes,1629656.0,,,,,,,
127,PT01M47.00S,2024-03-11T23:32:09.8Z,1,REGULAR,steal,,[],1629656,,,1610612765,29,19,2024-03-11T23:32:12Z,1270000,False,,,0,,Q. Grimes STEAL (1 STL),[1629656],1610612765.0,DET,,,,,,,Mid-Range,8-16 Right,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,
128,PT01M42.00S,2024-03-11T23:32:14.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203095,14.668199737187912,2.450980392156863,1610612765,32,19,2024-03-11T23:34:11Z,1280000,False,238.0,85.0,1,left,E. Fournier 25' 3PT running (3 PTS) (Q. Grimes 2 AST),"[203095, 1629656]",1610612765.0,DET,running,,,,,,Right Corner 3,24+ Right,25.26,Made,Fournier,E. Fournier,,,,,3.0,Q. Grimes,1629656.0,2.0,,,,,,,,,,
130,PT01M16.00S,2024-03-11T23:32:39.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.9862023653088,56.86274509803921,1610612766,32,21,2024-03-11T23:32:47Z,1300000,False,34.0,13.0,1,right,M. Bridges driving Layup (4 PTS) (G. Williams 2 AST),"[1628970, 1629684]",1610612766.0,CHA,driving,,,,,,Restricted Area,0-8 Center,3.68,Made,Bridges,M. Bridges,,,,,4.0,G. Williams,1629684.0,2.0,,,,,,,,,,
131,PT01M05.00S,2024-03-11T23:32:51.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631204,19.398817345597898,54.41176470588235,1610612765,34,21,2024-03-11T23:32:58Z,1310000,False,-22.0,130.0,1,left,M. Sasser 13' driving floating Jump Shot (2 PTS) (J. Wiseman 1 AST),"[1631204, 1630164]",1610612765.0,DET,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,13.17,Made,Sasser,M. Sasser,,,,,2.0,J. Wiseman,1630164.0,1.0,,,,,,,,,,
133,PT00M43.00S,2024-03-11T23:33:14.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,96.5341655716163,46.32352941176471,1610612766,34,23,2024-03-11T23:57:57Z,1330000,False,-18.0,-20.0,1,right,M. Bridges driving reverse Layup (6 PTS),[1628970],1610612766.0,CHA,driving reverse,,,,,,In The Paint (Non-RA),0-8 Center,2.71,Made,Bridges,M. Bridges,,,,,6.0,,,,,,,,,,,,,
134,PT00M43.00S,2024-03-11T23:33:20.9Z,1,REGULAR,foul,personal,['1freethrow'],1631204,,,1610612766,34,23,2024-03-11T23:54:42Z,1340000,False,,,0,,M. Sasser shooting personal FOUL (1 PF) (Bridges 1 FT),"[1631204, 1628970]",1610612765.0,DET,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Sasser,M. Sasser,,,,,,,,,,,,1626300.0,1.0,0.0,Bridges,1628970.0,,
136,PT00M43.00S,2024-03-11T23:33:44.7Z,1,REGULAR,freethrow,1 of 1,[],1628970,,,1610612766,34,23,2024-03-11T23:48:08Z,1360000,False,,,0,,MISS M. Bridges Free Throw 1 of 1,[1628970],1610612766.0,CHA,,,,,,,,,,Missed,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
137,PT00M40.50S,2024-03-11T23:33:47.2Z,1,REGULAR,rebound,defensive,[],1630164,,,1610612765,34,23,2024-03-11T23:33:58Z,1370000,False,,,0,,J. Wiseman REBOUND (Off:0 Def:1),[1630164],1610612765.0,DET,,,,,,,,,,,Wiseman,J. Wiseman,136.0,1.0,1.0,0.0,,,,,,,,,,,,,,
138,PT00M33.90S,2024-03-11T23:33:53.1Z,1,REGULAR,turnover,lost ball,[],1631204,,,1610612765,34,23,2024-03-11T23:34:02Z,1380000,False,,,0,,M. Sasser lost ball TURNOVER (1 TO),"[1631204, 202722]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Left Center,,,Sasser,M. Sasser,,,,,,,,,1.0,Bertans,202722.0,,,,,,,
139,PT00M33.90S,2024-03-11T23:33:53.1Z,1,REGULAR,steal,,[],202722,,,1610612766,34,23,2024-03-11T23:33:56Z,1390000,False,,,0,,D. Bertans STEAL (1 STL),[202722],1610612766.0,CHA,,,,,,,Mid-Range,16-24 Left Center,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,
140,PT00M21.70S,2024-03-11T23:34:05.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,66.96780551905388,55.88235294117647,1610612766,34,23,2024-03-11T23:35:56Z,1400000,False,29.0,258.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Center,25.97,Missed,Williams,G. Williams,,,,,,,,,,,,,,,,,,
141,PT00M18.40S,2024-03-11T23:34:08.6Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612765,34,23,2024-03-11T23:34:08Z,1410000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,Grimes,Q. Grimes,140.0,2.0,2.0,0.0,,,,,,,,,,,,,,
142,PT00M05.20S,2024-03-11T23:34:21.8Z,1,REGULAR,3pt,Jump Shot,[],1629656,28.728646517739815,73.0392156862745,1610612765,34,23,2024-03-11T23:34:27Z,1420000,False,-115.0,218.0,1,left,MISS Q. Grimes 24' pullup 3PT,[1629656],1610612765.0,DET,pullup,,,,,,Above the Break 3,24+ Left Center,24.61,Missed,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,
143,PT00M02.10S,2024-03-11T23:34:24.9Z,1,REGULAR,rebound,defensive,[],1630550,,,1610612766,34,23,2024-03-11T23:34:24Z,1430000,False,,,0,,J. Thor REBOUND (Off:0 Def:2),[1630550],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,,,Thor,J. Thor,142.0,2.0,2.0,0.0,,,,,,,,,,,,,,
144,PT00M00.30S,2024-03-11T23:34:28.2Z,1,REGULAR,3pt,Jump Shot,[],1641733,36.74441524310118,82.59803921568627,1610612766,34,23,2024-03-11T23:36:20Z,1440000,False,163.0,542.0,1,right,MISS N. Smith Jr. 56' pullup 3PT,[1641733],1610612766.0,CHA,pullup,,,,,,Above the Break 3,24+ Left Center,56.61,Missed,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,
145,PT00M00.10S,2024-03-11T23:34:28.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,34,23,2024-03-11T23:35:08Z,1450000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,,,,,144.0,,,,,,,,,,,,,,,,,
146,PT00M00.00S,2024-03-11T23:34:38.3Z,1,REGULAR,period,end,[],0,,,1610612766,34,23,2024-03-11T23:34:38Z,1460000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2024-03-11T23:35:44.3Z,2,REGULAR,substitution,out,['startperiod'],1628970,,,1610612766,34,23,2024-03-11T23:37:01Z,1470000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2024-03-11T23:35:44.3Z,2,REGULAR,substitution,out,['startperiod'],1630550,,,1610612766,34,23,2024-03-11T23:37:01Z,1480000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,,,,,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-03-11T23:35:44.3Z,2,REGULAR,substitution,in,['startperiod'],1630208,,,1610612766,34,23,2024-03-11T23:37:01Z,1490000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2024-03-11T23:35:44.3Z,2,REGULAR,substitution,in,['startperiod'],1641706,,,1610612766,34,23,2024-03-11T23:37:01Z,1500000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,,,,,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-03-11T23:37:05.9Z,2,REGULAR,period,start,[],0,,,1610612765,34,23,2024-03-11T23:37:05Z,1510000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M47.00S,2024-03-11T23:37:19.7Z,2,REGULAR,turnover,out-of-bounds,[],1631323,,,1610612765,34,23,2024-03-11T23:37:27Z,1520000,False,,,0,,S. Fontecchio bad pass out-of-bounds TURNOVER (1 TO),[1631323],1610612765.0,DET,bad pass,,,,,,Above the Break 3,24+ Right Center,,,Fontecchio,S. Fontecchio,,,,,,,,,1.0,,,202901.0,,,,,,
153,PT11M38.00S,2024-03-11T23:37:35.2Z,2,REGULAR,turnover,out-of-bounds,[],1629684,,,1610612766,34,23,2024-03-11T23:37:42Z,1530000,False,,,0,,G. Williams bad pass out-of-bounds TURNOVER (3 TO),[1629684],1610612766.0,CHA,bad pass,,,,,,Above the Break 3,24+ Center,,,Williams,G. Williams,,,,,,,,,3.0,,,2002.0,,,,,,
155,PT11M21.00S,2024-03-11T23:37:58.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631323,24.392247043363994,9.313725490196079,1610612765,37,23,2024-03-11T23:38:05Z,1540000,False,203.0,177.0,1,left,S. Fontecchio 26' 3PT  (5 PTS) (M. Sasser 1 AST),"[1631323, 1631204]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,26.95,Made,Fontecchio,S. Fontecchio,,,,,5.0,M. Sasser,1631204.0,1.0,,,,,,,,,,
158,PT11M10.00S,2024-03-11T23:38:09.9Z,2,REGULAR,3pt,Jump Shot,[],202722,65.1281208935611,60.29411764705882,1610612766,37,26,2024-03-11T23:38:27Z,1570000,False,51.0,275.0,1,right,D. Bertans 28' 3PT  (3 PTS) (N. Smith Jr. 1 AST),"[202722, 1641733]",1610612766.0,CHA,,,,,,,Above the Break 3,24+ Center,28.01,Made,Bertans,D. Bertans,,,,,3.0,N. Smith Jr.,1641733.0,1.0,,,,,,,,,,
160,PT11M10.00S,2024-03-11T23:38:17.9Z,2,REGULAR,foul,personal,['1freethrow'],203095,,,1610612766,37,26,2024-03-11T23:38:28Z,1590000,False,,,0,,E. Fournier shooting personal FOUL (1 PF) (Bertans 1 FT),"[203095, 202722]",1610612765.0,DET,shooting,,,,,,Above the Break 3,24+ Center,,,Fournier,E. Fournier,,,,,,,,,,,,202901.0,1.0,0.0,Bertans,202722.0,,
162,PT11M10.00S,2024-03-11T23:38:36.8Z,2,REGULAR,freethrow,1 of 1,[],202722,,,1610612766,37,27,2024-03-11T23:38:36Z,1610000,False,,,0,,D. Bertans Free Throw 1 of 1 (4 PTS),[202722],1610612766.0,CHA,,,,,,,,,,Made,Bertans,D. Bertans,,,,,4.0,,,,,,,,,,,,,
