actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
163,PT10M54.00S,2024-03-11T23:38:53.5Z,2,REGULAR,3pt,Jump Shot,[],203095,21.02496714848883,8.846507352941178,1610612765,37,27,2024-03-11T23:39:00Z,1620000,False,206.0,145.0,1,left,MISS E. Fournier 25' step back 3PT,[203095],1610612765.0,DET,step back,,,,,,Above the Break 3,24+ Right Center,25.18,Missed,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,
164,PT10M51.00S,2024-03-11T23:38:56.5Z,2,REGULAR,rebound,defensive,[],1641733,,,1610612766,37,27,2024-03-11T23:39:00Z,1630000,False,,,0,,N. Smith Jr. REBOUND (Off:0 Def:1),[1641733],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,,,Smith Jr.,N. Smith Jr.,163.0,1.0,1.0,0.0,,,,,,,,,,,,,,
165,PT10M47.00S,2024-03-11T23:39:00.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,68.9388961892247,28.676470588235293,1610612766,37,27,2024-03-11T23:39:36Z,1640000,False,-107.0,239.0,1,right,MISS G. Williams 26' running 3PT,[1629684],1610612766.0,CHA,running,,,,,,Above the Break 3,24+ Left Center,26.22,Missed,Williams,G. Williams,,,,,,,,,,,,,,,,,,
166,PT10M46.00S,2024-03-11T23:39:01.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,37,27,2024-03-11T23:39:15Z,1650000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,,,165.0,,,,,,,,,,,,,,,,,
168,PT10M28.00S,2024-03-11T23:39:25.6Z,2,REGULAR,3pt,Jump Shot,[],1631323,15.719448094612352,95.09803921568627,1610612765,37,27,2024-03-11T23:39:29Z,1670000,False,-225.0,95.0,1,left,MISS S. Fontecchio 24' 3PT,[1631323],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,24.48,Missed,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,
169,PT10M24.00S,2024-03-11T23:39:29.6Z,2,REGULAR,rebound,defensive,[],1641733,,,1610612766,37,27,2024-03-11T23:39:29Z,1680000,False,,,0,,N. Smith Jr. REBOUND (Off:0 Def:2),[1641733],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,,,Smith Jr.,N. Smith Jr.,168.0,2.0,2.0,0.0,,,,,,,,,,,,,,
170,PT10M10.00S,2024-03-11T23:39:42.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,82.21090670170827,36.51960784313725,1610612766,37,29,2024-03-11T23:39:50Z,1690000,False,-67.0,115.0,1,right,B. Miller 13' driving floating Jump Shot (10 PTS) (N. Richards 1 AST),"[1641706, 1630208]",1610612766.0,CHA,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,13.3,Made,Miller,B. Miller,,,,,10.0,N. Richards,1630208.0,1.0,,,,,,,,,,
172,PT09M55.00S,2024-03-11T23:39:57.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631204,13.403416557161629,49.85830269607843,1610612765,39,29,2024-03-11T23:40:08Z,1710000,False,1.0,73.0,1,left,M. Sasser 7' pullup Jump Shot (4 PTS),[1631204],1610612765.0,DET,pullup,,,,,,In The Paint (Non-RA),0-8 Center,7.35,Made,Sasser,M. Sasser,,,,,4.0,,,,,,,,,,,,,
173,PT09M38.00S,2024-03-11T23:40:15.1Z,2,REGULAR,3pt,Jump Shot,[],1641706,76.69185282522996,12.5,1610612766,39,29,2024-03-11T23:40:22Z,1720000,False,-188.0,167.0,1,right,MISS B. Miller 25' 3PT,[1641706],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,25.08,Missed,Miller,B. Miller,,,,,,,,,,,,,,,,,,
174,PT09M35.00S,2024-03-11T23:40:18.1Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,39,29,2024-03-11T23:40:22Z,1730000,False,,,0,,N. Richards REBOUND (Off:2 Def:2),[1630208],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,,,Richards,N. Richards,173.0,4.0,2.0,2.0,,,,,,,,,,,,,,
175,PT09M25.00S,2024-03-11T23:40:28.3Z,2,REGULAR,turnover,bad pass,[],1641733,,,1610612766,39,29,2024-03-11T23:40:33Z,1740000,False,,,0,,N. Smith Jr. bad pass TURNOVER (1 TO),"[1641733, 203095]",1610612766.0,CHA,,,,,,,Mid-Range,8-16 Center,,,Smith Jr.,N. Smith Jr.,,,,,,,,,1.0,Fournier,203095.0,,,,,,,
176,PT09M25.00S,2024-03-11T23:40:28.3Z,2,REGULAR,steal,,[],203095,,,1610612765,39,29,2024-03-11T23:40:30Z,1750000,False,,,0,,E. Fournier STEAL (1 STL),[203095],1610612765.0,DET,,,,,,,Mid-Range,8-16 Center,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,
177,PT09M21.00S,2024-03-11T23:40:32.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629656,7.30946123521682,46.81372549019608,1610612765,41,29,2024-03-11T23:40:40Z,1760000,False,16.0,16.0,1,left,Q. Grimes running DUNK (2 PTS) (S. Fontecchio 2 AST),"[1629656, 1631323]",1610612765.0,DET,running,,,,,,Restricted Area,0-8 Center,2.27,Made,Grimes,Q. Grimes,,,,,2.0,S. Fontecchio,1631323.0,2.0,,,,,,,,,,
179,PT09M08.00S,2024-03-11T23:40:45.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,82.86793692509855,35.049019607843135,1610612766,41,29,2024-03-11T23:40:49Z,1780000,False,-75.0,109.0,1,right,MISS B. Miller 13' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,,,,In The Paint (Non-RA),8-16 Left,13.18,Missed,Miller,B. Miller,,,,,,,,,,,,,,,,,,
180,PT09M05.00S,2024-03-11T23:40:48.4Z,2,REGULAR,rebound,defensive,[],1631323,,,1610612765,41,29,2024-03-11T23:40:49Z,1790000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:4),[1631323],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Left,,,Fontecchio,S. Fontecchio,179.0,4.0,4.0,0.0,,,,,,,,,,,,,,
181,PT08M54.00S,2024-03-11T23:40:58.7Z,2,REGULAR,3pt,Jump Shot,[],203095,33.065045992115635,45.09803921568628,1610612765,41,29,2024-03-11T23:41:21Z,1800000,False,25.0,258.0,1,left,MISS E. Fournier 25' pullup 3PT,[203095],1610612765.0,DET,pullup,,,,,,Above the Break 3,24+ Center,25.95,Missed,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,
182,PT08M52.00S,2024-03-11T23:41:00.7Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,41,29,2024-03-11T23:41:02Z,1810000,False,,,0,,N. Richards REBOUND (Off:2 Def:3),[1630208],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Center,,,Richards,N. Richards,181.0,5.0,3.0,2.0,,,,,,,,,,,,,,
183,PT08M41.00S,2024-03-11T23:41:12.3Z,2,REGULAR,turnover,bad pass,[],1629684,,,1610612766,41,29,2024-03-11T23:41:16Z,1820000,False,,,0,,G. Williams bad pass TURNOVER (4 TO),"[1629684, 203095]",1610612766.0,CHA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Williams,G. Williams,,,,,,,,,4.0,Fournier,203095.0,,,,,,,
184,PT08M41.00S,2024-03-11T23:41:12.3Z,2,REGULAR,steal,,[],203095,,,1610612765,41,29,2024-03-11T23:41:14Z,1830000,False,,,0,,E. Fournier STEAL (2 STL),[203095],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,
185,PT08M37.00S,2024-03-11T23:41:18.4Z,2,REGULAR,foul,personal,['2freethrow'],1641733,,,1610612765,41,29,2024-03-11T23:41:33Z,1840000,False,,,0,,N. Smith Jr. shooting personal FOUL (1 PF) (Grimes 2 FT),"[1641733, 1629656]",1610612766.0,CHA,shooting,,,,,,Restricted Area,0-8 Center,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,202901.0,1.0,0.0,Grimes,1629656.0,,
187,PT08M37.00S,2024-03-11T23:41:46.2Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629656,,,1610612765,42,29,2024-03-11T23:41:46Z,1860000,False,,,0,,Q. Grimes Free Throw 1 of 2 (3 PTS),[1629656],1610612765.0,DET,,,,,,,,,,Made,Grimes,Q. Grimes,,,,,3.0,,,,,,,,,,,,,
188,PT08M37.00S,2024-03-11T23:41:47.0Z,2,REGULAR,substitution,out,[],203095,,,1610612765,42,29,2024-03-11T23:42:09Z,1870000,False,,,0,,SUB out: E. Fournier,[203095],1610612765.0,DET,,,,,,,,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,
189,PT08M37.00S,2024-03-11T23:41:47.0Z,2,REGULAR,substitution,out,[],1629684,,,1610612765,42,29,2024-03-11T23:42:09Z,1880000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,,,,,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,
190,PT08M37.00S,2024-03-11T23:41:47.0Z,2,REGULAR,substitution,out,[],1641733,,,1610612765,42,29,2024-03-11T23:42:09Z,1890000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,,,,,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,
191,PT08M37.00S,2024-03-11T23:41:47.0Z,2,REGULAR,substitution,out,[],1641706,,,1610612765,42,29,2024-03-11T23:42:09Z,1900000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,,,,,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,
192,PT08M37.00S,2024-03-11T23:41:47.0Z,2,REGULAR,substitution,in,[],1631093,,,1610612765,42,29,2024-03-11T23:42:09Z,1910000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
193,PT08M37.00S,2024-03-11T23:41:47.0Z,2,REGULAR,substitution,in,[],203995,,,1610612765,42,29,2024-03-11T23:42:09Z,1920000,False,,,0,,SUB in: V. Micic,[203995],1610612766.0,CHA,,,,,,,,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,
194,PT08M37.00S,2024-03-11T23:41:47.0Z,2,REGULAR,substitution,in,[],1628970,,,1610612765,42,29,2024-03-11T23:42:09Z,1930000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
195,PT08M37.00S,2024-03-11T23:41:47.0Z,2,REGULAR,substitution,in,[],1630197,,,1610612765,42,29,2024-03-11T23:42:09Z,1940000,False,,,0,,SUB in: A. Pokusevski,[1630197],1610612766.0,CHA,,,,,,,,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,
196,PT08M37.00S,2024-03-11T23:41:46.2Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1629656,,,1610612765,43,29,2024-03-11T23:42:19Z,1950000,False,,,0,,Q. Grimes Free Throw 2 of 2 (4 PTS),[1629656],1610612765.0,DET,,,,,,,,,,Made,Grimes,Q. Grimes,,,,,4.0,,,,,,,,,,,,,
197,PT08M23.00S,2024-03-11T23:42:21.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,85.89027595269383,35.78431372549019,1610612766,43,29,2024-03-11T23:42:33Z,1960000,False,-71.0,80.0,1,right,MISS M. Bridges 10' driving floating Shot,[1628970],1610612766.0,CHA,driving floating,,,,,,In The Paint (Non-RA),8-16 Left,10.71,Missed,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
198,PT08M23.00S,2024-03-11T23:42:21.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,43,29,2024-03-11T23:42:33Z,1970000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,197.0,,,,,,,,,,,,,,,,,
199,PT08M23.00S,2024-03-11T23:42:35.0Z,2,REGULAR,foul,personal,[],1630208,,,1610612765,43,29,2024-03-12T00:16:26Z,1980000,False,,,0,,N. Richards loose ball personal FOUL (1 PF),"[1630208, 1631323]",1610612766.0,CHA,loose ball,,,,,,In The Paint (Non-RA),8-16 Left,,,Richards,N. Richards,,,,,,,,,,,,202901.0,1.0,0.0,Fontecchio,1631323.0,,
201,PT08M11.00S,2024-03-11T23:42:54.4Z,2,REGULAR,3pt,Jump Shot,[],1629656,12.565703022339028,94.6078431372549,1610612765,43,29,2024-03-11T23:43:12Z,2000000,False,-223.0,66.0,1,left,MISS Q. Grimes 3PT,[1629656],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,23.24,Missed,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,
202,PT08M07.00S,2024-03-11T23:42:58.3Z,2,REGULAR,rebound,defensive,[],203995,,,1610612766,43,29,2024-03-11T23:42:58Z,2010000,False,,,0,,V. Micic REBOUND (Off:0 Def:1),[203995],1610612766.0,CHA,,,,,,,Left Corner 3,24+ Left,,,Micic,V. Micic,201.0,1.0,1.0,0.0,,,,,,,,,,,,,,
203,PT08M02.00S,2024-03-11T23:43:04.1Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628970,89.43823915900131,63.23529411764706,1610612766,43,29,2024-03-11T23:43:50Z,2020000,False,66.0,47.0,1,right,MISS M. Bridges 8' driving floating Shot,[1628970],1610612766.0,CHA,driving floating,,,,,,In The Paint (Non-RA),8-16 Right,8.11,Missed,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
204,PT07M59.00S,2024-03-11T23:43:07.1Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,43,29,2024-03-11T23:43:50Z,2030000,False,,,0,,N. Richards REBOUND (Off:3 Def:3),[1630208],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),8-16 Right,,,Richards,N. Richards,203.0,6.0,3.0,3.0,,,,,,,,,,,,,,
205,PT07M59.00S,2024-03-11T23:43:07.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630208,91.27792378449409,45.588235294117645,1610612766,43,31,2024-03-11T23:43:20Z,2040000,False,-22.0,29.0,1,right,N. Richards Hook (6 PTS),[1630208],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,3.69,Made,Richards,N. Richards,,,,,6.0,,,,,,,,,,,,,
206,PT07M42.00S,2024-03-11T23:43:23.6Z,2,REGULAR,3pt,Jump Shot,[],1631204,13.091327201051248,95.58823529411765,1610612765,46,31,2024-03-11T23:43:28Z,2050000,False,-228.0,71.0,1,left,M. Sasser 3PT  (7 PTS) (Q. Grimes 3 AST),"[1631204, 1629656]",1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,23.86,Made,Sasser,M. Sasser,,,,,7.0,Q. Grimes,1629656.0,3.0,,,,,,,,,,
208,PT07M31.00S,2024-03-11T23:43:40.5Z,2,REGULAR,foul,offensive,[],1628970,,,1610612766,46,31,2024-03-11T23:43:56Z,2070000,False,,,0,,M. Bridges offensive FOUL (1 PF),"[1628970, 1631204]",1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,,,Bridges,M. Bridges,,,,,,,,,,,,1626300.0,1.0,0.0,Sasser,1631204.0,,
210,PT07M31.00S,2024-03-11T23:43:40.5Z,2,REGULAR,turnover,offensive foul,[],1628970,,,1610612766,46,31,2024-03-11T23:43:40Z,2090000,False,,,0,,M. Bridges offensive foul TURNOVER (1 TO),[1628970],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,,,Bridges,M. Bridges,,,,,,,,,1.0,,,1626300.0,,,,,,
211,PT07M10.00S,2024-03-11T23:44:16.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631093,12.697109067017081,60.049019607843135,1610612765,46,31,2024-03-12T00:08:35Z,2100000,False,-50.0,67.0,1,left,MISS J. Ivey 8' driving floating Shot - blocked,"[1631093, 1630197]",1610612765.0,DET,driving floating,,,,,,In The Paint (Non-RA),8-16 Left,8.36,Missed,Ivey,J. Ivey,,,,,,,,,,,,,,,,,Pokusevski,1630197.0
212,PT07M10.00S,2024-03-11T23:44:16.1Z,2,REGULAR,block,,[],1630197,,,1610612765,46,31,2024-03-11T23:44:19Z,2110000,False,,,0,,A. Pokusevski BLOCK (1 BLK),[1630197],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),8-16 Left,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,
213,PT07M07.00S,2024-03-11T23:44:19.1Z,2,REGULAR,rebound,offensive,[],1631093,,,1610612765,46,31,2024-03-11T23:44:23Z,2120000,False,,,0,,J. Ivey REBOUND (Off:1 Def:0),[1631093],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Left,,,Ivey,J. Ivey,211.0,1.0,0.0,1.0,,,,,,,,,,,,,,
214,PT07M05.00S,2024-03-11T23:44:21.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631093,14.011169513797633,60.78431372549019,1610612765,48,31,2024-03-11T23:45:00Z,2130000,False,-54.0,79.0,1,left,J. Ivey 9' turnaround Jump Shot (4 PTS),[1631093],1610612765.0,DET,turnaround,,,,,,In The Paint (Non-RA),8-16 Left,9.58,Made,Ivey,J. Ivey,,,,,4.0,,,,,,,,,,,,,
215,PT06M47.00S,2024-03-11T23:44:39.0Z,2,REGULAR,3pt,Jump Shot,[],202722,93.64323258869908,3.1862745098039214,1610612766,48,31,2024-03-11T23:44:45Z,2140000,False,-234.0,7.0,1,right,MISS D. Bertans 3PT,[202722],1610612766.0,CHA,,,,,,,Left Corner 3,24+ Left,23.42,Missed,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,
216,PT06M44.00S,2024-03-11T23:44:42.0Z,2,REGULAR,rebound,defensive,[],1630164,,,1610612765,48,31,2024-03-11T23:44:45Z,2150000,False,,,0,,J. Wiseman REBOUND (Off:0 Def:2),[1630164],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,,,Wiseman,J. Wiseman,215.0,2.0,2.0,0.0,,,,,,,,,,,,,,
218,PT06M39.00S,2024-03-11T23:44:59.6Z,2,REGULAR,turnover,out-of-bounds,[],1629656,,,1610612765,48,31,2024-03-11T23:48:56Z,2170000,False,,,0,,Q. Grimes bad pass out-of-bounds TURNOVER (1 TO),[1629656],1610612765.0,DET,bad pass,,,,,,Restricted Area,0-8 Center,,,Grimes,Q. Grimes,,,,,,,,,1.0,,,,,,,,,
219,PT06M39.00S,2024-03-11T23:45:14.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,48,31,2024-03-11T23:45:14Z,2180000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M39.00S,2024-03-11T23:45:35.7Z,2,REGULAR,substitution,out,[],1630164,,,1610612766,48,31,2024-03-11T23:47:33Z,2190000,False,,,0,,SUB out: J. Wiseman,[1630164],1610612765.0,DET,,,,,,,,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,
221,PT06M39.00S,2024-03-11T23:45:35.7Z,2,REGULAR,substitution,out,[],1631323,,,1610612766,48,31,2024-03-11T23:47:33Z,2200000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612765.0,DET,,,,,,,,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,
222,PT06M39.00S,2024-03-11T23:45:35.7Z,2,REGULAR,substitution,out,[],202722,,,1610612766,48,31,2024-03-11T23:47:33Z,2210000,False,,,0,,SUB out: D. Bertans,[202722],1610612766.0,CHA,,,,,,,,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,
223,PT06M39.00S,2024-03-11T23:45:35.7Z,2,REGULAR,substitution,in,[],1631105,,,1610612766,48,31,2024-03-11T23:47:33Z,2220000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,
224,PT06M39.00S,2024-03-11T23:45:35.7Z,2,REGULAR,substitution,in,[],1630191,,,1610612766,48,31,2024-03-11T23:47:33Z,2230000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
225,PT06M39.00S,2024-03-11T23:45:35.7Z,2,REGULAR,substitution,in,[],1641706,,,1610612766,48,31,2024-03-11T23:47:33Z,2240000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,,,,,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,
226,PT06M26.00S,2024-03-11T23:48:00.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630208,92.06636005256242,48.03921568627451,1610612766,48,33,2024-03-11T23:49:16Z,2250000,False,-10.0,22.0,1,right,N. Richards cutting DUNK (8 PTS) (V. Micic 2 AST),"[1630208, 203995]",1610612766.0,CHA,cutting,,,,,,Restricted Area,0-8 Center,2.42,Made,Richards,N. Richards,,,,,8.0,V. Micic,203995.0,2.0,,,,,,,,,,
228,PT06M10.00S,2024-03-11T23:48:14.9Z,2,REGULAR,turnover,out-of-bounds,[],1631204,,,1610612765,48,33,2024-03-11T23:49:37Z,2270000,False,,,0,,M. Sasser lost ball out-of-bounds TURNOVER (2 TO),[1631204],1610612765.0,DET,lost ball,,,,,,Above the Break 3,24+ Left Center,,,Sasser,M. Sasser,,,,,,,,,2.0,,,202901.0,,,,,,
229,PT05M46.00S,2024-03-11T23:48:47.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203995,71.82982917214193,75.98039215686273,1610612766,48,36,2024-03-11T23:48:56Z,2280000,False,130.0,212.0,1,right,V. Micic 24' 3PT  (3 PTS) (N. Richards 2 AST),"[203995, 1630208]",1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,24.89,Made,Micic,V. Micic,,,,,3.0,N. Richards,1630208.0,2.0,,,,,,,,,,
231,PT05M23.00S,2024-03-11T23:49:10.2Z,2,REGULAR,3pt,Jump Shot,[],1629656,26.757555847568987,18.872549019607842,1610612765,48,36,2024-03-11T23:49:15Z,2300000,False,156.0,199.0,1,left,MISS Q. Grimes 25' 3PT,[1629656],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,25.26,Missed,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,
232,PT05M23.00S,2024-03-11T23:49:10.2Z,2,REGULAR,rebound,defensive,[],1641706,,,1610612766,48,36,2024-03-11T23:49:15Z,2310000,False,,,0,,B. Miller REBOUND (Off:0 Def:1),[1641706],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,,,Miller,B. Miller,231.0,1.0,1.0,0.0,,,,,,,,,,,,,,
233,PT05M18.00S,2024-03-11T23:49:15.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630197,93.24901445466492,48.529411764705884,1610612766,48,38,2024-03-11T23:49:22Z,2320000,False,-7.0,11.0,1,right,A. Pokusevski running Layup (2 PTS) (B. Miller 2 AST),"[1630197, 1641706]",1610612766.0,CHA,running,,,,,,Restricted Area,0-8 Center,1.33,Made,Pokusevski,A. Pokusevski,,,,,2.0,B. Miller,1641706.0,2.0,,,,,,,,,,
235,PT05M18.00S,2024-03-11T23:49:25.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,48,38,2024-03-11T23:49:25Z,2340000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M18.00S,2024-03-11T23:50:02.9Z,2,REGULAR,substitution,out,[],1629656,,,1610612765,48,38,2024-03-11T23:51:44Z,2350000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612765.0,DET,,,,,,,,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,
237,PT05M18.00S,2024-03-11T23:50:02.9Z,2,REGULAR,substitution,out,[],1631204,,,1610612765,48,38,2024-03-11T23:51:44Z,2360000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,,,,,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,
238,PT05M18.00S,2024-03-11T23:50:02.9Z,2,REGULAR,substitution,out,[],1630208,,,1610612765,48,38,2024-03-11T23:51:44Z,2370000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,
239,PT05M18.00S,2024-03-11T23:50:02.9Z,2,REGULAR,substitution,in,[],1630595,,,1610612765,48,38,2024-03-11T23:51:44Z,2380000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
240,PT05M18.00S,2024-03-11T23:50:02.9Z,2,REGULAR,substitution,in,[],1631323,,,1610612765,48,38,2024-03-11T23:51:44Z,2390000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612765.0,DET,,,,,,,,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,
241,PT05M18.00S,2024-03-11T23:50:02.9Z,2,REGULAR,substitution,in,[],1629684,,,1610612765,48,38,2024-03-11T23:51:44Z,2400000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,,,,,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,
242,PT05M06.00S,2024-03-11T23:52:20.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,7.046649145860711,53.67647058823529,1610612765,48,38,2024-03-11T23:52:27Z,2410000,False,-18.0,14.0,1,left,MISS J. Duren alley-oop DUNK,[1631105],1610612765.0,DET,alley-oop,,,,,,Restricted Area,0-8 Center,2.29,Missed,Duren,J. Duren,,,,,,,,,,,,,,,,,,
243,PT05M03.00S,2024-03-11T23:52:23.9Z,2,REGULAR,rebound,defensive,[],1641706,,,1610612766,48,38,2024-03-11T23:52:27Z,2420000,False,,,0,,B. Miller REBOUND (Off:0 Def:2),[1641706],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Miller,B. Miller,242.0,2.0,2.0,0.0,,,,,,,,,,,,,,
244,PT04M56.00S,2024-03-11T23:52:30.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630197,86.02168199737189,47.05882352941176,1610612766,48,38,2024-03-11T23:52:41Z,2430000,False,-15.0,79.0,1,right,MISS A. Pokusevski 8' driving floating Shot,[1630197],1610612766.0,CHA,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,8.03,Missed,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,
