actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-01-25T00:10:41.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-25T00:10:41Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-01-25T00:10:45.5Z,1,REGULAR,jumpball,recovered,[],1641706,,,1610612766,0,0,2024-01-25T00:10:45Z,40000,False,,,0,,Jump Ball N. Richards vs. J. Duren: Tip to B. Miller,"[1641706, 1630208, 1631105]",1610612766.0,CHA,startperiod,B. Miller,1641706.0,Miller,B. Miller,Richards,1630208.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-01-25T00:11:00.5Z,1,REGULAR,2pt,Jump Shot,[],1628998,21.20565045992116,35.5392156862745,1610612766,0,0,2024-01-25T00:11:07Z,70000,False,72.0,147.0,1,left,MISS C. Martin 16' driving floating Shot,[1628998],1610612766.0,CHA,driving floating,,,Martin,C. Martin,,,,,Mid-Range,16-24 Right Center,16.36,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2024-01-25T00:11:04.5Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,0,0,2024-01-25T00:11:07Z,80000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M15.00S,2024-01-25T00:11:25.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,94.00459921156373,41.91176470588235,1610612765,2,0,2024-01-25T00:11:36Z,90000,False,-40.0,4.0,1,right,J. Ivey driving finger roll Layup (2 PTS),[1631093],1610612765.0,DET,driving finger roll,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,4.06,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M03.00S,2024-01-25T00:11:37.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630208,9.904730617608408,47.79411764705882,1610612766,2,2,2024-01-25T00:11:42Z,100000,False,11.0,41.0,1,left,N. Richards Hook (2 PTS) (L. Ball 1 AST),"[1630208, 1630163]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,4.21,Made,,,,,2.0,L. Ball,1630163.0,1.0,,,,,,,,,,
12,PT10M47.00S,2024-01-25T00:11:53.4Z,1,REGULAR,3pt,Jump Shot,[],1631093,93.2161629434954,98.2843137254902,1610612765,5,2,2024-01-25T00:11:57Z,120000,False,241.0,11.0,1,right,J. Ivey 24' 3PT  (5 PTS) (I. Stewart 1 AST),"[1631093, 1630191]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Right Corner 3,24+ Right,24.17,Made,,,,,5.0,I. Stewart,1630191.0,1.0,,,,,,,,,,
14,PT10M31.00S,2024-01-25T00:12:10.1Z,1,REGULAR,3pt,Jump Shot,[],1641706,25.54204993429697,90.93137254901961,1610612766,5,5,2024-01-25T00:12:15Z,140000,False,-205.0,188.0,1,left,B. Miller 27' 3PT  (3 PTS) (C. Martin 1 AST),"[1641706, 1628998]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,27.77,Made,,,,,3.0,C. Martin,1628998.0,1.0,,,,,,,,,,
16,PT10M16.00S,2024-01-25T00:12:29.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,91.50788436268068,42.15686274509803,1610612765,7,5,2024-01-25T00:12:39Z,160000,False,-39.0,27.0,1,right,K. Hayes driving floating Jump Shot (2 PTS) (J. Duren 1 AST),"[1630165, 1631105]",1610612765.0,DET,driving floating,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,4.78,Made,,,,,2.0,J. Duren,1631105.0,1.0,,,,,,,,,,
18,PT10M16.00S,2024-01-25T00:12:32.7Z,1,REGULAR,foul,personal,['1freethrow'],1630163,,,1610612765,7,5,2024-01-25T00:12:42Z,180000,False,,,0,,L. Ball shooting personal FOUL (1 PF) (Hayes 1 FT),"[1630163, 1630165]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,,,200834.0,1.0,0.0,Hayes,1630165.0,,,,,
