actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-12-14T00:10:22.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-14T00:10:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-12-14T00:10:26.6Z,1,REGULAR,jumpball,recovered,[],1630165,,,1610612765,0,0,2023-12-14T00:10:26Z,40000,False,,,0,,Jump Ball I. Stewart vs. J. Embiid: Tip to K. Hayes,"[1630165, 1630191, 203954]",1610612765.0,DET,startperiod,K. Hayes,1630165.0,Hayes,K. Hayes,Stewart,1630191.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2023-12-14T00:10:46.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,14.109724047306173,50.49019607843137,1610612765,2,0,2023-12-14T00:10:54Z,70000,False,-2.0,80.0,1,left,B. Bogdanovic 8' driving floating Jump Shot (2 PTS) (C. Cunningham 1 AST),"[202711, 1630595]",1610612765.0,DET,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,8.01,Made,2.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,,,,,
10,PT11M17.00S,2023-12-14T00:11:21.8Z,1,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612755,2,0,2023-12-14T00:11:30Z,100000,False,,,0,,I. Stewart shooting personal FOUL (1 PF) (Embiid 2 FT),"[1630191, 203954]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Right,,,,,,,200833.0,1.0,0.0,Embiid,203954.0,,,,,,,,,
12,PT11M17.00S,2023-12-14T00:11:43.2Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,2,1,2023-12-14T00:11:43Z,120000,False,,,0,,J. Embiid Free Throw 1 of 2 (1 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
13,PT11M17.00S,2023-12-14T00:12:00.0Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,2,2,2023-12-14T00:12:00Z,130000,False,,,0,,J. Embiid Free Throw 2 of 2 (2 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
14,PT10M55.00S,2023-12-14T00:12:23.5Z,1,REGULAR,2pt,Jump Shot,[],1630165,9.247700394218143,66.66666666666667,1610612765,4,2,2023-12-14T00:12:30Z,140000,False,-83.0,34.0,1,left,K. Hayes 9' turnaround Jump Shot (2 PTS),[1630165],1610612765.0,DET,turnaround,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Left,9.01,Made,2.0,,,,,,,,,,,,,,,,,
15,PT10M33.00S,2023-12-14T00:12:45.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629001,79.81274638633377,59.80392156862745,1610612755,4,2,2023-12-14T00:12:50Z,150000,False,49.0,137.0,1,right,MISS D. Melton 14' pullup Shot,[1629001],1610612755.0,PHI,pullup,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,14.58,Missed,,,,,,,,,,,,,,,,,,
16,PT10M31.00S,2023-12-14T00:12:47.7Z,1,REGULAR,rebound,offensive,[],1629001,,,1610612755,4,2,2023-12-14T00:12:47Z,160000,False,,,0,,D. Melton REBOUND (Off:1 Def:0),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,15.0,1.0,0.0,1.0,,,,,
17,PT10M27.00S,2023-12-14T00:12:52.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202699,80.86399474375821,4.901960784313729,1610612755,4,2,2023-12-14T00:12:56Z,170000,False,-225.0,127.0,1,right,MISS T. Harris 25' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,25.9,Missed,,,,,,,,,,,,,,,,,,
18,PT10M24.00S,2023-12-14T00:12:54.5Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,4,2,2023-12-14T00:12:54Z,180000,False,,,0,,J. Embiid REBOUND (Off:1 Def:0),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,17.0,1.0,0.0,1.0,,,,,
19,PT10M21.00S,2023-12-14T00:12:57.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629001,71.92838370565046,82.35294117647058,1610612755,4,5,2023-12-14T00:13:01Z,190000,False,162.0,211.0,1,right,D. Melton 26' 3PT  (3 PTS) (T. Maxey 1 AST),"[1629001, 1630178]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,26.62,Made,3.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,,,,
50,PT10M14.00S,2023-12-14T00:13:01.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,13.584099868593952,51.71568627450981,1610612765,4,5,2023-12-14T01:11:05Z,205000,False,-9.0,75.0,1,left,MISS B. Bogdanovic 7' driving Layup - blocked,"[202711, 1629001]",1610612765.0,DET,driving,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,7.57,Missed,,,,,,,,,,,,,,Melton,1629001.0,,,
51,PT10M14.00S,2023-12-14T00:13:01.1Z,1,REGULAR,block,,[],1629001,,,1610612765,4,5,2023-12-14T00:17:11Z,207500,False,,,0,,D. Melton BLOCK (1 BLK),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT10M14.00S,2023-12-14T00:13:01.1Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,4,5,2023-12-14T00:17:11Z,208750,False,,,0,,D. Melton REBOUND (Off:1 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,50.0,2.0,1.0,1.0,,,,,
23,PT10M08.00S,2023-12-14T00:13:10.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202699,93.34756898817345,54.90196078431372,1610612755,4,7,2023-12-14T00:17:17Z,230000,False,25.0,10.0,1,right,T. Harris running Layup (2 PTS),[202699],1610612755.0,PHI,running,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,2.65,Made,2.0,,,,,,,,,,,,,,,,,
24,PT09M56.00S,2023-12-14T00:13:22.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,8.196452036793687,40.931372549019606,1610612765,4,7,2023-12-14T00:16:14Z,240000,False,45.0,25.0,1,left,MISS C. Cunningham cutting Layup - blocked,"[1630595, 202699]",1610612765.0,DET,cutting,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,,,,,,,,,,Harris,202699.0,,,
25,PT09M56.00S,2023-12-14T00:13:22.9Z,1,REGULAR,block,,[],202699,,,1610612765,4,7,2023-12-14T00:13:26Z,250000,False,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M52.00S,2023-12-14T00:13:26.9Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,4,7,2023-12-14T00:13:28Z,260000,False,,,0,,D. Melton REBOUND (Off:1 Def:2),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,24.0,3.0,2.0,1.0,,,,,
27,PT09M45.00S,2023-12-14T00:13:33.6Z,1,REGULAR,turnover,lost ball,[],1630178,,,1610612755,4,7,2023-12-14T00:13:39Z,270000,False,,,0,,T. Maxey lost ball TURNOVER (1 TO),"[1630178, 1630165]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Hayes,1630165.0
28,PT09M45.00S,2023-12-14T00:13:33.6Z,1,REGULAR,steal,,[],1630165,,,1610612765,4,7,2023-12-14T00:13:35Z,280000,False,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
