actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
91,PT05M16.00S,2023-11-01T23:24:30.1Z,1,REGULAR,turnover,lost ball,[],1630703,,,1610612757,16,16,2023-11-01T23:24:36Z,910000,False,,,0,,S. Henderson lost ball TURNOVER (1 TO),"[1630703, 1630165]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Hayes,1630165.0
92,PT05M16.00S,2023-11-01T23:24:30.1Z,1,REGULAR,steal,,[],1630165,,,1610612765,16,16,2023-11-01T23:32:35Z,920000,False,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
93,PT05M09.00S,2023-11-01T23:24:36.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628963,7.539421813403408,52.94117647058824,1610612765,18,16,2023-11-01T23:28:28Z,930000,False,-15.0,18.0,1,left,M. Bagley III running DUNK (7 PTS) (I. Stewart 3 AST),"[1628963, 1630191]",1610612765.0,DET,running,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,2.36,Made,7.0,I. Stewart,1630191.0,3.0,,,,,,,,,,,,,,
95,PT04M51.00S,2023-11-01T23:24:54.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,85.06898817345598,50.245098039215684,1610612757,18,16,2023-11-01T23:24:58Z,950000,False,1.0,88.0,1,right,MISS D. Ayton 8' Jump Shot,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,8.79,Missed,,,,,,,,,,,,,,,,,,
96,PT04M48.00S,2023-11-01T23:24:57.1Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,18,16,2023-11-01T23:24:58Z,960000,False,,,0,,K. Hayes REBOUND (Off:0 Def:3),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,95.0,,,,,,3.0,3.0,0.0,,,,,
97,PT04M43.00S,2023-11-01T23:25:03.4Z,1,REGULAR,3pt,Jump Shot,[],1630595,28.95860709592641,87.00980392156862,1610612765,21,16,2023-11-01T23:25:10Z,970000,False,-185.0,220.0,1,left,C. Cunningham 28' 3PT  (9 PTS) (I. Stewart 4 AST),"[1630595, 1630191]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,28.72,Made,9.0,I. Stewart,1630191.0,4.0,,,,,,,,,,,,,,
99,PT04M41.00S,2023-11-01T23:25:11.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,21,16,2023-11-01T23:25:11Z,990000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M41.00S,2023-11-01T23:25:12.1Z,1,REGULAR,substitution,out,[],1630165,,,1610612757,21,16,2023-11-01T23:27:39Z,1000000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M41.00S,2023-11-01T23:25:12.1Z,1,REGULAR,substitution,out,[],1630191,,,1610612757,21,16,2023-11-01T23:27:39Z,1010000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M41.00S,2023-11-01T23:25:12.1Z,1,REGULAR,substitution,out,[],1628963,,,1610612757,21,16,2023-11-01T23:27:39Z,1020000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M41.00S,2023-11-01T23:25:12.1Z,1,REGULAR,substitution,out,[],1631101,,,1610612757,21,16,2023-11-01T23:27:39Z,1030000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M41.00S,2023-11-01T23:25:12.1Z,1,REGULAR,substitution,in,[],1630649,,,1610612757,21,16,2023-11-01T23:27:39Z,1040000,False,,,0,,SUB in: S. Umude,[1630649],1610612765.0,DET,,,,Umude,S. Umude,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M41.00S,2023-11-01T23:25:12.1Z,1,REGULAR,substitution,in,[],1631204,,,1610612757,21,16,2023-11-01T23:27:39Z,1050000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M41.00S,2023-11-01T23:25:12.1Z,1,REGULAR,substitution,in,[],1630164,,,1610612757,21,16,2023-11-01T23:27:39Z,1060000,False,,,0,,SUB in: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M41.00S,2023-11-01T23:25:12.1Z,1,REGULAR,substitution,in,[],1627763,,,1610612757,21,16,2023-11-01T23:27:39Z,1070000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M27.00S,2023-11-01T23:28:10.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,92.29632063074901,44.607843137254896,1610612757,21,18,2023-11-01T23:28:16Z,1080000,False,-27.0,20.0,1,right,J. Grant fadeaway Jump Shot (8 PTS),[203924],1610612757.0,POR,fadeaway,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,3.35,Made,8.0,,,,,,,,,,,,,,,,,
110,PT04M18.00S,2023-11-01T23:28:22.2Z,1,REGULAR,foul,offensive,[],1630164,,,1610612765,21,18,2023-11-01T23:28:34Z,1090000,False,,,0,,J. Wiseman offensive FOUL (1 PF),"[1630164, 203924]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Center,,,,,,,,1627964.0,1.0,0.0,Grant,203924.0,,,,,,,,
112,PT04M18.00S,2023-11-01T23:28:22.2Z,1,REGULAR,turnover,offensive foul,[],1630164,,,1610612765,21,18,2023-11-01T23:28:22Z,1110000,False,,,0,,J. Wiseman offensive foul TURNOVER (1 TO),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Center,,,,,,,,1627964.0,,,,,,,,,,1.0,,
113,PT04M03.00S,2023-11-01T23:28:46.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203924,94.00459921156373,44.36274509803921,1610612757,21,18,2023-11-01T23:28:51Z,1120000,False,-28.0,4.0,1,right,MISS J. Grant Layup,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.85,Missed,,,,,,,,,,,,,,,,,,
114,PT04M00.00S,2023-11-01T23:28:49.0Z,1,REGULAR,rebound,defensive,[],1630649,,,1610612765,21,18,2023-11-01T23:28:51Z,1130000,False,,,0,,S. Umude REBOUND (Off:0 Def:1),[1630649],1610612765.0,DET,,,,Umude,S. Umude,,,,,Restricted Area,0-8 Center,,,,,,,113.0,,,,,,1.0,1.0,0.0,,,,,
115,PT03M56.00S,2023-11-01T23:28:52.5Z,1,REGULAR,turnover,bad pass,[],1631093,,,1610612765,21,18,2023-11-01T23:29:03Z,1140000,False,,,0,,J. Ivey bad pass TURNOVER (1 TO),"[1631093, 1629028]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Ayton,1629028.0
116,PT03M56.00S,2023-11-01T23:28:52.5Z,1,REGULAR,steal,,[],1629028,,,1610612757,21,18,2023-11-01T23:32:45Z,1150000,False,,,0,,D. Ayton STEAL (1 STL),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
117,PT03M55.00S,2023-11-01T23:29:02.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630649,,,1610612757,21,18,2023-11-01T23:29:16Z,1160000,False,,,0,,S. Umude shooting personal FOUL (1 PF) (Grant 2 FT),"[1630649, 203924]",1610612765.0,DET,shooting,,,Umude,S. Umude,,,,,Restricted Area,0-8 Center,,,,,,,,1627964.0,1.0,0.0,Grant,203924.0,,,,,,,,
119,PT03M55.00S,2023-11-01T23:29:26.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203924,,,1610612757,21,18,2023-11-01T23:31:22Z,1180000,False,,,0,,MISS J. Grant Free Throw 1 of 2,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
120,PT03M55.00S,2023-11-01T23:29:26.3Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,21,18,2023-11-01T23:31:22Z,1190000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,119.0,,,,,,,,,,,,,
121,PT03M55.00S,2023-11-01T23:29:26.3Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",203924,,,1610612757,21,19,2023-11-01T23:31:22Z,1200000,False,,,0,,J. Grant Free Throw 2 of 2 (9 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
122,PT03M43.00S,2023-11-01T23:29:51.9Z,1,REGULAR,2pt,Jump Shot,[],1631093,25.147831800262807,38.970588235294116,1610612765,21,19,2023-11-01T23:29:56Z,1210000,False,55.0,184.0,1,left,MISS J. Ivey 19' pullup Shot,[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Center,19.2,Missed,,,,,,,,,,,,,,,,,,
123,PT03M41.00S,2023-11-01T23:29:53.9Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612757,21,19,2023-11-01T23:29:56Z,1220000,False,,,0,,R. Williams III REBOUND (Off:0 Def:2),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Mid-Range,16-24 Center,,,,,,,122.0,,,,,,2.0,2.0,0.0,,,,,
124,PT03M37.00S,2023-11-01T23:30:00.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630164,,,1610612757,21,19,2023-11-01T23:30:12Z,1230000,False,,,0,,J. Wiseman shooting personal FOUL (2 PF) (Henderson 2 FT),"[1630164, 1630703]",1610612765.0,DET,shooting,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,,2882.0,2.0,0.0,Henderson,1630703.0,,,,,,,,
126,PT03M37.00S,2023-11-01T23:30:20.4Z,1,REGULAR,freethrow,1 of 2,[],1630703,,,1610612757,21,20,2023-11-01T23:30:20Z,1250000,False,,,0,,S. Henderson Free Throw 1 of 2 (3 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
127,PT03M37.00S,2023-11-01T23:30:21.2Z,1,REGULAR,substitution,out,[],1630595,,,1610612757,21,20,2023-11-01T23:30:35Z,1260000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M37.00S,2023-11-01T23:30:21.2Z,1,REGULAR,substitution,out,[],1629028,,,1610612757,21,20,2023-11-01T23:30:35Z,1270000,False,,,0,,SUB out: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M37.00S,2023-11-01T23:30:21.2Z,1,REGULAR,substitution,in,[],1630165,,,1610612757,21,20,2023-11-01T23:30:35Z,1280000,False,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M37.00S,2023-11-01T23:30:21.2Z,1,REGULAR,substitution,in,[],1641739,,,1610612757,21,20,2023-11-01T23:30:35Z,1290000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M37.00S,2023-11-01T23:30:38.9Z,1,REGULAR,freethrow,2 of 2,[],1630703,,,1610612757,21,21,2023-11-01T23:30:38Z,1300000,False,,,0,,S. Henderson Free Throw 2 of 2 (4 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
132,PT03M24.00S,2023-11-01T23:30:49.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630649,14.109724047306173,64.95098039215686,1610612765,21,21,2023-11-01T23:32:38Z,1310000,False,-75.0,80.0,1,left,MISS S. Umude 10' driving floating Shot,[1630649],1610612765.0,DET,driving floating,,,Umude,S. Umude,,,,,In The Paint (Non-RA),8-16 Left,10.96,Missed,,,,,,,,,,,,,,,,,,
133,PT03M22.00S,2023-11-01T23:30:51.2Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612757,21,21,2023-11-01T23:30:55Z,1320000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,132.0,,,,,,1.0,1.0,0.0,,,,,
134,PT03M17.00S,2023-11-01T23:30:56.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,93.61038107752957,45.09803921568627,1610612757,21,21,2023-11-01T23:31:04Z,1330000,False,-25.0,8.0,1,right,MISS M. Brogdon driving Layup,[1627763],1610612757.0,POR,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,2.57,Missed,,,,,,,,,,,,,,,,,,
135,PT03M13.00S,2023-11-01T23:31:00.9Z,1,REGULAR,rebound,defensive,[],1630164,,,1610612765,21,21,2023-11-01T23:31:04Z,1340000,False,,,0,,J. Wiseman REBOUND (Off:0 Def:1),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,134.0,,,,,,1.0,1.0,0.0,,,,,
136,PT03M08.00S,2023-11-01T23:31:06.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630164,8.196452036793687,53.18627450980392,1610612765,23,21,2023-11-01T23:33:22Z,1350000,False,-16.0,25.0,1,left,J. Wiseman Layup (2 PTS) (M. Sasser 1 AST),"[1630164, 1631204]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,2.92,Made,2.0,M. Sasser,1631204.0,1.0,,,,,,,,,,,,,,
181,PT02M59.00S,2023-11-01T23:31:13.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,85.28252299605782,52.91819852941176,1610612757,23,21,2023-11-01T23:41:35Z,1365000,False,15.0,86.0,1,right,MISS S. Henderson 8' driving Layup - blocked,"[1630703, 1631204]",1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,8.7,Missed,,,,,,,,,,,,,,Sasser,1631204.0,,,
182,PT02M59.00S,2023-11-01T23:31:13.9Z,1,REGULAR,block,,[],1631204,,,1610612757,23,21,2023-11-01T23:38:41Z,1367500,False,,,0,,M. Sasser BLOCK (1 BLK),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
183,PT02M59.00S,2023-11-01T23:31:13.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,23,21,2023-11-01T23:38:41Z,1368750,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,181.0,,,,,,,,,,,,,
139,PT02M57.00S,2023-11-01T23:31:38.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630164,,,1610612757,23,21,2023-11-01T23:31:50Z,1380000,False,,,0,,J. Wiseman personal FOUL (3 PF) (Williams III 2 FT),"[1630164, 1629057]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,,2882.0,3.0,0.0,Williams III,1629057.0,,,,,,,,
141,PT02M57.00S,2023-11-01T23:32:03.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629057,,,1610612757,23,22,2023-11-01T23:38:41Z,1400000,False,,,0,,R. Williams III Free Throw 1 of 2 (1 PTS),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
142,PT02M57.00S,2023-11-01T23:32:04.4Z,1,REGULAR,substitution,out,[],1630164,,,1610612757,23,22,2023-11-01T23:32:09Z,1410000,False,,,0,,SUB out: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M57.00S,2023-11-01T23:32:04.4Z,1,REGULAR,substitution,in,[],1628963,,,1610612757,23,22,2023-11-01T23:32:09Z,1420000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M57.00S,2023-11-01T23:32:15.4Z,1,REGULAR,substitution,out,[],1630703,,,1610612757,23,22,2023-11-01T23:32:20Z,1430000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M57.00S,2023-11-01T23:32:15.4Z,1,REGULAR,substitution,in,[],1631101,,,1610612757,23,22,2023-11-01T23:32:20Z,1440000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M57.00S,2023-11-01T23:32:33.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629057,,,1610612757,23,23,2023-11-01T23:38:41Z,1450000,False,,,0,,R. Williams III Free Throw 2 of 2 (2 PTS),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
147,PT02M44.00S,2023-11-01T23:32:46.7Z,1,REGULAR,3pt,Jump Shot,[],1631093,32.637976346911955,83.08823529411765,1610612765,26,23,2023-11-01T23:32:52Z,1460000,False,-165.0,254.0,1,left,J. Ivey 30' 3PT  (3 PTS) (M. Sasser 2 AST),"[1631093, 1631204]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,30.34,Made,3.0,M. Sasser,1631204.0,2.0,,,,,,,,,,,,,,
149,PT02M28.00S,2023-11-01T23:33:05.6Z,1,REGULAR,turnover,out-of-bounds,[],203924,,,1610612757,26,23,2023-11-02T00:16:36Z,1480000,False,,,0,,J. Grant bad pass out-of-bounds TURNOVER (2 TO),[203924],1610612757.0,POR,bad pass,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2882.0,,,,,,,,,,2.0,,
150,PT02M20.00S,2023-11-01T23:33:18.2Z,1,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612765,26,23,2023-11-01T23:33:33Z,1490000,False,,,0,,R. Williams III shooting personal FOUL (1 PF) (Bagley III 2 FT),"[1629057, 1628963]",1610612757.0,POR,shooting,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2003.0,1.0,0.0,Bagley III,1628963.0,,,,,,,,
152,PT02M20.00S,2023-11-01T23:33:45.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628963,,,1610612765,27,23,2023-11-01T23:34:22Z,1510000,False,,,0,,M. Bagley III Free Throw 1 of 2 (8 PTS),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
153,PT02M20.00S,2023-11-01T23:33:46.5Z,1,REGULAR,substitution,out,[],1630649,,,1610612765,27,23,2023-11-01T23:34:02Z,1520000,False,,,0,,SUB out: S. Umude,[1630649],1610612765.0,DET,,,,Umude,S. Umude,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M20.00S,2023-11-01T23:33:46.5Z,1,REGULAR,substitution,out,[],203924,,,1610612765,27,23,2023-11-01T23:34:02Z,1530000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT02M20.00S,2023-11-01T23:33:46.5Z,1,REGULAR,substitution,in,[],203925,,,1610612765,27,23,2023-11-01T23:34:02Z,1540000,False,,,0,,SUB in: J. Harris,[203925],1610612765.0,DET,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT02M20.00S,2023-11-01T23:33:46.5Z,1,REGULAR,substitution,in,[],1631133,,,1610612765,27,23,2023-11-01T23:34:02Z,1550000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT02M20.00S,2023-11-01T23:33:45.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628963,,,1610612765,27,23,2023-11-01T23:34:22Z,1560000,False,,,0,,MISS M. Bagley III Free Throw 2 of 2,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
158,PT02M18.00S,2023-11-01T23:33:47.6Z,1,REGULAR,rebound,offensive,[],203925,,,1610612765,27,23,2023-11-01T23:34:22Z,1570000,False,,,0,,J. Harris REBOUND (Off:1 Def:0),[203925],1610612765.0,DET,,,,Harris,J. Harris,,,,,,,,,,,,,157.0,,,,,,1.0,0.0,1.0,,,,,
159,PT02M15.00S,2023-11-01T23:34:17.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631093,32.37516425755584,23.774509803921575,1610612765,27,23,2023-11-01T23:34:26Z,1580000,False,131.0,252.0,1,left,MISS J. Ivey 28' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,28.39,Missed,,,,,,,,,,,,,,,,,,
160,PT02M11.00S,2023-11-01T23:34:21.4Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612757,27,23,2023-11-01T23:34:21Z,1590000,False,,,0,,R. Williams III REBOUND (Off:0 Def:3),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Right Center,,,,,,,159.0,,,,,,3.0,3.0,0.0,,,,,
161,PT02M03.00S,2023-11-01T23:34:29.3Z,1,REGULAR,3pt,Jump Shot,[],1631101,68.64323258869908,30.882352941176478,1610612757,27,23,2023-11-01T23:37:45Z,1600000,False,-96.0,242.0,1,right,MISS S. Sharpe 26' pullup 3PT,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,26.05,Missed,,,,,,,,,,,,,,,,,,
162,PT02M00.00S,2023-11-01T23:34:32.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,27,23,2023-11-01T23:34:47Z,1610000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,161.0,,,,,,,,,,,,,
164,PT01M43.00S,2023-11-01T23:35:03.0Z,1,REGULAR,3pt,Jump Shot,[],203925,8.459264126149804,97.79411764705883,1610612765,30,23,2023-11-01T23:35:07Z,1630000,False,-239.0,27.0,1,left,J. Harris 24' 3PT  (3 PTS) (J. Ivey 1 AST),"[203925, 1631093]",1610612765.0,DET,,,,Harris,J. Harris,,,,,Left Corner 3,24+ Left,24.05,Made,3.0,J. Ivey,1631093.0,1.0,,,,,,,,,,,,,,
166,PT01M32.00S,2023-11-01T23:35:14.5Z,1,REGULAR,3pt,Jump Shot,[],1627763,68.77463863337714,30.882352941176478,1610612757,30,26,2023-11-01T23:38:40Z,1650000,False,-96.0,241.0,1,right,M. Brogdon 25' 3PT pullup (3 PTS),[1627763],1610612757.0,POR,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,25.93,Made,3.0,,,,,,,,,,,,,,,,,
167,PT01M04.00S,2023-11-01T23:35:42.5Z,1,REGULAR,turnover,bad pass,[],1628963,,,1610612765,30,26,2023-11-01T23:35:48Z,1660000,False,,,0,,M. Bagley III bad pass TURNOVER (1 TO),"[1628963, 1627763]",1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Brogdon,1627763.0
168,PT01M04.00S,2023-11-01T23:35:42.5Z,1,REGULAR,steal,,[],1627763,,,1610612757,30,26,2023-11-01T23:35:46Z,1670000,False,,,0,,M. Brogdon STEAL (1 STL),[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
169,PT00M57.60S,2023-11-01T23:35:49.4Z,1,REGULAR,turnover,lost ball,[],1627763,,,1610612757,30,26,2023-11-01T23:35:56Z,1680000,False,,,0,,M. Brogdon lost ball TURNOVER (1 TO),"[1627763, 1631204]",1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Sasser,1631204.0
170,PT00M57.60S,2023-11-01T23:35:49.4Z,1,REGULAR,steal,,[],1631204,,,1610612765,30,26,2023-11-01T23:35:53Z,1690000,False,,,0,,M. Sasser STEAL (1 STL),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
171,PT00M54.50S,2023-11-01T23:35:54.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631204,7.276609724047319,46.81372549019608,1610612765,32,26,2023-11-01T23:36:05Z,1700000,False,16.0,16.0,1,left,M. Sasser running Layup (2 PTS),[1631204],1610612765.0,DET,running,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,2.25,Made,2.0,,,,,,,,,,,,,,,,,
172,PT00M33.70S,2023-11-01T23:36:15.0Z,1,REGULAR,3pt,Jump Shot,[],1627763,71.7969776609724,82.1078431372549,1610612757,32,26,2023-11-01T23:39:37Z,1710000,False,161.0,213.0,1,right,MISS M. Brogdon 26' pullup 3PT,[1627763],1610612757.0,POR,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,26.64,Missed,,,,,,,,,,,,,,,,,,
