actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-02T00:11:08.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-02T00:11:08Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-03-02T00:11:10.8Z,1,REGULAR,jumpball,recovered,[],1629636,,,1610612739,0,0,2024-03-02T00:11:10Z,40000,False,,,0,,Jump Ball J. Allen vs. J. Duren: Tip to D. Garland,"[1629636, 1628386, 1631105]",1610612739.0,CLE,startperiod,D. Garland,1629636.0,Garland,D. Garland,Allen,1628386.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2024-03-02T00:11:30.6Z,1,REGULAR,2pt,Jump Shot,[],1629636,82.83508541392904,26.715686274509807,1610612739,0,0,2024-03-02T00:11:49Z,70000,False,-116.0,109.0,1,right,MISS D. Garland 15' step back Shot,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,Mid-Range,8-16 Left,15.94,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2024-03-02T00:11:32.6Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,0,0,2024-03-02T00:11:35Z,80000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M34.00S,2024-03-02T00:11:36.2Z,1,REGULAR,foul,personal,[],1629622,,,1610612765,0,0,2024-03-02T00:11:48Z,90000,False,,,0,,M. Strus personal FOUL (1 PF),"[1629622, 1641709]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,,,,2882.0,1.0,0.0,Thompson,1641709.0,,,,,,,,,
11,PT11M22.00S,2024-03-02T00:12:07.0Z,1,REGULAR,2pt,Jump Shot,[],1641709,20.811432325886997,40.931372549019606,1610612765,0,0,2024-03-02T00:12:12Z,110000,False,45.0,143.0,1,left,MISS A. Thompson 15' pullup Shot,[1641709],1610612765.0,DET,pullup,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Center,15.01,Missed,,,,,,,,,,,,,,,,,,
12,PT11M17.00S,2024-03-02T00:12:12.0Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,0,0,2024-03-02T00:12:12Z,120000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Mid-Range,8-16 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M11.00S,2024-03-02T00:12:18.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,94.79303547963207,49.50980392156863,1610612739,0,2,2024-03-02T00:12:24Z,130000,False,-2.0,-4.0,1,right,I. Okoro driving reverse Layup (2 PTS) (E. Mobley 1 AST),"[1630171, 1630596]",1610612739.0,CLE,driving reverse,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,0.44,Made,,,,,,,,,,2.0,E. Mobley,1630596.0,1.0,,,,,
15,PT11M00.00S,2024-03-02T00:12:28.8Z,1,REGULAR,turnover,bad pass,[],1630595,,,1610612765,0,2,2024-03-02T00:12:33Z,150000,False,,,0,,C. Cunningham bad pass TURNOVER (1 TO),"[1630595, 1630596]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,Mobley,1630596.0,,
16,PT11M00.00S,2024-03-02T00:12:28.8Z,1,REGULAR,steal,,[],1630596,,,1610612739,0,2,2024-03-02T00:12:31Z,160000,False,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
