actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-13T23:10:49.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-13T23:10:49Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-03-13T23:10:53.1Z,1,REGULAR,jumpball,recovered,[],1630193,,,1610612761,0,0,2024-03-13T23:10:53Z,40000,False,,,0,,Jump Ball K. Olynyk vs. J. Duren: Tip to I. Quickley,"[1630193, 203482, 1631105]",1610612761.0,TOR,startperiod,I. Quickley,1630193.0,Quickley,I. Quickley,Olynyk,203482.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2024-03-13T23:11:12.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203482,11.218791064388967,50.245098039215684,1610612761,0,2,2024-03-13T23:11:21Z,70000,False,-1.0,53.0,1,left,K. Olynyk driving Layup (2 PTS) (O. Agbaji 1 AST),"[203482, 1630534]",1610612761.0,TOR,driving,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,5.3,Made,2.0,O. Agbaji,1630534.0,1.0,,,,,,,,,,,,,,
8,PT11M23.00S,2024-03-13T23:11:24.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,93.69250985545335,49.486825980392155,1610612765,2,2,2024-03-13T23:11:31Z,80000,False,-3.0,7.0,1,right,J. Duren alley-oop DUNK (2 PTS) (C. Cunningham 1 AST),"[1631105, 1630595]",1610612765.0,DET,alley-oop,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.73,Made,2.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,,,,,
10,PT11M05.00S,2024-03-13T23:11:43.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,11.744415243101187,42.892156862745104,1610612761,2,2,2024-03-13T23:12:02Z,100000,False,36.0,58.0,1,left,MISS B. Brown 6' driving floating Shot,[1628971],1610612761.0,TOR,driving floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,6.79,Missed,,,,,,,,,,,,,,,,,,
11,PT11M03.00S,2024-03-13T23:11:45.1Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,2,2,2024-03-13T23:11:49Z,110000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT10M47.00S,2024-03-13T23:12:01.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631323,91.19579500657031,36.74172794117647,1610612765,2,2,2024-03-13T23:12:08Z,120000,False,-66.0,30.0,1,right,MISS S. Fontecchio 7' driving floating bank Shot,[1631323],1610612765.0,DET,driving floating bank,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,7.29,Missed,,,,,,,,,,,,,,,,,,
13,PT10M46.00S,2024-03-13T23:12:02.0Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,2,2,2024-03-13T23:12:08Z,130000,False,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,12.0,2.0,1.0,1.0,,,,,,,,,,
14,PT10M43.00S,2024-03-13T23:12:08.7Z,1,REGULAR,turnover,out-of-bounds,[],1631105,,,1610612765,2,2,2024-03-13T23:12:14Z,140000,False,,,0,,J. Duren bad pass out-of-bounds TURNOVER (1 TO),[1631105],1610612765.0,DET,bad pass,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202058.0,1.0,,,,,,,,
15,PT10M37.00S,2024-03-13T23:12:35.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1641711,5.699737187910642,20.09803921568627,1610612761,2,2,2024-03-13T23:12:40Z,150000,False,150.0,1.0,1,left,MISS G. Dick 14' turnaround fadeaway Shot,[1641711],1610612761.0,TOR,turnaround fadeaway,,,Dick,G. Dick,,,,,Mid-Range,8-16 Right,14.95,Missed,,,,,,,,,,,,,,,,,,
