actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-01-18T00:11:28.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-18T00:11:28Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-01-18T00:11:33.2Z,1,REGULAR,jumpball,recovered,[],1631105,,,1610612765,0,0,2024-01-18T00:11:33Z,40000,False,,,0,,Jump Ball J. Duren vs. R. Gobert: Tip to J. Duren,"[1631105, 1631105, 203497]",1610612765.0,DET,startperiod,J. Duren,1631105.0,Duren,J. Duren,Duren,1631105.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-01-18T00:11:44.2Z,1,REGULAR,2pt,Jump Shot,[],1631105,91.5407358738502,68.87254901960785,1610612765,0,0,2024-01-18T00:11:49Z,70000,False,94.0,27.0,1,right,MISS J. Duren 9' turnaround Shot,[1631105],1610612765.0,DET,turnaround,,,Duren,J. Duren,,,,,Mid-Range,8-16 Right,9.82,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2024-01-18T00:11:45.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,0,0,2024-01-18T00:11:49Z,80000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M40.00S,2024-01-18T00:11:48.3Z,1,REGULAR,turnover,lost ball,[],1630162,,,1610612750,0,0,2024-01-18T00:11:53Z,90000,False,,,0,,A. Edwards lost ball TURNOVER (1 TO),"[1630162, 1631093]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Ivey,1631093.0,,,,,,,,,,,
10,PT11M40.00S,2024-01-18T00:11:48.3Z,1,REGULAR,steal,,[],1631093,,,1610612765,0,0,2024-01-18T00:11:49Z,100000,False,,,0,,J. Ivey STEAL (1 STL),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
11,PT11M34.00S,2024-01-18T00:11:54.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202711,92.46057818659659,55.14705882352941,1610612765,2,0,2024-01-18T00:11:58Z,110000,False,26.0,18.0,1,right,B. Bogdanovic driving Layup (2 PTS) (J. Ivey 1 AST),"[202711, 1631093]",1610612765.0,DET,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,3.16,Made,,,,,,,,2.0,J. Ivey,1631093.0,1.0,,,,,,,
13,PT11M18.00S,2024-01-18T00:12:09.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,5.732588699080158,52.20588235294118,1610612750,2,2,2024-01-18T00:12:12Z,130000,False,-11.0,1.0,1,left,R. Gobert DUNK (2 PTS) (K. Towns 1 AST),"[203497, 1626157]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,,,2.0,K. Towns,1626157.0,1.0,,,,,,,
15,PT11M01.00S,2024-01-18T00:12:26.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,92.32917214191852,46.07843137254902,1610612765,4,2,2024-01-18T00:13:13Z,150000,False,-20.0,20.0,1,right,J. Duren driving Layup (2 PTS) (B. Bogdanovic 1 AST),"[1631105, 202711]",1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.77,Made,,,,,,,,2.0,B. Bogdanovic,202711.0,1.0,,,,,,,
17,PT10M47.00S,2024-01-18T00:12:40.6Z,1,REGULAR,3pt,Jump Shot,[],201144,14.799605781865965,96.32352941176471,1610612750,4,2,2024-01-18T00:12:45Z,170000,False,-232.0,87.0,1,left,MISS M. Conley 24' 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Left Corner 3,24+ Left,24.73,Missed,,,,,,,,,,,,,,,,,,
18,PT10M45.00S,2024-01-18T00:12:42.6Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,4,2,2024-01-18T00:12:45Z,180000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,,,
19,PT10M43.00S,2024-01-18T00:12:44.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630183,5.732588699080158,61.51960784313726,1610612750,4,4,2024-01-18T00:13:27Z,190000,False,-58.0,1.0,1,left,J. McDaniels bank Hook (2 PTS),[1630183],1610612750.0,MIN,bank,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,5.76,Made,,,,,,,,2.0,,,,,,,,,,
20,PT10M26.00S,2024-01-18T00:13:02.2Z,1,REGULAR,2pt,Jump Shot,[],1631093,83.39356110381078,70.34313725490196,1610612765,6,4,2024-01-18T00:14:13Z,200000,False,102.0,104.0,1,right,J. Ivey 14' driving floating Jump Shot (2 PTS),[1631093],1610612765.0,DET,driving floating,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Right,14.52,Made,,,,,,,,2.0,,,,,,,,,,
21,PT10M11.00S,2024-01-18T00:13:16.4Z,1,REGULAR,3pt,Jump Shot,[],1630183,5.338370565045992,95.58823529411765,1610612750,6,4,2024-01-18T00:13:22Z,210000,False,-228.0,-2.0,1,left,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,22.79,Missed,,,,,,,,,,,,,,,,,,
22,PT10M10.00S,2024-01-18T00:13:17.4Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,6,4,2024-01-18T00:13:22Z,220000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Left Corner 3,24+ Left,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
