actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-15T23:11:09.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-15T23:11:09Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-03-15T23:11:12.3Z,1,REGULAR,jumpball,recovered,[],1631107,,,1610612748,0,0,2024-03-15T23:11:12Z,40000,False,,,0,,Jump Ball B. Adebayo vs. J. Duren: Tip to N. Jovic,"[1631107, 1628389, 1631105]",1610612748.0,MIA,startperiod,N. Jovic,1631107.0,Jovic,N. Jovic,Adebayo,1628389.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-03-15T23:11:22.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,93.87319316688567,47.79411764705882,1610612748,0,2,2024-03-15T23:11:41Z,70000,False,-11.0,5.0,1,right,J. Butler cutting Layup (2 PTS) (D. Robinson 1 AST),"[202710, 1629130]",1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.21,Made,2.0,D. Robinson,1629130.0,1.0,,,,,,,,,,,,,,
9,PT11M31.00S,2024-03-15T23:11:37.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,8.196452036793687,51.96078431372549,1610612765,2,2,2024-03-15T23:11:43Z,90000,False,-10.0,25.0,1,left,J. Duren cutting DUNK (2 PTS) (C. Cunningham 1 AST),"[1631105, 1630595]",1610612765.0,DET,cutting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.64,Made,2.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,,,,,
11,PT11M12.00S,2024-03-15T23:11:55.5Z,1,REGULAR,3pt,Jump Shot,[],1626179,80.20696452036793,8.333333333333343,1610612748,2,2,2024-03-15T23:12:00Z,110000,False,-208.0,134.0,1,right,MISS T. Rozier 24' 3PT,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,24.75,Missed,,,,,,,,,,,,,,,,,,
12,PT11M09.00S,2024-03-15T23:11:58.5Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,2,2,2024-03-15T23:12:00Z,120000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M00.00S,2024-03-15T23:12:08.4Z,1,REGULAR,3pt,Jump Shot,[],1630595,30.798291721419176,71.81372549019608,1610612765,2,2,2024-03-15T23:12:22Z,130000,False,-109.0,237.0,1,left,MISS C. Cunningham 26' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,26.09,Missed,,,,,,,,,,,,,,,,,,
14,PT10M56.00S,2024-03-15T23:12:12.4Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,2,2,2024-03-15T23:12:13Z,140000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M41.00S,2024-03-15T23:12:27.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,94.13600525624179,51.22549019607843,1610612748,2,4,2024-03-15T23:12:34Z,150000,False,6.0,3.0,1,right,D. Robinson driving reverse Layup (2 PTS),[1629130],1610612748.0,MIA,driving reverse,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,0.66,Made,2.0,,,,,,,,,,,,,,,,,
16,PT10M29.00S,2024-03-15T23:12:39.2Z,1,REGULAR,turnover,bad pass,[],1631105,,,1610612765,2,4,2024-03-15T23:12:44Z,160000,False,,,0,,J. Duren bad pass TURNOVER (1 TO),"[1631105, 1626179]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,Rozier,1626179.0,,,,,,,
17,PT10M29.00S,2024-03-15T23:12:39.2Z,1,REGULAR,steal,,[],1626179,,,1610612748,2,4,2024-03-15T23:12:41Z,170000,False,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
18,PT10M25.00S,2024-03-15T23:12:42.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626179,92.42772667542707,48.529411764705884,1610612748,2,6,2024-03-15T23:13:04Z,180000,False,-7.0,19.0,1,right,T. Rozier running reverse Layup (2 PTS),[1626179],1610612748.0,MIA,running reverse,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,2.01,Made,2.0,,,,,,,,,,,,,,,,,
