actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-11-30T00:11:00.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-30T00:11:00Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-11-30T00:11:01.9Z,1,REGULAR,jumpball,recovered,[],1641709,,,1610612765,0,0,2023-11-30T00:11:01Z,40000,False,,,0,,Jump Ball J. Duren vs. A. Davis: Tip to A. Thompson,"[1641709, 1631105, 203076]",1610612765.0,DET,startperiod,A. Thompson,1641709.0,Thompson,A. Thompson,Duren,1631105.0,Davis,203076.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2023-11-30T00:11:38.7Z,1,REGULAR,3pt,Jump Shot,[],1630191,31.192509855453352,78.92156862745098,1610612765,3,0,2023-11-30T00:11:43Z,80000,False,-145.0,241.0,1,left,I. Stewart 28' 3PT  (3 PTS) (C. Cunningham 1 AST),"[1630191, 1630595]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,28.08,Made,3.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,,,,,
10,PT11M24.00S,2023-11-30T00:11:54.5Z,1,REGULAR,foul,personal,[],1631093,,,1610612747,3,0,2023-11-30T00:12:22Z,100000,False,,,0,,J. Ivey personal FOUL (1 PF),"[1631093, 203076]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,,,,,1179.0,1.0,0.0,Davis,203076.0,,,,,,,,,
12,PT11M11.00S,2023-11-30T00:12:22.0Z,1,REGULAR,3pt,Jump Shot,[],2544,69.82588699080158,25.735294117647058,1610612747,3,0,2023-11-30T00:14:00Z,120000,False,-121.0,231.0,1,right,MISS L. James 26' step back 3PT,[2544],1610612747.0,LAL,step back,,,James,L. James,,,,,Above the Break 3,24+ Left Center,26.1,Missed,,,,,,,,,,,,,,,,,,
13,PT11M08.00S,2023-11-30T00:12:25.0Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,3,0,2023-11-30T00:12:27Z,130000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,
14,PT11M01.00S,2023-11-30T00:12:31.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641709,6.619579500657039,44.607843137254896,1610612765,5,0,2023-11-30T00:12:36Z,140000,False,27.0,10.0,1,left,A. Thompson DUNK (2 PTS) (C. Cunningham 2 AST),"[1641709, 1630595]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.87,Made,2.0,C. Cunningham,1630595.0,2.0,,,,,,,,,,,,,,
16,PT10M42.00S,2023-11-30T00:12:50.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,94.53022339027595,44.85294117647059,1610612747,5,2,2023-11-30T00:12:54Z,160000,False,-26.0,-1.0,1,right,D. Russell cutting Layup (2 PTS) (A. Davis 1 AST),"[1626156, 203076]",1610612747.0,LAL,cutting,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,2.57,Made,2.0,A. Davis,203076.0,1.0,,,,,,,,,,,,,,
18,PT10M24.00S,2023-11-30T00:13:08.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,7.539421813403408,57.1078431372549,1610612765,5,2,2023-11-30T00:16:53Z,180000,False,-36.0,18.0,1,left,MISS J. Ivey driving Layup - blocked,"[1631093, 203076]",1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,4.0,Missed,,,,,,,,,,,,,,Davis,203076.0,,,
19,PT10M24.00S,2023-11-30T00:13:08.4Z,1,REGULAR,block,,[],203076,,,1610612765,5,2,2023-11-30T00:13:11Z,190000,False,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
