actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
16,PT10M40.00S,2022-10-25T00:12:59.7Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,2,0,2022-10-25T00:13:07Z,160000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:2),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Left,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,
17,PT10M28.00S,2022-10-25T00:13:12.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,7.30946123521682,46.81372549019608,1610612745,4,0,2022-10-25T00:13:16Z,170000,16.0,16.0,1,left,J. Green driving finger roll Layup (2 PTS) (J. Smith Jr. 1 AST),"[1630224, 1631095]",1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.27,Made,,,,,2.0,J. Smith Jr.,1631095.0,1.0,,,,,,,,,,
19,PT10M14.00S,2022-10-25T00:13:25.5Z,1,REGULAR,3pt,Jump Shot,[],203903,68.01905387647832,72.30392156862744,1610612762,4,0,2022-10-25T00:13:31Z,190000,112.0,248.0,1,right,MISS J. Clarkson 27' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,27.2,Missed,,,,,,,,,,,,,,,,,,
20,PT10M13.00S,2022-10-25T00:13:26.5Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,4,0,2022-10-25T00:13:31Z,200000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:3),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,19.0,3.0,3.0,0.0,,,,,,,,,,,,,,
21,PT10M04.00S,2022-10-25T00:13:35.8Z,1,REGULAR,3pt,Jump Shot,[],1630231,28.728646517739815,24.509803921568626,1610612745,4,0,2022-10-25T00:13:40Z,210000,127.0,218.0,1,left,MISS K. Martin Jr. 25' 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Right Center,25.21,Missed,,,,,,,,,,,,,,,,,,
22,PT10M03.00S,2022-10-25T00:13:36.8Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612762,4,0,2022-10-25T00:13:40Z,220000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT09M54.00S,2022-10-25T00:13:48.9Z,1,REGULAR,foul,personal,['2freethrow'],1630231,,,1610612762,4,0,2022-10-25T00:13:58Z,230000,,,0,,K. Martin Jr. shooting personal FOUL (1 PF) (Conley 2 FT),"[1630231, 201144]",1610612745.0,HOU,shooting,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201638.0,1.0,0.0,Conley,201144.0,,,,,
25,PT09M54.00S,2022-10-25T00:14:15.4Z,1,REGULAR,freethrow,1 of 2,[],201144,,,1610612762,4,1,2022-10-25T00:14:35Z,250000,,,0,,M. Conley Free Throw 1 of 2 (1 PTS),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
26,PT09M54.00S,2022-10-25T00:14:15.4Z,1,REGULAR,freethrow,2 of 2,[],201144,,,1610612762,4,1,2022-10-25T00:14:35Z,260000,,,0,,MISS M. Conley Free Throw 2 of 2,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
27,PT09M54.00S,2022-10-25T00:14:15.4Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,4,1,2022-10-25T00:14:35Z,270000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:4),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,26.0,4.0,4.0,0.0,,,,,,,,,,,,,,
28,PT09M31.00S,2022-10-25T00:14:53.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,19.66162943495401,36.76470588235294,1610612745,4,1,2022-10-25T00:14:58Z,280000,66.0,132.0,1,left,MISS K. Porter Jr. 14' Jump Shot,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,14.79,Missed,,,,,,,,,,,,,,,,,,
29,PT09M30.00S,2022-10-25T00:14:54.1Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612762,4,1,2022-10-25T00:14:58Z,290000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),8-16 Center,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,,
30,PT09M20.00S,2022-10-25T00:15:04.4Z,1,REGULAR,turnover,lost ball,[],203482,,,1610612762,4,1,2022-10-25T00:15:08Z,300000,,,0,,K. Olynyk lost ball TURNOVER (1 TO),"[203482, 201569]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,Gordon,201569.0,,
31,PT09M20.00S,2022-10-25T00:15:04.4Z,1,REGULAR,steal,,[],201569,,,1610612745,4,1,2022-10-25T00:15:06Z,310000,,,0,,E. Gordon STEAL (1 STL),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M14.00S,2022-10-25T00:15:10.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629645,10.463206307490145,49.50980392156863,1610612745,6,1,2022-10-25T00:15:16Z,320000,2.0,46.0,1,left,K. Porter Jr. driving floating Jump Shot (4 PTS) (K. Martin Jr. 1 AST),"[1629645, 1630231]",1610612745.0,HOU,driving floating,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.6,Made,,,,,4.0,K. Martin Jr.,1630231.0,1.0,,,,,,,,,,
34,PT08M59.00S,2022-10-25T00:15:25.3Z,1,REGULAR,3pt,Jump Shot,[],1628374,79.45137976346912,92.40196078431373,1610612762,6,1,2022-10-25T00:15:35Z,340000,212.0,141.0,1,right,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,25.44,Missed,,,,,,,,,,,,,,,,,,
35,PT08M57.00S,2022-10-25T00:15:27.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,6,1,2022-10-25T00:15:35Z,350000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Right Center,,,34.0,,,,,,,,,,,,,,,,,
36,PT08M57.00S,2022-10-25T00:15:32.8Z,1,REGULAR,foul,personal,[],1631095,,,1610612762,6,1,2022-10-25T00:15:48Z,360000,,,0,,J. Smith Jr. loose ball personal FOUL (1 PF),"[1631095, 203482]",1610612745.0,HOU,loose ball,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202901.0,1.0,0.0,Olynyk,203482.0,,,,,
38,PT08M55.00S,2022-10-25T00:15:51.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203903,70.38436268068331,22.30392156862745,1610612762,6,4,2022-10-25T00:15:59Z,380000,-138.0,226.0,1,right,J. Clarkson 26' 3PT  (3 PTS) (M. Conley 1 AST),"[203903, 201144]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,26.5,Made,,,,,3.0,M. Conley,201144.0,1.0,,,,,,,,,,
40,PT08M44.00S,2022-10-25T00:16:04.7Z,1,REGULAR,foul,offensive,[],1629645,,,1610612745,6,4,2022-10-25T00:16:12Z,400000,,,0,,K. Porter Jr. offensive FOUL (1 PF),"[1629645, 201144]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,202901.0,1.0,0.0,Conley,201144.0,,,,,
42,PT08M44.00S,2022-10-25T00:16:04.7Z,1,REGULAR,turnover,offensive foul,[],1629645,,,1610612745,6,4,2022-10-25T00:16:04Z,420000,,,0,,K. Porter Jr. offensive foul TURNOVER (1 TO),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,202901.0,,,,,1.0,,,,
43,PT08M35.00S,2022-10-25T00:16:24.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629020,91.5407358738502,49.01960784313725,1610612762,6,6,2022-10-25T00:16:31Z,430000,-5.0,27.0,1,right,J. Vanderbilt cutting DUNK (2 PTS) (K. Olynyk 1 AST),"[1629020, 203482]",1610612762.0,UTA,cutting,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,2.74,Made,,,,,2.0,K. Olynyk,203482.0,1.0,,,,,,,,,,
45,PT08M18.00S,2022-10-25T00:16:41.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,7.966491458607096,53.431372549019606,1610612745,6,6,2022-10-25T00:16:48Z,450000,-17.0,22.0,1,left,MISS E. Gordon driving Layup,[201569],1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,2.82,Missed,,,,,,,,,,,,,,,,,,
46,PT08M17.00S,2022-10-25T00:16:42.7Z,1,REGULAR,rebound,offensive,[],1629645,,,1610612745,6,6,2022-10-25T00:16:48Z,460000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:4),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,45.0,5.0,4.0,1.0,,,,,,,,,,,,,,
47,PT08M17.00S,2022-10-25T00:16:47.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629645,5.590000152587891,50.0,1610612745,8,6,2022-10-25T00:16:47Z,470000,0.0,0.0,1,left,K. Porter Jr. tip DUNK (6 PTS),[1629645],1610612745.0,HOU,tip,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,6.0,,,,,,,,,,,,,
48,PT07M51.00S,2022-10-25T00:17:16.3Z,1,REGULAR,3pt,Jump Shot,[],1628374,65.39093298291722,75.49019607843137,1610612762,8,6,2022-10-25T00:17:22Z,480000,127.0,273.0,1,right,MISS L. Markkanen 30' turnaround 3PT,[1628374],1610612762.0,UTA,turnaround,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,30.11,Missed,,,,,,,,,,,,,,,,,,
49,PT07M50.00S,2022-10-25T00:17:17.3Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,8,6,2022-10-25T00:17:22Z,490000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,,
50,PT07M43.00S,2022-10-25T00:17:24.5Z,1,REGULAR,turnover,lost ball,[],1630224,,,1610612745,8,6,2022-10-25T00:17:36Z,500000,,,0,,J. Green lost ball TURNOVER (1 TO),"[1630224, 201144]",1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,Conley,201144.0,,
51,PT07M43.00S,2022-10-25T00:17:24.5Z,1,REGULAR,steal,,[],201144,,,1610612762,8,6,2022-10-25T00:17:26Z,510000,,,0,,M. Conley STEAL (1 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
52,PT07M39.00S,2022-10-25T00:17:31.1Z,1,REGULAR,turnover,out-of-bounds,[],1629020,,,1610612762,8,6,2022-10-25T00:18:20Z,520000,,,0,,J. Vanderbilt bad pass out-of-bounds TURNOVER (1 TO),[1629020],1610612762.0,UTA,bad pass,,,Vanderbilt,J. Vanderbilt,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,1.0,,,,
53,PT07M22.00S,2022-10-25T00:18:04.6Z,1,REGULAR,foul,personal,['2freethrow'],1629020,,,1610612745,8,6,2022-10-25T00:18:10Z,530000,,,0,,J. Vanderbilt shooting personal FOUL (1 PF) (Gordon 2 FT),"[1629020, 201569]",1610612762.0,UTA,shooting,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202901.0,1.0,0.0,Gordon,201569.0,,,,,
55,PT07M22.00S,2022-10-25T00:18:34.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201569,,,1610612745,9,6,2022-10-25T00:18:34Z,550000,,,0,,E. Gordon Free Throw 1 of 2 (1 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
56,PT07M22.00S,2022-10-25T00:18:49.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201569,,,1610612745,10,6,2022-10-25T00:18:49Z,560000,,,0,,E. Gordon Free Throw 2 of 2 (2 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
57,PT06M59.00S,2022-10-25T00:19:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,91.93495400788436,44.11764705882353,1610612762,10,6,2022-10-25T00:19:26Z,570000,-29.0,23.0,1,right,MISS J. Vanderbilt alley-oop Layup - blocked,"[1629020, 1631095]",1610612762.0,UTA,alley-oop,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,3.75,Missed,,,,,,,,,,,,,,,,,Smith Jr.,1631095.0
58,PT06M59.00S,2022-10-25T00:19:15.7Z,1,REGULAR,block,,[],1631095,,,1610612762,10,6,2022-10-25T00:19:18Z,580000,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
59,PT06M58.00S,2022-10-25T00:19:16.7Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,10,6,2022-10-25T00:19:26Z,590000,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,57.0,2.0,2.0,0.0,,,,,,,,,,,,,,
60,PT06M52.00S,2022-10-25T00:19:22.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631095,28.597240473061763,83.08823529411765,1610612745,10,6,2022-10-25T00:21:22Z,600000,-165.0,216.0,1,left,MISS J. Smith Jr. 27' running pullup 3PT,[1631095],1610612745.0,HOU,running pullup,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,27.23,Missed,,,,,,,,,,,,,,,,,,
61,PT06M50.00S,2022-10-25T00:19:24.9Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,10,6,2022-10-25T00:19:30Z,610000,,,0,,K. Olynyk REBOUND (Off:0 Def:2),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,,,60.0,2.0,2.0,0.0,,,,,,,,,,,,,,
62,PT06M42.00S,2022-10-25T00:19:32.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,91.5407358738502,43.872549019607845,1610612762,10,8,2022-10-25T00:19:36Z,620000,-31.0,27.0,1,right,J. Vanderbilt Layup (4 PTS) (J. Clarkson 1 AST),"[1629020, 203903]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,4.08,Made,,,,,4.0,J. Clarkson,203903.0,1.0,,,,,,,,,,
64,PT06M21.00S,2022-10-25T00:19:54.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,10.85742444152431,47.549019607843135,1610612745,12,8,2022-10-25T00:19:57Z,640000,12.0,50.0,1,left,K. Porter Jr. driving floating Jump Shot (8 PTS),[1629645],1610612745.0,HOU,driving floating,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.11,Made,,,,,8.0,,,,,,,,,,,,,
65,PT06M09.00S,2022-10-25T00:20:12.6Z,1,REGULAR,foul,offensive,[],203482,,,1610612762,12,8,2022-10-25T00:20:22Z,650000,,,0,,K. Olynyk offensive FOUL (1 PF),"[203482, 1630224]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Center,,,,,,,,,,,2715.0,1.0,0.0,Green,1630224.0,,,,,
67,PT06M09.00S,2022-10-25T00:20:12.6Z,1,REGULAR,turnover,offensive foul,[],203482,,,1610612762,12,8,2022-10-25T00:20:12Z,670000,,,0,,K. Olynyk offensive foul TURNOVER (2 TO),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Center,,,,,,,,,,,2715.0,,,,,2.0,,,,
68,PT06M09.00S,2022-10-25T00:20:32.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,12,8,2022-10-25T00:20:32Z,680000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M09.00S,2022-10-25T00:22:21.5Z,1,REGULAR,substitution,out,[],201569,,,1610612745,12,8,2022-10-25T00:22:40Z,690000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M09.00S,2022-10-25T00:22:21.5Z,1,REGULAR,substitution,in,[],1631106,,,1610612745,12,8,2022-10-25T00:22:40Z,700000,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M50.00S,2022-10-25T00:23:21.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629645,7.30946123521682,48.03921568627451,1610612745,14,8,2022-10-25T00:23:26Z,710000,10.0,16.0,1,left,K. Porter Jr. cutting DUNK (10 PTS) (J. Smith Jr. 2 AST),"[1629645, 1631095]",1610612745.0,HOU,cutting,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,1.89,Made,,,,,10.0,J. Smith Jr.,1631095.0,2.0,,,,,,,,,,
73,PT05M28.00S,2022-10-25T00:23:44.0Z,1,REGULAR,foul,personal,[],1630224,,,1610612762,14,8,2022-10-25T00:23:55Z,730000,,,0,,J. Green personal FOUL (1 PF),"[1630224, 201144]",1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202901.0,1.0,0.0,Conley,201144.0,,,,,
75,PT05M19.00S,2022-10-25T00:24:19.4Z,1,REGULAR,turnover,bad pass,[],203903,,,1610612762,14,8,2022-10-25T00:24:26Z,750000,,,0,,J. Clarkson bad pass TURNOVER (1 TO),"[203903, 1631106]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Eason,1631106.0,,
76,PT05M19.00S,2022-10-25T00:24:19.4Z,1,REGULAR,steal,,[],1631106,,,1610612745,14,8,2022-10-25T00:24:26Z,760000,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
77,PT05M14.00S,2022-10-25T00:24:24.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630231,7.440867279894875,56.127450980392155,1610612745,14,8,2022-10-25T00:25:13Z,770000,-31.0,17.0,1,left,MISS K. Martin Jr. running Layup,[1630231],1610612745.0,HOU,running,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,3.52,Missed,,,,,,,,,,,,,,,,,,
78,PT05M12.00S,2022-10-25T00:24:27.2Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,14,8,2022-10-25T00:24:27Z,780000,,,0,,J. Smith Jr. REBOUND (Off:1 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,77.0,3.0,2.0,1.0,,,,,,,,,,,,,,
79,PT05M11.00S,2022-10-25T00:24:28.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631095,9.149145860709593,44.36274509803921,1610612745,14,8,2022-10-25T00:24:35Z,790000,28.0,34.0,1,left,MISS J. Smith Jr. putback Layup,[1631095],1610612745.0,HOU,putback,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,4.38,Missed,,,,,,,,,,,,,,,,,,
80,PT05M11.00S,2022-10-25T00:24:28.6Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,14,8,2022-10-25T00:24:35Z,800000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,,
81,PT05M05.00S,2022-10-25T00:24:38.0Z,1,REGULAR,turnover,out-of-bounds,[],203482,,,1610612762,14,8,2022-10-25T00:24:48Z,810000,,,0,,K. Olynyk bad pass out-of-bounds TURNOVER (3 TO),[203482],1610612762.0,UTA,bad pass,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Left,,,,,,,,,,,201638.0,,,,,3.0,,,,
82,PT05M05.00S,2022-10-25T00:24:43.4Z,1,REGULAR,substitution,out,[],203903,,,1610612745,14,8,2022-10-25T00:24:53Z,820000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M05.00S,2022-10-25T00:24:43.4Z,1,REGULAR,substitution,out,[],1629020,,,1610612745,14,8,2022-10-25T00:24:53Z,830000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
