actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId
87,PT05M41.00S,2022-11-26T01:23:46.0Z,1,REGULAR,substitution,out,[],1631095,,,1610612737,19,9,2022-11-26T01:23:58Z,840000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M41.00S,2022-11-26T01:23:46.0Z,1,REGULAR,substitution,out,[],1629645,,,1610612737,19,9,2022-11-26T01:23:58Z,850000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M41.00S,2022-11-26T01:23:46.0Z,1,REGULAR,substitution,in,[],1630227,,,1610612737,19,9,2022-11-26T01:23:58Z,860000,False,,,0,,SUB in: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M41.00S,2022-11-26T01:23:46.0Z,1,REGULAR,substitution,in,[],1631106,,,1610612737,19,9,2022-11-26T01:23:58Z,870000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M36.00S,2022-11-26T01:24:08.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,11.514454664914586,44.36274509803921,1610612737,19,9,2022-11-26T01:24:17Z,880000,False,28.0,56.0,1,left,MISS D. Hunter 6' Layup,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,6.24,Missed,,,,,,,,,,,,,,,,,,
92,PT05M34.00S,2022-11-26T01:24:10.2Z,1,REGULAR,rebound,defensive,[],1630227,,,1610612745,19,9,2022-11-26T01:24:17Z,890000,False,,,0,,D. Nix REBOUND (Off:0 Def:1),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,91.0,,,,,,,1.0,1.0,0.0,,
93,PT05M18.00S,2022-11-26T01:24:25.6Z,1,REGULAR,turnover,bad pass,[],1630224,,,1610612745,19,9,2022-11-26T01:24:30Z,900000,False,,,0,,J. Green bad pass TURNOVER (2 TO),"[1630224, 1628381]",1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,2.0,,,,Collins,1628381.0
94,PT05M18.00S,2022-11-26T01:24:25.6Z,1,REGULAR,steal,,[],1628381,,,1610612737,19,9,2022-11-26T01:24:27Z,910000,False,,,0,,J. Collins STEAL (2 STL),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
95,PT05M15.00S,2022-11-26T01:24:30.8Z,1,REGULAR,foul,personal,['2freethrow'],1631106,,,1610612737,19,9,2022-11-26T01:24:38Z,920000,False,,,0,,T. Eason shooting personal FOUL (1 PF) (Collins 2 FT),"[1631106, 1628381]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627524.0,1.0,0.0,Collins,1628381.0,,,,,,
97,PT05M15.00S,2022-11-26T01:24:55.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628381,,,1610612737,19,10,2022-11-26T01:24:55Z,940000,False,,,0,,J. Collins Free Throw 1 of 2 (1 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
98,PT05M15.00S,2022-11-26T01:25:10.3Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628381,,,1610612737,19,11,2022-11-26T01:25:10Z,950000,False,,,0,,J. Collins Free Throw 2 of 2 (2 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
100,PT04M59.00S,2022-11-26T01:25:50.2Z,1,REGULAR,substitution,out,[],1627749,,,1610612745,19,11,2022-11-26T01:25:59Z,970000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M59.00S,2022-11-26T01:25:50.2Z,1,REGULAR,substitution,out,[],1630168,,,1610612745,19,11,2022-11-26T01:25:59Z,980000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M59.00S,2022-11-26T01:25:50.2Z,1,REGULAR,substitution,in,[],1629027,,,1610612745,19,11,2022-11-26T01:25:59Z,990000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M59.00S,2022-11-26T01:25:50.2Z,1,REGULAR,substitution,in,[],1631100,,,1610612745,19,11,2022-11-26T01:25:59Z,1000000,False,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M53.00S,2022-11-26T01:26:11.2Z,1,REGULAR,foul,personal,['2freethrow'],1628988,,,1610612745,19,11,2022-11-26T01:26:17Z,1010000,False,,,0,,A. Holiday shooting personal FOUL (1 PF) (Garuba 2 FT),"[1628988, 1630586]",1610612737.0,ATL,shooting,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627524.0,1.0,0.0,Garuba,1630586.0,,,,,,
106,PT04M53.00S,2022-11-26T01:26:33.3Z,1,REGULAR,freethrow,1 of 2,[],1630586,,,1610612745,20,11,2022-11-26T01:26:33Z,1030000,False,,,0,,U. Garuba Free Throw 1 of 2 (1 PTS),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
107,PT04M53.00S,2022-11-26T01:26:51.6Z,1,REGULAR,freethrow,2 of 2,[],1630586,,,1610612745,21,11,2022-11-26T01:26:51Z,1040000,False,,,0,,U. Garuba Free Throw 2 of 2 (2 PTS),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
108,PT04M37.00S,2022-11-26T01:27:09.4Z,1,REGULAR,3pt,Jump Shot,[],1629027,26.49474375821288,87.25490196078431,1610612737,21,11,2022-11-26T01:30:48Z,1050000,False,-186.0,197.0,1,left,MISS T. Young 27' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,27.08,Missed,,,,,,,,,,,,,,,,,,
109,PT04M36.00S,2022-11-26T01:27:10.4Z,1,REGULAR,rebound,defensive,[],1630227,,,1610612745,21,11,2022-11-26T01:27:16Z,1060000,False,,,0,,D. Nix REBOUND (Off:0 Def:2),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,Above the Break 3,24+ Left Center,,,,,,,,,108.0,,,,,,,2.0,2.0,0.0,,
110,PT04M33.00S,2022-11-26T01:27:13.5Z,1,REGULAR,turnover,lost ball,[],1630227,,,1610612745,21,11,2022-11-26T01:27:18Z,1070000,False,,,0,,D. Nix lost ball TURNOVER (1 TO),"[1630227, 1631100]",1610612745.0,HOU,,,,Nix,D. Nix,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,1.0,,,,Griffin,1631100.0
111,PT04M33.00S,2022-11-26T01:27:13.5Z,1,REGULAR,steal,,[],1631100,,,1610612737,21,11,2022-11-26T01:27:15Z,1080000,False,,,0,,A. Griffin STEAL (1 STL),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
112,PT04M29.00S,2022-11-26T01:27:18.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631100,14.931011826544022,2.450980392156863,1610612737,21,14,2022-11-26T01:27:23Z,1090000,False,238.0,88.0,1,left,A. Griffin 25' 3PT  (3 PTS) (T. Young 1 AST),"[1631100, 1629027]",1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Right Corner 3,24+ Right,25.34,Made,3.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,
114,PT04M18.00S,2022-11-26T01:27:28.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,89.43823915900131,44.11764705882353,1610612745,23,14,2022-11-26T01:27:34Z,1110000,False,-29.0,47.0,1,right,K. Martin Jr. cutting finger roll Layup (6 PTS) (D. Nix 1 AST),"[1630231, 1630227]",1610612745.0,HOU,cutting finger roll,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.53,Made,6.0,D. Nix,1630227.0,1.0,,,,,,,,,,,,,,
116,PT04M06.00S,2022-11-26T01:27:43.9Z,1,REGULAR,foul,personal,[],1630227,,,1610612737,23,14,2022-11-26T01:27:50Z,1130000,False,,,0,,D. Nix personal FOUL (1 PF),"[1630227, 1629027]",1610612745.0,HOU,,,,Nix,D. Nix,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,203591.0,1.0,0.0,Young,1629027.0,,,,,,
118,PT03M54.00S,2022-11-26T01:28:09.1Z,1,REGULAR,3pt,Jump Shot,[],1631100,7.966491458607096,94.85294117647058,1610612737,23,17,2022-11-26T01:28:16Z,1150000,False,-224.0,22.0,1,left,A. Griffin 3PT  (6 PTS) (T. Young 2 AST),"[1631100, 1629027]",1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Left Corner 3,24+ Left,22.54,Made,6.0,T. Young,1629027.0,2.0,,,,,,,,,,,,,,
120,PT03M44.00S,2022-11-26T01:28:19.2Z,1,REGULAR,3pt,Jump Shot,[],1630227,65.91655716162943,36.27450980392157,1610612745,23,17,2022-11-26T01:28:29Z,1170000,False,-69.0,268.0,1,right,MISS D. Nix 27' pullup 3PT,[1630227],1610612745.0,HOU,pullup,,,Nix,D. Nix,,,,,Above the Break 3,24+ Center,27.65,Missed,,,,,,,,,,,,,,,,,,
121,PT03M42.00S,2022-11-26T01:28:21.2Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,23,17,2022-11-26T01:28:29Z,1180000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,,,,,,,120.0,,,,,,,1.0,1.0,0.0,,
122,PT03M33.00S,2022-11-26T01:28:30.7Z,1,REGULAR,3pt,Jump Shot,[],1631100,19.267411300919843,6.372549019607843,1610612737,23,20,2022-11-26T01:31:48Z,1190000,False,218.0,129.0,1,left,A. Griffin 25' 3PT step back (9 PTS) (A. Holiday 1 AST),"[1631100, 1628988]",1610612737.0,ATL,step back,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Right Center,25.32,Made,9.0,A. Holiday,1628988.0,1.0,,,,,,,,,,,,,,
124,PT03M21.00S,2022-11-26T01:28:42.9Z,1,REGULAR,3pt,Jump Shot,[],1630224,68.54467805519053,75.49019607843137,1610612745,26,20,2022-11-26T01:28:47Z,1210000,False,127.0,243.0,1,right,J. Green 27' 3PT  (5 PTS) (U. Garuba 1 AST),"[1630224, 1630586]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,27.46,Made,5.0,U. Garuba,1630586.0,1.0,,,,,,,,,,,,,,
126,PT03M08.00S,2022-11-26T01:28:56.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,8.09789750328515,55.392156862745104,1610612737,26,22,2022-11-26T01:29:03Z,1230000,False,-27.0,24.0,1,left,T. Young driving finger roll Layup (5 PTS),[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,3.59,Made,5.0,,,,,,,,,,,,,,,,,
127,PT02M56.00S,2022-11-26T01:29:07.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,91.5407358738502,45.83333333333333,1610612745,28,22,2022-11-26T01:29:12Z,1240000,False,-21.0,27.0,1,right,K. Martin Jr. cutting DUNK (8 PTS) (D. Nix 2 AST),"[1630231, 1630227]",1610612745.0,HOU,cutting,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,3.41,Made,8.0,D. Nix,1630227.0,2.0,,,,,,,,,,,,,,
129,PT02M56.00S,2022-11-26T01:29:12.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,28,22,2022-11-26T01:29:12Z,1260000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M56.00S,2022-11-26T01:31:00.0Z,1,REGULAR,substitution,out,[],1629631,,,1610612737,28,22,2022-11-26T01:32:05Z,1270000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M56.00S,2022-11-26T01:31:00.0Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,28,22,2022-11-26T01:32:05Z,1280000,False,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M56.00S,2022-11-26T01:31:00.0Z,1,REGULAR,substitution,in,[],1626163,,,1610612737,28,22,2022-11-26T01:32:05Z,1290000,False,,,0,,SUB in: F. Kaminsky,[1626163],1610612737.0,ATL,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M56.00S,2022-11-26T01:31:00.0Z,1,REGULAR,substitution,in,[],1630552,,,1610612737,28,22,2022-11-26T01:32:05Z,1300000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M48.00S,2022-11-26T01:32:17.9Z,1,REGULAR,3pt,Jump Shot,[],1629027,37.13863337713535,62.745098039215684,1610612737,28,25,2022-11-26T01:32:48Z,1310000,False,-64.0,297.0,1,left,T. Young 30' 3PT pullup (8 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,30.34,Made,8.0,,,,,,,,,,,,,,,,,
135,PT02M33.00S,2022-11-26T01:32:35.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630227,87.99277266754271,63.23529411764706,1610612745,28,25,2022-11-26T01:32:48Z,1320000,False,66.0,60.0,1,right,MISS D. Nix 8' driving Layup,[1630227],1610612745.0,HOU,driving,,,Nix,D. Nix,,,,,In The Paint (Non-RA),8-16 Right,8.96,Missed,,,,,,,,,,,,,,,,,,
136,PT02M32.00S,2022-11-26T01:32:36.3Z,1,REGULAR,rebound,offensive,[],1630586,,,1610612745,28,25,2022-11-26T01:32:48Z,1330000,False,,,0,,U. Garuba REBOUND (Off:1 Def:0),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,135.0,,,,,,,1.0,0.0,1.0,,
137,PT02M24.00S,2022-11-26T01:32:42.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630224,92.32917214191852,54.166666666666664,1610612745,30,25,2022-11-26T01:33:31Z,1340000,False,21.0,20.0,1,right,J. Green driving Layup (7 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.86,Made,7.0,,,,,,,,,,,,,,,,,
139,PT02M07.00S,2022-11-26T01:33:00.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,9.280551905387648,43.13725490196079,1610612737,30,25,2022-11-26T01:33:09Z,1360000,False,34.0,35.0,1,left,MISS T. Young driving Layup - blocked,"[1629027, 1630586]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,4.88,Missed,,,,,Garuba,1630586.0,,,,,,,,,,,,
140,PT02M07.00S,2022-11-26T01:33:00.0Z,1,REGULAR,block,,[],1630586,,,1610612737,30,25,2022-11-26T01:33:02Z,1370000,False,,,0,,U. Garuba BLOCK (1 BLK),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
141,PT02M06.00S,2022-11-26T01:33:01.0Z,1,REGULAR,rebound,defensive,[],1630227,,,1610612745,30,25,2022-11-26T01:33:09Z,1380000,False,,,0,,D. Nix REBOUND (Off:0 Def:3),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,139.0,,,,,,,3.0,3.0,0.0,,
142,PT01M59.00S,2022-11-26T01:33:07.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631106,88.91261498028909,42.15686274509804,1610612745,30,25,2022-11-26T01:36:26Z,1390000,False,-39.0,52.0,1,right,MISS T. Eason 6' driving Layup - blocked,"[1631106, 1630552]",1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,6.49,Missed,,,,,Johnson,1630552.0,,,,,,,,,,,,
185,PT01M59.00S,2022-11-26T01:33:07.5Z,1,REGULAR,block,,[],1630552,,,1610612745,30,25,2022-11-26T01:40:31Z,1395000,False,,,0,,J. Johnson BLOCK (1 BLK),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
143,PT01M59.00S,2022-11-26T01:33:07.5Z,1,REGULAR,rebound,offensive,[],1631106,,,1610612745,30,25,2022-11-26T01:36:26Z,1400000,False,,,0,,T. Eason REBOUND (Off:1 Def:0),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,142.0,,,,,,,1.0,0.0,1.0,,
172,PT01M58.00S,2022-11-26T01:33:10.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631106,94.34954007884363,48.50643382352941,1610612745,30,25,2022-11-26T01:37:24Z,1405000,False,-7.0,1.0,1,right,MISS T. Eason tip Layup,[1631106],1610612745.0,HOU,tip,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,0.75,Missed,,,,,,,,,,,,,,,,,,
173,PT01M58.00S,2022-11-26T01:33:10.0Z,1,REGULAR,rebound,offensive,[],1630586,,,1610612745,30,25,2022-11-26T01:37:24Z,1407500,False,,,0,,U. Garuba REBOUND (Off:2 Def:0),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,,,,,,,,,172.0,,,,,,,2.0,0.0,2.0,,
144,PT01M54.00S,2022-11-26T01:33:12.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630231,94.03745072273325,46.07843137254902,1610612745,32,25,2022-11-26T01:37:24Z,1410000,False,-20.0,4.0,1,right,K. Martin Jr. reverse Layup (10 PTS) (U. Garuba 2 AST),"[1630231, 1630586]",1610612745.0,HOU,reverse,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,1.99,Made,10.0,U. Garuba,1630586.0,2.0,,,,,,,,,,,,,,
146,PT01M40.00S,2022-11-26T01:33:26.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626163,9.411957950065702,41.66666666666667,1610612737,32,27,2022-11-26T01:33:32Z,1430000,False,42.0,36.0,1,left,F. Kaminsky cutting Layup (2 PTS) (J. Johnson 1 AST),"[1626163, 1630552]",1610612737.0,ATL,cutting,,,Kaminsky,F. Kaminsky,,,,,In The Paint (Non-RA),0-8 Center,5.51,Made,2.0,J. Johnson,1630552.0,1.0,,,,,,,,,,,,,,
148,PT01M25.00S,2022-11-26T01:33:45.4Z,1,REGULAR,turnover,out-of-bounds,[],1630231,,,1610612745,32,27,2022-11-26T01:33:53Z,1450000,False,,,0,,K. Martin Jr. bad pass out-of-bounds TURNOVER (2 TO),[1630231],1610612745.0,HOU,bad pass,,,Martin Jr.,K. Martin Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,203591.0,,,,,2.0,,,,,
149,PT01M25.00S,2022-11-26T01:33:49.8Z,1,REGULAR,substitution,out,[],1630224,,,1610612737,32,27,2022-11-26T01:34:17Z,1460000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M25.00S,2022-11-26T01:33:49.8Z,1,REGULAR,substitution,out,[],1630227,,,1610612737,32,27,2022-11-26T01:34:17Z,1470000,False,,,0,,SUB out: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M25.00S,2022-11-26T01:33:49.8Z,1,REGULAR,substitution,in,[],1630528,,,1610612737,32,27,2022-11-26T01:34:17Z,1480000,False,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M25.00S,2022-11-26T01:33:49.8Z,1,REGULAR,substitution,in,[],1629645,,,1610612737,32,27,2022-11-26T01:34:17Z,1490000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M25.00S,2022-11-26T01:33:49.8Z,1,REGULAR,substitution,out,[],1630231,,,1610612737,32,27,2022-11-26T01:34:48Z,1500000,False,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M25.00S,2022-11-26T01:33:49.8Z,1,REGULAR,substitution,in,[],1631095,,,1610612737,32,27,2022-11-26T01:34:48Z,1505000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M18.00S,2022-11-26T01:34:43.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630586,,,1610612737,32,27,2022-11-26T01:35:55Z,1510000,False,,,0,,U. Garuba shooting personal FOUL (1 PF) (Young 2 FT),"[1630586, 1629027]",1610612745.0,HOU,shooting,,,Garuba,U. Garuba,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,200833.0,1.0,0.0,Young,1629027.0,,,,,,
158,PT01M18.00S,2022-11-26T01:34:55.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629027,,,1610612737,32,28,2022-11-26T01:34:55Z,1530000,False,,,0,,T. Young Free Throw 1 of 2 (9 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
159,PT01M18.00S,2022-11-26T01:35:08.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629027,,,1610612737,32,29,2022-11-26T01:35:08Z,1540000,False,,,0,,T. Young Free Throw 2 of 2 (10 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
160,PT01M04.00S,2022-11-26T01:35:25.6Z,1,REGULAR,2pt,Jump Shot,[],1629645,90.75229960578186,66.42156862745098,1610612745,34,29,2022-11-26T01:35:35Z,1550000,False,82.0,34.0,1,right,K. Porter Jr. 8' fadeaway Jump Shot (4 PTS),[1629645],1610612745.0,HOU,fadeaway,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Right,8.9,Made,4.0,,,,,,,,,,,,,,,,,
161,PT01M04.00S,2022-11-26T01:35:29.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628988,,,1610612745,34,29,2022-11-26T01:35:37Z,1560000,False,,,0,,A. Holiday shooting personal FOUL (2 PF) (Porter Jr. 1 FT),"[1628988, 1629645]",1610612737.0,ATL,shooting,,,Holiday,A. Holiday,,,,,Mid-Range,8-16 Right,,,,,,,,,,203591.0,2.0,0.0,Porter Jr.,1629645.0,,,,,,
163,PT01M04.00S,2022-11-26T01:35:48.0Z,1,REGULAR,freethrow,1 of 1,[],1629645,,,1610612745,35,29,2022-11-26T01:35:48Z,1580000,False,,,0,,K. Porter Jr. Free Throw 1 of 1 (5 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
164,PT00M58.20S,2022-11-26T01:35:58.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,8.492115637319317,44.6078431372549,1610612737,35,31,2022-11-26T01:36:12Z,1590000,False,27.0,27.0,1,left,T. Young driving finger roll Layup (12 PTS),[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,3.84,Made,12.0,,,,,,,,,,,,,,,,,
166,PT00M36.40S,2022-11-26T01:36:35.9Z,1,REGULAR,3pt,Jump Shot,[],1629645,72.35545335085413,84.55882352941177,1610612745,35,31,2022-11-26T01:42:59Z,1610000,False,173.0,207.0,1,right,MISS K. Porter Jr. 27' step back 3PT,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,27.0,Missed,,,,,,,,,,,,,,,,,,
167,PT00M34.20S,2022-11-26T01:36:38.1Z,1,REGULAR,rebound,offensive,[],1630586,,,1610612745,35,31,2022-11-26T01:36:45Z,1620000,False,,,0,,U. Garuba REBOUND (Off:3 Def:0),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Above the Break 3,24+ Right Center,,,,,,,,,166.0,,,,,,,3.0,0.0,3.0,,
168,PT00M33.20S,2022-11-26T01:36:43.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629027,,,1610612745,35,31,2022-11-26T01:36:51Z,1630000,False,,,0,,T. Young personal FOUL (1 PF) (Garuba 2 FT),"[1629027, 1630586]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,200833.0,1.0,0.0,Garuba,1630586.0,,,,,,
170,PT00M33.20S,2022-11-26T01:37:05.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630586,,,1610612745,36,31,2022-11-26T01:37:05Z,1650000,False,,,0,,U. Garuba Free Throw 1 of 2 (3 PTS),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
171,PT00M33.20S,2022-11-26T01:37:22.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630586,,,1610612745,37,31,2022-11-26T01:37:22Z,1660000,False,,,0,,U. Garuba Free Throw 2 of 2 (4 PTS),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
