actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
335,PT01M55.00S,2022-12-20T01:35:52.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,25,31,2022-12-20T02:04:04Z,1639687,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,334.0,,,,,,,,,,,,,,,,,
168,PT01M48.00S,2022-12-20T01:36:30.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630227,71.96123521681997,79.65686274509804,1610612745,25,31,2022-12-20T02:04:04Z,1680000,False,148.0,211.0,1,right,MISS D. Nix 25' pullup 3PT,[1630227],1610612745.0,HOU,pullup,,,Nix,D. Nix,,,,,Above the Break 3,24+ Right Center,25.8,Missed,,,,,,,,,,,,,,,,,,
169,PT01M47.00S,2022-12-20T01:36:31.2Z,1,REGULAR,rebound,defensive,[],1631103,,,1610612759,25,31,2022-12-20T01:36:39Z,1690000,False,,,0,,M. Branham REBOUND (Off:0 Def:1),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,,,168.0,,1.0,1.0,0.0,,,,,,,,,,,,,
170,PT01M42.00S,2022-12-20T01:36:39.4Z,1,REGULAR,foul,offensive,['inpenalty'],1628380,,,1610612759,25,31,2022-12-20T01:37:00Z,1700000,False,,,0,,Z. Collins offensive FOUL (1 PF),"[1628380, 201569]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Center,,,,,,,,2005.0,1.0,0.0,Gordon,201569.0,,,,,,,,
172,PT01M42.00S,2022-12-20T01:36:39.4Z,1,REGULAR,turnover,offensive foul,[],1628380,,,1610612759,25,31,2022-12-20T01:36:39Z,1720000,False,,,0,,Z. Collins offensive foul TURNOVER (2 TO),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Center,,,,,,,,2005.0,,,,,,,,2.0,,,,
173,PT01M30.00S,2022-12-20T01:37:02.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630586,77.08607095926413,89.2156862745098,1610612745,25,31,2022-12-20T01:37:14Z,1730000,False,196.0,163.0,1,right,MISS U. Garuba 25' 3PT,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Above the Break 3,24+ Right Center,25.49,Missed,,,,,,,,,,,,,,,,,,
174,PT01M29.00S,2022-12-20T01:37:03.6Z,1,REGULAR,rebound,offensive,[],1630231,,,1610612745,25,31,2022-12-20T01:37:14Z,1740000,False,,,0,,K. Martin Jr. REBOUND (Off:1 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Right Center,,,173.0,,2.0,1.0,1.0,,,,,,,,,,,,,
176,PT01M21.00S,2022-12-20T01:37:23.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631106,86.81011826544021,48.529411764705884,1610612745,25,31,2022-12-20T01:37:39Z,1760000,False,-7.0,71.0,1,right,MISS T. Eason 7' driving floating bank Shot,[1631106],1610612745.0,HOU,driving floating bank,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,7.19,Missed,,,,,,,,,,,,,,,,,,
177,PT01M18.00S,2022-12-20T01:37:26.0Z,1,REGULAR,rebound,defensive,[],1631103,,,1610612759,25,31,2022-12-20T01:37:39Z,1770000,False,,,0,,M. Branham REBOUND (Off:0 Def:2),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,,,176.0,,2.0,2.0,0.0,,,,,,,,,,,,,
178,PT01M06.00S,2022-12-20T01:37:37.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203926,7.703679369250986,56.127450980392155,1610612759,25,31,2022-12-20T01:37:45Z,1780000,False,-31.0,20.0,1,left,MISS D. McDermott driving floating Shot,[203926],1610612759.0,SAS,driving floating,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,3.65,Missed,,,,,,,,,,,,,,,,,,
179,PT01M05.00S,2022-12-20T01:37:38.3Z,1,REGULAR,rebound,offensive,[],203926,,,1610612759,25,31,2022-12-20T01:37:45Z,1790000,False,,,0,,D. McDermott REBOUND (Off:1 Def:1),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,178.0,,2.0,1.0,1.0,,,,,,,,,,,,,
180,PT01M04.00S,2022-12-20T01:37:39.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203926,6.521024967148489,52.94117647058824,1610612759,25,33,2022-12-20T01:37:49Z,1800000,False,-15.0,9.0,1,left,D. McDermott putback Layup (5 PTS),[203926],1610612759.0,SAS,putback,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,1.71,Made,,5.0,,,,,,,,,,,,,,,,
181,PT00M50.50S,2022-12-20T01:37:53.4Z,1,REGULAR,3pt,Jump Shot,[],201569,74.45795006570303,86.02941176470588,1610612745,28,33,2022-12-20T01:38:08Z,1810000,False,180.0,188.0,1,right,E. Gordon 26' 3PT step back (3 PTS),[201569],1610612745.0,HOU,step back,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,26.01,Made,,3.0,,,,,,,,,,,,,,,,
183,PT00M35.70S,2022-12-20T01:38:15.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630586,,,1610612759,28,33,2022-12-20T01:38:35Z,1820000,False,,,0,,U. Garuba shooting personal FOUL (1 PF) (Collins 2 FT),"[1630586, 1628380]",1610612745.0,HOU,shooting,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,,,,,,,,201639.0,1.0,0.0,Collins,1628380.0,,,,,,,,
185,PT00M35.70S,2022-12-20T01:38:36.9Z,1,REGULAR,freethrow,1 of 2,[],1628380,,,1610612759,28,34,2022-12-20T01:38:36Z,1840000,False,,,0,,Z. Collins Free Throw 1 of 2 (3 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
186,PT00M35.70S,2022-12-20T01:38:51.6Z,1,REGULAR,freethrow,2 of 2,[],1628380,,,1610612759,28,35,2022-12-20T01:38:51Z,1850000,False,,,0,,Z. Collins Free Throw 2 of 2 (4 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
187,PT00M23.00S,2022-12-20T01:39:07.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,91.93495400788436,55.63725490196079,1610612745,28,35,2022-12-20T02:13:43Z,1860000,False,28.0,23.0,1,right,MISS E. Gordon driving finger roll Layup,[201569],1610612745.0,HOU,driving finger roll,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,3.66,Missed,,,,,,,,,,,,,,,,,,
188,PT00M22.70S,2022-12-20T01:39:08.2Z,1,REGULAR,rebound,offensive,[],1630586,,,1610612745,28,35,2022-12-20T02:13:43Z,1870000,False,,,0,,U. Garuba REBOUND (Off:2 Def:0),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,,,187.0,,2.0,0.0,2.0,,,,,,,,,,,,,
189,PT00M22.70S,2022-12-20T01:39:11.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630586,94.40999984741211,50.0,1610612745,28,35,2022-12-20T02:14:19Z,1880000,False,0.0,0.0,1,right,MISS U. Garuba tip Layup,[1630586],1610612745.0,HOU,tip,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
190,PT00M21.80S,2022-12-20T01:39:12.4Z,1,REGULAR,rebound,offensive,[],1630586,,,1610612745,28,35,2022-12-20T02:14:19Z,1890000,False,,,0,,U. Garuba REBOUND (Off:3 Def:0),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,,,189.0,,3.0,0.0,3.0,,,,,,,,,,,,,
377,PT00M21.80S,2022-12-20T01:39:17.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630586,91.93495400788436,46.32352941176471,1610612745,28,35,2022-12-20T02:15:13Z,1895000,False,-18.0,23.0,1,right,MISS U. Garuba tip Layup,[1630586],1610612745.0,HOU,tip,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,2.97,Missed,,,,,,,,,,,,,,,,,,
378,PT00M20.80S,2022-12-20T01:39:18.9Z,1,REGULAR,rebound,defensive,[],203926,,,1610612759,28,35,2022-12-20T02:15:13Z,1897500,False,,,0,,D. McDermott REBOUND (Off:1 Def:2),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,377.0,,3.0,2.0,1.0,,,,,,,,,,,,,
191,PT00M05.20S,2022-12-20T01:39:24.3Z,1,REGULAR,turnover,bad pass,[],1631103,,,1610612759,28,35,2022-12-20T01:39:29Z,1900000,False,,,0,,M. Branham bad pass TURNOVER (2 TO),"[1631103, 1630227]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,2.0,Nix,1630227.0,,
192,PT00M05.20S,2022-12-20T01:39:24.3Z,1,REGULAR,steal,,[],1630227,,,1610612745,28,35,2022-12-20T01:42:42Z,1910000,False,,,0,,D. Nix STEAL (1 STL),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
193,PT00M02.50S,2022-12-20T01:39:28.3Z,1,REGULAR,turnover,out-of-bounds,[],1630586,,,1610612745,28,35,2022-12-20T01:40:04Z,1920000,False,,,0,,U. Garuba bad pass out-of-bounds TURNOVER (1 TO),[1630586],1610612745.0,HOU,bad pass,,,Garuba,U. Garuba,,,,,Mid-Range,8-16 Left,,,,,,,,1626301.0,,,,,,,,1.0,,,,
194,PT00M00.00S,2022-12-20T01:39:48.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626169,47.2568988173456,49.26470588235294,1610612759,28,35,2022-12-20T01:40:06Z,1930000,False,4.0,392.0,1,left,MISS S. Johnson 39' 3PT,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Above the Break 3,24+ Center,39.17,Missed,,,,,,,,,,,,,,,,,,
195,PT00M00.00S,2022-12-20T01:39:53.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,28,35,2022-12-20T01:39:53Z,1940000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,194.0,,,,,,,,,,,,,,,,,
196,PT00M00.00S,2022-12-20T01:40:13.2Z,1,REGULAR,period,end,[],0,,,1610612759,28,35,2022-12-20T01:40:13Z,1950000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT12M00.00S,2022-12-20T01:40:17.4Z,2,REGULAR,substitution,out,['startperiod'],1630586,,,1610612759,28,35,2022-12-20T01:42:31Z,1960000,False,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT12M00.00S,2022-12-20T01:40:17.4Z,2,REGULAR,substitution,out,['startperiod'],1631103,,,1610612759,28,35,2022-12-20T01:42:31Z,1970000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT12M00.00S,2022-12-20T01:40:17.4Z,2,REGULAR,substitution,out,['startperiod'],1628380,,,1610612759,28,35,2022-12-20T01:42:31Z,1980000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT12M00.00S,2022-12-20T01:40:17.4Z,2,REGULAR,substitution,in,['startperiod'],1630578,,,1610612759,28,35,2022-12-20T01:42:31Z,1990000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT12M00.00S,2022-12-20T01:40:17.4Z,2,REGULAR,substitution,in,['startperiod'],1630170,,,1610612759,28,35,2022-12-20T01:42:31Z,2000000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT12M00.00S,2022-12-20T01:40:17.4Z,2,REGULAR,substitution,in,['startperiod'],1627751,,,1610612759,28,35,2022-12-20T01:42:31Z,2010000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT12M00.00S,2022-12-20T01:42:36.3Z,2,REGULAR,period,start,[],0,,,1610612745,28,35,2022-12-20T01:42:36Z,2020000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT11M41.00S,2022-12-20T01:42:58.0Z,2,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612745,28,35,2022-12-20T01:43:03Z,2030000,False,,,0,,J. Poeltl shooting personal FOUL (2 PF) (Sengun 2 FT),"[1627751, 1630578]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,1626301.0,2.0,0.0,Sengun,1630578.0,,,,,,,,
206,PT11M41.00S,2022-12-20T01:43:27.1Z,2,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,29,35,2022-12-20T01:43:27Z,2050000,False,,,0,,A. Sengun Free Throw 1 of 2 (9 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
207,PT11M41.00S,2022-12-20T01:43:46.7Z,2,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,30,35,2022-12-20T01:43:46Z,2060000,False,,,0,,A. Sengun Free Throw 2 of 2 (10 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,10.0,,,,,,,,,,,,,,,,
208,PT11M31.00S,2022-12-20T01:43:58.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,7.5722733245729295,54.65686274509803,1610612759,30,37,2022-12-20T01:44:03Z,2070000,False,-23.0,19.0,1,left,J. Sochan finger roll Layup (3 PTS),[1631110],1610612759.0,SAS,finger roll,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,2.99,Made,,3.0,,,,,,,,,,,,,,,,
209,PT11M24.00S,2022-12-20T01:44:05.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201569,93.24901445466492,54.65686274509803,1610612745,32,37,2022-12-20T01:44:09Z,2080000,False,23.0,11.0,1,right,E. Gordon driving finger roll Layup (5 PTS) (D. Nix 1 AST),"[201569, 1630227]",1610612745.0,HOU,driving finger roll,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,2.58,Made,,5.0,,,,,,,,,D. Nix,1630227.0,1.0,,,,,
211,PT11M17.00S,2022-12-20T01:44:14.8Z,2,REGULAR,turnover,out-of-bounds,[],1631110,,,1610612759,32,37,2022-12-20T01:44:22Z,2100000,False,,,0,,J. Sochan lost ball out-of-bounds TURNOVER (1 TO),[1631110],1610612759.0,SAS,lost ball,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Right,,,,,,,,201639.0,,,,,,,,1.0,,,,
212,PT11M04.00S,2022-12-20T01:44:32.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201569,76.82325886990802,38.72549019607843,1610612745,32,37,2022-12-20T01:44:37Z,2110000,False,-56.0,165.0,1,right,MISS E. Gordon 17' pullup Shot,[201569],1610612745.0,HOU,pullup,,,Gordon,E. Gordon,,,,,Mid-Range,16-24 Left Center,17.48,Missed,,,,,,,,,,,,,,,,,,
213,PT11M02.00S,2022-12-20T01:44:34.4Z,2,REGULAR,rebound,defensive,[],1626169,,,1610612759,32,37,2022-12-20T01:44:37Z,2120000,False,,,0,,S. Johnson REBOUND (Off:0 Def:1),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Mid-Range,16-24 Left Center,,,212.0,,1.0,1.0,0.0,,,,,,,,,,,,,
214,PT10M58.00S,2022-12-20T01:44:38.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626169,6.915243101182654,44.36274509803921,1610612759,32,39,2022-12-20T01:44:45Z,2130000,False,28.0,13.0,1,left,S. Johnson running Layup (2 PTS),[1626169],1610612759.0,SAS,running,,,Johnson,S. Johnson,,,,,Restricted Area,0-8 Center,3.08,Made,,2.0,,,,,,,,,,,,,,,,
215,PT10M38.00S,2022-12-20T01:44:58.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,92.19776609724047,46.07843137254902,1610612745,34,39,2022-12-20T01:45:07Z,2140000,False,-20.0,21.0,1,right,A. Sengun cutting finger roll Layup (12 PTS) (E. Gordon 1 AST),"[1630578, 201569]",1610612745.0,HOU,cutting finger roll,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.86,Made,,12.0,,,,,,,,,E. Gordon,201569.0,1.0,,,,,
217,PT10M25.00S,2022-12-20T01:45:11.2Z,2,REGULAR,3pt,Jump Shot,[],1630170,33.196452036793694,49.01960784313725,1610612759,34,42,2022-12-20T01:45:18Z,2160000,False,5.0,260.0,1,left,D. Vassell 25' 3PT pullup (11 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,25.95,Made,,11.0,,,,,,,,,,,,,,,,
218,PT10M07.00S,2022-12-20T01:45:29.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,92.46057818659659,43.627450980392155,1610612745,36,42,2022-12-20T01:45:36Z,2170000,False,-32.0,18.0,1,right,T. Eason driving reverse Layup (3 PTS) (D. Nix 2 AST),"[1631106, 1630227]",1610612745.0,HOU,driving reverse,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,3.68,Made,,3.0,,,,,,,,,D. Nix,1630227.0,2.0,,,,,
220,PT09M59.00S,2022-12-20T01:45:36.7Z,2,REGULAR,3pt,Jump Shot,[],1626169,27.677398160315374,20.098039215686274,1610612759,36,45,2022-12-20T01:45:43Z,2190000,False,150.0,208.0,1,left,S. Johnson 25' 3PT  (5 PTS) (D. McDermott 1 AST),"[1626169, 203926]",1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Above the Break 3,24+ Right Center,25.59,Made,,5.0,,,,,,,,,D. McDermott,203926.0,1.0,,,,,
222,PT09M38.00S,2022-12-20T01:45:58.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,92.46057818659659,49.26470588235294,1610612745,38,45,2022-12-20T01:46:04Z,2210000,False,-4.0,18.0,1,right,K. Martin Jr. driving DUNK (4 PTS),[1630231],1610612745.0,HOU,driving,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,1.88,Made,,4.0,,,,,,,,,,,,,,,,
223,PT09M25.00S,2022-12-20T01:46:11.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631110,6.783837056504599,41.911764705882355,1610612759,38,45,2022-12-20T02:08:10Z,2220000,False,40.0,11.0,1,left,MISS J. Sochan driving bank Hook,[1631110],1610612759.0,SAS,driving bank,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,4.2,Missed,,,,,,,,,,,,,,,,,,
224,PT09M22.00S,2022-12-20T01:46:14.3Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612745,38,45,2022-12-20T02:08:10Z,2230000,False,,,0,,K. Martin Jr. REBOUND (Off:1 Def:2),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,,,223.0,,3.0,2.0,1.0,,,,,,,,,,,,,
225,PT09M19.00S,2022-12-20T01:46:17.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630231,89.83245729303549,47.794117647058826,1610612745,38,45,2022-12-20T01:46:24Z,2240000,False,-11.0,43.0,1,right,MISS K. Martin Jr. running Layup - blocked,"[1630231, 1626169]",1610612745.0,HOU,running,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.45,Missed,,,,,,,,,,,,,,,,,Johnson,1626169.0
226,PT09M19.00S,2022-12-20T01:46:17.2Z,2,REGULAR,block,,[],1626169,,,1610612745,38,45,2022-12-20T01:46:19Z,2250000,False,,,0,,S. Johnson BLOCK (1 BLK),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
227,PT09M16.00S,2022-12-20T01:46:20.2Z,2,REGULAR,rebound,defensive,[],203926,,,1610612759,38,45,2022-12-20T01:46:24Z,2260000,False,,,0,,D. McDermott REBOUND (Off:1 Def:3),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),0-8 Center,,,225.0,,4.0,3.0,1.0,,,,,,,,,,,,,
228,PT09M09.00S,2022-12-20T01:46:28.1Z,2,REGULAR,turnover,lost ball,[],203926,,,1610612759,38,45,2022-12-20T01:48:43Z,2270000,False,,,0,,D. McDermott lost ball TURNOVER (1 TO),"[203926, 1631106]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Eason,1631106.0,,
229,PT09M09.00S,2022-12-20T01:46:28.1Z,2,REGULAR,steal,,[],1631106,,,1610612745,38,45,2022-12-20T01:46:30Z,2280000,False,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
230,PT09M09.00S,2022-12-20T01:46:34.6Z,2,REGULAR,foul,personal,[],203926,,,1610612745,38,45,2022-12-20T01:47:11Z,2290000,False,,,0,,D. McDermott personal FOUL (2 PF),"[203926, 1631106]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,,,,,,,,2005.0,2.0,0.0,Eason,1631106.0,,,,,,,,
232,PT09M09.00S,2022-12-20T01:46:50.6Z,2,REGULAR,substitution,out,[],1626169,,,1610612745,38,45,2022-12-20T01:46:58Z,2310000,False,,,0,,SUB out: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT09M09.00S,2022-12-20T01:46:50.6Z,2,REGULAR,substitution,out,[],203926,,,1610612745,38,45,2022-12-20T01:46:58Z,2320000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT09M09.00S,2022-12-20T01:46:50.6Z,2,REGULAR,substitution,in,[],1628966,,,1610612745,38,45,2022-12-20T01:46:58Z,2330000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT09M09.00S,2022-12-20T01:46:50.6Z,2,REGULAR,substitution,in,[],1629641,,,1610612745,38,45,2022-12-20T01:46:58Z,2340000,False,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M58.00S,2022-12-20T01:47:15.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630227,73.01248357424441,59.31372549019608,1610612745,40,45,2022-12-20T01:47:21Z,2350000,False,47.0,201.0,1,right,D. Nix 20' pullup Jump Shot (2 PTS) (A. Sengun 2 AST),"[1630227, 1630578]",1610612745.0,HOU,pullup,,,Nix,D. Nix,,,,,Mid-Range,16-24 Center,20.65,Made,,2.0,,,,,,,,,A. Sengun,1630578.0,2.0,,,,,
238,PT08M41.00S,2022-12-20T01:47:32.7Z,2,REGULAR,2pt,Jump Shot,[],1630170,15.325229960578188,74.75490196078431,1610612759,40,45,2022-12-20T01:47:41Z,2370000,False,-124.0,92.0,1,left,MISS D. Vassell 15' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Left,15.4,Missed,,,,,,,,,,,,,,,,,,
239,PT08M40.00S,2022-12-20T01:47:33.7Z,2,REGULAR,rebound,defensive,[],1630227,,,1610612745,40,45,2022-12-20T01:47:41Z,2380000,False,,,0,,D. Nix REBOUND (Off:0 Def:1),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,Mid-Range,8-16 Left,,,238.0,,1.0,1.0,0.0,,,,,,,,,,,,,
240,PT08M35.00S,2022-12-20T01:47:43.1Z,2,REGULAR,foul,personal,['2freethrow'],1628966,,,1610612745,40,45,2022-12-20T01:47:53Z,2390000,False,,,0,,K. Bates-Diop shooting personal FOUL (1 PF) (Martin Jr. 2 FT),"[1628966, 1630231]",1610612759.0,SAS,shooting,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,,,,,,201639.0,1.0,0.0,Martin Jr.,1630231.0,,,,,,,,
242,PT08M35.00S,2022-12-20T01:48:07.5Z,2,REGULAR,freethrow,1 of 2,[],1630231,,,1610612745,40,45,2022-12-20T01:48:07Z,2410000,False,,,0,,MISS K. Martin Jr. Free Throw 1 of 2,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
243,PT08M35.00S,2022-12-20T01:48:07.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,40,45,2022-12-20T01:48:07Z,2420000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,242.0,,,,,,,,,,,,,,,,,
244,PT08M35.00S,2022-12-20T01:48:16.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,40,45,2022-12-20T01:48:16Z,2430000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT08M35.00S,2022-12-20T01:48:07.5Z,2,REGULAR,freethrow,2 of 2,[],1630231,,,1610612745,40,45,2022-12-20T01:51:27Z,2440000,False,,,0,,MISS K. Martin Jr. Free Throw 2 of 2,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
248,PT08M32.00S,2022-12-20T01:48:10.5Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,40,45,2022-12-20T01:51:27Z,2450000,False,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,247.0,,2.0,2.0,0.0,,,,,,,,,,,,,
