actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
17,PT10M46.00S,2023-01-24T01:13:21.1Z,1,REGULAR,3pt,Jump Shot,[],203937,30.17411300919842,28.676470588235293,1610612750,1,0,2023-01-24T01:13:26Z,170000,False,107.0,231.0,1,left,MISS K. Anderson 25' 3PT,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Right Center,25.45,Missed,,,,,,,,,,,,,,,,,,
18,PT10M43.00S,2023-01-24T01:13:24.1Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,1,0,2023-01-24T01:13:26Z,180000,False,,,0,,T. Eason REBOUND (Off:1 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,17.0,2.0,1.0,1.0,,,,,,,,,,,,,,
20,PT10M28.00S,2023-01-24T01:13:38.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631106,92.72339027595268,52.94117647058824,1610612745,3,0,2023-01-24T01:13:48Z,200000,False,15.0,16.0,1,right,T. Eason driving DUNK (2 PTS),[1631106],1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,,,,,,2.0,,,,,,,,
21,PT10M19.00S,2023-01-24T01:13:47.7Z,1,REGULAR,2pt,Jump Shot,[],1626156,6.389618922470433,19.11764705882353,1610612750,3,0,2023-01-24T01:13:57Z,210000,False,154.0,8.0,1,left,MISS D. Russell 15' step back Shot,[1626156],1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,Mid-Range,8-16 Right,15.46,Missed,,,,,,,,,,,,,,,,,,
22,PT10M16.00S,2023-01-24T01:13:50.7Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,3,0,2023-01-24T01:13:57Z,220000,False,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Mid-Range,8-16 Right,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M03.00S,2023-01-24T01:14:03.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,90.09526938239159,50.49019607843137,1610612745,3,0,2023-01-24T01:14:12Z,230000,False,2.0,41.0,1,right,MISS K. Martin Jr. cutting Layup,[1630231],1610612745.0,HOU,cutting,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,4.07,Missed,,,,,,,,,,,,,,,,,,
24,PT10M00.00S,2023-01-24T01:14:06.5Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,3,0,2023-01-24T01:14:12Z,240000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT09M59.00S,2023-01-24T01:14:09.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630162,11.12023653088042,46.568627450980394,1610612750,3,0,2023-01-24T01:18:05Z,255000,False,17.0,52.0,1,left,MISS A. Edwards running Layup - blocked,"[1630162, 201569]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,5.48,Missed,,,,,,,,,,,Gordon,201569.0,,,,,,
38,PT09M59.00S,2023-01-24T01:14:09.3Z,1,REGULAR,block,,[],201569,,,1610612750,3,0,2023-01-24T01:17:15Z,262500,False,,,0,,E. Gordon BLOCK (1 BLK),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT09M57.00S,2023-01-24T01:14:11.3Z,1,REGULAR,rebound,defensive,[],201569,,,1610612745,3,0,2023-01-24T01:17:42Z,266250,False,,,0,,E. Gordon REBOUND (Off:0 Def:1),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT09M52.00S,2023-01-24T01:14:15.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631106,91.5407358738502,52.69607843137255,1610612745,5,0,2023-01-24T01:16:31Z,270000,False,13.0,27.0,1,right,T. Eason running Layup (4 PTS) (E. Gordon 1 AST),"[1631106, 201569]",1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,3.02,Made,,,,,,,,,,4.0,,,E. Gordon,201569.0,1.0,,,
29,PT09M35.00S,2023-01-24T01:14:32.2Z,1,REGULAR,2pt,Jump Shot,[],1630162,27.414586070959263,37.745098039215684,1610612750,5,0,2023-01-24T01:14:39Z,290000,False,61.0,205.0,1,left,MISS A. Edwards 21' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,21.42,Missed,,,,,,,,,,,,,,,,,,
30,PT09M32.00S,2023-01-24T01:14:35.2Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,5,0,2023-01-24T01:14:39Z,300000,False,,,0,,K. Martin Jr. REBOUND (Off:0 Def:2),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Mid-Range,16-24 Center,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,
31,PT09M22.00S,2023-01-24T01:14:45.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,91.67214191852825,48.03921568627451,1610612745,7,0,2023-01-24T01:14:53Z,310000,False,-10.0,26.0,1,right,J. Green driving finger roll Layup (2 PTS),[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.76,Made,,,,,,,,,,2.0,,,,,,,,
32,PT09M04.00S,2023-01-24T01:15:03.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,7.835085413929041,55.63725490196079,1610612750,7,0,2023-01-24T01:15:09Z,320000,False,-28.0,21.0,1,left,MISS R. Gobert Layup,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,3.52,Missed,,,,,,,,,,,,,,,,,,
33,PT09M03.00S,2023-01-24T01:15:04.0Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,7,0,2023-01-24T01:15:09Z,330000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT08M54.00S,2023-01-24T01:15:13.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,93.11760840998686,53.431372549019606,1610612745,9,0,2023-01-24T01:15:20Z,340000,False,17.0,12.0,1,right,T. Eason cutting Layup (6 PTS) (A. Sengun 1 AST),"[1631106, 1630578]",1610612745.0,HOU,cutting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,,,,,,6.0,,,A. Sengun,1630578.0,1.0,,,
36,PT08M54.00S,2023-01-24T01:15:17.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,9,0,2023-01-24T01:15:17Z,360000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M43.00S,2023-01-24T01:18:16.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,14.799605781865965,48.77450980392157,1610612750,9,2,2023-01-24T01:18:30Z,370000,False,6.0,87.0,1,left,K. Anderson 8' floating Jump Shot (2 PTS) (D. Russell 1 AST),"[203937, 1626156]",1610612750.0,MIN,floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,8.68,Made,,,,,,,,,,2.0,,,D. Russell,1626156.0,1.0,,,
42,PT08M24.00S,2023-01-24T01:18:36.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,86.67871222076215,50.245098039215684,1610612745,9,2,2023-01-24T01:27:46Z,390000,False,1.0,73.0,1,right,MISS A. Sengun 7' driving Hook - blocked,"[1630578, 203497]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,7.27,Missed,,,,,,,,,,,Gobert,203497.0,,,,,,
43,PT08M24.00S,2023-01-24T01:18:36.5Z,1,REGULAR,block,,[],203497,,,1610612745,9,2,2023-01-24T01:18:40Z,400000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M23.00S,2023-01-24T01:18:37.5Z,1,REGULAR,rebound,offensive,[],1630224,,,1610612745,9,2,2023-01-24T01:26:39Z,410000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,42.0,1.0,0.0,1.0,,,,,,,,,,,,,,
45,PT08M23.00S,2023-01-24T01:18:42.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630224,91.67214191852825,50.73529411764706,1610612745,11,2,2023-01-24T01:26:52Z,420000,False,4.0,26.0,1,right,J. Green tip Layup (4 PTS),[1630224],1610612745.0,HOU,tip,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.61,Made,,,,,,,,,,4.0,,,,,,,,
46,PT08M07.00S,2023-01-24T01:18:52.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,14.931011826544022,52.69607843137255,1610612750,11,2,2023-01-24T01:21:03Z,430000,False,-13.0,88.0,1,left,MISS A. Edwards 8' driving floating Shot - blocked,"[1630162, 1631106]",1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,8.89,Missed,,,,,,,,,,,Eason,1631106.0,,,,,,
47,PT08M07.00S,2023-01-24T01:18:52.2Z,1,REGULAR,block,,[],1631106,,,1610612750,11,2,2023-01-24T01:18:54Z,440000,False,,,0,,T. Eason BLOCK (1 BLK),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
48,PT08M07.00S,2023-01-24T01:18:52.2Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,11,2,2023-01-24T01:19:03Z,450000,False,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,46.0,2.0,2.0,0.0,,,,,,,,,,,,,,
49,PT08M03.00S,2023-01-24T01:19:01.0Z,1,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612745,11,2,2023-01-24T01:19:16Z,460000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Eason 2 FT),"[1630183, 1631106]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,1628480.0,1.0,0.0,Eason,1631106.0,,,,,,,,,
51,PT08M03.00S,2023-01-24T01:19:21.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631106,,,1610612745,11,2,2023-01-24T01:19:21Z,480000,False,,,0,,MISS T. Eason Free Throw 1 of 2,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
52,PT08M03.00S,2023-01-24T01:19:21.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,11,2,2023-01-24T01:19:21Z,490000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,
53,PT08M03.00S,2023-01-24T01:19:32.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631106,,,1610612745,12,2,2023-01-24T01:19:32Z,500000,False,,,0,,T. Eason Free Throw 2 of 2 (7 PTS),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
54,PT07M52.00S,2023-01-24T01:19:44.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,17.0335085413929,47.30392156862745,1610612750,12,4,2023-01-24T01:19:51Z,510000,False,13.0,108.0,1,left,J. McDaniels 10' driving floating Jump Shot (2 PTS) (D. Russell 2 AST),"[1630183, 1626156]",1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,10.84,Made,,,,,,,,,,2.0,,,D. Russell,1626156.0,2.0,,,
56,PT07M33.00S,2023-01-24T01:20:02.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,82.60512483574244,62.99019607843137,1610612745,14,4,2023-01-24T01:20:11Z,530000,False,65.0,111.0,1,right,A. Sengun 12' turnaround Jump Shot (3 PTS) (T. Eason 1 AST),"[1630578, 1631106]",1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,12.86,Made,,,,,,,,,,3.0,,,T. Eason,1631106.0,1.0,,,
57,PT07M24.00S,2023-01-24T01:20:13.2Z,1,REGULAR,foul,personal,['2freethrow'],1631106,,,1610612750,14,4,2023-01-24T01:20:23Z,540000,False,,,0,,T. Eason shooting personal FOUL (1 PF) (Gobert 2 FT),"[1631106, 203497]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,1628480.0,1.0,0.0,Gobert,203497.0,,,,,,,,,
59,PT07M24.00S,2023-01-24T01:20:38.4Z,1,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,14,5,2023-01-24T01:20:38Z,560000,False,,,0,,R. Gobert Free Throw 1 of 2 (1 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
60,PT07M24.00S,2023-01-24T01:20:54.0Z,1,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,14,6,2023-01-24T01:20:54Z,570000,False,,,0,,R. Gobert Free Throw 2 of 2 (2 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
61,PT07M00.00S,2023-01-24T01:21:19.2Z,1,REGULAR,3pt,Jump Shot,[],201569,68.28186596583443,66.17647058823529,1610612745,14,6,2023-01-24T01:21:30Z,580000,False,81.0,246.0,1,right,MISS E. Gordon 25' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,25.87,Missed,,,,,,,,,,,,,,,,,,
62,PT06M57.00S,2023-01-24T01:21:22.2Z,1,REGULAR,rebound,offensive,[],1631106,,,1610612745,14,6,2023-01-24T01:21:30Z,590000,False,,,0,,T. Eason REBOUND (Off:2 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,61.0,3.0,1.0,2.0,,,,,,,,,,,,,,
63,PT06M53.00S,2023-01-24T01:21:26.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630578,86.81011826544021,49.01960784313725,1610612745,16,6,2023-01-24T01:21:35Z,600000,False,-5.0,71.0,1,right,A. Sengun 7' floating Jump Shot (5 PTS) (T. Eason 2 AST),"[1630578, 1631106]",1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,7.17,Made,,,,,,,,,,5.0,,,T. Eason,1631106.0,2.0,,,
65,PT06M44.00S,2023-01-24T01:21:37.6Z,1,REGULAR,turnover,traveling,[],1630183,,,1610612750,16,6,2023-01-24T01:21:45Z,620000,False,,,0,,J. McDaniels traveling TURNOVER (1 TO),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,,,,,1830.0,,,,,,,,,,,1.0,,
66,PT06M29.00S,2023-01-24T01:21:59.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630224,84.1819973718791,29.901960784313726,1610612745,18,6,2023-01-24T01:22:06Z,630000,False,-100.0,96.0,1,right,J. Green 13' fadeaway Jump Shot (6 PTS),[1630224],1610612745.0,HOU,fadeaway,,,Green,J. Green,,,,,Mid-Range,8-16 Left,13.91,Made,,,,,,,,,,6.0,,,,,,,,
67,PT06M13.00S,2023-01-24T01:22:15.5Z,1,REGULAR,2pt,Jump Shot,[],1630183,24.52365308804205,38.970588235294116,1610612750,18,6,2023-01-24T01:22:21Z,640000,False,55.0,178.0,1,left,MISS J. McDaniels 18' pullup Shot,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Center,18.63,Missed,,,,,,,,,,,,,,,,,,
68,PT06M11.00S,2023-01-24T01:22:17.5Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,18,6,2023-01-24T01:22:21Z,650000,False,,,0,,T. Eason REBOUND (Off:2 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Center,,,67.0,4.0,2.0,2.0,,,,,,,,,,,,,,
69,PT06M03.00S,2023-01-24T01:22:26.0Z,1,REGULAR,3pt,Jump Shot,[],1630231,91.93495400788436,4.6568627450980395,1610612745,18,6,2023-01-24T01:22:32Z,660000,False,-227.0,23.0,1,right,MISS K. Martin Jr. 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Left Corner 3,24+ Left,22.79,Missed,,,,,,,,,,,,,,,,,,
70,PT06M00.00S,2023-01-24T01:22:29.0Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,18,6,2023-01-24T01:22:32Z,670000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Left Corner 3,24+ Left,,,69.0,2.0,2.0,0.0,,,,,,,,,,,,,,
71,PT05M52.00S,2023-01-24T01:22:36.7Z,1,REGULAR,3pt,Jump Shot,[],1630162,33.065045992115635,50.245098039215684,1610612750,18,9,2023-01-24T01:22:40Z,680000,False,-1.0,258.0,1,left,A. Edwards 25' 3PT  (3 PTS) (K. Anderson 1 AST),"[1630162, 203937]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,25.83,Made,,,,,,,,,,3.0,,,K. Anderson,203937.0,1.0,,,
73,PT05M31.00S,2023-01-24T01:23:00.6Z,1,REGULAR,foul,personal,[],203937,,,1610612745,18,9,2023-01-24T01:23:11Z,700000,False,,,0,,K. Anderson personal FOUL (2 PF),"[203937, 1630224]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Right Center,,,,,,,1628953.0,2.0,0.0,Green,1630224.0,,,,,,,,,
75,PT05M31.00S,2023-01-24T01:23:08.0Z,1,REGULAR,substitution,out,[],203497,,,1610612745,18,9,2023-01-24T01:23:15Z,720000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M31.00S,2023-01-24T01:23:08.0Z,1,REGULAR,substitution,in,[],1629675,,,1610612745,18,9,2023-01-24T01:23:15Z,730000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M23.00S,2023-01-24T01:23:27.4Z,1,REGULAR,turnover,bad pass,[],1630578,,,1610612745,18,9,2023-01-24T03:27:05Z,740000,False,,,0,,A. Sengun bad pass TURNOVER (1 TO),"[1630578, 1630162]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Edwards,1630162.0
78,PT05M23.00S,2023-01-24T01:23:27.4Z,1,REGULAR,steal,,[],1630162,,,1610612750,18,9,2023-01-24T01:23:30Z,750000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
79,PT05M18.00S,2023-01-24T01:23:39.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626156,19.136005256241788,6.372549019607843,1610612750,18,9,2023-01-24T01:25:23Z,760000,False,218.0,127.0,1,left,MISS D. Russell 25' running 3PT,[1626156],1610612750.0,MIN,running,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,25.26,Missed,,,,,,,,,,,,,,,,,,
80,PT05M18.00S,2023-01-24T01:23:52.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,18,9,2023-01-24T01:23:52Z,770000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,79.0,,,,,,,,,,,,,,,,,
81,PT05M18.00S,2023-01-24T01:23:52.7Z,1,REGULAR,foul,personal,[],203937,,,1610612745,18,9,2023-01-24T01:24:16Z,780000,False,,,0,,K. Anderson loose ball personal FOUL (3 PF),"[203937, 1630224]",1610612750.0,MIN,loose ball,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628953.0,3.0,0.0,Green,1630224.0,,,,,,,,,
83,PT05M18.00S,2023-01-24T01:24:04.7Z,1,REGULAR,foul,technical,['1freethrow'],203937,,,1610612745,18,9,2023-01-24T01:25:38Z,800000,False,,,0,,K. Anderson technical FOUL (1 Tech),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,1628953.0,3.0,1.0,,,,,,,,,,,
86,PT05M18.00S,2023-01-24T01:27:36.6Z,1,REGULAR,freethrow,1 of 1,[],1630224,,,1610612745,19,9,2023-01-24T01:27:36Z,820000,False,,,0,,J. Green technical Free Throw 1 of 1 (7 PTS),[1630224],1610612745.0,HOU,technical,,,Green,J. Green,,,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
87,PT05M18.00S,2023-01-24T01:27:38.5Z,1,REGULAR,substitution,out,[],201569,,,1610612745,19,9,2023-01-24T01:28:00Z,830000,False,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
