actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-01T01:11:06.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-01T01:11:06Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-01T01:11:08.5Z,1,REGULAR,jumpball,recovered,[],1627750,,,1610612743,0,0,2023-03-01T01:11:08Z,40000,False,,,0,,Jump Ball N. Jokic vs. A. Sengun: Tip to J. Murray,"[1627750, 203999, 1630578]",1610612743.0,DEN,startperiod,J. Murray,1627750.0,Murray,J. Murray,Jokic,203999.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2023-03-01T01:11:24.9Z,1,REGULAR,3pt,Jump Shot,[],1629008,27.677398160315374,75.49019607843137,1610612743,0,3,2023-03-01T01:11:29Z,70000,False,-127.0,208.0,1,left,M. Porter Jr. 24' 3PT  (3 PTS) (A. Gordon 1 AST),"[1629008, 203932]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,24.37,Made,3.0,A. Gordon,203932.0,1.0,,,,,,,,,,,,,,
9,PT11M21.00S,2023-03-01T01:11:43.8Z,1,REGULAR,3pt,Jump Shot,[],1630224,68.41327201051249,70.09803921568627,1610612745,0,3,2023-03-01T01:11:48Z,90000,False,100.0,244.0,1,right,MISS J. Green 26' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,26.43,Missed,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2023-03-01T01:11:44.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,0,3,2023-03-01T01:11:48Z,100000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,9.0,,,,,,,,,,,,,
12,PT11M07.00S,2023-03-01T01:12:04.1Z,1,REGULAR,2pt,Jump Shot,[],203484,23.866622864651774,60.5392156862745,1610612743,0,5,2023-03-01T01:12:08Z,120000,False,-53.0,172.0,1,left,K. Caldwell-Pope 17' pullup Jump Shot (2 PTS) (N. Jokic 1 AST),"[203484, 203999]",1610612743.0,DEN,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Center,17.97,Made,2.0,N. Jokic,203999.0,1.0,,,,,,,,,,,,,,
14,PT10M52.00S,2023-03-01T01:12:18.2Z,1,REGULAR,3pt,Jump Shot,[],1630224,69.99014454664915,23.284313725490197,1610612745,3,5,2023-03-01T01:12:23Z,140000,False,-134.0,230.0,1,right,J. Green 26' 3PT  (3 PTS) (A. Sengun 1 AST),"[1630224, 1630578]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,26.56,Made,3.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,,
16,PT10M35.00S,2023-03-01T01:12:34.4Z,1,REGULAR,3pt,Jump Shot,[],1627750,30.699737187910642,79.90196078431373,1610612743,3,5,2023-03-01T01:12:40Z,160000,False,-150.0,236.0,1,left,MISS J. Murray 27' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,27.95,Missed,,,,,,,,,,,,,,,,,,
17,PT10M34.00S,2023-03-01T01:12:35.4Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,3,5,2023-03-01T01:12:40Z,170000,False,,,0,,A. Gordon REBOUND (Off:1 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,,,,,16.0,1.0,0.0,1.0,,,,,,,,,,
18,PT10M29.00S,2023-03-01T01:12:40.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629008,22.815374507227332,58.08823529411765,1610612743,3,7,2023-03-01T01:12:44Z,180000,False,-40.0,162.0,1,left,M. Porter Jr. 16' pullup Jump Shot (5 PTS),[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,16.7,Made,5.0,,,,,,,,,,,,,,,,,
19,PT10M13.00S,2023-03-01T01:12:56.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,94.1688567674113,46.81372549019608,1610612745,5,7,2023-03-01T01:13:03Z,190000,False,-16.0,2.0,1,right,J. Green driving Layup (5 PTS) (A. Sengun 2 AST),"[1630224, 1630578]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.61,Made,5.0,A. Sengun,1630578.0,2.0,,,,,,,,,,,,,,
21,PT10M01.00S,2023-03-01T01:13:09.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,7.30946123521682,53.431372549019606,1610612743,5,9,2023-03-01T01:13:14Z,210000,False,-17.0,16.0,1,left,A. Gordon DUNK (2 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,2.36,Made,2.0,,,,,,,,,,,,,,,,,
23,PT09M47.00S,2023-03-01T01:13:25.6Z,1,REGULAR,turnover,out-of-bounds,[],1630227,,,1610612745,5,9,2023-03-01T01:13:35Z,230000,False,,,0,,D. Nix bad pass out-of-bounds TURNOVER (1 TO),[1630227],1610612745.0,HOU,bad pass,,,Nix,D. Nix,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203593.0,1.0,,,,,,,,
24,PT09M33.00S,2023-03-01T01:13:48.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203999,6.652431011826544,52.20588235294118,1610612743,5,11,2023-03-01T01:13:54Z,240000,False,-11.0,10.0,1,left,N. Jokic Layup (2 PTS) (M. Porter Jr. 1 AST),"[203999, 1629008]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,1.49,Made,2.0,M. Porter Jr.,1629008.0,1.0,,,,,,,,,,,,,,
26,PT09M15.00S,2023-03-01T01:14:09.2Z,1,REGULAR,foul,personal,[],203999,,,1610612745,5,11,2023-03-01T01:14:21Z,260000,False,,,0,,N. Jokic personal FOUL (1 PF),"[203999, 1630578]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,203593.0,,1.0,0.0,Sengun,1630578.0,,,,
28,PT09M08.00S,2023-03-01T01:14:33.4Z,1,REGULAR,3pt,Jump Shot,[],1630578,71.43561103810775,21.323529411764707,1610612745,5,11,2023-03-01T01:14:39Z,280000,False,-143.0,216.0,1,right,MISS A. Sengun 25' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,25.93,Missed,,,,,,,,,,,,,,,,,,
29,PT09M05.00S,2023-03-01T01:14:37.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,5,11,2023-03-01T01:14:37Z,290000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,28.0,,,,,,,,,,,,,
31,PT08M59.00S,2023-03-01T01:14:55.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630231,93.24901445466492,44.11764705882353,1610612745,7,11,2023-03-01T01:15:07Z,310000,False,-29.0,11.0,1,right,K. Martin Jr. driving finger roll Layup (2 PTS) (J. Green 1 AST),"[1630231, 1630224]",1610612745.0,HOU,driving finger roll,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,3.14,Made,2.0,J. Green,1630224.0,1.0,,,,,,,,,,,,,,
33,PT08M46.00S,2023-03-01T01:15:08.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,15.719448094612352,43.872549019607845,1610612743,7,13,2023-03-01T01:15:25Z,330000,False,31.0,95.0,1,left,J. Murray 10' driving floating bank Jump Shot (2 PTS),[1627750],1610612743.0,DEN,driving floating bank,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,10.01,Made,2.0,,,,,,,,,,,,,,,,,
34,PT08M27.00S,2023-03-01T01:15:28.1Z,1,REGULAR,3pt,Jump Shot,[],1630227,67.7562417871222,61.51960784313726,1610612745,10,13,2023-03-01T01:15:32Z,340000,False,58.0,251.0,1,right,D. Nix 25' 3PT  (3 PTS) (A. Sengun 3 AST),"[1630227, 1630578]",1610612745.0,HOU,,,,Nix,D. Nix,,,,,Above the Break 3,24+ Center,25.71,Made,3.0,A. Sengun,1630578.0,3.0,,,,,,,,,,,,,,
36,PT08M11.00S,2023-03-01T01:15:44.9Z,1,REGULAR,3pt,Jump Shot,[],1627750,15.456636005256241,95.09803921568627,1610612743,10,16,2023-03-01T01:15:49Z,360000,False,-225.0,93.0,1,left,J. Murray 24' 3PT  (5 PTS) (K. Caldwell-Pope 1 AST),"[1627750, 203484]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left,24.38,Made,5.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,,,,,,
38,PT08M00.00S,2023-03-01T01:15:56.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,91.5407358738502,48.77450980392157,1610612745,12,16,2023-03-01T01:16:00Z,380000,False,-6.0,27.0,1,right,K. Martin Jr. cutting DUNK (4 PTS) (J. Green 2 AST),"[1630231, 1630224]",1610612745.0,HOU,cutting,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,2.77,Made,4.0,J. Green,1630224.0,2.0,,,,,,,,,,,,,,
40,PT08M00.00S,2023-03-01T01:16:00.8Z,1,REGULAR,foul,personal,['1freethrow'],1627750,,,1610612745,12,16,2023-03-01T01:16:11Z,400000,False,,,0,,J. Murray shooting personal FOUL (1 PF) (Martin Jr. 1 FT),"[1627750, 1630231]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627526.0,,1.0,0.0,Martin Jr.,1630231.0,,,,
42,PT08M00.00S,2023-03-01T01:16:25.9Z,1,REGULAR,freethrow,1 of 1,[],1630231,,,1610612745,13,16,2023-03-01T01:16:26Z,420000,False,,,0,,K. Martin Jr. Free Throw 1 of 1 (5 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
44,PT07M35.00S,2023-03-01T01:17:06.9Z,1,REGULAR,3pt,Jump Shot,[],1627750,35.56176084099869,46.568627450980394,1610612743,13,16,2023-03-01T01:17:11Z,440000,False,17.0,282.0,1,left,MISS J. Murray 28' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,28.23,Missed,,,,,,,,,,,,,,,,,,
45,PT07M33.00S,2023-03-01T01:17:09.0Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,13,16,2023-03-01T01:17:09Z,450000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,
