actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
518,PT00M22.40S,2022-12-24T02:57:35.4Z,3,REGULAR,rebound,offensive,[],1630586,,,1610612745,82,81,2022-12-24T02:57:35Z,5100000,False,,,0,,U. Garuba REBOUND (Off:4 Def:2),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,,,517.0,,,,,6.0,2.0,4.0,,,,,,,,,,
519,PT00M22.40S,2022-12-24T02:57:35.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630586,5.590000152587891,50.0,1610612745,82,81,2022-12-24T02:57:35Z,5110000,False,0.0,0.0,1,left,MISS U. Garuba tip Layup,[1630586],1610612745.0,HOU,tip,,,Garuba,U. Garuba,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
520,PT00M22.40S,2022-12-24T02:57:36.1Z,3,REGULAR,rebound,offensive,[],1630586,,,1610612745,82,81,2022-12-24T02:57:36Z,5120000,False,,,0,,U. Garuba REBOUND (Off:5 Def:2),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Mid-Range,8-16 Left,,,519.0,,,,,7.0,2.0,5.0,,,,,,,,,,
521,PT00M22.40S,2022-12-24T02:57:37.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630586,6.783837056504599,46.81372549019608,1610612745,84,81,2022-12-24T02:57:44Z,5130000,False,16.0,11.0,1,left,U. Garuba putback Layup (2 PTS),[1630586],1610612745.0,HOU,putback,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,1.95,Made,,2.0,,,,,,,,,,,,,,,,
522,PT00M00.30S,2022-12-24T02:58:01.6Z,3,REGULAR,turnover,out-of-bounds,[],1630593,,,1610612742,84,81,2022-12-24T02:58:08Z,5140000,False,,,0,,M. Wright IV lost ball out-of-bounds TURNOVER (2 TO),[1630593],1610612742.0,DAL,lost ball,,,Wright IV,M. Wright IV,,,,,Left Corner 3,24+ Left,,,,,,,,,,,200832.0,,,,,2.0,,,,
523,PT00M00.00S,2022-12-24T02:58:11.5Z,3,REGULAR,period,end,[],0,,,1610612745,84,81,2022-12-24T02:58:11Z,5150000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT12M00.00S,2022-12-24T02:59:29.1Z,4,REGULAR,substitution,out,['startperiod'],1631095,,,1610612745,84,81,2022-12-24T03:00:55Z,5160000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2022-12-24T02:59:29.1Z,4,REGULAR,substitution,out,['startperiod'],1628373,,,1610612745,84,81,2022-12-24T03:00:55Z,5170000,False,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2022-12-24T02:59:29.1Z,4,REGULAR,substitution,out,['startperiod'],1630593,,,1610612745,84,81,2022-12-24T03:00:55Z,5180000,False,,,0,,SUB out: M. Wright IV,[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2022-12-24T02:59:29.1Z,4,REGULAR,substitution,out,['startperiod'],1626174,,,1610612745,84,81,2022-12-24T03:00:55Z,5190000,False,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2022-12-24T02:59:29.1Z,4,REGULAR,substitution,in,['startperiod'],1629726,,,1610612745,84,81,2022-12-24T03:00:55Z,5200000,False,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2022-12-24T02:59:29.1Z,4,REGULAR,substitution,in,['startperiod'],203915,,,1610612745,84,81,2022-12-24T03:00:55Z,5210000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT12M00.00S,2022-12-24T02:59:29.1Z,4,REGULAR,substitution,in,['startperiod'],203939,,,1610612745,84,81,2022-12-24T03:00:55Z,5220000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT12M00.00S,2022-12-24T02:59:29.1Z,4,REGULAR,substitution,in,['startperiod'],202722,,,1610612745,84,81,2022-12-24T03:00:55Z,5230000,False,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT12M00.00S,2022-12-24T03:00:58.0Z,4,REGULAR,period,start,[],0,,,1610612742,84,81,2022-12-24T03:00:58Z,5240000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT11M46.00S,2022-12-24T03:01:10.9Z,4,REGULAR,3pt,Jump Shot,[],1629029,76.69185282522996,7.352941176470589,1610612742,84,84,2022-12-24T03:40:44Z,5250000,False,-213.0,167.0,1,right,L. Doncic 27' 3PT step back (36 PTS) (D. Powell 1 AST),"[1629029, 203939]",1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,27.06,Made,,36.0,D. Powell,203939.0,1.0,,,,,,,,,,,,,
535,PT11M24.00S,2022-12-24T03:01:33.4Z,4,REGULAR,3pt,Jump Shot,[],1630224,33.065045992115635,45.34313725490196,1610612745,84,84,2022-12-24T03:01:40Z,5270000,False,23.0,258.0,1,left,MISS J. Green 25' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Center,25.93,Missed,,,,,,,,,,,,,,,,,,
536,PT11M24.00S,2022-12-24T03:01:33.4Z,4,REGULAR,rebound,defensive,[],203939,,,1610612742,84,84,2022-12-24T03:01:40Z,5280000,False,,,0,,D. Powell REBOUND (Off:3 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Center,,,535.0,,,,,4.0,1.0,3.0,,,,,,,,,,
537,PT11M12.00S,2022-12-24T03:01:45.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,83.919185282523,39.21568627450981,1610612742,84,84,2022-12-24T03:40:53Z,5290000,False,-54.0,99.0,1,right,MISS T. Hardaway Jr. 11' driving floating Shot,[203501],1610612742.0,DAL,driving floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.25,Missed,,,,,,,,,,,,,,,,,,
538,PT11M12.00S,2022-12-24T03:01:45.7Z,4,REGULAR,rebound,defensive,[],1630586,,,1610612745,84,84,2022-12-24T03:01:53Z,5300000,False,,,0,,U. Garuba REBOUND (Off:5 Def:3),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),8-16 Center,,,537.0,,,,,8.0,3.0,5.0,,,,,,,,,,
539,PT11M01.00S,2022-12-24T03:01:56.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631102,9.937582128777924,34.80392156862745,1610612745,84,84,2022-12-24T03:02:03Z,5310000,False,76.0,41.0,1,left,MISS T. Washington Jr. 8' driving floating Shot,[1631102],1610612745.0,HOU,driving floating,,,Washington Jr.,T. Washington Jr.,,,,,In The Paint (Non-RA),8-16 Right,8.63,Missed,,,,,,,,,,,,,,,,,,
540,PT11M00.00S,2022-12-24T03:01:57.6Z,4,REGULAR,rebound,offensive,[],1630586,,,1610612745,84,84,2022-12-24T03:01:57Z,5320000,False,,,0,,U. Garuba REBOUND (Off:6 Def:3),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),8-16 Right,,,539.0,,,,,9.0,3.0,6.0,,,,,,,,,,
541,PT10M56.00S,2022-12-24T03:02:00.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,9.674770039421814,95.09803921568627,1610612745,84,84,2022-12-24T03:02:05Z,5330000,False,-225.0,38.0,1,left,MISS J. Green 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,22.87,Missed,,,,,,,,,,,,,,,,,,
542,PT10M54.00S,2022-12-24T03:02:02.8Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,84,84,2022-12-24T03:02:05Z,5340000,False,,,0,,L. Doncic REBOUND (Off:0 Def:6),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Left Corner 3,24+ Left,,,541.0,,,,,6.0,6.0,0.0,,,,,,,,,,
543,PT10M51.00S,2022-12-24T03:02:06.3Z,4,REGULAR,turnover,bad pass,[],1629029,,,1610612742,84,84,2022-12-24T03:02:10Z,5350000,False,,,0,,L. Doncic bad pass TURNOVER (6 TO),"[1629029, 1629726]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,6.0,,,Mathews,1629726.0
544,PT10M51.00S,2022-12-24T03:02:06.3Z,4,REGULAR,steal,,[],1629726,,,1610612745,84,84,2022-12-24T03:02:08Z,5360000,False,,,0,,G. Mathews STEAL (1 STL),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
545,PT10M40.00S,2022-12-24T03:02:16.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631106,5.863994743758213,44.36274509803921,1610612745,86,84,2022-12-24T03:02:21Z,5370000,False,28.0,3.0,1,left,T. Eason cutting DUNK (4 PTS) (U. Garuba 3 AST),"[1631106, 1630586]",1610612745.0,HOU,cutting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,2.83,Made,,4.0,U. Garuba,1630586.0,3.0,,,,,,,,,,,,,
548,PT10M16.00S,2022-12-24T03:03:17.4Z,4,REGULAR,3pt,Jump Shot,[],202722,61.0545335085414,44.6078431372549,1610612742,86,84,2022-12-24T03:03:24Z,5400000,False,-27.0,314.0,1,right,MISS D. Bertans 31' 3PT,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Center,31.48,Missed,,,,,,,,,,,,,,,,,,
549,PT10M13.00S,2022-12-24T03:03:20.4Z,4,REGULAR,rebound,defensive,[],1631102,,,1610612745,86,84,2022-12-24T03:03:24Z,5410000,False,,,0,,T. Washington Jr. REBOUND (Off:0 Def:1),[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,Above the Break 3,24+ Center,,,548.0,,,,,1.0,1.0,0.0,,,,,,,,,,
550,PT09M55.00S,2022-12-24T03:03:38.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631102,15.325229960578188,59.80392156862745,1610612745,88,84,2022-12-24T03:03:42Z,5420000,False,-49.0,92.0,1,left,T. Washington Jr. 10' driving floating bank Jump Shot (2 PTS),[1631102],1610612745.0,HOU,driving floating bank,,,Washington Jr.,T. Washington Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.39,Made,,2.0,,,,,,,,,,,,,,,,
551,PT09M44.00S,2022-12-24T03:03:51.9Z,4,REGULAR,foul,personal,['2freethrow'],1631102,,,1610612742,88,84,2022-12-24T03:03:58Z,5430000,False,,,0,,T. Washington Jr. shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[1631102, 203915]",1610612745.0,HOU,shooting,,,Washington Jr.,T. Washington Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627524.0,1.0,0.0,Dinwiddie,203915.0,,,,,
553,PT09M44.00S,2022-12-24T03:04:13.2Z,4,REGULAR,freethrow,1 of 2,[],203915,,,1610612742,88,85,2022-12-24T03:04:13Z,5450000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (7 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
554,PT09M44.00S,2022-12-24T03:04:13.9Z,4,REGULAR,substitution,out,[],1630224,,,1610612742,88,85,2022-12-24T03:04:22Z,5460000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT09M44.00S,2022-12-24T03:04:13.9Z,4,REGULAR,substitution,out,[],1630586,,,1610612742,88,85,2022-12-24T03:04:22Z,5470000,False,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT09M44.00S,2022-12-24T03:04:13.9Z,4,REGULAR,substitution,in,[],1629645,,,1610612742,88,85,2022-12-24T03:04:22Z,5480000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT09M44.00S,2022-12-24T03:04:13.9Z,4,REGULAR,substitution,in,[],1628981,,,1610612742,88,85,2022-12-24T03:04:22Z,5490000,False,,,0,,SUB in: B. Fernando,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT09M44.00S,2022-12-24T03:04:29.9Z,4,REGULAR,freethrow,2 of 2,[],203915,,,1610612742,88,86,2022-12-24T03:04:29Z,5500000,False,,,0,,S. Dinwiddie Free Throw 2 of 2 (8 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
559,PT09M33.00S,2022-12-24T03:05:00.2Z,4,REGULAR,foul,personal,[],1629029,,,1610612745,88,86,2022-12-24T03:05:07Z,5510000,False,,,0,,L. Doncic personal FOUL (3 PF),"[1629029, 1628981]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627524.0,3.0,0.0,Fernando,1628981.0,,,,,
561,PT09M28.00S,2022-12-24T03:05:11.9Z,4,REGULAR,turnover,lost ball,[],1631106,,,1610612745,88,86,2022-12-24T03:05:18Z,5530000,False,,,0,,T. Eason lost ball TURNOVER (3 TO),"[1631106, 202722]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,3.0,,,Bertans,202722.0
562,PT09M28.00S,2022-12-24T03:05:11.9Z,4,REGULAR,steal,,[],202722,,,1610612742,88,86,2022-12-24T03:06:56Z,5540000,False,,,0,,D. Bertans STEAL (2 STL),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
563,PT09M18.00S,2022-12-24T03:05:21.8Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629029,86.15308804204993,29.901960784313726,1610612742,88,88,2022-12-24T03:05:30Z,5550000,False,-100.0,78.0,1,right,L. Doncic 12' fadeaway bank Jump Shot (38 PTS),[1629029],1610612742.0,DAL,fadeaway bank,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,12.7,Made,,38.0,,,,,,,,,,,,,,,,
564,PT08M56.00S,2022-12-24T03:05:44.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631102,17.427726675427067,40.44117647058824,1610612745,88,88,2022-12-24T03:05:50Z,5560000,False,48.0,111.0,1,left,MISS T. Washington Jr. 12' driving floating bank Shot,[1631102],1610612745.0,HOU,driving floating bank,,,Washington Jr.,T. Washington Jr.,,,,,In The Paint (Non-RA),8-16 Center,12.11,Missed,,,,,,,,,,,,,,,,,,
565,PT08M56.00S,2022-12-24T03:05:44.1Z,4,REGULAR,rebound,defensive,[],203501,,,1610612742,88,88,2022-12-24T03:05:50Z,5570000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:6),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,564.0,,,,,6.0,6.0,0.0,,,,,,,,,,
566,PT08M51.00S,2022-12-24T03:05:48.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",202722,92.06636005256242,49.50980392156863,1610612742,88,90,2022-12-24T03:06:07Z,5580000,False,-2.0,22.0,1,right,D. Bertans running DUNK (5 PTS) (T. Hardaway Jr. 3 AST),"[202722, 203501]",1610612742.0,DAL,running,,,Bertans,D. Bertans,,,,,Restricted Area,0-8 Center,2.22,Made,,5.0,T. Hardaway Jr.,203501.0,3.0,,,,,,,,,,,,,
568,PT08M30.00S,2022-12-24T03:06:12.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,7.703679369250986,53.431372549019606,1610612745,90,90,2022-12-24T03:06:19Z,5600000,False,-17.0,20.0,1,left,K. Porter Jr. driving floating bank Jump Shot (13 PTS),[1629645],1610612745.0,HOU,driving floating bank,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,2.63,Made,,13.0,,,,,,,,,,,,,,,,
569,PT08M30.00S,2022-12-24T03:06:14.8Z,4,REGULAR,foul,personal,['1freethrow'],203939,,,1610612745,90,90,2022-12-24T03:06:24Z,5610000,False,,,0,,D. Powell shooting personal FOUL (5 PF) (Porter Jr. 1 FT),"[203939, 1629645]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,200832.0,5.0,0.0,Porter Jr.,1629645.0,,,,,
571,PT08M30.00S,2022-12-24T03:06:25.2Z,4,REGULAR,substitution,out,[],203501,,,1610612745,90,90,2022-12-24T03:06:48Z,5630000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT08M30.00S,2022-12-24T03:06:25.2Z,4,REGULAR,substitution,in,[],1629033,,,1610612745,90,90,2022-12-24T03:06:48Z,5640000,False,,,0,,SUB in: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT08M30.00S,2022-12-24T03:06:48.5Z,4,REGULAR,freethrow,1 of 1,[],1629645,,,1610612745,91,90,2022-12-24T03:06:48Z,5650000,False,,,0,,K. Porter Jr. Free Throw 1 of 1 (14 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,,14.0,,,,,,,,,,,,,,,,
574,PT08M12.00S,2022-12-24T03:07:08.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,86.81011826544021,64.2156862745098,1610612742,91,92,2022-12-24T03:07:13Z,5660000,False,71.0,71.0,1,right,L. Doncic 10' driving floating bank Jump Shot (40 PTS),[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Right,10.08,Made,,40.0,,,,,,,,,,,,,,,,
575,PT07M58.00S,2022-12-24T03:07:23.6Z,4,REGULAR,turnover,out-of-bounds,[],1631106,,,1610612745,91,92,2022-12-24T03:07:31Z,5670000,False,,,0,,T. Eason step out-of-bounds TURNOVER (4 TO),[1631106],1610612745.0,HOU,step,,,Eason,T. Eason,,,,,Right Corner 3,24+ Right,,,,,,,,,,,1627524.0,,,,,4.0,,,,
576,PT07M58.00S,2022-12-24T03:07:30.5Z,4,REGULAR,substitution,out,[],203939,,,1610612742,91,92,2022-12-24T03:07:36Z,5680000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT07M58.00S,2022-12-24T03:07:30.5Z,4,REGULAR,substitution,in,[],1626174,,,1610612742,91,92,2022-12-24T03:07:36Z,5690000,False,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT07M49.00S,2022-12-24T03:07:51.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629029,84.05059132720105,32.84313725490196,1610612742,91,94,2022-12-24T03:07:55Z,5700000,False,-86.0,97.0,1,right,L. Doncic 12' driving floating bank Jump Shot (42 PTS),[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,12.98,Made,,42.0,,,,,,,,,,,,,,,,
579,PT07M33.00S,2022-12-24T03:08:06.3Z,4,REGULAR,3pt,Jump Shot,[],1631106,25.04927726675427,84.55882352941177,1610612745,94,94,2022-12-24T03:08:10Z,5710000,False,-173.0,183.0,1,left,T. Eason 25' 3PT  (7 PTS) (G. Mathews 2 AST),"[1631106, 1629726]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,25.17,Made,,7.0,G. Mathews,1629726.0,2.0,,,,,,,,,,,,,
581,PT07M18.00S,2022-12-24T03:08:22.7Z,4,REGULAR,3pt,Jump Shot,[],202722,93.38042049934296,3.6764705882352944,1610612742,94,97,2022-12-24T03:08:26Z,5730000,False,-232.0,10.0,1,right,D. Bertans 3PT  (8 PTS) (L. Doncic 9 AST),"[202722, 1629029]",1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Left Corner 3,24+ Left,23.18,Made,,8.0,L. Doncic,1629029.0,9.0,,,,,,,,,,,,,
583,PT07M04.00S,2022-12-24T03:08:38.2Z,4,REGULAR,foul,personal,[],203915,,,1610612745,94,97,2022-12-24T03:08:53Z,5750000,False,,,0,,S. Dinwiddie personal FOUL (3 PF),"[203915, 1629645]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Left,,,,,,,,,,,101283.0,3.0,0.0,Porter Jr.,1629645.0,,,,,
585,PT07M04.00S,2022-12-24T03:08:45.8Z,4,REGULAR,substitution,out,[],1628981,,,1610612745,94,97,2022-12-24T03:08:52Z,5770000,False,,,0,,SUB out: B. Fernando,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT07M04.00S,2022-12-24T03:08:45.8Z,4,REGULAR,substitution,in,[],1630578,,,1610612745,94,97,2022-12-24T03:08:52Z,5780000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT06M53.00S,2022-12-24T03:09:09.0Z,4,REGULAR,foul,personal,[],1629033,,,1610612745,94,97,2022-12-24T03:09:24Z,5790000,False,,,0,,T. Pinson personal FOUL (1 PF),"[1629033, 1630578]",1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,200832.0,1.0,0.0,Sengun,1630578.0,,,,,
589,PT06M53.00S,2022-12-24T03:09:25.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,94,97,2022-12-24T03:09:25Z,5810000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT06M53.00S,2022-12-24T03:11:12.5Z,4,REGULAR,substitution,out,[],1631102,,,1610612745,94,97,2022-12-24T03:12:06Z,5820000,False,,,0,,SUB out: T. Washington Jr.,[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT06M53.00S,2022-12-24T03:11:12.5Z,4,REGULAR,substitution,in,[],1630224,,,1610612745,94,97,2022-12-24T03:12:06Z,5830000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT06M40.00S,2022-12-24T03:12:26.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,8.360709592641262,52.94117647058824,1610612745,94,97,2022-12-24T03:17:30Z,5840000,False,-15.0,26.0,1,left,MISS J. Green driving Layup - blocked,"[1630224, 202722]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.0,Missed,,,,,,,,,,,,,,,Bertans,202722.0,,
691,PT06M40.00S,2022-12-24T03:12:26.9Z,4,REGULAR,block,,[],202722,,,1610612745,94,97,2022-12-24T03:30:56Z,5845000,False,,,0,,D. Bertans BLOCK (1 BLK),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
593,PT06M39.00S,2022-12-24T03:12:27.9Z,4,REGULAR,rebound,offensive,[],1630224,,,1610612745,94,97,2022-12-24T03:17:30Z,5850000,False,,,0,,J. Green REBOUND (Off:1 Def:6),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,592.0,,,,,7.0,6.0,1.0,,,,,,,,,,
594,PT06M39.00S,2022-12-24T03:12:37.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612745,94,97,2022-12-24T03:17:40Z,5860000,False,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,101283.0,,,,,,,,,
595,PT06M24.00S,2022-12-24T03:13:00.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203915,75.1149802890933,10.294117647058822,1610612742,94,100,2022-12-24T03:15:24Z,5870000,False,-199.0,181.0,1,right,S. Dinwiddie 26' 3PT  (11 PTS) (L. Doncic 10 AST),"[203915, 1629029]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,26.89,Made,,11.0,L. Doncic,1629029.0,10.0,,,,,,,,,,,,,
597,PT06M04.00S,2022-12-24T03:13:21.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,9.017739816031538,39.705882352941174,1610612745,94,100,2022-12-24T03:16:05Z,5890000,False,51.0,32.0,1,left,MISS T. Eason 6' Layup - blocked,"[1631106, 1626174]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,6.08,Missed,,,,,,,,,,,,,,,Wood,1626174.0,,
598,PT06M04.00S,2022-12-24T03:13:21.1Z,4,REGULAR,block,,[],1626174,,,1610612745,94,100,2022-12-24T03:13:23Z,5900000,False,,,0,,C. Wood BLOCK (4 BLK),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
599,PT06M04.00S,2022-12-24T03:13:21.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612745,94,100,2022-12-24T03:16:05Z,5910000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,597.0,,,,,,,,,,,,,,,,,
