actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
18,PT10M27.00S,2022-11-21T00:13:12.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626172,5.590000152587891,50.0,1610612744,0,6,2022-11-21T00:13:26Z,180000,False,0.0,0.0,1,left,K. Looney tip Layup (2 PTS),[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,2.0,,,,,,,,,,,
20,PT10M06.00S,2022-11-21T00:13:24.0Z,1,REGULAR,foul,personal,[],203110,,,1610612745,0,6,2022-11-21T00:13:36Z,200000,False,,,0,,D. Green personal FOUL (1 PF),"[203110, 1631095]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,202053.0,,1.0,0.0,Smith Jr.,1631095.0,,
22,PT09M58.00S,2022-11-21T00:13:43.5Z,1,REGULAR,3pt,Jump Shot,[],1631095,71.17279894875165,16.176470588235293,1610612745,0,6,2022-11-21T00:13:50Z,220000,False,-169.0,218.0,1,right,MISS J. Smith Jr. 27' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,27.63,Missed,,,,,,,,,,,,,,,,,,
23,PT09M57.00S,2022-11-21T00:13:44.5Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,0,6,2022-11-21T00:13:50Z,230000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,
24,PT09M37.00S,2022-11-21T00:14:04.4Z,1,REGULAR,3pt,Jump Shot,[],201939,25.837713534822605,14.215686274509803,1610612744,0,6,2022-11-21T00:14:11Z,240000,False,179.0,190.0,1,left,MISS S. Curry 26' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,26.13,Missed,,,,,,,,,,,,,,,,,,
25,PT09M36.00S,2022-11-21T00:14:05.4Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,0,6,2022-11-21T00:14:11Z,250000,False,,,0,,K. Looney REBOUND (Off:2 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Right Center,,,,,24.0,2.0,0.0,2.0,,,,,,,,,,,,
26,PT09M32.00S,2022-11-21T00:14:12.1Z,1,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612744,0,6,2022-11-21T00:14:19Z,260000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Thompson 2 FT),"[1630578, 202691]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202053.0,,1.0,0.0,Thompson,202691.0,,
28,PT09M32.00S,2022-11-21T00:14:36.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202691,,,1610612744,0,7,2022-11-21T00:14:36Z,280000,False,,,0,,K. Thompson Free Throw 1 of 2 (3 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
29,PT09M32.00S,2022-11-21T00:14:51.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202691,,,1610612744,0,8,2022-11-21T00:14:51Z,290000,False,,,0,,K. Thompson Free Throw 2 of 2 (4 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
30,PT09M13.00S,2022-11-21T00:15:13.4Z,1,REGULAR,3pt,Jump Shot,[],1629645,93.11760840998686,2.450980392156863,1610612745,0,8,2022-11-21T00:15:22Z,300000,False,-238.0,12.0,1,right,MISS K. Porter Jr. 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Left Corner 3,24+ Left,23.8,Missed,,,,,,,,,,,,,,,,,,
31,PT09M11.00S,2022-11-21T00:15:15.4Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,0,8,2022-11-21T00:15:39Z,310000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Left Corner 3,24+ Left,,,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,
32,PT09M03.00S,2022-11-21T00:15:23.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203952,24.655059132720105,84.06862745098039,1610612744,0,11,2022-11-21T00:15:36Z,320000,False,-170.0,179.0,1,left,A. Wiggins 24' 3PT  (5 PTS) (D. Green 1 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,24.73,Made,,,,,,,5.0,D. Green,203110.0,1.0,,,,,,,,
34,PT08M46.00S,2022-11-21T00:15:40.0Z,1,REGULAR,turnover,lost ball,[],1630578,,,1610612745,0,11,2022-11-21T00:24:00Z,340000,False,,,0,,A. Sengun lost ball TURNOVER (1 TO),"[1630578, 203952]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1.0,,,,,Wiggins,203952.0
35,PT08M46.00S,2022-11-21T00:15:40.0Z,1,REGULAR,steal,,[],203952,,,1610612744,0,11,2022-11-21T00:15:42Z,350000,False,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
36,PT08M42.00S,2022-11-21T00:15:44.3Z,1,REGULAR,turnover,bad pass,[],203952,,,1610612744,0,11,2022-11-21T00:15:49Z,360000,False,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[203952, 1629645]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1.0,,,,,Porter Jr.,1629645.0
37,PT08M42.00S,2022-11-21T00:15:44.3Z,1,REGULAR,steal,,[],1629645,,,1610612745,0,11,2022-11-21T00:15:47Z,370000,False,,,0,,K. Porter Jr. STEAL (1 STL),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
38,PT08M37.00S,2022-11-21T00:15:49.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629645,82.34231274638634,51.470588235294116,1610612745,0,11,2022-11-21T00:21:25Z,380000,False,7.0,113.0,1,right,MISS K. Porter Jr. 11' running pullup Shot,[1629645],1610612745.0,HOU,running pullup,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.37,Missed,,,,,,,,,,,,,,,,,,
39,PT08M36.00S,2022-11-21T00:15:50.6Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,0,11,2022-11-21T00:15:59Z,390000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,,38.0,3.0,3.0,0.0,,,,,,,,,,,,
40,PT08M30.00S,2022-11-21T00:15:56.1Z,1,REGULAR,2pt,Jump Shot,[],201939,5.995400788436268,68.62745098039215,1610612744,0,11,2022-11-21T00:21:56Z,400000,False,-93.0,4.0,1,left,MISS S. Curry 9' pullup Shot,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Mid-Range,8-16 Left,9.32,Missed,,,,,,,,,,,,,,,,,,
41,PT08M27.00S,2022-11-21T00:15:59.1Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,0,11,2022-11-21T00:16:08Z,410000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,8-16 Left,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,
42,PT08M17.00S,2022-11-21T00:16:07.9Z,1,REGULAR,3pt,Jump Shot,[],1629645,70.77858081471747,77.69607843137256,1610612745,3,11,2022-11-21T00:16:14Z,420000,False,138.0,222.0,1,right,K. Porter Jr. 26' 3PT  (3 PTS) (J. Green 1 AST),"[1629645, 1630224]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.18,Made,,,,,,,3.0,J. Green,1630224.0,1.0,,,,,,,,
44,PT08M02.00S,2022-11-21T00:16:24.0Z,1,REGULAR,3pt,Jump Shot,[],202691,21.895532194480946,8.333333333333332,1610612744,3,14,2022-11-21T00:16:31Z,440000,False,208.0,153.0,1,left,K. Thompson 25' 3PT  (7 PTS) (S. Curry 2 AST),"[202691, 201939]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.86,Made,,,,,,,7.0,S. Curry,201939.0,2.0,,,,,,,,
46,PT07M48.00S,2022-11-21T00:16:38.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201569,80.3712220762155,44.85294117647059,1610612745,5,14,2022-11-21T00:16:46Z,460000,False,-26.0,132.0,1,right,E. Gordon 13' driving floating bank Jump Shot (2 PTS),[201569],1610612745.0,HOU,driving floating bank,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),8-16 Center,13.45,Made,,,,,,,2.0,,,,,,,,,,,
47,PT07M34.00S,2022-11-21T00:16:51.3Z,1,REGULAR,3pt,Jump Shot,[],203952,28.597240473061763,75.49019607843137,1610612744,5,17,2022-11-21T00:16:55Z,470000,False,-127.0,216.0,1,left,A. Wiggins 25' 3PT  (8 PTS) (K. Looney 1 AST),"[203952, 1626172]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,25.11,Made,,,,,,,8.0,K. Looney,1626172.0,1.0,,,,,,,,
49,PT07M24.00S,2022-11-21T00:17:04.7Z,1,REGULAR,foul,personal,['2freethrow'],203110,,,1610612745,5,17,2022-11-21T00:17:31Z,490000,False,,,0,,D. Green shooting personal FOUL (2 PF) (Green 2 FT),"[203110, 1630224]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627534.0,,2.0,0.0,Green,1630224.0,,
51,PT07M24.00S,2022-11-21T00:17:32.7Z,1,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,6,17,2022-11-21T00:17:32Z,510000,False,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
52,PT07M24.00S,2022-11-21T00:17:44.8Z,1,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,7,17,2022-11-21T00:17:44Z,520000,False,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
53,PT07M10.00S,2022-11-21T00:18:01.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202691,9.017739816031538,57.59803921568627,1610612744,7,19,2022-11-21T00:18:06Z,530000,False,-38.0,32.0,1,left,K. Thompson cutting Layup (9 PTS) (K. Looney 2 AST),"[202691, 1626172]",1610612744.0,GSW,cutting,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,4.99,Made,,,,,,,9.0,K. Looney,1626172.0,2.0,,,,,,,,
55,PT06M53.00S,2022-11-21T00:18:17.8Z,1,REGULAR,3pt,Jump Shot,[],1630224,66.44218134034165,23.284313725490197,1610612745,7,19,2022-11-21T00:18:27Z,550000,False,-134.0,263.0,1,right,MISS J. Green 29' step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,29.49,Missed,,,,,,,,,,,,,,,,,,
56,PT06M52.00S,2022-11-21T00:18:18.8Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,7,19,2022-11-21T00:18:27Z,560000,False,,,0,,K. Looney REBOUND (Off:2 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,,,55.0,3.0,1.0,2.0,,,,,,,,,,,,
57,PT06M43.00S,2022-11-21T00:18:28.1Z,1,REGULAR,3pt,Jump Shot,[],202691,4.02431011826544,3.6764705882352944,1610612744,7,22,2022-11-21T00:18:32Z,570000,False,232.0,-15.0,1,left,K. Thompson 3PT  (12 PTS) (S. Curry 3 AST),"[202691, 201939]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,23.21,Made,,,,,,,12.0,S. Curry,201939.0,3.0,,,,,,,,
59,PT06M42.00S,2022-11-21T00:18:37.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,7,22,2022-11-21T00:18:37Z,590000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M34.00S,2022-11-21T00:21:39.0Z,1,REGULAR,3pt,Jump Shot,[],1631095,66.96780551905388,66.42156862745098,1610612745,10,22,2022-11-21T00:21:44Z,600000,False,82.0,258.0,1,right,J. Smith Jr. 27' 3PT  (3 PTS) (K. Porter Jr. 1 AST),"[1631095, 1629645]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,27.07,Made,,,,,,,3.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,
63,PT06M19.00S,2022-11-21T00:21:56.4Z,1,REGULAR,turnover,traveling,[],202691,,,1610612744,10,22,2022-11-21T00:22:04Z,620000,False,,,0,,K. Thompson traveling TURNOVER (1 TO),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2714.0,1.0,,,,,,
64,PT06M06.00S,2022-11-21T00:22:16.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630224,70.12155059132719,76.9607843137255,1610612745,10,22,2022-11-21T00:22:28Z,630000,False,135.0,228.0,1,right,MISS J. Green 26' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,26.52,Missed,,,,,,,,,,,,,,,,,,
65,PT06M04.00S,2022-11-21T00:22:18.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,10,22,2022-11-21T00:22:28Z,640000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,64.0,,,,,,,,,,,,,,,
67,PT05M55.00S,2022-11-21T00:22:31.5Z,1,REGULAR,3pt,Jump Shot,[],202691,7.703679369250986,96.56862745098039,1610612744,10,25,2022-11-21T00:22:36Z,660000,False,-233.0,20.0,1,left,K. Thompson 3PT  (15 PTS) (S. Curry 4 AST),"[202691, 201939]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,23.36,Made,,,,,,,15.0,S. Curry,201939.0,4.0,,,,,,,,
69,PT05M27.00S,2022-11-21T00:22:59.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,85.75886990801577,46.81372549019608,1610612745,10,25,2022-11-21T00:23:08Z,680000,False,-16.0,81.0,1,right,MISS E. Gordon 8' driving Layup,[201569],1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),8-16 Center,8.29,Missed,,,,,,,,,,,,,,,,,,
70,PT05M26.00S,2022-11-21T00:23:00.4Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,10,25,2022-11-21T00:23:08Z,690000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,
71,PT05M22.00S,2022-11-21T00:23:04.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202691,26.231931668856767,16.911764705882355,1610612744,10,28,2022-11-21T00:23:13Z,700000,False,165.0,194.0,1,left,K. Thompson 25' 3PT  (18 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.5,Made,,,,,,,18.0,,,,,,,,,,,
72,PT05M06.00S,2022-11-21T00:23:20.1Z,1,REGULAR,3pt,Jump Shot,[],1629645,70.77858081471747,20.833333333333336,1610612745,13,28,2022-11-21T00:23:25Z,710000,False,-146.0,222.0,1,right,K. Porter Jr. 26' 3PT  (6 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.58,Made,,,,,,,6.0,,,,,,,,,,,
73,PT04M57.00S,2022-11-21T00:23:28.8Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,13,28,2022-11-21T00:24:23Z,720000,False,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1629645]",1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,,,,,Porter Jr.,1629645.0
74,PT04M57.00S,2022-11-21T00:23:28.8Z,1,REGULAR,steal,,[],1629645,,,1610612745,13,28,2022-11-21T00:23:31Z,730000,False,,,0,,K. Porter Jr. STEAL (2 STL),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
75,PT04M52.00S,2022-11-21T00:23:34.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629645,92.19776609724047,57.107843137254896,1610612745,15,28,2022-11-21T00:23:45Z,740000,False,36.0,21.0,1,right,K. Porter Jr. running finger roll Layup (8 PTS),[1629645],1610612745.0,HOU,running finger roll,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,4.11,Made,,,,,,,8.0,,,,,,,,,,,
76,PT04M46.00S,2022-11-21T00:23:46.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,15,28,2022-11-21T00:23:46Z,750000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M46.00S,2022-11-21T00:24:26.8Z,1,REGULAR,substitution,out,[],1631095,,,1610612744,15,28,2022-11-21T00:26:25Z,760000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M46.00S,2022-11-21T00:24:26.8Z,1,REGULAR,substitution,out,[],201569,,,1610612744,15,28,2022-11-21T00:26:25Z,770000,False,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M46.00S,2022-11-21T00:24:26.8Z,1,REGULAR,substitution,out,[],1630578,,,1610612744,15,28,2022-11-21T00:26:25Z,780000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M46.00S,2022-11-21T00:24:26.8Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,15,28,2022-11-21T00:26:25Z,790000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M46.00S,2022-11-21T00:24:26.8Z,1,REGULAR,substitution,out,[],203952,,,1610612744,15,28,2022-11-21T00:26:25Z,800000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M46.00S,2022-11-21T00:24:26.8Z,1,REGULAR,substitution,in,[],1630231,,,1610612744,15,28,2022-11-21T00:26:25Z,810000,False,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M46.00S,2022-11-21T00:24:26.8Z,1,REGULAR,substitution,in,[],1631106,,,1610612744,15,28,2022-11-21T00:26:25Z,820000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M46.00S,2022-11-21T00:24:26.8Z,1,REGULAR,substitution,in,[],1630586,,,1610612744,15,28,2022-11-21T00:26:25Z,830000,False,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M46.00S,2022-11-21T00:24:26.8Z,1,REGULAR,substitution,in,[],1629673,,,1610612744,15,28,2022-11-21T00:26:25Z,840000,False,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M46.00S,2022-11-21T00:24:26.8Z,1,REGULAR,substitution,in,[],203210,,,1610612744,15,28,2022-11-21T00:26:25Z,850000,False,,,0,,SUB in: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
