actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
248,PT05M57.00S,2022-10-22T00:57:16.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,47,37,2022-10-22T00:57:16Z,2480000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,247.0,,,,,,,,,,,,,,,
249,PT05M57.00S,2022-10-22T00:57:17.0Z,2,REGULAR,substitution,out,[],1630578,,,1610612763,47,37,2022-10-22T00:57:29Z,2490000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M57.00S,2022-10-22T00:57:17.0Z,2,REGULAR,substitution,out,[],1631222,,,1610612763,47,37,2022-10-22T00:57:29Z,2500000,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M57.00S,2022-10-22T00:57:17.0Z,2,REGULAR,substitution,in,[],1628981,,,1610612763,47,37,2022-10-22T00:57:29Z,2510000,,,0,,SUB in: B. Fernando,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M57.00S,2022-10-22T00:57:17.0Z,2,REGULAR,substitution,in,[],1629723,,,1610612763,47,37,2022-10-22T00:57:29Z,2520000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M57.00S,2022-10-22T00:57:36.4Z,2,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,47,38,2022-10-22T00:57:36Z,2530000,,,0,,J. Morant Free Throw 2 of 2 (10 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,Made,,,,,10.0,,,,,,,,,,,
254,PT05M40.00S,2022-10-22T00:57:56.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628981,6.652431011826544,55.392156862745104,1610612745,47,38,2022-10-22T00:58:02Z,2540000,-27.0,10.0,1,left,MISS B. Fernando Layup,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,Restricted Area,0-8 Center,,,2.88,Missed,,,,,,,,,,,,,,,,
255,PT05M38.00S,2022-10-22T00:57:58.6Z,2,REGULAR,rebound,offensive,[],1628981,,,1610612745,47,38,2022-10-22T00:58:02Z,2550000,,,0,,B. Fernando REBOUND (Off:2 Def:2),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,Restricted Area,0-8 Center,,,,,254.0,4.0,2.0,2.0,,,,,,,,,,,,
256,PT05M36.00S,2022-10-22T00:58:00.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629645,30.436925098554536,26.96078431372549,1610612745,50,38,2022-10-22T00:58:05Z,2560000,115.0,234.0,1,left,K. Porter Jr. 26' 3PT  (11 PTS) (B. Fernando 2 AST),"[1629645, 1628981]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,26.05,Made,,,,,11.0,,,,,,,B. Fernando,1628981.0,2.0,,
258,PT05M34.00S,2022-10-22T00:58:09.0Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612763,50,38,2022-10-22T00:58:17Z,2580000,,,0,,TEAM delay-of-game VIOLATION,[],1610612745.0,HOU,,,,,,,,,,,,1662.0,,,,,,,,,,,,,,,,,,,
320,PT05M22.00S,2022-10-22T00:58:23.4Z,2,REGULAR,3pt,Jump Shot,[],1630583,70.64717477003943,80.14705882352942,1610612763,50,38,2022-10-22T01:07:28Z,2590000,151.0,223.0,1,right,MISS S. Aldama 26' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,26.95,Missed,,,,,,,,,,,,,,,,
321,PT05M22.00S,2022-10-22T00:58:23.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,50,38,2022-10-22T01:07:28Z,2595000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,320.0,,,,,,,,,,,,,,,
260,PT05M21.00S,2022-10-22T00:58:37.9Z,2,REGULAR,foul,personal,[],1628981,,,1610612763,50,38,2022-10-22T00:58:52Z,2600000,,,0,,B. Fernando loose ball personal FOUL (2 PF),"[1628981, 203500]",1610612745.0,HOU,loose ball,,,Fernando,B. Fernando,,,,,In The Paint (Non-RA),0-8 Center,1627541.0,,,,,,,,,2.0,0.0,Adams,203500.0,,,,,,,
262,PT05M10.00S,2022-10-22T00:58:58.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630583,87.59855453350855,70.09803921568627,1610612763,50,38,2022-10-22T01:07:08Z,2620000,100.0,64.0,1,right,MISS S. Aldama 11' Jump Shot,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Right,,,11.92,Missed,,,,,,,,,,,,,,,,
263,PT05M09.00S,2022-10-22T00:58:59.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,50,38,2022-10-22T00:59:09Z,2630000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Mid-Range,8-16 Right,,,,,262.0,,,,,,,,,,,,,,,
264,PT05M09.00S,2022-10-22T00:59:06.8Z,2,REGULAR,foul,personal,[],1629645,,,1610612763,50,38,2022-10-22T00:59:18Z,2640000,,,0,,K. Porter Jr. loose ball personal FOUL (1 PF),"[1629645, 1629723]",1610612745.0,HOU,loose ball,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Left,1662.0,,,,,,,,,1.0,0.0,Konchar,1629723.0,,,,,,,
266,PT05M04.00S,2022-10-22T00:59:27.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630224,,,1610612763,50,38,2022-10-22T00:59:36Z,2660000,,,0,,J. Green shooting personal FOUL (1 PF) (Morant 2 FT),"[1630224, 1629630]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,1627541.0,,,,,,,,,1.0,0.0,Morant,1629630.0,,,,,,,
268,PT05M04.00S,2022-10-22T00:59:55.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629630,,,1610612763,50,39,2022-10-22T00:59:55Z,2680000,,,0,,J. Morant Free Throw 1 of 2 (11 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,Made,,,,,11.0,,,,,,,,,,,
269,PT05M04.00S,2022-10-22T01:00:08.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629630,,,1610612763,50,40,2022-10-22T01:00:08Z,2690000,,,0,,J. Morant Free Throw 2 of 2 (12 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,Made,,,,,12.0,,,,,,,,,,,
270,PT04M47.00S,2022-10-22T01:00:25.3Z,2,REGULAR,3pt,Jump Shot,[],1631095,31.225361366622867,66.42156862745098,1610612745,53,40,2022-10-22T01:00:30Z,2700000,-82.0,241.0,1,left,J. Smith Jr. 25' 3PT  (5 PTS) (K. Porter Jr. 2 AST),"[1631095, 1629645]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,25.46,Made,,,,,5.0,,,,,,,K. Porter Jr.,1629645.0,2.0,,
273,PT04M28.00S,2022-10-22T01:01:07.7Z,2,REGULAR,violation,kicked ball,[],1628981,,,1610612763,53,40,2022-10-22T01:01:14Z,2730000,,,0,,B. Fernando kicked ball VIOLATION,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,1662.0,,,,,,,,,,,,,,,,,,,
274,PT04M23.00S,2022-10-22T01:01:30.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629630,93.77463863337714,47.794117647058826,1610612763,53,42,2022-10-22T01:01:50Z,2740000,-11.0,6.0,1,right,J. Morant driving Layup (14 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,1.25,Made,,,,,14.0,,,,,,,,,,,
275,PT04M23.00S,2022-10-22T01:01:37.2Z,2,REGULAR,violation,defensive goaltending,[],1628981,,,1610612763,53,42,2022-10-22T01:01:50Z,2750000,,,0,,B. Fernando defensive goaltending VIOLATION,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,1662.0,,,,,,,,,,,,,,,,,,,
276,PT04M23.00S,2022-10-22T01:01:44.2Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628981,,,1610612763,53,42,2022-10-22T01:01:58Z,2760000,,,0,,B. Fernando shooting personal FOUL (3 PF) (Morant 1 FT),"[1628981, 1629630]",1610612745.0,HOU,shooting,,,Fernando,B. Fernando,,,,,Restricted Area,0-8 Center,1662.0,,,,,,,,,3.0,0.0,Morant,1629630.0,,,,,,,
278,PT04M23.00S,2022-10-22T01:02:00.2Z,2,REGULAR,substitution,out,[],1628981,,,1610612763,53,42,2022-10-22T01:02:12Z,2780000,,,0,,SUB out: B. Fernando,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M23.00S,2022-10-22T01:02:00.2Z,2,REGULAR,substitution,in,[],1630578,,,1610612763,53,42,2022-10-22T01:02:12Z,2790000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M23.00S,2022-10-22T01:02:10.5Z,2,REGULAR,freethrow,1 of 1,[],1629630,,,1610612763,53,42,2022-10-22T01:02:20Z,2800000,,,0,,MISS J. Morant Free Throw 1 of 1,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
281,PT04M23.00S,2022-10-22T01:02:10.5Z,2,REGULAR,rebound,offensive,[],1630583,,,1610612763,53,42,2022-10-22T01:02:20Z,2810000,,,0,,S. Aldama REBOUND (Off:1 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,280.0,3.0,2.0,1.0,,,,,,,,,,,,
282,PT04M20.00S,2022-10-22T01:02:12.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630583,94.40999984741211,50.0,1610612763,53,42,2022-10-22T01:02:12Z,2820000,0.0,0.0,1,right,MISS S. Aldama tip Layup,[1630583],1610612763.0,MEM,tip,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Left,,,0.0,Missed,,,,,,,,,,,,,,,,
283,PT04M20.00S,2022-10-22T01:02:14.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,53,42,2022-10-22T01:02:14Z,2830000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Mid-Range,8-16 Left,,,,,282.0,,,,,,,,,,,,,,,
285,PT04M15.00S,2022-10-22T01:02:35.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630583,86.02168199737189,60.78431372549019,1610612763,53,42,2022-10-22T01:02:42Z,2850000,54.0,79.0,1,right,MISS S. Aldama 9' Layup,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),8-16 Right,,,9.56,Missed,,,,,,,,,,,,,,,,
286,PT04M13.00S,2022-10-22T01:02:37.1Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,53,42,2022-10-22T01:02:42Z,2860000,,,0,,S. Adams REBOUND (Off:1 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),8-16 Right,,,,,285.0,4.0,3.0,1.0,,,,,,,,,,,,
287,PT04M13.00S,2022-10-22T01:02:37.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203500,94.40999984741211,50.0,1610612763,53,42,2022-10-22T01:03:15Z,2870000,0.0,0.0,1,right,MISS S. Adams tip Layup,[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
291,PT04M13.00S,2022-10-22T01:02:37.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,53,42,2022-10-22T01:03:15Z,2880000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,287.0,,,,,,,,,,,,,,,
288,PT04M08.00S,2022-10-22T01:03:15.6Z,2,REGULAR,jumpball,recovered,[],1629645,,,1610612745,53,42,2022-10-22T01:03:15Z,2890000,,,0,,Jump Ball J. Smith Jr. vs. S. Adams: Tip to K. Porter Jr.,"[1629645, 1631095, 203500]",1610612745.0,HOU,lodgedball,K. Porter Jr.,1629645.0,Porter Jr.,K. Porter Jr.,Smith Jr.,1631095.0,Adams,203500.0,,,,,,,,,,,,,,,,,,,,,,
292,PT04M03.00S,2022-10-22T01:03:21.0Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1631095,18.74178712220762,71.07843137254902,1610612745,53,42,2022-10-22T01:03:32Z,2920000,-105.0,124.0,1,left,MISS J. Smith Jr. 16' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Left Center,,,16.25,Missed,,,,,,,,,,,,,,,,
293,PT03M58.00S,2022-10-22T01:03:26.0Z,2,REGULAR,rebound,offensive,[],1630231,,,1610612745,53,42,2022-10-22T01:03:32Z,2930000,,,0,,K. Martin Jr. REBOUND (Off:1 Def:3),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Mid-Range,16-24 Left Center,,,,,292.0,4.0,3.0,1.0,,,,,,,,,,,,
294,PT03M58.00S,2022-10-22T01:03:25.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630231,5.590000152587891,50.0,1610612745,55,42,2022-10-22T01:03:25Z,2940000,0.0,0.0,1,left,K. Martin Jr. tip Layup (5 PTS),[1630231],1610612745.0,HOU,tip,,,Martin Jr.,K. Martin Jr.,,,,,Mid-Range,8-16 Left,,,0.0,Made,,,,,5.0,,,,,,,,,,,
295,PT03M53.00S,2022-10-22T01:03:31.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629723,92.85479632063075,56.372549019607845,1610612763,55,44,2022-10-22T01:03:41Z,2950000,32.0,15.0,1,right,J. Konchar cutting Layup (6 PTS) (J. Morant 2 AST),"[1629723, 1629630]",1610612763.0,MEM,cutting,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,3.51,Made,,,,,6.0,,,,,,,J. Morant,1629630.0,2.0,,
297,PT03M35.00S,2022-10-22T01:03:48.5Z,2,REGULAR,3pt,Jump Shot,[],1631095,30.56833114323259,69.85294117647058,1610612745,55,44,2022-10-22T01:03:55Z,2970000,-99.0,235.0,1,left,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,25.49,Missed,,,,,,,,,,,,,,,,
298,PT03M34.00S,2022-10-22T01:03:49.5Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,55,44,2022-10-22T01:03:55Z,2980000,,,0,,S. Adams REBOUND (Off:1 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Left Center,,,,,297.0,5.0,4.0,1.0,,,,,,,,,,,,
299,PT03M27.00S,2022-10-22T01:03:57.2Z,2,REGULAR,3pt,Jump Shot,[],1629630,66.70499342969777,36.51960784313725,1610612763,55,47,2022-10-22T01:04:02Z,2990000,-67.0,260.0,1,right,J. Morant 26' 3PT step back (17 PTS),[1629630],1610612763.0,MEM,step back,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,,,26.91,Made,,,,,17.0,,,,,,,,,,,
300,PT03M09.00S,2022-10-22T01:04:16.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,7.046649145860711,42.8921568627451,1610612745,55,47,2022-10-22T01:24:21Z,3000000,36.0,14.0,1,left,MISS J. Green driving Layup,[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,3.81,Missed,,,,,,,,,,,,,,,,
301,PT03M08.00S,2022-10-22T01:04:17.5Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,55,47,2022-10-22T01:24:21Z,3010000,,,0,,A. Sengun REBOUND (Off:3 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,300.0,6.0,3.0,3.0,,,,,,,,,,,,
302,PT03M08.00S,2022-10-22T01:04:19.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,5.590000152587891,50.0,1610612745,57,47,2022-10-22T01:04:19Z,3020000,0.0,0.0,1,left,A. Sengun tip Layup (8 PTS),[1630578],1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,,,0.0,Made,,,,,8.0,,,,,,,,,,,
303,PT03M08.00S,2022-10-22T01:04:25.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631223,,,1610612745,57,47,2022-10-22T01:04:36Z,3030000,,,0,,D. Roddy shooting personal FOUL (2 PF) (Sengun 1 FT),"[1631223, 1630578]",1610612763.0,MEM,shooting,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,2005.0,,,,,,,,,2.0,0.0,Sengun,1630578.0,,,,,,,
305,PT03M08.00S,2022-10-22T01:04:33.8Z,2,REGULAR,substitution,out,[],1630583,,,1610612745,57,47,2022-10-22T01:04:40Z,3050000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT03M08.00S,2022-10-22T01:04:33.8Z,2,REGULAR,substitution,out,[],1631223,,,1610612745,57,47,2022-10-22T01:04:40Z,3060000,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT03M08.00S,2022-10-22T01:04:33.8Z,2,REGULAR,substitution,in,[],1630217,,,1610612745,57,47,2022-10-22T01:04:40Z,3070000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT03M08.00S,2022-10-22T01:04:33.8Z,2,REGULAR,substitution,in,[],1631222,,,1610612745,57,47,2022-10-22T01:04:40Z,3080000,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT03M08.00S,2022-10-22T01:04:55.7Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630578,,,1610612745,58,47,2022-10-22T01:04:55Z,3090000,,,0,,A. Sengun Free Throw 1 of 1 (9 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,Made,,,,,9.0,,,,,,,,,,,
310,PT02M54.00S,2022-10-22T01:05:11.5Z,2,REGULAR,3pt,Jump Shot,[],1629723,92.19776609724047,4.166666666666666,1610612763,58,50,2022-10-22T01:05:17Z,3100000,-229.0,21.0,1,right,J. Konchar 3PT  (9 PTS) (J. Morant 3 AST),"[1629723, 1629630]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,,,23.01,Made,,,,,9.0,,,,,,,J. Morant,1629630.0,3.0,,
312,PT02M43.00S,2022-10-22T01:05:21.7Z,2,REGULAR,3pt,Jump Shot,[],1630578,31.488173455978973,62.99019607843137,1610612745,61,50,2022-10-22T01:05:26Z,3120000,-65.0,243.0,1,left,A. Sengun 25' 3PT  (12 PTS) (K. Porter Jr. 3 AST),"[1630578, 1629645]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,25.2,Made,,,,,12.0,,,,,,,K. Porter Jr.,1629645.0,3.0,,
314,PT02M28.00S,2022-10-22T01:05:36.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,80.3712220762155,64.95098039215686,1610612763,61,50,2022-10-22T01:05:45Z,3140000,75.0,132.0,1,right,MISS J. Morant 15' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,,,15.17,Missed,,,,,,,,,,,,,,,,
315,PT02M27.00S,2022-10-22T01:05:37.7Z,2,REGULAR,rebound,offensive,[],1629630,,,1610612763,61,50,2022-10-22T01:05:45Z,3150000,,,0,,J. Morant REBOUND (Off:2 Def:0),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,,,,,314.0,2.0,0.0,2.0,,,,,,,,,,,,
316,PT02M25.00S,2022-10-22T01:05:42.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631095,,,1610612763,61,50,2022-10-22T01:05:49Z,3160000,,,0,,J. Smith Jr. shooting personal FOUL (2 PF) (Morant 2 FT),"[1631095, 1629630]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,2005.0,,,,,,,,,2.0,0.0,Morant,1629630.0,,,,,,,
318,PT02M25.00S,2022-10-22T01:06:07.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612763,61,50,2022-10-22T01:06:07Z,3180000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT02M25.00S,2022-10-22T01:08:52.7Z,2,REGULAR,substitution,out,[],1630231,,,1610612763,61,50,2022-10-22T01:08:59Z,3200000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT02M25.00S,2022-10-22T01:08:52.7Z,2,REGULAR,substitution,in,[],201569,,,1610612763,61,50,2022-10-22T01:08:59Z,3210000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT02M25.00S,2022-10-22T01:09:04.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629630,,,1610612763,61,51,2022-10-22T01:09:04Z,3220000,,,0,,J. Morant Free Throw 1 of 2 (18 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,Made,,,,,18.0,,,,,,,,,,,
325,PT02M25.00S,2022-10-22T01:09:18.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629630,,,1610612763,61,52,2022-10-22T01:09:18Z,3230000,,,0,,J. Morant Free Throw 2 of 2 (19 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,Made,,,,,19.0,,,,,,,,,,,
326,PT02M08.00S,2022-10-22T01:09:36.5Z,2,REGULAR,turnover,bad pass,[],1629645,,,1610612745,61,52,2022-10-22T01:09:42Z,3240000,,,0,,K. Porter Jr. bad pass TURNOVER (2 TO),"[1629645, 1629723]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,2.0,,,,,,,,,,,,,,,,,Konchar,1629723.0
327,PT02M08.00S,2022-10-22T01:09:36.5Z,2,REGULAR,steal,,[],1629723,,,1610612763,61,52,2022-10-22T01:10:12Z,3250000,,,0,,J. Konchar STEAL (3 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
328,PT02M05.00S,2022-10-22T01:09:41.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631222,92.85479632063075,52.69607843137255,1610612763,61,54,2022-10-22T01:09:50Z,3260000,13.0,15.0,1,right,J. LaRavia running DUNK (8 PTS) (J. Morant 4 AST),"[1631222, 1629630]",1610612763.0,MEM,running,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,,,2.0,Made,,,,,8.0,,,,,,,J. Morant,1629630.0,4.0,,
329,PT02M05.00S,2022-10-22T01:09:48.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631095,,,1610612763,61,54,2022-10-22T01:09:59Z,3270000,,,0,,J. Smith Jr. shooting personal FOUL (3 PF) (LaRavia 1 FT),"[1631095, 1631222]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,1662.0,,,,,,,,,3.0,0.0,LaRavia,1631222.0,,,,,,,
331,PT02M05.00S,2022-10-22T01:10:12.6Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1631222,,,1610612763,61,55,2022-10-22T01:10:12Z,3290000,,,0,,J. LaRavia Free Throw 1 of 1 (9 PTS),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,Made,,,,,9.0,,,,,,,,,,,
333,PT01M52.00S,2022-10-22T01:10:30.6Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1629723,,,1610612745,61,55,2022-10-22T01:11:00Z,3300000,,,0,,J. Konchar shooting personal FOUL (1 PF) (Gordon 3 FT),"[1629723, 201569]",1610612763.0,MEM,shooting,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Left Center,2005.0,,,,,,,,,1.0,0.0,Gordon,201569.0,,,,,,,
335,PT01M52.00S,2022-10-22T01:11:02.0Z,2,REGULAR,freethrow,1 of 3,[],201569,,,1610612745,62,55,2022-10-22T01:11:39Z,3320000,,,0,,E. Gordon Free Throw 1 of 3 (8 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,
336,PT01M52.00S,2022-10-22T01:11:02.0Z,2,REGULAR,freethrow,2 of 3,[],201569,,,1610612745,63,55,2022-10-22T01:11:39Z,3330000,,,0,,E. Gordon Free Throw 2 of 3 (9 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,Made,,,,,9.0,,,,,,,,,,,
337,PT01M52.00S,2022-10-22T01:11:16.7Z,2,REGULAR,substitution,out,[],1631095,,,1610612745,63,55,2022-10-22T01:11:23Z,3340000,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT01M52.00S,2022-10-22T01:11:16.7Z,2,REGULAR,substitution,in,[],1631106,,,1610612745,63,55,2022-10-22T01:11:23Z,3350000,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
