actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-03-02T01:11:39.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-02T01:11:39Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-03-02T01:11:41.5Z,1,REGULAR,jumpball,recovered,[],1630214,,,1610612763,0,0,2023-03-02T01:11:41Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. J. Smith Jr.: Tip to X. Tillman,"[1630214, 1628991, 1631095]",1610612763.0,MEM,startperiod,X. Tillman,1630214.0,Tillman,X. Tillman,Jackson Jr.,1628991.0,Smith Jr.,1631095.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-03-02T01:11:55.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,91.80354796320631,53.431372549019606,1610612763,0,2,2023-03-02T01:11:59Z,70000,False,17.0,25.0,1,right,J. Jackson Jr. Layup (2 PTS) (J. Morant 1 AST),"[1628991, 1629630]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,2.99,Made,2.0,J. Morant,1629630.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2023-03-02T01:12:16.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.521024967148489,46.07843137254902,1610612745,0,2,2023-03-02T01:20:55Z,90000,False,20.0,9.0,1,left,MISS J. Green driving finger roll Layup,[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.15,Missed,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2023-03-02T01:12:18.4Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,0,2,2023-03-02T01:12:22Z,100000,False,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M06.00S,2023-03-02T01:12:35.2Z,1,REGULAR,foul,personal,[],1630224,,,1610612763,0,2,2023-03-02T01:12:48Z,110000,False,,,0,,J. Green personal FOUL (1 PF),"[1630224, 1629630]",1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1198.0,1.0,0.0,Morant,1629630.0,,,,,
14,PT10M51.00S,2023-03-02T01:13:20.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,92.59198423127464,54.166666666666664,1610612763,0,2,2023-03-02T01:13:26Z,140000,False,21.0,17.0,1,right,MISS D. Bane driving Layup,[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,,
15,PT10M50.00S,2023-03-02T01:13:21.1Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,0,2,2023-03-02T01:13:26Z,150000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M29.00S,2023-03-02T01:13:41.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.389618922470433,51.9607843137255,1610612745,0,2,2023-03-02T01:13:47Z,160000,False,-10.0,8.0,1,left,MISS J. Green driving reverse Layup,[1630224],1610612745.0,HOU,driving reverse,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.24,Missed,,,,,,,,,,,,,,,,,,
17,PT10M28.00S,2023-03-02T01:13:42.9Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,0,2,2023-03-02T01:13:47Z,170000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,16.0,2.0,1.0,1.0,,,,,,,,,,
