actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-02-09T01:11:54.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-09T01:11:54Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-02-09T01:11:56.5Z,1,REGULAR,jumpball,recovered,[],1628989,,,1610612758,0,0,2023-02-09T01:11:56Z,40000,False,,,0,,Jump Ball D. Sabonis vs. A. Sengun: Tip to K. Huerter,"[1628989, 1627734, 1630578]",1610612758.0,SAC,startperiod,K. Huerter,1628989.0,Huerter,K. Huerter,Sabonis,1627734.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2023-02-09T01:12:13.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,11.251642575558476,51.71568627450981,1610612758,0,2,2023-02-09T01:12:22Z,70000,False,-9.0,53.0,1,left,D. Sabonis turnaround Hook (2 PTS) (K. Huerter 1 AST),"[1627734, 1628989]",1610612758.0,SAC,turnaround,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,5.4,Made,2.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,,,,
9,PT11M17.00S,2023-02-09T01:12:36.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,85.23324572930355,54.90196078431373,1610612745,0,2,2023-02-09T01:12:47Z,90000,False,25.0,86.0,1,right,MISS J. Green 8' driving floating bank Shot,[1630224],1610612745.0,HOU,driving floating bank,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,8.97,Missed,,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2023-02-09T01:12:38.4Z,1,REGULAR,rebound,offensive,[],1630231,,,1610612745,0,2,2023-02-09T01:12:47Z,100000,False,,,0,,K. Martin Jr. REBOUND (Off:1 Def:0),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
11,PT11M14.00S,2023-02-09T01:12:40.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630231,92.59198423127464,54.65686274509803,1610612745,2,2,2023-02-09T01:12:53Z,110000,False,23.0,17.0,1,right,K. Martin Jr. putback Layup (2 PTS),[1630231],1610612745.0,HOU,putback,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,2.89,Made,2.0,,,,,,,,,,,,,,,,,
12,PT11M03.00S,2023-02-09T01:12:50.7Z,1,REGULAR,turnover,bad pass,[],1628368,,,1610612758,2,2,2023-02-09T01:12:58Z,120000,False,,,0,,D. Fox bad pass TURNOVER (1 TO),"[1628368, 201569]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Gordon,201569.0,,,,,,,
13,PT11M03.00S,2023-02-09T01:12:50.7Z,1,REGULAR,steal,,[],201569,,,1610612745,2,2,2023-02-09T01:12:52Z,130000,False,,,0,,E. Gordon STEAL (1 STL),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
14,PT11M00.00S,2023-02-09T01:12:54.9Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630231,92.32917214191852,50.98039215686274,1610612745,4,2,2023-02-09T01:13:06Z,140000,False,5.0,20.0,1,right,K. Martin Jr. running DUNK (4 PTS) (A. Sengun 1 AST),"[1630231, 1630578]",1610612745.0,HOU,running,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,2.02,Made,4.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,,
16,PT10M38.00S,2023-02-09T01:13:16.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,12.959921156373195,37.5,1610612758,4,4,2023-02-09T01:13:22Z,160000,False,62.0,69.0,1,left,K. Murray 9' driving floating Jump Shot (2 PTS) (D. Fox 1 AST),"[1631099, 1628368]",1610612758.0,SAC,driving floating,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Right,9.33,Made,2.0,D. Fox,1628368.0,1.0,,,,,,,,,,,,,,
