actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
85,PT04M31.00S,2023-03-16T00:24:46.9Z,1,REGULAR,rebound,offensive,[],1629645,,,1610612745,21,11,2023-03-16T00:24:54Z,850000,False,,,0,,K. Porter Jr. REBOUND (Off:1 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,84.0,,,,,,,2.0,1.0,1.0,,,,
86,PT04M21.00S,2023-03-16T00:24:56.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631095,93.9060446780552,95.34313725490196,1610612745,21,11,2023-03-16T00:25:12Z,860000,False,227.0,5.0,1,right,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,22.68,,,,,,,,,,,
87,PT04M20.00S,2023-03-16T00:24:57.9Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612747,21,11,2023-03-16T00:25:12Z,870000,False,,,0,,J. Vanderbilt REBOUND (Off:1 Def:2),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,,,,,,,86.0,,,,,,,3.0,2.0,1.0,,,,
88,PT04M12.00S,2023-03-16T00:25:05.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626156,7.046649145860711,45.83333333333333,1610612747,21,13,2023-03-16T00:26:58Z,880000,False,21.0,14.0,1,left,D. Russell running Layup (6 PTS) (J. Vanderbilt 2 AST),"[1626156, 1629020]",1610612747.0,LAL,running,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,Made,,6.0,2.49,,J. Vanderbilt,1629020.0,2.0,,,,,,,
90,PT03M55.00S,2023-03-16T00:25:24.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,90.3580814717477,44.36274509803921,1610612745,23,13,2023-03-16T00:27:35Z,900000,False,-28.0,38.0,1,right,K. Porter Jr. turnaround Jump Shot (8 PTS),[1629645],1610612745.0,HOU,turnaround,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,8.0,4.74,,,,,,,,,,,
91,PT03M54.00S,2023-03-16T00:25:39.0Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612747,23,13,2023-03-16T00:25:43Z,910000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612745.0,HOU,,,,,,,,,,,,2003.0,,,,,,,,,,,,,,,,,,,
92,PT03M40.00S,2023-03-16T00:26:00.1Z,1,REGULAR,3pt,Jump Shot,[],1627736,25.57490144546649,18.38235294117647,1610612747,23,13,2023-03-16T00:26:07Z,920000,False,158.0,188.0,1,left,MISS M. Beasley 24' 3PT,[1627736],1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,24.56,,,,,,,,,,,
93,PT03M39.00S,2023-03-16T00:26:01.1Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,23,13,2023-03-16T00:26:07Z,930000,False,,,0,,K. Porter Jr. REBOUND (Off:1 Def:2),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,92.0,,,,,,,3.0,2.0,1.0,,,,
94,PT03M20.00S,2023-03-16T00:26:20.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631095,90.09526938239159,45.34313725490196,1610612745,25,13,2023-03-16T00:26:26Z,940000,False,-23.0,41.0,1,right,J. Smith Jr. cutting DUNK (4 PTS) (K. Porter Jr. 2 AST),"[1631095, 1629645]",1610612745.0,HOU,cutting,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,4.0,4.68,,K. Porter Jr.,1629645.0,2.0,,,,,,,
96,PT03M05.00S,2023-03-16T00:26:38.1Z,1,REGULAR,foul,personal,[],1629645,,,1610612747,25,13,2023-03-16T00:26:46Z,960000,False,,,0,,K. Porter Jr. personal FOUL (2 PF),"[1629645, 1626156]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Left,1626301.0,2.0,0.0,Russell,1626156.0,,,,,,,,,,,,,,,
98,PT03M05.00S,2023-03-16T00:26:47.9Z,1,REGULAR,substitution,out,[],1630231,,,1610612747,25,13,2023-03-16T00:27:05Z,980000,False,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M05.00S,2023-03-16T00:26:47.9Z,1,REGULAR,substitution,out,[],1630578,,,1610612747,25,13,2023-03-16T00:27:05Z,990000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M05.00S,2023-03-16T00:26:47.9Z,1,REGULAR,substitution,out,[],1629020,,,1610612747,25,13,2023-03-16T00:27:05Z,1000000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M05.00S,2023-03-16T00:26:47.9Z,1,REGULAR,substitution,out,[],1627736,,,1610612747,25,13,2023-03-16T00:27:05Z,1010000,False,,,0,,SUB out: M. Beasley,[1627736],1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M05.00S,2023-03-16T00:26:47.9Z,1,REGULAR,substitution,out,[],1629060,,,1610612747,25,13,2023-03-16T00:27:05Z,1020000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M05.00S,2023-03-16T00:26:47.9Z,1,REGULAR,substitution,in,[],1631106,,,1610612747,25,13,2023-03-16T00:27:05Z,1030000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M05.00S,2023-03-16T00:26:47.9Z,1,REGULAR,substitution,in,[],1630256,,,1610612747,25,13,2023-03-16T00:27:05Z,1040000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M05.00S,2023-03-16T00:26:47.9Z,1,REGULAR,substitution,in,[],1630559,,,1610612747,25,13,2023-03-16T00:27:05Z,1050000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M05.00S,2023-03-16T00:26:47.9Z,1,REGULAR,substitution,in,[],1629117,,,1610612747,25,13,2023-03-16T00:27:05Z,1060000,False,,,0,,SUB in: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M05.00S,2023-03-16T00:26:47.9Z,1,REGULAR,substitution,in,[],1628972,,,1610612747,25,13,2023-03-16T00:27:05Z,1070000,False,,,0,,SUB in: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M57.00S,2023-03-16T00:27:08.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,7.30946123521682,49.01960784313725,1610612747,25,13,2023-03-16T00:27:16Z,1080000,False,5.0,16.0,1,left,MISS D. Schroder driving Layup - blocked,"[203471, 1631095]",1610612747.0,LAL,driving,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.69,,,,,,,,Smith Jr.,1631095.0,,
109,PT02M57.00S,2023-03-16T00:27:08.8Z,1,REGULAR,block,,[],1631095,,,1610612747,25,13,2023-03-16T00:27:11Z,1090000,False,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
110,PT02M56.00S,2023-03-16T00:27:09.8Z,1,REGULAR,rebound,offensive,[],1629117,,,1610612747,25,13,2023-03-16T00:27:16Z,1100000,False,,,0,,W. Gabriel REBOUND (Off:1 Def:0),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,,,,,,,108.0,,,,,,,1.0,0.0,1.0,,,,
111,PT02M55.00S,2023-03-16T00:27:15.5Z,1,REGULAR,turnover,traveling,[],1626156,,,1610612747,25,13,2023-03-16T00:27:29Z,1110000,False,,,0,,D. Russell traveling TURNOVER (2 TO),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,203592.0,,,,,,,,,2.0,,,,,,,,,,
112,PT02M55.00S,2023-03-16T00:27:24.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,25,13,2023-03-16T00:27:24Z,1120000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M55.00S,2023-03-16T00:29:28.5Z,1,REGULAR,substitution,out,[],1626156,,,1610612745,25,13,2023-03-16T00:29:44Z,1130000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M55.00S,2023-03-16T00:29:28.5Z,1,REGULAR,substitution,in,[],1629022,,,1610612745,25,13,2023-03-16T00:29:44Z,1140000,False,,,0,,SUB in: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M33.00S,2023-03-16T00:30:34.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630224,93.38042049934296,47.30392156862745,1610612745,25,13,2023-03-16T00:30:43Z,1150000,False,-13.0,10.0,1,right,MISS J. Green driving Layup,[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.66,,,,,,,,,,,
119,PT02M32.00S,2023-03-16T00:30:35.3Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612747,25,13,2023-03-16T00:30:43Z,1160000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,,,,,,,118.0,,,,,,,1.0,1.0,0.0,,,,
120,PT02M21.00S,2023-03-16T00:30:45.7Z,1,REGULAR,turnover,bad pass,[],1628972,,,1610612747,25,13,2023-03-16T00:30:50Z,1170000,False,,,0,,T. Brown Jr. bad pass TURNOVER (2 TO),"[1628972, 1631106]",1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,2.0,,,,,,,,,Eason,1631106.0
121,PT02M21.00S,2023-03-16T00:30:45.7Z,1,REGULAR,steal,,[],1631106,,,1610612745,25,13,2023-03-16T00:30:47Z,1180000,False,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
122,PT02M15.00S,2023-03-16T00:30:53.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629645,93.51182654402102,51.71568627450981,1610612745,27,13,2023-03-16T00:31:02Z,1190000,False,9.0,8.0,1,right,K. Porter Jr. driving finger roll Layup (10 PTS),[1629645],1610612745.0,HOU,driving finger roll,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,,10.0,1.21,,,,,,,,,,,
123,PT01M54.00S,2023-03-16T00:31:13.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,10.988830486202366,46.07843137254902,1610612747,27,15,2023-03-16T00:31:19Z,1200000,False,20.0,51.0,1,left,D. Schroder driving floating Jump Shot (2 PTS),[203471],1610612747.0,LAL,driving floating,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,2.0,5.44,,,,,,,,,,,
124,PT01M37.00S,2023-03-16T00:31:32.4Z,1,REGULAR,foul,personal,['2freethrow'],1630559,,,1610612745,27,15,2023-03-16T00:31:44Z,1210000,False,,,0,,A. Reaves shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1630559, 1629645]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1626301.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,,,,,,,,
126,PT01M37.00S,2023-03-16T00:32:04.6Z,1,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,28,15,2023-03-16T00:32:04Z,1230000,False,,,0,,K. Porter Jr. Free Throw 1 of 2 (11 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,Made,,11.0,,,,,,,,,,,,
127,PT01M37.00S,2023-03-16T00:32:05.4Z,1,REGULAR,substitution,out,[],1631095,,,1610612745,28,15,2023-03-16T00:32:12Z,1240000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M37.00S,2023-03-16T00:32:05.4Z,1,REGULAR,substitution,in,[],1630586,,,1610612745,28,15,2023-03-16T00:32:12Z,1250000,False,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M37.00S,2023-03-16T00:32:24.4Z,1,REGULAR,freethrow,2 of 2,[],1629645,,,1610612745,29,15,2023-03-16T00:32:24Z,1260000,False,,,0,,K. Porter Jr. Free Throw 2 of 2 (12 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,Made,,12.0,,,,,,,,,,,,
130,PT01M23.00S,2023-03-16T00:32:43.3Z,1,REGULAR,foul,personal,['2freethrow'],1630224,,,1610612747,29,15,2023-03-16T00:32:56Z,1270000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Walker IV 2 FT),"[1630224, 1629022]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,203592.0,1.0,0.0,Walker IV,1629022.0,,,,,,,,,,,,,,,
132,PT01M23.00S,2023-03-16T00:33:04.9Z,1,REGULAR,freethrow,1 of 2,[],1629022,,,1610612747,29,16,2023-03-16T00:33:04Z,1290000,False,,,0,,L. Walker IV Free Throw 1 of 2 (1 PTS),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
133,PT01M23.00S,2023-03-16T00:33:18.8Z,1,REGULAR,freethrow,2 of 2,[],1629022,,,1610612747,29,17,2023-03-16T00:33:18Z,1300000,False,,,0,,L. Walker IV Free Throw 2 of 2 (2 PTS),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
134,PT01M06.00S,2023-03-16T00:33:37.7Z,1,REGULAR,3pt,Jump Shot,[],1630586,95.48291721419186,96.56862745098039,1610612745,29,17,2023-03-16T00:33:46Z,1310000,False,233.0,-10.0,1,right,MISS U. Garuba 3PT,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,23.3,,,,,,,,,,,
135,PT01M05.00S,2023-03-16T00:33:38.7Z,1,REGULAR,rebound,offensive,[],1630256,,,1610612745,29,17,2023-03-16T00:33:46Z,1320000,False,,,0,,J. Tate REBOUND (Off:1 Def:0),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Right Corner 3,24+ Right,,,,,,,134.0,,,,,,,1.0,0.0,1.0,,,,
136,PT01M02.00S,2023-03-16T00:33:42.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630256,89.96386333771353,44.6078431372549,1610612745,31,17,2023-03-16T00:34:56Z,1330000,False,-27.0,42.0,1,right,J. Tate putback Layup (2 PTS),[1630256],1610612745.0,HOU,putback,,,Tate,J. Tate,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,2.0,4.98,,,,,,,,,,,
138,PT00M48.00S,2023-03-16T00:33:57.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,9.149145860709593,55.392156862745104,1610612747,31,19,2023-03-16T00:35:18Z,1350000,False,-27.0,34.0,1,left,A. Reaves driving finger roll Layup (2 PTS),[1630559],1610612747.0,LAL,driving finger roll,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,4.3,,,,,,,,,,,
139,PT00M31.70S,2023-03-16T00:34:16.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,88.12417871222075,47.549019607843135,1610612745,31,19,2023-03-16T00:34:23Z,1360000,False,-12.0,59.0,1,right,MISS J. Green 6' driving floating Shot,[1630224],1610612745.0,HOU,driving floating,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.04,,,,,,,,,,,
140,PT00M30.00S,2023-03-16T00:34:17.9Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,31,19,2023-03-16T00:34:23Z,1370000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,139.0,,,,,,,1.0,1.0,0.0,,,,
141,PT00M25.10S,2023-03-16T00:34:25.5Z,1,REGULAR,turnover,traveling,[],1630559,,,1610612747,31,19,2023-03-16T00:34:32Z,1380000,False,,,0,,A. Reaves traveling TURNOVER (1 TO),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,1626301.0,,,,,,,,,1.0,,,,,,,,,,
142,PT00M25.10S,2023-03-16T00:34:42.4Z,1,REGULAR,substitution,out,[],1629022,,,1610612745,31,19,2023-03-16T00:34:48Z,1390000,False,,,0,,SUB out: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M25.10S,2023-03-16T00:34:42.4Z,1,REGULAR,substitution,in,[],1629020,,,1610612745,31,19,2023-03-16T00:34:48Z,1400000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M03.20S,2023-03-16T00:35:16.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629645,75.1149802890933,85.7843137254902,1610612745,31,19,2023-03-16T00:35:27Z,1410000,False,179.0,181.0,1,right,MISS K. Porter Jr. 25' step back 3PT,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.48,,,,,,,,,,,
145,PT00M02.60S,2023-03-16T00:35:17.2Z,1,REGULAR,rebound,offensive,[],1630586,,,1610612745,31,19,2023-03-16T00:35:27Z,1420000,False,,,0,,U. Garuba REBOUND (Off:1 Def:0),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Above the Break 3,24+ Right Center,,,,,,,144.0,,,,,,,1.0,0.0,1.0,,,,
146,PT00M00.00S,2023-03-16T00:35:23.3Z,1,REGULAR,period,end,[],0,,,1610612745,31,19,2023-03-16T00:35:23Z,1430000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2023-03-16T00:37:32.5Z,2,REGULAR,substitution,out,['startperiod'],1629645,,,1610612745,31,19,2023-03-16T00:37:50Z,1440000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2023-03-16T00:37:32.5Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612745,31,19,2023-03-16T00:37:50Z,1450000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-03-16T00:37:32.5Z,2,REGULAR,substitution,out,['startperiod'],1629020,,,1610612745,31,19,2023-03-16T00:37:50Z,1460000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-03-16T00:37:32.5Z,2,REGULAR,substitution,in,['startperiod'],1630231,,,1610612745,31,19,2023-03-16T00:37:50Z,1470000,False,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-03-16T00:37:32.5Z,2,REGULAR,substitution,in,['startperiod'],1630528,,,1610612745,31,19,2023-03-16T00:37:50Z,1480000,False,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2023-03-16T00:37:32.5Z,2,REGULAR,substitution,in,['startperiod'],1629022,,,1610612745,31,19,2023-03-16T00:37:50Z,1490000,False,,,0,,SUB in: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-03-16T00:38:01.0Z,2,REGULAR,period,start,[],0,,,1610612745,31,19,2023-03-16T00:38:01Z,1500000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT11M42.00S,2023-03-16T00:38:19.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630528,90.48948751642575,53.67647058823529,1610612745,33,19,2023-03-16T00:38:25Z,1510000,False,18.0,37.0,1,right,J. Christopher driving Layup (2 PTS),[1630528],1610612745.0,HOU,driving,,,Christopher,J. Christopher,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,4.12,,,,,,,,,,,
155,PT11M28.00S,2023-03-16T00:38:32.5Z,2,REGULAR,foul,personal,['2freethrow'],1630528,,,1610612747,33,19,2023-03-16T00:38:42Z,1520000,False,,,0,,J. Christopher shooting personal FOUL (1 PF) (Schroder 2 FT),"[1630528, 203471]",1610612745.0,HOU,shooting,,,Christopher,J. Christopher,,,,,In The Paint (Non-RA),0-8 Center,1626301.0,1.0,0.0,Schroder,203471.0,,,,,,,,,,,,,,,
157,PT11M28.00S,2023-03-16T00:39:05.2Z,2,REGULAR,freethrow,1 of 2,[],203471,,,1610612747,33,19,2023-03-16T00:39:05Z,1540000,False,,,0,,MISS D. Schroder Free Throw 1 of 2,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
158,PT11M28.00S,2023-03-16T00:39:05.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,33,19,2023-03-16T00:39:05Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,157.0,,,,,,,,,,,,,
159,PT11M28.00S,2023-03-16T00:39:25.4Z,2,REGULAR,freethrow,2 of 2,[],203471,,,1610612747,33,20,2023-03-16T00:39:25Z,1560000,False,,,0,,D. Schroder Free Throw 2 of 2 (3 PTS),[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
160,PT11M15.00S,2023-03-16T00:39:40.6Z,2,REGULAR,3pt,Jump Shot,[],1630528,68.01905387647832,69.11764705882352,1610612745,36,20,2023-03-16T00:42:48Z,1570000,False,96.0,248.0,1,right,J. Christopher 26' 3PT pullup (5 PTS) (J. Tate 1 AST),"[1630528, 1630256]",1610612745.0,HOU,pullup,,,Christopher,J. Christopher,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,5.0,26.59,,J. Tate,1630256.0,1.0,,,,,,,
162,PT11M02.00S,2023-03-16T00:39:53.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,15.325229960578188,53.431372549019606,1610612747,36,22,2023-03-16T00:40:01Z,1590000,False,-17.0,92.0,1,left,A. Reaves 9' driving floating Jump Shot (4 PTS),[1630559],1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,4.0,9.32,,,,,,,,,,,
163,PT10M48.00S,2023-03-16T00:40:07.1Z,2,REGULAR,3pt,Jump Shot,[],1630528,66.17936925098554,49.50980392156863,1610612745,36,22,2023-03-16T00:40:17Z,1600000,False,-2.0,265.0,1,right,MISS J. Christopher 26' step back 3PT,[1630528],1610612745.0,HOU,step back,,,Christopher,J. Christopher,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.54,,,,,,,,,,,
164,PT10M47.00S,2023-03-16T00:40:08.1Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612747,36,22,2023-03-16T00:40:17Z,1610000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:2),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Center,,,,,,,163.0,,,,,,,2.0,2.0,0.0,,,,
165,PT10M41.00S,2023-03-16T00:40:15.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629022,22.158344283837057,90.68627450980392,1610612747,36,22,2023-03-16T00:43:22Z,1620000,False,-203.0,156.0,1,left,MISS L. Walker IV 25' running 3PT,[1629022],1610612747.0,LAL,running,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.62,,,,,,,,,,,
166,PT10M40.00S,2023-03-16T00:40:16.1Z,2,REGULAR,rebound,defensive,[],1630528,,,1610612745,36,22,2023-03-16T00:40:33Z,1630000,False,,,0,,J. Christopher REBOUND (Off:0 Def:1),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,Above the Break 3,24+ Left Center,,,,,,,165.0,,,,,,,1.0,1.0,0.0,,,,
167,PT10M22.00S,2023-03-16T00:40:35.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,92.46057818659659,46.07843137254902,1610612745,38,22,2023-03-16T00:40:43Z,1640000,False,-20.0,18.0,1,right,J. Tate driving reverse Layup (4 PTS),[1630256],1610612745.0,HOU,driving reverse,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,2.69,,,,,,,,,,,
