actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-04-01T00:11:01.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-04-01T00:11:01Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-04-01T00:11:03.8Z,1,REGULAR,jumpball,recovered,[],1630165,,,1610612765,0,0,2023-04-01T00:11:03Z,40000,False,,,0,,Jump Ball J. Wiseman vs. J. Smith Jr.: Tip to K. Hayes,"[1630165, 1630164, 1631095]",1610612765.0,DET,startperiod,K. Hayes,1630165.0,Hayes,K. Hayes,Wiseman,1630164.0,Smith Jr.,1631095.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2023-04-01T00:11:14.4Z,1,REGULAR,3pt,Jump Shot,[],1631093,10.726018396846255,95.09803921568627,1610612765,0,3,2023-04-01T00:11:20Z,70000,False,-225.0,48.0,1,left,J. Ivey 3PT  (3 PTS) (K. Hayes 1 AST),"[1631093, 1630165]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Left Corner 3,24+ Left,23.06,Made,3.0,K. Hayes,1630165.0,1.0,,,,,,,,,,,,,,
9,PT11M29.00S,2023-04-01T00:11:32.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,91.5407358738502,43.872549019607845,1610612745,2,3,2023-04-01T00:11:42Z,90000,False,-31.0,27.0,1,right,K. Martin Jr. alley-oop DUNK (2 PTS) (A. Sengun 1 AST),"[1630231, 1630578]",1610612745.0,HOU,alley-oop,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,4.08,Made,2.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,,
11,PT11M10.00S,2023-04-01T00:11:50.7Z,1,REGULAR,3pt,Jump Shot,[],1630587,26.62614980289093,82.59803921568627,1610612765,2,6,2023-04-01T00:11:55Z,110000,False,-163.0,198.0,1,left,I. Livers 25' 3PT  (3 PTS) (J. Wiseman 1 AST),"[1630587, 1630164]",1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Left Center,25.63,Made,3.0,J. Wiseman,1630164.0,1.0,,,,,,,,,,,,,,
13,PT10M55.00S,2023-04-01T00:12:05.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,87.99277266754271,37.254901960784316,1610612745,2,6,2023-04-01T00:12:13Z,130000,False,-64.0,60.0,1,right,MISS J. Smith Jr. 8' fadeaway Shot,[1631095],1610612745.0,HOU,fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Left,8.78,Missed,,,,,,,,,,,,,,,,,,
14,PT10M54.00S,2023-04-01T00:12:06.5Z,1,REGULAR,rebound,defensive,[],1630164,,,1610612765,2,6,2023-04-01T00:12:13Z,140000,False,,,0,,J. Wiseman REBOUND (Off:0 Def:1),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M46.00S,2023-04-01T00:12:14.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,6.258212877792378,49.26470588235294,1610612765,2,6,2023-04-01T00:22:44Z,150000,False,4.0,6.0,1,left,MISS M. Bagley III Layup,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,0.73,Missed,,,,,,,,,,,,,,,,,,
16,PT10M46.00S,2023-04-01T00:12:14.7Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,2,6,2023-04-01T00:12:22Z,160000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M36.00S,2023-04-01T00:12:25.1Z,1,REGULAR,3pt,Jump Shot,[],1629645,70.64717477003943,79.65686274509804,1610612745,5,6,2023-04-01T00:12:29Z,170000,False,148.0,223.0,1,right,K. Porter Jr. 26' 3PT  (3 PTS) (J. Green 1 AST),"[1629645, 1630224]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.81,Made,3.0,J. Green,1630224.0,1.0,,,,,,,,,,,,,,
19,PT10M19.00S,2023-04-01T00:12:43.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630164,7.30946123521682,52.69607843137255,1610612765,5,6,2023-04-01T00:12:51Z,190000,False,-13.0,16.0,1,left,MISS J. Wiseman Layup - blocked,"[1630164, 1630231]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,2.11,Missed,,,,,,,,,Martin Jr.,1630231.0,,,,,,,,
20,PT10M19.00S,2023-04-01T00:12:43.5Z,1,REGULAR,block,,[],1630231,,,1610612765,5,6,2023-04-01T00:12:45Z,200000,False,,,0,,K. Martin Jr. BLOCK (1 BLK),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M18.00S,2023-04-01T00:12:44.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,5,6,2023-04-01T00:12:51Z,210000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,19.0,,,,,,,,,,,,,
23,PT10M14.00S,2023-04-01T00:13:04.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630587,14.273981603153747,68.38235294117648,1610612765,5,6,2023-04-01T00:13:12Z,230000,False,-92.0,82.0,1,left,MISS I. Livers 12' step back Shot,[1630587],1610612765.0,DET,step back,,,Livers,I. Livers,,,,,Mid-Range,8-16 Left,12.3,Missed,,,,,,,,,,,,,,,,,,
24,PT10M13.00S,2023-04-01T00:13:05.5Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,5,6,2023-04-01T00:13:12Z,240000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
