actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-02-02T01:10:51.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-02T01:10:51Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-02-02T01:10:54.0Z,1,REGULAR,jumpball,recovered,[],1631095,,,1610612745,0,0,2023-02-02T01:10:54Z,40000,False,,,0,,Jump Ball A. Sengun vs. J. Williams: Tip to J. Smith Jr.,"[1631095, 1630578, 1631119]",1610612745.0,HOU,startperiod,J. Smith Jr.,1631095.0,Smith Jr.,J. Smith Jr.,Sengun,1630578.0,Williams,1631119.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M50.00S,2023-02-02T01:11:11.9Z,1,REGULAR,foul,personal,[],1631119,,,1610612745,0,0,2023-02-02T01:11:31Z,70000,False,,,0,,J. Williams personal FOUL (1 PF),"[1631119, 1630578]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Center,201638.0,1.0,0.0,Sengun,1630578.0,,,,,,,,,,,,,,,
9,PT11M37.00S,2023-02-02T01:11:29.8Z,1,REGULAR,2pt,Jump Shot,[],1631095,74.98357424441524,49.26470588235294,1610612745,2,0,2023-02-02T01:11:35Z,90000,False,-4.0,183.0,1,right,J. Smith Jr. 18' pullup Jump Shot (2 PTS) (K. Martin Jr. 1 AST),"[1631095, 1630231]",1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Center,,,,,,18.27,Made,2.0,K. Martin Jr.,1630231.0,1.0,,,,,,,,,
11,PT11M13.00S,2023-02-02T01:11:55.1Z,1,REGULAR,3pt,Jump Shot,[],1631119,30.436925098554536,27.450980392156865,1610612760,2,0,2023-02-02T01:12:03Z,110000,False,113.0,234.0,1,left,MISS J. Williams 25' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,25.94,Missed,,,,,,,,,,,,,
12,PT11M11.00S,2023-02-02T01:11:57.1Z,1,REGULAR,rebound,defensive,[],201569,,,1610612745,2,0,2023-02-02T01:12:03Z,120000,False,,,0,,E. Gordon REBOUND (Off:0 Def:1),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,
13,PT11M03.00S,2023-02-02T01:12:04.3Z,1,REGULAR,3pt,Jump Shot,[],1630231,74.45795006570303,12.254901960784313,1610612745,2,0,2023-02-02T01:12:13Z,130000,False,-189.0,188.0,1,right,MISS K. Martin Jr. 26' 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,26.61,Missed,,,,,,,,,,,,,
14,PT11M02.00S,2023-02-02T01:12:05.3Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,2,0,2023-02-02T01:12:13Z,140000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,
15,PT10M45.00S,2023-02-02T01:12:23.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,13.222733245729303,54.41176470588235,1610612760,2,0,2023-02-02T01:12:32Z,150000,False,-22.0,72.0,1,left,MISS J. Giddey 7' driving floating bank Shot,[1630581],1610612760.0,OKC,driving floating bank,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.51,Missed,,,,,,,,,,,,,
16,PT10M45.00S,2023-02-02T01:12:23.3Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,2,0,2023-02-02T01:12:32Z,160000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,
