actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-12-18T01:11:38.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-18T01:11:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-12-18T01:11:40.4Z,1,REGULAR,jumpball,recovered,[],1626159,,,1610612757,0,0,2022-12-18T01:11:40Z,40000,False,,,0,,Jump Ball J. Nurkic vs. A. Sengun: Tip to J. Winslow,"[1626159, 203994, 1630578]",1610612757.0,POR,startperiod,J. Winslow,1626159.0,Winslow,J. Winslow,Nurkic,203994.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2022-12-18T01:11:50.7Z,1,REGULAR,3pt,Jump Shot,[],203081,70.08869908015768,22.794117647058826,1610612757,0,0,2022-12-18T01:11:59Z,70000,False,-136.0,229.0,1,right,MISS D. Lillard 26' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,26.61,Missed,,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2022-12-18T01:11:52.7Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,0,0,2022-12-18T01:11:59Z,80000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M30.00S,2022-12-18T01:12:07.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,8.065045992115643,50.73529411764706,1610612745,2,0,2022-12-18T01:12:13Z,90000,False,-4.0,23.0,1,left,A. Sengun driving finger roll Layup (2 PTS) (J. Green 1 AST),"[1630578, 1630224]",1610612745.0,HOU,driving finger roll,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.36,Made,,,,,2.0,J. Green,1630224.0,1.0,,,,,,,,,,
11,PT11M12.00S,2022-12-18T01:12:25.4Z,1,REGULAR,3pt,Jump Shot,[],1629014,67.7233902759527,53.67647058823529,1610612757,2,3,2022-12-18T01:12:30Z,110000,False,18.0,251.0,1,right,A. Simons 25' 3PT  (3 PTS) (D. Lillard 1 AST),"[1629014, 203081]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,25.16,Made,,,,,3.0,D. Lillard,203081.0,1.0,,,,,,,,,,
13,PT11M01.00S,2022-12-18T01:12:36.7Z,1,REGULAR,3pt,Jump Shot,[],1631095,23.04533508541394,92.6470588235294,1610612745,2,3,2022-12-18T01:12:44Z,130000,False,-213.0,164.0,1,left,MISS J. Smith Jr. 26' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,26.9,Missed,,,,,,,,,,,,,,,,,,
14,PT10M59.00S,2022-12-18T01:12:38.7Z,1,REGULAR,rebound,defensive,[],1626159,,,1610612757,2,3,2022-12-18T01:12:44Z,140000,False,,,0,,J. Winslow REBOUND (Off:0 Def:1),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Above the Break 3,24+ Left Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M37.00S,2022-12-18T01:13:02.5Z,1,REGULAR,turnover,out-of-bounds,[],1628404,,,1610612757,2,3,2022-12-18T01:13:11Z,150000,False,,,0,,J. Hart lost ball out-of-bounds TURNOVER (1 TO),[1628404],1610612757.0,POR,lost ball,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627519.0,1.0,,,,,,,,
16,PT10M20.00S,2022-12-18T01:13:27.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630224,11.613009198423129,72.30392156862744,1610612745,2,3,2022-12-18T01:13:34Z,160000,False,-112.0,57.0,1,left,MISS J. Green 12' fadeaway Shot,[1630224],1610612745.0,HOU,fadeaway,,,Green,J. Green,,,,,Mid-Range,8-16 Left,12.51,Missed,,,,,,,,,,,,,,,,,,
