actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-02-04T01:10:47.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-04T01:10:47Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-02-04T01:10:51.2Z,1,REGULAR,jumpball,recovered,[],201569,,,1610612745,0,0,2023-02-04T01:10:51Z,40000,False,,,0,,Jump Ball A. Sengun vs. S. Barnes: Tip to E. Gordon,"[201569, 1630578, 1630567]",1610612745.0,HOU,startperiod,E. Gordon,201569.0,Gordon,E. Gordon,Sengun,1630578.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-02-04T01:11:02.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630227,92.9862023653088,53.67647058823529,1610612745,2,0,2023-02-04T01:11:07Z,70000,False,18.0,13.0,1,right,D. Nix driving Layup (2 PTS),[1630227],1610612745.0,HOU,driving,,,Nix,D. Nix,,,,,Restricted Area,0-8 Center,2.28,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M25.00S,2023-02-04T01:11:21.4Z,1,REGULAR,3pt,Jump Shot,[],1630173,6.389618922470433,96.81372549019608,1610612761,2,0,2023-02-04T01:11:29Z,80000,False,-234.0,8.0,1,left,MISS P. Achiuwa 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
9,PT11M24.00S,2023-02-04T01:11:22.4Z,1,REGULAR,rebound,defensive,[],1630227,,,1610612745,2,0,2023-02-04T01:11:29Z,90000,False,,,0,,D. Nix REBOUND (Off:0 Def:1),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,Left Corner 3,24+ Left,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M03.00S,2023-02-04T01:11:43.5Z,1,REGULAR,3pt,Jump Shot,[],201569,74.32654402102497,10.049019607843137,1610612745,2,0,2023-02-04T01:11:55Z,100000,False,-200.0,189.0,1,right,MISS E. Gordon 27' step back 3PT,[201569],1610612745.0,HOU,step back,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Left Center,27.49,Missed,,,,,,,,,,,,,,,,,,
11,PT11M01.00S,2023-02-04T01:11:45.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,2,0,2023-02-04T01:11:55Z,110000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,10.0,,,,,,,,,,,,,,,,
13,PT10M46.00S,2023-02-04T01:12:12.1Z,1,REGULAR,turnover,bad pass,[],1630567,,,1610612761,2,0,2023-02-04T01:12:16Z,130000,False,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 201569]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,Gordon,201569.0,,,,,,,,,,
14,PT10M46.00S,2023-02-04T01:12:12.1Z,1,REGULAR,steal,,[],201569,,,1610612745,2,0,2023-02-04T01:12:14Z,140000,False,,,0,,E. Gordon STEAL (1 STL),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
15,PT10M43.00S,2023-02-04T01:12:15.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201569,92.19776609724047,50.98039215686274,1610612745,4,0,2023-02-04T01:12:22Z,150000,False,5.0,21.0,1,right,E. Gordon running finger roll Layup (2 PTS),[201569],1610612745.0,HOU,running finger roll,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,2.14,Made,2.0,,,,,,,,,,,,,,,,,
16,PT10M17.00S,2023-02-04T01:12:41.0Z,1,REGULAR,turnover,lost ball,[],1627783,,,1610612761,4,0,2023-02-04T01:12:45Z,160000,False,,,0,,P. Siakam lost ball TURNOVER (1 TO),"[1627783, 1630578]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1.0,Sengun,1630578.0,,,,,,,,,,
17,PT10M17.00S,2023-02-04T01:12:41.0Z,1,REGULAR,steal,,[],1630578,,,1610612745,4,0,2023-02-04T01:33:46Z,170000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
18,PT10M09.00S,2023-02-04T01:12:52.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201569,90.62089356110381,44.36274509803921,1610612745,6,0,2023-02-04T01:13:11Z,180000,False,-28.0,36.0,1,right,E. Gordon driving floating bank Jump Shot (4 PTS),[201569],1610612745.0,HOU,driving floating bank,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),0-8 Center,4.55,Made,4.0,,,,,,,,,,,,,,,,,
19,PT10M09.00S,2023-02-04T01:12:57.5Z,1,REGULAR,foul,personal,['1freethrow'],1630567,,,1610612745,6,0,2023-02-04T01:13:03Z,190000,False,,,0,,S. Barnes shooting personal FOUL (1 PF) (Gordon 1 FT),"[1630567, 201569]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627529.0,1.0,0.0,Gordon,201569.0,,,,,
21,PT10M09.00S,2023-02-04T01:13:18.7Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],201569,,,1610612745,7,0,2023-02-04T01:13:18Z,210000,False,,,0,,E. Gordon Free Throw 1 of 1 (5 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
22,PT09M53.00S,2023-02-04T01:13:35.7Z,1,REGULAR,3pt,Jump Shot,[],1630567,23.866622864651774,86.02941176470588,1610612761,7,0,2023-02-04T01:13:43Z,220000,False,-180.0,172.0,1,left,MISS S. Barnes 24' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,24.89,Missed,,,,,,,,,,,,,,,,,,
23,PT09M52.00S,2023-02-04T01:13:36.7Z,1,REGULAR,rebound,defensive,[],201569,,,1610612745,7,0,2023-02-04T01:13:43Z,230000,False,,,0,,E. Gordon REBOUND (Off:0 Def:1),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Left Center,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,
24,PT09M43.00S,2023-02-04T01:13:45.2Z,1,REGULAR,turnover,lost ball,[],1630578,,,1610612745,7,0,2023-02-04T01:15:01Z,240000,False,,,0,,A. Sengun lost ball TURNOVER (1 TO),"[1630578, 1630173]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,Achiuwa,1630173.0,,,,,,,,,,
25,PT09M43.00S,2023-02-04T01:13:45.2Z,1,REGULAR,steal,,[],1630173,,,1610612761,7,0,2023-02-04T01:15:01Z,250000,False,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
26,PT09M22.00S,2023-02-04T01:14:06.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627832,11.514454664914586,19.362745098039216,1610612761,7,0,2023-02-04T01:14:16Z,260000,False,153.0,56.0,1,left,MISS F. VanVleet 16' turnaround fadeaway Shot,[1627832],1610612761.0,TOR,turnaround fadeaway,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Right,16.3,Missed,,,,,,,,,,,,,,,,,,
27,PT09M21.00S,2023-02-04T01:14:07.2Z,1,REGULAR,rebound,defensive,[],1630227,,,1610612745,7,0,2023-02-04T01:14:16Z,270000,False,,,0,,D. Nix REBOUND (Off:0 Def:2),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,Mid-Range,16-24 Right,,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,
28,PT09M12.00S,2023-02-04T01:14:16.2Z,1,REGULAR,2pt,Jump Shot,[],1631095,81.94809461235218,69.36274509803921,1610612745,7,0,2023-02-04T01:14:27Z,280000,False,97.0,117.0,1,right,MISS J. Smith Jr. 15' Jump Shot,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Right,15.2,Missed,,,,,,,,,,,,,,,,,,
29,PT09M11.00S,2023-02-04T01:14:17.2Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,7,0,2023-02-04T01:15:02Z,290000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Right,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,
30,PT09M03.00S,2023-02-04T01:14:25.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,9.017739816031538,59.068627450980394,1610612761,7,0,2023-02-04T01:14:31Z,300000,False,-45.0,32.0,1,left,MISS P. Siakam Layup,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,5.56,Missed,,,,,,,,,,,,,,,,,,
31,PT09M01.00S,2023-02-04T01:14:27.1Z,1,REGULAR,rebound,offensive,[],1627783,,,1610612761,7,0,2023-02-04T01:14:31Z,310000,False,,,0,,P. Siakam REBOUND (Off:1 Def:0),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,30.0,1.0,0.0,1.0,,,,,,,,,,,,,
32,PT09M01.00S,2023-02-04T01:14:27.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,7.30946123521682,60.5392156862745,1610612761,7,0,2023-02-04T01:14:35Z,320000,False,-53.0,16.0,1,left,MISS P. Siakam putback Layup,[1627783],1610612761.0,TOR,putback,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,5.51,Missed,,,,,,,,,,,,,,,,,,
33,PT08M59.00S,2023-02-04T01:14:29.4Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,7,0,2023-02-04T01:14:35Z,330000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,
34,PT08M55.00S,2023-02-04T01:14:33.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630231,92.59198423127464,54.90196078431373,1610612745,7,0,2023-02-04T01:16:30Z,340000,False,25.0,17.0,1,right,MISS K. Martin Jr. running Layup,[1630231],1610612745.0,HOU,running,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,,,,,
35,PT08M53.00S,2023-02-04T01:14:35.2Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,7,0,2023-02-04T01:14:45Z,350000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,
36,PT08M43.00S,2023-02-04T01:14:47.8Z,1,REGULAR,turnover,traveling,[],1627783,,,1610612761,7,0,2023-02-04T01:15:10Z,360000,False,,,0,,P. Siakam traveling TURNOVER (2 TO),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,,,2714.0,,,,,,,,,
37,PT08M23.00S,2023-02-04T01:15:19.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630578,92.06636005256242,56.61764705882353,1610612745,7,0,2023-02-04T01:15:27Z,370000,False,33.0,22.0,1,right,MISS A. Sengun finger roll Layup,[1630578],1610612745.0,HOU,finger roll,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.98,Missed,,,,,,,,,,,,,,,,,,
38,PT08M22.00S,2023-02-04T01:15:20.5Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,7,0,2023-02-04T01:15:27Z,380000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,
39,PT08M17.00S,2023-02-04T01:15:25.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,31.750985545335087,48.28431372549019,1610612761,7,0,2023-02-04T01:17:23Z,390000,False,9.0,246.0,1,left,MISS G. Trent Jr. 24' running pullup 3PT,[1629018],1610612761.0,TOR,running pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,24.62,Missed,,,,,,,,,,,,,,,,,,
40,PT08M15.00S,2023-02-04T01:15:27.8Z,1,REGULAR,rebound,defensive,[],201569,,,1610612745,7,0,2023-02-04T01:15:35Z,400000,False,,,0,,E. Gordon REBOUND (Off:0 Def:2),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Center,,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,
41,PT08M10.00S,2023-02-04T01:15:33.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201569,93.24901445466492,52.20588235294118,1610612745,9,0,2023-02-04T01:17:57Z,410000,False,11.0,11.0,1,right,E. Gordon running reverse Layup (7 PTS),[201569],1610612745.0,HOU,running reverse,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,1.56,Made,7.0,,,,,,,,,,,,,,,,,
42,PT08M10.00S,2023-02-04T01:15:39.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,9,0,2023-02-04T01:15:40Z,420000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M10.00S,2023-02-04T01:17:52.0Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,9,0,2023-02-04T01:18:07Z,430000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M10.00S,2023-02-04T01:17:52.0Z,1,REGULAR,substitution,out,[],1629018,,,1610612761,9,0,2023-02-04T01:18:07Z,440000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M10.00S,2023-02-04T01:17:52.0Z,1,REGULAR,substitution,in,[],1628449,,,1610612761,9,0,2023-02-04T01:18:07Z,450000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M10.00S,2023-02-04T01:17:52.0Z,1,REGULAR,substitution,in,[],1630201,,,1610612761,9,0,2023-02-04T01:18:07Z,460000,False,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M55.00S,2023-02-04T01:18:43.4Z,1,REGULAR,3pt,Jump Shot,[],1628449,17.427726675427067,4.901960784313726,1610612761,9,3,2023-02-04T01:18:48Z,470000,False,225.0,111.0,1,left,C. Boucher 25' 3PT  (3 PTS) (P. Siakam 1 AST),"[1628449, 1627783]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Right Center,25.15,Made,3.0,,,,,,,,,,,,,P. Siakam,1627783.0,1.0,,
49,PT07M40.00S,2023-02-04T01:18:58.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,91.93495400788436,48.03921568627451,1610612745,11,3,2023-02-04T01:19:04Z,490000,False,-10.0,23.0,1,right,K. Martin Jr. alley-oop DUNK (2 PTS) (A. Sengun 1 AST),"[1630231, 1630578]",1610612745.0,HOU,alley-oop,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,2.53,Made,2.0,,,,,,,,,,,,,A. Sengun,1630578.0,1.0,,
51,PT07M40.00S,2023-02-04T01:19:02.4Z,1,REGULAR,foul,personal,['1freethrow'],1628449,,,1610612745,11,3,2023-02-04T01:19:08Z,510000,False,,,0,,C. Boucher shooting personal FOUL (1 PF) (Martin Jr. 1 FT),"[1628449, 1630231]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2714.0,1.0,0.0,Martin Jr.,1630231.0,,,,,
53,PT07M40.00S,2023-02-04T01:19:32.3Z,1,REGULAR,freethrow,1 of 1,[],1630231,,,1610612745,12,3,2023-02-04T01:19:32Z,530000,False,,,0,,K. Martin Jr. Free Throw 1 of 1 (3 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
54,PT07M25.00S,2023-02-04T01:19:47.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,10.463206307490145,58.333333333333336,1610612761,12,3,2023-02-04T01:22:01Z,540000,False,-42.0,46.0,1,left,MISS F. VanVleet 6' driving floating Shot,[1627832],1610612761.0,TOR,driving floating,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,6.2,Missed,,,,,,,,,,,,,,,,,,
