actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-18T00:11:35.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-18T00:11:35Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-03-18T00:11:37.0Z,1,REGULAR,jumpball,recovered,[],203468,,,1610612740,0,0,2023-03-18T00:11:37Z,40000,False,,,0,,Jump Ball J. Valanciunas vs. J. Smith Jr.: Tip to C. McCollum,"[203468, 202685, 1631095]",1610612740.0,NOP,startperiod,C. McCollum,203468.0,McCollum,C. McCollum,Valanciunas,202685.0,Smith Jr.,1631095.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2023-03-18T00:11:57.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,90.75229960578186,40.68627450980392,1610612740,0,2,2023-03-18T00:12:01Z,70000,False,-47.0,34.0,1,right,J. Valanciunas turnaround Hook (2 PTS),[202685],1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,5.79,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M08.00S,2023-03-18T00:12:26.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,11.12023653088042,53.18627450980392,1610612745,0,2,2023-03-18T00:12:30Z,80000,False,-16.0,52.0,1,left,MISS A. Sengun turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,5.44,Missed,,,,,,,,,,,,,,,,,,
9,PT11M07.00S,2023-03-18T00:12:27.4Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,0,2,2023-03-18T00:12:27Z,90000,False,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,8.0,1.0,0.0,1.0,,,,,,,,,,,,,
10,PT11M04.00S,2023-03-18T00:12:30.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629645,5.863994743758213,3.431372549019608,1610612745,0,2,2023-03-18T00:12:36Z,100000,False,233.0,3.0,1,left,MISS K. Porter Jr. 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
11,PT11M03.00S,2023-03-18T00:12:31.4Z,1,REGULAR,rebound,offensive,[],1630231,,,1610612745,0,2,2023-03-18T00:12:36Z,110000,False,,,0,,K. Martin Jr. REBOUND (Off:1 Def:0),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Right Corner 3,24+ Right,,,,10.0,1.0,0.0,1.0,,,,,,,,,,,,,
12,PT10M59.00S,2023-03-18T00:12:35.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630231,7.30946123521682,49.50980392156863,1610612745,2,2,2023-03-18T00:12:40Z,120000,False,2.0,16.0,1,left,K. Martin Jr. driving finger roll Layup (2 PTS),[1630231],1610612745.0,HOU,driving finger roll,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,1.64,Made,2.0,,,,,,,,,,,,,,,,,
13,PT10M51.00S,2023-03-18T00:12:43.1Z,1,REGULAR,2pt,Jump Shot,[],1627742,88.91261498028909,67.15686274509804,1610612740,2,4,2023-03-18T00:12:55Z,130000,False,86.0,52.0,1,right,B. Ingram 10' driving floating Jump Shot (2 PTS),[1627742],1610612740.0,NOP,driving floating,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,10.02,Made,2.0,,,,,,,,,,,,,,,,,
14,PT10M32.00S,2023-03-18T00:13:01.7Z,1,REGULAR,3pt,Jump Shot,[],1630224,27.283180026281208,81.37254901960785,1610612745,2,4,2023-03-18T00:13:09Z,140000,False,-157.0,204.0,1,left,MISS J. Green 25' step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.74,Missed,,,,,,,,,,,,,,,,,,
15,PT10M31.00S,2023-03-18T00:13:02.7Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,2,4,2023-03-18T00:13:09Z,150000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,
16,PT10M18.00S,2023-03-18T00:13:15.6Z,1,REGULAR,2pt,Jump Shot,[],202685,84.70762155059133,27.696078431372552,1610612740,2,4,2023-03-18T00:13:22Z,160000,False,-112.0,91.0,1,right,MISS J. Valanciunas 14' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,14.4,Missed,,,,,,,,,,,,,,,,,,
17,PT10M17.00S,2023-03-18T00:13:16.6Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,2,4,2023-03-18T00:13:22Z,170000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,
18,PT09M55.00S,2023-03-18T00:13:39.3Z,1,REGULAR,2pt,Jump Shot,[],1630224,5.601182654402102,78.92156862745098,1610612745,2,4,2023-03-18T00:13:46Z,180000,False,-145.0,0.0,1,left,MISS J. Green 14' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,8-16 Left,14.46,Missed,,,,,,,,,,,,,,,,,,
19,PT09M54.00S,2023-03-18T00:13:40.3Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,2,4,2023-03-18T00:13:46Z,190000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,
20,PT09M45.00S,2023-03-18T00:13:49.3Z,1,REGULAR,3pt,Jump Shot,[],1627742,68.41327201051249,77.20588235294117,1610612740,2,7,2023-03-18T00:13:53Z,200000,False,136.0,244.0,1,right,B. Ingram 27' 3PT  (5 PTS) (C. McCollum 1 AST),"[1627742, 203468]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,27.97,Made,5.0,,,,,C. McCollum,203468.0,1.0,,,,,,,,,,
22,PT09M21.00S,2023-03-18T00:14:13.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630231,11.645860709592641,50.245098039215684,1610612745,2,7,2023-03-18T00:15:02Z,220000,False,-1.0,57.0,1,left,MISS K. Martin Jr. Hook,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.7,Missed,,,,,,,,,,,,,,,,,,
