actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-04-02T23:11:37.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-04-02T23:11:37Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M52.00S,2023-04-02T23:11:44.6Z,1,REGULAR,jumpball,recovered,[],1629645,,,1610612745,0,0,2023-04-02T23:11:44Z,40000,False,,,0,,Jump Ball J. Smith Jr. vs. A. Davis: Tip to K. Porter Jr.,"[1629645, 1631095, 203076]",1610612745.0,HOU,startperiod,K. Porter Jr.,1629645.0,Porter Jr.,K. Porter Jr.,Smith Jr.,1631095.0,Davis,203076.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2023-04-02T23:11:54.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,91.93495400788436,49.50980392156863,1610612745,2,0,2023-04-02T23:12:12Z,70000,False,-2.0,23.0,1,right,J. Green driving reverse Layup (2 PTS) (A. Sengun 1 AST),"[1630224, 1630578]",1610612745.0,HOU,driving reverse,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.34,Made,2.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2023-04-02T23:12:14.3Z,1,REGULAR,3pt,Jump Shot,[],1626156,4.944152431011826,3.431372549019608,1610612747,2,3,2023-04-02T23:12:18Z,90000,False,233.0,-6.0,1,left,D. Russell 3PT  (3 PTS) (L. James 1 AST),"[1626156, 2544]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Right Corner 3,24+ Right,23.29,Made,3.0,L. James,2544.0,1.0,,,,,,,,,,,,,,
11,PT10M54.00S,2023-04-02T23:12:42.3Z,1,REGULAR,2pt,Jump Shot,[],1630224,83.65637319316689,15.686274509803921,1610612745,2,3,2023-04-02T23:13:00Z,110000,False,-172.0,101.0,1,right,MISS J. Green 19' step back Shot,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Mid-Range,16-24 Left,19.92,Missed,,,,,,,,,,,,,,,,,,
12,PT10M50.00S,2023-04-02T23:12:46.3Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,2,3,2023-04-02T23:12:49Z,120000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Left,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M38.00S,2023-04-02T23:12:58.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,15.193823915900131,51.9607843137255,1610612747,2,5,2023-04-02T23:13:04Z,130000,False,-10.0,90.0,1,left,L. James 9' turnaround fadeaway Jump Shot (2 PTS),[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,9.08,Made,2.0,,,,,,,,,,,,,,,,,
14,PT10M15.00S,2023-04-02T23:13:22.3Z,1,REGULAR,3pt,Jump Shot,[],1631095,92.72339027595268,2.696078431372549,1610612745,5,5,2023-04-02T23:13:26Z,140000,False,-237.0,16.0,1,right,J. Smith Jr. 3PT  (3 PTS) (J. Green 1 AST),"[1631095, 1630224]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Left Corner 3,24+ Left,23.7,Made,3.0,J. Green,1630224.0,1.0,,,,,,,,,,,,,,
16,PT10M01.00S,2023-04-02T23:13:35.3Z,1,REGULAR,3pt,Jump Shot,[],2544,24.655059132720105,13.480392156862745,1610612747,5,5,2023-04-02T23:13:41Z,160000,False,183.0,179.0,1,left,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,25.59,Missed,,,,,,,,,,,,,,,,,,
17,PT10M00.00S,2023-04-02T23:13:36.3Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,5,5,2023-04-02T23:13:41Z,170000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
