actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
18,PT10M55.00S,2022-12-22T01:12:41.0Z,1,REGULAR,turnover,out-of-bounds,[],1630532,,,1610612753,2,0,2022-12-22T01:12:51Z,180000,False,,,0,,F. Wagner bad pass out-of-bounds TURNOVER (1 TO),[1630532],1610612753.0,ORL,bad pass,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Left,,,,,,,,1662.0,,,,,1.0,,,,,,,
19,PT10M38.00S,2022-12-22T01:13:00.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630224,72.48685939553219,9.068627450980392,1610612745,5,0,2022-12-22T01:13:07Z,190000,False,-205.0,206.0,1,right,J. Green 29' 3PT pullup (3 PTS) (E. Gordon 1 AST),"[1630224, 201569]",1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,29.05,Made,3.0,,,,,,,,,,,E. Gordon,201569.0,1.0,,,,
20,PT10M24.00S,2022-12-22T01:13:14.9Z,1,REGULAR,2pt,Jump Shot,[],1631094,16.507884362680684,33.088235294117645,1610612753,5,2,2022-12-22T01:13:23Z,200000,False,85.0,103.0,1,left,P. Banchero 13' pullup Jump Shot (2 PTS) (M. Wagner 1 AST),"[1631094, 1629021]",1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,13.31,Made,2.0,,,,,,,,,,,M. Wagner,1629021.0,1.0,,,,
22,PT10M13.00S,2022-12-22T01:13:28.7Z,1,REGULAR,foul,personal,[],1631094,,,1610612745,5,2,2022-12-22T01:13:44Z,220000,False,,,0,,P. Banchero personal FOUL (1 PF),"[1631094, 201569]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Center,,,,,,,,1662.0,1.0,0.0,Gordon,201569.0,,,,,,,,
24,PT10M09.00S,2022-12-22T01:13:45.1Z,1,REGULAR,3pt,Jump Shot,[],1630224,66.96780551905388,67.40196078431373,1610612745,5,2,2022-12-22T01:13:54Z,240000,False,87.0,258.0,1,right,MISS J. Green 27' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,27.23,Missed,,,,,,,,,,,,,,,,,,
25,PT10M03.00S,2022-12-22T01:13:51.1Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,5,2,2022-12-22T01:21:19Z,250000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,
26,PT09M59.00S,2022-12-22T01:13:54.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630532,6.1268068331143235,94.11764705882352,1610612753,5,2,2022-12-22T01:22:05Z,260000,False,-221.0,5.0,1,left,MISS F. Wagner running 3PT,[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Left Corner 3,24+ Left,22.07,Missed,,,,,,,,,,,,,,,,,,
27,PT09M56.00S,2022-12-22T01:13:57.6Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,5,2,2022-12-22T01:14:03Z,270000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,
28,PT09M53.00S,2022-12-22T01:14:00.7Z,1,REGULAR,turnover,lost ball,[],1629645,,,1610612745,5,2,2022-12-22T01:14:06Z,280000,False,,,0,,K. Porter Jr. lost ball TURNOVER (1 TO),"[1629645, 1629021]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,,,,Wagner,1629021.0,,
29,PT09M53.00S,2022-12-22T01:14:00.7Z,1,REGULAR,steal,,[],1629021,,,1610612753,5,2,2022-12-22T01:24:22Z,290000,False,,,0,,M. Wagner STEAL (1 STL),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M47.00S,2022-12-22T01:14:06.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629626,5.863994743758213,42.15686274509804,1610612753,5,4,2022-12-22T01:26:00Z,300000,False,39.0,3.0,1,left,B. Bol running alley-oop Layup (2 PTS) (P. Banchero 1 AST),"[1629626, 1631094]",1610612753.0,ORL,running alley-oop,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,3.93,Made,2.0,,,,,,,,,,,P. Banchero,1631094.0,1.0,,,,
32,PT09M35.00S,2022-12-22T01:14:18.4Z,1,REGULAR,3pt,Jump Shot,[],1629645,77.34888304862024,91.42156862745098,1610612745,8,4,2022-12-22T01:14:23Z,320000,False,207.0,160.0,1,right,K. Porter Jr. 26' 3PT step back (3 PTS),[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.2,Made,3.0,,,,,,,,,,,,,,,,,
33,PT09M12.00S,2022-12-22T01:14:41.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,10.85742444152431,53.18627450980392,1610612753,8,4,2022-12-22T01:26:48Z,330000,False,-16.0,50.0,1,left,MISS M. Fultz driving floating Shot - blocked,"[1628365, 1631095]",1610612753.0,ORL,driving floating,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,5.21,Missed,,,,,,,,,,,,,,,,,Smith Jr.,1631095.0
34,PT09M12.00S,2022-12-22T01:14:41.4Z,1,REGULAR,block,,[],1631095,,,1610612753,8,4,2022-12-22T01:14:43Z,340000,False,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT09M10.00S,2022-12-22T01:14:43.4Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,8,4,2022-12-22T01:14:49Z,350000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:2),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,33.0,2.0,2.0,0.0,,,,,,,,,,,,,
36,PT09M04.00S,2022-12-22T01:14:49.2Z,1,REGULAR,3pt,Jump Shot,[],1629645,68.15045992115637,64.95098039215686,1610612745,11,4,2022-12-22T01:27:48Z,360000,False,75.0,247.0,1,right,K. Porter Jr. 25' 3PT step back (6 PTS),[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,25.8,Made,6.0,,,,,,,,,,,,,,,,,
37,PT09M02.00S,2022-12-22T01:14:55.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,11,4,2022-12-22T01:14:55Z,370000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M44.00S,2022-12-22T01:18:04.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,7.178055190538765,51.9607843137255,1610612753,11,6,2022-12-22T01:28:16Z,380000,False,-10.0,15.0,1,left,P. Banchero driving reverse Layup (4 PTS),[1631094],1610612753.0,ORL,driving reverse,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.79,Made,4.0,,,,,,,,,,,,,,,,,
40,PT08M25.00S,2022-12-22T01:18:24.4Z,1,REGULAR,2pt,Jump Shot,[],1630224,79.71419185282524,83.08823529411765,1610612745,13,6,2022-12-22T01:18:30Z,390000,False,165.0,138.0,1,right,J. Green 21' pullup Jump Shot (5 PTS) (A. Sengun 1 AST),"[1630224, 1630578]",1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,21.55,Made,5.0,,,,,,,,,,,A. Sengun,1630578.0,1.0,,,,
42,PT08M15.00S,2022-12-22T01:18:33.7Z,1,REGULAR,turnover,lost ball,[],1629626,,,1610612753,13,6,2022-12-22T01:18:53Z,410000,False,,,0,,B. Bol lost ball TURNOVER (1 TO),"[1629626, 1631095]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,,,,Smith Jr.,1631095.0,,
43,PT08M15.00S,2022-12-22T01:18:33.7Z,1,REGULAR,steal,,[],1631095,,,1610612745,13,6,2022-12-22T01:18:39Z,420000,False,,,0,,J. Smith Jr. STEAL (1 STL),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
44,PT08M01.00S,2022-12-22T01:18:48.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631095,80.50262812089356,24.754901960784316,1610612745,15,6,2022-12-22T01:28:54Z,430000,False,-126.0,131.0,1,right,J. Smith Jr. 18' turnaround fadeaway Jump Shot (2 PTS) (A. Sengun 2 AST),"[1631095, 1630578]",1610612745.0,HOU,turnaround fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Left Center,18.18,Made,2.0,,,,,,,,,,,A. Sengun,1630578.0,2.0,,,,
46,PT07M49.00S,2022-12-22T01:19:00.1Z,1,REGULAR,turnover,bad pass,[],1631094,,,1610612753,15,6,2022-12-22T01:19:04Z,450000,False,,,0,,P. Banchero bad pass TURNOVER (1 TO),"[1631094, 1629645]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,,,,Porter Jr.,1629645.0,,
47,PT07M49.00S,2022-12-22T01:19:00.1Z,1,REGULAR,steal,,[],1629645,,,1610612745,15,6,2022-12-22T01:19:01Z,460000,False,,,0,,K. Porter Jr. STEAL (1 STL),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
48,PT07M47.00S,2022-12-22T01:19:02.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629645,92.72339027595268,50.0,1610612745,17,6,2022-12-22T01:19:18Z,470000,False,0.0,16.0,1,right,K. Porter Jr. running DUNK (8 PTS),[1629645],1610612745.0,HOU,running,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,1.59,Made,8.0,,,,,,,,,,,,,,,,,
49,PT07M47.00S,2022-12-22T01:19:07.6Z,1,REGULAR,foul,personal,['1freethrow'],1629626,,,1610612745,17,6,2022-12-22T01:28:47Z,480000,False,,,0,,B. Bol shooting personal FOUL (1 PF) (Porter Jr. 1 FT),"[1629626, 1629645]",1610612753.0,ORL,shooting,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,202037.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,
51,PT07M47.00S,2022-12-22T01:19:31.9Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1629645,,,1610612745,18,6,2022-12-22T01:19:31Z,500000,False,,,0,,K. Porter Jr. Free Throw 1 of 1 (9 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
52,PT07M29.00S,2022-12-22T01:19:51.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,5.863994743758213,45.588235294117645,1610612753,18,6,2022-12-22T01:19:58Z,510000,False,22.0,3.0,1,left,MISS M. Wagner Layup - blocked,"[1629021, 1631095]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.23,Missed,,,,,,,,,,,,,,,,,Smith Jr.,1631095.0
53,PT07M29.00S,2022-12-22T01:19:51.9Z,1,REGULAR,block,,[],1631095,,,1610612753,18,6,2022-12-22T01:19:54Z,520000,False,,,0,,J. Smith Jr. BLOCK (2 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT07M27.00S,2022-12-22T01:19:53.9Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,18,6,2022-12-22T01:19:58Z,530000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,
55,PT07M17.00S,2022-12-22T01:20:04.7Z,1,REGULAR,3pt,Jump Shot,[],1630224,65.25952693823915,40.19607843137255,1610612745,18,6,2022-12-22T01:20:13Z,540000,False,-49.0,274.0,1,right,MISS J. Green 27' step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Center,27.84,Missed,,,,,,,,,,,,,,,,,,
56,PT07M15.00S,2022-12-22T01:20:06.7Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,18,6,2022-12-22T01:20:13Z,550000,False,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Center,,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,
57,PT07M08.00S,2022-12-22T01:20:13.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,4.944152431011826,43.38235294117647,1610612753,18,6,2022-12-22T01:20:41Z,560000,False,33.0,-6.0,1,left,MISS M. Fultz driving reverse Layup,[1628365],1610612753.0,ORL,driving reverse,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,3.36,Missed,,,,,,,,,,,,,,,,,,
58,PT07M08.00S,2022-12-22T01:20:13.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,18,6,2022-12-22T01:20:41Z,570000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,,57.0,,,,,,,,,,,,,,,,
60,PT07M02.00S,2022-12-22T01:20:40.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630532,29.517082785808146,24.509803921568626,1610612753,18,6,2022-12-22T01:30:07Z,590000,False,127.0,225.0,1,left,MISS F. Wagner 25' step back 3PT,[1630532],1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
61,PT07M00.00S,2022-12-22T01:20:42.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,18,6,2022-12-22T01:20:49Z,600000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,,60.0,,,,,,,,,,,,,,,,
63,PT06M43.00S,2022-12-22T01:21:03.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,90.48948751642575,51.9607843137255,1610612745,20,6,2022-12-22T01:21:08Z,620000,False,10.0,37.0,1,right,A. Sengun turnaround Hook (4 PTS),[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.82,Made,4.0,,,,,,,,,,,,,,,,,
64,PT06M28.00S,2022-12-22T01:21:17.8Z,1,REGULAR,3pt,Jump Shot,[],1629021,20.97568988173456,7.8431372549019605,1610612753,20,6,2022-12-22T01:21:24Z,630000,False,211.0,145.0,1,left,MISS M. Wagner 25' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Right Center,25.57,Missed,,,,,,,,,,,,,,,,,,
65,PT06M25.00S,2022-12-22T01:21:20.8Z,1,REGULAR,rebound,offensive,[],1630532,,,1610612753,20,6,2022-12-22T01:25:48Z,640000,False,,,0,,F. Wagner REBOUND (Off:1 Def:0),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,,64.0,1.0,0.0,1.0,,,,,,,,,,,,,
66,PT06M22.00S,2022-12-22T01:21:26.2Z,1,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612753,20,6,2022-12-22T01:21:40Z,650000,False,,,0,,J. Smith Jr. shooting personal FOUL (1 PF) (Bol 2 FT),"[1631095, 1629626]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202037.0,1.0,0.0,Bol,1629626.0,,,,,,,,
68,PT06M22.00S,2022-12-22T01:21:47.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629626,,,1610612753,20,7,2022-12-22T01:21:47Z,670000,False,,,0,,B. Bol Free Throw 1 of 2 (3 PTS),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
69,PT06M22.00S,2022-12-22T01:22:00.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629626,,,1610612753,20,8,2022-12-22T01:22:00Z,680000,False,,,0,,B. Bol Free Throw 2 of 2 (4 PTS),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
70,PT06M12.00S,2022-12-22T01:22:12.9Z,1,REGULAR,3pt,Jump Shot,[],1631095,66.83639947437582,39.46078431372549,1610612745,20,8,2022-12-22T01:22:21Z,690000,False,-53.0,259.0,1,right,MISS J. Smith Jr. 26' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,26.45,Missed,,,,,,,,,,,,,,,,,,
71,PT06M10.00S,2022-12-22T01:22:14.9Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612753,20,8,2022-12-22T01:22:21Z,700000,False,,,0,,B. Bol REBOUND (Off:0 Def:1),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Center,,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,,
72,PT06M02.00S,2022-12-22T01:22:24.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,5.732588699080158,60.78431372549019,1610612753,20,10,2022-12-22T01:22:56Z,710000,False,-54.0,1.0,1,left,P. Banchero driving floating Jump Shot (6 PTS),[1631094],1610612753.0,ORL,driving floating,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,5.39,Made,6.0,,,,,,,,,,,,,,,,,
73,PT06M02.00S,2022-12-22T01:22:28.3Z,1,REGULAR,foul,personal,['1freethrow'],1630224,,,1610612753,20,10,2022-12-22T01:22:46Z,720000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Banchero 1 FT),"[1630224, 1631094]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202035.0,1.0,0.0,Banchero,1631094.0,,,,,,,,
75,PT06M02.00S,2022-12-22T01:22:36.4Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,20,10,2022-12-22T01:22:56Z,740000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M02.00S,2022-12-22T01:22:36.4Z,1,REGULAR,substitution,in,[],203082,,,1610612753,20,10,2022-12-22T01:22:56Z,750000,False,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M02.00S,2022-12-22T01:22:48.0Z,1,REGULAR,freethrow,1 of 1,[],1631094,,,1610612753,20,11,2022-12-22T01:22:48Z,760000,False,,,0,,P. Banchero Free Throw 1 of 1 (7 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
78,PT05M50.00S,2022-12-22T01:23:03.8Z,1,REGULAR,3pt,Jump Shot,[],1629645,69.20170827858082,71.32352941176471,1610612745,20,11,2022-12-22T01:23:13Z,770000,False,107.0,237.0,1,right,MISS K. Porter Jr. 25' step back 3PT,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,,,,,,,,,,,,,,,,,
79,PT05M48.00S,2022-12-22T01:23:05.8Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,20,11,2022-12-22T01:23:13Z,780000,False,,,0,,P. Banchero REBOUND (Off:0 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,,78.0,3.0,3.0,0.0,,,,,,,,,,,,,
80,PT05M32.00S,2022-12-22T01:23:21.5Z,1,REGULAR,2pt,Jump Shot,[],203082,13.222733245729303,31.127450980392158,1610612753,20,11,2022-12-22T01:23:29Z,790000,False,94.0,72.0,1,left,MISS T. Ross 11' pullup Shot,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,Mid-Range,8-16 Right,11.86,Missed,,,,,,,,,,,,,,,,,,
81,PT05M31.00S,2022-12-22T01:23:22.5Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,20,11,2022-12-22T01:23:29Z,800000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,
82,PT05M24.00S,2022-12-22T01:23:31.1Z,1,REGULAR,foul,personal,[],1629021,,,1610612745,20,11,2022-12-22T01:23:41Z,810000,False,,,0,,M. Wagner personal FOUL (1 PF),"[1629021, 1630224]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Mid-Range,8-16 Right,,,,,,,,202035.0,1.0,0.0,Green,1630224.0,,,,,,,,
84,PT05M24.00S,2022-12-22T01:23:38.2Z,1,REGULAR,substitution,out,[],201569,,,1610612745,20,11,2022-12-22T01:23:53Z,830000,False,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M24.00S,2022-12-22T01:23:38.2Z,1,REGULAR,substitution,out,[],1629021,,,1610612745,20,11,2022-12-22T01:23:53Z,840000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
