actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
251,PT04M20.00S,2023-03-19T23:54:23.0Z,2,REGULAR,substitution,out,[],1630230,,,1610612740,40,53,2023-03-19T23:54:41Z,2470000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,,,,,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,
252,PT04M20.00S,2023-03-19T23:54:23.0Z,2,REGULAR,substitution,out,[],202685,,,1610612740,40,53,2023-03-19T23:54:41Z,2480000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,,,,,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,
253,PT04M20.00S,2023-03-19T23:54:23.0Z,2,REGULAR,substitution,in,[],1630231,,,1610612740,40,53,2023-03-19T23:54:41Z,2490000,False,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,
254,PT04M20.00S,2023-03-19T23:54:23.0Z,2,REGULAR,substitution,in,[],1630256,,,1610612740,40,53,2023-03-19T23:54:41Z,2500000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
255,PT04M20.00S,2023-03-19T23:54:23.0Z,2,REGULAR,substitution,in,[],1626204,,,1610612740,40,53,2023-03-19T23:54:41Z,2510000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,,,,,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,
256,PT04M20.00S,2023-03-19T23:54:23.0Z,2,REGULAR,substitution,in,[],1630530,,,1610612740,40,53,2023-03-19T23:54:41Z,2520000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
257,PT04M06.00S,2023-03-19T23:54:49.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630700,65.91655716162943,66.42156862745098,1610612740,40,53,2023-03-19T23:55:13Z,2530000,False,82.0,268.0,1,right,MISS D. Daniels 28' 3PT,[1630700],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,28.02,Missed,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,
258,PT04M04.00S,2023-03-19T23:54:53.1Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612745,40,53,2023-03-19T23:54:53Z,2540000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:2),[1629645],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,Porter Jr.,K. Porter Jr.,257.0,2.0,2.0,0.0,,,,,,,,,,,,,,
259,PT03M47.00S,2023-03-19T23:55:09.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,7.835085413929041,58.333333333333336,1610612745,40,53,2023-03-20T00:06:27Z,2550000,False,-42.0,21.0,1,left,MISS K. Porter Jr. turnaround Shot,[1629645],1610612745.0,HOU,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,4.67,Missed,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,
260,PT03M44.00S,2023-03-19T23:55:12.3Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612740,40,53,2023-03-20T00:17:19Z,2560000,False,,,0,,D. Daniels REBOUND (Off:0 Def:2),[1630700],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Daniels,D. Daniels,259.0,2.0,2.0,0.0,,,,,,,,,,,,,,
261,PT03M39.00S,2023-03-19T23:55:16.8Z,2,REGULAR,3pt,Jump Shot,[],1630529,89.43823915900131,3.1862745098039214,1610612740,40,56,2023-03-20T00:07:16Z,2570000,False,-234.0,47.0,1,right,H. Jones 3PT  (6 PTS) (D. Daniels 1 AST),"[1630529, 1630700]",1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,23.87,Made,Jones,H. Jones,,,,,6.0,D. Daniels,1630700.0,1.0,,,,,,,,,,
263,PT03M26.00S,2023-03-19T23:55:33.1Z,2,REGULAR,foul,personal,[],1630700,,,1610612745,40,56,2023-03-19T23:56:51Z,2590000,False,,,0,,D. Daniels personal FOUL (1 PF),"[1630700, 1629645]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,Daniels,D. Daniels,,,,,,,,,202007.0,1.0,0.0,,,Porter Jr.,1629645.0,,,
265,PT03M26.00S,2023-03-19T23:55:40.3Z,2,REGULAR,substitution,out,[],1630700,,,1610612745,40,56,2023-03-19T23:55:46Z,2610000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,
266,PT03M26.00S,2023-03-19T23:55:40.3Z,2,REGULAR,substitution,in,[],203468,,,1610612745,40,56,2023-03-19T23:55:46Z,2620000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
267,PT03M12.00S,2023-03-19T23:56:03.9Z,2,REGULAR,turnover,lost ball,[],1630256,,,1610612745,40,56,2023-03-19T23:56:55Z,2630000,False,,,0,,J. Tate lost ball TURNOVER (1 TO),"[1630256, 1626204]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Right,,,Tate,J. Tate,,,,,,,,,,,,,,,,1.0,Nance Jr.,1626204.0
268,PT03M12.00S,2023-03-19T23:56:03.9Z,2,REGULAR,steal,,[],1626204,,,1610612740,40,56,2023-03-19T23:56:05Z,2640000,False,,,0,,L. Nance Jr. STEAL (1 STL),[1626204],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Right,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,
269,PT03M02.00S,2023-03-19T23:56:15.8Z,2,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612740,40,56,2023-03-19T23:58:03Z,2650000,False,,,0,,A. Sengun shooting personal FOUL (2 PF) (Ingram 2 FT),"[1630578, 1627742]",1610612745.0,HOU,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Sengun,A. Sengun,,,,,,,,,202007.0,2.0,0.0,,,Ingram,1627742.0,,,
274,PT03M02.00S,2023-03-19T23:56:42.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627742,,,1610612740,40,56,2023-03-19T23:57:53Z,2670000,False,,,0,,MISS B. Ingram Free Throw 1 of 2,[1627742],1610612740.0,NOP,,,,,,,,,,Missed,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
275,PT03M02.00S,2023-03-19T23:56:42.0Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,40,56,2023-03-19T23:57:53Z,2680000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,274.0,,,,,,,,,,,,,,,,,
276,PT03M02.00S,2023-03-19T23:56:42.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627742,,,1610612740,40,57,2023-03-19T23:57:53Z,2690000,False,,,0,,B. Ingram Free Throw 2 of 2 (7 PTS),[1627742],1610612740.0,NOP,,,,,,,,,,Made,Ingram,B. Ingram,,,,,7.0,,,,,,,,,,,,,
277,PT02M41.00S,2023-03-19T23:57:25.0Z,2,REGULAR,foul,offensive,[],1630231,,,1610612745,40,57,2023-03-19T23:57:41Z,2700000,False,,,0,,K. Martin Jr. charge offensive FOUL (1 PF),"[1630231, 1626204]",1610612745.0,HOU,charge,,,,,,In The Paint (Non-RA),0-8 Center,,,Martin Jr.,K. Martin Jr.,,,,,,,,,202007.0,1.0,0.0,,,Nance Jr.,1626204.0,,,
279,PT02M41.00S,2023-03-19T23:57:25.0Z,2,REGULAR,turnover,offensive foul,[],1630231,,,1610612745,40,57,2023-03-19T23:57:25Z,2720000,False,,,0,,K. Martin Jr. offensive foul TURNOVER (1 TO),[1630231],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Martin Jr.,K. Martin Jr.,,,,,,,,,202007.0,,,,,,,1.0,,
280,PT02M33.00S,2023-03-19T23:58:11.4Z,2,REGULAR,foul,personal,[],1629645,,,1610612740,40,57,2023-03-19T23:58:37Z,2730000,False,,,0,,K. Porter Jr. personal FOUL (1 PF),"[1629645, 1627742]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Porter Jr.,K. Porter Jr.,,,,,,,,,1146.0,1.0,0.0,,,Ingram,1627742.0,,,
282,PT02M28.00S,2023-03-19T23:58:45.1Z,2,REGULAR,turnover,discontinued dribble,[],1627742,,,1610612740,40,57,2023-03-19T23:58:58Z,2750000,False,,,0,,B. Ingram discontinued dribble TURNOVER (1 TO),[1627742],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Center,,,Ingram,B. Ingram,,,,,,,,,202007.0,,,,,,,1.0,,
283,PT02M12.00S,2023-03-19T23:59:11.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629645,24.26084099868594,11.519607843137255,1610612745,40,57,2023-03-19T23:59:19Z,2760000,False,192.0,176.0,1,left,MISS K. Porter Jr. 26' 3PT,[1629645],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,26.05,Missed,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,
285,PT02M10.00S,2023-03-19T23:59:13.6Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,40,57,2023-03-19T23:59:19Z,2780000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,Nance Jr.,L. Nance Jr.,283.0,1.0,1.0,0.0,,,,,,,,,,,,,,
287,PT02M04.00S,2023-03-19T23:59:20.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630529,85.10183968462549,62.254901960784316,1610612740,40,59,2023-03-19T23:59:53Z,2800000,False,61.0,88.0,1,right,H. Jones 10' running Jump Shot (8 PTS),[1630529],1610612740.0,NOP,running,,,,,,In The Paint (Non-RA),8-16 Right,10.68,Made,Jones,H. Jones,,,,,8.0,,,,,,,,,,,,,
288,PT02M04.00S,2023-03-19T23:59:34.2Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630231,,,1610612740,40,59,2023-03-19T23:59:46Z,2810000,False,,,0,,K. Martin Jr. shooting personal FOUL (2 PF) (Jones 1 FT),"[1630231, 1630529]",1610612745.0,HOU,shooting,,,,,,In The Paint (Non-RA),8-16 Right,,,Martin Jr.,K. Martin Jr.,,,,,,,,,1204.0,2.0,0.0,,,Jones,1630529.0,,,
290,PT02M04.00S,2023-03-19T23:59:47.3Z,2,REGULAR,substitution,out,[],1630256,,,1610612740,40,59,2023-03-20T00:00:55Z,2830000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
291,PT02M04.00S,2023-03-19T23:59:47.3Z,2,REGULAR,substitution,in,[],1631095,,,1610612740,40,59,2023-03-20T00:00:55Z,2840000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
292,PT02M04.00S,2023-03-20T00:00:06.2Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1630529,,,1610612740,40,60,2023-03-20T00:00:06Z,2850000,False,,,0,,H. Jones Free Throw 1 of 1 (9 PTS),[1630529],1610612740.0,NOP,,,,,,,,,,Made,Jones,H. Jones,,,,,9.0,,,,,,,,,,,,,
293,PT01M51.00S,2023-03-20T00:00:24.0Z,2,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612745,40,60,2023-03-20T00:00:55Z,2860000,False,,,0,,L. Nance Jr. shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1626204, 1629645]",1610612740.0,NOP,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Nance Jr.,L. Nance Jr.,,,,,,,,,1204.0,1.0,0.0,,,Porter Jr.,1629645.0,,,
295,PT01M51.00S,2023-03-20T00:00:53.6Z,2,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,41,60,2023-03-20T00:00:53Z,2880000,False,,,0,,K. Porter Jr. Free Throw 1 of 2 (11 PTS),[1629645],1610612745.0,HOU,,,,,,,,,,Made,Porter Jr.,K. Porter Jr.,,,,,11.0,,,,,,,,,,,,,
296,PT01M51.00S,2023-03-20T00:01:07.6Z,2,REGULAR,freethrow,2 of 2,[],1629645,,,1610612745,42,60,2023-03-20T00:01:07Z,2890000,False,,,0,,K. Porter Jr. Free Throw 2 of 2 (12 PTS),[1629645],1610612745.0,HOU,,,,,,,,,,Made,Porter Jr.,K. Porter Jr.,,,,,12.0,,,,,,,,,,,,,
297,PT01M39.00S,2023-03-20T00:01:20.7Z,2,REGULAR,3pt,Jump Shot,[],1630530,69.72733245729303,78.67647058823529,1610612740,42,60,2023-03-20T00:01:29Z,2900000,False,143.0,232.0,1,right,MISS T. Murphy III 27' 3PT,[1630530],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,27.28,Missed,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
298,PT01M37.00S,2023-03-20T00:01:22.7Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612745,42,60,2023-03-20T00:01:38Z,2910000,False,,,0,,K. Martin Jr. REBOUND (Off:0 Def:2),[1630231],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,Martin Jr.,K. Martin Jr.,297.0,2.0,2.0,0.0,,,,,,,,,,,,,,
299,PT01M12.00S,2023-03-20T00:01:46.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,13.091327201051248,40.68627450980392,1610612745,44,60,2023-03-20T00:01:52Z,2920000,False,47.0,71.0,1,left,J. Green 8' driving floating Jump Shot (13 PTS),[1630224],1610612745.0,HOU,driving floating,,,,,,In The Paint (Non-RA),8-16 Right,8.46,Made,Green,J. Green,,,,,13.0,,,,,,,,,,,,,
300,PT00M50.50S,2023-03-20T00:02:10.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,91.67214191852825,42.15686274509804,1610612740,44,62,2023-03-20T00:02:17Z,2930000,False,-39.0,26.0,1,right,C. McCollum driving finger roll Layup (16 PTS),[203468],1610612740.0,NOP,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,4.69,Made,McCollum,C. McCollum,,,,,16.0,,,,,,,,,,,,,
301,PT00M31.70S,2023-03-20T00:02:33.9Z,2,REGULAR,3pt,Jump Shot,[],1629645,25.837713534822605,12.254901960784313,1610612745,44,62,2023-03-20T00:12:16Z,2940000,False,189.0,190.0,1,left,MISS K. Porter Jr. 26' step back 3PT,[1629645],1610612745.0,HOU,step back,,,,,,Above the Break 3,24+ Right Center,26.81,Missed,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,
302,PT00M29.00S,2023-03-20T00:02:36.6Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,44,62,2023-03-20T00:02:38Z,2950000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:2),[1626204],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,Nance Jr.,L. Nance Jr.,301.0,2.0,2.0,0.0,,,,,,,,,,,,,,
303,PT00M05.60S,2023-03-20T00:02:59.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,92.19776609724047,39.705882352941174,1610612740,44,64,2023-03-20T00:03:09Z,2960000,False,-51.0,21.0,1,right,B. Ingram turnaround fadeaway Jump Shot (9 PTS),[1627742],1610612740.0,NOP,turnaround fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,5.55,Made,Ingram,B. Ingram,,,,,9.0,,,,,,,,,,,,,
304,PT00M00.00S,2023-03-20T00:03:11.6Z,2,REGULAR,3pt,Jump Shot,[],1630224,40.42378449408673,64.4607843137255,1610612745,44,64,2023-03-20T00:03:38Z,2970000,False,-72.0,327.0,1,left,MISS J. Green 33' step back 3PT,[1630224],1610612745.0,HOU,step back,,,,,,Above the Break 3,24+ Center,33.54,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,
305,PT00M00.00S,2023-03-20T00:03:11.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,44,64,2023-03-20T00:03:38Z,2980000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,,,304.0,,,,,,,,,,,,,,,,,
306,PT00M00.00S,2023-03-20T00:03:41.4Z,2,REGULAR,period,end,[],0,,,1610612745,44,64,2023-03-20T00:03:41Z,2990000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2023-03-20T00:17:36.7Z,3,REGULAR,substitution,out,['startperiod'],1626204,,,1610612745,44,64,2023-03-20T00:18:19Z,3000000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,,,,,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2023-03-20T00:17:36.7Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612745,44,64,2023-03-20T00:18:19Z,3010000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,,,,,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2023-03-20T00:18:24.2Z,3,REGULAR,period,start,[],0,,,1610612745,44,64,2023-03-20T00:18:24Z,3020000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT11M47.00S,2023-03-20T00:18:45.2Z,3,REGULAR,foul,technical,['1freethrow'],1627742,,,1610612745,44,64,2023-03-20T00:19:00Z,3030000,False,,,0,,B. Ingram defensive-3-second technical FOUL (1 Tech),[1627742],1610612740.0,NOP,defensive-3-second,,,,,,,,,,Ingram,B. Ingram,,,,,,,,,1204.0,0.0,1.0,,,,,,,
311,PT11M47.00S,2023-03-20T00:19:02.5Z,3,REGULAR,freethrow,1 of 1,[],1630224,,,1610612745,45,64,2023-03-20T00:19:02Z,3040000,False,,,0,,J. Green technical Free Throw 1 of 1 (14 PTS),[1630224],1610612745.0,HOU,technical,,,,,,,,,Made,Green,J. Green,,,,,14.0,,,,,,,,,,,,,
312,PT11M37.00S,2023-03-20T00:19:17.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,92.85479632063075,46.07843137254902,1610612745,47,64,2023-03-20T00:19:22Z,3050000,False,-20.0,15.0,1,right,J. Green driving reverse Layup (16 PTS),[1630224],1610612745.0,HOU,driving reverse,,,,,,Restricted Area,0-8 Center,2.45,Made,Green,J. Green,,,,,16.0,,,,,,,,,,,,,
313,PT11M26.00S,2023-03-20T00:19:31.3Z,3,REGULAR,foul,personal,[],1631095,,,1610612740,47,64,2023-03-20T00:19:53Z,3060000,False,,,0,,J. Smith Jr. personal FOUL (2 PF),"[1631095, 1627742]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Smith Jr.,J. Smith Jr.,,,,,,,,,202007.0,2.0,0.0,,,Ingram,1627742.0,,,
315,PT11M13.00S,2023-03-20T00:20:05.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,10.5946123521682,52.69607843137255,1610612740,47,66,2023-03-20T00:20:11Z,3080000,False,-13.0,47.0,1,left,B. Ingram driving finger roll Layup (11 PTS),[1627742],1610612740.0,NOP,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,4.9,Made,Ingram,B. Ingram,,,,,11.0,,,,,,,,,,,,,
316,PT10M53.00S,2023-03-20T00:20:24.4Z,3,REGULAR,3pt,Jump Shot,[],1630224,65.91655716162943,47.794117647058826,1610612745,50,66,2023-03-20T00:21:02Z,3090000,False,-11.0,268.0,1,right,J. Green 26' 3PT pullup (19 PTS) (K. Porter Jr. 1 AST),"[1630224, 1629645]",1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Center,26.81,Made,Green,J. Green,,,,,19.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,
318,PT10M28.00S,2023-03-20T00:20:52.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202685,7.703679369250986,50.245098039215684,1610612740,50,68,2023-03-20T00:20:58Z,3110000,False,-1.0,20.0,1,left,J. Valanciunas Layup (11 PTS) (H. Jones 3 AST),"[202685, 1630529]",1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,1.99,Made,Valanciunas,J. Valanciunas,,,,,11.0,H. Jones,1630529.0,3.0,,,,,,,,,,
320,PT10M28.00S,2023-03-20T00:20:56.0Z,3,REGULAR,foul,personal,['1freethrow'],1630578,,,1610612740,50,68,2023-03-20T00:21:05Z,3130000,False,,,0,,A. Sengun shooting personal FOUL (3 PF) (Valanciunas 1 FT),"[1630578, 202685]",1610612745.0,HOU,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Sengun,A. Sengun,,,,,,,,,1146.0,3.0,0.0,,,Valanciunas,202685.0,,,
322,PT10M28.00S,2023-03-20T00:21:22.5Z,3,REGULAR,freethrow,1 of 1,[],202685,,,1610612740,50,69,2023-03-20T00:21:22Z,3150000,False,,,0,,J. Valanciunas Free Throw 1 of 1 (12 PTS),[202685],1610612740.0,NOP,,,,,,,,,,Made,Valanciunas,J. Valanciunas,,,,,12.0,,,,,,,,,,,,,
323,PT10M07.00S,2023-03-20T00:21:47.8Z,3,REGULAR,foul,personal,[],202685,,,1610612745,50,69,2023-03-20T00:22:02Z,3160000,False,,,0,,J. Valanciunas personal FOUL (1 PF),"[202685, 1630578]",1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Valanciunas,J. Valanciunas,,,,,,,,,1146.0,1.0,1.0,,,Sengun,1630578.0,,,
325,PT09M58.00S,2023-03-20T00:22:12.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631095,91.67214191852825,49.754901960784316,1610612745,52,69,2023-03-20T00:22:17Z,3180000,False,-1.0,26.0,1,right,J. Smith Jr. DUNK (2 PTS) (A. Sengun 5 AST),"[1631095, 1630578]",1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,2.58,Made,Smith Jr.,J. Smith Jr.,,,,,2.0,A. Sengun,1630578.0,5.0,,,,,,,,,,
327,PT09M44.00S,2023-03-20T00:22:26.3Z,3,REGULAR,3pt,Jump Shot,[],1627742,32.276609724047304,47.30392156862745,1610612740,52,69,2023-03-20T00:22:36Z,3200000,False,13.0,251.0,1,left,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,25.13,Missed,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
328,PT09M44.00S,2023-03-20T00:22:26.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,52,69,2023-03-20T00:22:36Z,3210000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,,,327.0,,,,,,,,,,,,,,,,,
330,PT09M35.00S,2023-03-20T00:22:44.6Z,3,REGULAR,turnover,bad pass,[],1630224,,,1610612745,52,69,2023-03-20T00:22:49Z,3230000,False,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630224, 1630529]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,Green,J. Green,,,,,,,,,,,,,,,,1.0,Jones,1630529.0
331,PT09M35.00S,2023-03-20T00:22:44.6Z,3,REGULAR,steal,,[],1630529,,,1610612740,52,69,2023-03-20T00:22:46Z,3240000,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,
332,PT09M32.00S,2023-03-20T00:22:47.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630529,6.652431011826544,49.50980392156863,1610612740,52,71,2023-03-20T00:22:55Z,3250000,False,2.0,10.0,1,left,H. Jones running DUNK (11 PTS),[1630529],1610612740.0,NOP,running,,,,,,Restricted Area,0-8 Center,1.03,Made,Jones,H. Jones,,,,,11.0,,,,,,,,,,,,,
333,PT09M14.00S,2023-03-20T00:23:06.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,91.40932982917214,51.71568627450981,1610612745,54,71,2023-03-20T00:23:10Z,3260000,False,9.0,28.0,1,right,K. Porter Jr. cutting Layup (14 PTS) (A. Sengun 6 AST),"[1629645, 1630578]",1610612745.0,HOU,cutting,,,,,,Restricted Area,0-8 Center,2.96,Made,Porter Jr.,K. Porter Jr.,,,,,14.0,A. Sengun,1630578.0,6.0,,,,,,,,,,
335,PT08M54.00S,2023-03-20T00:23:25.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202685,11.514454664914586,51.225490196078425,1610612740,54,71,2023-03-20T00:23:32Z,3280000,False,-6.0,56.0,1,left,MISS J. Valanciunas driving Hook,[202685],1610612740.0,NOP,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.6,Missed,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,
336,PT08M54.00S,2023-03-20T00:23:25.6Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,54,71,2023-03-20T00:23:32Z,3290000,False,,,0,,J. Valanciunas REBOUND (Off:5 Def:1),[202685],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Valanciunas,J. Valanciunas,335.0,6.0,1.0,5.0,,,,,,,,,,,,,,
337,PT08M54.00S,2023-03-20T00:23:29.7Z,3,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612740,54,71,2023-03-20T00:23:40Z,3300000,False,,,0,,A. Sengun shooting personal FOUL (4 PF) (Valanciunas 2 FT),"[1630578, 202685]",1610612745.0,HOU,shooting,,,,,,Restricted Area,0-8 Center,,,Sengun,A. Sengun,,,,,,,,,202007.0,4.0,0.0,,,Valanciunas,202685.0,,,
339,PT08M54.00S,2023-03-20T00:23:57.5Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],202685,,,1610612740,54,72,2023-03-20T00:23:57Z,3320000,False,,,0,,J. Valanciunas Free Throw 1 of 2 (13 PTS),[202685],1610612740.0,NOP,,,,,,,,,,Made,Valanciunas,J. Valanciunas,,,,,13.0,,,,,,,,,,,,,
340,PT08M54.00S,2023-03-20T00:24:16.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],202685,,,1610612740,54,73,2023-03-20T00:24:16Z,3330000,False,,,0,,J. Valanciunas Free Throw 2 of 2 (14 PTS),[202685],1610612740.0,NOP,,,,,,,,,,Made,Valanciunas,J. Valanciunas,,,,,14.0,,,,,,,,,,,,,
