actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
38,PT08M56.00S,2023-01-19T01:15:36.4Z,1,REGULAR,3pt,Jump Shot,[],1630224,66.5735873850197,43.872549019607845,1610612745,11,7,2023-01-19T01:15:42Z,390000,False,-31.0,262.0,1,right,J. Green 26' 3PT pullup (5 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Center,26.35,Made,,,,,5.0,,,,,,,,,,,,,
39,PT08M32.00S,2023-01-19T01:16:00.5Z,1,REGULAR,3pt,Jump Shot,[],1626179,33.065045992115635,57.35294117647059,1610612766,11,7,2023-01-19T01:23:32Z,400000,False,-37.0,258.0,1,left,MISS T. Rozier 26' pullup 3PT,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,26.09,Missed,,,,,,,,,,,,,,,,,,
40,PT08M31.00S,2023-01-19T01:16:01.5Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,11,7,2023-01-19T01:16:06Z,410000,False,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Center,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT08M22.00S,2023-01-19T01:16:13.9Z,1,REGULAR,foul,personal,[],203486,,,1610612745,11,7,2023-01-19T01:16:22Z,420000,False,,,0,,M. Plumlee personal FOUL (1 PF),"[203486, 1630578]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202035.0,,,,,,,1.0,0.0,Sengun,1630578.0,,
43,PT08M13.00S,2023-01-19T01:16:39.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,90.48948751642575,44.85294117647059,1610612745,13,7,2023-01-19T01:16:45Z,440000,False,-26.0,37.0,1,right,J. Green cutting finger roll Layup (7 PTS) (A. Sengun 1 AST),"[1630224, 1630578]",1610612745.0,HOU,cutting finger roll,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,4.5,Made,,,,,7.0,,,A. Sengun,1630578.0,1.0,,,,,,,,
45,PT07M49.00S,2023-01-19T01:17:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,9.543363994743759,61.76470588235294,1610612766,13,7,2023-01-19T01:24:54Z,460000,False,-59.0,37.0,1,left,MISS M. Plumlee 6' driving Layup - blocked,"[203486, 1630578]",1610612766.0,CHA,driving,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,6.96,Missed,,,,,,,,,,,,,,,,,Sengun,1630578.0
46,PT07M49.00S,2023-01-19T01:17:03.3Z,1,REGULAR,block,,[],1630578,,,1610612766,13,7,2023-01-19T01:17:05Z,470000,False,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
47,PT07M48.00S,2023-01-19T01:17:04.3Z,1,REGULAR,rebound,offensive,[],203486,,,1610612766,13,7,2023-01-19T01:17:20Z,480000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:0),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,45.0,1.0,0.0,1.0,,,,,,,,,,,,,,
48,PT07M47.00S,2023-01-19T01:17:08.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612766,13,7,2023-01-19T01:17:26Z,490000,False,,,0,,CHA shot clock Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,2882.0,,,,,,,,,,,,
49,PT07M38.00S,2023-01-19T01:17:26.3Z,1,REGULAR,turnover,bad pass,[],1630224,,,1610612745,13,7,2023-01-19T01:17:31Z,500000,False,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630224, 203486]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,,,,Plumlee,203486.0,,,,,,
50,PT07M38.00S,2023-01-19T01:17:26.3Z,1,REGULAR,steal,,[],203486,,,1610612766,13,7,2023-01-19T01:17:28Z,510000,False,,,0,,M. Plumlee STEAL (2 STL),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
51,PT07M35.00S,2023-01-19T01:17:29.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203486,6.652431011826544,52.450980392156865,1610612766,13,9,2023-01-19T01:17:37Z,520000,False,-12.0,10.0,1,left,M. Plumlee running DUNK (4 PTS),[203486],1610612766.0,CHA,running,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,4.0,,,,,,,,,,,,,
52,PT07M13.00S,2023-01-19T01:17:50.6Z,1,REGULAR,2pt,Jump Shot,[],1630224,78.9257555847569,70.58823529411765,1610612745,15,9,2023-01-19T01:17:58Z,530000,False,103.0,146.0,1,right,J. Green 17' pullup Jump Shot (9 PTS) (A. Sengun 2 AST),"[1630224, 1630578]",1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,17.83,Made,,,,,9.0,,,A. Sengun,1630578.0,2.0,,,,,,,,
54,PT07M05.00S,2023-01-19T01:18:00.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,7.046649145860711,45.588235294117645,1610612766,15,11,2023-01-19T01:18:09Z,550000,False,22.0,14.0,1,left,L. Ball driving Layup (4 PTS),[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,4.0,,,,,,,,,,,,,
55,PT07M05.00S,2023-01-19T01:18:03.9Z,1,REGULAR,foul,personal,['1freethrow'],201569,,,1610612766,15,11,2023-01-19T01:18:13Z,560000,False,,,0,,E. Gordon shooting personal FOUL (1 PF) (Ball 1 FT),"[201569, 1630163]",1610612745.0,HOU,shooting,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,202035.0,,,,,,,1.0,0.0,Ball,1630163.0,,
57,PT07M05.00S,2023-01-19T01:18:27.8Z,1,REGULAR,freethrow,1 of 1,[],1630163,,,1610612766,15,12,2023-01-19T01:18:27Z,580000,False,,,0,,L. Ball Free Throw 1 of 1 (5 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
58,PT06M52.00S,2023-01-19T01:18:41.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,92.06636005256242,48.77450980392157,1610612745,17,12,2023-01-19T01:18:48Z,590000,False,-6.0,22.0,1,right,E. Gordon driving Layup (2 PTS) (J. Green 2 AST),"[201569, 1630224]",1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,2.29,Made,,,,,2.0,,,J. Green,1630224.0,2.0,,,,,,,,
59,PT06M43.00S,2023-01-19T01:18:50.9Z,1,REGULAR,3pt,Jump Shot,[],1630163,28.203022339027594,78.67647058823529,1610612766,17,15,2023-01-19T01:18:55Z,600000,False,-143.0,213.0,1,left,L. Ball 25' 3PT pullup (8 PTS),[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,25.64,Made,,,,,8.0,,,,,,,,,,,,,
60,PT06M28.00S,2023-01-19T01:19:06.1Z,1,REGULAR,3pt,Jump Shot,[],201569,76.2976346911958,93.13725490196079,1610612745,17,15,2023-01-19T01:19:13Z,610000,False,216.0,170.0,1,right,MISS E. Gordon 27' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,27.48,Missed,,,,,,,,,,,,,,,,,,
61,PT06M27.00S,2023-01-19T01:19:07.1Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,17,15,2023-01-19T01:19:13Z,620000,False,,,0,,A. Sengun REBOUND (Off:2 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,60.0,4.0,2.0,2.0,,,,,,,,,,,,,,
62,PT06M23.00S,2023-01-19T01:19:10.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630578,86.15308804204993,50.98039215686274,1610612745,17,15,2023-01-19T01:19:20Z,630000,False,5.0,78.0,1,right,MISS A. Sengun 7' turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,7.79,Missed,,,,,,,,,,,,,,,,,,
63,PT06M23.00S,2023-01-19T01:19:10.9Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,17,15,2023-01-19T01:19:20Z,640000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,62.0,2.0,1.0,1.0,,,,,,,,,,,,,,
64,PT06M16.00S,2023-01-19T01:19:18.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,27.677398160315374,13.23529411764706,1610612766,17,18,2023-01-19T01:27:14Z,650000,False,184.0,208.0,1,left,L. Ball 27' 3PT running pullup (11 PTS),[1630163],1610612766.0,CHA,running pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,27.73,Made,,,,,11.0,,,,,,,,,,,,,
65,PT06M01.00S,2023-01-19T01:19:33.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,90.88370565045992,48.77450980392157,1610612745,17,18,2023-01-19T01:19:42Z,660000,False,-6.0,33.0,1,right,MISS K. Martin Jr. driving DUNK,[1630231],1610612745.0,HOU,driving,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,3.38,Missed,,,,,,,,,,,,,,,,,,
66,PT06M01.00S,2023-01-19T01:19:33.2Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,17,18,2023-01-19T01:19:42Z,670000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,,,
67,PT05M53.00S,2023-01-19T01:19:40.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,29.25427069645204,20.833333333333336,1610612766,17,18,2023-01-19T01:27:49Z,680000,False,146.0,222.0,1,left,MISS L. Ball 26' running pullup 3PT,[1630163],1610612766.0,CHA,running pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,26.6,Missed,,,,,,,,,,,,,,,,,,
68,PT05M53.00S,2023-01-19T01:19:40.1Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,17,18,2023-01-19T01:19:49Z,690000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,,,
69,PT05M43.00S,2023-01-19T01:19:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,92.32917214191852,53.92156862745098,1610612745,19,18,2023-01-19T01:19:58Z,700000,False,20.0,20.0,1,right,J. Green driving reverse Layup (11 PTS) (K. Martin Jr. 1 AST),"[1630224, 1630231]",1610612745.0,HOU,driving reverse,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.77,Made,,,,,11.0,,,K. Martin Jr.,1630231.0,1.0,,,,,,,,
71,PT05M32.00S,2023-01-19T01:20:06.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,19,18,2023-01-19T01:20:06Z,720000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M32.00S,2023-01-19T01:22:31.9Z,1,REGULAR,substitution,out,[],1629667,,,1610612766,19,18,2023-01-19T01:22:58Z,730000,False,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M32.00S,2023-01-19T01:22:31.9Z,1,REGULAR,substitution,in,[],1628372,,,1610612766,19,18,2023-01-19T01:22:58Z,740000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M26.00S,2023-01-19T01:23:10.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,6.915243101182654,46.81372549019608,1610612766,19,20,2023-01-19T01:23:15Z,750000,False,16.0,13.0,1,left,T. Rozier driving Layup (5 PTS),[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,5.0,,,,,,,,,,,,,
75,PT05M11.00S,2023-01-19T01:23:24.8Z,1,REGULAR,3pt,Jump Shot,[],1631095,67.36202365308804,62.254901960784316,1610612745,19,20,2023-01-19T01:23:32Z,760000,False,61.0,254.0,1,right,MISS J. Smith Jr. 26' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,26.16,Missed,,,,,,,,,,,,,,,,,,
76,PT05M10.00S,2023-01-19T01:23:25.8Z,1,REGULAR,rebound,defensive,[],1628372,,,1610612766,19,20,2023-01-19T01:23:32Z,770000,False,,,0,,D. Smith Jr. REBOUND (Off:0 Def:1),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Center,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,,,
77,PT05M02.00S,2023-01-19T01:23:34.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,14.536793692509855,60.78431372549019,1610612766,19,22,2023-01-19T01:29:09Z,780000,False,-54.0,84.0,1,left,P. Washington 9' turnaround Hook (2 PTS),[1629023],1610612766.0,CHA,turnaround,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Left,9.99,Made,,,,,2.0,,,,,,,,,,,,,
78,PT04M45.00S,2023-01-19T01:23:51.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,93.51182654402102,47.794117647058826,1610612745,21,22,2023-01-19T01:23:56Z,790000,False,-11.0,8.0,1,right,A. Sengun cutting Layup (6 PTS) (E. Gordon 1 AST),"[1630578, 201569]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,6.0,,,E. Gordon,201569.0,1.0,,,,,,,,
80,PT04M31.00S,2023-01-19T01:24:05.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628372,17.0335085413929,37.00980392156863,1610612766,21,24,2023-01-19T01:24:13Z,810000,False,65.0,108.0,1,left,D. Smith Jr. 12' fadeaway Jump Shot (2 PTS) (L. Ball 1 AST),"[1628372, 1630163]",1610612766.0,CHA,fadeaway,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Right,12.57,Made,,,,,2.0,,,L. Ball,1630163.0,1.0,,,,,,,,
83,PT04M19.00S,2023-01-19T01:24:21.0Z,1,REGULAR,substitution,out,[],1630231,,,1610612745,21,24,2023-01-19T01:24:39Z,840000,False,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M19.00S,2023-01-19T01:24:21.0Z,1,REGULAR,substitution,out,[],201569,,,1610612745,21,24,2023-01-19T01:24:39Z,850000,False,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
