actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-11-19T01:11:23.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-19T01:11:23Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-11-19T01:11:26.4Z,1,REGULAR,jumpball,recovered,[],1630188,,,1610612754,0,0,2022-11-19T01:11:26Z,40000,False,,,0,,Jump Ball M. Turner vs. A. Sengun: Tip to J. Smith,"[1630188, 1626167, 1630578]",1610612754.0,IND,startperiod,J. Smith,1630188.0,Smith,J. Smith,Turner,1626167.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2022-11-19T01:11:45.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630188,92.95335085413929,48.774509803921575,1610612754,0,2,2022-11-19T01:11:52Z,70000,False,-6.0,14.0,1,right,J. Smith cutting DUNK (2 PTS) (B. Hield 1 AST),"[1630188, 1627741]",1610612754.0,IND,cutting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,1.5,Made,2.0,B. Hield,1627741.0,1.0,,,,,,,,,,,,,,
9,PT11M12.00S,2022-11-19T01:12:09.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201569,12.00722733245729,57.59803921568628,1610612745,0,2,2022-11-19T01:12:42Z,90000,False,-38.0,60.0,1,left,MISS E. Gordon 7' floating Shot - blocked,"[201569, 1630188]",1610612745.0,HOU,floating,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),0-8 Center,7.14,Missed,,,,,Smith,1630188.0,,,,,,,,,,,,
10,PT11M12.00S,2022-11-19T01:12:09.6Z,1,REGULAR,block,,[],1630188,,,1610612745,0,2,2022-11-19T01:12:12Z,100000,False,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M09.00S,2022-11-19T01:12:12.6Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,0,2,2022-11-19T01:12:47Z,110000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,
12,PT11M07.00S,2022-11-19T01:12:15.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629614,94.00459921156373,50.245098039215684,1610612754,0,2,2022-11-19T01:13:40Z,120000,False,1.0,4.0,1,right,MISS A. Nembhard running reverse Layup,[1629614],1610612754.0,IND,running reverse,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,0.41,Missed,,,,,,,,,,,,,,,,,,
13,PT11M04.00S,2022-11-19T01:12:18.7Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,0,2,2022-11-19T01:12:28Z,130000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,
14,PT10M47.00S,2022-11-19T01:12:34.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,8.065045992115643,54.411764705882355,1610612745,2,2,2022-11-19T01:12:42Z,140000,False,-22.0,23.0,1,left,K. Martin Jr. driving Layup (2 PTS) (A. Sengun 1 AST),"[1630231, 1630578]",1610612745.0,HOU,driving,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,3.21,Made,2.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,,
16,PT10M33.00S,2022-11-19T01:12:49.6Z,1,REGULAR,3pt,Jump Shot,[],1630169,79.81274638633377,93.87254901960785,1610612754,2,2,2022-11-19T01:12:55Z,160000,False,219.0,137.0,1,right,MISS T. Haliburton 25' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,25.88,Missed,,,,,,,,,,,,,,,,,,
17,PT10M29.00S,2022-11-19T01:12:53.6Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,2,2,2022-11-19T01:12:55Z,170000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,
18,PT10M22.00S,2022-11-19T01:13:00.8Z,1,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612745,2,2,2022-11-19T01:13:13Z,180000,False,,,0,,M. Turner shooting personal FOUL (1 PF) (Green 2 FT),"[1626167, 1630224]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1201.0,1.0,0.0,Green,1630224.0,,,
20,PT10M22.00S,2022-11-19T01:13:24.2Z,1,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,3,2,2022-11-19T01:13:24Z,200000,False,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
21,PT10M22.00S,2022-11-19T01:13:36.4Z,1,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,4,2,2022-11-19T01:13:36Z,210000,False,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
22,PT10M11.00S,2022-11-19T01:13:50.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626167,89.6681997371879,46.81372549019608,1610612754,4,2,2022-11-19T01:13:56Z,220000,False,-16.0,45.0,1,right,MISS M. Turner turnaround Hook,[1626167],1610612754.0,IND,turnaround,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,4.73,Missed,,,,,,,,,,,,,,,,,,
23,PT10M09.00S,2022-11-19T01:13:52.7Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,4,2,2022-11-19T01:13:56Z,230000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,
