actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
334,PT10M34.00S,2022-11-03T01:22:21.9Z,3,REGULAR,2pt,Jump Shot,[],202704,28.728646517739815,46.32352941176471,1610612746,59,59,2022-11-03T01:22:30Z,3280000,18.0,218.0,1,left,MISS R. Jackson 21' Jump Shot,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Center,21.83,Missed,,,,,,,,,,,,,,,,,,
335,PT10M33.00S,2022-11-03T01:22:22.9Z,3,REGULAR,rebound,defensive,[],201569,,,1610612745,59,59,2022-11-03T01:22:30Z,3290000,,,0,,E. Gordon REBOUND (Off:0 Def:1),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Mid-Range,16-24 Center,,,,334.0,1.0,1.0,0.0,,,,,,,,,,,,,
336,PT10M26.00S,2022-11-03T01:22:30.7Z,3,REGULAR,3pt,Jump Shot,[],1629645,71.43561103810775,18.872549019607842,1610612745,59,59,2022-11-03T01:22:38Z,3300000,-156.0,216.0,1,right,MISS K. Porter Jr. 26' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.62,Missed,,,,,,,,,,,,,,,,,,
337,PT10M25.00S,2022-11-03T01:22:31.7Z,3,REGULAR,rebound,defensive,[],202331,,,1610612746,59,59,2022-11-03T01:22:38Z,3310000,,,0,,P. George REBOUND (Off:1 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,336.0,3.0,2.0,1.0,,,,,,,,,,,,,
338,PT10M16.00S,2022-11-03T01:22:40.9Z,3,REGULAR,turnover,lost ball,[],202331,,,1610612746,59,59,2022-11-03T01:22:46Z,3320000,,,0,,P. George lost ball TURNOVER (4 TO),"[202331, 201569]",1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,4.0,Gordon,201569.0,,,,,
339,PT10M16.00S,2022-11-03T01:22:40.9Z,3,REGULAR,steal,,[],201569,,,1610612745,59,59,2022-11-03T01:23:58Z,3330000,,,0,,E. Gordon STEAL (1 STL),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
340,PT10M09.00S,2022-11-03T01:22:47.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1631095,81.02825229960578,70.34313725490196,1610612745,59,59,2022-11-03T01:23:00Z,3340000,102.0,126.0,1,right,MISS J. Smith Jr. 16' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Right Center,16.18,Missed,,,,,,,,,,,,,,,,,,
341,PT10M04.00S,2022-11-03T01:22:52.6Z,3,REGULAR,rebound,defensive,[],202694,,,1610612746,59,59,2022-11-03T01:23:00Z,3350000,,,0,,M. Morris Sr. REBOUND (Off:1 Def:7),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Right Center,,,,340.0,8.0,7.0,1.0,,,,,,,,,,,,,
342,PT09M49.00S,2022-11-03T01:23:07.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,13.222733245729303,35.049019607843135,1610612746,59,59,2022-11-03T01:23:15Z,3360000,75.0,72.0,1,left,MISS M. Morris Sr. 10' fadeaway Shot,[202694],1610612746.0,LAC,fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Right,10.37,Missed,,,,,,,,,,,,,,,,,,
343,PT09M47.00S,2022-11-03T01:23:09.1Z,3,REGULAR,rebound,offensive,[],1629650,,,1610612746,59,59,2022-11-03T01:23:15Z,3370000,,,0,,M. Brown REBOUND (Off:2 Def:0),[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,In The Paint (Non-RA),8-16 Right,,,,342.0,2.0,0.0,2.0,,,,,,,,,,,,,
344,PT09M45.00S,2022-11-03T01:23:11.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629650,8.886333771353483,49.50980392156863,1610612746,59,59,2022-11-03T01:23:17Z,3380000,2.0,31.0,1,left,MISS M. Brown DUNK - blocked,"[1629650, 1631095]",1610612746.0,LAC,,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,3.11,Missed,,,,,,,,,,,,,,Smith Jr.,1631095.0,,,
345,PT09M45.00S,2022-11-03T01:23:11.9Z,3,REGULAR,block,,[],1631095,,,1610612746,59,59,2022-11-03T01:23:14Z,3390000,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
346,PT09M42.00S,2022-11-03T01:23:14.9Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,59,59,2022-11-03T01:23:17Z,3400000,,,0,,A. Sengun REBOUND (Off:1 Def:6),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,344.0,7.0,6.0,1.0,,,,,,,,,,,,,
347,PT09M38.00S,2022-11-03T01:23:21.9Z,3,REGULAR,foul,personal,['2freethrow'],1629650,,,1610612745,59,59,2022-11-03T01:23:29Z,3410000,,,0,,M. Brown shooting personal FOUL (1 PF) (Sengun 2 FT),"[1629650, 1630578]",1610612746.0,LAC,shooting,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,1155.0,1.0,0.0,Sengun,1630578.0,,,,,,,,
349,PT09M38.00S,2022-11-03T01:23:47.7Z,3,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,60,59,2022-11-03T01:23:47Z,3430000,,,0,,A. Sengun Free Throw 1 of 2 (13 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
350,PT09M38.00S,2022-11-03T01:24:07.5Z,3,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,61,59,2022-11-03T01:24:07Z,3440000,,,0,,A. Sengun Free Throw 2 of 2 (14 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
351,PT09M18.00S,2022-11-03T01:24:28.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629650,7.703679369250986,51.9607843137255,1610612746,61,61,2022-11-03T01:24:32Z,3450000,-10.0,20.0,1,left,M. Brown cutting DUNK (5 PTS) (P. George 2 AST),"[1629650, 202331]",1610612746.0,LAC,cutting,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,2.22,Made,5.0,,,,,,,,,,,,,,,P. George,202331.0,2.0
353,PT09M05.00S,2022-11-03T01:24:41.1Z,3,REGULAR,3pt,Jump Shot,[],1631095,66.70499342969777,44.6078431372549,1610612745,61,61,2022-11-03T01:24:47Z,3470000,-27.0,260.0,1,right,MISS J. Smith Jr. 26' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,26.19,Missed,,,,,,,,,,,,,,,,,,
354,PT09M04.00S,2022-11-03T01:24:43.0Z,3,REGULAR,rebound,offensive,[],1629645,,,1610612745,61,61,2022-11-03T01:24:43Z,3480000,,,0,,K. Porter Jr. REBOUND (Off:2 Def:2),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,353.0,4.0,2.0,2.0,,,,,,,,,,,,,
355,PT09M01.00S,2022-11-03T01:24:45.3Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630224,81.68528252299606,77.45098039215686,1610612745,63,61,2022-11-03T01:24:51Z,3490000,137.0,120.0,1,right,J. Green 18' pullup Jump Shot (14 PTS) (K. Porter Jr. 6 AST),"[1630224, 1629645]",1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,18.22,Made,14.0,,,,,,,,,,,,,,,K. Porter Jr.,1629645.0,6.0
357,PT08M42.00S,2022-11-03T01:25:04.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,17.821944809461236,59.31372549019608,1610612746,63,61,2022-11-03T01:25:12Z,3510000,-47.0,115.0,1,left,MISS M. Morris Sr. 12' fadeaway Shot,[202694],1610612746.0,LAC,fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,12.41,Missed,,,,,,,,,,,,,,,,,,
358,PT08M42.00S,2022-11-03T01:25:04.0Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,63,61,2022-11-03T01:25:12Z,3520000,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,357.0,2.0,2.0,0.0,,,,,,,,,,,,,
359,PT08M27.00S,2022-11-03T01:25:19.5Z,3,REGULAR,3pt,Jump Shot,[],201569,74.19513797634691,84.55882352941177,1610612745,63,61,2022-11-03T01:27:25Z,3530000,173.0,190.0,1,right,MISS E. Gordon 25' pullup 3PT,[201569],1610612745.0,HOU,pullup,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,25.69,Missed,,,,,,,,,,,,,,,,,,
360,PT08M27.00S,2022-11-03T01:25:19.5Z,3,REGULAR,rebound,defensive,[],1628379,,,1610612746,63,61,2022-11-03T01:25:25Z,3540000,,,0,,L. Kennard REBOUND (Off:1 Def:5),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,359.0,6.0,5.0,1.0,,,,,,,,,,,,,
361,PT08M16.00S,2022-11-03T01:25:29.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202704,6.1268068331143235,58.82352941176471,1610612746,63,63,2022-11-03T01:28:23Z,3550000,-44.0,5.0,1,left,R. Jackson driving finger roll Layup (8 PTS),[202704],1610612746.0,LAC,driving finger roll,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,4.44,Made,8.0,,,,,,,,,,,,,,,,,
362,PT08M04.00S,2022-11-03T01:25:44.8Z,3,REGULAR,foul,personal,['2freethrow'],1629650,,,1610612745,63,63,2022-11-03T01:25:59Z,3560000,,,0,,M. Brown shooting personal FOUL (2 PF) (Sengun 2 FT),"[1629650, 1630578]",1610612746.0,LAC,shooting,,,Brown,M. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1155.0,2.0,0.0,Sengun,1630578.0,,,,,,,,
364,PT08M04.00S,2022-11-03T01:26:07.8Z,3,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,64,63,2022-11-03T01:26:07Z,3580000,,,0,,A. Sengun Free Throw 1 of 2 (15 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
365,PT08M04.00S,2022-11-03T01:26:29.0Z,3,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,65,63,2022-11-03T01:26:29Z,3590000,,,0,,A. Sengun Free Throw 2 of 2 (16 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
366,PT07M51.00S,2022-11-03T01:26:42.8Z,3,REGULAR,3pt,Jump Shot,[],1628379,5.338370565045992,96.32352941176471,1610612746,65,66,2022-11-03T01:26:48Z,3600000,-232.0,-2.0,1,left,L. Kennard 3PT  (6 PTS) (R. Jackson 2 AST),"[1628379, 202704]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Left Corner 3,24+ Left,23.16,Made,6.0,,,,,,,,,,,,,,,R. Jackson,202704.0,2.0
368,PT07M32.00S,2022-11-03T01:27:07.3Z,3,REGULAR,2pt,Jump Shot,[],1630224,90.88370565045992,26.715686274509803,1610612745,67,66,2022-11-03T01:27:16Z,3620000,-116.0,33.0,1,right,J. Green 12' Jump Shot (16 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,8-16 Left,12.1,Made,16.0,,,,,,,,,,,,,,,,,
370,PT07M32.00S,2022-11-03T01:27:10.8Z,3,REGULAR,foul,personal,['1freethrow'],202331,,,1610612745,67,66,2022-11-03T01:27:19Z,3640000,,,0,,P. George shooting personal FOUL (1 PF) (Green 1 FT),"[202331, 1630224]",1610612746.0,LAC,shooting,,,George,P. George,,,,,Mid-Range,8-16 Left,,,,,,,,1628953.0,1.0,0.0,Green,1630224.0,,,,,,,,
372,PT07M32.00S,2022-11-03T01:27:30.6Z,3,REGULAR,freethrow,1 of 1,[],1630224,,,1610612745,68,66,2022-11-03T01:27:30Z,3660000,,,0,,J. Green Free Throw 1 of 1 (17 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
373,PT07M27.00S,2022-11-03T01:27:38.0Z,3,REGULAR,foul,personal,[],1629645,,,1610612746,68,66,2022-11-03T01:27:47Z,3670000,,,0,,K. Porter Jr. personal FOUL (1 PF),"[1629645, 202704]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,1155.0,1.0,0.0,Jackson,202704.0,,,,,,,,
375,PT07M16.00S,2022-11-03T01:28:01.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629650,7.5722733245729295,55.14705882352941,1610612746,68,68,2022-11-03T01:28:07Z,3690000,-26.0,19.0,1,left,M. Brown cutting DUNK (7 PTS) (R. Jackson 3 AST),"[1629650, 202704]",1610612746.0,LAC,cutting,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,3.18,Made,7.0,,,,,,,,,,,,,,,R. Jackson,202704.0,3.0
377,PT06M58.00S,2022-11-03T01:28:19.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,84.31340341655716,61.029411764705884,1610612745,68,68,2022-11-03T01:28:23Z,3710000,55.0,95.0,1,right,MISS J. Smith Jr. 10' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.98,Missed,,,,,,,,,,,,,,,,,,
378,PT06M56.00S,2022-11-03T01:28:21.3Z,3,REGULAR,rebound,defensive,[],202694,,,1610612746,68,68,2022-11-03T01:28:23Z,3720000,,,0,,M. Morris Sr. REBOUND (Off:1 Def:8),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,,,,377.0,9.0,8.0,1.0,,,,,,,,,,,,,
379,PT06M50.00S,2022-11-03T01:28:26.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629650,6.521024967148489,45.34313725490196,1610612746,68,70,2022-11-03T01:28:38Z,3730000,23.0,9.0,1,left,M. Brown running Layup (9 PTS) (P. George 3 AST),"[1629650, 202331]",1610612746.0,LAC,running,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,2.49,Made,9.0,,,,,,,,,,,,,,,P. George,202331.0,3.0
381,PT06M37.00S,2022-11-03T01:28:43.8Z,3,REGULAR,foul,personal,[],202704,,,1610612745,68,70,2022-11-03T01:29:03Z,3750000,,,0,,R. Jackson personal FOUL (2 PF),"[202704, 1630224]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1628953.0,2.0,0.0,Green,1630224.0,,,,,,,,
383,PT06M37.00S,2022-11-03T01:28:58.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,68,70,2022-11-03T01:28:58Z,3770000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT06M28.00S,2022-11-03T01:31:56.8Z,3,REGULAR,3pt,Jump Shot,[],1631095,74.98357424441524,10.049019607843137,1610612745,68,70,2022-11-03T01:32:04Z,3780000,-200.0,183.0,1,right,MISS J. Smith Jr. 27' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,27.07,Missed,,,,,,,,,,,,,,,,,,
385,PT06M25.00S,2022-11-03T01:31:59.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612746,68,70,2022-11-03T01:32:04Z,3790000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,384.0,,,,,,,,,,,,,,,,
387,PT06M10.00S,2022-11-03T01:32:23.8Z,3,REGULAR,3pt,Jump Shot,[],202694,32.670827858081466,67.40196078431373,1610612746,68,70,2022-11-03T01:32:30Z,3810000,-87.0,255.0,1,left,MISS M. Morris Sr. 26' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,26.91,Missed,,,,,,,,,,,,,,,,,,
388,PT06M10.00S,2022-11-03T01:32:23.8Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,68,70,2022-11-03T01:32:30Z,3820000,,,0,,J. Green REBOUND (Off:0 Def:3),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,387.0,3.0,3.0,0.0,,,,,,,,,,,,,
389,PT06M00.00S,2022-11-03T01:32:34.0Z,3,REGULAR,3pt,Jump Shot,[],1630224,67.88764783180025,61.029411764705884,1610612745,71,70,2022-11-03T01:34:04Z,3830000,55.0,249.0,1,right,J. Green 25' 3PT pullup (20 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Center,25.54,Made,20.0,,,,,,,,,,,,,,,,,
390,PT05M41.00S,2022-11-03T01:32:53.1Z,3,REGULAR,2pt,Jump Shot,[],202331,5.995400788436268,26.47058823529412,1610612746,71,72,2022-11-03T01:32:58Z,3840000,118.0,4.0,1,left,P. George 11' turnaround fadeaway Jump Shot (12 PTS),[202331],1610612746.0,LAC,turnaround fadeaway,,,George,P. George,,,,,Mid-Range,8-16 Right,11.77,Made,12.0,,,,,,,,,,,,,,,,,
391,PT05M21.00S,2022-11-03T01:33:12.9Z,3,REGULAR,3pt,Jump Shot,[],1630224,90.22667542706965,96.32352941176471,1610612745,71,72,2022-11-03T01:33:25Z,3850000,232.0,39.0,1,right,MISS J. Green 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.49,Missed,,,,,,,,,,,,,,,,,,
392,PT05M18.00S,2022-11-03T01:33:15.9Z,3,REGULAR,rebound,defensive,[],1629650,,,1610612746,71,72,2022-11-03T01:33:25Z,3860000,,,0,,M. Brown REBOUND (Off:2 Def:1),[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,Right Corner 3,24+ Right,,,,391.0,3.0,1.0,2.0,,,,,,,,,,,,,
393,PT05M10.00S,2022-11-03T01:33:23.7Z,3,REGULAR,3pt,Jump Shot,[],202331,33.065045992115635,44.85294117647059,1610612746,71,75,2022-11-03T01:33:31Z,3870000,26.0,258.0,1,left,P. George 25' 3PT step back (15 PTS),[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Above the Break 3,24+ Center,25.96,Made,15.0,,,,,,,,,,,,,,,,,
394,PT04M52.00S,2022-11-03T01:33:41.2Z,3,REGULAR,3pt,Jump Shot,[],1630578,68.9388961892247,30.637254901960787,1610612745,71,75,2022-11-03T01:33:49Z,3880000,-97.0,239.0,1,right,MISS A. Sengun 25' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,,
395,PT04M50.00S,2022-11-03T01:33:43.2Z,3,REGULAR,rebound,defensive,[],1629650,,,1610612746,71,75,2022-11-03T01:33:49Z,3890000,,,0,,M. Brown REBOUND (Off:2 Def:2),[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,Above the Break 3,24+ Left Center,,,,394.0,4.0,2.0,2.0,,,,,,,,,,,,,
396,PT04M38.00S,2022-11-03T01:33:55.8Z,3,REGULAR,3pt,Jump Shot,[],202331,32.802233902759525,50.49019607843137,1610612746,71,78,2022-11-03T01:34:13Z,3900000,-2.0,256.0,1,left,P. George 25' 3PT  (18 PTS) (M. Morris Sr. 2 AST),"[202331, 202694]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,25.58,Made,18.0,,,,,,,,,,,,,,,M. Morris Sr.,202694.0,2.0
398,PT04M19.00S,2022-11-03T01:34:15.5Z,3,REGULAR,3pt,Jump Shot,[],1629645,70.51576872536137,20.588235294117645,1610612745,71,78,2022-11-03T01:34:21Z,3920000,-147.0,225.0,1,right,MISS K. Porter Jr. 26' step back 3PT,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.86,Missed,,,,,,,,,,,,,,,,,,
399,PT04M17.00S,2022-11-03T01:34:17.5Z,3,REGULAR,rebound,defensive,[],1629650,,,1610612746,71,78,2022-11-03T01:34:21Z,3930000,,,0,,M. Brown REBOUND (Off:2 Def:3),[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,Above the Break 3,24+ Left Center,,,,398.0,5.0,3.0,2.0,,,,,,,,,,,,,
400,PT03M57.00S,2022-11-03T01:34:37.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629650,11.645860709592641,50.98039215686274,1610612746,71,78,2022-11-03T01:34:44Z,3940000,-5.0,57.0,1,left,MISS M. Brown Hook,[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.72,Missed,,,,,,,,,,,,,,,,,,
401,PT03M57.00S,2022-11-03T01:34:37.5Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,71,78,2022-11-03T01:34:44Z,3950000,,,0,,A. Sengun REBOUND (Off:1 Def:7),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,400.0,8.0,7.0,1.0,,,,,,,,,,,,,
402,PT03M52.00S,2022-11-03T01:34:45.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629645,91.14651773981603,40.44117647058824,1610612745,73,78,2022-11-03T01:35:01Z,3960000,-48.0,31.0,1,right,K. Porter Jr. running Layup (14 PTS),[1629645],1610612745.0,HOU,running,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.68,Made,14.0,,,,,,,,,,,,,,,,,
403,PT03M52.00S,2022-11-03T01:34:50.3Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629650,,,1610612745,73,78,2022-11-03T01:34:55Z,3970000,,,0,,M. Brown shooting personal FOUL (3 PF) (Porter Jr. 1 FT),"[1629650, 1629645]",1610612746.0,LAC,shooting,,,Brown,M. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2530.0,3.0,0.0,Porter Jr.,1629645.0,,,,,,,,
405,PT03M52.00S,2022-11-03T01:34:57.9Z,3,REGULAR,substitution,out,[],1631095,,,1610612745,73,78,2022-11-03T01:36:58Z,3990000,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT03M52.00S,2022-11-03T01:34:57.9Z,3,REGULAR,substitution,out,[],201569,,,1610612745,73,78,2022-11-03T01:36:58Z,4000000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT03M52.00S,2022-11-03T01:34:57.9Z,3,REGULAR,substitution,out,[],1630578,,,1610612745,73,78,2022-11-03T01:36:58Z,4010000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT03M52.00S,2022-11-03T01:34:57.9Z,3,REGULAR,substitution,in,[],1630231,,,1610612745,73,78,2022-11-03T01:36:58Z,4020000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT03M52.00S,2022-11-03T01:34:57.9Z,3,REGULAR,substitution,in,[],1630586,,,1610612745,73,78,2022-11-03T01:36:58Z,4030000,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT03M52.00S,2022-11-03T01:34:57.9Z,3,REGULAR,substitution,in,[],1631106,,,1610612745,73,78,2022-11-03T01:36:58Z,4040000,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT03M52.00S,2022-11-03T01:35:20.1Z,3,REGULAR,substitution,out,[],1629650,,,1610612745,73,78,2022-11-03T01:36:58Z,4050000,,,0,,SUB out: M. Brown,[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT03M52.00S,2022-11-03T01:35:20.1Z,3,REGULAR,substitution,in,[],1627826,,,1610612745,73,78,2022-11-03T01:36:58Z,4060000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT03M52.00S,2022-11-03T01:35:34.3Z,3,REGULAR,freethrow,1 of 1,[],1629645,,,1610612745,74,78,2022-11-03T01:35:34Z,4070000,,,0,,K. Porter Jr. Free Throw 1 of 1 (15 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
414,PT03M37.00S,2022-11-03T01:35:57.6Z,3,REGULAR,turnover,3-second-violation,[],1627826,,,1610612746,74,78,2022-11-03T01:36:26Z,4080000,,,0,,I. Zubac 3-second-violation TURNOVER (2 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2530.0,,,,,2.0,,,,,,,
415,PT03M37.00S,2022-11-03T01:36:11.8Z,3,REGULAR,substitution,out,[],1629645,,,1610612745,74,78,2022-11-03T01:36:19Z,4090000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT03M37.00S,2022-11-03T01:36:11.8Z,3,REGULAR,substitution,in,[],1630227,,,1610612745,74,78,2022-11-03T01:36:19Z,4100000,,,0,,SUB in: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
