actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-11-27T01:11:22.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-27T01:11:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-11-27T01:11:26.0Z,1,REGULAR,jumpball,recovered,[],1630224,,,1610612745,0,0,2022-11-27T01:11:26Z,40000,False,,,0,,Jump Ball A. Sengun vs. A. Pokusevski: Tip to J. Green,"[1630224, 1630578, 1630197]",1610612745.0,HOU,startperiod,J. Green,1630224.0,Green,J. Green,Sengun,1630578.0,Pokusevski,1630197.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2022-11-27T01:11:35.0Z,1,REGULAR,3pt,Jump Shot,[],1631095,71.30420499342969,81.37254901960785,1610612745,0,0,2022-11-27T01:12:12Z,70000,False,157.0,217.0,1,right,MISS J. Smith Jr. 26' pullup 3PT,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,26.79,Missed,,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2022-11-27T01:11:36.0Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,0,0,2022-11-27T01:11:47Z,80000,False,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M34.00S,2022-11-27T01:11:47.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630224,91.14651773981603,59.068627450980394,1610612745,0,0,2022-11-27T01:11:54Z,90000,False,45.0,31.0,1,right,MISS J. Green driving finger roll Layup,[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,,
10,PT11M32.00S,2022-11-27T01:11:49.3Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,0,0,2022-11-27T01:11:54Z,100000,False,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M26.00S,2022-11-27T01:11:55.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631114,6.521024967148489,47.794117647058826,1610612760,0,2,2022-11-27T01:13:09Z,110000,False,11.0,9.0,1,left,J. Williams running DUNK (2 PTS) (L. Dort 1 AST),"[1631114, 1629652]",1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.41,Made,,,,,2.0,L. Dort,1629652.0,1.0,,,,,,,,,,
13,PT11M09.00S,2022-11-27T01:12:11.5Z,1,REGULAR,3pt,Jump Shot,[],1631095,72.22404730617609,16.911764705882355,1610612745,3,2,2022-11-27T01:12:16Z,130000,False,-165.0,209.0,1,right,J. Smith Jr. 26' 3PT  (3 PTS) (J. Green 1 AST),"[1631095, 1630224]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,26.62,Made,,,,,3.0,J. Green,1630224.0,1.0,,,,,,,,,,
15,PT10M55.00S,2022-11-27T01:12:27.3Z,1,REGULAR,2pt,Jump Shot,[],1631114,24.78646517739816,39.21568627450981,1610612760,3,2,2022-11-27T01:12:34Z,150000,False,54.0,180.0,1,left,MISS J. Williams 18' pullup Shot,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Mid-Range,16-24 Center,18.84,Missed,,,,,,,,,,,,,,,,,,
16,PT10M48.00S,2022-11-27T01:12:34.3Z,1,REGULAR,rebound,offensive,[],1630197,,,1610612760,3,2,2022-11-27T01:12:34Z,160000,False,,,0,,A. Pokusevski REBOUND (Off:1 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Mid-Range,16-24 Center,,,15.0,2.0,1.0,1.0,,,,,,,,,,,,,,
17,PT10M48.00S,2022-11-27T01:12:32.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630197,5.590000152587891,50.0,1610612760,3,2,2022-11-27T01:12:32Z,170000,False,0.0,0.0,1,left,MISS A. Pokusevski tip Layup,[1630197],1610612760.0,OKC,tip,,,Pokusevski,A. Pokusevski,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
18,PT10M48.00S,2022-11-27T01:12:33.3Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,3,2,2022-11-27T01:12:33Z,180000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M39.00S,2022-11-27T01:12:42.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,90.62089356110381,56.127450980392155,1610612745,3,2,2022-11-27T01:14:39Z,190000,False,31.0,36.0,1,right,MISS A. Sengun cutting Layup,[1630578],1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,4.7,Missed,,,,,,,,,,,,,,,,,,
21,PT10M35.00S,2022-11-27T01:12:46.5Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,3,2,2022-11-27T01:12:51Z,210000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M22.00S,2022-11-27T01:12:59.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,14.931011826544022,37.99019607843137,1610612760,3,2,2022-11-27T01:13:10Z,220000,False,60.0,88.0,1,left,MISS S. Gilgeous-Alexander 10' turnaround fadeaway Shot,[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,10.64,Missed,,,,,,,,,,,,,,,,,,
23,PT10M18.00S,2022-11-27T01:13:03.8Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,3,2,2022-11-27T01:13:05Z,230000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,,
24,PT10M00.00S,2022-11-27T01:13:23.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,88.38699080157687,51.470588235294116,1610612745,5,2,2022-11-27T01:16:27Z,240000,False,7.0,57.0,1,right,A. Sengun floating Jump Shot (2 PTS) (K. Porter Jr. 1 AST),"[1630578, 1629645]",1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,5.72,Made,,,,,2.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,
26,PT10M00.00S,2022-11-27T01:13:30.2Z,1,REGULAR,foul,personal,['1freethrow'],1629652,,,1610612745,5,2,2022-11-27T01:13:45Z,260000,False,,,0,,L. Dort shooting personal FOUL (1 PF) (Sengun 1 FT),"[1629652, 1630578]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627961.0,1.0,0.0,Sengun,1630578.0,,,,,
28,PT10M00.00S,2022-11-27T01:13:52.0Z,1,REGULAR,freethrow,1 of 1,[],1630578,,,1610612745,6,2,2022-11-27T01:13:52Z,280000,False,,,0,,A. Sengun Free Throw 1 of 1 (3 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
29,PT09M47.00S,2022-11-27T01:14:08.2Z,1,REGULAR,foul,personal,[],1629645,,,1610612760,6,2,2022-11-27T01:14:36Z,290000,False,,,0,,K. Porter Jr. personal FOUL (1 PF),"[1629645, 1630197]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627961.0,1.0,0.0,Pokusevski,1630197.0,,,,,
31,PT09M38.00S,2022-11-27T01:14:39.2Z,1,REGULAR,3pt,Jump Shot,[],1628983,7.178055190538765,96.56862745098039,1610612760,6,2,2022-11-27T01:14:44Z,310000,False,-233.0,15.0,1,left,MISS S. Gilgeous-Alexander 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Left Corner 3,24+ Left,23.33,Missed,,,,,,,,,,,,,,,,,,
32,PT09M36.00S,2022-11-27T01:14:41.2Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,6,2,2022-11-27T01:14:44Z,320000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Left Corner 3,24+ Left,,,31.0,3.0,3.0,0.0,,,,,,,,,,,,,,
33,PT09M29.00S,2022-11-27T01:14:47.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629645,91.40932982917214,50.245098039215684,1610612745,6,2,2022-11-27T01:14:54Z,330000,False,1.0,28.0,1,right,MISS K. Porter Jr. driving DUNK,[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,2.83,Missed,,,,,,,,,,,,,,,,,,
34,PT09M27.00S,2022-11-27T01:14:49.2Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,6,2,2022-11-27T01:14:49Z,340000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,33.0,4.0,3.0,1.0,,,,,,,,,,,,,,
35,PT09M23.00S,2022-11-27T01:14:54.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,71.43561103810775,80.88235294117648,1610612745,9,2,2022-11-27T01:17:46Z,350000,False,154.0,216.0,1,right,J. Green 26' 3PT pullup (3 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,26.55,Made,,,,,3.0,,,,,,,,,,,,,
36,PT09M12.00S,2022-11-27T01:15:05.3Z,1,REGULAR,2pt,Jump Shot,[],1628983,21.632720105124836,32.1078431372549,1610612760,9,4,2022-11-27T01:15:12Z,360000,False,89.0,151.0,1,left,S. Gilgeous-Alexander 17' pullup Jump Shot (2 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,17.54,Made,,,,,2.0,,,,,,,,,,,,,
37,PT08M54.00S,2022-11-27T01:15:23.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,93.38042049934296,48.28431372549019,1610612745,11,4,2022-11-27T01:16:28Z,370000,False,-9.0,10.0,1,right,A. Sengun reverse DUNK (5 PTS) (J. Green 2 AST),"[1630578, 1630224]",1610612745.0,HOU,reverse,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.3,Made,,,,,5.0,J. Green,1630224.0,2.0,,,,,,,,,,
39,PT08M43.00S,2022-11-27T01:15:34.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,7.178055190538765,38.48039215686275,1610612760,11,4,2022-11-27T01:16:37Z,390000,False,58.0,15.0,1,left,MISS J. Giddey driving Layup - blocked,"[1630581, 1631095]",1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,5.95,Missed,,,,,,,,,,,,,,Smith Jr.,1631095.0,,,
40,PT08M43.00S,2022-11-27T01:15:34.4Z,1,REGULAR,block,,[],1631095,,,1610612760,11,4,2022-11-27T01:15:36Z,400000,False,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M43.00S,2022-11-27T01:15:34.4Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,11,4,2022-11-27T01:15:50Z,410000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,39.0,5.0,4.0,1.0,,,,,,,,,,,,,,
42,PT08M35.00S,2022-11-27T01:15:42.3Z,1,REGULAR,3pt,Jump Shot,[],1630224,69.07030223390277,28.676470588235293,1610612745,14,4,2022-11-27T01:18:55Z,420000,False,-107.0,238.0,1,right,J. Green 26' 3PT pullup (6 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,26.1,Made,,,,,6.0,,,,,,,,,,,,,
43,PT08M34.00S,2022-11-27T01:15:49.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,14,4,2022-11-27T01:15:49Z,430000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M34.00S,2022-11-27T01:17:49.0Z,1,REGULAR,substitution,out,[],1630197,,,1610612760,14,4,2022-11-27T01:18:57Z,440000,False,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M34.00S,2022-11-27T01:17:49.0Z,1,REGULAR,substitution,in,[],1630526,,,1610612760,14,4,2022-11-27T01:18:57Z,450000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
