actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
86,PT05M41.00S,2022-01-17T23:22:19.2Z,1,REGULAR,substitution,in,[],1626153,,,1610612749,6,11,2022-01-17T23:22:26Z,860000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M32.00S,2022-01-17T23:22:44.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203507,92.59198423127464,50.245098039215684,1610612749,6,13,2022-01-17T23:22:49Z,870000,1.0,17.0,1,right,G. Antetokounmpo driving DUNK (2 PTS) (D. DiVincenzo 1 AST),"[203507, 1628978]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,1.71,Made,,,,,,,,,,2.0,,,,D. DiVincenzo,1628978.0,1.0,,,
88,PT05M21.00S,2022-01-17T23:22:54.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,19.004599211563733,51.470588235294116,1610612737,8,13,2022-01-17T23:23:02Z,880000,-7.0,126.0,1,left,T. Young 12' driving floating Jump Shot (4 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,12.63,Made,,,,,,,,,,4.0,,,,,,,,,
89,PT04M58.00S,2022-01-17T23:23:18.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,92.9862023653088,49.50980392156863,1610612749,8,13,2022-01-17T23:23:23Z,890000,-2.0,13.0,1,right,MISS D. DiVincenzo driving Layup,[1628978],1610612749.0,MIL,driving,,,DiVincenzo,D. DiVincenzo,,,,,1.36,Missed,,,,,,,,,,,,,,,,,,,
90,PT04M55.00S,2022-01-17T23:23:21.5Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612737,8,13,2022-01-17T23:23:23Z,900000,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
91,PT04M45.00S,2022-01-17T23:23:31.6Z,1,REGULAR,3pt,Jump Shot,[],1629027,20.45006570302234,91.42156862745098,1610612737,11,13,2022-01-17T23:23:36Z,910000,-207.0,140.0,1,left,T. Young 24' 3PT step back (7 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,24.98,Made,,,,,,,,,,7.0,,,,,,,,,
92,PT04M34.00S,2022-01-17T23:23:42.2Z,1,REGULAR,3pt,Jump Shot,[],203507,67.49342969776609,42.8921568627451,1610612749,11,16,2022-01-17T23:23:47Z,920000,-36.0,253.0,1,right,G. Antetokounmpo 25' 3PT pullup (5 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,25.56,Made,,,,,,,,,,5.0,,,,,,,,,
93,PT04M12.00S,2022-01-17T23:24:04.0Z,1,REGULAR,3pt,Jump Shot,[],201568,30.831143232588698,31.862745098039213,1610612737,11,16,2022-01-17T23:24:09Z,930000,91.0,237.0,1,left,MISS D. Gallinari 25' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,,
94,PT04M11.00S,2022-01-17T23:24:05.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,11,16,2022-01-17T23:24:09Z,940000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,
95,PT04M11.00S,2022-01-17T23:24:09.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,11,16,2022-01-17T23:24:09Z,950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M11.00S,2022-01-17T23:24:11.4Z,1,REGULAR,substitution,out,[],1628960,,,1610612737,11,16,2022-01-17T23:24:26Z,960000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M11.00S,2022-01-17T23:24:11.4Z,1,REGULAR,substitution,out,[],203507,,,1610612737,11,16,2022-01-17T23:24:26Z,970000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M11.00S,2022-01-17T23:24:11.4Z,1,REGULAR,substitution,in,[],203114,,,1610612737,11,16,2022-01-17T23:24:26Z,980000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M11.00S,2022-01-17T23:24:11.4Z,1,REGULAR,substitution,in,[],1626171,,,1610612737,11,16,2022-01-17T23:24:26Z,990000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M59.00S,2022-01-17T23:24:48.1Z,1,REGULAR,turnover,bad pass,[],1628381,,,1610612737,11,16,2022-01-17T23:24:57Z,1000000,,,0,,J. Collins bad pass TURNOVER (1 TO),"[1628381, 202083]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,1.0,Matthews,202083.0,,,,,,
102,PT03M59.00S,2022-01-17T23:24:48.1Z,1,REGULAR,steal,,[],202083,,,1610612749,11,16,2022-01-17T23:24:52Z,1010000,,,0,,W. Matthews STEAL (1 STL),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M59.00S,2022-01-17T23:24:52.8Z,1,REGULAR,foul,personal,[],1629027,,,1610612749,11,16,2022-01-17T23:24:59Z,1020000,,,0,,T. Young personal FOUL (1 PF),"[1629027, 202083]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,204058.0,1.0,0.0,Matthews,202083.0,,,,,,,,,,
105,PT03M45.00S,2022-01-17T23:25:13.8Z,1,REGULAR,turnover,bad pass,[],203114,,,1610612749,11,16,2022-01-17T23:25:18Z,1040000,,,0,,K. Middleton bad pass TURNOVER (1 TO),"[203114, 1626153]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,1.0,Wright,1626153.0,,,,,,
106,PT03M45.00S,2022-01-17T23:25:13.8Z,1,REGULAR,steal,,[],1626153,,,1610612737,11,16,2022-01-17T23:25:16Z,1050000,,,0,,D. Wright STEAL (1 STL),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M42.00S,2022-01-17T23:25:17.9Z,1,REGULAR,foul,personal,['2freethrow'],1626192,,,1610612737,11,16,2022-01-17T23:25:47Z,1060000,,,0,,P. Connaughton shooting personal FOUL (1 PF) (Collins 2 FT),"[1626192, 1628381]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,,,,,,,200832.0,1.0,0.0,Collins,1628381.0,,,,,,,,,,
109,PT03M42.00S,2022-01-17T23:25:48.2Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628381,,,1610612737,11,16,2022-01-17T23:25:48Z,1080000,,,0,,MISS J. Collins Free Throw 1 of 2,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
110,PT03M42.00S,2022-01-17T23:25:48.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,11,16,2022-01-17T23:25:48Z,1090000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,109.0,,,,,,,,,,,,,,,,,,
111,PT03M42.00S,2022-01-17T23:25:49.1Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,11,16,2022-01-17T23:25:58Z,1100000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M42.00S,2022-01-17T23:25:49.1Z,1,REGULAR,substitution,out,[],1629631,,,1610612737,11,16,2022-01-17T23:25:58Z,1110000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M42.00S,2022-01-17T23:25:49.1Z,1,REGULAR,substitution,in,[],1627789,,,1610612737,11,16,2022-01-17T23:25:58Z,1120000,,,0,,SUB in: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M42.00S,2022-01-17T23:25:49.1Z,1,REGULAR,substitution,in,[],101150,,,1610612737,11,16,2022-01-17T23:25:58Z,1130000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M42.00S,2022-01-17T23:26:10.0Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628381,,,1610612737,12,16,2022-01-17T23:26:10Z,1140000,,,0,,J. Collins Free Throw 2 of 2 (1 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
116,PT03M23.00S,2022-01-17T23:26:30.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,87.46714848883047,42.15686274509804,1610612749,12,16,2022-01-17T23:26:37Z,1150000,-39.0,65.0,1,right,MISS K. Middleton 7' floating Shot,[203114],1610612749.0,MIL,floating,,,Middleton,K. Middleton,,,,,7.62,Missed,,,,,,,,,,,,,,,,,,,
117,PT03M17.00S,2022-01-17T23:26:36.3Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,12,16,2022-01-17T23:26:37Z,1160000,,,0,,B. Portis REBOUND (Off:2 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,116.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
118,PT03M15.00S,2022-01-17T23:26:38.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626171,93.24901445466492,50.0,1610612749,12,18,2022-01-17T23:26:44Z,1170000,0.0,11.0,1,right,B. Portis driving Layup (4 PTS),[1626171],1610612749.0,MIL,driving,,,Portis,B. Portis,,,,,1.1,Made,,,,,,,,,,4.0,,,,,,,,,
119,PT02M55.00S,2022-01-17T23:26:57.8Z,1,REGULAR,3pt,Jump Shot,[],1627789,22.421156373193167,10.294117647058822,1610612737,12,18,2022-01-17T23:27:02Z,1180000,199.0,158.0,1,left,MISS T. Luwawu-Cabarrot 25' 3PT,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,25.39,Missed,,,,,,,,,,,,,,,,,,,
120,PT02M52.00S,2022-01-17T23:27:00.8Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,12,18,2022-01-17T23:27:02Z,1190000,,,0,,B. Portis REBOUND (Off:2 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,119.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
121,PT02M43.00S,2022-01-17T23:27:09.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203114,93.77463863337714,50.0,1610612749,12,20,2022-01-17T23:27:15Z,1200000,0.0,6.0,1,right,K. Middleton driving reverse Layup (2 PTS),[203114],1610612749.0,MIL,driving reverse,,,Middleton,K. Middleton,,,,,0.6,Made,,,,,,,,,,2.0,,,,,,,,,
122,PT02M43.00S,2022-01-17T23:27:14.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,12,20,2022-01-17T23:27:14Z,1210000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M43.00S,2022-01-17T23:29:46.6Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,12,20,2022-01-17T23:30:02Z,1220000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M43.00S,2022-01-17T23:29:46.6Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,12,20,2022-01-17T23:30:02Z,1230000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M20.00S,2022-01-17T23:30:56.8Z,1,REGULAR,3pt,Jump Shot,[],1626153,27.94021024967148,21.568627450980394,1610612737,15,20,2022-01-17T23:31:01Z,1240000,142.0,210.0,1,left,D. Wright 25' 3PT  (3 PTS) (O. Okongwu 1 AST),"[1626153, 1630168]",1610612737.0,ATL,,,,Wright,D. Wright,,,,,25.37,Made,,,,,,,,,,3.0,,,,O. Okongwu,1630168.0,1.0,,,
127,PT02M04.00S,2022-01-17T23:31:12.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,83.13074901445466,41.911764705882355,1610612749,15,22,2022-01-17T23:31:17Z,1260000,-40.0,106.0,1,right,K. Middleton 11' fadeaway Jump Shot (4 PTS) (D. DiVincenzo 2 AST),"[203114, 1628978]",1610612749.0,MIL,fadeaway,,,Middleton,K. Middleton,,,,,11.35,Made,,,,,,,,,,4.0,,,,D. DiVincenzo,1628978.0,2.0,,,
129,PT01M47.00S,2022-01-17T23:31:33.3Z,1,REGULAR,turnover,out-of-bounds,[],201568,,,1610612737,15,22,2022-01-17T23:31:39Z,1280000,,,0,,D. Gallinari lost ball out-of-bounds TURNOVER (1 TO),[201568],1610612737.0,ATL,lost ball,,,Gallinari,D. Gallinari,,,,,,,,,,,200832.0,,,,,,1.0,,,,,,,,
130,PT01M34.00S,2022-01-17T23:31:55.4Z,1,REGULAR,foul,personal,[],201568,,,1610612749,15,22,2022-01-17T23:32:03Z,1290000,,,0,,D. Gallinari personal FOUL (1 PF),"[201568, 1628978]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,2882.0,1.0,0.0,DiVincenzo,1628978.0,,,,,,,,,,
132,PT01M28.00S,2022-01-17T23:32:17.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626171,92.72339027595268,49.754901960784316,1610612749,15,22,2022-01-17T23:32:22Z,1310000,-1.0,16.0,1,right,MISS B. Portis Layup - blocked,"[1626171, 1630168]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,1.59,Missed,,,,,,,,,,,,,,,,,Okongwu,1630168.0,
133,PT01M28.00S,2022-01-17T23:32:17.9Z,1,REGULAR,block,,[],1630168,,,1610612749,15,22,2022-01-17T23:32:20Z,1320000,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M25.00S,2022-01-17T23:32:20.9Z,1,REGULAR,rebound,defensive,[],201568,,,1610612737,15,22,2022-01-17T23:32:22Z,1330000,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
135,PT01M17.00S,2022-01-17T23:32:28.8Z,1,REGULAR,turnover,bad pass,[],1627789,,,1610612737,15,22,2022-01-17T23:32:32Z,1340000,,,0,,T. Luwawu-Cabarrot bad pass TURNOVER (1 TO),"[1627789, 1626192]",1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,1.0,Connaughton,1626192.0,,,,,,
136,PT01M17.00S,2022-01-17T23:32:28.8Z,1,REGULAR,steal,,[],1626192,,,1610612749,15,22,2022-01-17T23:32:31Z,1350000,,,0,,P. Connaughton STEAL (1 STL),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M14.00S,2022-01-17T23:32:33.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",101150,,,1610612749,15,22,2022-01-17T23:33:03Z,1360000,,,0,,L. Williams take personal FOUL (1 PF) (Middleton 2 FT),"[101150, 203114]",1610612737.0,ATL,take,,,Williams,L. Williams,,,,,,,,,,,2882.0,1.0,0.0,Middleton,203114.0,,,,,,,,,,
139,PT01M14.00S,2022-01-17T23:33:04.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203114,,,1610612749,15,23,2022-01-17T23:33:04Z,1380000,,,0,,K. Middleton Free Throw 1 of 2 (5 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
140,PT01M14.00S,2022-01-17T23:33:04.9Z,1,REGULAR,substitution,out,[],1628978,,,1610612749,15,23,2022-01-17T23:33:10Z,1390000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M14.00S,2022-01-17T23:33:04.9Z,1,REGULAR,substitution,out,[],1626192,,,1610612749,15,23,2022-01-17T23:33:10Z,1400000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M14.00S,2022-01-17T23:33:04.9Z,1,REGULAR,substitution,in,[],201588,,,1610612749,15,23,2022-01-17T23:33:10Z,1410000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M14.00S,2022-01-17T23:33:04.9Z,1,REGULAR,substitution,in,[],1629670,,,1610612749,15,23,2022-01-17T23:33:10Z,1420000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M14.00S,2022-01-17T23:33:24.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203114,,,1610612749,15,24,2022-01-17T23:33:24Z,1430000,,,0,,K. Middleton Free Throw 2 of 2 (6 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
145,PT01M03.00S,2022-01-17T23:33:38.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101150,7.046649145860711,41.42156862745098,1610612737,15,24,2022-01-17T23:33:47Z,1440000,43.0,14.0,1,left,MISS L. Williams fadeaway Shot,[101150],1610612737.0,ATL,fadeaway,,,Williams,L. Williams,,,,,4.5,Missed,,,,,,,,,,,,,,,,,,,
146,PT01M00.00S,2022-01-17T23:33:41.6Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,15,24,2022-01-17T23:33:47Z,1450000,,,0,,B. Portis REBOUND (Off:2 Def:5),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,145.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
147,PT00M43.30S,2022-01-17T23:33:59.1Z,1,REGULAR,3pt,Jump Shot,[],1626171,68.15045992115637,62.745098039215684,1610612749,15,24,2022-01-17T23:34:04Z,1460000,64.0,247.0,1,right,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,,
148,PT00M40.70S,2022-01-17T23:34:01.7Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,15,24,2022-01-17T23:34:04Z,1470000,,,0,,O. Okongwu REBOUND (Off:2 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,147.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
149,PT00M18.20S,2022-01-17T23:34:24.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,17.69053876478318,49.50980392156863,1610612737,17,24,2022-01-17T23:34:30Z,1480000,2.0,114.0,1,left,O. Okongwu 11' Hook (4 PTS) (D. Gallinari 1 AST),"[1630168, 201568]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,11.38,Made,,,,,,,,,,4.0,,,,D. Gallinari,201568.0,1.0,,,
151,PT00M02.50S,2022-01-17T23:34:43.0Z,1,REGULAR,2pt,Jump Shot,[],203114,84.1819973718791,29.411764705882355,1610612749,17,26,2022-01-17T23:34:47Z,1500000,-103.0,96.0,1,right,K. Middleton 14' pullup Jump Shot (8 PTS),[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,14.09,Made,,,,,,,,,,8.0,,,,,,,,,
152,PT00M00.00S,2022-01-17T23:34:58.1Z,1,REGULAR,period,end,[],0,,,1610612737,17,26,2022-01-17T23:34:58Z,1510000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-01-17T23:36:27.6Z,2,REGULAR,substitution,out,['startperiod'],1627789,,,1610612737,17,26,2022-01-17T23:37:56Z,1520000,,,0,,SUB out: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-01-17T23:36:27.6Z,2,REGULAR,substitution,out,['startperiod'],202083,,,1610612737,17,26,2022-01-17T23:37:56Z,1530000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-01-17T23:36:27.6Z,2,REGULAR,substitution,in,['startperiod'],1628989,,,1610612737,17,26,2022-01-17T23:37:56Z,1540000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-01-17T23:36:27.6Z,2,REGULAR,substitution,in,['startperiod'],203507,,,1610612737,17,26,2022-01-17T23:37:56Z,1550000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-01-17T23:38:27.3Z,2,REGULAR,period,start,[],0,,,1610612737,17,26,2022-01-17T23:38:27Z,1560000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M42.00S,2022-01-17T23:38:43.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,11.251642575558476,51.71568627450981,1610612737,17,26,2022-01-17T23:38:49Z,1570000,-9.0,53.0,1,left,MISS K. Huerter driving Layup - blocked,"[1628989, 1626171]",1610612737.0,ATL,driving,,,Huerter,K. Huerter,,,,,5.4,Missed,,,,,,,,,,,,,,,,,Portis,1626171.0,
159,PT11M42.00S,2022-01-17T23:38:43.9Z,2,REGULAR,block,,[],1626171,,,1610612737,17,26,2022-01-17T23:38:47Z,1580000,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M39.00S,2022-01-17T23:38:46.9Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,17,26,2022-01-17T23:38:49Z,1590000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,158.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
161,PT11M38.00S,2022-01-17T23:38:48.1Z,2,REGULAR,turnover,bad pass,[],203507,,,1610612749,17,26,2022-01-17T23:38:53Z,1600000,,,0,,G. Antetokounmpo bad pass TURNOVER (2 TO),"[203507, 101150]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,2.0,Williams,101150.0,,,,,,
162,PT11M38.00S,2022-01-17T23:38:48.1Z,2,REGULAR,steal,,[],101150,,,1610612737,17,26,2022-01-17T23:38:51Z,1610000,,,0,,L. Williams STEAL (1 STL),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M29.00S,2022-01-17T23:38:56.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630168,11.251642575558476,45.34313725490196,1610612737,17,26,2022-01-17T23:39:02Z,1620000,23.0,53.0,1,left,MISS O. Okongwu turnaround Hook,[1630168],1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,5.82,Missed,,,,,,,,,,,,,,,,,,,
164,PT11M26.00S,2022-01-17T23:38:59.9Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,17,26,2022-01-17T23:39:02Z,1630000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,163.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
165,PT11M21.00S,2022-01-17T23:39:05.2Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],203507,79.45137976346912,29.411764705882355,1610612749,17,26,2022-01-17T23:39:17Z,1640000,-103.0,141.0,1,right,MISS G. Antetokounmpo 17' running pullup Shot,[203507],1610612749.0,MIL,running pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,17.43,Missed,,,,,,,,,,,,,,,,,,,
166,PT11M18.00S,2022-01-17T23:39:08.2Z,2,REGULAR,rebound,defensive,[],1626153,,,1610612737,17,26,2022-01-17T23:39:17Z,1650000,,,0,,D. Wright REBOUND (Off:0 Def:2),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,165.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
167,PT11M12.00S,2022-01-17T23:39:16.6Z,2,REGULAR,foul,personal,[],1629670,,,1610612737,17,26,2022-01-17T23:39:23Z,1660000,,,0,,J. Nwora personal FOUL (1 PF),"[1629670, 101150]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,204058.0,1.0,0.0,Williams,101150.0,,,,,,,,,,
169,PT10M58.00S,2022-01-17T23:39:48.6Z,2,REGULAR,3pt,Jump Shot,[],1628989,27.94021024967148,76.9607843137255,1610612737,17,26,2022-01-17T23:39:55Z,1680000,-135.0,210.0,1,left,MISS K. Huerter 24' step back 3PT,[1628989],1610612737.0,ATL,step back,,,Huerter,K. Huerter,,,,,24.96,Missed,,,,,,,,,,,,,,,,,,,
170,PT10M52.00S,2022-01-17T23:39:54.6Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,17,26,2022-01-17T23:39:55Z,1690000,,,0,,O. Okongwu REBOUND (Off:3 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,169.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
171,PT10M50.00S,2022-01-17T23:39:56.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],101150,33.459264126149804,43.38235294117647,1610612737,20,26,2022-01-17T23:40:02Z,1700000,33.0,262.0,1,left,L. Williams 26' 3PT pullup (3 PTS),[101150],1610612737.0,ATL,pullup,,,Williams,L. Williams,,,,,26.41,Made,,,,,,,,,,3.0,,,,,,,,,
