actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-01-30T18:11:20.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-30T18:11:20Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-01-30T18:11:24.0Z,1,REGULAR,jumpball,recovered,[],203076,,,1610612747,0,0,2022-01-30T18:11:24Z,40000,,,0,,Jump Ball A. Davis vs. C. Capela: Tip to A. Davis,"[203076, 203076, 203991]",1610612747.0,LAL,startperiod,A. Davis,203076.0,Davis,A. Davis,Davis,203076.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2022-01-30T18:11:43.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,17.0335085413929,49.26470588235294,1610612747,0,0,2022-01-30T18:11:49Z,70000,4.0,108.0,1,left,MISS A. Davis 10' fadeaway Shot,[203076],1610612747.0,LAL,fadeaway,,,Davis,A. Davis,,,,,10.77,Missed,,,,,,,,,,,,,,,,,,
8,PT11M32.00S,2022-01-30T18:11:46.8Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,0,0,2022-01-30T18:11:49Z,80000,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M17.00S,2022-01-30T18:12:02.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,93.11760840998686,50.245098039215684,1610612737,2,0,2022-01-30T18:12:07Z,90000,1.0,12.0,1,right,J. Collins alley-oop Layup (2 PTS) (C. Capela 1 AST),"[1628381, 203991]",1610612737.0,ATL,alley-oop,,,Collins,J. Collins,,,,,1.23,Made,,,,,2.0,C. Capela,203991.0,1.0,,,,,,,,,,
11,PT11M05.00S,2022-01-30T18:12:15.5Z,1,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612747,2,0,2022-01-30T18:12:44Z,110000,,,0,,J. Collins shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1628381, 201566]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Westbrook,201566.0,,,,,
13,PT11M05.00S,2022-01-30T18:12:45.2Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,2,1,2022-01-30T18:13:08Z,130000,,,0,,R. Westbrook Free Throw 1 of 2 (1 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
14,PT11M05.00S,2022-01-30T18:12:45.2Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,2,1,2022-01-30T18:13:08Z,140000,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Missed,,,,,,,,,,,,,,,,,,
15,PT11M04.00S,2022-01-30T18:12:46.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,2,1,2022-01-30T18:13:08Z,150000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,
16,PT11M04.00S,2022-01-30T18:13:09.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,2,1,2022-01-30T18:13:09Z,160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
