actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
94,PT04M34.00S,2021-12-04T01:02:13.3Z,1,REGULAR,3pt,Jump Shot,[],1628989,73.27529566360053,17.892156862745097,1610612737,11,19,2021-12-04T01:02:21Z,940000,-161.0,199.0,1,right,MISS K. Huerter 25' step back 3PT,[1628989],1610612737.0,ATL,step back,,,Huerter,K. Huerter,,,,,,,,,,25.54,Missed,,,,,,,,,,,,,
95,PT04M29.00S,2021-12-04T01:02:18.3Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,11,19,2021-12-04T01:02:21Z,950000,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,
96,PT04M19.00S,2021-12-04T01:02:27.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627788,12.040078843626807,52.69607843137255,1610612755,11,19,2021-12-04T01:02:34Z,960000,-13.0,61.0,1,left,MISS F. Korkmaz 6' driving floating Shot - blocked,"[1627788, 1629027]",1610612755.0,PHI,driving floating,,,Korkmaz,F. Korkmaz,,,,,,,,,,6.22,Missed,,,,,,Young,1629027.0,,,,,,
97,PT04M19.00S,2021-12-04T01:02:27.5Z,1,REGULAR,block,,[],1629027,,,1610612755,11,19,2021-12-04T01:02:30Z,970000,,,0,,T. Young BLOCK (1 BLK),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M16.00S,2021-12-04T01:02:30.5Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612737,11,19,2021-12-04T01:02:34Z,980000,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,
99,PT04M10.00S,2021-12-04T01:02:38.1Z,1,REGULAR,foul,personal,[],1627777,,,1610612737,11,19,2021-12-04T01:02:50Z,990000,,,0,,G. Niang personal FOUL (1 PF),"[1627777, 1626153]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,2714.0,1.0,0.0,Wright,1626153.0,,,,,,,,,,,,,,,
101,PT04M10.00S,2021-12-04T01:02:53.6Z,1,REGULAR,substitution,out,[],1630178,,,1610612737,11,19,2021-12-04T01:02:56Z,1010000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M10.00S,2021-12-04T01:02:53.6Z,1,REGULAR,substitution,in,[],1629003,,,1610612737,11,19,2021-12-04T01:02:56Z,1020000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M57.00S,2021-12-04T01:03:14.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201568,88.64980289093299,48.28431372549019,1610612737,13,19,2021-12-04T01:03:21Z,1030000,-9.0,54.0,1,right,D. Gallinari Layup (2 PTS) (T. Young 3 AST),"[201568, 1629027]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,5.49,Made,,,,,2.0,,,T. Young,1629027.0,3.0,,,
105,PT03M36.00S,2021-12-04T01:03:39.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203476,,,1610612755,13,19,2021-12-04T01:04:01Z,1050000,,,0,,G. Dieng personal FOUL (1 PF) (Embiid 2 FT),"[203476, 203954]",1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,2714.0,1.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,
107,PT03M36.00S,2021-12-04T01:04:15.3Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,13,19,2021-12-04T01:04:15Z,1070000,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,Missed,,,,,,,,,,,,,
108,PT03M36.00S,2021-12-04T01:04:15.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,13,19,2021-12-04T01:04:15Z,1080000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,107.0,,,,,,,,,,,,
109,PT03M36.00S,2021-12-04T01:04:16.2Z,1,REGULAR,substitution,out,[],1628989,,,1610612755,13,19,2021-12-04T01:04:27Z,1090000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M36.00S,2021-12-04T01:04:16.2Z,1,REGULAR,substitution,out,[],1627777,,,1610612755,13,19,2021-12-04T01:04:27Z,1100000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M36.00S,2021-12-04T01:04:16.2Z,1,REGULAR,substitution,in,[],101150,,,1610612755,13,19,2021-12-04T01:04:27Z,1110000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M36.00S,2021-12-04T01:04:16.2Z,1,REGULAR,substitution,in,[],201980,,,1610612755,13,19,2021-12-04T01:04:27Z,1120000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M36.00S,2021-12-04T01:04:40.6Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,13,20,2021-12-04T01:04:40Z,1130000,,,0,,J. Embiid Free Throw 2 of 2 (8 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,Made,,,,,8.0,,,,,,,,
114,PT03M19.00S,2021-12-04T01:04:59.7Z,1,REGULAR,3pt,Jump Shot,[],1629027,68.28186596583443,61.029411764705884,1610612737,13,20,2021-12-04T01:05:08Z,1140000,55.0,246.0,1,right,MISS T. Young 25' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,,,,,,25.18,Missed,,,,,,,,,,,,,
115,PT03M16.00S,2021-12-04T01:05:02.7Z,1,REGULAR,rebound,offensive,[],1626153,,,1610612737,13,20,2021-12-04T01:05:08Z,1150000,,,0,,D. Wright REBOUND (Off:1 Def:1),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,114.0,2.0,1.0,1.0,,,,,,,,,
116,PT03M11.00S,2021-12-04T01:05:06.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629027,92.72339027595268,59.80392156862745,1610612737,13,20,2021-12-04T01:05:13Z,1160000,49.0,16.0,1,right,MISS T. Young driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,,,,,,5.15,Missed,,,,,,,,,,,,,
117,PT03M09.00S,2021-12-04T01:05:09.5Z,1,REGULAR,rebound,offensive,[],203476,,,1610612737,13,20,2021-12-04T01:05:09Z,1170000,,,0,,G. Dieng REBOUND (Off:1 Def:0),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,116.0,1.0,0.0,1.0,,,,,,,,,
118,PT03M07.00S,2021-12-04T01:05:11.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],101150,69.72733245729303,26.47058823529412,1610612737,16,20,2021-12-04T01:05:19Z,1180000,-118.0,232.0,1,right,L. Williams 26' 3PT  (3 PTS) (G. Dieng 1 AST),"[101150, 203476]",1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,26.02,Made,,,,,3.0,,,G. Dieng,203476.0,1.0,,,
120,PT02M49.00S,2021-12-04T01:05:28.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,5.206964520367937,52.20588235294118,1610612755,16,22,2021-12-04T01:05:36Z,1200000,-11.0,-4.0,1,left,S. Milton driving Layup (2 PTS),[1629003],1610612755.0,PHI,driving,,,Milton,S. Milton,,,,,,,,,,1.16,Made,,,,,2.0,,,,,,,,
121,PT02M31.00S,2021-12-04T01:05:46.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,92.9862023653088,47.30392156862745,1610612737,18,22,2021-12-04T01:05:56Z,1210000,-13.0,13.0,1,right,T. Young driving reverse Layup (6 PTS),[1629027],1610612737.0,ATL,driving reverse,,,Young,T. Young,,,,,,,,,,1.9,Made,,,,,6.0,,,,,,,,
122,PT02M16.00S,2021-12-04T01:06:01.3Z,1,REGULAR,3pt,Jump Shot,[],203552,28.203022339027594,77.45098039215686,1610612755,18,25,2021-12-04T01:06:08Z,1220000,-137.0,213.0,1,left,S. Curry 25' 3PT pullup (9 PTS),[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,,,,,,25.31,Made,,,,,9.0,,,,,,,,
123,PT01M58.00S,2021-12-04T01:06:20.2Z,1,REGULAR,2pt,Jump Shot,[],1629027,82.07950065703022,14.950980392156863,1610612737,18,25,2021-12-04T01:06:27Z,1230000,-175.0,116.0,1,right,MISS T. Young 21' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,,,,,,21.01,Missed,,,,,,,,,,,,,
124,PT01M54.00S,2021-12-04T01:06:24.2Z,1,REGULAR,rebound,defensive,[],1627788,,,1610612755,18,25,2021-12-04T01:06:27Z,1240000,,,0,,F. Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,
125,PT01M50.00S,2021-12-04T01:06:28.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203552,5.863994743758213,51.225490196078425,1610612755,18,27,2021-12-04T01:06:39Z,1250000,-6.0,3.0,1,left,S. Curry running Layup (11 PTS) (S. Milton 1 AST),"[203552, 1629003]",1610612755.0,PHI,running,,,Curry,S. Curry,,,,,,,,,,0.66,Made,,,,,11.0,,,S. Milton,1629003.0,1.0,,,
127,PT01M34.00S,2021-12-04T01:06:44.3Z,1,REGULAR,2pt,Jump Shot,[],203476,74.58935611038108,54.166666666666664,1610612737,20,27,2021-12-04T01:06:50Z,1270000,21.0,186.0,1,right,G. Dieng 18' Jump Shot (2 PTS) (D. Wright 1 AST),"[203476, 1626153]",1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,18.76,Made,,,,,2.0,,,D. Wright,1626153.0,1.0,,,
129,PT01M18.00S,2021-12-04T01:06:59.9Z,1,REGULAR,turnover,bad pass,[],1629003,,,1610612755,20,27,2021-12-04T01:07:08Z,1290000,,,0,,S. Milton bad pass TURNOVER (1 TO),"[1629003, 101150]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,1.0,Williams,101150.0
130,PT01M18.00S,2021-12-04T01:06:59.9Z,1,REGULAR,steal,,[],101150,,,1610612737,20,27,2021-12-04T01:07:02Z,1300000,,,0,,L. Williams STEAL (1 STL),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M16.00S,2021-12-04T01:07:02.6Z,1,REGULAR,turnover,bad pass,[],101150,,,1610612737,20,27,2021-12-04T01:07:14Z,1310000,,,0,,L. Williams bad pass TURNOVER (1 TO),"[101150, 1629003]",1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,1.0,Milton,1629003.0
132,PT01M16.00S,2021-12-04T01:07:02.6Z,1,REGULAR,steal,,[],1629003,,,1610612755,20,27,2021-12-04T01:07:04Z,1320000,,,0,,S. Milton STEAL (1 STL),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M15.00S,2021-12-04T01:07:07.8Z,1,REGULAR,turnover,out-of-bounds,[],1629003,,,1610612755,20,27,2021-12-04T01:07:34Z,1330000,,,0,,S. Milton lost ball out-of-bounds TURNOVER (2 TO),[1629003],1610612755.0,PHI,lost ball,,,Milton,S. Milton,,,,,2714.0,,,,,,,,,,,,,,,,,2.0,,
134,PT01M15.00S,2021-12-04T01:07:16.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,20,27,2021-12-04T01:07:16Z,1340000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M15.00S,2021-12-04T01:09:04.7Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,20,27,2021-12-04T01:09:19Z,1350000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M15.00S,2021-12-04T01:09:04.7Z,1,REGULAR,substitution,out,[],203954,,,1610612737,20,27,2021-12-04T01:09:19Z,1360000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M15.00S,2021-12-04T01:09:04.7Z,1,REGULAR,substitution,in,[],203524,,,1610612737,20,27,2021-12-04T01:09:19Z,1370000,,,0,,SUB in: S. Hill,[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M15.00S,2021-12-04T01:09:04.7Z,1,REGULAR,substitution,in,[],203083,,,1610612737,20,27,2021-12-04T01:09:19Z,1380000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M15.00S,2021-12-04T01:09:04.7Z,1,REGULAR,substitution,out,[],203552,,,1610612737,20,27,2021-12-04T01:09:33Z,1390000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M15.00S,2021-12-04T01:09:04.7Z,1,REGULAR,substitution,in,[],1629680,,,1610612737,20,27,2021-12-04T01:09:33Z,1400000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M58.80S,2021-12-04T01:10:45.5Z,1,REGULAR,turnover,bad pass,[],101150,,,1610612737,20,27,2021-12-04T01:10:51Z,1410000,,,0,,L. Williams bad pass TURNOVER (2 TO),"[101150, 203083]",1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,2.0,Drummond,203083.0
142,PT00M58.80S,2021-12-04T01:10:45.5Z,1,REGULAR,steal,,[],203083,,,1610612755,20,27,2021-12-04T01:10:47Z,1420000,,,0,,A. Drummond STEAL (1 STL),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M52.10S,2021-12-04T01:10:52.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629003,22.815374507227332,71.56862745098039,1610612755,20,29,2021-12-04T01:10:58Z,1430000,-108.0,162.0,1,left,S. Milton 19' pullup Jump Shot (4 PTS),[1629003],1610612755.0,PHI,pullup,,,Milton,S. Milton,,,,,,,,,,19.46,Made,,,,,4.0,,,,,,,,
144,PT00M31.90S,2021-12-04T01:11:15.2Z,1,REGULAR,2pt,Jump Shot,[],201568,83.52496714848883,23.284313725490197,1610612737,20,29,2021-12-04T01:11:25Z,1440000,-134.0,102.0,1,right,MISS D. Gallinari 16' fadeaway Shot,[201568],1610612737.0,ATL,fadeaway,,,Gallinari,D. Gallinari,,,,,,,,,,16.83,Missed,,,,,,,,,,,,,
145,PT00M28.40S,2021-12-04T01:11:18.7Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,20,29,2021-12-04T01:11:25Z,1450000,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,
146,PT00M20.30S,2021-12-04T01:11:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201980,5.601182654402102,50.0,1610612755,20,31,2021-12-04T01:11:38Z,1460000,0.0,0.0,1,left,D. Green reverse Layup (4 PTS) (S. Milton 2 AST),"[201980, 1629003]",1610612755.0,PHI,reverse,,,Green,D. Green,,,,,,,,,,0.02,Made,,,,,4.0,,,S. Milton,1629003.0,2.0,,,
148,PT00M04.70S,2021-12-04T01:11:47.7Z,1,REGULAR,foul,personal,[],1627788,,,1610612737,20,31,2021-12-04T01:12:00Z,1480000,,,0,,F. Korkmaz take personal FOUL (1 PF),"[1627788, 101150]",1610612755.0,PHI,take,,,Korkmaz,F. Korkmaz,,,,,1628159.0,1.0,0.0,Williams,101150.0,,,,,,,,,,,,,,,
150,PT00M00.70S,2021-12-04T01:12:11.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629680,,,1610612737,20,31,2021-12-04T01:12:38Z,1500000,,,0,,M. Thybulle shooting personal FOUL (1 PF) (Gallinari 2 FT),"[1629680, 201568]",1610612755.0,PHI,shooting,,,Thybulle,M. Thybulle,,,,,2714.0,1.0,0.0,Gallinari,201568.0,,,,,,,,,,,,,,,
152,PT00M00.70S,2021-12-04T01:12:41.9Z,1,REGULAR,freethrow,1 of 2,[],201568,,,1610612737,21,31,2021-12-04T01:12:41Z,1520000,,,0,,D. Gallinari Free Throw 1 of 2 (3 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,Made,,,,,3.0,,,,,,,,
153,PT00M00.70S,2021-12-04T01:12:56.7Z,1,REGULAR,freethrow,2 of 2,[],201568,,,1610612737,22,31,2021-12-04T01:12:56Z,1530000,,,0,,D. Gallinari Free Throw 2 of 2 (4 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,Made,,,,,4.0,,,,,,,,
154,PT00M00.00S,2021-12-04T01:13:00.9Z,1,REGULAR,period,end,[],0,,,1610612755,22,31,2021-12-04T01:13:01Z,1540000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-12-04T01:15:31.2Z,2,REGULAR,substitution,out,['startperiod'],203476,,,1610612755,22,31,2021-12-04T01:16:15Z,1550000,,,0,,SUB out: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2021-12-04T01:15:31.2Z,2,REGULAR,substitution,out,['startperiod'],1627788,,,1610612755,22,31,2021-12-04T01:16:15Z,1560000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-12-04T01:15:31.2Z,2,REGULAR,substitution,in,['startperiod'],1628381,,,1610612755,22,31,2021-12-04T01:16:15Z,1570000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-12-04T01:15:31.2Z,2,REGULAR,substitution,in,['startperiod'],1630178,,,1610612755,22,31,2021-12-04T01:16:15Z,1580000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-12-04T01:16:38.6Z,2,REGULAR,period,start,[],0,,,1610612737,22,31,2021-12-04T01:16:38Z,1590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M43.00S,2021-12-04T01:16:54.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203524,93.11760840998686,49.50980392156863,1610612737,24,31,2021-12-04T01:17:04Z,1600000,-2.0,12.0,1,right,S. Hill cutting Layup (2 PTS) (D. Gallinari 1 AST),"[203524, 201568]",1610612737.0,ATL,cutting,,,Hill,S. Hill,,,,,,,,,,1.25,Made,,,,,2.0,,,D. Gallinari,201568.0,1.0,,,
162,PT11M15.00S,2021-12-04T01:17:22.3Z,2,REGULAR,3pt,Jump Shot,[],1629003,25.312089356110377,83.57843137254902,1610612755,24,31,2021-12-04T01:17:28Z,1620000,-168.0,185.0,1,left,MISS S. Milton 25' step back 3PT,[1629003],1610612755.0,PHI,step back,,,Milton,S. Milton,,,,,,,,,,25.01,Missed,,,,,,,,,,,,,
163,PT11M12.00S,2021-12-04T01:17:25.3Z,2,REGULAR,rebound,defensive,[],201568,,,1610612737,24,31,2021-12-04T01:17:28Z,1630000,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,162.0,1.0,1.0,0.0,,,,,,,,,
164,PT11M03.00S,2021-12-04T01:17:35.2Z,2,REGULAR,turnover,bad pass,[],101150,,,1610612737,24,31,2021-12-04T01:17:41Z,1640000,,,0,,L. Williams bad pass TURNOVER (3 TO),"[101150, 203083]",1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,3.0,Drummond,203083.0
165,PT11M03.00S,2021-12-04T01:17:35.2Z,2,REGULAR,steal,,[],203083,,,1610612755,24,31,2021-12-04T01:17:38Z,1650000,,,0,,A. Drummond STEAL (2 STL),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
166,PT10M50.00S,2021-12-04T01:17:48.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630178,17.427726675427067,50.73529411764706,1610612755,24,31,2021-12-04T01:17:53Z,1660000,-4.0,111.0,1,left,MISS T. Maxey 11' turnaround fadeaway Shot,[1630178],1610612755.0,PHI,turnaround fadeaway,,,Maxey,T. Maxey,,,,,,,,,,11.14,Missed,,,,,,,,,,,,,
167,PT10M46.00S,2021-12-04T01:17:52.1Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,24,31,2021-12-04T01:17:53Z,1670000,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,166.0,2.0,1.0,1.0,,,,,,,,,
168,PT10M44.00S,2021-12-04T01:17:53.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201980,24.392247043363994,87.00980392156863,1610612755,24,31,2021-12-04T01:18:01Z,1680000,-185.0,177.0,1,left,MISS D. Green 25' 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,25.59,Missed,,,,,,,,,,,,,
169,PT10M41.00S,2021-12-04T01:17:56.1Z,2,REGULAR,rebound,defensive,[],203524,,,1610612737,24,31,2021-12-04T01:18:01Z,1690000,,,0,,S. Hill REBOUND (Off:0 Def:1),[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,,,,,,168.0,1.0,1.0,0.0,,,,,,,,,
170,PT10M25.00S,2021-12-04T01:18:12.0Z,2,REGULAR,2pt,Jump Shot,[],201568,83.919185282523,27.205882352941174,1610612737,26,31,2021-12-04T01:18:20Z,1700000,-114.0,99.0,1,right,D. Gallinari 15' turnaround Jump Shot (6 PTS),[201568],1610612737.0,ATL,turnaround,,,Gallinari,D. Gallinari,,,,,,,,,,15.08,Made,,,,,6.0,,,,,,,,
171,PT09M55.00S,2021-12-04T01:18:42.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,19.004599211563733,50.0,1610612755,26,31,2021-12-04T01:18:48Z,1710000,0.0,126.0,1,left,MISS S. Milton 12' fadeaway Shot,[1629003],1610612755.0,PHI,fadeaway,,,Milton,S. Milton,,,,,,,,,,12.61,Missed,,,,,,,,,,,,,
172,PT09M52.00S,2021-12-04T01:18:45.4Z,2,REGULAR,rebound,defensive,[],1626153,,,1610612737,26,31,2021-12-04T01:18:45Z,1720000,,,0,,D. Wright REBOUND (Off:1 Def:2),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,171.0,3.0,2.0,1.0,,,,,,,,,
173,PT09M47.00S,2021-12-04T01:18:53.2Z,2,REGULAR,foul,personal,[],201980,,,1610612737,26,31,2021-12-04T01:19:01Z,1730000,,,0,,D. Green personal FOUL (1 PF),"[201980, 1628381]",1610612755.0,PHI,,,,Green,D. Green,,,,,1628159.0,1.0,0.0,Collins,1628381.0,,,,,,,,,,,,,,,
175,PT09M43.00S,2021-12-04T01:19:09.6Z,2,REGULAR,3pt,Jump Shot,[],1628381,75.3777923784494,86.76470588235294,1610612737,26,31,2021-12-04T01:19:15Z,1750000,184.0,179.0,1,right,MISS J. Collins 25' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,25.65,Missed,,,,,,,,,,,,,
176,PT09M40.00S,2021-12-04T01:19:12.6Z,2,REGULAR,rebound,defensive,[],1629680,,,1610612755,26,31,2021-12-04T01:19:15Z,1760000,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,175.0,1.0,1.0,0.0,,,,,,,,,
177,PT09M28.00S,2021-12-04T01:19:24.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,6.258212877792378,50.0,1610612755,26,31,2021-12-04T01:19:32Z,1770000,0.0,6.0,1,left,MISS T. Maxey driving Layup,[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,,,,,,0.63,Missed,,,,,,,,,,,,,
178,PT09M25.00S,2021-12-04T01:19:27.4Z,2,REGULAR,rebound,defensive,[],201568,,,1610612737,26,31,2021-12-04T01:22:24Z,1780000,,,0,,D. Gallinari REBOUND (Off:0 Def:2),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,177.0,2.0,2.0,0.0,,,,,,,,,
179,PT09M23.00S,2021-12-04T01:19:29.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],101150,74.06373193166885,17.401960784313726,1610612737,29,31,2021-12-04T01:20:13Z,1790000,-163.0,191.0,1,right,L. Williams 25' 3PT running (6 PTS) (D. Wright 2 AST),"[101150, 1626153]",1610612737.0,ATL,running,,,Williams,L. Williams,,,,,,,,,,25.13,Made,,,,,6.0,,,D. Wright,1626153.0,2.0,,,
181,PT09M21.00S,2021-12-04T01:19:36.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,29,31,2021-12-04T01:19:36Z,1810000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M21.00S,2021-12-04T01:21:41.6Z,2,REGULAR,substitution,out,[],201980,,,1610612755,29,31,2021-12-04T01:22:35Z,1820000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
