actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
90,PT05M11.00S,2022-01-13T00:55:19.0Z,1,REGULAR,substitution,in,[],203473,,,1610612737,16,9,2022-01-13T00:55:34Z,900000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M00.00S,2022-01-13T00:56:02.7Z,1,REGULAR,turnover,traveling,[],1628989,,,1610612737,16,9,2022-01-13T00:56:07Z,910000,,,0,,K. Huerter traveling TURNOVER (1 TO),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,1162.0,1.0,,,,,,,,,,,,,,,,,,,
92,PT04M41.00S,2022-01-13T00:56:31.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",200782,5.338370565045992,50.98039215686274,1610612748,16,11,2022-01-13T00:58:30Z,920000,-5.0,-2.0,1,left,P. Tucker Hook (2 PTS) (T. Herro 2 AST),"[200782, 1629639]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,0.54,Made,2.0,,,,,,,,,T. Herro,1629639.0,2.0,,,,,
94,PT04M24.00S,2022-01-13T00:56:50.5Z,1,REGULAR,foul,personal,[],200768,,,1610612737,16,11,2022-01-13T00:57:03Z,940000,,,0,,K. Lowry personal FOUL (1 PF),"[200768, 1628381]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,203592.0,,,,,,,,,,,,,,,,1.0,0.0,Collins,1628381.0,
96,PT04M14.00S,2022-01-13T00:57:20.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,83.39356110381078,41.17647058823529,1610612737,18,11,2022-01-13T00:57:27Z,960000,-44.0,104.0,1,right,J. Collins 11' floating Jump Shot (5 PTS) (B. Bogdanovic 1 AST),"[1628381, 203992]",1610612737.0,ATL,floating,,,Collins,J. Collins,,,,,,,11.26,Made,5.0,,,,,,,,,B. Bogdanovic,203992.0,1.0,,,,,
98,PT03M59.00S,2022-01-13T00:57:35.5Z,1,REGULAR,foul,personal,[],1628381,,,1610612748,18,11,2022-01-13T00:57:48Z,980000,,,0,,J. Collins personal FOUL (2 PF),"[1628381, 203473]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,1629174.0,,,,,,,,,,,,,,,,2.0,0.0,Dedmon,203473.0,
100,PT03M46.00S,2022-01-13T00:58:15.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,6.389618922470433,46.32352941176471,1610612748,18,11,2022-01-13T00:58:20Z,1000000,18.0,8.0,1,left,MISS T. Herro driving Layup,[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,,,1.99,Missed,,,,,,,,,,,,,,,,,
101,PT03M42.00S,2022-01-13T00:58:19.4Z,1,REGULAR,rebound,offensive,[],203473,,,1610612748,18,11,2022-01-13T00:58:20Z,1010000,,,0,,D. Dedmon REBOUND (Off:1 Def:0),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,100.0,1.0,0.0,1.0,,,,,,,,,,,,
102,PT03M42.00S,2022-01-13T00:58:19.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203473,5.590000152587891,50.0,1610612748,18,13,2022-01-13T00:58:19Z,1020000,0.0,0.0,1,left,D. Dedmon putback Layup (2 PTS),[203473],1610612748.0,MIA,putback,,,Dedmon,D. Dedmon,,,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,
103,PT03M21.00S,2022-01-13T00:58:41.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,92.9862023653088,49.754901960784316,1610612737,20,13,2022-01-13T00:58:46Z,1030000,-1.0,13.0,1,right,J. Collins Layup (7 PTS) (K. Huerter 1 AST),"[1628381, 1628989]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,1.35,Made,7.0,,,,,,,,,K. Huerter,1628989.0,1.0,,,,,
105,PT03M11.00S,2022-01-13T00:58:51.1Z,1,REGULAR,turnover,lost ball,[],1629130,,,1610612748,20,13,2022-01-13T00:58:55Z,1050000,,,0,,D. Robinson lost ball TURNOVER (1 TO),"[1629130, 1628989]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,1.0,,,,,,,,,,Huerter,1628989.0,,,,,,,,
106,PT03M11.00S,2022-01-13T00:58:51.1Z,1,REGULAR,steal,,[],1628989,,,1610612737,20,13,2022-01-13T00:58:53Z,1060000,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M06.00S,2022-01-13T00:58:59.6Z,1,REGULAR,turnover,traveling,[],1628381,,,1610612737,20,13,2022-01-13T00:59:04Z,1070000,,,0,,J. Collins traveling TURNOVER (2 TO),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,1162.0,2.0,,,,,,,,,,,,,,,,,,,
108,PT03M06.00S,2022-01-13T00:59:03.6Z,1,REGULAR,substitution,out,[],203992,,,1610612748,20,13,2022-01-13T00:59:42Z,1080000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M06.00S,2022-01-13T00:59:03.6Z,1,REGULAR,substitution,out,[],1628381,,,1610612748,20,13,2022-01-13T00:59:42Z,1090000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M06.00S,2022-01-13T00:59:03.6Z,1,REGULAR,substitution,out,[],1626153,,,1610612748,20,13,2022-01-13T00:59:42Z,1100000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M06.00S,2022-01-13T00:59:03.6Z,1,REGULAR,substitution,in,[],1630168,,,1610612748,20,13,2022-01-13T00:59:42Z,1110000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M06.00S,2022-01-13T00:59:03.6Z,1,REGULAR,substitution,in,[],1629631,,,1610612748,20,13,2022-01-13T00:59:42Z,1120000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M06.00S,2022-01-13T00:59:03.6Z,1,REGULAR,substitution,in,[],1629027,,,1610612748,20,13,2022-01-13T00:59:42Z,1130000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M51.00S,2022-01-13T01:00:01.7Z,1,REGULAR,turnover,out-of-bounds,[],200768,,,1610612748,20,13,2022-01-13T01:00:10Z,1140000,,,0,,K. Lowry bad pass out-of-bounds TURNOVER (1 TO),[200768],1610612748.0,MIA,bad pass,,,Lowry,K. Lowry,,,,,1162.0,1.0,,,,,,,,,,,,,,,,,,,
115,PT02M51.00S,2022-01-13T01:00:06.6Z,1,REGULAR,substitution,out,[],200782,,,1610612737,20,13,2022-01-13T01:00:09Z,1150000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M51.00S,2022-01-13T01:00:06.6Z,1,REGULAR,substitution,in,[],1628997,,,1610612737,20,13,2022-01-13T01:00:09Z,1160000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M38.00S,2022-01-13T01:00:33.0Z,1,REGULAR,foul,personal,['2freethrow'],203473,,,1610612737,20,13,2022-01-13T01:00:52Z,1170000,,,0,,D. Dedmon shooting personal FOUL (1 PF) (Okongwu 2 FT),"[203473, 1630168]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,1629174.0,,,,,,,,,,,,,,,,1.0,0.0,Okongwu,1630168.0,
119,PT02M38.00S,2022-01-13T01:00:57.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630168,,,1610612737,20,13,2022-01-13T01:00:57Z,1190000,,,0,,MISS O. Okongwu Free Throw 1 of 2,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Missed,,,,,,,,,,,,,,,,,
120,PT02M38.00S,2022-01-13T01:00:57.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,20,13,2022-01-13T01:00:57Z,1200000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,119.0,,,,,,,,,,,,,,,
121,PT02M38.00S,2022-01-13T01:00:57.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630168,,,1610612737,20,13,2022-01-13T01:01:16Z,1210000,,,0,,MISS O. Okongwu Free Throw 2 of 2,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Missed,,,,,,,,,,,,,,,,,
122,PT02M36.00S,2022-01-13T01:00:59.1Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,20,13,2022-01-13T01:01:16Z,1220000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,
123,PT02M23.00S,2022-01-13T01:01:28.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,5.075558475689881,49.01960784313725,1610612748,20,15,2022-01-13T01:01:33Z,1230000,5.0,-5.0,1,left,T. Herro driving Layup (4 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,,,0.69,Made,4.0,,,,,,,,,,,,,,,,
124,PT02M09.00S,2022-01-13T01:01:42.3Z,1,REGULAR,3pt,Jump Shot,[],1629027,64.73390275952694,52.450980392156865,1610612737,20,15,2022-01-13T01:01:48Z,1240000,12.0,279.0,1,right,MISS T. Young 27' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,,,27.93,Missed,,,,,,,,,,,,,,,,,
125,PT02M05.00S,2022-01-13T01:01:46.3Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,20,15,2022-01-13T01:01:48Z,1250000,,,0,,D. Dedmon REBOUND (Off:1 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,124.0,2.0,1.0,1.0,,,,,,,,,,,,
126,PT01M54.00S,2022-01-13T01:01:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,4.5499342969776615,50.245098039215684,1610612748,20,17,2022-01-13T01:03:12Z,1260000,-1.0,-10.0,1,left,T. Herro finger roll Layup (6 PTS),[1629639],1610612748.0,MIA,finger roll,,,Herro,T. Herro,,,,,,,0.98,Made,6.0,,,,,,,,,,,,,,,,
127,PT01M28.00S,2022-01-13T01:02:23.6Z,1,REGULAR,2pt,Jump Shot,[],201568,74.85216819973719,69.11764705882352,1610612737,22,17,2022-01-13T01:02:29Z,1270000,96.0,184.0,1,right,D. Gallinari 20' pullup Jump Shot (2 PTS) (K. Huerter 2 AST),"[201568, 1628989]",1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,,,20.73,Made,2.0,,,,,,,,,K. Huerter,1628989.0,2.0,,,,,
128,PT01M15.00S,2022-01-13T01:02:36.0Z,1,REGULAR,2pt,Jump Shot,[],1629639,11.383048620236531,71.81372549019608,1610612748,22,19,2022-01-13T01:02:41Z,1280000,-109.0,55.0,1,left,T. Herro 12' driving bank Jump Shot (8 PTS),[1629639],1610612748.0,MIA,driving bank,,,Herro,T. Herro,,,,,,,12.2,Made,8.0,,,,,,,,,,,,,,,,
129,PT01M03.00S,2022-01-13T01:02:48.5Z,1,REGULAR,2pt,Jump Shot,[],1629027,78.9257555847569,53.18627450980392,1610612737,22,19,2022-01-13T01:02:57Z,1290000,16.0,146.0,1,right,MISS T. Young 14' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,,,14.65,Missed,,,,,,,,,,,,,,,,,
130,PT01M00.00S,2022-01-13T01:02:51.5Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,22,19,2022-01-13T01:02:57Z,1300000,,,0,,D. Dedmon REBOUND (Off:1 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,129.0,3.0,2.0,1.0,,,,,,,,,,,,
131,PT00M55.00S,2022-01-13T01:02:57.8Z,1,REGULAR,turnover,bad pass,[],200768,,,1610612748,22,19,2022-01-13T01:03:03Z,1310000,,,0,,K. Lowry bad pass TURNOVER (2 TO),"[200768, 1629027]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,2.0,,,,,,,,,,Young,1629027.0,,,,,,,,
132,PT00M55.00S,2022-01-13T01:02:57.8Z,1,REGULAR,steal,,[],1629027,,,1610612737,22,19,2022-01-13T01:02:59Z,1320000,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M52.80S,2022-01-13T01:03:01.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629027,93.77463863337714,48.529411764705884,1610612737,24,19,2022-01-13T01:03:08Z,1330000,-7.0,6.0,1,right,T. Young running Layup (4 PTS),[1629027],1610612737.0,ATL,running,,,Young,T. Young,,,,,,,0.95,Made,4.0,,,,,,,,,,,,,,,,
134,PT00M30.70S,2022-01-13T01:03:23.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,6.521024967148489,46.568627450980394,1610612748,24,21,2022-01-13T01:03:28Z,1340000,17.0,9.0,1,left,C. Martin driving Layup (4 PTS) (T. Herro 3 AST),"[1628997, 1629639]",1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,,,1.93,Made,4.0,,,,,,,,,T. Herro,1629639.0,3.0,,,,,
135,PT00M15.30S,2022-01-13T01:03:40.4Z,1,REGULAR,3pt,Jump Shot,[],1629631,75.64060446780552,12.5,1610612737,27,21,2022-01-13T01:03:45Z,1350000,-188.0,176.0,1,right,D. Hunter 25' 3PT  (3 PTS) (O. Okongwu 1 AST),"[1629631, 1630168]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,25.75,Made,3.0,,,,,,,,,O. Okongwu,1630168.0,1.0,,,,,
138,PT00M01.20S,2022-01-13T01:03:57.3Z,1,REGULAR,2pt,Jump Shot,[],1629639,14.931011826544022,65.93137254901961,1610612748,27,21,2022-01-13T01:04:04Z,1370000,-80.0,88.0,1,left,MISS T. Herro 11' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,,,11.87,Missed,,,,,,,,,,,,,,,,,
139,PT00M01.20S,2022-01-13T01:03:57.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,27,21,2022-01-13T01:04:04Z,1380000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,138.0,,,,,,,,,,,,,,,
140,PT00M00.00S,2022-01-13T01:04:04.8Z,1,REGULAR,period,end,[],0,,,1610612748,27,21,2022-01-13T01:04:04Z,1390000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2022-01-13T01:04:16.2Z,2,REGULAR,substitution,out,['startperiod'],1629027,,,1610612748,27,21,2022-01-13T01:06:59Z,1400000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2022-01-13T01:04:16.2Z,2,REGULAR,substitution,out,['startperiod'],200768,,,1610612748,27,21,2022-01-13T01:06:59Z,1410000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2022-01-13T01:04:16.2Z,2,REGULAR,substitution,out,['startperiod'],203473,,,1610612748,27,21,2022-01-13T01:06:59Z,1420000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2022-01-13T01:04:16.2Z,2,REGULAR,substitution,in,['startperiod'],1626153,,,1610612748,27,21,2022-01-13T01:06:59Z,1430000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-01-13T01:04:16.2Z,2,REGULAR,substitution,in,['startperiod'],1629216,,,1610612748,27,21,2022-01-13T01:06:59Z,1440000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-01-13T01:04:16.2Z,2,REGULAR,substitution,in,['startperiod'],1630209,,,1610612748,27,21,2022-01-13T01:06:59Z,1450000,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-01-13T01:06:53.8Z,2,REGULAR,period,start,[],0,,,1610612737,27,21,2022-01-13T01:06:59Z,1460000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M41.00S,2022-01-13T01:07:12.4Z,2,REGULAR,3pt,Jump Shot,[],1629631,76.95466491458606,88.48039215686273,1610612737,30,21,2022-01-13T01:07:17Z,1470000,192.0,164.0,1,right,D. Hunter 25' 3PT  (6 PTS) (D. Wright 1 AST),"[1629631, 1626153]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,25.29,Made,6.0,,,,,,,,,D. Wright,1626153.0,1.0,,,,,
151,PT11M24.00S,2022-01-13T01:07:29.1Z,2,REGULAR,foul,personal,['3freethrow'],1630168,,,1610612748,30,21,2022-01-13T01:09:36Z,1490000,,,0,,O. Okongwu flagrant-type-1 personal FOUL (2 PF) (Robinson 3 FT),"[1630168, 1629130]",1610612737.0,ATL,flagrant-type-1,,,Okongwu,O. Okongwu,,,,,203592.0,,,,,,,,,,,,,,,,2.0,0.0,Robinson,1629130.0,
153,PT11M24.00S,2022-01-13T01:08:17.7Z,2,REGULAR,instantreplay,request,[],0,,,1610612748,30,21,2022-01-13T01:08:51Z,1510000,,,0,,,[],,,support,,,,,,,,,1162.0,,,,,,,,,,,,,,,,,,,,Common Foul to Flagrant 1
154,PT11M24.00S,2022-01-13T01:09:06.2Z,2,REGULAR,freethrow,1 of 3,[],1629130,,,1610612748,30,22,2022-01-13T01:09:59Z,1520000,,,0,,D. Robinson flagrant Free Throw 1 of 3 (1 PTS),[1629130],1610612748.0,MIA,flagrant,,,Robinson,D. Robinson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
155,PT11M24.00S,2022-01-13T01:09:06.2Z,2,REGULAR,freethrow,2 of 3,[],1629130,,,1610612748,30,23,2022-01-13T01:09:59Z,1530000,,,0,,D. Robinson flagrant Free Throw 2 of 3 (2 PTS),[1629130],1610612748.0,MIA,flagrant,,,Robinson,D. Robinson,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
156,PT11M24.00S,2022-01-13T01:09:06.2Z,2,REGULAR,freethrow,3 of 3,[],1629130,,,1610612748,30,24,2022-01-13T01:09:59Z,1540000,,,0,,D. Robinson flagrant Free Throw 3 of 3 (3 PTS),[1629130],1610612748.0,MIA,flagrant,,,Robinson,D. Robinson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
157,PT11M24.00S,2022-01-13T01:09:45.4Z,2,REGULAR,violation,kicked ball,[],1626153,,,1610612737,30,24,2022-01-13T01:09:51Z,1550000,,,0,,D. Wright kicked ball VIOLATION,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,203592.0,,,,,,,,,,,,,,,,,,,,
158,PT11M17.00S,2022-01-13T01:10:01.7Z,2,REGULAR,3pt,Jump Shot,[],1629130,31.750985545335087,51.9607843137255,1610612748,30,24,2022-01-13T01:10:06Z,1560000,-10.0,246.0,1,left,MISS D. Robinson 24' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,24.62,Missed,,,,,,,,,,,,,,,,,
159,PT11M14.00S,2022-01-13T01:10:04.7Z,2,REGULAR,rebound,defensive,[],201568,,,1610612737,30,24,2022-01-13T01:10:06Z,1570000,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,
160,PT11M00.00S,2022-01-13T01:10:17.9Z,2,REGULAR,turnover,lost ball,[],1626153,,,1610612737,30,24,2022-01-13T01:10:23Z,1580000,,,0,,D. Wright lost ball TURNOVER (1 TO),"[1626153, 1629216]",1610612737.0,ATL,,,,Wright,D. Wright,,,,,,1.0,,,,,,,,,,Vincent,1629216.0,,,,,,,,
161,PT11M00.00S,2022-01-13T01:10:17.9Z,2,REGULAR,steal,,[],1629216,,,1610612748,30,24,2022-01-13T01:10:20Z,1590000,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT10M53.00S,2022-01-13T01:10:25.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629216,7.440867279894875,93.87254901960785,1610612748,30,27,2022-01-13T01:10:30Z,1600000,-219.0,17.0,1,left,G. Vincent 3PT  (3 PTS) (T. Herro 4 AST),"[1629216, 1629639]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,22.01,Made,3.0,,,,,,,,,T. Herro,1629639.0,4.0,,,,,
164,PT10M34.00S,2022-01-13T01:10:43.8Z,2,REGULAR,3pt,Jump Shot,[],201568,67.62483574244416,60.5392156862745,1610612737,33,27,2022-01-13T01:10:47Z,1620000,53.0,252.0,1,right,D. Gallinari 25' 3PT  (5 PTS) (K. Huerter 3 AST),"[201568, 1628989]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,25.73,Made,5.0,,,,,,,,,K. Huerter,1628989.0,3.0,,,,,
166,PT10M24.00S,2022-01-13T01:10:54.9Z,2,REGULAR,3pt,Jump Shot,[],1628997,32.013797634691194,47.549019607843135,1610612748,33,30,2022-01-13T01:10:59Z,1640000,12.0,248.0,1,left,C. Martin 24' 3PT  (7 PTS) (T. Herro 5 AST),"[1628997, 1629639]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,24.87,Made,7.0,,,,,,,,,T. Herro,1629639.0,5.0,,,,,
168,PT09M57.00S,2022-01-13T01:11:20.8Z,2,REGULAR,3pt,Jump Shot,[],1626153,86.94152431011827,94.6078431372549,1610612737,33,30,2022-01-13T01:11:29Z,1660000,223.0,70.0,1,right,MISS D. Wright 3PT,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,23.38,Missed,,,,,,,,,,,,,,,,,
169,PT09M55.00S,2022-01-13T01:11:22.8Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,33,30,2022-01-13T01:11:29Z,1670000,,,0,,O. Okongwu REBOUND (Off:2 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,168.0,4.0,2.0,2.0,,,,,,,,,,,,
170,PT09M55.00S,2022-01-13T01:11:28.4Z,2,REGULAR,foul,personal,['2freethrow'],1630209,,,1610612737,33,30,2022-01-13T01:11:46Z,1680000,,,0,,O. Yurtseven shooting personal FOUL (1 PF) (Okongwu 2 FT),"[1630209, 1630168]",1610612748.0,MIA,shooting,,,Yurtseven,O. Yurtseven,,,,,1162.0,,,,,,,,,,,,,,,,1.0,0.0,Okongwu,1630168.0,
172,PT09M55.00S,2022-01-13T01:11:55.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630168,,,1610612737,33,30,2022-01-13T01:12:15Z,1700000,,,0,,MISS O. Okongwu Free Throw 1 of 2,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Missed,,,,,,,,,,,,,,,,,
173,PT09M55.00S,2022-01-13T01:11:55.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,33,30,2022-01-13T01:12:15Z,1710000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,
174,PT09M55.00S,2022-01-13T01:11:55.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630168,,,1610612737,33,30,2022-01-13T01:12:15Z,1720000,,,0,,MISS O. Okongwu Free Throw 2 of 2,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Missed,,,,,,,,,,,,,,,,,
175,PT09M53.00S,2022-01-13T01:11:57.2Z,2,REGULAR,rebound,defensive,[],1630209,,,1610612748,33,30,2022-01-13T01:12:15Z,1730000,,,0,,O. Yurtseven REBOUND (Off:0 Def:3),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,174.0,3.0,3.0,0.0,,,,,,,,,,,,
176,PT09M40.00S,2022-01-13T01:12:26.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,17.95335085413929,56.61764705882353,1610612748,33,32,2022-01-13T01:12:40Z,1740000,-33.0,116.0,1,left,T. Herro 12' fadeaway Jump Shot (10 PTS),[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,,,12.09,Made,10.0,,,,,,,,,,,,,,,,
177,PT09M27.00S,2022-01-13T01:12:42.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,92.72339027595268,50.49019607843137,1610612737,33,32,2022-01-13T01:14:05Z,1750000,2.0,16.0,1,right,MISS D. Hunter cutting Layup - blocked,"[1629631, 1630209]",1610612737.0,ATL,cutting,,,Hunter,D. Hunter,,,,,,,1.61,Missed,,,,,,Yurtseven,1630209.0,,,,,,,,,,
178,PT09M27.00S,2022-01-13T01:12:42.1Z,2,REGULAR,block,,[],1630209,,,1610612737,33,32,2022-01-13T01:12:46Z,1760000,,,0,,O. Yurtseven BLOCK (1 BLK),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M25.00S,2022-01-13T01:12:44.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,33,32,2022-01-13T01:14:05Z,1765000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,
179,PT09M25.00S,2022-01-13T01:12:59.2Z,2,REGULAR,substitution,out,[],1630168,,,1610612737,33,32,2022-01-13T01:13:03Z,1770000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
