actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
91,PT03M47.00S,2022-03-18T23:56:39.2Z,1,REGULAR,2pt,Jump Shot,[],203937,91.01511169513797,70.58823529411765,1610612763,21,20,2022-03-18T23:56:47Z,910000,103.0,32.0,1,right,K. Anderson 10' pullup Jump Shot (2 PTS) (J. Morant 3 AST),"[203937, 1629630]",1610612763.0,MEM,pullup,,,,,,10.78,Made,Anderson,K. Anderson,,,,,,,,,,2.0,J. Morant,1629630.0,3.0,,,,,,
93,PT03M32.00S,2022-03-18T23:56:53.2Z,1,REGULAR,3pt,Jump Shot,[],1627789,28.728646517739815,24.754901960784316,1610612737,24,20,2022-03-18T23:56:57Z,930000,126.0,218.0,1,left,T. Luwawu-Cabarrot 25' 3PT  (3 PTS) (D. Hunter 2 AST),"[1627789, 1629631]",1610612737.0,ATL,,,,,,,25.15,Made,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,3.0,D. Hunter,1629631.0,2.0,,,,,,
95,PT03M27.00S,2022-03-18T23:56:58.5Z,1,REGULAR,turnover,bad pass,[],1630217,,,1610612763,24,20,2022-03-18T23:57:05Z,950000,,,0,,D. Bane bad pass TURNOVER (2 TO),"[1630217, 1626153]",1610612763.0,MEM,,,,,,,,,Bane,D. Bane,,,,,2.0,Wright,1626153.0,,,,,,,,,,,,
96,PT03M27.00S,2022-03-18T23:56:58.5Z,1,REGULAR,steal,,[],1626153,,,1610612737,24,20,2022-03-18T23:57:01Z,960000,,,0,,D. Wright STEAL (3 STL),[1626153],1610612737.0,ATL,,,,,,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,
97,PT03M24.00S,2022-03-18T23:57:02.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626153,6.389618922470433,47.05882352941176,1610612737,26,20,2022-03-18T23:57:08Z,970000,15.0,8.0,1,left,D. Wright Layup (11 PTS),[1626153],1610612737.0,ATL,,,,,,,1.65,Made,Wright,D. Wright,,,,,,,,,,11.0,,,,,,,,,
98,PT03M09.00S,2022-03-18T23:57:17.6Z,1,REGULAR,3pt,Jump Shot,[],1630217,66.96780551905388,51.9607843137255,1610612763,26,20,2022-03-18T23:57:22Z,980000,10.0,258.0,1,right,MISS D. Bane 25' 3PT,[1630217],1610612763.0,MEM,,,,,,,25.82,Missed,Bane,D. Bane,,,,,,,,,,,,,,,,,,,
99,PT03M04.00S,2022-03-18T23:57:22.6Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,26,20,2022-03-18T23:57:22Z,990000,,,0,,S. Adams REBOUND (Off:1 Def:3),[203500],1610612763.0,MEM,,,,,,,,,Adams,S. Adams,98.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
100,PT03M04.00S,2022-03-18T23:57:24.0Z,1,REGULAR,foul,personal,['2freethrow'],203992,,,1610612763,26,20,2022-03-18T23:57:46Z,1000000,,,0,,B. Bogdanovic personal FOUL (1 PF) (Morant 2 FT),"[203992, 1629630]",1610612737.0,ATL,,,,,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,1198.0,1.0,0.0,Morant,1629630.0,
102,PT03M04.00S,2022-03-18T23:57:57.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629630,,,1610612763,26,21,2022-03-18T23:57:57Z,1020000,,,0,,J. Morant Free Throw 1 of 2 (5 PTS),[1629630],1610612763.0,MEM,,,,,,,,Made,Morant,J. Morant,,,,,,,,,,5.0,,,,,,,,,
103,PT03M04.00S,2022-03-18T23:57:58.6Z,1,REGULAR,substitution,out,[],203500,,,1610612763,26,21,2022-03-18T23:58:08Z,1030000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,,,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,
104,PT03M04.00S,2022-03-18T23:57:58.6Z,1,REGULAR,substitution,in,[],1629634,,,1610612763,26,21,2022-03-18T23:58:08Z,1040000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,
105,PT03M04.00S,2022-03-18T23:58:11.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629630,,,1610612763,26,22,2022-03-18T23:58:11Z,1050000,,,0,,J. Morant Free Throw 2 of 2 (6 PTS),[1629630],1610612763.0,MEM,,,,,,,,Made,Morant,J. Morant,,,,,,,,,,6.0,,,,,,,,,
106,PT02M52.00S,2022-03-18T23:58:25.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,18.478975032851512,52.69607843137255,1610612737,28,22,2022-03-18T23:58:31Z,1060000,-13.0,121.0,1,left,D. Hunter 12' floating Jump Shot (4 PTS) (D. Wright 3 AST),"[1629631, 1626153]",1610612737.0,ATL,floating,,,,,,12.19,Made,Hunter,D. Hunter,,,,,,,,,,4.0,D. Wright,1626153.0,3.0,,,,,,
108,PT02M37.00S,2022-03-18T23:58:39.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,92.9862023653088,48.28431372549019,1610612763,28,24,2022-03-18T23:59:40Z,1080000,-9.0,13.0,1,right,B. Clarke cutting Layup (2 PTS) (J. Morant 4 AST),"[1629634, 1629630]",1610612763.0,MEM,cutting,,,,,,1.59,Made,Clarke,B. Clarke,,,,,,,,,,2.0,J. Morant,1629630.0,4.0,,,,,,
110,PT02M25.00S,2022-03-18T23:58:51.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,16.770696452036795,47.549019607843135,1610612737,30,24,2022-03-18T23:58:57Z,1100000,12.0,105.0,1,left,B. Bogdanovic 10' turnaround fadeaway Jump Shot (2 PTS),[203992],1610612737.0,ATL,turnaround fadeaway,,,,,,10.58,Made,Bogdanovic,B. Bogdanovic,,,,,,,,,,2.0,,,,,,,,,
111,PT02M14.00S,2022-03-18T23:59:02.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,87.20433639947439,47.549019607843135,1610612763,30,26,2022-03-18T23:59:06Z,1110000,-12.0,68.0,1,right,J. Morant 6' driving floating Jump Shot (8 PTS),[1629630],1610612763.0,MEM,driving floating,,,,,,6.89,Made,Morant,J. Morant,,,,,,,,,,8.0,,,,,,,,,
112,PT02M04.00S,2022-03-18T23:59:12.3Z,1,REGULAR,3pt,Jump Shot,[],1626153,31.488173455978973,61.51960784313726,1610612737,30,26,2022-03-18T23:59:16Z,1120000,-58.0,243.0,1,left,MISS D. Wright 25' pullup 3PT,[1626153],1610612737.0,ATL,pullup,,,,,,25.02,Missed,Wright,D. Wright,,,,,,,,,,,,,,,,,,,
113,PT02M01.00S,2022-03-18T23:59:15.3Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,30,26,2022-03-18T23:59:16Z,1130000,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612763.0,MEM,,,,,,,,,Anderson,K. Anderson,112.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
114,PT01M57.00S,2022-03-18T23:59:20.8Z,1,REGULAR,foul,personal,['2freethrow'],1626153,,,1610612763,30,26,2022-03-18T23:59:46Z,1140000,,,0,,D. Wright shooting personal FOUL (1 PF) (Anderson 2 FT),"[1626153, 203937]",1610612737.0,ATL,shooting,,,,,,,,Wright,D. Wright,,,,,,,,,,,,,,1627529.0,1.0,0.0,Anderson,203937.0,
116,PT01M57.00S,2022-03-18T23:59:51.3Z,1,REGULAR,freethrow,1 of 2,[],203937,,,1610612763,30,27,2022-03-19T00:00:18Z,1160000,,,0,,K. Anderson Free Throw 1 of 2 (3 PTS),[203937],1610612763.0,MEM,,,,,,,,Made,Anderson,K. Anderson,,,,,,,,,,3.0,,,,,,,,,
117,PT01M57.00S,2022-03-18T23:59:52.2Z,1,REGULAR,substitution,out,[],1626153,,,1610612763,30,27,2022-03-19T00:00:05Z,1170000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,,,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,
118,PT01M57.00S,2022-03-18T23:59:52.2Z,1,REGULAR,substitution,out,[],1629631,,,1610612763,30,27,2022-03-19T00:00:05Z,1180000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,,,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,
119,PT01M57.00S,2022-03-18T23:59:52.2Z,1,REGULAR,substitution,out,[],1629630,,,1610612763,30,27,2022-03-19T00:00:05Z,1190000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,
120,PT01M57.00S,2022-03-18T23:59:52.2Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,30,27,2022-03-19T00:00:05Z,1200000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,
121,PT01M57.00S,2022-03-18T23:59:52.2Z,1,REGULAR,substitution,in,[],101150,,,1610612763,30,27,2022-03-19T00:00:05Z,1210000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,,,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,
122,PT01M57.00S,2022-03-18T23:59:52.2Z,1,REGULAR,substitution,in,[],201568,,,1610612763,30,27,2022-03-19T00:00:05Z,1220000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,,,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,
123,PT01M57.00S,2022-03-18T23:59:52.2Z,1,REGULAR,substitution,in,[],1629001,,,1610612763,30,27,2022-03-19T00:00:05Z,1230000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,
124,PT01M57.00S,2022-03-18T23:59:52.2Z,1,REGULAR,substitution,in,[],1626145,,,1610612763,30,27,2022-03-19T00:00:05Z,1240000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
125,PT01M57.00S,2022-03-18T23:59:51.3Z,1,REGULAR,freethrow,2 of 2,[],203937,,,1610612763,30,27,2022-03-19T00:00:18Z,1250000,,,0,,MISS K. Anderson Free Throw 2 of 2,[203937],1610612763.0,MEM,,,,,,,,Missed,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,
126,PT01M54.00S,2022-03-18T23:59:54.3Z,1,REGULAR,rebound,defensive,[],101150,,,1610612737,30,27,2022-03-19T00:00:18Z,1260000,,,0,,L. Williams REBOUND (Off:0 Def:1),[101150],1610612737.0,ATL,,,,,,,,,Williams,L. Williams,125.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
127,PT01M38.00S,2022-03-19T00:00:33.5Z,1,REGULAR,2pt,Jump Shot,[],203992,17.559132720105126,74.26470588235294,1610612737,30,27,2022-03-19T00:02:18Z,1270000,-121.0,113.0,1,left,MISS B. Bogdanovic 16' step back Shot,[203992],1610612737.0,ATL,step back,,,,,,16.55,Missed,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,
128,PT01M34.00S,2022-03-19T00:00:37.5Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,30,27,2022-03-19T00:00:38Z,1280000,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,,,,,,Clarke,B. Clarke,127.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
129,PT01M27.00S,2022-03-19T00:00:44.1Z,1,REGULAR,foul,offensive,[],1629634,,,1610612763,30,27,2022-03-19T00:00:56Z,1290000,,,0,,B. Clarke offensive FOUL (1 PF),"[1629634, 1630168]",1610612763.0,MEM,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,1198.0,1.0,0.0,Okongwu,1630168.0,
131,PT01M27.00S,2022-03-19T00:00:44.1Z,1,REGULAR,turnover,offensive foul,[],1629634,,,1610612763,30,27,2022-03-19T00:00:44Z,1310000,,,0,,B. Clarke offensive foul TURNOVER (1 TO),[1629634],1610612763.0,MEM,,,,,,,,,Clarke,B. Clarke,,,,,1.0,,,,,,,,,1198.0,,,,,
132,PT01M16.00S,2022-03-19T00:01:12.1Z,1,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612737,30,27,2022-03-19T00:01:35Z,1320000,,,0,,D. Melton shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[1629001, 203992]",1610612763.0,MEM,shooting,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,2714.0,1.0,0.0,Bogdanovic,203992.0,
134,PT01M16.00S,2022-03-19T00:01:36.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203992,,,1610612737,31,27,2022-03-19T00:01:36Z,1340000,,,0,,B. Bogdanovic Free Throw 1 of 2 (3 PTS),[203992],1610612737.0,ATL,,,,,,,,Made,Bogdanovic,B. Bogdanovic,,,,,,,,,,3.0,,,,,,,,,
135,PT01M16.00S,2022-03-19T00:02:00.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203992,,,1610612737,32,27,2022-03-19T00:02:00Z,1350000,,,0,,B. Bogdanovic Free Throw 2 of 2 (4 PTS),[203992],1610612737.0,ATL,,,,,,,,Made,Bogdanovic,B. Bogdanovic,,,,,,,,,,4.0,,,,,,,,,
136,PT00M58.50S,2022-03-19T00:02:19.7Z,1,REGULAR,2pt,Jump Shot,[],1629001,70.64717477003943,52.20588235294118,1610612763,32,27,2022-03-19T00:02:25Z,1360000,11.0,223.0,1,right,MISS D. Melton 22' step back Shot,[1629001],1610612763.0,MEM,step back,,,,,,22.37,Missed,Melton,D. Melton,,,,,,,,,,,,,,,,,,,
137,PT00M55.40S,2022-03-19T00:02:22.8Z,1,REGULAR,rebound,defensive,[],1627789,,,1610612737,32,27,2022-03-19T00:02:25Z,1370000,,,0,,T. Luwawu-Cabarrot REBOUND (Off:0 Def:1),[1627789],1610612737.0,ATL,,,,,,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,136.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
138,PT00M36.10S,2022-03-19T00:02:42.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,10.5946123521682,46.32352941176471,1610612737,34,27,2022-03-19T00:02:47Z,1380000,18.0,47.0,1,left,O. Okongwu Layup (2 PTS) (L. Williams 1 AST),"[1630168, 101150]",1610612737.0,ATL,,,,,,,5.06,Made,Okongwu,O. Okongwu,,,,,,,,,,2.0,L. Williams,101150.0,1.0,,,,,,
140,PT00M20.10S,2022-03-19T00:03:01.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629001,83.39356110381078,40.44117647058824,1610612763,34,27,2022-03-19T00:03:06Z,1400000,-48.0,104.0,1,right,MISS D. Melton 11' turnaround Shot,[1629001],1610612763.0,MEM,turnaround,,,,,,11.41,Missed,Melton,D. Melton,,,,,,,,,,,,,,,,,,,
141,PT00M17.10S,2022-03-19T00:03:04.8Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,34,27,2022-03-19T00:03:04Z,1410000,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,,,,,,Okongwu,O. Okongwu,140.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
142,PT00M01.00S,2022-03-19T00:03:22.3Z,1,REGULAR,turnover,bad pass,[],101150,,,1610612737,34,27,2022-03-19T00:03:37Z,1420000,,,0,,L. Williams bad pass TURNOVER (1 TO),"[101150, 203937]",1610612737.0,ATL,,,,,,,,,Williams,L. Williams,,,,,1.0,Anderson,203937.0,,,,,,,,,,,,
143,PT00M01.00S,2022-03-19T00:03:22.3Z,1,REGULAR,steal,,[],203937,,,1610612763,34,27,2022-03-19T00:04:18Z,1430000,,,0,,K. Anderson STEAL (1 STL),[203937],1610612763.0,MEM,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,
144,PT00M00.00S,2022-03-19T00:03:29.8Z,1,REGULAR,period,end,[],0,,,1610612763,34,27,2022-03-19T00:03:29Z,1440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2022-03-19T00:05:36.5Z,2,REGULAR,substitution,out,['startperiod'],203937,,,1610612763,34,27,2022-03-19T00:06:07Z,1450000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-03-19T00:05:36.5Z,2,REGULAR,substitution,out,['startperiod'],1630533,,,1610612763,34,27,2022-03-19T00:06:07Z,1460000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,,,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-03-19T00:05:36.5Z,2,REGULAR,substitution,in,['startperiod'],1628415,,,1610612763,34,27,2022-03-19T00:06:07Z,1470000,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-03-19T00:05:36.5Z,2,REGULAR,substitution,in,['startperiod'],1628991,,,1610612763,34,27,2022-03-19T00:06:07Z,1480000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-03-19T00:06:08.3Z,2,REGULAR,period,start,[],0,,,1610612763,34,27,2022-03-19T00:06:08Z,1490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT11M40.00S,2022-03-19T00:06:27.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,84.31340341655716,41.66666666666667,1610612763,34,27,2022-03-19T00:06:33Z,1500000,-42.0,95.0,1,right,MISS D. Brooks 10' driving floating Shot,[1628415],1610612763.0,MEM,driving floating,,,,,,10.37,Missed,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,
151,PT11M37.00S,2022-03-19T00:06:29.9Z,2,REGULAR,rebound,offensive,[],1629634,,,1610612763,34,27,2022-03-19T00:06:29Z,1510000,,,0,,B. Clarke REBOUND (Off:1 Def:1),[1629634],1610612763.0,MEM,,,,,,,,,Clarke,B. Clarke,150.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
152,PT11M37.00S,2022-03-19T00:06:30.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629634,92.32917214191852,47.05882352941176,1610612763,34,27,2022-03-19T00:06:44Z,1520000,-15.0,20.0,1,right,MISS B. Clarke Layup,[1629634],1610612763.0,MEM,,,,,,,2.45,Missed,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,
153,PT11M36.00S,2022-03-19T00:06:31.7Z,2,REGULAR,rebound,offensive,[],1629634,,,1610612763,34,27,2022-03-19T00:06:44Z,1530000,,,0,,B. Clarke REBOUND (Off:2 Def:1),[1629634],1610612763.0,MEM,,,,,,,,,Clarke,B. Clarke,152.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
154,PT11M33.00S,2022-03-19T00:06:33.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629634,94.40999984741211,50.0,1610612763,34,29,2022-03-19T00:06:33Z,1540000,0.0,0.0,1,right,B. Clarke tip Layup (4 PTS),[1629634],1610612763.0,MEM,tip,,,,,,0.0,Made,Clarke,B. Clarke,,,,,,,,,,4.0,,,,,,,,,
155,PT11M21.00S,2022-03-19T00:06:46.2Z,2,REGULAR,2pt,Jump Shot,[],101150,24.78646517739816,63.725490196078425,1610612737,34,29,2022-03-19T00:06:51Z,1550000,-69.0,180.0,1,left,MISS L. Williams 19' pullup Shot,[101150],1610612737.0,ATL,pullup,,,,,,19.31,Missed,Williams,L. Williams,,,,,,,,,,,,,,,,,,,
156,PT11M18.00S,2022-03-19T00:06:49.2Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,34,29,2022-03-19T00:06:51Z,1560000,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,,,,,,Okongwu,O. Okongwu,155.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
157,PT11M12.00S,2022-03-19T00:06:55.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627789,3.7614980289093296,83.82352941176471,1610612737,36,29,2022-03-19T00:06:59Z,1570000,-169.0,-17.0,1,left,T. Luwawu-Cabarrot 17' pullup Jump Shot (5 PTS) (D. Gallinari 3 AST),"[1627789, 201568]",1610612737.0,ATL,pullup,,,,,,17.0,Made,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,5.0,D. Gallinari,201568.0,3.0,,,,,,
159,PT11M00.00S,2022-03-19T00:07:06.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,84.57621550591328,43.38235294117647,1610612763,36,29,2022-03-19T00:07:10Z,1590000,-33.0,92.0,1,right,MISS T. Jones 9' driving floating Shot - blocked,"[1626145, 1630168]",1610612763.0,MEM,driving floating,,,,,,9.82,Missed,Jones,T. Jones,,,,,,,,Okongwu,1630168.0,,,,,,,,,,
160,PT11M00.00S,2022-03-19T00:07:06.7Z,2,REGULAR,block,,[],1630168,,,1610612763,36,29,2022-03-19T00:07:09Z,1600000,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,,,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,
161,PT10M58.00S,2022-03-19T00:07:08.7Z,2,REGULAR,rebound,defensive,[],1627789,,,1610612737,36,29,2022-03-19T00:07:10Z,1610000,,,0,,T. Luwawu-Cabarrot REBOUND (Off:0 Def:2),[1627789],1610612737.0,ATL,,,,,,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,159.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
162,PT10M55.00S,2022-03-19T00:07:12.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627789,5.469776609724048,51.225490196078425,1610612737,38,29,2022-03-19T00:07:17Z,1620000,-6.0,-1.0,1,left,T. Luwawu-Cabarrot running Layup (7 PTS),[1627789],1610612737.0,ATL,running,,,,,,0.62,Made,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,7.0,,,,,,,,,
163,PT10M34.00S,2022-03-19T00:07:36.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,38,29,2022-03-19T00:07:36Z,1630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT10M28.00S,2022-03-19T00:08:00.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,90.09526938239159,56.86274509803921,1610612763,38,29,2022-03-19T00:08:07Z,1640000,34.0,41.0,1,right,MISS J. Jackson Jr. driving Layup,[1628991],1610612763.0,MEM,driving,,,,,,5.31,Missed,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,
165,PT10M24.00S,2022-03-19T00:08:04.7Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,38,29,2022-03-19T00:08:07Z,1650000,,,0,,O. Okongwu REBOUND (Off:1 Def:2),[1630168],1610612737.0,ATL,,,,,,,,,Okongwu,O. Okongwu,164.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
166,PT10M19.00S,2022-03-19T00:08:09.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",101150,5.338370565045992,49.754901960784316,1610612737,38,29,2022-03-19T00:10:08Z,1660000,1.0,-2.0,1,left,MISS L. Williams driving Layup - blocked,"[101150, 1629634]",1610612737.0,ATL,driving,,,,,,0.26,Missed,Williams,L. Williams,,,,,,,,Clarke,1629634.0,,,,,,,,,,
167,PT10M19.00S,2022-03-19T00:08:09.2Z,2,REGULAR,block,,[],1629634,,,1610612737,38,29,2022-03-19T00:08:12Z,1670000,,,0,,B. Clarke BLOCK (1 BLK),[1629634],1610612763.0,MEM,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,
168,PT10M15.00S,2022-03-19T00:08:13.2Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,38,29,2022-03-19T00:10:01Z,1680000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,,,,,,Jackson Jr.,J. Jackson Jr.,166.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
169,PT10M12.00S,2022-03-19T00:08:17.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628991,69.59592641261499,27.205882352941174,1610612763,38,32,2022-03-19T00:08:22Z,1690000,-114.0,233.0,1,right,J. Jackson Jr. 25' 3PT running (5 PTS) (T. Jones 1 AST),"[1628991, 1626145]",1610612763.0,MEM,running,,,,,,25.97,Made,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,5.0,T. Jones,1626145.0,1.0,,,,,,
171,PT09M57.00S,2022-03-19T00:08:31.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203992,5.469776609724048,49.01960784313725,1610612737,38,32,2022-03-19T00:09:03Z,1710000,5.0,-1.0,1,left,MISS B. Bogdanovic driving Layup,[203992],1610612737.0,ATL,driving,,,,,,0.5,Missed,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,
172,PT09M56.00S,2022-03-19T00:08:32.5Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,38,32,2022-03-19T00:09:03Z,1720000,,,0,,O. Okongwu REBOUND (Off:2 Def:2),[1630168],1610612737.0,ATL,,,,,,,,,Okongwu,O. Okongwu,171.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
173,PT09M56.00S,2022-03-19T00:08:35.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,5.590000152587891,50.0,1610612737,40,32,2022-03-19T00:08:35Z,1730000,0.0,0.0,1,left,O. Okongwu putback Layup (4 PTS),[1630168],1610612737.0,ATL,putback,,,,,,0.0,Made,Okongwu,O. Okongwu,,,,,,,,,,4.0,,,,,,,,,
174,PT09M56.00S,2022-03-19T00:08:39.7Z,2,REGULAR,foul,personal,['1freethrow'],1629634,,,1610612737,40,32,2022-03-19T00:08:52Z,1740000,,,0,,B. Clarke shooting personal FOUL (2 PF) (Okongwu 1 FT),"[1629634, 1630168]",1610612763.0,MEM,shooting,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,2714.0,2.0,0.0,Okongwu,1630168.0,
176,PT09M56.00S,2022-03-19T00:09:07.1Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630168,,,1610612737,41,32,2022-03-19T00:09:07Z,1760000,,,0,,O. Okongwu Free Throw 1 of 1 (5 PTS),[1630168],1610612737.0,ATL,,,,,,,,Made,Okongwu,O. Okongwu,,,,,,,,,,5.0,,,,,,,,,
