actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
97,PT04M50.00S,2021-12-14T00:54:03.0Z,1,REGULAR,rebound,defensive,[],1629726,,,1610612745,20,21,2021-12-14T00:54:04Z,970000,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,95.0,,,,,,,,,,,,,1.0,1.0,0.0,,,
98,PT04M43.00S,2021-12-14T00:54:12.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,20,21,2021-12-14T00:54:12Z,980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M43.00S,2021-12-14T00:54:17.3Z,1,REGULAR,substitution,out,[],1627789,,,1610612745,20,21,2021-12-14T00:54:30Z,990000,,,0,,SUB out: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M43.00S,2021-12-14T00:54:17.3Z,1,REGULAR,substitution,out,[],1629726,,,1610612745,20,21,2021-12-14T00:54:30Z,1000000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M43.00S,2021-12-14T00:54:17.3Z,1,REGULAR,substitution,in,[],1629629,,,1610612745,20,21,2021-12-14T00:54:30Z,1010000,,,0,,SUB in: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M43.00S,2021-12-14T00:54:17.3Z,1,REGULAR,substitution,in,[],1630231,,,1610612745,20,21,2021-12-14T00:54:30Z,1020000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M33.00S,2021-12-14T00:54:49.3Z,1,REGULAR,3pt,Jump Shot,[],1626174,31.750985545335087,48.529411764705884,1610612745,20,21,2021-12-14T00:54:55Z,1030000,7.0,246.0,1,left,MISS C. Wood 24' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,24.61,Missed,,,,,,,,,,,,,,,,,,,
104,PT04M30.00S,2021-12-14T00:54:52.3Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,20,21,2021-12-14T00:54:55Z,1040000,,,0,,T. Young REBOUND (Off:0 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,103.0,,,,,,,,,,,,,2.0,2.0,0.0,,,
105,PT04M27.00S,2021-12-14T00:54:55.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629629,85.62746386333771,3.431372549019608,1610612737,23,21,2021-12-14T00:55:02Z,1050000,-233.0,83.0,1,right,C. Reddish 24' 3PT running (3 PTS) (T. Young 1 AST),"[1629629, 1629027]",1610612737.0,ATL,running,,,Reddish,C. Reddish,,,,,24.7,Made,,,,,,,3.0,,,,T. Young,1629027.0,1.0,,,,,,
107,PT04M07.00S,2021-12-14T00:55:16.1Z,1,REGULAR,turnover,bad pass,[],1629717,,,1610612745,23,21,2021-12-14T00:55:31Z,1070000,,,0,,A. Brooks bad pass TURNOVER (2 TO),"[1629717, 1629629]",1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,2.0,Reddish,1629629.0,,,,,,,,,
108,PT04M07.00S,2021-12-14T00:55:16.1Z,1,REGULAR,steal,,[],1629629,,,1610612737,23,21,2021-12-14T00:55:18Z,1080000,,,0,,C. Reddish STEAL (1 STL),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M07.00S,2021-12-14T00:55:19.7Z,1,REGULAR,foul,personal,[],201569,,,1610612737,23,21,2021-12-14T00:55:33Z,1100000,,,0,,E. Gordon personal FOUL (2 PF),"[201569, 1629629]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,2002.0,2.0,0.0,Reddish,1629629.0,,,,,,,,,,,,,
112,PT04M07.00S,2021-12-14T00:55:38.7Z,1,REGULAR,instantreplay,request,[],0,,,1610612737,23,21,2021-12-14T00:56:58Z,1120000,,,0,,,[],,,support,,,,,,,,,,,,1179.0,,,,,,,,,,,,,,,,,Common Foul Upheld
113,PT04M07.00S,2021-12-14T00:57:04.5Z,1,REGULAR,substitution,out,[],1630256,,,1610612737,23,21,2021-12-14T00:57:20Z,1130000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M07.00S,2021-12-14T00:57:04.5Z,1,REGULAR,substitution,in,[],1630528,,,1610612737,23,21,2021-12-14T00:57:20Z,1140000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M58.00S,2021-12-14T00:57:33.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,69.33311432325887,71.32352941176471,1610612737,26,21,2021-12-14T00:57:40Z,1150000,107.0,236.0,1,right,T. Young 25' 3PT step back (10 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,25.88,Made,,,,,,,10.0,,,,,,,,,,,,
116,PT03M58.00S,2021-12-14T00:57:40.6Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630528,,,1610612737,26,21,2021-12-14T00:58:16Z,1160000,,,0,,J. Christopher shooting personal FOUL (1 PF) (Young 1 FT),"[1630528, 1629027]",1610612745.0,HOU,shooting,,,Christopher,J. Christopher,,,,,,,,1628172.0,1.0,0.0,Young,1629027.0,,,,,,,,,,,,,
118,PT03M58.00S,2021-12-14T00:58:05.5Z,1,REGULAR,substitution,out,[],1628989,,,1610612737,26,21,2021-12-14T00:58:10Z,1180000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M58.00S,2021-12-14T00:58:05.5Z,1,REGULAR,substitution,in,[],1626153,,,1610612737,26,21,2021-12-14T00:58:10Z,1190000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M58.00S,2021-12-14T00:58:17.6Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1629027,,,1610612737,27,21,2021-12-14T00:58:17Z,1200000,,,0,,T. Young Free Throw 1 of 1 (11 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,11.0,,,,,,,,,,,,
121,PT03M46.00S,2021-12-14T00:58:30.1Z,1,REGULAR,3pt,Jump Shot,[],1626174,25.837713534822605,17.647058823529413,1610612745,27,21,2021-12-14T00:58:36Z,1210000,162.0,190.0,1,left,MISS C. Wood 24' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
122,PT03M43.00S,2021-12-14T00:58:33.1Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,27,21,2021-12-14T00:58:36Z,1220000,,,0,,C. Capela REBOUND (Off:2 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,121.0,,,,,,,,,,,,,6.0,4.0,2.0,,,
123,PT03M32.00S,2021-12-14T00:58:44.8Z,1,REGULAR,3pt,Jump Shot,[],1629027,66.83639947437582,47.05882352941176,1610612737,30,21,2021-12-14T00:58:49Z,1230000,-15.0,259.0,1,right,T. Young 25' 3PT pullup (14 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,25.96,Made,,,,,,,14.0,,,,,,,,,,,,
124,PT03M16.00S,2021-12-14T00:59:00.7Z,1,REGULAR,2pt,Jump Shot,[],1626174,7.440867279894875,13.725490196078432,1610612745,30,23,2021-12-14T00:59:08Z,1240000,181.0,17.0,1,left,C. Wood 18' step back Jump Shot (4 PTS),[1626174],1610612745.0,HOU,step back,,,Wood,C. Wood,,,,,18.22,Made,,,,,,,4.0,,,,,,,,,,,,
125,PT03M03.00S,2021-12-14T00:59:14.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,93.51182654402102,50.73529411764706,1610612737,32,23,2021-12-14T00:59:22Z,1250000,4.0,8.0,1,right,C. Capela alley-oop DUNK (4 PTS) (T. Young 2 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,0.93,Made,,,,,,,4.0,,,,T. Young,1629027.0,2.0,,,,,,
127,PT02M50.00S,2021-12-14T00:59:26.3Z,1,REGULAR,3pt,Jump Shot,[],201569,27.54599211563732,79.16666666666666,1610612745,32,23,2021-12-14T00:59:31Z,1270000,-146.0,206.0,1,left,MISS E. Gordon 25' pullup 3PT,[201569],1610612745.0,HOU,pullup,,,Gordon,E. Gordon,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,,
128,PT02M47.00S,2021-12-14T00:59:29.3Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,32,23,2021-12-14T00:59:31Z,1280000,,,0,,C. Capela REBOUND (Off:2 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,127.0,,,,,,,,,,,,,7.0,5.0,2.0,,,
129,PT02M33.00S,2021-12-14T00:59:46.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201569,,,1610612737,32,23,2021-12-14T01:00:29Z,1290000,,,0,,E. Gordon personal FOUL (3 PF) (Young 2 FT),"[201569, 1629027]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,1179.0,3.0,0.0,Young,1629027.0,,,,,,,,,,,,,
131,PT02M33.00S,2021-12-14T00:59:54.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,32,23,2021-12-14T00:59:54Z,1310000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M33.00S,2021-12-14T01:00:32.9Z,1,REGULAR,foul,technical,"['inpenalty', '1freethrow']",2152,,,1610612737,32,23,2021-12-14T01:02:55Z,1320000,,,0,,TEAM foul technical,[2152],1610612745.0,HOU,,,,,,,,,,,,,1179.0,,,,,,,,,,,,,,,,,
133,PT02M33.00S,2021-12-14T01:01:01.0Z,1,REGULAR,substitution,out,[],203991,,,1610612737,32,23,2021-12-14T01:02:35Z,1330000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M33.00S,2021-12-14T01:01:01.0Z,1,REGULAR,substitution,out,[],201569,,,1610612737,32,23,2021-12-14T01:02:35Z,1340000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M33.00S,2021-12-14T01:01:01.0Z,1,REGULAR,substitution,in,[],203476,,,1610612737,32,23,2021-12-14T01:02:35Z,1350000,,,0,,SUB in: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M33.00S,2021-12-14T01:01:01.0Z,1,REGULAR,substitution,in,[],201571,,,1610612737,32,23,2021-12-14T01:02:35Z,1360000,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M33.00S,2021-12-14T01:02:56.9Z,1,REGULAR,freethrow,1 of 1,[],201568,,,1610612737,33,23,2021-12-14T01:02:57Z,1370000,,,0,,D. Gallinari technical Free Throw 1 of 1 (4 PTS),[201568],1610612737.0,ATL,technical,,,Gallinari,D. Gallinari,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
138,PT02M33.00S,2021-12-14T01:03:16.0Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,34,23,2021-12-14T01:03:16Z,1380000,,,0,,T. Young Free Throw 1 of 2 (15 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,15.0,,,,,,,,,,,,
139,PT02M33.00S,2021-12-14T01:03:27.5Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,35,23,2021-12-14T01:03:27Z,1390000,,,0,,T. Young Free Throw 2 of 2 (16 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,16.0,,,,,,,,,,,,
140,PT02M20.00S,2021-12-14T01:03:42.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629717,18.2161629434954,48.77450980392157,1610612745,35,23,2021-12-14T01:03:54Z,1400000,6.0,119.0,1,left,MISS A. Brooks 11' driving floating Shot,[1629717],1610612745.0,HOU,driving floating,,,Brooks,A. Brooks,,,,,11.89,Missed,,,,,,,,,,,,,,,,,,,
141,PT02M17.00S,2021-12-14T01:03:45.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,35,23,2021-12-14T01:03:54Z,1410000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,,
142,PT02M17.00S,2021-12-14T01:03:53.6Z,1,REGULAR,foul,personal,[],203476,,,1610612745,35,23,2021-12-14T01:03:59Z,1420000,,,0,,G. Dieng loose ball personal FOUL (1 PF),"[203476, 1629717]",1610612737.0,ATL,loose ball,,,Dieng,G. Dieng,,,,,,,,1179.0,1.0,0.0,Brooks,1629717.0,,,,,,,,,,,,,
144,PT02M17.00S,2021-12-14T01:03:59.1Z,1,REGULAR,substitution,out,[],1629027,,,1610612745,35,23,2021-12-14T01:04:02Z,1440000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M17.00S,2021-12-14T01:03:59.1Z,1,REGULAR,substitution,in,[],101150,,,1610612745,35,23,2021-12-14T01:04:02Z,1450000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M12.00S,2021-12-14T01:04:13.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201568,,,1610612745,35,23,2021-12-14T01:04:42Z,1460000,,,0,,D. Gallinari shooting personal FOUL (1 PF) (Martin Jr. 2 FT),"[201568, 1630231]",1610612737.0,ATL,shooting,,,Gallinari,D. Gallinari,,,,,,,,2002.0,1.0,0.0,Martin Jr.,1630231.0,,,,,,,,,,,,,
148,PT02M12.00S,2021-12-14T01:04:43.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630231,,,1610612745,35,23,2021-12-14T01:04:43Z,1480000,,,0,,MISS K. Martin Jr. Free Throw 1 of 2,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
149,PT02M12.00S,2021-12-14T01:04:43.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,35,23,2021-12-14T01:04:43Z,1490000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,,
150,PT02M12.00S,2021-12-14T01:04:44.0Z,1,REGULAR,substitution,out,[],1629717,,,1610612745,35,23,2021-12-14T01:04:49Z,1500000,,,0,,SUB out: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M12.00S,2021-12-14T01:04:44.0Z,1,REGULAR,substitution,out,[],1626174,,,1610612745,35,23,2021-12-14T01:04:49Z,1510000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT02M12.00S,2021-12-14T01:04:44.0Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,35,23,2021-12-14T01:04:49Z,1520000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT02M12.00S,2021-12-14T01:04:44.0Z,1,REGULAR,substitution,in,[],1629726,,,1610612745,35,23,2021-12-14T01:04:49Z,1530000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M12.00S,2021-12-14T01:05:03.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630231,,,1610612745,35,24,2021-12-14T01:05:03Z,1540000,,,0,,K. Martin Jr. Free Throw 2 of 2 (1 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
155,PT01M48.00S,2021-12-14T01:05:29.4Z,1,REGULAR,3pt,Jump Shot,[],201568,69.72733245729303,74.01960784313727,1610612737,35,24,2021-12-14T01:05:34Z,1550000,120.0,232.0,1,right,MISS D. Gallinari 26' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
156,PT01M45.00S,2021-12-14T01:05:32.4Z,1,REGULAR,rebound,defensive,[],1629726,,,1610612745,35,24,2021-12-14T01:05:34Z,1560000,,,0,,G. Mathews REBOUND (Off:0 Def:2),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,155.0,,,,,,,,,,,,,2.0,2.0,0.0,,,
157,PT01M39.00S,2021-12-14T01:05:38.4Z,1,REGULAR,turnover,bad pass,[],1630231,,,1610612745,35,24,2021-12-14T01:05:42Z,1570000,,,0,,K. Martin Jr. bad pass TURNOVER (1 TO),"[1630231, 203476]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,1.0,Dieng,203476.0,,,,,,,,,
158,PT01M39.00S,2021-12-14T01:05:38.4Z,1,REGULAR,steal,,[],203476,,,1610612737,35,24,2021-12-14T01:05:40Z,1580000,,,0,,G. Dieng STEAL (1 STL),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M30.00S,2021-12-14T01:05:47.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203476,69.07030223390277,71.07843137254902,1610612737,38,24,2021-12-14T01:05:52Z,1590000,105.0,238.0,1,right,G. Dieng 26' 3PT  (3 PTS) (L. Williams 1 AST),"[203476, 101150]",1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,26.05,Made,,,,,,,3.0,,,,L. Williams,101150.0,1.0,,,,,,
161,PT01M08.00S,2021-12-14T01:06:09.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,9.674770039421814,49.26470588235294,1610612745,38,24,2021-12-14T01:06:16Z,1610000,4.0,38.0,1,left,MISS K. Martin Jr. driving Layup,[1630231],1610612745.0,HOU,driving,,,Martin Jr.,K. Martin Jr.,,,,,3.86,Missed,,,,,,,,,,,,,,,,,,,
162,PT01M02.00S,2021-12-14T01:06:15.5Z,1,REGULAR,rebound,offensive,[],1630231,,,1610612745,38,24,2021-12-14T01:06:16Z,1620000,,,0,,K. Martin Jr. REBOUND (Off:1 Def:0),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,161.0,,,,,,,,,,,,,1.0,0.0,1.0,,,
163,PT01M02.00S,2021-12-14T01:06:15.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630231,5.590000152587891,50.0,1610612745,38,26,2021-12-14T01:06:15Z,1630000,0.0,0.0,1,left,K. Martin Jr. putback DUNK (3 PTS),[1630231],1610612745.0,HOU,putback,,,Martin Jr.,K. Martin Jr.,,,,,0.0,Made,,,,,,,3.0,,,,,,,,,,,,
164,PT00M56.10S,2021-12-14T01:06:21.4Z,1,REGULAR,3pt,Jump Shot,[],1629629,70.38436268068331,25.98039215686275,1610612737,38,26,2021-12-14T01:06:27Z,1640000,-120.0,226.0,1,right,MISS C. Reddish 25' 3PT,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,,
165,PT00M53.80S,2021-12-14T01:06:23.7Z,1,REGULAR,rebound,defensive,[],201571,,,1610612745,38,26,2021-12-14T01:06:27Z,1650000,,,0,,D. Augustin REBOUND (Off:0 Def:1),[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,164.0,,,,,,,,,,,,,1.0,1.0,0.0,,,
166,PT00M44.50S,2021-12-14T01:06:34.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,9.017739816031538,47.549019607843135,1610612745,38,26,2021-12-14T01:06:39Z,1660000,12.0,32.0,1,left,MISS A. Sengun driving Layup - blocked,"[1630578, 203476]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,3.46,Missed,,,,,,,,,,,,,,,,,Dieng,203476.0,
167,PT00M44.50S,2021-12-14T01:06:34.0Z,1,REGULAR,block,,[],203476,,,1610612745,38,26,2021-12-14T01:06:36Z,1670000,,,0,,G. Dieng BLOCK (1 BLK),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M40.30S,2021-12-14T01:06:38.2Z,1,REGULAR,rebound,defensive,[],1629629,,,1610612737,38,26,2021-12-14T01:06:39Z,1680000,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,166.0,,,,,,,,,,,,,1.0,1.0,0.0,,,
169,PT00M34.70S,2021-12-14T01:06:43.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],101150,69.72733245729303,74.50980392156863,1610612737,38,26,2021-12-14T01:06:49Z,1690000,123.0,232.0,1,right,MISS L. Williams 26' pullup 3PT,[101150],1610612737.0,ATL,pullup,,,Williams,L. Williams,,,,,26.24,Missed,,,,,,,,,,,,,,,,,,,
170,PT00M31.10S,2021-12-14T01:06:47.5Z,1,REGULAR,rebound,defensive,[],1629726,,,1610612745,38,26,2021-12-14T01:06:49Z,1700000,,,0,,G. Mathews REBOUND (Off:0 Def:3),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,169.0,,,,,,,,,,,,,3.0,3.0,0.0,,,
171,PT00M10.70S,2021-12-14T01:07:11.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203476,,,1610612745,38,26,2021-12-14T01:07:33Z,1710000,,,0,,G. Dieng personal FOUL (2 PF) (Sengun 2 FT),"[203476, 1630578]",1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,1628172.0,2.0,0.0,Sengun,1630578.0,,,,,,,,,,,,,
173,PT00M10.70S,2021-12-14T01:07:44.9Z,1,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,38,27,2021-12-14T01:07:44Z,1730000,,,0,,A. Sengun Free Throw 1 of 2 (1 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
174,PT00M10.70S,2021-12-14T01:08:04.0Z,1,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,38,28,2021-12-14T01:08:04Z,1740000,,,0,,A. Sengun Free Throw 2 of 2 (2 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,Made,,,,,,,2.0,,,,,,,,,,,,
175,PT00M03.30S,2021-12-14T01:08:14.0Z,1,REGULAR,turnover,bad pass,[],101150,,,1610612737,38,28,2021-12-14T01:08:19Z,1750000,,,0,,L. Williams bad pass TURNOVER (1 TO),"[101150, 1630578]",1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,1.0,Sengun,1630578.0,,,,,,,,,
176,PT00M03.30S,2021-12-14T01:08:14.0Z,1,REGULAR,steal,,[],1630578,,,1610612745,38,28,2021-12-14T01:08:17Z,1760000,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT00M00.00S,2021-12-14T01:08:18.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630528,48.702365308804204,44.36274509803921,1610612745,38,28,2021-12-14T01:09:02Z,1770000,28.0,405.0,1,left,MISS J. Christopher 40' running pullup 3PT,[1630528],1610612745.0,HOU,running pullup,,,Christopher,J. Christopher,,,,,40.63,Missed,,,,,,,,,,,,,,,,,,,
178,PT00M00.00S,2021-12-14T01:08:18.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,38,28,2021-12-14T01:08:23Z,1780000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,,,,
179,PT00M00.00S,2021-12-14T01:08:24.7Z,1,REGULAR,period,end,[],0,,,1610612745,38,28,2021-12-14T01:08:24Z,1790000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2021-12-14T01:10:56.9Z,2,REGULAR,period,start,[],0,,,1610612745,38,28,2021-12-14T01:10:56Z,1800000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M40.00S,2021-12-14T01:11:16.2Z,2,REGULAR,2pt,Jump Shot,[],1630528,10.85742444152431,74.26470588235294,1610612745,38,30,2021-12-14T01:12:15Z,1810000,-121.0,50.0,1,left,J. Christopher 13' step back Jump Shot (2 PTS),[1630528],1610612745.0,HOU,step back,,,Christopher,J. Christopher,,,,,13.1,Made,,,,,,,2.0,,,,,,,,,,,,
182,PT11M26.00S,2021-12-14T01:11:29.9Z,2,REGULAR,3pt,Jump Shot,[],201568,74.58935611038108,85.29411764705883,1610612737,41,30,2021-12-14T01:11:36Z,1820000,176.0,186.0,1,right,D. Gallinari 25' 3PT pullup (7 PTS),[201568],1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,25.67,Made,,,,,,,7.0,,,,,,,,,,,,
183,PT11M09.00S,2021-12-14T01:11:47.0Z,2,REGULAR,3pt,Jump Shot,[],1629726,31.488173455978973,58.333333333333336,1610612745,41,30,2021-12-14T01:11:51Z,1830000,-42.0,243.0,1,left,MISS G. Mathews 24' pullup 3PT,[1629726],1610612745.0,HOU,pullup,,,Mathews,G. Mathews,,,,,24.7,Missed,,,,,,,,,,,,,,,,,,,
184,PT11M06.00S,2021-12-14T01:11:50.0Z,2,REGULAR,rebound,defensive,[],203476,,,1610612737,41,30,2021-12-14T01:11:51Z,1840000,,,0,,G. Dieng REBOUND (Off:0 Def:1),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,183.0,,,,,,,,,,,,,1.0,1.0,0.0,,,
