actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
95,PT03M56.00S,2022-01-27T00:54:04.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,5.590000152587891,50.0,1610612758,13,25,2022-01-27T00:54:04Z,950000,0.0,0.0,1,left,MISS M. Bagley III tip Layup,[1628963],1610612758.0,SAC,tip,,,Bagley III,M. Bagley III,,,,,,,,,,,0.0,Missed,,,,,,,,,,,,
96,PT03M55.00S,2022-01-27T00:54:05.4Z,1,REGULAR,rebound,defensive,[],201568,,,1610612737,13,25,2022-01-27T00:54:05Z,960000,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,95.0,1.0,1.0,0.0,,,,,,
97,PT03M49.00S,2022-01-27T00:54:11.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,93.38042049934296,48.529411764705884,1610612737,15,25,2022-01-27T00:54:16Z,970000,-7.0,10.0,1,right,D. Wright driving reverse Layup (2 PTS) (B. Bogdanovic 1 AST),"[1626153, 203992]",1610612737.0,ATL,driving reverse,,,Wright,D. Wright,,,,,,,,,,,1.22,Made,,,,,,,2.0,B. Bogdanovic,203992.0,1.0,,
99,PT03M33.00S,2022-01-27T00:54:27.4Z,1,REGULAR,3pt,Jump Shot,[],1627741,31.882391590013142,37.99019607843137,1610612758,15,25,2022-01-27T00:54:32Z,990000,60.0,247.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,25.44,Missed,,,,,,,,,,,,
100,PT03M32.00S,2022-01-27T00:54:30.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,15,25,2022-01-27T00:54:30Z,1000000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,
101,PT03M32.00S,2022-01-27T00:54:32.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,15,25,2022-01-27T00:54:32Z,1010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M21.00S,2022-01-27T00:54:52.8Z,1,REGULAR,foul,personal,['2freethrow'],1627741,,,1610612737,15,25,2022-01-27T00:55:12Z,1020000,,,0,,B. Hield shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[1627741, 203992]",1610612758.0,SAC,shooting,,,Hield,B. Hield,,,,,204059.0,1.0,0.0,Bogdanovic,203992.0,,,,,,,,,,,,,,,
104,PT03M21.00S,2022-01-27T00:55:18.4Z,1,REGULAR,freethrow,1 of 2,[],203992,,,1610612737,15,25,2022-01-27T00:55:18Z,1040000,,,0,,MISS B. Bogdanovic Free Throw 1 of 2,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,Missed,,,,,,,,,,,,
105,PT03M21.00S,2022-01-27T00:55:18.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,15,25,2022-01-27T00:55:18Z,1050000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,104.0,,,,,,,,,
106,PT03M21.00S,2022-01-27T00:55:19.4Z,1,REGULAR,substitution,out,[],1630558,,,1610612737,15,25,2022-01-27T00:55:38Z,1060000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M21.00S,2022-01-27T00:55:19.4Z,1,REGULAR,substitution,out,[],1628963,,,1610612737,15,25,2022-01-27T00:55:38Z,1070000,,,0,,SUB out: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M21.00S,2022-01-27T00:55:19.4Z,1,REGULAR,substitution,in,[],1630169,,,1610612737,15,25,2022-01-27T00:55:38Z,1080000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M21.00S,2022-01-27T00:55:19.4Z,1,REGULAR,substitution,in,[],203090,,,1610612737,15,25,2022-01-27T00:55:38Z,1090000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M21.00S,2022-01-27T00:55:42.1Z,1,REGULAR,freethrow,2 of 2,[],203992,,,1610612737,16,25,2022-01-27T00:55:42Z,1100000,,,0,,B. Bogdanovic Free Throw 2 of 2 (1 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,Made,,,,,,,1.0,,,,,
111,PT03M02.00S,2022-01-27T00:56:01.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627745,6.915243101182654,49.754901960784316,1610612758,16,27,2022-01-27T00:56:06Z,1110000,1.0,13.0,1,left,D. Jones DUNK (2 PTS) (B. Hield 3 AST),"[1627745, 1627741]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,1.26,Made,,,,,,,2.0,B. Hield,1627741.0,3.0,,
113,PT02M49.00S,2022-01-27T00:56:14.5Z,1,REGULAR,3pt,Jump Shot,[],1628381,70.51576872536137,73.52941176470588,1610612737,16,27,2022-01-27T00:56:18Z,1130000,118.0,225.0,1,right,MISS J. Collins 25' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,25.36,Missed,,,,,,,,,,,,
114,PT02M47.00S,2022-01-27T00:56:16.5Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,16,27,2022-01-27T00:56:18Z,1140000,,,0,,H. Barnes REBOUND (Off:0 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,113.0,3.0,3.0,0.0,,,,,,
115,PT02M32.00S,2022-01-27T00:56:32.5Z,1,REGULAR,3pt,Jump Shot,[],203090,13.748357424441524,3.431372549019608,1610612758,16,27,2022-01-27T00:56:37Z,1150000,233.0,77.0,1,left,MISS M. Harkless 24' 3PT,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,24.51,Missed,,,,,,,,,,,,
116,PT02M29.00S,2022-01-27T00:56:35.5Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,16,27,2022-01-27T00:56:37Z,1160000,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,115.0,2.0,2.0,0.0,,,,,,
117,PT02M14.00S,2022-01-27T00:56:52.5Z,1,REGULAR,foul,personal,[],1627745,,,1610612737,16,27,2022-01-27T00:56:57Z,1170000,,,0,,D. Jones personal FOUL (2 PF),"[1627745, 1628381]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,1628172.0,2.0,0.0,Collins,1628381.0,,,,,,,,,,,,,,,
119,PT02M14.00S,2022-01-27T00:57:00.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,16,27,2022-01-27T00:57:00Z,1190000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M14.00S,2022-01-27T00:59:09.4Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,16,27,2022-01-27T00:59:24Z,1200000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M14.00S,2022-01-27T00:59:09.4Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,16,27,2022-01-27T00:59:24Z,1210000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M14.00S,2022-01-27T00:59:09.4Z,1,REGULAR,substitution,out,[],1627745,,,1610612737,16,27,2022-01-27T00:59:24Z,1220000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M14.00S,2022-01-27T00:59:09.4Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,16,27,2022-01-27T00:59:24Z,1230000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M14.00S,2022-01-27T00:59:09.4Z,1,REGULAR,substitution,in,[],101150,,,1610612737,16,27,2022-01-27T00:59:24Z,1240000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M14.00S,2022-01-27T00:59:09.4Z,1,REGULAR,substitution,in,[],1626158,,,1610612737,16,27,2022-01-27T00:59:24Z,1250000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M07.00S,2022-01-27T00:59:56.6Z,1,REGULAR,foul,personal,[],203090,,,1610612737,16,27,2022-01-27T01:00:01Z,1260000,,,0,,M. Harkless personal FOUL (1 PF),"[203090, 201568]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,204059.0,1.0,0.0,Gallinari,201568.0,,,,,,,,,,,,,,,
128,PT01M57.00S,2022-01-27T01:00:21.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626153,87.07293035479631,49.26470588235294,1610612737,16,27,2022-01-27T01:00:27Z,1280000,-4.0,69.0,1,right,MISS D. Wright 6' driving floating Shot - blocked,"[1626153, 1630169]",1610612737.0,ATL,driving floating,,,Wright,D. Wright,,,,,,,,,,,6.91,Missed,Haliburton,1630169.0,,,,,,,,,,
129,PT01M57.00S,2022-01-27T01:00:21.7Z,1,REGULAR,block,,[],1630169,,,1610612737,16,27,2022-01-27T01:00:24Z,1290000,,,0,,T. Haliburton BLOCK (1 BLK),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M54.00S,2022-01-27T01:00:24.7Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,16,27,2022-01-27T01:00:27Z,1300000,,,0,,B. Hield REBOUND (Off:1 Def:3),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,128.0,4.0,3.0,1.0,,,,,,
131,PT01M52.00S,2022-01-27T01:00:27.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203084,5.469776609724048,96.32352941176471,1610612758,16,27,2022-01-27T01:00:35Z,1310000,-232.0,-1.0,1,left,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,23.16,Missed,,,,,,,,,,,,
132,PT01M49.00S,2022-01-27T01:00:30.2Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612737,16,27,2022-01-27T01:00:35Z,1320000,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,131.0,1.0,1.0,0.0,,,,,,
133,PT01M43.00S,2022-01-27T01:00:36.3Z,1,REGULAR,3pt,Jump Shot,[],201568,68.54467805519053,32.1078431372549,1610612737,16,27,2022-01-27T01:00:41Z,1330000,-89.0,243.0,1,right,MISS D. Gallinari 25' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,25.91,Missed,,,,,,,,,,,,
134,PT01M40.00S,2022-01-27T01:00:39.3Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,16,27,2022-01-27T01:00:41Z,1340000,,,0,,B. Hield REBOUND (Off:1 Def:4),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,133.0,5.0,4.0,1.0,,,,,,
135,PT01M33.00S,2022-01-27T01:00:46.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626158,6.1268068331143235,50.0,1610612758,16,29,2022-01-27T01:00:50Z,1350000,0.0,5.0,1,left,R. Holmes alley-oop DUNK (6 PTS) (B. Hield 4 AST),"[1626158, 1627741]",1610612758.0,SAC,alley-oop,,,Holmes,R. Holmes,,,,,,,,,,,0.51,Made,,,,,,,6.0,B. Hield,1627741.0,4.0,,
137,PT01M17.00S,2022-01-27T01:01:01.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,81.02825229960578,45.83333333333333,1610612737,18,29,2022-01-27T01:01:11Z,1370000,-21.0,126.0,1,right,B. Bogdanovic 12' turnaround fadeaway Jump Shot (3 PTS),[203992],1610612737.0,ATL,turnaround fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,12.75,Made,,,,,,,3.0,,,,,
138,PT01M08.00S,2022-01-27T01:01:10.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,10.726018396846255,65.19607843137256,1610612758,18,31,2022-01-27T01:01:16Z,1380000,-76.0,48.0,1,left,T. Haliburton 9' driving floating bank Jump Shot (4 PTS),[1630169],1610612758.0,SAC,driving floating bank,,,Haliburton,T. Haliburton,,,,,,,,,,,9.0,Made,,,,,,,4.0,,,,,
139,PT00M55.30S,2022-01-27T01:01:28.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626158,,,1610612737,18,31,2022-01-27T01:01:49Z,1390000,,,0,,R. Holmes personal FOUL (1 PF) (Okongwu 2 FT),"[1626158, 1630168]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,203177.0,1.0,0.0,Okongwu,1630168.0,,,,,,,,,,,,,,,
141,PT00M55.30S,2022-01-27T01:01:53.4Z,1,REGULAR,freethrow,1 of 2,[],1630168,,,1610612737,18,31,2022-01-27T01:01:53Z,1410000,,,0,,MISS O. Okongwu Free Throw 1 of 2,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,Missed,,,,,,,,,,,,
142,PT00M55.30S,2022-01-27T01:01:53.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,18,31,2022-01-27T01:01:53Z,1420000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,141.0,,,,,,,,,
143,PT00M55.30S,2022-01-27T01:02:07.6Z,1,REGULAR,freethrow,2 of 2,[],1630168,,,1610612737,19,31,2022-01-27T01:02:07Z,1430000,,,0,,O. Okongwu Free Throw 2 of 2 (1 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,Made,,,,,,,1.0,,,,,
144,PT00M36.90S,2022-01-27T01:02:30.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203090,6.1268068331143235,51.225490196078425,1610612758,19,33,2022-01-27T01:02:34Z,1440000,-6.0,5.0,1,left,M. Harkless cutting DUNK (2 PTS) (H. Barnes 2 AST),"[203090, 203084]",1610612758.0,SAC,cutting,,,Harkless,M. Harkless,,,,,,,,,,,0.8,Made,,,,,,,2.0,H. Barnes,203084.0,2.0,,
146,PT00M33.00S,2022-01-27T01:02:41.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],101150,93.24901445466492,49.26470588235294,1610612737,21,33,2022-01-27T01:02:48Z,1460000,-4.0,11.0,1,right,L. Williams driving DUNK (2 PTS),[101150],1610612737.0,ATL,driving,,,Williams,L. Williams,,,,,,,,,,,1.16,Made,,,,,,,2.0,,,,,
147,PT00M14.70S,2022-01-27T01:03:02.3Z,1,REGULAR,2pt,Jump Shot,[],1630169,14.14257555847569,73.77450980392157,1610612758,21,33,2022-01-27T01:03:07Z,1470000,-119.0,80.0,1,left,MISS T. Haliburton 14' step back Shot,[1630169],1610612758.0,SAC,step back,,,Haliburton,T. Haliburton,,,,,,,,,,,14.35,Missed,,,,,,,,,,,,
148,PT00M11.40S,2022-01-27T01:03:05.6Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612737,21,33,2022-01-27T01:03:05Z,1480000,,,0,,D. Wright REBOUND (Off:0 Def:2),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,147.0,2.0,2.0,0.0,,,,,,
149,PT00M03.00S,2022-01-27T01:03:16.9Z,1,REGULAR,violation,kicked ball,[],1626158,,,1610612737,21,33,2022-01-27T01:03:21Z,1490000,,,0,,R. Holmes kicked ball VIOLATION,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,204059.0,,,,,,,,,,,,,,,,,,,
150,PT00M00.90S,2022-01-27T01:03:37.5Z,1,REGULAR,2pt,Jump Shot,[],201568,90.75229960578186,75.24509803921569,1610612737,21,33,2022-01-27T01:05:03Z,1500000,126.0,34.0,1,right,MISS D. Gallinari 13' Jump Shot,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,13.08,Missed,,,,,,,,,,,,
151,PT00M00.90S,2022-01-27T01:03:37.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,21,33,2022-01-27T01:03:44Z,1510000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,
152,PT00M00.00S,2022-01-27T01:03:42.9Z,1,REGULAR,period,end,[],0,,,1610612737,21,33,2022-01-27T01:03:42Z,1520000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-01-27T01:04:37.8Z,2,REGULAR,substitution,out,['startperiod'],203084,,,1610612737,21,33,2022-01-27T01:06:09Z,1530000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-01-27T01:04:37.8Z,2,REGULAR,substitution,in,['startperiod'],1628963,,,1610612737,21,33,2022-01-27T01:06:09Z,1540000,,,0,,SUB in: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-01-27T01:06:33.7Z,2,REGULAR,period,start,[],0,,,1610612737,21,33,2022-01-27T01:06:33Z,1550000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M50.00S,2022-01-27T01:06:44.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,93.38042049934296,49.50980392156863,1610612737,21,33,2022-01-27T01:07:37Z,1560000,-2.0,10.0,1,right,MISS O. Okongwu cutting Layup - blocked,"[1630168, 1626158]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,,,,,,,1.0,Missed,Holmes,1626158.0,,,,,,,,,,
157,PT11M50.00S,2022-01-27T01:06:44.2Z,2,REGULAR,block,,[],1626158,,,1610612737,21,33,2022-01-27T01:07:04Z,1570000,,,0,,R. Holmes BLOCK (2 BLK),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M49.00S,2022-01-27T01:06:45.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,21,33,2022-01-27T01:07:37Z,1580000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,156.0,,,,,,,,,
159,PT11M49.00S,2022-01-27T01:06:49.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,21,33,2022-01-27T01:06:49Z,1590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M49.00S,2022-01-27T01:06:53.2Z,2,REGULAR,foul,technical,['1freethrow'],1778,,,1610612737,21,33,2022-01-27T01:07:08Z,1600000,,,0,,TEAM foul technical,[1778],1610612737.0,ATL,,,,,,,,,,1628172.0,,,,,,,,,,,,,,,,,,,
161,PT11M49.00S,2022-01-27T01:07:11.4Z,2,REGULAR,freethrow,1 of 1,[],1627741,,,1610612737,21,34,2022-01-27T01:07:11Z,1610000,,,0,,B. Hield technical Free Throw 1 of 1 (1 PTS),[1627741],1610612758.0,SAC,technical,,,Hield,B. Hield,,,,,,,,,,,,Made,,,,,,,1.0,,,,,
162,PT11M43.00S,2022-01-27T01:07:49.9Z,2,REGULAR,foul,personal,['2freethrow'],1626158,,,1610612737,21,34,2022-01-27T01:08:16Z,1620000,,,0,,R. Holmes shooting personal FOUL (2 PF) (Okongwu 2 FT),"[1626158, 1630168]",1610612758.0,SAC,shooting,,,Holmes,R. Holmes,,,,,204059.0,2.0,0.0,Okongwu,1630168.0,,,,,,,,,,,,,,,
164,PT11M43.00S,2022-01-27T01:08:17.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630168,,,1610612737,22,34,2022-01-27T01:08:17Z,1640000,,,0,,O. Okongwu Free Throw 1 of 2 (2 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,Made,,,,,,,2.0,,,,,
165,PT11M43.00S,2022-01-27T01:08:29.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630168,,,1610612737,23,34,2022-01-27T01:08:29Z,1650000,,,0,,O. Okongwu Free Throw 2 of 2 (3 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,Made,,,,,,,3.0,,,,,
166,PT11M32.00S,2022-01-27T01:08:41.7Z,2,REGULAR,3pt,Jump Shot,[],1627741,19.793035479632064,89.95098039215686,1610612758,23,34,2022-01-27T01:08:46Z,1660000,-200.0,134.0,1,left,MISS B. Hield 24' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,24.04,Missed,,,,,,,,,,,,
167,PT11M27.00S,2022-01-27T01:08:46.7Z,2,REGULAR,rebound,offensive,[],1626158,,,1610612758,23,34,2022-01-27T01:08:46Z,1670000,,,0,,R. Holmes REBOUND (Off:2 Def:1),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,166.0,3.0,1.0,2.0,,,,,,
168,PT11M27.00S,2022-01-27T01:08:46.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626158,5.590000152587891,50.0,1610612758,23,34,2022-01-27T01:08:46Z,1680000,0.0,0.0,1,left,MISS R. Holmes tip DUNK,[1626158],1610612758.0,SAC,tip,,,Holmes,R. Holmes,,,,,,,,,,,0.0,Missed,,,,,,,,,,,,
169,PT11M26.00S,2022-01-27T01:08:46.8Z,2,REGULAR,rebound,defensive,[],201568,,,1610612737,23,34,2022-01-27T01:08:46Z,1690000,,,0,,D. Gallinari REBOUND (Off:0 Def:2),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,168.0,2.0,2.0,0.0,,,,,,
170,PT11M17.00S,2022-01-27T01:08:56.0Z,2,REGULAR,3pt,Jump Shot,[],203992,74.72076215505913,15.931372549019606,1610612737,23,34,2022-01-27T01:09:01Z,1700000,-170.0,185.0,1,right,MISS B. Bogdanovic 25' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,25.15,Missed,,,,,,,,,,,,
171,PT11M15.00S,2022-01-27T01:08:58.0Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,23,34,2022-01-27T01:09:01Z,1710000,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,170.0,1.0,0.0,1.0,,,,,,
172,PT11M13.00S,2022-01-27T01:09:00.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203992,69.99014454664915,26.96078431372549,1610612737,26,34,2022-01-27T01:09:07Z,1720000,-115.0,230.0,1,right,B. Bogdanovic 25' 3PT  (6 PTS) (O. Okongwu 1 AST),"[203992, 1630168]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,25.69,Made,,,,,,,6.0,O. Okongwu,1630168.0,1.0,,
174,PT10M56.00S,2022-01-27T01:09:25.6Z,2,REGULAR,2pt,Jump Shot,[],1630169,23.209592641261498,65.93137254901961,1610612758,26,34,2022-01-27T01:09:34Z,1740000,-80.0,166.0,1,left,MISS T. Haliburton 18' pullup Shot,[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,,,,,,,18.39,Missed,,,,,,,,,,,,
175,PT10M55.00S,2022-01-27T01:09:26.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,26,34,2022-01-27T01:09:34Z,1750000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,174.0,,,,,,,,,
176,PT10M55.00S,2022-01-27T01:09:31.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,26,34,2022-01-27T01:09:31Z,1760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT10M43.00S,2022-01-27T01:09:57.7Z,2,REGULAR,foul,personal,['2freethrow'],1630169,,,1610612737,26,34,2022-01-27T01:10:20Z,1770000,,,0,,T. Haliburton shooting personal FOUL (1 PF) (Williams 2 FT),"[1630169, 101150]",1610612758.0,SAC,shooting,,,Haliburton,T. Haliburton,,,,,204059.0,1.0,0.0,Williams,101150.0,,,,,,,,,,,,,,,
179,PT10M43.00S,2022-01-27T01:10:21.0Z,2,REGULAR,freethrow,1 of 2,[],101150,,,1610612737,27,34,2022-01-27T01:10:21Z,1790000,,,0,,L. Williams Free Throw 1 of 2 (3 PTS),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,Made,,,,,,,3.0,,,,,
180,PT10M43.00S,2022-01-27T01:10:32.3Z,2,REGULAR,freethrow,2 of 2,[],101150,,,1610612737,28,34,2022-01-27T01:10:32Z,1800000,,,0,,L. Williams Free Throw 2 of 2 (4 PTS),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,Made,,,,,,,4.0,,,,,
181,PT10M26.00S,2022-01-27T01:10:50.1Z,2,REGULAR,turnover,lost ball,[],1627741,,,1610612758,28,34,2022-01-27T01:10:54Z,1810000,,,0,,B. Hield lost ball TURNOVER (1 TO),"[1627741, 203992]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,1.0,,,,,,,,,,,,,Bogdanovic,203992.0
182,PT10M26.00S,2022-01-27T01:10:50.1Z,2,REGULAR,steal,,[],203992,,,1610612737,28,34,2022-01-27T01:13:00Z,1820000,,,0,,B. Bogdanovic STEAL (1 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
