actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M35.00S,2021-10-21T23:33:40.4Z,1,REGULAR,3pt,Jump Shot,[],204001,68.77463863337714,32.84313725490196,1610612742,2,6,2021-10-21T23:33:46Z,170000,-86.0,241.0,1,right,K. Porzingis 25' 3PT  (3 PTS) (D. Finney-Smith 1 AST),"[204001, 1627827]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,25.58,Made,3.0,D. Finney-Smith,1627827.0,1.0,,,,,,,,,,,,,,
19,PT10M14.00S,2021-10-21T23:34:02.0Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,2,6,2021-10-21T23:34:06Z,190000,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1629029]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,1.0,Doncic,1629029.0,,,,,,,
20,PT10M14.00S,2021-10-21T23:34:02.0Z,1,REGULAR,steal,,[],1629029,,,1610612742,2,6,2021-10-21T23:34:03Z,200000,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M10.00S,2021-10-21T23:34:06.4Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1629029,76.92181340341656,35.78431372549019,1610612742,2,8,2021-10-21T23:34:19Z,210000,-71.0,164.0,1,right,L. Doncic 17' running pullup Jump Shot (2 PTS),[1629029],1610612742.0,DAL,running pullup,,,Doncic,L. Doncic,,,,,17.91,Made,2.0,,,,,,,,,,,,,,,,,
22,PT09M54.00S,2021-10-21T23:34:21.2Z,1,REGULAR,turnover,bad pass,[],203992,,,1610612737,2,8,2021-10-21T23:34:27Z,220000,,,0,,B. Bogdanovic bad pass TURNOVER (1 TO),"[203992, 203939]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,1.0,Powell,203939.0,,,,,,,
23,PT09M54.00S,2021-10-21T23:34:21.2Z,1,REGULAR,steal,,[],203939,,,1610612742,2,8,2021-10-21T23:34:26Z,230000,,,0,,D. Powell STEAL (1 STL),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
24,PT09M54.00S,2021-10-21T23:34:28.3Z,1,REGULAR,foul,personal,[],203992,,,1610612742,2,8,2021-10-21T23:35:43Z,240000,,,0,,B. Bogdanovic take personal FOUL (1 PF),"[203992, 1629029]",1610612737.0,ATL,take,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Doncic,1629029.0,,
26,PT09M36.00S,2021-10-21T23:35:08.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203501,92.55913272010513,3.67647058823529,1610612742,2,8,2021-10-21T23:35:14Z,260000,-232.0,17.0,1,right,MISS T. Hardaway Jr. 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,23.23,Missed,,,,,,,,,,,,,,,,,,
27,PT09M30.00S,2021-10-21T23:35:14.2Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,2,8,2021-10-21T23:35:14Z,270000,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,
28,PT09M26.00S,2021-10-21T23:35:17.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,7.145203679369246,42.64705882352941,1610612737,2,8,2021-10-21T23:35:25Z,280000,37.0,15.0,1,left,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,3.96,Missed,,,,,,,,,,,,,,,,,,
29,PT09M22.00S,2021-10-21T23:35:21.7Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,2,8,2021-10-21T23:35:21Z,290000,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,
30,PT09M19.00S,2021-10-21T23:35:26.3Z,1,REGULAR,foul,offensive,[],204001,,,1610612742,2,8,2021-10-21T23:35:40Z,300000,,,0,,K. Porzingis offensive FOUL (1 PF),"[204001, 1628381]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,203592.0,1.0,0.0,Collins,1628381.0,,
32,PT09M19.00S,2021-10-21T23:35:26.3Z,1,REGULAR,turnover,offensive foul,[],204001,,,1610612742,2,8,2021-10-21T23:35:26Z,320000,,,0,,K. Porzingis offensive foul TURNOVER (1 TO),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,1.0,,,203592.0,,,,,,
33,PT09M04.00S,2021-10-21T23:36:16.5Z,1,REGULAR,turnover,bad pass,[],203992,,,1610612737,2,8,2021-10-21T23:36:22Z,330000,,,0,,B. Bogdanovic bad pass TURNOVER (2 TO),"[203992, 203501]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,2.0,Hardaway Jr.,203501.0,,,,,,,
34,PT09M04.00S,2021-10-21T23:36:16.5Z,1,REGULAR,steal,,[],203501,,,1610612742,2,8,2021-10-21T23:36:18Z,340000,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M59.00S,2021-10-21T23:36:21.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak', 'defensivegoaltending']",203501,93.2161629434954,50.0,1610612742,2,10,2021-10-21T23:36:43Z,350000,0.0,11.0,1,right,T. Hardaway Jr. running Layup (5 PTS),[203501],1610612742.0,DAL,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,1.13,Made,5.0,,,,,,,,,,,,,,,,,
36,PT08M59.00S,2021-10-21T23:36:27.2Z,1,REGULAR,violation,defensive goaltending,[],203991,,,1610612742,2,10,2021-10-21T23:36:43Z,360000,,,0,,C. Capela defensive goaltending VIOLATION,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,202053.0,,,,,,
37,PT08M46.00S,2021-10-21T23:36:40.5Z,1,REGULAR,2pt,Jump Shot,[],1628381,14.50394218134035,78.92156862745098,1610612737,4,10,2021-10-21T23:36:48Z,370000,-145.0,84.0,1,left,J. Collins 16' Jump Shot (4 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,16.71,Made,4.0,,,,,,,,,,,,,,,,,
38,PT08M29.00S,2021-10-21T23:36:57.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,82.44086727989487,50.49019607843137,1610612742,4,10,2021-10-21T23:37:03Z,380000,2.0,113.0,1,right,MISS K. Porzingis 11' pullup Shot,[204001],1610612742.0,DAL,pullup,,,Porzingis,K. Porzingis,,,,,11.26,Missed,,,,,,,,,,,,,,,,,,
39,PT08M24.00S,2021-10-21T23:37:02.1Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,4,10,2021-10-21T23:37:03Z,390000,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,
40,PT08M24.00S,2021-10-21T23:37:05.0Z,1,REGULAR,foul,personal,[],1629029,,,1610612737,4,10,2021-10-21T23:37:13Z,400000,,,0,,L. Doncic take personal FOUL (1 PF),"[1629029, 1629027]",1610612742.0,DAL,take,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Young,1629027.0,,
42,PT08M14.00S,2021-10-21T23:37:31.0Z,1,REGULAR,3pt,Jump Shot,[],203992,12.401445466491452,4.411764705882348,1610612737,7,10,2021-10-21T23:37:38Z,420000,228.0,64.0,1,left,B. Bogdanovic 3PT  (3 PTS) (J. Collins 1 AST),"[203992, 1628381]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,23.67,Made,3.0,J. Collins,1628381.0,1.0,,,,,,,,,,,,,,
44,PT08M02.00S,2021-10-21T23:37:43.3Z,1,REGULAR,3pt,Jump Shot,[],204001,66.5407358738502,57.84313725490196,1610612742,7,10,2021-10-21T23:37:48Z,440000,39.0,262.0,1,right,MISS K. Porzingis 26' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,26.49,Missed,,,,,,,,,,,,,,,,,,
45,PT07M59.00S,2021-10-21T23:37:46.3Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,7,10,2021-10-21T23:37:48Z,450000,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,44.0,2.0,2.0,0.0,,,,,,,,,,
46,PT07M50.00S,2021-10-21T23:37:58.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,7,10,2021-10-21T23:37:58Z,460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M47.00S,2021-10-21T23:38:15.4Z,1,REGULAR,3pt,Jump Shot,[],203992,30.27266754270697,31.862745098039213,1610612737,10,10,2021-10-21T23:38:20Z,470000,91.0,232.0,1,left,B. Bogdanovic 24' 3PT  (6 PTS) (J. Collins 2 AST),"[203992, 1628381]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,24.92,Made,6.0,J. Collins,1628381.0,2.0,,,,,,,,,,,,,,
49,PT07M29.00S,2021-10-21T23:38:31.8Z,1,REGULAR,2pt,Jump Shot,[],203501,94.26741130091985,79.16666666666666,1610612742,10,10,2021-10-21T23:38:38Z,490000,146.0,1.0,1,right,MISS T. Hardaway Jr. 14' step back Shot,[203501],1610612742.0,DAL,step back,,,Hardaway Jr.,T. Hardaway Jr.,,,,,14.58,Missed,,,,,,,,,,,,,,,,,,
50,PT07M26.00S,2021-10-21T23:38:34.8Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,10,10,2021-10-21T23:38:38Z,500000,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,49.0,2.0,2.0,0.0,,,,,,,,,,
51,PT07M19.00S,2021-10-21T23:38:42.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,14.109724047306173,50.0,1610612737,10,10,2021-10-21T23:38:48Z,510000,0.0,80.0,1,left,MISS T. Young 8' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,8.01,Missed,,,,,,,,,,,,,,,,,,
52,PT07M17.00S,2021-10-21T23:38:44.7Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,10,10,2021-10-21T23:38:48Z,520000,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,51.0,3.0,2.0,1.0,,,,,,,,,,
53,PT07M17.00S,2021-10-21T23:38:47.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,5.590000152587891,50.0,1610612737,12,10,2021-10-21T23:38:47Z,530000,0.0,0.0,1,left,C. Capela tip Layup (2 PTS),[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
54,PT07M17.00S,2021-10-21T23:38:50.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,12,10,2021-10-21T23:38:50Z,540000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M08.00S,2021-10-21T23:42:27.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,84.28055190538765,55.88235294117647,1610612742,12,10,2021-10-21T23:42:34Z,550000,29.0,95.0,1,right,MISS L. Doncic 9' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,9.97,Missed,,,,,,,,,,,,,,,,,,
56,PT07M05.00S,2021-10-21T23:42:30.9Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,12,10,2021-10-21T23:42:30Z,560000,,,0,,D. Powell REBOUND (Off:1 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,55.0,2.0,1.0,1.0,,,,,,,,,,
57,PT06M54.00S,2021-10-21T23:42:41.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629029,67.85479632063075,68.87254901960785,1610612742,12,10,2021-10-21T23:42:48Z,570000,94.0,250.0,1,right,MISS L. Doncic 26' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,26.69,Missed,,,,,,,,,,,,,,,,,,
58,PT06M51.00S,2021-10-21T23:42:44.4Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,12,10,2021-10-21T23:42:48Z,580000,,,0,,J. Collins REBOUND (Off:0 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,57.0,3.0,3.0,0.0,,,,,,,,,,
59,PT06M40.00S,2021-10-21T23:42:56.4Z,1,REGULAR,3pt,Jump Shot,[],1629027,31.718134034165573,40.931372549019606,1610612737,12,10,2021-10-21T23:43:04Z,590000,45.0,246.0,1,left,MISS T. Young 24' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,
60,PT06M36.00S,2021-10-21T23:43:00.4Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,12,10,2021-10-21T23:43:04Z,600000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,
61,PT06M33.00S,2021-10-21T23:43:01.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627827,94.00459921156373,50.0,1610612742,12,10,2021-10-21T23:43:11Z,610000,0.0,4.0,1,right,MISS D. Finney-Smith running Layup - blocked,"[1627827, 203991]",1610612742.0,DAL,running,,,Finney-Smith,D. Finney-Smith,,,,,0.39,Missed,,,,,,,,,,,,,,,,,Capela,203991.0
62,PT06M33.00S,2021-10-21T23:43:01.9Z,1,REGULAR,block,,[],203991,,,1610612742,12,10,2021-10-21T23:43:06Z,620000,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M28.00S,2021-10-21T23:43:06.9Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,12,10,2021-10-21T23:43:11Z,630000,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,61.0,2.0,2.0,0.0,,,,,,,,,,
64,PT06M24.00S,2021-10-21T23:43:11.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,18.446123521681997,57.35294117647059,1610612737,14,10,2021-10-21T23:43:25Z,640000,-37.0,121.0,1,left,D. Hunter 12' pullup Jump Shot (2 PTS) (T. Young 1 AST),"[1629631, 1629027]",1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,12.64,Made,2.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,
65,PT06M09.00S,2021-10-21T23:43:26.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203939,92.82194480946123,53.18627450980392,1610612742,14,10,2021-10-21T23:43:32Z,650000,16.0,15.0,1,right,MISS D. Powell alley-oop Layup,[203939],1610612742.0,DAL,alley-oop,,,Powell,D. Powell,,,,,2.19,Missed,,,,,,,,,,,,,,,,,,
66,PT06M09.00S,2021-10-21T23:43:29.4Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612742,14,10,2021-10-21T23:43:29Z,660000,,,0,,D. Finney-Smith REBOUND (Off:2 Def:0),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,65.0,2.0,0.0,2.0,,,,,,,,,,
67,PT06M09.00S,2021-10-21T23:43:31.1Z,1,REGULAR,foul,offensive,[],1627827,,,1610612742,14,10,2021-10-21T23:43:40Z,670000,,,0,,D. Finney-Smith offensive FOUL (1 PF),"[1627827, 1629027]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,203592.0,1.0,0.0,Young,1629027.0,,
69,PT06M09.00S,2021-10-21T23:43:31.1Z,1,REGULAR,turnover,offensive foul,[],1627827,,,1610612742,14,10,2021-10-21T23:43:31Z,690000,,,0,,D. Finney-Smith offensive foul TURNOVER (1 TO),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,1.0,,,203592.0,,,,,,
70,PT06M09.00S,2021-10-21T23:43:41.3Z,1,REGULAR,substitution,out,[],203991,,,1610612737,14,10,2021-10-21T23:44:00Z,700000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M09.00S,2021-10-21T23:43:41.3Z,1,REGULAR,substitution,out,[],203939,,,1610612737,14,10,2021-10-21T23:44:00Z,720000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M09.00S,2021-10-21T23:43:41.3Z,1,REGULAR,substitution,out,[],204001,,,1610612737,14,10,2021-10-21T23:44:00Z,730000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M09.00S,2021-10-21T23:43:41.3Z,1,REGULAR,substitution,in,[],1628989,,,1610612737,14,10,2021-10-21T23:44:00Z,750000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M09.00S,2021-10-21T23:43:41.3Z,1,REGULAR,substitution,in,[],1626161,,,1610612737,14,10,2021-10-21T23:44:00Z,760000,,,0,,SUB in: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M09.00S,2021-10-21T23:43:41.3Z,1,REGULAR,substitution,in,[],1628973,,,1610612737,14,10,2021-10-21T23:44:00Z,770000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M55.00S,2021-10-21T23:44:01.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628381,20.811432325886997,36.51960784313726,1610612737,14,10,2021-10-21T23:50:58Z,780000,67.0,143.0,1,left,MISS J. Collins 15' turnaround fadeaway Shot,[1628381],1610612737.0,ATL,turnaround fadeaway,,,Collins,J. Collins,,,,,15.82,Missed,,,,,,,,,,,,,,,,,,
79,PT05M53.00S,2021-10-21T23:44:03.0Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,14,10,2021-10-21T23:44:03Z,790000,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,78.0,2.0,2.0,0.0,,,,,,,,,,
80,PT05M44.00S,2021-10-21T23:44:14.2Z,1,REGULAR,foul,personal,['2freethrow'],203992,,,1610612742,14,10,2021-10-21T23:44:25Z,800000,,,0,,B. Bogdanovic shooting personal FOUL (2 PF) (Hardaway Jr. 2 FT),"[203992, 203501]",1610612737.0,ATL,shooting,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,1148.0,2.0,0.0,Hardaway Jr.,203501.0,,
82,PT05M44.00S,2021-10-21T23:44:44.5Z,1,REGULAR,freethrow,1 of 2,[],203501,,,1610612742,14,11,2021-10-21T23:44:44Z,820000,,,0,,T. Hardaway Jr. Free Throw 1 of 2 (6 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
83,PT05M44.00S,2021-10-21T23:44:48.1Z,1,REGULAR,substitution,out,[],203992,,,1610612742,14,11,2021-10-21T23:44:52Z,830000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M44.00S,2021-10-21T23:44:48.1Z,1,REGULAR,substitution,in,[],1629629,,,1610612742,14,11,2021-10-21T23:44:52Z,840000,,,0,,SUB in: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M44.00S,2021-10-21T23:45:03.0Z,1,REGULAR,freethrow,2 of 2,[],203501,,,1610612742,14,12,2021-10-21T23:45:03Z,850000,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (7 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
86,PT05M35.00S,2021-10-21T23:45:19.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,14,12,2021-10-21T23:45:19Z,860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M31.00S,2021-10-21T23:45:34.3Z,1,REGULAR,2pt,Jump Shot,[],1629629,12.795663600525614,88.48039215686275,1610612737,14,12,2021-10-21T23:45:40Z,870000,-192.0,68.0,1,left,MISS C. Reddish 20' step back Shot,[1629629],1610612737.0,ATL,step back,,,Reddish,C. Reddish,,,,,20.4,Missed,,,,,,,,,,,,,,,,,,
88,PT05M27.00S,2021-10-21T23:45:38.3Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612742,14,12,2021-10-21T23:45:40Z,880000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,,,
