actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2022-02-09T00:40:44.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-09T00:40:44Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-02-09T00:40:46.6Z,1,REGULAR,jumpball,recovered,[],1628470,,,1610612754,0,0,2022-02-09T00:40:46Z,40000,,,0,,Jump Ball G. Bitadze vs. C. Capela: Tip to T. Craig,"[1628470, 1629048, 203991]",1610612754.0,IND,startperiod,T. Craig,1628470.0,Craig,T. Craig,Bitadze,1629048.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2022-02-09T00:41:02.1Z,1,REGULAR,2pt,Jump Shot,[],202362,23.603810775295663,58.82352941176471,1610612754,0,0,2022-02-09T00:41:06Z,70000,-44.0,169.0,1,left,MISS L. Stephenson 17' pullup Shot,[202362],1610612754.0,IND,pullup,,,Stephenson,L. Stephenson,,,,,17.5,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2022-02-09T00:41:05.1Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,0,0,2022-02-09T00:41:06Z,80000,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M21.00S,2022-02-09T00:41:22.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,92.32917214191852,49.01960784313725,1610612737,2,0,2022-02-09T00:41:26Z,90000,-5.0,20.0,1,right,C. Capela Layup (2 PTS) (T. Young 1 AST),"[203991, 1629027]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,2.02,Made,,,,,2.0,T. Young,1629027.0,1.0,,,,,,,,,,
11,PT11M09.00S,2022-02-09T00:41:33.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630537,11.383048620236531,58.82352941176471,1610612754,2,2,2022-02-09T00:41:38Z,110000,-44.0,55.0,1,left,C. Duarte 7' driving floating Jump Shot (2 PTS),[1630537],1610612754.0,IND,driving floating,,,Duarte,C. Duarte,,,,,7.01,Made,,,,,2.0,,,,,,,,,,,,,
12,PT10M49.00S,2022-02-09T00:41:54.4Z,1,REGULAR,2pt,Jump Shot,[],1628381,92.19776609724047,69.11764705882352,1610612737,4,2,2022-02-09T00:42:00Z,120000,96.0,21.0,1,right,J. Collins 9' turnaround Jump Shot (2 PTS) (T. Young 2 AST),"[1628381, 1629027]",1610612737.0,ATL,turnaround,,,Collins,J. Collins,,,,,9.78,Made,,,,,2.0,T. Young,1629027.0,2.0,,,,,,,,,,
14,PT10M40.00S,2022-02-09T00:42:04.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626208,5.732588699080158,47.549019607843135,1610612754,4,2,2022-02-09T00:42:42Z,140000,12.0,1.0,1,left,MISS K. Sykes driving Layup - blocked,"[1626208, 1629027]",1610612754.0,IND,driving,,,Sykes,K. Sykes,,,,,1.24,Missed,,,,,,,,,Young,1629027.0,,,,,,,,
15,PT10M40.00S,2022-02-09T00:42:04.6Z,1,REGULAR,block,,[],1629027,,,1610612754,4,2,2022-02-09T00:42:07Z,150000,,,0,,T. Young BLOCK (1 BLK),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
16,PT10M39.00S,2022-02-09T00:42:05.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,4,2,2022-02-09T00:42:42Z,160000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,
17,PT10M39.00S,2022-02-09T00:42:10.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,4,2,2022-02-09T00:42:10Z,170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,PT10M33.00S,2022-02-09T00:42:26.4Z,1,REGULAR,turnover,bad pass,[],1630537,,,1610612754,4,2,2022-02-09T00:42:30Z,180000,,,0,,C. Duarte bad pass TURNOVER (1 TO),"[1630537, 203991]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,1.0,Capela,203991.0,,,,,
