actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
262,PT03M25.00S,2022-04-01T00:25:16.6Z,2,REGULAR,block,,[],1627747,,,1610612737,57,44,2022-04-01T00:25:20Z,2600000,,,0,,C. LeVert BLOCK (1 BLK),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M21.00S,2022-04-01T00:25:20.6Z,2,REGULAR,rebound,defensive,[],1629650,,,1610612739,57,44,2022-04-01T00:25:22Z,2610000,,,0,,M. Brown REBOUND (Off:0 Def:4),[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,261.0,4.0,4.0,0.0,,,,,,,,
264,PT03M20.00S,2022-04-01T00:25:25.0Z,2,REGULAR,turnover,out-of-bounds,[],1629636,,,1610612739,57,44,2022-04-01T00:25:38Z,2620000,,,0,,D. Garland bad pass out-of-bounds TURNOVER (3 TO),[1629636],1610612739.0,CLE,bad pass,,,Garland,D. Garland,,,,,3.0,,,,,,,,,,,,,,,1626300.0,,,,,
265,PT03M20.00S,2022-04-01T00:25:30.8Z,2,REGULAR,substitution,out,[],201568,,,1610612737,57,44,2022-04-01T00:25:49Z,2630000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT03M20.00S,2022-04-01T00:25:30.8Z,2,REGULAR,substitution,out,[],203992,,,1610612737,57,44,2022-04-01T00:25:49Z,2640000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT03M20.00S,2022-04-01T00:25:30.8Z,2,REGULAR,substitution,in,[],1627789,,,1610612737,57,44,2022-04-01T00:25:49Z,2650000,,,0,,SUB in: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M20.00S,2022-04-01T00:25:30.8Z,2,REGULAR,substitution,in,[],1628989,,,1610612737,57,44,2022-04-01T00:25:49Z,2660000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M06.00S,2022-04-01T00:26:09.1Z,2,REGULAR,foul,personal,['2freethrow'],1629650,,,1610612737,57,44,2022-04-01T00:26:28Z,2670000,,,0,,M. Brown shooting personal FOUL (1 PF) (Capela 2 FT),"[1629650, 203991]",1610612739.0,CLE,shooting,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Capela,203991.0,
271,PT03M06.00S,2022-04-01T00:26:29.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203991,,,1610612737,57,44,2022-04-01T00:26:29Z,2690000,,,0,,MISS C. Capela Free Throw 1 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,Missed,,,,,,,,,,,,,,,,
272,PT03M06.00S,2022-04-01T00:26:29.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,57,44,2022-04-01T00:26:29Z,2700000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,271.0,,,,,,,,,,,
273,PT03M06.00S,2022-04-01T00:26:45.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203991,,,1610612737,58,44,2022-04-01T00:26:45Z,2710000,,,0,,C. Capela Free Throw 2 of 2 (9 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
274,PT02M55.00S,2022-04-01T00:26:58.7Z,2,REGULAR,foul,personal,['2freethrow'],203991,,,1610612739,58,44,2022-04-01T00:27:28Z,2720000,,,0,,C. Capela shooting personal FOUL (1 PF) (Brown 2 FT),"[203991, 1629650]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Brown,1629650.0,
276,PT02M55.00S,2022-04-01T00:27:12.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,58,44,2022-04-01T00:27:12Z,2740000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M55.00S,2022-04-01T00:28:42.8Z,2,REGULAR,substitution,out,[],1627747,,,1610612739,58,44,2022-04-01T00:29:50Z,2750000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M55.00S,2022-04-01T00:28:42.8Z,2,REGULAR,substitution,in,[],201567,,,1610612739,58,44,2022-04-01T00:29:50Z,2760000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M55.00S,2022-04-01T00:30:11.9Z,2,REGULAR,freethrow,1 of 2,[],1629650,,,1610612739,58,44,2022-04-01T00:30:36Z,2770000,,,0,,MISS M. Brown Free Throw 1 of 2,[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,Missed,,,,,,,,,,,,,,,,
280,PT02M55.00S,2022-04-01T00:30:11.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,58,44,2022-04-01T00:30:36Z,2780000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,279.0,,,,,,,,,,,
281,PT02M55.00S,2022-04-01T00:30:11.9Z,2,REGULAR,freethrow,2 of 2,[],1629650,,,1610612739,58,45,2022-04-01T00:30:36Z,2790000,,,0,,M. Brown Free Throw 2 of 2 (7 PTS),[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
282,PT02M45.00S,2022-04-01T00:30:38.5Z,2,REGULAR,2pt,Jump Shot,[],1629631,72.88107752956637,52.69607843137255,1610612737,58,45,2022-04-01T00:30:43Z,2800000,13.0,202.0,1,right,MISS D. Hunter 20' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,,,,20.28,Missed,,,,,,,,,,,,,,,,
283,PT02M41.00S,2022-04-01T00:30:42.5Z,2,REGULAR,rebound,defensive,[],1629650,,,1610612739,58,45,2022-04-01T00:30:43Z,2810000,,,0,,M. Brown REBOUND (Off:0 Def:5),[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,282.0,5.0,5.0,0.0,,,,,,,,
284,PT02M35.00S,2022-04-01T00:30:51.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,58,45,2022-04-01T00:30:51Z,2820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M33.00S,2022-04-01T00:31:12.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,58,45,2022-04-01T00:31:12Z,2830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M24.00S,2022-04-01T00:31:32.3Z,2,REGULAR,3pt,Jump Shot,[],201567,26.231931668856767,82.59803921568627,1610612739,58,45,2022-04-01T00:31:39Z,2840000,-163.0,194.0,1,left,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,25.35,Missed,,,,,,,,,,,,,,,,
287,PT02M21.00S,2022-04-01T00:31:35.3Z,2,REGULAR,rebound,defensive,[],1627789,,,1610612737,58,45,2022-04-01T00:31:39Z,2850000,,,0,,T. Luwawu-Cabarrot REBOUND (Off:1 Def:1),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,286.0,2.0,1.0,1.0,,,,,,,,
288,PT02M14.00S,2022-04-01T00:31:42.3Z,2,REGULAR,3pt,Jump Shot,[],1629631,91.01511169513797,95.09803921568627,1610612737,58,45,2022-04-01T00:31:47Z,2860000,225.0,32.0,1,right,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,22.78,Missed,,,,,,,,,,,,,,,,
289,PT02M11.00S,2022-04-01T00:31:45.3Z,2,REGULAR,rebound,defensive,[],1629650,,,1610612739,58,45,2022-04-01T00:31:47Z,2870000,,,0,,M. Brown REBOUND (Off:0 Def:6),[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,288.0,6.0,6.0,0.0,,,,,,,,
290,PT02M07.00S,2022-04-01T00:31:49.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628374,6.389618922470433,49.50980392156863,1610612739,58,47,2022-04-01T00:32:28Z,2880000,2.0,8.0,1,left,L. Markkanen running alley-oop Layup (2 PTS) (D. Garland 5 AST),"[1628374, 1629636]",1610612739.0,CLE,running alley-oop,,,Markkanen,L. Markkanen,,,,,,,,0.8,Made,2.0,D. Garland,1629636.0,5.0,,,,,,,,,,,,
292,PT01M51.00S,2022-04-01T00:32:09.0Z,2,REGULAR,violation,kicked ball,[],1630171,,,1610612737,58,47,2022-04-01T00:32:22Z,2900000,,,0,,I. Okoro kicked ball VIOLATION,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,2004.0,,,,,
293,PT01M44.00S,2022-04-01T00:32:29.6Z,2,REGULAR,3pt,Jump Shot,[],1629027,94.56307490144546,4.166666666666666,1610612737,61,47,2022-04-01T00:32:43Z,2910000,-229.0,-1.0,1,right,T. Young 3PT step back (15 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,,,,22.92,Made,15.0,,,,,,,,,,,,,,,
294,PT01M25.00S,2022-04-01T00:32:48.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,5.732588699080158,48.77450980392157,1610612739,61,49,2022-04-01T00:32:54Z,2920000,6.0,1.0,1,left,D. Garland driving Layup (14 PTS),[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,,,,0.63,Made,14.0,,,,,,,,,,,,,,,
295,PT01M17.00S,2022-04-01T00:32:56.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,89.96386333771353,54.41176470588235,1610612737,61,49,2022-04-01T00:33:08Z,2930000,22.0,42.0,1,right,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,,,,4.73,Missed,,,,,,,,,,,,,,,,
296,PT01M11.00S,2022-04-01T00:33:02.4Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,61,49,2022-04-01T00:33:02Z,2940000,,,0,,C. Capela REBOUND (Off:5 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,295.0,10.0,5.0,5.0,,,,,,,,
297,PT01M11.00S,2022-04-01T00:33:02.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,94.40999984741211,50.0,1610612737,61,49,2022-04-01T00:33:02Z,2950000,0.0,0.0,1,right,MISS C. Capela tip Layup,[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
298,PT01M10.00S,2022-04-01T00:33:03.2Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612739,61,49,2022-04-01T00:33:03Z,2960000,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,297.0,2.0,2.0,0.0,,,,,,,,
299,PT01M10.00S,2022-04-01T00:33:09.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628989,,,1610612739,61,49,2022-04-01T00:33:21Z,2970000,,,0,,K. Huerter take personal FOUL (2 PF) (Garland 2 FT),"[1628989, 1629636]",1610612737.0,ATL,take,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,1626300.0,2.0,0.0,Garland,1629636.0,
301,PT01M10.00S,2022-04-01T00:33:20.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612739,61,49,2022-04-01T00:33:20Z,2990000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT01M10.00S,2022-04-01T00:33:57.9Z,2,REGULAR,substitution,out,[],1629027,,,1610612739,61,49,2022-04-01T00:34:37Z,3000000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT01M10.00S,2022-04-01T00:33:57.9Z,2,REGULAR,substitution,in,[],1626153,,,1610612739,61,49,2022-04-01T00:34:37Z,3010000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT01M10.00S,2022-04-01T00:35:03.3Z,2,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,61,49,2022-04-01T00:35:03Z,3020000,,,0,,MISS D. Garland Free Throw 1 of 2,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,Missed,,,,,,,,,,,,,,,,
305,PT01M10.00S,2022-04-01T00:35:03.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,61,49,2022-04-01T00:35:03Z,3030000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,304.0,,,,,,,,,,,
306,PT01M10.00S,2022-04-01T00:35:16.9Z,2,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,61,50,2022-04-01T00:35:16Z,3040000,,,0,,D. Garland Free Throw 2 of 2 (15 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,Made,15.0,,,,,,,,,,,,,,,
307,PT00M55.80S,2022-04-01T00:35:32.8Z,2,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612737,61,50,2022-04-01T00:35:58Z,3050000,,,0,,I. Okoro shooting personal FOUL (1 PF) (Huerter 2 FT),"[1630171, 1628989]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Huerter,1628989.0,
309,PT00M55.80S,2022-04-01T00:35:58.9Z,2,REGULAR,freethrow,1 of 2,[],1628989,,,1610612737,62,50,2022-04-01T00:35:58Z,3070000,,,0,,K. Huerter Free Throw 1 of 2 (10 PTS),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
310,PT00M55.80S,2022-04-01T00:36:12.1Z,2,REGULAR,freethrow,2 of 2,[],1628989,,,1610612737,63,50,2022-04-01T00:36:12Z,3080000,,,0,,K. Huerter Free Throw 2 of 2 (11 PTS),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
311,PT00M43.70S,2022-04-01T00:36:26.8Z,2,REGULAR,2pt,Jump Shot,[],1629636,21.632720105124836,54.65686274509803,1610612739,63,50,2022-04-01T00:36:33Z,3090000,-23.0,151.0,1,left,MISS D. Garland 15' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,,15.26,Missed,,,,,,,,,,,,,,,,
312,PT00M39.20S,2022-04-01T00:36:31.3Z,2,REGULAR,rebound,defensive,[],1626153,,,1610612737,63,50,2022-04-01T00:36:33Z,3100000,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,311.0,1.0,1.0,0.0,,,,,,,,
313,PT00M35.50S,2022-04-01T00:36:35.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629631,95.48291721419186,95.58823529411765,1610612737,63,50,2022-04-01T00:36:47Z,3110000,228.0,-10.0,1,right,MISS D. Hunter running 3PT,[1629631],1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,,,,22.81,Missed,,,,,,,,,,,,,,,,
314,PT00M32.20S,2022-04-01T00:36:38.3Z,2,REGULAR,rebound,defensive,[],1630171,,,1610612739,63,50,2022-04-01T00:36:47Z,3120000,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,313.0,1.0,1.0,0.0,,,,,,,,
315,PT00M28.60S,2022-04-01T00:36:41.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630171,7.440867279894875,48.77450980392157,1610612739,63,50,2022-04-01T00:36:57Z,3130000,6.0,17.0,1,left,MISS I. Okoro running Layup,[1630171],1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,,,,1.84,Missed,,,,,,,,,,,,,,,,
316,PT00M25.40S,2022-04-01T00:36:45.1Z,2,REGULAR,rebound,offensive,[],1628374,,,1610612739,63,50,2022-04-01T00:36:45Z,3140000,,,0,,L. Markkanen REBOUND (Off:1 Def:2),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,315.0,3.0,2.0,1.0,,,,,,,,
317,PT00M24.20S,2022-04-01T00:36:46.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628374,32.670827858081466,50.245098039215684,1610612739,63,53,2022-04-01T00:37:02Z,3150000,-1.0,255.0,1,left,L. Markkanen 25' 3PT  (5 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,25.46,Made,5.0,,,,,,,,,,,,,,,
318,PT00M04.80S,2022-04-01T00:37:10.1Z,2,REGULAR,3pt,Jump Shot,[],1627789,86.28449408672799,3.9215686274509802,1610612737,66,53,2022-04-01T00:37:14Z,3160000,-230.0,76.0,1,right,T. Luwawu-Cabarrot 24' 3PT  (8 PTS) (K. Huerter 1 AST),"[1627789, 1628989]",1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,24.27,Made,8.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,,
320,PT00M00.00S,2022-04-01T00:37:27.5Z,2,REGULAR,period,end,[],0,,,1610612739,66,53,2022-04-01T00:37:27Z,3180000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2022-04-01T00:51:31.1Z,3,REGULAR,substitution,out,['startperiod'],1626153,,,1610612739,66,53,2022-04-01T00:52:37Z,3190000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2022-04-01T00:51:31.1Z,3,REGULAR,substitution,out,['startperiod'],201567,,,1610612739,66,53,2022-04-01T00:52:37Z,3200000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2022-04-01T00:51:31.1Z,3,REGULAR,substitution,in,['startperiod'],1629027,,,1610612739,66,53,2022-04-01T00:52:37Z,3210000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2022-04-01T00:51:31.1Z,3,REGULAR,substitution,in,['startperiod'],1627747,,,1610612739,66,53,2022-04-01T00:52:37Z,3220000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2022-04-01T00:52:46.2Z,3,REGULAR,period,start,[],0,,,1610612737,66,53,2022-04-01T00:52:46Z,3230000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT11M46.00S,2022-04-01T00:52:59.5Z,3,REGULAR,2pt,Jump Shot,[],1628989,19.267411300919843,69.6078431372549,1610612737,68,53,2022-04-01T00:53:04Z,3240000,-98.0,129.0,1,left,K. Huerter 16' pullup Jump Shot (13 PTS),[1628989],1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,,,,16.17,Made,13.0,,,,,,,,,,,,,,,
327,PT11M26.00S,2022-04-01T00:53:19.2Z,3,REGULAR,2pt,Jump Shot,[],1629636,69.07030223390277,50.49019607843137,1610612739,68,53,2022-04-01T00:53:25Z,3250000,2.0,238.0,1,right,MISS D. Garland 23' step back Shot,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,,,,23.82,Missed,,,,,,,,,,,,,,,,
328,PT11M23.00S,2022-04-01T00:53:22.2Z,3,REGULAR,rebound,defensive,[],1627789,,,1610612737,68,53,2022-04-01T00:53:25Z,3260000,,,0,,T. Luwawu-Cabarrot REBOUND (Off:1 Def:2),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,327.0,3.0,2.0,1.0,,,,,,,,
329,PT11M10.00S,2022-04-01T00:53:36.9Z,3,REGULAR,foul,personal,['2freethrow'],1629650,,,1610612737,68,53,2022-04-01T00:54:00Z,3270000,,,0,,M. Brown shooting personal FOUL (2 PF) (Luwawu-Cabarrot 2 FT),"[1629650, 1627789]",1610612739.0,CLE,shooting,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,202027.0,2.0,0.0,Luwawu-Cabarrot,1627789.0,
331,PT11M10.00S,2022-04-01T00:54:01.6Z,3,REGULAR,freethrow,1 of 2,[],1627789,,,1610612737,69,53,2022-04-01T00:54:01Z,3290000,,,0,,T. Luwawu-Cabarrot Free Throw 1 of 2 (9 PTS),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
332,PT11M10.00S,2022-04-01T00:54:12.6Z,3,REGULAR,freethrow,2 of 2,[],1627789,,,1610612737,70,53,2022-04-01T00:54:12Z,3300000,,,0,,T. Luwawu-Cabarrot Free Throw 2 of 2 (10 PTS),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
333,PT11M00.00S,2022-04-01T00:54:27.9Z,3,REGULAR,foul,personal,[],1629631,,,1610612739,70,53,2022-04-01T00:54:36Z,3310000,,,0,,D. Hunter personal FOUL (2 PF),"[1629631, 1629636]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,1626300.0,2.0,0.0,Garland,1629636.0,
335,PT10M48.00S,2022-04-01T00:54:56.7Z,3,REGULAR,3pt,Jump Shot,[],1629636,79.31997371879106,90.68627450980392,1610612739,70,53,2022-04-01T00:55:03Z,3330000,203.0,142.0,1,right,MISS D. Garland 24' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,,24.8,Missed,,,,,,,,,,,,,,,,
336,PT10M45.00S,2022-04-01T00:54:59.7Z,3,REGULAR,rebound,offensive,[],1629650,,,1610612739,70,53,2022-04-01T00:55:03Z,3340000,,,0,,M. Brown REBOUND (Off:1 Def:6),[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,335.0,7.0,6.0,1.0,,,,,,,,
337,PT10M44.00S,2022-04-01T00:55:01.6Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629650,89.17542706964521,50.49019607843137,1610612739,70,53,2022-04-01T00:55:08Z,3350000,2.0,49.0,1,right,MISS M. Brown Hook,[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,4.94,Missed,,,,,,,,,,,,,,,,
338,PT10M40.00S,2022-04-01T00:55:05.6Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,70,53,2022-04-01T00:55:08Z,3360000,,,0,,C. Capela REBOUND (Off:5 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,337.0,11.0,6.0,5.0,,,,,,,,
339,PT10M32.00S,2022-04-01T00:55:12.2Z,3,REGULAR,3pt,Jump Shot,[],1629027,22.946780551905388,87.99019607843137,1610612737,73,53,2022-04-01T00:55:19Z,3370000,-190.0,163.0,1,left,T. Young 25' 3PT step back (18 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,,,,25.05,Made,18.0,,,,,,,,,,,,,,,
340,PT10M19.00S,2022-04-01T00:55:26.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,93.64323258869908,50.49019607843137,1610612739,73,55,2022-04-01T00:55:33Z,3380000,2.0,7.0,1,right,L. Markkanen cutting DUNK (7 PTS) (D. Garland 6 AST),"[1628374, 1629636]",1610612739.0,CLE,cutting,,,Markkanen,L. Markkanen,,,,,,,,0.77,Made,7.0,D. Garland,1629636.0,6.0,,,,,,,,,,,,
342,PT10M03.00S,2022-04-01T00:55:41.1Z,3,REGULAR,3pt,Jump Shot,[],1629631,8.360709592641262,96.07843137254902,1610612737,73,55,2022-04-01T00:55:47Z,3400000,-230.0,26.0,1,left,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,23.19,Missed,,,,,,,,,,,,,,,,
343,PT10M01.00S,2022-04-01T00:55:44.1Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,73,55,2022-04-01T00:55:44Z,3410000,,,0,,C. Capela REBOUND (Off:6 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,342.0,12.0,6.0,6.0,,,,,,,,
344,PT09M59.00S,2022-04-01T00:55:46.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629027,13.61695137976347,43.13725490196079,1610612737,75,55,2022-04-01T00:55:51Z,3420000,34.0,75.0,1,left,T. Young 8' driving floating Jump Shot (20 PTS) (C. Capela 2 AST),"[1629027, 203991]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,,,,8.29,Made,20.0,C. Capela,203991.0,2.0,,,,,,,,,,,,
346,PT09M50.00S,2022-04-01T00:55:57.0Z,3,REGULAR,foul,personal,['2freethrow'],1629027,,,1610612739,75,55,2022-04-01T00:56:21Z,3440000,,,0,,T. Young shooting personal FOUL (1 PF) (Markkanen 2 FT),"[1629027, 1628374]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Markkanen,1628374.0,
348,PT09M50.00S,2022-04-01T00:56:22.8Z,3,REGULAR,freethrow,1 of 2,[],1628374,,,1610612739,75,56,2022-04-01T00:56:52Z,3460000,,,0,,L. Markkanen Free Throw 1 of 2 (8 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
349,PT09M50.00S,2022-04-01T00:56:22.8Z,3,REGULAR,turnover,,[],1629650,,,1610612739,75,56,2022-04-01T00:56:52Z,3470000,,,0,,M. Brown TURNOVER (1 TO),[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,1.0,,,,,,,,,,,,,,,,,,,,
