actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
181,PT10M35.00S,2022-02-01T01:10:57.2Z,2,REGULAR,turnover,lost ball,[],101150,,,1610612737,31,25,2022-02-01T01:11:04Z,1800000,,,0,,L. Williams lost ball TURNOVER (1 TO),"[101150, 1630625]",1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,1.0,,,,,Banton,1630625.0,,
182,PT10M35.00S,2022-02-01T01:10:57.2Z,2,REGULAR,steal,,[],1630625,,,1610612761,31,25,2022-02-01T01:10:59Z,1810000,,,0,,D. Banton STEAL (1 STL),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M31.00S,2022-02-01T01:11:01.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,6.258212877792378,49.26470588235294,1610612761,31,25,2022-02-01T01:11:10Z,1820000,4.0,6.0,1,left,MISS O. Anunoby alley-oop DUNK,[1628384],1610612761.0,TOR,alley-oop,,,Anunoby,O. Anunoby,,,,,0.73,Missed,,,,,,,,,,,,,,,,,,
184,PT10M27.00S,2022-02-01T01:11:04.8Z,2,REGULAR,rebound,defensive,[],201568,,,1610612737,31,25,2022-02-01T01:11:04Z,1830000,,,0,,D. Gallinari REBOUND (Off:0 Def:2),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,183.0,2.0,2.0,0.0,,,,,,,,,,,,,,
185,PT10M23.00S,2022-02-01T01:11:08.3Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],101150,93.11760840998686,79.41176470588235,1610612737,33,25,2022-02-01T01:11:17Z,1840000,147.0,12.0,1,right,L. Williams 14' running pullup Jump Shot (2 PTS) (B. Bogdanovic 1 AST),"[101150, 203992]",1610612737.0,ATL,running pullup,,,Williams,L. Williams,,,,,14.76,Made,,,,,2.0,B. Bogdanovic,203992.0,1.0,,,,,,,,,,
187,PT10M10.00S,2022-02-01T01:11:23.3Z,2,REGULAR,foul,personal,['2freethrow'],201568,,,1610612761,33,25,2022-02-01T01:11:52Z,1860000,,,0,,D. Gallinari shooting personal FOUL (2 PF) (Siakam 2 FT),"[201568, 1627783]",1610612737.0,ATL,shooting,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,101284.0,,2.0,0.0,Siakam,1627783.0,,,,
189,PT10M10.00S,2022-02-01T01:11:55.0Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,33,26,2022-02-01T01:11:55Z,1880000,,,0,,P. Siakam Free Throw 1 of 2 (4 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
190,PT10M10.00S,2022-02-01T01:12:15.6Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,33,27,2022-02-01T01:12:15Z,1890000,,,0,,P. Siakam Free Throw 2 of 2 (5 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
191,PT09M46.00S,2022-02-01T01:12:41.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101150,83.39356110381078,49.01960784313725,1610612737,35,27,2022-02-01T01:12:47Z,1900000,-5.0,104.0,1,right,L. Williams 10' driving floating Jump Shot (4 PTS),[101150],1610612737.0,ATL,driving floating,,,Williams,L. Williams,,,,,10.37,Made,,,,,4.0,,,,,,,,,,,,,
192,PT09M36.00S,2022-02-01T01:12:50.9Z,2,REGULAR,3pt,Jump Shot,[],1630567,33.196452036793694,39.21568627450981,1610612761,35,27,2022-02-01T01:13:02Z,1910000,54.0,260.0,1,left,MISS S. Barnes 26' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,26.5,Missed,,,,,,,,,,,,,,,,,,
193,PT09M34.00S,2022-02-01T01:12:53.8Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612761,35,27,2022-02-01T01:12:53Z,1920000,,,0,,P. Achiuwa REBOUND (Off:1 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,192.0,3.0,2.0,1.0,,,,,,,,,,,,,,
194,PT09M33.00S,2022-02-01T01:12:54.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,7.5722733245729295,47.794117647058826,1610612761,35,29,2022-02-01T01:13:06Z,1930000,11.0,19.0,1,left,P. Achiuwa putback Layup (4 PTS),[1630173],1610612761.0,TOR,putback,,,Achiuwa,P. Achiuwa,,,,,2.17,Made,,,,,4.0,,,,,,,,,,,,,
195,PT09M08.00S,2022-02-01T01:13:19.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,82.7365308804205,47.30392156862745,1610612737,35,29,2022-02-01T01:13:27Z,1940000,-13.0,110.0,1,right,MISS O. Okongwu 11' floating Shot,[1630168],1610612737.0,ATL,floating,,,Okongwu,O. Okongwu,,,,,11.06,Missed,,,,,,,,,,,,,,,,,,
196,PT09M06.00S,2022-02-01T01:13:21.4Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,35,29,2022-02-01T01:13:27Z,1950000,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,195.0,1.0,1.0,0.0,,,,,,,,,,,,,,
197,PT08M52.00S,2022-02-01T01:13:35.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,8.492115637319317,46.07843137254902,1610612761,35,31,2022-02-01T01:13:42Z,1960000,20.0,27.0,1,left,P. Siakam driving Layup (7 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,3.36,Made,,,,,7.0,,,,,,,,,,,,,
198,PT08M38.00S,2022-02-01T01:13:49.4Z,2,REGULAR,3pt,Jump Shot,[],1628989,73.66951379763469,14.460784313725492,1610612737,38,31,2022-02-01T01:13:54Z,1970000,-178.0,195.0,1,right,K. Huerter 26' 3PT  (11 PTS) (D. Gallinari 1 AST),"[1628989, 201568]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,26.38,Made,,,,,11.0,D. Gallinari,201568.0,1.0,,,,,,,,,,
200,PT08M22.00S,2022-02-01T01:14:05.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,19.530223390275953,37.254901960784316,1610612761,38,31,2022-02-01T01:14:14Z,1990000,64.0,131.0,1,left,MISS P. Siakam 14' pullup Shot,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,14.58,Missed,,,,,,,,,,,,,,,,,,
201,PT08M20.00S,2022-02-01T01:14:07.1Z,2,REGULAR,rebound,defensive,[],101150,,,1610612737,38,31,2022-02-01T01:14:14Z,2000000,,,0,,L. Williams REBOUND (Off:0 Def:1),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,200.0,1.0,1.0,0.0,,,,,,,,,,,,,,
202,PT08M16.00S,2022-02-01T01:14:11.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201568,78.13731931668858,9.313725490196079,1610612737,38,31,2022-02-01T01:26:22Z,2010000,-203.0,153.0,1,right,MISS D. Gallinari 25' running 3PT,[201568],1610612737.0,ATL,running,,,Gallinari,D. Gallinari,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,
203,PT08M16.00S,2022-02-01T01:14:11.6Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,38,31,2022-02-01T01:14:21Z,2020000,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,202.0,2.0,2.0,0.0,,,,,,,,,,,,,,
207,PT08M04.00S,2022-02-01T01:14:23.8Z,2,REGULAR,3pt,Jump Shot,[],1630173,31.35676741130092,30.392156862745097,1610612761,38,34,2022-02-01T01:32:51Z,2060000,98.0,242.0,1,left,P. Achiuwa 26' 3PT  (7 PTS) (O. Anunoby 1 AST),"[1630173, 1628384]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,26.14,Made,,,,,7.0,O. Anunoby,1628384.0,1.0,,,,,,,,,,
209,PT07M55.00S,2022-02-01T01:14:36.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,38,34,2022-02-01T01:14:36Z,2080000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M55.00S,2022-02-01T01:16:51.7Z,2,REGULAR,substitution,out,[],1628989,,,1610612737,38,34,2022-02-01T01:17:08Z,2090000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M55.00S,2022-02-01T01:16:51.7Z,2,REGULAR,substitution,out,[],201568,,,1610612737,38,34,2022-02-01T01:17:08Z,2100000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M55.00S,2022-02-01T01:16:51.7Z,2,REGULAR,substitution,out,[],1630168,,,1610612737,38,34,2022-02-01T01:17:08Z,2110000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M55.00S,2022-02-01T01:16:51.7Z,2,REGULAR,substitution,out,[],1630567,,,1610612737,38,34,2022-02-01T01:17:08Z,2120000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M55.00S,2022-02-01T01:16:51.7Z,2,REGULAR,substitution,in,[],203991,,,1610612737,38,34,2022-02-01T01:17:08Z,2130000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M55.00S,2022-02-01T01:16:51.7Z,2,REGULAR,substitution,in,[],1628381,,,1610612737,38,34,2022-02-01T01:17:08Z,2140000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M55.00S,2022-02-01T01:16:51.7Z,2,REGULAR,substitution,in,[],1629631,,,1610612737,38,34,2022-02-01T01:17:08Z,2150000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M55.00S,2022-02-01T01:16:51.7Z,2,REGULAR,substitution,in,[],1629018,,,1610612737,38,34,2022-02-01T01:17:08Z,2160000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M53.00S,2022-02-01T01:17:33.8Z,2,REGULAR,violation,kicked ball,[],1627783,,,1610612737,38,34,2022-02-01T01:17:40Z,2170000,,,0,,P. Siakam kicked ball VIOLATION,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,101284.0,,,,,,,,,
219,PT07M44.00S,2022-02-01T01:17:53.6Z,2,REGULAR,3pt,Jump Shot,[],1629631,70.38436268068331,73.77450980392157,1610612737,38,34,2022-02-01T01:17:58Z,2180000,119.0,226.0,1,right,MISS D. Hunter 25' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,
220,PT07M40.00S,2022-02-01T01:17:57.6Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,38,34,2022-02-01T01:17:58Z,2190000,,,0,,O. Anunoby REBOUND (Off:0 Def:3),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,219.0,3.0,3.0,0.0,,,,,,,,,,,,,,
221,PT07M22.00S,2022-02-01T01:18:14.9Z,2,REGULAR,2pt,Jump Shot,[],1628384,17.0335085413929,29.65686274509804,1610612761,38,36,2022-02-01T01:18:21Z,2200000,102.0,108.0,1,left,O. Anunoby 14' pullup Jump Shot (5 PTS),[1628384],1610612761.0,TOR,pullup,,,Anunoby,O. Anunoby,,,,,14.81,Made,,,,,5.0,,,,,,,,,,,,,
222,PT07M15.00S,2022-02-01T01:18:21.7Z,2,REGULAR,turnover,bad pass,[],1628381,,,1610612737,38,36,2022-02-01T01:18:30Z,2210000,,,0,,J. Collins bad pass TURNOVER (1 TO),"[1628381, 1630625]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,1.0,,,,,Banton,1630625.0,,
223,PT07M15.00S,2022-02-01T01:18:21.7Z,2,REGULAR,steal,,[],1630625,,,1610612761,38,36,2022-02-01T01:18:25Z,2220000,,,0,,D. Banton STEAL (2 STL),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M10.00S,2022-02-01T01:18:27.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630173,6.258212877792378,49.26470588235294,1610612761,38,36,2022-02-01T01:18:37Z,2230000,4.0,6.0,1,left,MISS P. Achiuwa cutting Layup - blocked,"[1630173, 203991]",1610612761.0,TOR,cutting,,,Achiuwa,P. Achiuwa,,,,,0.73,Missed,,,,,,,,,,,,,,,,,Capela,203991.0
225,PT07M10.00S,2022-02-01T01:18:27.3Z,2,REGULAR,block,,[],203991,,,1610612761,38,36,2022-02-01T01:18:30Z,2240000,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M07.00S,2022-02-01T01:18:30.3Z,2,REGULAR,rebound,defensive,[],101150,,,1610612737,38,36,2022-02-01T01:18:37Z,2250000,,,0,,L. Williams REBOUND (Off:0 Def:2),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,224.0,2.0,2.0,0.0,,,,,,,,,,,,,,
227,PT07M02.00S,2022-02-01T01:18:35.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203991,93.24901445466492,48.529411764705884,1610612737,40,36,2022-02-01T01:18:44Z,2260000,-7.0,11.0,1,right,C. Capela Layup (4 PTS) (J. Collins 3 AST),"[203991, 1628381]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,1.33,Made,,,,,4.0,J. Collins,1628381.0,3.0,,,,,,,,,,
229,PT06M46.00S,2022-02-01T01:18:50.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,7.966491458607096,50.73529411764706,1610612761,40,36,2022-02-01T01:19:00Z,2280000,-4.0,22.0,1,left,MISS D. Banton driving Layup - blocked,"[1630625, 1628381]",1610612761.0,TOR,driving,,,Banton,D. Banton,,,,,2.27,Missed,,,,,,,,,,,,,,,,,Collins,1628381.0
230,PT06M46.00S,2022-02-01T01:18:50.7Z,2,REGULAR,block,,[],1628381,,,1610612761,40,36,2022-02-01T01:18:53Z,2290000,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M44.00S,2022-02-01T01:18:52.7Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,40,36,2022-02-01T01:19:00Z,2300000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:4),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,229.0,4.0,4.0,0.0,,,,,,,,,,,,,,
232,PT06M41.00S,2022-02-01T01:18:56.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629631,89.04402102496715,3.1862745098039214,1610612737,40,36,2022-02-01T01:19:09Z,2310000,-234.0,50.0,1,right,MISS D. Hunter running 3PT,[1629631],1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,23.95,Missed,,,,,,,,,,,,,,,,,,
233,PT06M41.00S,2022-02-01T01:18:56.6Z,2,REGULAR,rebound,defensive,[],1630625,,,1610612761,40,36,2022-02-01T01:19:09Z,2320000,,,0,,D. Banton REBOUND (Off:1 Def:1),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,232.0,2.0,1.0,1.0,,,,,,,,,,,,,,
234,PT06M30.00S,2022-02-01T01:19:06.9Z,2,REGULAR,3pt,Jump Shot,[],1629018,33.065045992115635,42.64705882352941,1610612761,40,36,2022-02-01T01:19:13Z,2330000,37.0,258.0,1,left,MISS G. Trent Jr. 26' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,
235,PT06M30.00S,2022-02-01T01:19:06.9Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,40,36,2022-02-01T01:19:13Z,2340000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:5),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,234.0,5.0,5.0,0.0,,,,,,,,,,,,,,
236,PT06M10.00S,2022-02-01T01:19:27.5Z,2,REGULAR,3pt,Jump Shot,[],203992,72.35545335085413,81.12745098039215,1610612737,43,36,2022-02-01T01:19:35Z,2350000,156.0,207.0,1,right,B. Bogdanovic 25' 3PT pullup (5 PTS) (L. Williams 3 AST),"[203992, 101150]",1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,25.93,Made,,,,,5.0,L. Williams,101150.0,3.0,,,,,,,,,,
238,PT05M52.00S,2022-02-01T01:19:47.7Z,2,REGULAR,foul,personal,[],101150,,,1610612761,43,36,2022-02-01T01:19:54Z,2370000,,,0,,L. Williams personal FOUL (1 PF),"[101150, 1627783]",1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,101284.0,,1.0,0.0,Siakam,1627783.0,,,,
240,PT05M52.00S,2022-02-01T01:19:54.1Z,2,REGULAR,substitution,out,[],101150,,,1610612761,43,36,2022-02-01T01:20:12Z,2390000,,,0,,SUB out: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M52.00S,2022-02-01T01:19:54.1Z,2,REGULAR,substitution,out,[],1628384,,,1610612761,43,36,2022-02-01T01:20:12Z,2400000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M52.00S,2022-02-01T01:19:54.1Z,2,REGULAR,substitution,out,[],1630173,,,1610612761,43,36,2022-02-01T01:20:12Z,2410000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M52.00S,2022-02-01T01:19:54.1Z,2,REGULAR,substitution,out,[],1630625,,,1610612761,43,36,2022-02-01T01:20:12Z,2420000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M52.00S,2022-02-01T01:19:54.1Z,2,REGULAR,substitution,in,[],1626153,,,1610612761,43,36,2022-02-01T01:20:12Z,2430000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M52.00S,2022-02-01T01:19:54.1Z,2,REGULAR,substitution,in,[],1627832,,,1610612761,43,36,2022-02-01T01:20:12Z,2440000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M52.00S,2022-02-01T01:19:54.1Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,43,36,2022-02-01T01:20:12Z,2450000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M52.00S,2022-02-01T01:19:54.1Z,2,REGULAR,substitution,in,[],1628449,,,1610612761,43,36,2022-02-01T01:20:12Z,2460000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M39.00S,2022-02-01T01:20:21.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,14.4053876478318,44.36274509803921,1610612761,43,38,2022-02-01T01:20:27Z,2470000,28.0,83.0,1,left,P. Siakam 8' driving floating Jump Shot (9 PTS),[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,8.76,Made,,,,,9.0,,,,,,,,,,,,,
249,PT05M31.00S,2022-02-01T01:20:35.5Z,2,REGULAR,foul,offensive,[],203991,,,1610612737,43,38,2022-02-01T01:20:44Z,2480000,,,0,,C. Capela off-the-ball offensive FOUL (1 PF),"[203991, 1630567]",1610612737.0,ATL,off-the-ball,,,Capela,C. Capela,,,,,,,,,,,,,,,202901.0,,1.0,0.0,Barnes,1630567.0,,,,
251,PT05M31.00S,2022-02-01T01:20:35.5Z,2,REGULAR,turnover,offensive foul,[],203991,,,1610612737,43,38,2022-02-01T01:20:35Z,2500000,,,0,,C. Capela offensive foul TURNOVER (1 TO),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,202901.0,1.0,,,,,,,,
252,PT05M12.00S,2022-02-01T01:21:05.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627832,17.16491458607096,41.66666666666667,1610612761,43,38,2022-02-01T01:21:12Z,2510000,42.0,109.0,1,left,MISS F. VanVleet 11' driving floating Shot,[1627832],1610612761.0,TOR,driving floating,,,VanVleet,F. VanVleet,,,,,11.66,Missed,,,,,,,,,,,,,,,,,,
253,PT05M07.00S,2022-02-01T01:21:10.7Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,43,38,2022-02-01T01:31:37Z,2520000,,,0,,C. Capela REBOUND (Off:0 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,252.0,3.0,3.0,0.0,,,,,,,,,,,,,,
256,PT04M58.00S,2022-02-01T01:21:18.8Z,2,REGULAR,3pt,Jump Shot,[],203992,68.9388961892247,69.36274509803921,1610612737,43,38,2022-02-01T01:21:23Z,2550000,97.0,239.0,1,right,MISS B. Bogdanovic 25' pullup 3PT,[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,
257,PT04M56.00S,2022-02-01T01:21:20.8Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,43,38,2022-02-01T01:21:23Z,2560000,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,256.0,2.0,2.0,0.0,,,,,,,,,,,,,,
258,PT04M51.00S,2022-02-01T01:21:26.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,20.45006570302234,91.66666666666666,1610612761,43,41,2022-02-01T01:21:39Z,2570000,-208.0,140.0,1,left,F. VanVleet 25' 3PT running (5 PTS) (P. Siakam 2 AST),"[1627832, 1627783]",1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,25.08,Made,,,,,5.0,P. Siakam,1627783.0,2.0,,,,,,,,,,
260,PT04M28.00S,2022-02-01T01:21:49.7Z,2,REGULAR,2pt,Jump Shot,[],1629631,88.38699080157687,22.794117647058822,1610612737,45,41,2022-02-01T01:21:54Z,2590000,-136.0,57.0,1,right,D. Hunter 14' pullup Jump Shot (8 PTS),[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,14.73,Made,,,,,8.0,,,,,,,,,,,,,
261,PT04M04.00S,2022-02-01T01:22:13.8Z,2,REGULAR,2pt,Jump Shot,[],1627783,20.581471747700395,68.87254901960785,1610612761,45,41,2022-02-01T01:22:23Z,2600000,-94.0,141.0,1,left,MISS P. Siakam 16' step back Shot,[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,16.97,Missed,,,,,,,,,,,,,,,,,,
262,PT03M59.00S,2022-02-01T01:22:18.8Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,45,41,2022-02-01T01:22:23Z,2610000,,,0,,C. Boucher REBOUND (Off:1 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,261.0,4.0,3.0,1.0,,,,,,,,,,,,,,
263,PT03M59.00S,2022-02-01T01:22:19.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,31.35676741130092,34.31372549019608,1610612761,45,44,2022-02-01T01:22:26Z,2620000,78.0,242.0,1,left,F. VanVleet 25' 3PT  (8 PTS) (C. Boucher 1 AST),"[1627832, 1628449]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,25.47,Made,,,,,8.0,C. Boucher,1628449.0,1.0,,,,,,,,,,
265,PT03M32.00S,2022-02-01T01:22:45.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,93.11760840998686,51.225490196078425,1610612737,45,44,2022-02-01T01:22:52Z,2640000,6.0,12.0,1,right,MISS J. Collins driving Layup,[1628381],1610612737.0,ATL,driving,,,Collins,J. Collins,,,,,1.36,Missed,,,,,,,,,,,,,,,,,,
266,PT03M29.00S,2022-02-01T01:22:48.5Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,45,44,2022-02-01T01:22:52Z,2650000,,,0,,C. Boucher REBOUND (Off:1 Def:4),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,265.0,5.0,4.0,1.0,,,,,,,,,,,,,,
267,PT03M25.00S,2022-02-01T01:22:54.8Z,2,REGULAR,foul,personal,[],1629631,,,1610612761,45,44,2022-02-01T01:23:05Z,2660000,,,0,,D. Hunter personal FOUL (1 PF),"[1629631, 1627783]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,202901.0,,1.0,0.0,Siakam,1627783.0,,,,
269,PT03M25.00S,2022-02-01T01:23:05.6Z,2,REGULAR,substitution,out,[],203992,,,1610612761,45,44,2022-02-01T01:23:10Z,2680000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M25.00S,2022-02-01T01:23:05.6Z,2,REGULAR,substitution,in,[],1628989,,,1610612761,45,44,2022-02-01T01:23:10Z,2690000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M16.00S,2022-02-01T01:23:31.4Z,2,REGULAR,2pt,Jump Shot,[],1627832,8.754927726675426,23.284313725490197,1610612761,45,46,2022-02-01T01:23:37Z,2700000,134.0,30.0,1,left,F. VanVleet 13' pullup Jump Shot (10 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,13.69,Made,,,,,10.0,,,,,,,,,,,,,
