actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
272,PT04M09.00S,2021-12-11T01:31:27.5Z,2,REGULAR,rebound,offensive,[],1628971,,,1610612751,43,40,2021-12-11T01:31:32Z,2710000,,,0,,B. Brown REBOUND (Off:3 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,271.0,4.0,1.0,3.0,,
273,PT04M09.00S,2021-12-11T01:31:28.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628971,5.590000152587891,50.0,1610612751,43,42,2021-12-11T01:31:28Z,2720000,0.0,0.0,1,left,B. Brown tip Layup (10 PTS),[1628971],1610612751.0,BKN,tip,,,Brown,B. Brown,,,,,0.0,Made,10.0,,,,,,,,,,,,,,,,,
274,PT04M01.00S,2021-12-11T01:31:36.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,94.56307490144546,49.754901960784316,1610612737,45,42,2021-12-11T01:31:40Z,2730000,-1.0,-1.0,1,right,J. Collins cutting DUNK (10 PTS) (T. Young 6 AST),"[1628381, 1629027]",1610612737.0,ATL,cutting,,,Collins,J. Collins,,,,,0.18,Made,10.0,T. Young,1629027.0,6.0,,,,,,,,,,,,,,
276,PT03M46.00S,2021-12-11T01:31:50.4Z,2,REGULAR,3pt,Jump Shot,[],201988,8.492115637319317,96.32352941176471,1610612751,45,45,2021-12-11T01:31:54Z,2750000,-232.0,27.0,1,left,P. Mills 3PT  (5 PTS) (K. Durant 3 AST),"[201988, 201142]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,23.32,Made,5.0,K. Durant,201142.0,3.0,,,,,,,,,,,,,,
278,PT03M33.00S,2021-12-11T01:32:03.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,91.80354796320631,51.71568627450981,1610612737,45,45,2021-12-11T01:32:08Z,2770000,9.0,25.0,1,right,MISS T. Young driving Layup - blocked,"[1629027, 200746]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,2.6,Missed,,,,,,,,,,,,,,,,,Aldridge,200746.0
279,PT03M33.00S,2021-12-11T01:32:03.2Z,2,REGULAR,block,,[],200746,,,1610612737,45,45,2021-12-11T01:32:05Z,2780000,,,0,,L. Aldridge BLOCK (2 BLK),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M32.00S,2021-12-11T01:32:04.2Z,2,REGULAR,rebound,offensive,[],1629027,,,1610612737,45,45,2021-12-11T01:32:08Z,2790000,,,0,,T. Young REBOUND (Off:3 Def:0),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,278.0,3.0,0.0,3.0,,
281,PT03M32.00S,2021-12-11T01:32:11.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,45,45,2021-12-11T01:32:11Z,2800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M24.00S,2021-12-11T01:32:31.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628989,67.49342969776609,52.94117647058824,1610612737,45,45,2021-12-11T01:32:35Z,2810000,15.0,253.0,1,right,MISS K. Huerter 25' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,
284,PT03M21.00S,2021-12-11T01:32:34.9Z,2,REGULAR,rebound,offensive,[],1627789,,,1610612737,45,45,2021-12-11T01:32:35Z,2820000,,,0,,T. Luwawu-Cabarrot REBOUND (Off:1 Def:1),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,283.0,2.0,1.0,1.0,,
285,PT03M20.00S,2021-12-11T01:32:35.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627789,93.38042049934296,47.794117647058826,1610612737,45,45,2021-12-11T01:34:12Z,2830000,-11.0,10.0,1,right,MISS T. Luwawu-Cabarrot reverse Layup,[1627789],1610612737.0,ATL,reverse,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,1.47,Missed,,,,,,,,,,,,,,,,,,
286,PT03M19.00S,2021-12-11T01:32:36.2Z,2,REGULAR,rebound,defensive,[],200746,,,1610612751,45,45,2021-12-11T01:34:12Z,2840000,,,0,,L. Aldridge REBOUND (Off:0 Def:3),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,285.0,3.0,3.0,0.0,,
287,PT03M16.00S,2021-12-11T01:32:40.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",201935,4.944152431011826,50.49019607843137,1610612751,45,47,2021-12-11T01:32:46Z,2850000,-2.0,-6.0,1,left,J. Harden running DUNK (8 PTS) (L. Aldridge 2 AST),"[201935, 200746]",1610612751.0,BKN,running,,,Harden,J. Harden,,,,,0.65,Made,8.0,L. Aldridge,200746.0,2.0,,,,,,,,,,,,,,
289,PT03M05.00S,2021-12-11T01:32:53.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,81.02825229960578,65.44117647058823,1610612737,47,47,2021-12-11T01:33:01Z,2870000,77.0,126.0,1,right,T. Young 14' pullup Jump Shot (13 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,14.76,Made,13.0,,,,,,,,,,,,,,,,,
290,PT03M05.00S,2021-12-11T01:33:00.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628971,,,1610612737,47,47,2021-12-11T01:33:18Z,2880000,,,0,,B. Brown shooting personal FOUL (2 PF) (Young 1 FT),"[1628971, 1629027]",1610612751.0,BKN,shooting,,,Brown,B. Brown,,,,,,,,,,,,,,203177.0,2.0,0.0,Young,1629027.0,,,,,,
292,PT03M05.00S,2021-12-11T01:33:19.8Z,2,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,48,47,2021-12-11T01:33:19Z,2900000,,,0,,T. Young Free Throw 1 of 1 (14 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
293,PT02M57.00S,2021-12-11T01:33:26.7Z,2,REGULAR,3pt,Jump Shot,[],201142,32.53942181340342,43.872549019607845,1610612751,48,50,2021-12-11T01:33:31Z,2910000,31.0,253.0,1,left,K. Durant 25' 3PT  (15 PTS) (J. Harden 4 AST),"[201142, 201935]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,25.52,Made,15.0,J. Harden,201935.0,4.0,,,,,,,,,,,,,,
295,PT02M57.00S,2021-12-11T01:33:31.6Z,2,REGULAR,foul,personal,['1freethrow'],1628381,,,1610612751,48,50,2021-12-11T01:33:43Z,2930000,,,0,,J. Collins shooting personal FOUL (1 PF) (Durant 1 FT),"[1628381, 201142]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,,,,,,,,,,202049.0,1.0,0.0,Durant,201142.0,,,,,,
297,PT02M57.00S,2021-12-11T01:33:41.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,48,50,2021-12-11T01:33:41Z,2950000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M57.00S,2021-12-11T01:37:08.7Z,2,REGULAR,freethrow,1 of 1,[],201142,,,1610612751,48,50,2021-12-11T01:37:11Z,2960000,,,0,,MISS K. Durant Free Throw 1 of 1,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Missed,,,,,,,,,,,,,,,,,,
300,PT02M55.00S,2021-12-11T01:37:10.7Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,48,50,2021-12-11T01:37:11Z,2970000,,,0,,C. Capela REBOUND (Off:0 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,299.0,6.0,6.0,0.0,,
301,PT02M45.00S,2021-12-11T01:37:23.6Z,2,REGULAR,violation,kicked ball,[],201142,,,1610612737,48,50,2021-12-11T01:37:28Z,2980000,,,0,,K. Durant kicked ball VIOLATION,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,202058.0,,,,,,,,,,
302,PT02M40.00S,2021-12-11T01:37:39.5Z,2,REGULAR,3pt,Jump Shot,[],1628381,74.32654402102497,17.647058823529413,1610612737,48,50,2021-12-11T01:37:44Z,2990000,-162.0,189.0,1,right,MISS J. Collins 24' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,24.86,Missed,,,,,,,,,,,,,,,,,,
303,PT02M38.00S,2021-12-11T01:37:41.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,48,50,2021-12-11T01:37:44Z,3000000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,302.0,,,,,
304,PT02M38.00S,2021-12-11T01:37:45.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,48,50,2021-12-11T01:37:45Z,3010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M28.00S,2021-12-11T01:38:05.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,48,50,2021-12-11T01:38:05Z,3020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M16.00S,2021-12-11T01:38:23.9Z,2,REGULAR,3pt,Jump Shot,[],201988,29.38567674113009,25.0,1610612751,48,50,2021-12-11T01:38:29Z,3030000,125.0,224.0,1,left,MISS P. Mills 25' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,
307,PT02M15.00S,2021-12-11T01:38:24.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,48,50,2021-12-11T01:38:29Z,3040000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,306.0,,,,,
308,PT02M15.00S,2021-12-11T01:38:29.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201935,,,1610612737,48,50,2021-12-11T01:38:56Z,3050000,,,0,,J. Harden loose ball personal FOUL (1 PF) (Collins 2 FT),"[201935, 1628381]",1610612751.0,BKN,loose ball,,,Harden,J. Harden,,,,,,,,,,,,,,202058.0,1.0,0.0,Collins,1628381.0,,,,,,
310,PT02M15.00S,2021-12-11T01:38:58.3Z,2,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,49,50,2021-12-11T01:38:58Z,3070000,,,0,,J. Collins Free Throw 1 of 2 (11 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
311,PT02M15.00S,2021-12-11T01:39:10.9Z,2,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,50,50,2021-12-11T01:39:10Z,3080000,,,0,,J. Collins Free Throw 2 of 2 (12 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
312,PT02M04.00S,2021-12-11T01:39:23.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,18.347568988173457,54.41176470588235,1610612751,50,52,2021-12-11T01:39:27Z,3090000,-22.0,120.0,1,left,K. Durant 12' pullup Jump Shot (17 PTS) (J. Harden 5 AST),"[201142, 201935]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,12.2,Made,17.0,J. Harden,201935.0,5.0,,,,,,,,,,,,,,
314,PT01M43.00S,2021-12-11T01:39:43.6Z,2,REGULAR,2pt,Jump Shot,[],1629027,77.87450722733246,53.92156862745098,1610612737,50,52,2021-12-11T01:39:51Z,3110000,20.0,155.0,1,right,MISS T. Young 15' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,15.67,Missed,,,,,,,,,,,,,,,,,,
315,PT01M42.00S,2021-12-11T01:39:44.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,50,52,2021-12-11T01:39:51Z,3120000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,314.0,,,,,
316,PT01M42.00S,2021-12-11T01:39:49.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,50,52,2021-12-11T01:39:49Z,3130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT01M24.00S,2021-12-11T01:40:09.8Z,2,REGULAR,turnover,lost ball,[],201142,,,1610612751,50,52,2021-12-11T01:40:13Z,3140000,,,0,,K. Durant lost ball TURNOVER (4 TO),"[201142, 1628989]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,4.0,Huerter,1628989.0,,,,,,,,,,,
318,PT01M24.00S,2021-12-11T01:40:09.8Z,2,REGULAR,steal,,[],1628989,,,1610612737,50,52,2021-12-11T01:40:12Z,3150000,,,0,,K. Huerter STEAL (2 STL),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
319,PT01M18.00S,2021-12-11T01:40:15.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627789,83.78777923784494,3.6764705882352944,1610612737,50,52,2021-12-11T01:40:21Z,3160000,-232.0,100.0,1,right,MISS T. Luwawu-Cabarrot 25' 3PT,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,
320,PT01M12.00S,2021-12-11T01:40:21.0Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,50,52,2021-12-11T01:40:21Z,3170000,,,0,,C. Capela REBOUND (Off:1 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,319.0,7.0,6.0,1.0,,
321,PT01M12.00S,2021-12-11T01:40:19.9Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203991,94.40999984741211,50.0,1610612737,50,52,2021-12-11T01:40:35Z,3180000,0.0,0.0,1,right,MISS C. Capela tip DUNK,[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
322,PT01M12.00S,2021-12-11T01:40:19.9Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,50,52,2021-12-11T01:40:23Z,3190000,,,0,,C. Capela REBOUND (Off:2 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,321.0,8.0,6.0,2.0,,
323,PT01M10.00S,2021-12-11T01:40:22.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203991,94.40999984741211,50.0,1610612737,52,52,2021-12-11T01:40:22Z,3200000,0.0,0.0,1,right,C. Capela putback Layup (8 PTS),[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,0.0,Made,8.0,,,,,,,,,,,,,,,,,
324,PT00M59.20S,2021-12-11T01:40:33.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,12.959921156373195,54.166666666666664,1610612751,52,52,2021-12-11T01:40:39Z,3210000,-21.0,69.0,1,left,MISS B. Brown 7' floating Shot,[1628971],1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,7.24,Missed,,,,,,,,,,,,,,,,,,
325,PT00M55.40S,2021-12-11T01:40:37.5Z,2,REGULAR,rebound,offensive,[],1628971,,,1610612751,52,52,2021-12-11T01:40:39Z,3220000,,,0,,B. Brown REBOUND (Off:4 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,324.0,5.0,1.0,4.0,,
326,PT00M49.20S,2021-12-11T01:40:44.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201988,15.325229960578188,59.31372549019608,1610612751,52,52,2021-12-11T01:40:49Z,3230000,-47.0,92.0,1,left,MISS P. Mills 10' pullup Shot,[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,10.28,Missed,,,,,,,,,,,,,,,,,,
327,PT00M45.80S,2021-12-11T01:40:48.0Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,52,52,2021-12-11T01:40:49Z,3240000,,,0,,C. Capela REBOUND (Off:2 Def:7),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,326.0,9.0,7.0,2.0,,
328,PT00M37.00S,2021-12-11T01:40:56.8Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,52,52,2021-12-11T01:41:01Z,3250000,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 200746]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,2.0,Aldridge,200746.0,,,,,,,,,,,
329,PT00M37.00S,2021-12-11T01:40:56.8Z,2,REGULAR,steal,,[],200746,,,1610612751,52,52,2021-12-11T01:40:58Z,3260000,,,0,,L. Aldridge STEAL (2 STL),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M33.00S,2021-12-11T01:41:15.3Z,2,REGULAR,turnover,out-of-bounds,[],201988,,,1610612751,52,52,2021-12-11T01:41:49Z,3280000,,,0,,P. Mills bad pass out-of-bounds TURNOVER (1 TO),[201988],1610612751.0,BKN,bad pass,,,Mills,P. Mills,,,,,,,,,,,1.0,,,202058.0,,,,,,,,,,
332,PT00M31.60S,2021-12-11T01:41:32.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629027,63.6826544021025,37.00980392156863,1610612737,52,52,2021-12-11T01:41:43Z,3290000,-65.0,289.0,1,right,MISS T. Young 29' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,29.61,Missed,,,,,,,,,,,,,,,,,,
333,PT00M28.40S,2021-12-11T01:41:35.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,52,52,2021-12-11T01:41:43Z,3300000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,332.0,,,,,
334,PT00M28.40S,2021-12-11T01:41:37.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,52,52,2021-12-11T01:41:37Z,3310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M21.60S,2021-12-11T01:41:53.8Z,2,REGULAR,foul,offensive,['inpenalty'],201142,,,1610612751,52,52,2021-12-11T01:42:01Z,3320000,,,0,,K. Durant offensive FOUL (1 PF),"[201142, 1627789]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,202058.0,1.0,0.0,Luwawu-Cabarrot,1627789.0,,,,,,
337,PT00M21.60S,2021-12-11T01:41:53.8Z,2,REGULAR,turnover,offensive foul,[],201142,,,1610612751,52,52,2021-12-11T01:41:53Z,3340000,,,0,,K. Durant offensive foul TURNOVER (5 TO),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,5.0,,,202058.0,,,,,,,,,,
338,PT00M02.90S,2021-12-11T01:42:27.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,77.21747700394218,10.294117647058822,1610612737,55,52,2021-12-11T01:42:33Z,3350000,-199.0,162.0,1,right,K. Huerter 25' 3PT  (11 PTS) (T. Young 7 AST),"[1628989, 1629027]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,25.6,Made,11.0,T. Young,1629027.0,7.0,,,,,,,,,,,,,,
340,PT00M00.00S,2021-12-11T01:42:41.4Z,2,REGULAR,period,end,[],0,,,1610612751,55,52,2021-12-11T01:42:41Z,3370000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2021-12-11T01:55:26.7Z,3,REGULAR,substitution,out,['startperiod'],1628971,,,1610612751,55,52,2021-12-11T01:57:55Z,3380000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2021-12-11T01:55:26.7Z,3,REGULAR,substitution,in,['startperiod'],1627761,,,1610612751,55,52,2021-12-11T01:57:55Z,3390000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2021-12-11T01:58:13.6Z,3,REGULAR,period,start,[],0,,,1610612751,55,52,2021-12-11T01:58:13Z,3400000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT11M50.00S,2021-12-11T01:58:24.8Z,3,REGULAR,foul,personal,[],1627789,,,1610612751,55,52,2021-12-11T01:58:30Z,3410000,,,0,,T. Luwawu-Cabarrot personal FOUL (2 PF),"[1627789, 201142]",1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,202049.0,2.0,0.0,Durant,201142.0,,,,,,
346,PT11M43.00S,2021-12-11T01:58:47.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200746,79.71419185282524,59.55882352941176,1610612751,55,54,2021-12-11T01:58:53Z,3430000,48.0,138.0,1,right,L. Aldridge 14' Jump Shot (8 PTS) (K. Durant 4 AST),"[200746, 201142]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,14.62,Made,8.0,K. Durant,201142.0,4.0,,,,,,,,,,,,,,
348,PT11M27.00S,2021-12-11T01:59:02.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203991,6.783837056504599,50.245098039215684,1610612737,57,54,2021-12-11T01:59:07Z,3450000,-1.0,11.0,1,left,C. Capela alley-oop Layup (10 PTS) (T. Young 8 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,1.14,Made,10.0,T. Young,1629027.0,8.0,,,,,,,,,,,,,,
350,PT11M17.00S,2021-12-11T01:59:12.9Z,3,REGULAR,2pt,Jump Shot,[],200746,76.2976346911958,69.85294117647058,1610612751,57,54,2021-12-11T01:59:17Z,3470000,99.0,170.0,1,right,MISS L. Aldridge 19' Jump Shot,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,19.71,Missed,,,,,,,,,,,,,,,,,,
351,PT11M14.00S,2021-12-11T01:59:15.9Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,57,54,2021-12-11T01:59:17Z,3480000,,,0,,C. Capela REBOUND (Off:2 Def:8),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,350.0,10.0,8.0,2.0,,
352,PT11M08.00S,2021-12-11T01:59:22.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,15.719448094612352,54.166666666666664,1610612737,57,54,2021-12-11T01:59:27Z,3490000,-21.0,95.0,1,left,MISS T. Young 9' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,9.75,Missed,,,,,,,,,,,,,,,,,,
353,PT11M04.00S,2021-12-11T01:59:26.2Z,3,REGULAR,rebound,offensive,[],1629027,,,1610612737,57,54,2021-12-11T01:59:27Z,3500000,,,0,,T. Young REBOUND (Off:4 Def:0),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,352.0,4.0,0.0,4.0,,
354,PT11M04.00S,2021-12-11T01:59:26.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629027,5.590000152587891,50.0,1610612737,59,54,2021-12-11T02:06:35Z,3510000,0.0,0.0,1,left,T. Young tip Layup (16 PTS),[1629027],1610612737.0,ATL,tip,,,Young,T. Young,,,,,0.0,Made,16.0,,,,,,,,,,,,,,,,,
355,PT10M55.00S,2021-12-11T01:59:35.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201935,91.01511169513797,45.588235294117645,1610612751,59,56,2021-12-11T01:59:41Z,3520000,-22.0,32.0,1,right,J. Harden driving Layup (10 PTS),[201935],1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,3.89,Made,10.0,,,,,,,,,,,,,,,,,
356,PT10M30.00S,2021-12-11T02:00:00.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203991,14.14257555847569,49.26470588235294,1610612737,59,56,2021-12-11T02:00:08Z,3530000,4.0,80.0,1,left,MISS C. Capela 8' floating Shot,[203991],1610612737.0,ATL,floating,,,Capela,C. Capela,,,,,8.05,Missed,,,,,,,,,,,,,,,,,,
357,PT10M30.00S,2021-12-11T02:00:00.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612751,59,56,2021-12-11T02:12:53Z,3540000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,356.0,,,,,
358,PT10M30.00S,2021-12-11T02:00:04.1Z,3,REGULAR,foul,personal,[],203991,,,1610612751,59,56,2021-12-11T02:01:24Z,3550000,,,0,,C. Capela loose ball personal FOUL (1 PF),"[203991, 200746]",1610612737.0,ATL,loose ball,,,Capela,C. Capela,,,,,,,,,,,,,,202049.0,1.0,0.0,Aldridge,200746.0,,,,,,
360,PT10M19.00S,2021-12-11T02:00:30.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200746,82.86793692509855,58.82352941176471,1610612751,59,58,2021-12-11T02:00:36Z,3570000,44.0,109.0,1,right,L. Aldridge 11' Jump Shot (10 PTS) (J. Harden 6 AST),"[200746, 201935]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,11.71,Made,10.0,J. Harden,201935.0,6.0,,,,,,,,,,,,,,
362,PT10M04.00S,2021-12-11T02:00:45.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,16.90210249671485,49.26470588235294,1610612737,61,58,2021-12-11T02:00:49Z,3590000,4.0,106.0,1,left,T. Young 10' driving floating Jump Shot (18 PTS) (C. Capela 1 AST),"[1629027, 203991]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,10.65,Made,18.0,C. Capela,203991.0,1.0,,,,,,,,,,,,,,
364,PT09M53.00S,2021-12-11T02:00:55.9Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612751,61,58,2021-12-11T02:01:02Z,3610000,,,0,,J. Harden bad pass TURNOVER (4 TO),"[201935, 1629027]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,4.0,Young,1629027.0,,,,,,,,,,,
365,PT09M53.00S,2021-12-11T02:00:55.9Z,3,REGULAR,steal,,[],1629027,,,1610612737,61,58,2021-12-11T02:00:58Z,3620000,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
