actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
91,PT04M06.00S,2021-12-18T00:53:04.2Z,1,REGULAR,substitution,out,[],201145,,,1610612737,19,17,2021-12-18T00:53:27Z,910000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M06.00S,2021-12-18T00:53:04.2Z,1,REGULAR,substitution,in,[],1626153,,,1610612737,19,17,2021-12-18T00:53:27Z,920000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M06.00S,2021-12-18T00:53:04.2Z,1,REGULAR,substitution,in,[],1630267,,,1610612737,19,17,2021-12-18T00:53:27Z,930000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M06.00S,2021-12-18T00:53:04.2Z,1,REGULAR,substitution,in,[],1630192,,,1610612737,19,17,2021-12-18T00:53:27Z,940000,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M06.00S,2021-12-18T00:53:04.2Z,1,REGULAR,substitution,in,[],1630538,,,1610612737,19,17,2021-12-18T00:53:27Z,950000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M00.00S,2021-12-18T00:53:34.0Z,1,REGULAR,violation,kicked ball,[],203999,,,1610612737,19,17,2021-12-18T00:53:41Z,960000,,,0,,N. Jokic kicked ball VIOLATION,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,201639.0,,,,
97,PT04M00.00S,2021-12-18T00:53:41.8Z,1,REGULAR,substitution,out,[],1627789,,,1610612737,19,17,2021-12-18T00:53:44Z,970000,,,0,,SUB out: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M00.00S,2021-12-18T00:53:41.8Z,1,REGULAR,substitution,in,[],1629629,,,1610612737,19,17,2021-12-18T00:53:44Z,980000,,,0,,SUB in: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M55.00S,2021-12-18T00:53:58.2Z,1,REGULAR,foul,personal,[],203999,,,1610612737,19,17,2021-12-18T00:54:04Z,990000,,,0,,N. Jokic personal FOUL (1 PF),"[203999, 1628381]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Collins,1628381.0
101,PT03M42.00S,2021-12-18T00:54:26.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629027,74.32654402102497,26.715686274509803,1610612737,19,17,2021-12-18T00:54:33Z,1010000,-116.0,189.0,1,right,MISS T. Young 22' step back Shot,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,22.18,Missed,,,,,,,,,,,,,,,,,,
102,PT03M38.00S,2021-12-18T00:54:30.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,19,17,2021-12-18T00:54:33Z,1020000,,,0,,N. Jokic REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,101.0,3.0,2.0,1.0,,,,,,,,,,
103,PT03M32.00S,2021-12-18T00:54:38.8Z,1,REGULAR,turnover,out-of-bounds,[],1630538,,,1610612743,19,17,2021-12-18T00:54:50Z,1030000,,,0,,B. Hyland step out-of-bounds TURNOVER (1 TO),[1630538],1610612743.0,DEN,step,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,1.0,,,203593.0,,,,
104,PT03M32.00S,2021-12-18T00:54:43.8Z,1,REGULAR,substitution,out,[],203932,,,1610612737,19,17,2021-12-18T00:54:47Z,1040000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M32.00S,2021-12-18T00:54:43.8Z,1,REGULAR,substitution,in,[],203085,,,1610612737,19,17,2021-12-18T00:54:47Z,1050000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M16.00S,2021-12-18T00:55:12.1Z,1,REGULAR,turnover,traveling,[],1628381,,,1610612737,19,17,2021-12-18T00:55:21Z,1060000,,,0,,J. Collins traveling TURNOVER (1 TO),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,1.0,,,203593.0,,,,
107,PT03M06.00S,2021-12-18T00:55:28.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630267,8.623521681997373,64.4607843137255,1610612743,19,19,2021-12-18T00:55:35Z,1070000,-72.0,29.0,1,left,F. Campazzo 7' floating Jump Shot (2 PTS),[1630267],1610612743.0,DEN,floating,,,Campazzo,F. Campazzo,,,,,7.78,Made,2.0,,,,,,,,,,,,,,,,,
108,PT02M57.00S,2021-12-18T00:55:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,93.64323258869908,49.754901960784316,1610612737,21,19,2021-12-18T00:55:48Z,1080000,-1.0,7.0,1,right,J. Collins cutting Layup (9 PTS) (T. Young 4 AST),"[1628381, 1629027]",1610612737.0,ATL,cutting,,,Collins,J. Collins,,,,,0.74,Made,9.0,T. Young,1629027.0,4.0,,,,,,,,,,,,,,
110,PT02M57.00S,2021-12-18T00:55:44.6Z,1,REGULAR,foul,personal,['1freethrow'],1630538,,,1610612737,21,19,2021-12-18T00:56:02Z,1100000,,,0,,B. Hyland shooting personal FOUL (1 PF) (Collins 1 FT),"[1630538, 1628381]",1610612743.0,DEN,shooting,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Collins,1628381.0
112,PT02M57.00S,2021-12-18T00:56:01.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,21,19,2021-12-18T00:56:01Z,1120000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M57.00S,2021-12-18T00:58:10.2Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,21,19,2021-12-18T00:58:27Z,1130000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M57.00S,2021-12-18T00:58:10.2Z,1,REGULAR,substitution,in,[],101150,,,1610612737,21,19,2021-12-18T00:58:27Z,1140000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M57.00S,2021-12-18T00:58:49.8Z,1,REGULAR,freethrow,1 of 1,[],1628381,,,1610612737,22,19,2021-12-18T00:58:49Z,1150000,,,0,,J. Collins Free Throw 1 of 1 (10 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
116,PT02M43.00S,2021-12-18T00:59:07.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,5.863994743758213,48.529411764705884,1610612743,22,21,2021-12-18T00:59:16Z,1160000,7.0,3.0,1,left,N. Jokic driving Layup (7 PTS),[203999],1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,0.78,Made,7.0,,,,,,,,,,,,,,,,,
119,PT02M27.00S,2021-12-18T00:59:48.3Z,1,REGULAR,foul,personal,['2freethrow'],1630192,,,1610612737,22,21,2021-12-18T00:59:56Z,1190000,,,0,,Z. Nnaji shooting personal FOUL (1 PF) (Reddish 2 FT),"[1630192, 1629629]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Reddish,1629629.0
121,PT02M27.00S,2021-12-18T00:59:57.5Z,1,REGULAR,freethrow,1 of 2,[],1629629,,,1610612737,23,21,2021-12-18T01:00:19Z,1210000,,,0,,C. Reddish Free Throw 1 of 2 (1 PTS),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
122,PT02M27.00S,2021-12-18T01:00:01.1Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,23,21,2021-12-18T01:00:07Z,1220000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M27.00S,2021-12-18T01:00:01.1Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,23,21,2021-12-18T01:00:07Z,1230000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M27.00S,2021-12-18T01:00:11.9Z,1,REGULAR,freethrow,2 of 2,[],1629629,,,1610612737,24,21,2021-12-18T01:00:19Z,1240000,,,0,,C. Reddish Free Throw 2 of 2 (2 PTS),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
125,PT02M07.00S,2021-12-18T01:00:33.4Z,1,REGULAR,3pt,Jump Shot,[],1630538,28.86005256241787,74.01960784313727,1610612743,24,24,2021-12-18T01:00:38Z,1250000,-120.0,219.0,1,left,B. Hyland 24' 3PT  (3 PTS) (F. Campazzo 1 AST),"[1630538, 1630267]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,24.96,Made,3.0,F. Campazzo,1630267.0,1.0,,,,,,,,,,,,,,
127,PT01M45.00S,2021-12-18T01:00:54.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201568,89.56964520367937,43.872549019607845,1610612737,24,24,2021-12-18T01:01:02Z,1270000,-31.0,46.0,1,right,MISS D. Gallinari driving Layup,[201568],1610612737.0,ATL,driving,,,Gallinari,D. Gallinari,,,,,5.48,Missed,,,,,,,,,,,,,,,,,,
128,PT01M42.00S,2021-12-18T01:00:57.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,24,24,2021-12-18T01:01:02Z,1280000,,,0,,N. Jokic REBOUND (Off:1 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,127.0,4.0,3.0,1.0,,,,,,,,,,
129,PT01M37.00S,2021-12-18T01:01:03.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203085,5.863994743758213,48.28431372549019,1610612743,24,26,2021-12-18T01:01:38Z,1290000,9.0,3.0,1,left,A. Rivers Layup (2 PTS) (B. Hyland 1 AST),"[203085, 1630538]",1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,0.9,Made,2.0,B. Hyland,1630538.0,1.0,,,,,,,,,,,,,,
131,PT01M26.00S,2021-12-18T01:01:13.6Z,1,REGULAR,2pt,Jump Shot,[],1629629,74.98357424441524,55.14705882352941,1610612737,24,26,2021-12-18T01:01:21Z,1310000,26.0,183.0,1,right,MISS C. Reddish 18' step back Shot,[1629629],1610612737.0,ATL,step back,,,Reddish,C. Reddish,,,,,18.45,Missed,,,,,,,,,,,,,,,,,,
132,PT01M23.00S,2021-12-18T01:01:16.6Z,1,REGULAR,rebound,defensive,[],203085,,,1610612743,24,26,2021-12-18T01:01:21Z,1320000,,,0,,A. Rivers REBOUND (Off:0 Def:1),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,
133,PT01M21.00S,2021-12-18T01:01:22.0Z,1,REGULAR,foul,personal,[],1630168,,,1610612743,24,26,2021-12-18T01:01:41Z,1330000,,,0,,O. Okongwu personal FOUL (1 PF),"[1630168, 203999]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Jokic,203999.0
135,PT01M21.00S,2021-12-18T01:01:33.0Z,1,REGULAR,substitution,out,[],203999,,,1610612743,24,26,2021-12-18T01:01:36Z,1350000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M21.00S,2021-12-18T01:01:33.0Z,1,REGULAR,substitution,in,[],1628427,,,1610612743,24,26,2021-12-18T01:01:36Z,1360000,,,0,,SUB in: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M11.00S,2021-12-18T01:01:56.9Z,1,REGULAR,turnover,out-of-bounds,[],1630267,,,1610612743,24,26,2021-12-18T01:02:05Z,1370000,,,0,,F. Campazzo bad pass out-of-bounds TURNOVER (1 TO),[1630267],1610612743.0,DEN,bad pass,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,1.0,,,201639.0,,,,
138,PT01M02.00S,2021-12-18T01:02:15.2Z,1,REGULAR,turnover,traveling,[],101150,,,1610612737,24,26,2021-12-18T01:02:21Z,1380000,,,0,,L. Williams traveling TURNOVER (1 TO),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,1.0,,,1151.0,,,,
139,PT00M47.50S,2021-12-18T01:02:41.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203085,14.14257555847569,3.9215686274509802,1610612743,24,26,2021-12-18T01:02:48Z,1390000,230.0,80.0,1,left,MISS A. Rivers 24' step back 3PT,[203085],1610612743.0,DEN,step back,,,Rivers,A. Rivers,,,,,24.4,Missed,,,,,,,,,,,,,,,,,,
140,PT00M45.20S,2021-12-18T01:02:43.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,24,26,2021-12-18T01:02:48Z,1400000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,139.0,,,,,,,,,,,,,
141,PT00M45.20S,2021-12-18T01:02:46.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,24,26,2021-12-18T01:02:46Z,1410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M28.60S,2021-12-18T01:03:07.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,90.22667542706965,57.84313725490197,1610612737,26,26,2021-12-18T01:03:15Z,1420000,39.0,39.0,1,right,O. Okongwu Hook (2 PTS) (D. Gallinari 1 AST),"[1630168, 201568]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,5.56,Made,2.0,D. Gallinari,201568.0,1.0,,,,,,,,,,,,,,
144,PT00M06.70S,2021-12-18T01:03:31.6Z,1,REGULAR,3pt,Jump Shot,[],1630267,27.54599211563732,79.16666666666666,1610612743,26,29,2021-12-18T01:03:36Z,1440000,-146.0,206.0,1,left,F. Campazzo 25' 3PT  (5 PTS) (V. Cancar 1 AST),"[1630267, 1628427]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,25.27,Made,5.0,V. Cancar,1628427.0,1.0,,,,,,,,,,,,,,
146,PT00M04.70S,2021-12-18T01:03:42.0Z,1,REGULAR,foul,personal,[],1630267,,,1610612737,26,29,2021-12-18T01:03:50Z,1460000,,,0,,F. Campazzo take personal FOUL (1 PF),"[1630267, 101150]",1610612743.0,DEN,take,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Williams,101150.0
148,PT00M00.70S,2021-12-18T01:04:07.4Z,1,REGULAR,turnover,lost ball,[],1626153,,,1610612737,26,29,2021-12-18T01:04:17Z,1480000,,,0,,D. Wright lost ball TURNOVER (1 TO),"[1626153, 1630192]",1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,1.0,Nnaji,1630192.0,,,,,
149,PT00M00.70S,2021-12-18T01:04:07.4Z,1,REGULAR,steal,,[],1630192,,,1610612743,26,29,2021-12-18T01:04:13Z,1490000,,,0,,Z. Nnaji STEAL (1 STL),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M00.00S,2021-12-18T01:04:14.5Z,1,REGULAR,period,end,[],0,,,1610612743,26,29,2021-12-18T01:04:14Z,1500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2021-12-18T01:06:57.0Z,2,REGULAR,period,start,[],0,,,1610612737,26,29,2021-12-18T01:06:57Z,1510000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M47.00S,2021-12-18T01:07:08.3Z,2,REGULAR,turnover,bad pass,[],1626153,,,1610612737,26,29,2021-12-18T01:07:14Z,1520000,,,0,,D. Wright bad pass TURNOVER (2 TO),"[1626153, 1630267]",1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,2.0,Campazzo,1630267.0,,,,,
153,PT11M47.00S,2021-12-18T01:07:08.3Z,2,REGULAR,steal,,[],1630267,,,1610612743,26,29,2021-12-18T01:07:10Z,1530000,,,0,,F. Campazzo STEAL (1 STL),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
154,PT11M44.00S,2021-12-18T01:07:12.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628427,5.863994743758213,49.26470588235294,1610612743,26,31,2021-12-18T01:07:20Z,1540000,4.0,3.0,1,left,V. Cancar running Layup (2 PTS) (F. Campazzo 2 AST),"[1628427, 1630267]",1610612743.0,DEN,running,,,Cancar,V. Cancar,,,,,0.45,Made,2.0,F. Campazzo,1630267.0,2.0,,,,,,,,,,,,,,
156,PT11M31.00S,2021-12-18T01:07:24.3Z,2,REGULAR,2pt,Jump Shot,[],101150,75.3777923784494,32.1078431372549,1610612737,28,31,2021-12-18T01:07:30Z,1560000,-89.0,179.0,1,right,L. Williams 20' pullup Jump Shot (2 PTS),[101150],1610612737.0,ATL,pullup,,,Williams,L. Williams,,,,,20.0,Made,2.0,,,,,,,,,,,,,,,,,
157,PT11M16.00S,2021-12-18T01:07:43.3Z,2,REGULAR,foul,personal,[],101150,,,1610612743,28,31,2021-12-18T01:07:51Z,1570000,,,0,,L. Williams personal FOUL (1 PF),"[101150, 1630267]",1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Campazzo,1630267.0
159,PT11M06.00S,2021-12-18T01:08:09.6Z,2,REGULAR,2pt,Jump Shot,[],1630538,24.129434954007884,34.068627450980394,1610612743,28,33,2021-12-18T01:08:16Z,1590000,80.0,174.0,1,left,B. Hyland 19' step back Jump Shot (5 PTS),[1630538],1610612743.0,DEN,step back,,,Hyland,B. Hyland,,,,,19.17,Made,5.0,,,,,,,,,,,,,,,,,
160,PT10M52.00S,2021-12-18T01:08:23.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,92.9862023653088,50.73529411764706,1610612737,30,33,2021-12-18T01:08:36Z,1600000,4.0,13.0,1,right,O. Okongwu driving Layup (4 PTS) (L. Williams 1 AST),"[1630168, 101150]",1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,1.39,Made,4.0,L. Williams,101150.0,1.0,,,,,,,,,,,,,,
162,PT10M37.00S,2021-12-18T01:08:37.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630267,8.623521681997373,58.82352941176471,1610612743,30,33,2021-12-18T01:08:44Z,1620000,-44.0,29.0,1,left,MISS F. Campazzo driving floating bank Shot,[1630267],1610612743.0,DEN,driving floating bank,,,Campazzo,F. Campazzo,,,,,5.26,Missed,,,,,,,,,,,,,,,,,,
163,PT10M34.00S,2021-12-18T01:08:40.8Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,30,33,2021-12-18T01:08:44Z,1630000,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,162.0,1.0,1.0,0.0,,,,,,,,,,
164,PT10M29.00S,2021-12-18T01:08:53.8Z,2,REGULAR,foul,personal,['2freethrow'],1628427,,,1610612737,30,33,2021-12-18T01:09:24Z,1640000,,,0,,V. Cancar shooting personal FOUL (1 PF) (Okongwu 2 FT),"[1628427, 1630168]",1610612743.0,DEN,shooting,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Okongwu,1630168.0
166,PT10M29.00S,2021-12-18T01:09:10.6Z,2,REGULAR,freethrow,1 of 2,[],1630168,,,1610612737,31,33,2021-12-18T01:09:10Z,1660000,,,0,,O. Okongwu Free Throw 1 of 2 (5 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
167,PT10M29.00S,2021-12-18T01:09:28.0Z,2,REGULAR,freethrow,2 of 2,[],1630168,,,1610612737,32,33,2021-12-18T01:09:28Z,1670000,,,0,,O. Okongwu Free Throw 2 of 2 (6 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
168,PT10M17.00S,2021-12-18T01:09:42.5Z,2,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612743,32,33,2021-12-18T01:10:10Z,1680000,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Nnaji 2 FT),"[1630168, 1630192]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,1151.0,2.0,0.0,Nnaji,1630192.0
170,PT10M17.00S,2021-12-18T01:10:13.6Z,2,REGULAR,freethrow,1 of 2,[],1630192,,,1610612743,32,34,2021-12-18T01:10:13Z,1700000,,,0,,Z. Nnaji Free Throw 1 of 2 (1 PTS),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
171,PT10M17.00S,2021-12-18T01:10:32.0Z,2,REGULAR,freethrow,2 of 2,[],1630192,,,1610612743,32,35,2021-12-18T01:10:32Z,1710000,,,0,,Z. Nnaji Free Throw 2 of 2 (2 PTS),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
172,PT10M04.00S,2021-12-18T01:10:50.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,32,35,2021-12-18T01:10:50Z,1720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT09M59.00S,2021-12-18T01:11:08.1Z,2,REGULAR,foul,personal,['2freethrow'],1630192,,,1610612737,32,35,2021-12-18T01:11:32Z,1730000,,,0,,Z. Nnaji shooting personal FOUL (2 PF) (Gallinari 2 FT),"[1630192, 201568]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,1151.0,2.0,0.0,Gallinari,201568.0
175,PT09M59.00S,2021-12-18T01:11:33.1Z,2,REGULAR,freethrow,1 of 2,[],201568,,,1610612737,33,35,2021-12-18T01:11:33Z,1750000,,,0,,D. Gallinari Free Throw 1 of 2 (1 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
176,PT09M59.00S,2021-12-18T01:11:46.8Z,2,REGULAR,freethrow,2 of 2,[],201568,,,1610612737,34,35,2021-12-18T01:11:46Z,1760000,,,0,,D. Gallinari Free Throw 2 of 2 (2 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
177,PT09M40.00S,2021-12-18T01:12:07.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630538,5.863994743758213,51.71568627450981,1610612743,34,37,2021-12-18T01:12:14Z,1770000,-9.0,3.0,1,left,B. Hyland driving Layup (7 PTS) (A. Rivers 1 AST),"[1630538, 203085]",1610612743.0,DEN,driving,,,Hyland,B. Hyland,,,,,0.9,Made,7.0,A. Rivers,203085.0,1.0,,,,,,,,,,,,,,
179,PT09M26.00S,2021-12-18T01:12:20.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,92.9862023653088,48.03921568627451,1610612737,36,37,2021-12-18T01:12:28Z,1790000,-10.0,13.0,1,right,O. Okongwu Layup (8 PTS) (L. Williams 2 AST),"[1630168, 101150]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,1.66,Made,8.0,L. Williams,101150.0,2.0,,,,,,,,,,,,,,
181,PT09M16.00S,2021-12-18T01:12:32.1Z,2,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612743,36,37,2021-12-18T01:13:08Z,1810000,,,0,,O. Okongwu shooting personal FOUL (3 PF) (Hyland 2 FT),"[1630168, 1630538]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,1151.0,3.0,0.0,Hyland,1630538.0
183,PT09M16.00S,2021-12-18T01:13:09.9Z,2,REGULAR,freethrow,1 of 2,[],1630538,,,1610612743,36,38,2021-12-18T01:13:09Z,1830000,,,0,,B. Hyland Free Throw 1 of 2 (8 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
184,PT09M16.00S,2021-12-18T01:13:10.7Z,2,REGULAR,substitution,out,[],1630168,,,1610612743,36,38,2021-12-18T01:13:15Z,1840000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M16.00S,2021-12-18T01:13:10.7Z,2,REGULAR,substitution,in,[],1628381,,,1610612743,36,38,2021-12-18T01:13:15Z,1850000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M16.00S,2021-12-18T01:13:30.7Z,2,REGULAR,freethrow,2 of 2,[],1630538,,,1610612743,36,39,2021-12-18T01:13:30Z,1860000,,,0,,B. Hyland Free Throw 2 of 2 (9 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
187,PT09M06.00S,2021-12-18T01:13:43.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629629,93.64323258869908,50.0,1610612737,38,39,2021-12-18T01:13:52Z,1870000,0.0,7.0,1,right,C. Reddish driving Layup (4 PTS) (J. Collins 1 AST),"[1629629, 1628381]",1610612737.0,ATL,driving,,,Reddish,C. Reddish,,,,,0.73,Made,4.0,J. Collins,1628381.0,1.0,,,,,,,,,,,,,,
