actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
91,PT04M45.00S,2022-01-20T00:53:34.9Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,16,26,2022-01-20T00:53:37Z,900000,,,0,,J. Vanderbilt REBOUND (Off:3 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,90.0,5.0,2.0,3.0,,,,,,
92,PT04M37.00S,2022-01-20T00:53:43.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629020,5.601182654402102,50.245098039215684,1610612750,16,28,2022-01-20T00:53:50Z,910000,-1.0,0.0,1,left,J. Vanderbilt cutting DUNK (4 PTS) (K. Towns 3 AST),"[1629020, 1626157]",1610612750.0,MIN,cutting,,,Vanderbilt,J. Vanderbilt,,,,,0.12,Made,4.0,K. Towns,1626157.0,3.0,,,,,,,,,,,,,,,
94,PT04M23.00S,2022-01-20T00:53:57.1Z,1,REGULAR,3pt,Jump Shot,[],1629631,71.69842312746385,19.11764705882353,1610612737,16,28,2022-01-20T00:54:03Z,930000,-154.0,214.0,1,right,MISS D. Hunter 26' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,,
95,PT04M18.00S,2022-01-20T00:54:02.1Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,16,28,2022-01-20T00:54:03Z,940000,,,0,,A. Edwards REBOUND (Off:1 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,94.0,3.0,2.0,1.0,,,,,,
96,PT04M06.00S,2022-01-20T00:54:15.5Z,1,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612750,16,28,2022-01-20T00:54:40Z,950000,,,0,,J. Collins shooting personal FOUL (1 PF) (Towns 2 FT),"[1628381, 1626157]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,200834.0,1.0,0.0,Towns,1626157.0,
98,PT04M06.00S,2022-01-20T00:54:50.2Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,16,29,2022-01-20T00:54:50Z,970000,,,0,,K. Towns Free Throw 1 of 2 (5 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
99,PT04M06.00S,2022-01-20T00:54:54.1Z,1,REGULAR,substitution,out,[],1626156,,,1610612750,16,29,2022-01-20T00:55:04Z,980000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M06.00S,2022-01-20T00:54:54.1Z,1,REGULAR,substitution,out,[],1629020,,,1610612750,16,29,2022-01-20T00:55:04Z,990000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M06.00S,2022-01-20T00:54:54.1Z,1,REGULAR,substitution,in,[],1630183,,,1610612750,16,29,2022-01-20T00:55:04Z,1000000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M06.00S,2022-01-20T00:54:54.1Z,1,REGULAR,substitution,in,[],1629669,,,1610612750,16,29,2022-01-20T00:55:04Z,1010000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M06.00S,2022-01-20T00:55:12.9Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,16,30,2022-01-20T00:55:13Z,1020000,,,0,,K. Towns Free Throw 2 of 2 (6 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
104,PT03M50.00S,2022-01-20T00:55:32.6Z,1,REGULAR,foul,personal,[],1630183,,,1610612737,16,30,2022-01-20T00:55:47Z,1030000,,,0,,J. McDaniels personal FOUL (1 PF),"[1630183, 1629027]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,200834.0,1.0,0.0,Young,1629027.0,
106,PT03M43.00S,2022-01-20T00:56:02.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,93.24901445466492,50.245098039215684,1610612737,18,30,2022-01-20T00:56:08Z,1050000,1.0,11.0,1,right,J. Collins alley-oop DUNK (5 PTS) (T. Young 4 AST),"[1628381, 1629027]",1610612737.0,ATL,alley-oop,,,Collins,J. Collins,,,,,1.11,Made,5.0,T. Young,1629027.0,4.0,,,,,,,,,,,,,,,
108,PT03M23.00S,2022-01-20T00:56:24.5Z,1,REGULAR,foul,offensive,[],1626157,,,1610612750,18,30,2022-01-20T00:56:37Z,1070000,,,0,,K. Towns off-the-ball offensive FOUL (1 PF),"[1626157, 1629631]",1610612750.0,MIN,off-the-ball,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Hunter,1629631.0,
110,PT03M23.00S,2022-01-20T00:56:24.5Z,1,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,18,30,2022-01-20T00:56:24Z,1090000,,,0,,K. Towns offensive foul TURNOVER (1 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,1.0,,,,,,,,,1662.0,,,,,
111,PT03M23.00S,2022-01-20T00:56:39.6Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,18,30,2022-01-20T00:56:49Z,1100000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M23.00S,2022-01-20T00:56:39.6Z,1,REGULAR,substitution,out,[],1626157,,,1610612737,18,30,2022-01-20T00:56:49Z,1110000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M23.00S,2022-01-20T00:56:39.6Z,1,REGULAR,substitution,in,[],203476,,,1610612737,18,30,2022-01-20T00:56:49Z,1120000,,,0,,SUB in: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M23.00S,2022-01-20T00:56:39.6Z,1,REGULAR,substitution,in,[],1629675,,,1610612737,18,30,2022-01-20T00:56:49Z,1130000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M00.00S,2022-01-20T00:57:13.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629631,89.83245729303549,45.588235294117645,1610612737,18,30,2022-01-20T00:57:22Z,1140000,-22.0,43.0,1,right,MISS D. Hunter driving Layup,[1629631],1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,4.84,Missed,,,,,,,,,,,,,,,,,,,
116,PT02M58.00S,2022-01-20T00:57:15.5Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,18,30,2022-01-20T00:57:22Z,1150000,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,115.0,1.0,1.0,0.0,,,,,,
117,PT02M49.00S,2022-01-20T00:57:27.0Z,1,REGULAR,foul,personal,['2freethrow'],203476,,,1610612750,18,30,2022-01-20T01:00:35Z,1160000,,,0,,G. Dieng shooting personal FOUL (1 PF) (Reid 2 FT),"[203476, 1629675]",1610612737.0,ATL,shooting,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Reid,1629675.0,
119,PT02M49.00S,2022-01-20T00:57:45.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,18,30,2022-01-20T00:57:45Z,1180000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M49.00S,2022-01-20T00:59:22.2Z,1,REGULAR,substitution,out,[],1629027,,,1610612750,18,30,2022-01-20T01:00:06Z,1190000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M49.00S,2022-01-20T00:59:22.2Z,1,REGULAR,substitution,out,[],1629631,,,1610612750,18,30,2022-01-20T01:00:06Z,1200000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M49.00S,2022-01-20T00:59:22.2Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,18,30,2022-01-20T01:00:06Z,1210000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M49.00S,2022-01-20T00:59:22.2Z,1,REGULAR,substitution,in,[],1628995,,,1610612750,18,30,2022-01-20T01:00:06Z,1220000,,,0,,SUB in: K. Knox II,[1628995],1610612737.0,ATL,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M49.00S,2022-01-20T00:59:22.2Z,1,REGULAR,substitution,in,[],101150,,,1610612750,18,30,2022-01-20T01:00:06Z,1230000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M49.00S,2022-01-20T00:59:22.2Z,1,REGULAR,substitution,in,[],1627752,,,1610612750,18,30,2022-01-20T01:00:06Z,1240000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M49.00S,2022-01-20T01:00:36.4Z,1,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,18,30,2022-01-20T01:00:36Z,1250000,,,0,,MISS N. Reid Free Throw 1 of 2,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Missed,,,,,,,,,,,,,,,,,,,
127,PT02M49.00S,2022-01-20T01:00:36.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,18,30,2022-01-20T01:00:36Z,1260000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,126.0,,,,,,,,,
128,PT02M49.00S,2022-01-20T01:00:52.1Z,1,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,18,31,2022-01-20T01:00:52Z,1270000,,,0,,N. Reid Free Throw 2 of 2 (1 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
129,PT02M38.00S,2022-01-20T01:01:10.2Z,1,REGULAR,foul,technical,['1freethrow'],1627752,,,1610612737,18,31,2022-01-20T01:01:20Z,1280000,,,0,,T. Prince defensive-3-second technical FOUL (1 Tech),[1627752],1610612750.0,MIN,defensive-3-second,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,200834.0,0.0,1.0,,,
130,PT02M38.00S,2022-01-20T01:01:28.0Z,1,REGULAR,freethrow,1 of 1,[],201568,,,1610612737,19,31,2022-01-20T01:01:28Z,1290000,,,0,,D. Gallinari technical Free Throw 1 of 1 (1 PTS),[201568],1610612737.0,ATL,technical,,,Gallinari,D. Gallinari,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
131,PT02M33.00S,2022-01-20T01:01:49.6Z,1,REGULAR,foul,personal,[],1630183,,,1610612737,19,31,2022-01-20T01:01:58Z,1300000,,,0,,J. McDaniels personal FOUL (2 PF),"[1630183, 201568]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,2005.0,2.0,0.0,Gallinari,201568.0,
133,PT02M25.00S,2022-01-20T01:02:11.3Z,1,REGULAR,3pt,Jump Shot,[],201568,73.80091984231275,83.33333333333334,1610612737,19,31,2022-01-20T01:02:17Z,1320000,167.0,194.0,1,right,MISS D. Gallinari 25' pullup 3PT,[201568],1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,25.56,Missed,,,,,,,,,,,,,,,,,,,
134,PT02M22.00S,2022-01-20T01:02:14.3Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,19,31,2022-01-20T01:02:17Z,1330000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,
135,PT02M06.00S,2022-01-20T01:02:31.0Z,1,REGULAR,2pt,Jump Shot,[],1630183,4.02431011826544,27.450980392156865,1610612750,19,33,2022-01-20T01:02:37Z,1340000,113.0,-15.0,1,left,J. McDaniels 11' driving floating Jump Shot (2 PTS),[1630183],1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,11.37,Made,2.0,,,,,,,,,,,,,,,,,,
136,PT01M58.00S,2022-01-20T01:02:40.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629669,,,1610612737,19,33,2022-01-20T01:03:08Z,1350000,,,0,,J. Nowell personal FOUL (1 PF) (Williams 2 FT),"[1629669, 101150]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Williams,101150.0,
138,PT01M58.00S,2022-01-20T01:03:09.9Z,1,REGULAR,freethrow,1 of 2,[],101150,,,1610612737,20,33,2022-01-20T01:03:09Z,1370000,,,0,,L. Williams Free Throw 1 of 2 (1 PTS),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
139,PT01M58.00S,2022-01-20T01:03:21.5Z,1,REGULAR,freethrow,2 of 2,[],101150,,,1610612737,21,33,2022-01-20T01:03:21Z,1380000,,,0,,L. Williams Free Throw 2 of 2 (2 PTS),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
140,PT01M35.00S,2022-01-20T01:03:45.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,5.863994743758213,60.29411764705882,1610612750,21,33,2022-01-20T01:03:54Z,1390000,-51.0,3.0,1,left,MISS N. Reid turnaround Shot,[1629675],1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,5.16,Missed,,,,,,,,,,,,,,,,,,,
141,PT01M29.00S,2022-01-20T01:03:51.8Z,1,REGULAR,rebound,offensive,[],1629675,,,1610612750,21,33,2022-01-20T01:03:54Z,1400000,,,0,,N. Reid REBOUND (Off:1 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,140.0,2.0,1.0,1.0,,,,,,
142,PT01M29.00S,2022-01-20T01:03:52.2Z,1,REGULAR,2pt,Jump Shot,"['2ndchance', 'pointsinthepaint']",1629675,5.590000152587891,50.0,1610612750,21,33,2022-01-20T01:08:51Z,1410000,0.0,0.0,1,left,MISS N. Reid Jump Shot,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
143,PT01M28.00S,2022-01-20T01:03:53.2Z,1,REGULAR,rebound,defensive,[],201568,,,1610612737,21,33,2022-01-20T01:08:51Z,1420000,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,142.0,1.0,1.0,0.0,,,,,,
144,PT01M24.00S,2022-01-20T01:03:57.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201568,92.85479632063075,50.98039215686274,1610612737,21,33,2022-01-20T01:04:09Z,1430000,5.0,15.0,1,right,MISS D. Gallinari driving Layup,[201568],1610612737.0,ATL,driving,,,Gallinari,D. Gallinari,,,,,1.55,Missed,,,,,,,,,,,,,,,,,,,
145,PT01M20.00S,2022-01-20T01:04:01.3Z,1,REGULAR,rebound,defensive,[],1629669,,,1610612750,21,33,2022-01-20T01:04:09Z,1440000,,,0,,J. Nowell REBOUND (Off:0 Def:1),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,
146,PT01M18.00S,2022-01-20T01:04:02.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627736,5.075558475689881,51.9607843137255,1610612750,21,33,2022-01-20T01:04:20Z,1450000,-10.0,-5.0,1,left,MISS M. Beasley running Layup - blocked,"[1627736, 203476]",1610612750.0,MIN,running,,,Beasley,M. Beasley,,,,,1.09,Missed,,,,,,,,Dieng,203476.0,,,,,,,,,,
147,PT01M18.00S,2022-01-20T01:04:02.8Z,1,REGULAR,block,,[],203476,,,1610612750,21,33,2022-01-20T01:04:07Z,1460000,,,0,,G. Dieng BLOCK (1 BLK),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M18.00S,2022-01-20T01:04:02.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,21,33,2022-01-20T01:04:20Z,1470000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,146.0,,,,,,,,,
149,PT01M18.00S,2022-01-20T01:04:09.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,21,33,2022-01-20T01:04:09Z,1480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M05.00S,2022-01-20T01:04:22.8Z,1,REGULAR,3pt,Jump Shot,[],1628995,96.66557161629436,3.9215686274509802,1610612737,21,33,2022-01-20T01:04:28Z,1490000,-230.0,-21.0,1,right,MISS K. Knox II 3PT,[1628995],1610612737.0,ATL,,,,Knox II,K. Knox II,,,,,23.14,Missed,,,,,,,,,,,,,,,,,,,
151,PT01M01.00S,2022-01-20T01:04:26.8Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612750,21,33,2022-01-20T01:04:28Z,1500000,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,150.0,1.0,1.0,0.0,,,,,,
152,PT00M57.60S,2022-01-20T01:04:30.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627752,29.517082785808146,70.58823529411765,1610612750,21,36,2022-01-20T01:04:39Z,1510000,-103.0,225.0,1,left,T. Prince 24' 3PT running pullup (3 PTS),[1627752],1610612750.0,MIN,running pullup,,,Prince,T. Prince,,,,,24.74,Made,3.0,,,,,,,,,,,,,,,,,,
153,PT00M41.50S,2022-01-20T01:04:50.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628995,93.77463863337714,49.26470588235294,1610612737,23,36,2022-01-20T01:04:56Z,1520000,-4.0,6.0,1,right,K. Knox II cutting DUNK (2 PTS) (D. Wright 1 AST),"[1628995, 1626153]",1610612737.0,ATL,cutting,,,Knox II,K. Knox II,,,,,0.7,Made,2.0,D. Wright,1626153.0,1.0,,,,,,,,,,,,,,,
155,PT00M29.80S,2022-01-20T01:05:05.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629669,6.389618922470433,52.94117647058824,1610612750,23,38,2022-01-20T01:05:15Z,1540000,-15.0,8.0,1,left,J. Nowell driving Layup (2 PTS),[1629669],1610612750.0,MIN,driving,,,Nowell,J. Nowell,,,,,1.65,Made,2.0,,,,,,,,,,,,,,,,,,
156,PT00M29.80S,2022-01-20T01:05:10.9Z,1,REGULAR,foul,personal,['1freethrow'],203476,,,1610612750,23,38,2022-01-20T01:05:31Z,1550000,,,0,,G. Dieng shooting personal FOUL (2 PF) (Nowell 1 FT),"[203476, 1629669]",1610612737.0,ATL,shooting,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,1662.0,2.0,0.0,Nowell,1629669.0,
158,PT00M29.80S,2022-01-20T01:05:33.8Z,1,REGULAR,freethrow,1 of 1,[],1629669,,,1610612750,23,39,2022-01-20T01:05:33Z,1570000,,,0,,J. Nowell Free Throw 1 of 1 (3 PTS),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
159,PT00M07.90S,2022-01-20T01:06:02.5Z,1,REGULAR,3pt,Jump Shot,[],1626153,88.78120893561103,94.85294117647058,1610612737,26,39,2022-01-20T01:06:10Z,1580000,224.0,53.0,1,right,D. Wright 3PT  (3 PTS) (G. Dieng 1 AST),"[1626153, 203476]",1610612737.0,ATL,,,,Wright,D. Wright,,,,,23.05,Made,3.0,G. Dieng,203476.0,1.0,,,,,,,,,,,,,,,
161,PT00M03.00S,2022-01-20T01:06:10.4Z,1,REGULAR,3pt,Jump Shot,[],1629669,32.53942181340342,49.01960784313725,1610612750,26,42,2022-01-20T01:06:18Z,1600000,5.0,253.0,1,left,J. Nowell 25' 3PT pullup (6 PTS),[1629669],1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,25.34,Made,6.0,,,,,,,,,,,,,,,,,,
162,PT00M00.00S,2022-01-20T01:06:16.5Z,1,REGULAR,3pt,Jump Shot,[],201568,47.12549277266754,49.50980392156863,1610612737,26,42,2022-01-20T01:06:27Z,1610000,-2.0,445.0,1,right,MISS D. Gallinari 44' pullup 3PT,[201568],1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,44.45,Missed,,,,,,,,,,,,,,,,,,,
163,PT00M00.00S,2022-01-20T01:06:16.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,26,42,2022-01-20T01:06:27Z,1620000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,162.0,,,,,,,,,
164,PT00M00.00S,2022-01-20T01:06:22.8Z,1,REGULAR,period,end,[],0,,,1610612737,26,42,2022-01-20T01:06:22Z,1630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-01-20T01:09:09.1Z,2,REGULAR,period,start,[],0,,,1610612737,26,42,2022-01-20T01:09:09Z,1640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M49.00S,2022-01-20T01:09:20.0Z,2,REGULAR,3pt,Jump Shot,[],201568,92.19776609724047,4.411764705882353,1610612737,29,42,2022-01-20T01:09:25Z,1650000,-228.0,21.0,1,right,D. Gallinari 3PT  (4 PTS) (L. Williams 1 AST),"[201568, 101150]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,22.88,Made,4.0,L. Williams,101150.0,1.0,,,,,,,,,,,,,,,
168,PT11M33.00S,2022-01-20T01:09:38.2Z,2,REGULAR,foul,personal,[],203476,,,1610612750,29,42,2022-01-20T01:09:45Z,1670000,,,0,,G. Dieng personal FOUL (3 PF),"[203476, 1629675]",1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,200834.0,3.0,0.0,Reid,1629675.0,
170,PT11M33.00S,2022-01-20T01:09:50.7Z,2,REGULAR,substitution,out,[],203476,,,1610612750,29,42,2022-01-20T01:09:55Z,1690000,,,0,,SUB out: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M33.00S,2022-01-20T01:09:50.7Z,2,REGULAR,substitution,out,[],1628995,,,1610612750,29,42,2022-01-20T01:09:55Z,1700000,,,0,,SUB out: K. Knox II,[1628995],1610612737.0,ATL,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M33.00S,2022-01-20T01:09:50.7Z,2,REGULAR,substitution,in,[],1628989,,,1610612750,29,42,2022-01-20T01:09:55Z,1710000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M33.00S,2022-01-20T01:09:50.7Z,2,REGULAR,substitution,in,[],1630168,,,1610612750,29,42,2022-01-20T01:09:55Z,1720000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M24.00S,2022-01-20T01:10:13.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627736,7.966491458607096,42.64705882352941,1610612750,29,42,2022-01-20T01:12:20Z,1730000,37.0,22.0,1,left,MISS M. Beasley driving floating bank Shot,[1627736],1610612750.0,MIN,driving floating bank,,,Beasley,M. Beasley,,,,,4.31,Missed,,,,,,,,,,,,,,,,,,,
175,PT11M20.00S,2022-01-20T01:10:17.1Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,29,42,2022-01-20T01:10:20Z,1740000,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,174.0,1.0,1.0,0.0,,,,,,
176,PT11M05.00S,2022-01-20T01:10:31.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201568,92.9862023653088,48.77450980392157,1610612737,31,42,2022-01-20T01:10:39Z,1750000,-6.0,13.0,1,right,D. Gallinari driving DUNK (6 PTS),[201568],1610612737.0,ATL,driving,,,Gallinari,D. Gallinari,,,,,1.47,Made,6.0,,,,,,,,,,,,,,,,,,
177,PT10M54.00S,2022-01-20T01:10:45.1Z,2,REGULAR,turnover,out-of-bounds,[],1627752,,,1610612750,31,42,2022-01-20T01:10:54Z,1760000,,,0,,T. Prince step out-of-bounds TURNOVER (1 TO),[1627752],1610612750.0,MIN,step,,,Prince,T. Prince,,,,,,,,,,,1.0,,,,,,,,,1662.0,,,,,
178,PT10M54.00S,2022-01-20T01:10:56.8Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612737,31,42,2022-01-20T01:11:14Z,1770000,,,0,,TEAM delay-of-game VIOLATION,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,2005.0,,,,,
179,PT10M44.00S,2022-01-20T01:11:16.8Z,2,REGULAR,foul,personal,[],1630183,,,1610612737,31,42,2022-01-20T01:11:23Z,1780000,,,0,,J. McDaniels personal FOUL (3 PF),"[1630183, 201568]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,200834.0,3.0,0.0,Gallinari,201568.0,
181,PT10M44.00S,2022-01-20T01:11:30.8Z,2,REGULAR,substitution,out,[],1630183,,,1610612737,31,42,2022-01-20T01:11:35Z,1800000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
