actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
184,PT10M24.00S,2021-11-21T01:10:07.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,27,24,2021-11-21T01:10:07Z,1830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M09.00S,2021-11-21T01:10:26.4Z,2,REGULAR,3pt,Jump Shot,[],203476,67.23061760840999,47.05882352941176,1610612737,27,24,2021-11-21T01:10:34Z,1840000,-15.0,256.0,1,right,MISS G. Dieng 25' 3PT,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,
186,PT10M05.00S,2021-11-21T01:10:30.4Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,27,24,2021-11-21T01:10:34Z,1850000,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:3),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,185.0,4.0,3.0,1.0,,,,,,,,,,
187,PT10M00.00S,2021-11-21T01:10:35.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626162,5.469776609724048,50.73529411764706,1610612766,27,26,2021-11-21T01:10:42Z,1860000,-4.0,-1.0,1,left,K. Oubre Jr. driving DUNK (6 PTS),[1626162],1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,0.39,Made,6.0,,,,,,,,,,,,,,,,,
188,PT09M52.00S,2021-11-21T01:10:48.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,27,26,2021-11-21T01:10:48Z,1870000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M52.00S,2021-11-21T01:12:33.7Z,2,REGULAR,substitution,out,[],203476,,,1610612737,27,26,2021-11-21T01:13:16Z,1880000,,,0,,SUB out: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M52.00S,2021-11-21T01:12:33.7Z,2,REGULAR,substitution,in,[],203991,,,1610612737,27,26,2021-11-21T01:13:16Z,1890000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M44.00S,2021-11-21T01:13:47.5Z,2,REGULAR,3pt,Jump Shot,[],201568,74.32654402102497,14.460784313725492,1610612737,30,26,2021-11-21T01:13:52Z,1900000,-178.0,189.0,1,right,D. Gallinari 25' 3PT  (10 PTS) (L. Williams 1 AST),"[201568, 101150]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,25.93,Made,10.0,L. Williams,101150.0,1.0,,,,,,,,,,,,,,
193,PT09M21.00S,2021-11-21T01:14:09.3Z,2,REGULAR,3pt,Jump Shot,[],1626162,25.443495400788436,16.666666666666664,1610612766,30,26,2021-11-21T01:16:15Z,1920000,167.0,187.0,1,left,MISS K. Oubre Jr. 25' pullup 3PT,[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,25.03,Missed,,,,,,,,,,,,,,,,,,
194,PT09M15.00S,2021-11-21T01:14:15.3Z,2,REGULAR,rebound,offensive,[],1626179,,,1610612766,30,26,2021-11-21T01:14:16Z,1930000,,,0,,T. Rozier REBOUND (Off:2 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,193.0,3.0,1.0,2.0,,,,,,,,,,
195,PT09M15.00S,2021-11-21T01:14:15.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626179,5.590000152587891,50.0,1610612766,30,26,2021-11-21T01:14:15Z,1940000,0.0,0.0,1,left,MISS T. Rozier tip Layup,[1626179],1610612766.0,CHA,tip,,,Rozier,T. Rozier,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
196,PT09M14.00S,2021-11-21T01:14:16.2Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,30,26,2021-11-21T01:14:16Z,1950000,,,0,,C. Capela REBOUND (Off:1 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,195.0,7.0,6.0,1.0,,,,,,,,,,
197,PT09M07.00S,2021-11-21T01:14:23.2Z,2,REGULAR,3pt,Jump Shot,[],1629629,95.87713534822602,4.901960784313726,1610612737,33,26,2021-11-21T01:14:27Z,1960000,-225.0,-14.0,1,right,C. Reddish 3PT  (5 PTS) (L. Williams 2 AST),"[1629629, 101150]",1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,22.59,Made,5.0,L. Williams,101150.0,2.0,,,,,,,,,,,,,,
199,PT08M47.00S,2021-11-21T01:14:43.6Z,2,REGULAR,3pt,Jump Shot,[],1626179,8.09789750328515,98.0392156862745,1610612766,33,26,2021-11-21T01:14:48Z,1980000,-240.0,24.0,1,left,MISS T. Rozier 24' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,24.14,Missed,,,,,,,,,,,,,,,,,,
200,PT08M44.00S,2021-11-21T01:14:46.6Z,2,REGULAR,rebound,defensive,[],101150,,,1610612737,33,26,2021-11-21T01:14:48Z,1990000,,,0,,L. Williams REBOUND (Off:0 Def:1),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,199.0,1.0,1.0,0.0,,,,,,,,,,
201,PT08M27.00S,2021-11-21T01:15:04.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629629,90.09526938239159,63.725490196078425,1610612737,33,26,2021-11-21T01:15:14Z,2000000,69.0,41.0,1,right,MISS C. Reddish 7' driving bank Shot,[1629629],1610612737.0,ATL,driving bank,,,Reddish,C. Reddish,,,,,7.97,Missed,,,,,,,,,,,,,,,,,,
202,PT08M22.00S,2021-11-21T01:15:09.2Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,33,26,2021-11-21T01:15:14Z,2010000,,,0,,C. Capela REBOUND (Off:2 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,201.0,8.0,6.0,2.0,,,,,,,,,,
203,PT08M22.00S,2021-11-21T01:15:08.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,94.40999984741211,50.0,1610612737,35,26,2021-11-21T01:15:08Z,2020000,0.0,0.0,1,right,C. Capela putback Layup (10 PTS),[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,0.0,Made,10.0,,,,,,,,,,,,,,,,,
204,PT08M16.00S,2021-11-21T01:15:16.9Z,2,REGULAR,foul,personal,[],101150,,,1610612766,35,26,2021-11-21T01:15:26Z,2030000,,,0,,L. Williams personal FOUL (2 PF),"[101150, 202330]",1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,1628171.0,2.0,0.0,Hayward,202330.0,,,
206,PT08M06.00S,2021-11-21T01:15:43.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626162,7.440867279894875,47.794117647058826,1610612766,35,26,2021-11-21T01:15:48Z,2050000,11.0,17.0,1,left,MISS K. Oubre Jr. DUNK - blocked,"[1626162, 203991]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,2.06,Missed,,,,,,,,,Capela,203991.0,,,,,,,,
207,PT08M06.00S,2021-11-21T01:15:43.2Z,2,REGULAR,block,,[],203991,,,1610612766,35,26,2021-11-21T01:15:47Z,2060000,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M01.00S,2021-11-21T01:15:48.2Z,2,REGULAR,rebound,defensive,[],1629629,,,1610612737,35,26,2021-11-21T01:15:48Z,2070000,,,0,,C. Reddish REBOUND (Off:0 Def:3),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,206.0,3.0,3.0,0.0,,,,,,,,,,
209,PT07M59.00S,2021-11-21T01:15:51.8Z,2,REGULAR,foul,personal,[],203486,,,1610612737,35,26,2021-11-21T01:16:01Z,2080000,,,0,,M. Plumlee personal FOUL (1 PF),"[203486, 1629629]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Reddish,1629629.0,,,
211,PT07M59.00S,2021-11-21T01:16:02.9Z,2,REGULAR,substitution,out,[],1626179,,,1610612737,35,26,2021-11-21T01:16:10Z,2100000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M59.00S,2021-11-21T01:16:02.9Z,2,REGULAR,substitution,out,[],202330,,,1610612737,35,26,2021-11-21T01:16:10Z,2110000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M59.00S,2021-11-21T01:16:02.9Z,2,REGULAR,substitution,in,[],1628970,,,1610612737,35,26,2021-11-21T01:16:10Z,2120000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M59.00S,2021-11-21T01:16:02.9Z,2,REGULAR,substitution,in,[],1630163,,,1610612737,35,26,2021-11-21T01:16:10Z,2130000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M48.00S,2021-11-21T01:16:30.5Z,2,REGULAR,3pt,Jump Shot,[],1629629,88.91261498028909,4.411764705882353,1610612737,38,26,2021-11-21T01:16:35Z,2140000,-228.0,52.0,1,right,C. Reddish 3PT  (8 PTS) (D. Wright 1 AST),"[1629629, 1626153]",1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,23.37,Made,8.0,D. Wright,1626153.0,1.0,,,,,,,,,,,,,,
217,PT07M36.00S,2021-11-21T01:16:44.6Z,2,REGULAR,foul,offensive,[],203486,,,1610612766,38,26,2021-11-21T01:16:50Z,2160000,,,0,,M. Plumlee off-the-ball offensive FOUL (2 PF),"[203486, 1626153]",1610612766.0,CHA,off-the-ball,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,1628171.0,2.0,0.0,Wright,1626153.0,,,
219,PT07M36.00S,2021-11-21T01:16:44.6Z,2,REGULAR,turnover,offensive foul,[],203486,,,1610612766,38,26,2021-11-21T01:16:44Z,2180000,,,0,,M. Plumlee offensive foul TURNOVER (1 TO),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,1628171.0,,,,,1.0,,
220,PT07M36.00S,2021-11-21T01:16:58.1Z,2,REGULAR,substitution,out,[],203486,,,1610612737,38,26,2021-11-21T01:17:06Z,2190000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M36.00S,2021-11-21T01:16:58.1Z,2,REGULAR,substitution,in,[],1628998,,,1610612737,38,26,2021-11-21T01:17:06Z,2200000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M21.00S,2021-11-21T01:17:31.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629629,83.52496714848883,58.333333333333336,1610612737,40,26,2021-11-21T01:17:35Z,2210000,42.0,102.0,1,right,C. Reddish 11' pullup Jump Shot (10 PTS),[1629629],1610612737.0,ATL,pullup,,,Reddish,C. Reddish,,,,,11.06,Made,10.0,,,,,,,,,,,,,,,,,
223,PT07M14.00S,2021-11-21T01:17:42.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,40,26,2021-11-21T01:17:42Z,2220000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M08.00S,2021-11-21T01:20:41.3Z,2,REGULAR,3pt,Jump Shot,[],1628998,7.966491458607096,96.56862745098039,1610612766,40,26,2021-11-21T01:20:46Z,2230000,-233.0,22.0,1,left,MISS C. Martin 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,23.39,Missed,,,,,,,,,,,,,,,,,,
225,PT07M04.00S,2021-11-21T01:20:45.3Z,2,REGULAR,rebound,offensive,[],1630163,,,1610612766,40,26,2021-11-21T01:36:05Z,2240000,,,0,,L. Ball REBOUND (Off:2 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,224.0,4.0,2.0,2.0,,,,,,,,,,
322,PT07M03.00S,2021-11-21T01:20:51.3Z,2,REGULAR,turnover,bad pass,[],1630163,,,1610612766,40,26,2021-11-21T01:36:58Z,2245000,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1630163, 101150]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,1.0,Williams,101150.0
323,PT07M03.00S,2021-11-21T01:20:51.3Z,2,REGULAR,steal,,[],101150,,,1610612737,40,26,2021-11-21T01:36:42Z,2247500,,,0,,L. Williams STEAL (1 STL),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M49.00S,2021-11-21T01:21:01.4Z,2,REGULAR,foul,personal,['2freethrow'],1628970,,,1610612737,40,26,2021-11-21T01:21:27Z,2250000,,,0,,M. Bridges shooting personal FOUL (2 PF) (Reddish 2 FT),"[1628970, 1629629]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,1628171.0,2.0,0.0,Reddish,1629629.0,,,
228,PT06M49.00S,2021-11-21T01:21:28.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629629,,,1610612737,40,26,2021-11-21T01:36:42Z,2270000,,,0,,MISS C. Reddish Free Throw 1 of 2,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,Missed,,,,,,,,,,,,,,,,,,
229,PT06M49.00S,2021-11-21T01:21:28.3Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,40,26,2021-11-21T01:21:48Z,2280000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,228.0,,,,,,,,,,,,,
230,PT06M49.00S,2021-11-21T01:21:30.2Z,2,REGULAR,substitution,out,[],1626153,,,1610612737,40,26,2021-11-21T01:21:36Z,2290000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M49.00S,2021-11-21T01:21:30.2Z,2,REGULAR,substitution,out,[],101150,,,1610612737,40,26,2021-11-21T01:21:36Z,2300000,,,0,,SUB out: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M49.00S,2021-11-21T01:21:30.2Z,2,REGULAR,substitution,out,[],201568,,,1610612737,40,26,2021-11-21T01:21:36Z,2310000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M49.00S,2021-11-21T01:21:30.2Z,2,REGULAR,substitution,in,[],1628989,,,1610612737,40,26,2021-11-21T01:21:36Z,2320000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M49.00S,2021-11-21T01:21:30.2Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,40,26,2021-11-21T01:21:36Z,2330000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M49.00S,2021-11-21T01:21:30.2Z,2,REGULAR,substitution,in,[],1628381,,,1610612737,40,26,2021-11-21T01:21:36Z,2340000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M49.00S,2021-11-21T01:21:28.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629629,,,1610612737,40,26,2021-11-21T01:36:42Z,2350000,,,0,,MISS C. Reddish Free Throw 2 of 2,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,Missed,,,,,,,,,,,,,,,,,,
237,PT06M47.00S,2021-11-21T01:21:30.3Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,40,26,2021-11-21T01:21:48Z,2360000,,,0,,J. McDaniels REBOUND (Off:1 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,236.0,3.0,2.0,1.0,,,,,,,,,,
238,PT06M37.00S,2021-11-21T01:21:56.7Z,2,REGULAR,2pt,Jump Shot,[],1630163,20.581471747700395,73.52941176470588,1610612766,40,26,2021-11-21T01:22:03Z,2370000,-118.0,141.0,1,left,MISS L. Ball 18' pullup Shot,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,18.36,Missed,,,,,,,,,,,,,,,,,,
239,PT06M33.00S,2021-11-21T01:22:01.1Z,2,REGULAR,rebound,offensive,[],1628998,,,1610612766,40,26,2021-11-21T01:22:01Z,2380000,,,0,,C. Martin REBOUND (Off:2 Def:0),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,238.0,2.0,0.0,2.0,,,,,,,,,,
240,PT06M31.00S,2021-11-21T01:22:02.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626162,28.597240473061763,21.813725490196077,1610612766,40,26,2021-11-21T01:22:07Z,2390000,141.0,216.0,1,left,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,25.81,Missed,,,,,,,,,,,,,,,,,,
241,PT06M28.00S,2021-11-21T01:22:05.7Z,2,REGULAR,rebound,defensive,[],1629027,,,1610612737,40,26,2021-11-21T01:22:07Z,2400000,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,240.0,1.0,1.0,0.0,,,,,,,,,,
242,PT06M20.00S,2021-11-21T01:22:15.5Z,2,REGULAR,foul,personal,['3freethrow'],1629667,,,1610612737,40,26,2021-11-21T01:22:46Z,2410000,,,0,,J. McDaniels shooting personal FOUL (3 PF) (Young 3 FT),"[1629667, 1629027]",1610612766.0,CHA,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,1628171.0,3.0,0.0,Young,1629027.0,,,
244,PT06M20.00S,2021-11-21T01:22:49.4Z,2,REGULAR,freethrow,1 of 3,[],1629027,,,1610612737,41,26,2021-11-21T01:22:49Z,2430000,,,0,,T. Young Free Throw 1 of 3 (3 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
245,PT06M20.00S,2021-11-21T01:23:01.6Z,2,REGULAR,freethrow,2 of 3,[],1629027,,,1610612737,42,26,2021-11-21T01:23:01Z,2440000,,,0,,T. Young Free Throw 2 of 3 (4 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
246,PT06M20.00S,2021-11-21T01:23:03.2Z,2,REGULAR,substitution,out,[],1629629,,,1610612737,42,26,2021-11-21T01:23:07Z,2450000,,,0,,SUB out: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M20.00S,2021-11-21T01:23:03.2Z,2,REGULAR,substitution,in,[],203992,,,1610612737,42,26,2021-11-21T01:23:07Z,2460000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M20.00S,2021-11-21T01:23:17.5Z,2,REGULAR,freethrow,3 of 3,[],1629027,,,1610612737,43,26,2021-11-21T01:23:17Z,2470000,,,0,,T. Young Free Throw 3 of 3 (5 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
249,PT06M06.00S,2021-11-21T01:23:34.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,6.521024967148489,49.50980392156863,1610612766,43,26,2021-11-21T01:23:40Z,2480000,2.0,9.0,1,left,MISS L. Ball driving Layup,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,0.91,Missed,,,,,,,,,,,,,,,,,,
250,PT06M01.00S,2021-11-21T01:23:39.6Z,2,REGULAR,rebound,offensive,[],1628970,,,1610612766,43,26,2021-11-21T01:23:40Z,2490000,,,0,,M. Bridges REBOUND (Off:2 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,249.0,3.0,1.0,2.0,,,,,,,,,,
251,PT06M01.00S,2021-11-21T01:23:39.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628970,5.590000152587891,50.0,1610612766,43,28,2021-11-21T01:23:39Z,2500000,0.0,0.0,1,left,M. Bridges putback Layup (8 PTS),[1628970],1610612766.0,CHA,putback,,,Bridges,M. Bridges,,,,,0.0,Made,8.0,,,,,,,,,,,,,,,,,
252,PT05M48.00S,2021-11-21T01:23:51.6Z,2,REGULAR,3pt,Jump Shot,[],1629027,56.98094612352168,50.73529411764706,1610612737,43,28,2021-11-21T01:23:55Z,2510000,4.0,352.0,1,right,MISS T. Young 35' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,35.19,Missed,,,,,,,,,,,,,,,,,,
253,PT05M46.00S,2021-11-21T01:23:53.6Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,43,28,2021-11-21T01:23:55Z,2520000,,,0,,C. Martin REBOUND (Off:2 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,252.0,3.0,1.0,2.0,,,,,,,,,,
254,PT05M38.00S,2021-11-21T01:24:02.7Z,2,REGULAR,3pt,Jump Shot,[],1628970,15.719448094612352,95.09803921568627,1610612766,43,31,2021-11-21T01:24:07Z,2530000,-225.0,95.0,1,left,M. Bridges 24' 3PT  (11 PTS) (J. McDaniels 1 AST),"[1628970, 1629667]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,24.48,Made,11.0,J. McDaniels,1629667.0,1.0,,,,,,,,,,,,,,
256,PT05M19.00S,2021-11-21T01:24:21.9Z,2,REGULAR,3pt,Jump Shot,[],1628989,66.04796320630749,42.64705882352941,1610612737,46,31,2021-11-21T01:24:26Z,2550000,-37.0,267.0,1,right,K. Huerter 26' 3PT  (3 PTS) (C. Capela 1 AST),"[1628989, 203991]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,26.91,Made,3.0,C. Capela,203991.0,1.0,,,,,,,,,,,,,,
258,PT05M09.00S,2021-11-21T01:24:31.2Z,2,REGULAR,turnover,bad pass,[],1630163,,,1610612766,46,31,2021-11-21T01:37:24Z,2570000,,,0,,L. Ball bad pass TURNOVER (2 TO),"[1630163, 1629027]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,2.0,Young,1629027.0
259,PT05M09.00S,2021-11-21T01:24:31.2Z,2,REGULAR,steal,,[],1629027,,,1610612737,46,31,2021-11-21T01:24:34Z,2580000,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M00.00S,2021-11-21T01:24:40.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628381,94.82588699080158,49.26470588235294,1610612737,48,31,2021-11-21T01:24:44Z,2590000,-4.0,-4.0,1,right,J. Collins DUNK (6 PTS) (K. Huerter 1 AST),"[1628381, 1628989]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,0.54,Made,6.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,,,,
262,PT04M54.00S,2021-11-21T01:24:49.0Z,2,REGULAR,foul,personal,[],1628989,,,1610612766,48,31,2021-11-21T01:25:00Z,2610000,,,0,,K. Huerter personal FOUL (1 PF),"[1628989, 1630163]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Ball,1630163.0,,,
264,PT04M54.00S,2021-11-21T01:25:05.0Z,2,REGULAR,substitution,out,[],203991,,,1610612766,48,31,2021-11-21T01:25:08Z,2630000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M54.00S,2021-11-21T01:25:05.0Z,2,REGULAR,substitution,in,[],201568,,,1610612766,48,31,2021-11-21T01:25:08Z,2640000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M48.00S,2021-11-21T01:25:19.0Z,2,REGULAR,2pt,Jump Shot,[],1630163,20.05584756898817,31.862745098039213,1610612766,48,33,2021-11-21T01:25:34Z,2650000,91.0,136.0,1,left,L. Ball 16' step back Jump Shot (2 PTS),[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,16.35,Made,2.0,,,,,,,,,,,,,,,,,
267,PT04M19.00S,2021-11-21T01:25:47.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,85.49605781865965,63.725490196078425,1610612737,48,33,2021-11-21T01:28:01Z,2660000,69.0,84.0,1,right,MISS B. Bogdanovic 10' floating Shot,[203992],1610612737.0,ATL,floating,,,Bogdanovic,B. Bogdanovic,,,,,10.83,Missed,,,,,,,,,,,,,,,,,,
268,PT04M16.00S,2021-11-21T01:25:50.1Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,48,33,2021-11-21T01:28:01Z,2670000,,,0,,M. Bridges REBOUND (Off:2 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,267.0,4.0,2.0,2.0,,,,,,,,,,
269,PT04M13.00S,2021-11-21T01:25:53.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,31.225361366622867,71.32352941176471,1610612766,48,36,2021-11-21T01:26:17Z,2680000,-107.0,241.0,1,left,L. Ball 26' 3PT running pullup (5 PTS) (M. Bridges 1 AST),"[1630163, 1628970]",1610612766.0,CHA,running pullup,,,Ball,L. Ball,,,,,26.35,Made,5.0,M. Bridges,1628970.0,1.0,,,,,,,,,,,,,,
271,PT03M57.00S,2021-11-21T01:26:09.7Z,2,REGULAR,3pt,Jump Shot,[],1629027,70.25295663600527,74.01960784313727,1610612737,51,36,2021-11-21T01:26:14Z,2700000,120.0,227.0,1,right,T. Young 25' 3PT step back (8 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,25.69,Made,8.0,,,,,,,,,,,,,,,,,
