actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
174,PT00M04.00S,2022-03-20T22:35:09.5Z,1,REGULAR,steal,,[],1630168,,,1610612737,18,35,2022-03-20T22:35:11Z,1720000,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M00.60S,2022-03-20T22:35:12.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203992,14.536793692509855,56.372549019607845,1610612737,18,35,2022-03-20T22:35:27Z,1730000,-32.0,84.0,1,left,MISS B. Bogdanovic 8' driving floating Shot,[203992],1610612737.0,ATL,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,8.99,Missed,,,,,,,,,,,,,,,,,,
176,PT00M00.60S,2022-03-20T22:35:12.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,18,35,2022-03-20T22:35:27Z,1740000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,175.0,,,,,,,,,,,
177,PT00M00.00S,2022-03-20T22:35:18.1Z,1,REGULAR,period,end,[],0,,,1610612737,18,35,2022-03-20T22:35:18Z,1750000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-03-20T22:37:13.3Z,2,REGULAR,substitution,out,['startperiod'],1629027,,,1610612737,18,35,2022-03-20T22:37:44Z,1760000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-03-20T22:37:13.3Z,2,REGULAR,substitution,out,['startperiod'],1626195,,,1610612737,18,35,2022-03-20T22:37:44Z,1770000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-03-20T22:37:13.3Z,2,REGULAR,substitution,in,['startperiod'],101150,,,1610612737,18,35,2022-03-20T22:37:44Z,1780000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-03-20T22:37:13.3Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612737,18,35,2022-03-20T22:37:44Z,1790000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-03-20T22:37:52.4Z,2,REGULAR,period,start,[],0,,,1610612740,18,35,2022-03-20T22:37:52Z,1800000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M42.00S,2022-03-20T22:38:09.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,83.52496714848883,42.40196078431372,1610612740,18,37,2022-03-20T22:38:16Z,1810000,-38.0,102.0,1,right,J. Valanciunas 10' turnaround fadeaway Jump Shot (6 PTS) (J. Alvarado 2 AST),"[202685, 1630631]",1610612740.0,NOP,turnaround fadeaway,,,Valanciunas,J. Valanciunas,,,,,10.92,Made,6.0,J. Alvarado,1630631.0,2.0,,,,,,,,,,,,,,
185,PT11M16.00S,2022-03-20T22:38:35.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201568,5.469776609724048,47.30392156862745,1610612737,20,37,2022-03-20T22:38:43Z,1830000,13.0,-1.0,1,left,D. Gallinari Layup (4 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,1.35,Made,4.0,,,,,,,,,,,,,,,,,
186,PT10M58.00S,2022-03-20T22:38:53.3Z,2,REGULAR,2pt,Jump Shot,[],1627820,76.69185282522996,68.87254901960785,1610612740,20,37,2022-03-20T22:38:58Z,1840000,94.0,167.0,1,right,MISS T. Wallace 19' pullup Shot,[1627820],1610612740.0,NOP,pullup,,,Wallace,T. Wallace,,,,,19.15,Missed,,,,,,,,,,,,,,,,,,
187,PT10M55.00S,2022-03-20T22:38:56.3Z,2,REGULAR,rebound,defensive,[],201568,,,1610612737,20,37,2022-03-20T22:38:58Z,1850000,,,0,,D. Gallinari REBOUND (Off:0 Def:2),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,186.0,2.0,2.0,0.0,,,,,,,,
188,PT10M46.00S,2022-03-20T22:39:08.8Z,2,REGULAR,foul,personal,['2freethrow'],1629109,,,1610612737,20,37,2022-03-20T22:39:28Z,1860000,,,0,,G. Clark shooting personal FOUL (1 PF) (Gallinari 2 FT),"[1629109, 201568]",1610612740.0,NOP,shooting,,,Clark,G. Clark,,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Gallinari,201568.0,,,
190,PT10M46.00S,2022-03-20T22:39:35.5Z,2,REGULAR,freethrow,1 of 2,[],201568,,,1610612737,21,37,2022-03-20T22:39:35Z,1880000,,,0,,D. Gallinari Free Throw 1 of 2 (5 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
191,PT10M46.00S,2022-03-20T22:39:52.1Z,2,REGULAR,freethrow,2 of 2,[],201568,,,1610612737,22,37,2022-03-20T22:39:52Z,1890000,,,0,,D. Gallinari Free Throw 2 of 2 (6 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
192,PT10M35.00S,2022-03-20T22:40:06.9Z,2,REGULAR,foul,offensive,[],1630631,,,1610612740,22,37,2022-03-20T22:40:13Z,1900000,,,0,,J. Alvarado offensive FOUL (3 PF),"[1630631, 1626153]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,2882.0,3.0,0.0,Wright,1626153.0,,,
194,PT10M35.00S,2022-03-20T22:40:06.9Z,2,REGULAR,turnover,offensive foul,[],1630631,,,1610612740,22,37,2022-03-20T22:40:06Z,1920000,,,0,,J. Alvarado offensive foul TURNOVER (1 TO),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,2882.0,,,,,1.0,,
195,PT10M35.00S,2022-03-20T22:40:13.7Z,2,REGULAR,substitution,out,[],1630631,,,1610612737,22,37,2022-03-20T22:40:17Z,1930000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
196,PT10M35.00S,2022-03-20T22:40:13.7Z,2,REGULAR,substitution,in,[],1630230,,,1610612737,22,37,2022-03-20T22:40:17Z,1940000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,
197,PT10M24.00S,2022-03-20T22:40:35.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201568,9.411957950065702,20.833333333333336,1610612737,22,37,2022-03-20T22:40:42Z,1950000,146.0,36.0,1,left,MISS D. Gallinari 15' Jump Shot,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,15.02,Missed,,,,,,,,,,,,,,,,,,
198,PT10M20.00S,2022-03-20T22:40:39.7Z,2,REGULAR,rebound,defensive,[],1627820,,,1610612740,22,37,2022-03-20T22:40:42Z,1960000,,,0,,T. Wallace REBOUND (Off:0 Def:1),[1627820],1610612740.0,NOP,,,,Wallace,T. Wallace,,,,,,,,,,,,,197.0,1.0,1.0,0.0,,,,,,,,
199,PT09M59.00S,2022-03-20T22:41:00.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627820,92.19776609724047,50.245098039215684,1610612740,22,39,2022-03-20T22:41:06Z,1970000,1.0,21.0,1,right,T. Wallace driving Layup (4 PTS) (J. Valanciunas 1 AST),"[1627820, 202685]",1610612740.0,NOP,driving,,,Wallace,T. Wallace,,,,,2.08,Made,4.0,J. Valanciunas,202685.0,1.0,,,,,,,,,,,,,,
201,PT09M51.00S,2022-03-20T22:41:08.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],101150,7.046649145860711,47.05882352941176,1610612737,22,39,2022-03-20T22:41:17Z,1990000,15.0,14.0,1,left,MISS L. Williams driving Layup,[101150],1610612737.0,ATL,driving,,,Williams,L. Williams,,,,,2.01,Missed,,,,,,,,,,,,,,,,,,
202,PT09M49.00S,2022-03-20T22:41:10.5Z,2,REGULAR,rebound,defensive,[],1627820,,,1610612740,22,39,2022-03-20T22:41:17Z,2000000,,,0,,T. Wallace REBOUND (Off:0 Def:2),[1627820],1610612740.0,NOP,,,,Wallace,T. Wallace,,,,,,,,,,,,,201.0,2.0,2.0,0.0,,,,,,,,
203,PT09M44.00S,2022-03-20T22:41:15.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202685,91.14651773981603,45.34313725490196,1610612740,22,39,2022-03-20T22:41:23Z,2010000,-23.0,31.0,1,right,MISS J. Valanciunas running Layup,[202685],1610612740.0,NOP,running,,,Valanciunas,J. Valanciunas,,,,,3.85,Missed,,,,,,,,,,,,,,,,,,
206,PT09M44.00S,2022-03-20T22:41:15.0Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,22,39,2022-03-20T22:41:23Z,2020000,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,203.0,1.0,1.0,0.0,,,,,,,,
207,PT09M32.00S,2022-03-20T22:41:27.3Z,2,REGULAR,3pt,Jump Shot,[],101150,4.944152431011826,96.81372549019608,1610612737,25,39,2022-03-20T22:41:33Z,2030000,-234.0,-6.0,1,left,L. Williams 3PT  (3 PTS) (B. Bogdanovic 1 AST),"[101150, 203992]",1610612737.0,ATL,,,,Williams,L. Williams,,,,,23.42,Made,3.0,B. Bogdanovic,203992.0,1.0,,,,,,,,,,,,,,
209,PT09M19.00S,2022-03-20T22:41:40.2Z,2,REGULAR,3pt,Jump Shot,[],1627820,70.77858081471747,76.7156862745098,1610612740,25,39,2022-03-20T22:41:45Z,2050000,134.0,222.0,1,right,MISS T. Wallace 25' pullup 3PT,[1627820],1610612740.0,NOP,pullup,,,Wallace,T. Wallace,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,
210,PT09M16.00S,2022-03-20T22:41:43.2Z,2,REGULAR,rebound,defensive,[],201568,,,1610612737,25,39,2022-03-20T22:41:45Z,2060000,,,0,,D. Gallinari REBOUND (Off:0 Def:3),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,209.0,3.0,3.0,0.0,,,,,,,,
211,PT09M06.00S,2022-03-20T22:41:53.9Z,2,REGULAR,3pt,Jump Shot,[],201568,27.94021024967148,23.03921568627451,1610612737,28,39,2022-03-20T22:41:58Z,2070000,135.0,210.0,1,left,D. Gallinari 24' 3PT  (9 PTS) (D. Wright 1 AST),"[201568, 1626153]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,24.96,Made,9.0,D. Wright,1626153.0,1.0,,,,,,,,,,,,,,
213,PT09M05.00S,2022-03-20T22:41:58.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,28,39,2022-03-20T22:41:58Z,2090000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M05.00S,2022-03-20T22:43:39.1Z,2,REGULAR,substitution,out,[],1627820,,,1610612740,28,39,2022-03-20T22:44:24Z,2100000,,,0,,SUB out: T. Wallace,[1627820],1610612740.0,NOP,,,,Wallace,T. Wallace,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M05.00S,2022-03-20T22:43:39.1Z,2,REGULAR,substitution,out,[],1629109,,,1610612740,28,39,2022-03-20T22:44:24Z,2110000,,,0,,SUB out: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M05.00S,2022-03-20T22:43:39.1Z,2,REGULAR,substitution,in,[],203468,,,1610612740,28,39,2022-03-20T22:44:24Z,2120000,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M05.00S,2022-03-20T22:43:39.1Z,2,REGULAR,substitution,in,[],1629637,,,1610612740,28,39,2022-03-20T22:44:24Z,2130000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M41.00S,2022-03-20T22:45:16.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203468,91.40932982917214,53.18627450980392,1610612740,28,39,2022-03-20T23:05:50Z,2140000,16.0,28.0,1,right,MISS C. McCollum driving Hook - blocked,"[203468, 1630168]",1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,3.25,Missed,,,,,Okongwu,1630168.0,,,,,,,,,,,,
219,PT08M41.00S,2022-03-20T22:45:16.5Z,2,REGULAR,block,,[],1630168,,,1610612740,28,39,2022-03-20T22:45:19Z,2150000,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M38.00S,2022-03-20T22:45:19.5Z,2,REGULAR,rebound,defensive,[],1626153,,,1610612737,28,39,2022-03-20T22:45:24Z,2160000,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,218.0,1.0,1.0,0.0,,,,,,,,
221,PT08M32.00S,2022-03-20T22:45:25.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,5.863994743758213,50.0,1610612737,30,39,2022-03-20T22:45:30Z,2170000,0.0,3.0,1,left,D. Wright driving Layup (4 PTS),[1626153],1610612737.0,ATL,driving,,,Wright,D. Wright,,,,,0.26,Made,4.0,,,,,,,,,,,,,,,,,
222,PT08M20.00S,2022-03-20T22:45:37.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,82.7365308804205,44.6078431372549,1610612740,30,39,2022-03-20T22:45:44Z,2180000,-27.0,110.0,1,right,MISS J. Valanciunas 11' floating Shot,[202685],1610612740.0,NOP,floating,,,Valanciunas,J. Valanciunas,,,,,11.31,Missed,,,,,,,,,,,,,,,,,,
223,PT08M19.00S,2022-03-20T22:45:38.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,30,39,2022-03-20T22:45:44Z,2190000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,222.0,,,,,,,,,,,
224,PT08M19.00S,2022-03-20T22:45:45.1Z,2,REGULAR,foul,personal,[],1630530,,,1610612737,30,39,2022-03-20T22:45:56Z,2200000,,,0,,T. Murphy III loose ball personal FOUL (2 PF),"[1630530, 201568]",1610612740.0,NOP,loose ball,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,1204.0,2.0,0.0,Gallinari,201568.0,,,
226,PT08M01.00S,2022-03-20T22:46:11.2Z,2,REGULAR,2pt,Jump Shot,[],101150,9.806176084099869,78.92156862745098,1610612737,30,39,2022-03-20T22:46:16Z,2220000,-145.0,40.0,1,left,MISS L. Williams 15' pullup Shot,[101150],1610612737.0,ATL,pullup,,,Williams,L. Williams,,,,,15.0,Missed,,,,,,,,,,,,,,,,,,
227,PT07M58.00S,2022-03-20T22:46:14.2Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,30,39,2022-03-20T22:46:16Z,2230000,,,0,,J. Valanciunas REBOUND (Off:0 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,226.0,4.0,4.0,0.0,,,,,,,,
228,PT07M48.00S,2022-03-20T22:46:25.8Z,2,REGULAR,turnover,out-of-bounds,[],203468,,,1610612740,30,39,2022-03-20T22:46:33Z,2240000,,,0,,C. McCollum bad pass out-of-bounds TURNOVER (1 TO),[203468],1610612740.0,NOP,bad pass,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,202035.0,,,,,1.0,,
229,PT07M40.00S,2022-03-20T22:46:44.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203992,32.802233902759525,52.20588235294118,1610612737,30,39,2022-03-20T22:46:51Z,2250000,-11.0,256.0,1,left,MISS B. Bogdanovic 25' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,
230,PT07M36.00S,2022-03-20T22:46:48.9Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,30,39,2022-03-20T22:46:51Z,2260000,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,229.0,1.0,1.0,0.0,,,,,,,,
231,PT07M32.00S,2022-03-20T22:46:51.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203468,67.36202365308804,50.245098039215684,1610612740,30,42,2022-03-20T22:47:01Z,2270000,1.0,254.0,1,right,C. McCollum 25' 3PT running pullup (6 PTS),[203468],1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,25.43,Made,6.0,,,,,,,,,,,,,,,,,
232,PT07M18.00S,2022-03-20T22:47:09.5Z,2,REGULAR,turnover,out-of-bounds,[],203992,,,1610612737,30,42,2022-03-20T22:47:20Z,2280000,,,0,,B. Bogdanovic lost ball out-of-bounds TURNOVER (2 TO),[203992],1610612737.0,ATL,lost ball,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,202035.0,,,,,2.0,,
233,PT07M18.00S,2022-03-20T22:47:23.6Z,2,REGULAR,substitution,out,[],1630530,,,1610612740,30,42,2022-03-20T22:47:29Z,2290000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M18.00S,2022-03-20T22:47:23.6Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,30,42,2022-03-20T22:47:29Z,2300000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M00.00S,2022-03-20T22:47:39.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203468,74.72076215505913,83.33333333333334,1610612740,30,42,2022-03-20T22:47:45Z,2310000,167.0,185.0,1,right,MISS C. McCollum 24' step back 3PT,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,24.91,Missed,,,,,,,,,,,,,,,,,,
238,PT06M56.00S,2022-03-20T22:47:43.3Z,2,REGULAR,rebound,defensive,[],1626153,,,1610612737,30,42,2022-03-20T22:47:43Z,2320000,,,0,,D. Wright REBOUND (Off:0 Def:2),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,237.0,2.0,2.0,0.0,,,,,,,,
239,PT06M52.00S,2022-03-20T22:47:51.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,30,42,2022-03-20T22:47:51Z,2330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M52.00S,2022-03-20T22:47:52.5Z,2,REGULAR,substitution,out,[],202685,,,1610612737,30,42,2022-03-20T22:47:58Z,2340000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M52.00S,2022-03-20T22:47:52.5Z,2,REGULAR,substitution,in,[],1626195,,,1610612737,30,42,2022-03-20T22:47:58Z,2350000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M46.00S,2022-03-20T22:48:14.2Z,2,REGULAR,2pt,Jump Shot,[],201568,24.917871222076215,37.254901960784316,1610612737,32,42,2022-03-20T22:48:18Z,2360000,64.0,182.0,1,left,D. Gallinari 19' pullup Jump Shot (11 PTS),[201568],1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,19.25,Made,11.0,,,,,,,,,,,,,,,,,
243,PT06M23.00S,2022-03-20T22:48:36.5Z,2,REGULAR,3pt,Jump Shot,[],1629637,89.96386333771353,95.83333333333334,1610612740,32,45,2022-03-20T22:48:41Z,2370000,229.0,42.0,1,right,J. Hayes 3PT pullup (8 PTS),[1629637],1610612740.0,NOP,pullup,,,Hayes,J. Hayes,,,,,23.3,Made,8.0,,,,,,,,,,,,,,,,,
244,PT06M14.00S,2022-03-20T22:48:47.2Z,2,REGULAR,foul,personal,[],1629637,,,1610612737,32,45,2022-03-20T22:49:11Z,2380000,,,0,,J. Hayes personal FOUL (1 PF),"[1629637, 101150]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Williams,101150.0,,,
246,PT06M05.00S,2022-03-20T22:49:18.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201568,6.258212877792378,61.274509803921575,1610612737,34,45,2022-03-20T22:49:25Z,2400000,-56.0,6.0,1,left,D. Gallinari fadeaway Jump Shot (13 PTS),[201568],1610612737.0,ATL,fadeaway,,,Gallinari,D. Gallinari,,,,,5.68,Made,13.0,,,,,,,,,,,,,,,,,
247,PT05M47.00S,2022-03-20T22:49:36.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,82.9993429697766,50.98039215686274,1610612740,34,45,2022-03-20T22:49:42Z,2410000,5.0,107.0,1,right,MISS C. McCollum 10' floating Shot,[203468],1610612740.0,NOP,floating,,,McCollum,C. McCollum,,,,,10.74,Missed,,,,,,,,,,,,,,,,,,
248,PT05M46.00S,2022-03-20T22:49:37.2Z,2,REGULAR,rebound,offensive,[],1626195,,,1610612740,34,45,2022-03-20T23:02:03Z,2420000,,,0,,W. Hernangomez REBOUND (Off:4 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,247.0,6.0,2.0,4.0,,,,,,,,
309,PT05M46.00S,2022-03-20T22:49:38.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,90.62089356110381,49.50980392156863,1610612740,34,45,2022-03-20T22:58:53Z,2425000,-2.0,36.0,1,right,MISS W. Hernangomez tip Layup,[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,3.58,Missed,,,,,,,,,,,,,,,,,,
310,PT05M46.00S,2022-03-20T22:49:38.2Z,2,REGULAR,rebound,offensive,[],1626195,,,1610612740,34,45,2022-03-20T22:58:53Z,2427500,,,0,,W. Hernangomez REBOUND (Off:5 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,309.0,7.0,2.0,5.0,,,,,,,,
249,PT05M43.00S,2022-03-20T22:49:40.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,94.40999984741211,50.0,1610612740,34,45,2022-03-20T22:57:54Z,2430000,0.0,0.0,1,right,MISS W. Hernangomez tip Layup,[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
250,PT05M42.00S,2022-03-20T22:49:42.0Z,2,REGULAR,rebound,offensive,[],1629637,,,1610612740,34,45,2022-03-20T22:49:42Z,2440000,,,0,,J. Hayes REBOUND (Off:3 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,249.0,5.0,2.0,3.0,,,,,,,,
251,PT05M41.00S,2022-03-20T22:49:43.2Z,2,REGULAR,turnover,bad pass,[],1629637,,,1610612740,34,45,2022-03-20T22:49:48Z,2450000,,,0,,J. Hayes bad pass TURNOVER (1 TO),"[1629637, 1626153]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,1.0,Wright,1626153.0
252,PT05M41.00S,2022-03-20T22:49:43.2Z,2,REGULAR,steal,,[],1626153,,,1610612737,34,45,2022-03-20T22:49:45Z,2460000,,,0,,D. Wright STEAL (1 STL),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M35.00S,2022-03-20T22:49:49.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203992,8.09789750328515,28.676470588235293,1610612737,36,45,2022-03-20T22:49:55Z,2470000,107.0,24.0,1,left,B. Bogdanovic 10' driving floating bank Jump Shot (2 PTS) (D. Wright 2 AST),"[203992, 1626153]",1610612737.0,ATL,driving floating bank,,,Bogdanovic,B. Bogdanovic,,,,,10.92,Made,2.0,D. Wright,1626153.0,2.0,,,,,,,,,,,,,,
254,PT05M19.00S,2022-03-20T22:50:05.7Z,2,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612740,36,45,2022-03-20T22:50:30Z,2480000,,,0,,O. Okongwu shooting personal FOUL (3 PF) (Hernangomez 2 FT),"[1630168, 1626195]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,202035.0,3.0,0.0,Hernangomez,1626195.0,,,
256,PT05M19.00S,2022-03-20T22:50:35.2Z,2,REGULAR,freethrow,1 of 2,[],1626195,,,1610612740,36,46,2022-03-20T22:50:35Z,2500000,,,0,,W. Hernangomez Free Throw 1 of 2 (9 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
257,PT05M19.00S,2022-03-20T22:50:36.7Z,2,REGULAR,substitution,out,[],1626153,,,1610612740,36,46,2022-03-20T22:50:50Z,2510000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M19.00S,2022-03-20T22:50:36.7Z,2,REGULAR,substitution,out,[],1630168,,,1610612740,36,46,2022-03-20T22:50:50Z,2520000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M19.00S,2022-03-20T22:50:36.7Z,2,REGULAR,substitution,in,[],203991,,,1610612740,36,46,2022-03-20T22:50:50Z,2530000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M19.00S,2022-03-20T22:50:36.7Z,2,REGULAR,substitution,in,[],1628989,,,1610612740,36,46,2022-03-20T22:50:50Z,2540000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
