actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
185,PT11M24.00S,2022-01-29T01:10:24.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,32,20,2022-01-29T01:10:35Z,1720000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,184.0,,,,,,,,,
186,PT11M24.00S,2022-01-29T01:10:29.9Z,2,REGULAR,foul,personal,[],203992,,,1610612738,32,20,2022-01-29T01:10:42Z,1730000,,,0,,B. Bogdanovic loose ball personal FOUL (1 PF),"[203992, 203935]",1610612737.0,ATL,loose ball,,,Bogdanovic,B. Bogdanovic,,,,,,,,201639.0,1.0,0.0,Smart,203935.0,,,,,,,,,,,,
188,PT11M18.00S,2022-01-29T01:10:53.0Z,2,REGULAR,foul,personal,['2freethrow'],1626153,,,1610612738,32,20,2022-01-29T01:11:22Z,1750000,,,0,,D. Wright shooting personal FOUL (1 PF) (Horford 2 FT),"[1626153, 201143]",1610612737.0,ATL,shooting,,,Wright,D. Wright,,,,,,,,1198.0,1.0,0.0,Horford,201143.0,,,,,,,,,,,,
190,PT11M18.00S,2022-01-29T01:11:23.6Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",201143,,,1610612738,32,20,2022-01-29T01:11:23Z,1770000,,,0,,MISS A. Horford Free Throw 1 of 2,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,Missed,,,,,,,,,,
191,PT11M18.00S,2022-01-29T01:11:23.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,32,20,2022-01-29T01:11:23Z,1780000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,,,
192,PT11M18.00S,2022-01-29T01:11:42.1Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",201143,,,1610612738,32,21,2022-01-29T01:11:42Z,1790000,,,0,,A. Horford Free Throw 2 of 2 (1 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,Made,,,,,1.0,,,,,
193,PT11M05.00S,2022-01-29T01:11:58.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101150,9.411957950065702,42.40196078431372,1610612737,34,21,2022-01-29T01:12:04Z,1800000,38.0,36.0,1,left,L. Williams driving floating bank Jump Shot (8 PTS) (B. Bogdanovic 3 AST),"[101150, 203992]",1610612737.0,ATL,driving floating bank,,,Williams,L. Williams,,,,,,,,,,,,,5.23,Made,,,,,8.0,,,B. Bogdanovic,203992.0,3.0
195,PT10M51.00S,2022-01-29T01:12:12.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,92.72339027595268,50.49019607843137,1610612738,34,23,2022-01-29T01:12:19Z,1820000,2.0,16.0,1,right,M. Smart driving Layup (5 PTS) (A. Nesmith 1 AST),"[203935, 1630174]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,,,,,,1.61,Made,,,,,5.0,,,A. Nesmith,1630174.0,1.0
197,PT10M37.00S,2022-01-29T01:12:30.0Z,2,REGULAR,foul,personal,[],1630174,,,1610612737,34,23,2022-01-29T01:13:03Z,1840000,,,0,,A. Nesmith personal FOUL (1 PF),"[1630174, 203992]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,201639.0,1.0,0.0,Bogdanovic,203992.0,,,,,,,,,,,,
199,PT10M29.00S,2022-01-29T01:13:13.2Z,2,REGULAR,3pt,Jump Shot,[],203992,26.231931668856767,84.55882352941177,1610612737,34,23,2022-01-29T01:13:19Z,1860000,-173.0,194.0,1,left,MISS B. Bogdanovic 25' step back 3PT,[203992],1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,25.99,Missed,,,,,,,,,,
200,PT10M26.00S,2022-01-29T01:13:16.2Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,34,23,2022-01-29T01:13:19Z,1870000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,199.0,1.0,1.0,0.0,,,,,,
201,PT10M20.00S,2022-01-29T01:13:22.0Z,2,REGULAR,3pt,Jump Shot,[],1629684,96.5341655716163,95.09803921568627,1610612738,34,23,2022-01-29T01:13:27Z,1880000,225.0,-20.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,22.64,Missed,,,,,,,,,,
202,PT10M16.00S,2022-01-29T01:13:25.9Z,2,REGULAR,rebound,offensive,[],201143,,,1610612738,34,23,2022-01-29T01:13:25Z,1890000,,,0,,A. Horford REBOUND (Off:1 Def:0),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,201.0,1.0,0.0,1.0,,,,,,
203,PT10M12.00S,2022-01-29T01:13:29.7Z,2,REGULAR,foul,personal,['2freethrow'],201568,,,1610612738,34,23,2022-01-29T01:13:55Z,1900000,,,0,,D. Gallinari shooting personal FOUL (1 PF) (Tatum 2 FT),"[201568, 1628369]",1610612737.0,ATL,shooting,,,Gallinari,D. Gallinari,,,,,,,,201639.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,
205,PT10M12.00S,2022-01-29T01:13:56.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628369,,,1610612738,34,24,2022-01-29T01:13:56Z,1920000,,,0,,J. Tatum Free Throw 1 of 2 (2 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,Made,,,,,2.0,,,,,
206,PT10M12.00S,2022-01-29T01:14:10.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628369,,,1610612738,34,25,2022-01-29T01:14:10Z,1930000,,,0,,J. Tatum Free Throw 2 of 2 (3 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,Made,,,,,3.0,,,,,
207,PT10M01.00S,2022-01-29T01:14:27.1Z,2,REGULAR,foul,personal,[],1630174,,,1610612737,34,25,2022-01-29T01:14:35Z,1940000,,,0,,A. Nesmith personal FOUL (2 PF),"[1630174, 203992]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,1199.0,2.0,0.0,Bogdanovic,203992.0,,,,,,,,,,,,
209,PT09M49.00S,2022-01-29T01:15:01.2Z,2,REGULAR,2pt,Jump Shot,[],203992,20.97568988173456,16.176470588235293,1610612737,36,25,2022-01-29T01:15:07Z,1960000,169.0,145.0,1,left,B. Bogdanovic 22' step back Jump Shot (4 PTS),[203992],1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,22.26,Made,,,,,4.0,,,,,
210,PT09M38.00S,2022-01-29T01:15:12.7Z,2,REGULAR,2pt,Jump Shot,[],1628369,77.87450722733246,18.872549019607842,1610612738,36,25,2022-01-29T01:17:59Z,1970000,-156.0,155.0,1,right,MISS J. Tatum 22' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,,,,22.0,Missed,,,,,,,,,,
211,PT09M33.00S,2022-01-29T01:15:17.7Z,2,REGULAR,rebound,offensive,[],203935,,,1610612738,36,25,2022-01-29T01:17:56Z,1980000,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,210.0,2.0,1.0,1.0,,,,,,
212,PT09M33.00S,2022-01-29T01:15:18.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630174,72.61826544021025,80.3921568627451,1610612738,36,25,2022-01-29T01:15:23Z,1990000,152.0,205.0,1,right,MISS A. Nesmith 25' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,25.51,Missed,,,,,,,,,,
213,PT09M33.00S,2022-01-29T01:15:18.1Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,36,25,2022-01-29T01:15:23Z,2000000,,,0,,J. Tatum REBOUND (Off:1 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,212.0,2.0,1.0,1.0,,,,,,
214,PT09M25.00S,2022-01-29T01:15:25.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630174,92.32917214191852,44.6078431372549,1610612738,36,27,2022-01-29T01:15:31Z,2010000,-27.0,20.0,1,right,A. Nesmith Layup (2 PTS) (J. Tatum 1 AST),"[1630174, 1628369]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,3.34,Made,,,,,2.0,,,J. Tatum,1628369.0,1.0
216,PT09M15.00S,2022-01-29T01:15:34.9Z,2,REGULAR,3pt,Jump Shot,[],203992,25.18068331143233,14.215686274509803,1610612737,39,27,2022-01-29T01:15:41Z,2030000,179.0,184.0,1,left,B. Bogdanovic 25' 3PT  (7 PTS) (L. Williams 1 AST),"[203992, 101150]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,25.68,Made,,,,,7.0,,,L. Williams,101150.0,1.0
218,PT09M00.00S,2022-01-29T01:15:49.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.85479632063075,50.0,1610612738,39,27,2022-01-29T01:15:56Z,2050000,0.0,15.0,1,right,MISS J. Tatum driving Layup - blocked,"[1628369, 1630168]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,,,,1.47,Missed,,,,,,Okongwu,1630168.0,,,
219,PT09M00.00S,2022-01-29T01:15:49.7Z,2,REGULAR,block,,[],1630168,,,1610612738,39,27,2022-01-29T01:15:52Z,2060000,,,0,,O. Okongwu BLOCK (2 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M58.00S,2022-01-29T01:15:51.7Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,39,27,2022-01-29T01:15:56Z,2070000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,218.0,1.0,1.0,0.0,,,,,,
221,PT08M48.00S,2022-01-29T01:16:02.7Z,2,REGULAR,2pt,Jump Shot,[],201568,26.888961892247043,36.76470588235294,1610612737,41,27,2022-01-29T01:16:08Z,2080000,66.0,200.0,1,left,D. Gallinari 21' step back Jump Shot (4 PTS) (L. Williams 2 AST),"[201568, 101150]",1610612737.0,ATL,step back,,,Gallinari,D. Gallinari,,,,,,,,,,,,,21.1,Made,,,,,4.0,,,L. Williams,101150.0,2.0
223,PT08M45.00S,2022-01-29T01:16:08.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,41,27,2022-01-29T01:16:08Z,2100000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M45.00S,2022-01-29T01:19:09.5Z,2,REGULAR,substitution,out,[],201143,,,1610612738,41,27,2022-01-29T01:19:21Z,2110000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M45.00S,2022-01-29T01:19:09.5Z,2,REGULAR,substitution,out,[],1630174,,,1610612738,41,27,2022-01-29T01:19:21Z,2120000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M45.00S,2022-01-29T01:19:09.5Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,41,27,2022-01-29T01:19:21Z,2130000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M45.00S,2022-01-29T01:19:09.5Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,41,27,2022-01-29T01:19:21Z,2140000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M36.00S,2022-01-29T01:19:22.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,92.46057818659659,46.568627450980394,1610612738,41,29,2022-01-29T01:21:20Z,2160000,-17.0,18.0,1,right,R. Williams III reverse Layup (8 PTS) (J. Brown 2 AST),"[1629057, 1627759]",1610612738.0,BOS,reverse,,,Williams III,R. Williams III,,,,,,,,,,,,,2.52,Made,,,,,8.0,,,J. Brown,1627759.0,2.0
239,PT08M36.00S,2022-01-29T01:19:29.7Z,2,REGULAR,foul,personal,['1freethrow'],1630168,,,1610612738,41,29,2022-01-29T01:19:39Z,2180000,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Williams III 1 FT),"[1630168, 1629057]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,,,,201639.0,1.0,0.0,Williams III,1629057.0,,,,,,,,,,,,
241,PT08M36.00S,2022-01-29T01:19:48.4Z,2,REGULAR,freethrow,1 of 1,[],1629057,,,1610612738,41,30,2022-01-29T01:19:48Z,2200000,,,0,,R. Williams III Free Throw 1 of 1 (9 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,Made,,,,,9.0,,,,,
242,PT08M23.00S,2022-01-29T01:20:02.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,16.376478318002626,63.970588235294116,1610612737,41,30,2022-01-29T01:20:08Z,2210000,-70.0,101.0,1,left,MISS B. Bogdanovic 12' step back Shot,[203992],1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,12.32,Missed,,,,,,,,,,
243,PT08M19.00S,2022-01-29T01:20:06.9Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,41,30,2022-01-29T01:20:08Z,2220000,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,242.0,5.0,3.0,2.0,,,,,,
244,PT08M03.00S,2022-01-29T01:20:21.9Z,2,REGULAR,3pt,Jump Shot,[],1627759,71.04139290407359,74.75490196078431,1610612738,41,30,2022-01-29T01:20:26Z,2230000,124.0,220.0,1,right,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,,,,,,25.22,Missed,,,,,,,,,,
245,PT08M00.00S,2022-01-29T01:20:24.9Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,41,30,2022-01-29T01:20:26Z,2240000,,,0,,R. Williams III REBOUND (Off:3 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,244.0,6.0,3.0,3.0,,,,,,
246,PT07M59.00S,2022-01-29T01:20:28.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203992,,,1610612738,41,30,2022-01-29T01:20:52Z,2250000,,,0,,B. Bogdanovic personal FOUL (2 PF) (Tatum 2 FT),"[203992, 1628369]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,1199.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,
248,PT07M59.00S,2022-01-29T01:20:53.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628369,,,1610612738,41,31,2022-01-29T01:20:53Z,2270000,,,0,,J. Tatum Free Throw 1 of 2 (4 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,Made,,,,,4.0,,,,,
249,PT07M59.00S,2022-01-29T01:21:08.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628369,,,1610612738,41,32,2022-01-29T01:21:08Z,2280000,,,0,,J. Tatum Free Throw 2 of 2 (5 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,Made,,,,,5.0,,,,,
250,PT07M48.00S,2022-01-29T01:21:22.6Z,2,REGULAR,2pt,Jump Shot,[],101150,24.26084099868594,74.75490196078431,1610612737,41,32,2022-01-29T01:21:30Z,2290000,-124.0,176.0,1,left,MISS L. Williams 21' pullup Shot,[101150],1610612737.0,ATL,pullup,,,Williams,L. Williams,,,,,,,,,,,,,21.49,Missed,,,,,,,,,,
251,PT07M45.00S,2022-01-29T01:21:25.6Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,41,32,2022-01-29T01:21:30Z,2300000,,,0,,R. Williams III REBOUND (Off:3 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,250.0,7.0,4.0,3.0,,,,,,
252,PT07M33.00S,2022-01-29T01:21:37.6Z,2,REGULAR,2pt,Jump Shot,[],1628369,88.38699080157687,17.647058823529413,1610612738,41,34,2022-01-29T01:21:43Z,2310000,-162.0,57.0,1,right,J. Tatum 17' pullup Jump Shot (7 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,,,,17.14,Made,,,,,7.0,,,,,
254,PT07M14.00S,2022-01-29T01:21:57.1Z,2,REGULAR,turnover,bad pass,[],203992,,,1610612737,41,34,2022-01-29T01:22:04Z,2330000,,,0,,B. Bogdanovic bad pass TURNOVER (1 TO),"[203992, 1629684]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,1.0,Williams,1629684.0,,,,,,,,,,,,,,,,,
255,PT07M14.00S,2022-01-29T01:21:57.1Z,2,REGULAR,steal,,[],1629684,,,1610612738,41,34,2022-01-29T01:21:59Z,2340000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M59.00S,2022-01-29T01:22:11.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,75.50919842312747,83.57843137254902,1610612738,41,34,2022-01-29T01:22:17Z,2350000,168.0,178.0,1,right,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,24.45,Missed,,,,,,,,,,
257,PT06M56.00S,2022-01-29T01:22:14.8Z,2,REGULAR,rebound,defensive,[],201568,,,1610612737,41,34,2022-01-29T01:22:17Z,2360000,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,256.0,1.0,1.0,0.0,,,,,,
258,PT06M46.00S,2022-01-29T01:22:25.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201568,6.521024967148489,49.50980392156863,1610612737,43,34,2022-01-29T01:22:31Z,2370000,2.0,9.0,1,left,D. Gallinari driving Layup (6 PTS),[201568],1610612737.0,ATL,driving,,,Gallinari,D. Gallinari,,,,,,,,,,,,,0.91,Made,,,,,6.0,,,,,
259,PT06M33.00S,2022-01-29T01:22:37.8Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,43,34,2022-01-29T01:22:45Z,2380000,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 101150]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2.0,Williams,101150.0,,,,,,,,,,,,,,,,,
260,PT06M33.00S,2022-01-29T01:22:37.8Z,2,REGULAR,steal,,[],101150,,,1610612737,43,34,2022-01-29T01:22:39Z,2390000,,,0,,L. Williams STEAL (1 STL),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M28.00S,2022-01-29T01:22:43.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203992,7.178055190538765,49.01960784313725,1610612737,45,34,2022-01-29T01:22:54Z,2400000,5.0,15.0,1,left,B. Bogdanovic running Layup (9 PTS) (L. Williams 3 AST),"[203992, 101150]",1610612737.0,ATL,running,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,1.58,Made,,,,,9.0,,,L. Williams,101150.0,3.0
263,PT06M18.00S,2022-01-29T01:22:54.1Z,2,REGULAR,2pt,Jump Shot,[],1629684,97.45400788436268,9.313725490196079,1610612738,45,34,2022-01-29T01:27:44Z,2420000,-203.0,-29.0,1,right,MISS G. Williams 20' Jump Shot - blocked,"[1629684, 1626153]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,20.54,Missed,,,,,,Wright,1626153.0,,,
264,PT06M18.00S,2022-01-29T01:22:54.1Z,2,REGULAR,block,,[],1626153,,,1610612738,45,34,2022-01-29T01:22:57Z,2430000,,,0,,D. Wright BLOCK (1 BLK),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M17.00S,2022-01-29T01:22:55.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,45,34,2022-01-29T01:23:25Z,2440000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,263.0,,,,,,,,,
266,PT06M17.00S,2022-01-29T01:22:59.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,45,34,2022-01-29T01:22:59Z,2450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M17.00S,2022-01-29T01:23:02.0Z,2,REGULAR,substitution,out,[],1626153,,,1610612738,45,34,2022-01-29T01:23:14Z,2460000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M17.00S,2022-01-29T01:23:02.0Z,2,REGULAR,substitution,out,[],101150,,,1610612738,45,34,2022-01-29T01:23:14Z,2470000,,,0,,SUB out: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M17.00S,2022-01-29T01:23:02.0Z,2,REGULAR,substitution,out,[],203992,,,1610612738,45,34,2022-01-29T01:23:14Z,2480000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
270,PT06M17.00S,2022-01-29T01:23:02.0Z,2,REGULAR,substitution,out,[],1630168,,,1610612738,45,34,2022-01-29T01:23:14Z,2490000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
271,PT06M17.00S,2022-01-29T01:23:02.0Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,45,34,2022-01-29T01:23:14Z,2500000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
272,PT06M17.00S,2022-01-29T01:23:02.0Z,2,REGULAR,substitution,in,[],1628989,,,1610612738,45,34,2022-01-29T01:23:14Z,2510000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
273,PT06M17.00S,2022-01-29T01:23:02.0Z,2,REGULAR,substitution,in,[],1629631,,,1610612738,45,34,2022-01-29T01:23:14Z,2520000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,
274,PT06M17.00S,2022-01-29T01:23:02.0Z,2,REGULAR,substitution,in,[],1629027,,,1610612738,45,34,2022-01-29T01:23:14Z,2530000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
275,PT06M17.00S,2022-01-29T01:23:02.0Z,2,REGULAR,substitution,in,[],1628381,,,1610612738,45,34,2022-01-29T01:23:14Z,2540000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
276,PT06M17.00S,2022-01-29T01:23:02.0Z,2,REGULAR,substitution,in,[],1626196,,,1610612738,45,34,2022-01-29T01:23:14Z,2550000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
277,PT06M04.00S,2022-01-29T01:23:33.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626196,84.31340341655716,41.66666666666667,1610612738,45,34,2022-01-29T01:33:44Z,2560000,-42.0,95.0,1,right,MISS J. Richardson 10' driving floating Shot,[1626196],1610612738.0,BOS,driving floating,,,Richardson,J. Richardson,,,,,,,,,,,,,10.37,Missed,,,,,,,,,,
278,PT06M01.00S,2022-01-29T01:23:36.6Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,45,34,2022-01-29T01:23:39Z,2570000,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,277.0,2.0,2.0,0.0,,,,,,
279,PT05M53.00S,2022-01-29T01:23:44.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,5.075558475689881,50.49019607843137,1610612737,47,34,2022-01-29T01:23:50Z,2580000,-2.0,-5.0,1,left,J. Collins alley-oop DUNK (6 PTS) (T. Young 3 AST),"[1628381, 1629027]",1610612737.0,ATL,alley-oop,,,Collins,J. Collins,,,,,,,,,,,,,0.54,Made,,,,,6.0,,,T. Young,1629027.0,3.0
281,PT05M45.00S,2022-01-29T01:23:55.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628989,,,1610612738,47,34,2022-01-29T01:24:27Z,2600000,,,0,,K. Huerter shooting personal FOUL (2 PF) (Williams III 2 FT),"[1628989, 1629057]",1610612737.0,ATL,shooting,,,Huerter,K. Huerter,,,,,,,,201639.0,2.0,0.0,Williams III,1629057.0,,,,,,,,,,,,
283,PT05M45.00S,2022-01-29T01:24:28.1Z,2,REGULAR,freethrow,1 of 2,[],1629057,,,1610612738,47,35,2022-01-29T01:24:28Z,2620000,,,0,,R. Williams III Free Throw 1 of 2 (10 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,Made,,,,,10.0,,,,,
284,PT05M45.00S,2022-01-29T01:24:31.0Z,2,REGULAR,substitution,out,[],201568,,,1610612738,47,35,2022-01-29T01:24:35Z,2630000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
285,PT05M45.00S,2022-01-29T01:24:31.0Z,2,REGULAR,substitution,in,[],203991,,,1610612738,47,35,2022-01-29T01:24:35Z,2640000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
