actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
31,PT09M18.00S,2022-03-13T23:13:38.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629027,93.51182654402102,51.470588235294116,1610612737,10,5,2022-03-13T23:13:45Z,310000,7.0,8.0,1,right,T. Young running Layup (5 PTS),[1629027],1610612737.0,ATL,running,,,Young,T. Young,,,,,,,,1.13,Made,,,,,,,5.0,,,,,,,,
32,PT09M18.00S,2022-03-13T23:13:41.7Z,1,REGULAR,foul,personal,['1freethrow'],1627741,,,1610612737,10,5,2022-03-13T23:13:58Z,320000,,,0,,B. Hield shooting personal FOUL (1 PF) (Young 1 FT),"[1627741, 1629027]",1610612754.0,IND,shooting,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,203592.0,1.0,0.0,Young,1629027.0
34,PT09M18.00S,2022-03-13T23:14:00.7Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629027,,,1610612737,11,5,2022-03-13T23:14:00Z,340000,,,0,,T. Young Free Throw 1 of 1 (6 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,Made,,,,,,,6.0,,,,,,,,
35,PT09M06.00S,2022-03-13T23:14:14.4Z,1,REGULAR,2pt,Jump Shot,[],1630169,10.200394218134035,21.813725490196077,1610612754,11,5,2022-03-13T23:14:19Z,350000,141.0,43.0,1,left,MISS T. Haliburton 14' pullup Shot,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,,,,14.74,Missed,,,,,,,,,,,,,,,
36,PT09M03.00S,2022-03-13T23:14:17.4Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,11,5,2022-03-13T23:14:19Z,360000,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,
37,PT08M55.00S,2022-03-13T23:14:25.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,93.51182654402102,50.245098039215684,1610612737,13,5,2022-03-13T23:14:31Z,370000,1.0,8.0,1,right,C. Capela alley-oop DUNK (4 PTS) (T. Young 1 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,,,,0.86,Made,,,,,,,4.0,T. Young,1629027.0,1.0,,,,,
39,PT08M55.00S,2022-03-13T23:14:30.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,13,5,2022-03-13T23:14:30Z,390000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M38.00S,2022-03-13T23:17:36.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627741,14.799605781865965,59.31372549019608,1610612754,13,5,2022-03-13T23:17:41Z,400000,-47.0,87.0,1,left,MISS B. Hield 9' pullup Shot,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,,,,9.83,Missed,,,,,,,,,,,,,,,
41,PT08M35.00S,2022-03-13T23:17:39.4Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,13,5,2022-03-13T23:17:41Z,410000,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,40.0,2.0,2.0,0.0,,,,,,,,,,,
42,PT08M25.00S,2022-03-13T23:17:49.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,87.72996057818659,52.450980392156865,1610612737,15,5,2022-03-13T23:17:58Z,420000,12.0,63.0,1,right,D. Hunter 6' turnaround Jump Shot (2 PTS) (T. Young 2 AST),"[1629631, 1629027]",1610612737.0,ATL,turnaround,,,Hunter,D. Hunter,,,,,,,,6.4,Made,,,,,,,2.0,T. Young,1629027.0,2.0,,,,,
44,PT08M11.00S,2022-03-13T23:18:03.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,5.995400788436268,50.245098039215684,1610612754,15,7,2022-03-13T23:18:08Z,440000,-1.0,4.0,1,left,I. Jackson alley-oop DUNK (2 PTS) (O. Brissett 1 AST),"[1630543, 1629052]",1610612754.0,IND,alley-oop,,,Jackson,I. Jackson,,,,,,,,0.41,Made,,,,,,,2.0,O. Brissett,1629052.0,1.0,,,,,
46,PT07M58.00S,2022-03-13T23:18:15.8Z,1,REGULAR,3pt,Jump Shot,[],201568,75.3777923784494,13.725490196078432,1610612737,15,7,2022-03-13T23:18:21Z,460000,-181.0,179.0,1,right,MISS D. Gallinari 25' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,25.48,Missed,,,,,,,,,,,,,,,
47,PT07M55.00S,2022-03-13T23:18:18.8Z,1,REGULAR,rebound,defensive,[],1630678,,,1610612754,15,7,2022-03-13T23:18:21Z,470000,,,0,,T. Taylor REBOUND (Off:0 Def:1),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,
48,PT07M47.00S,2022-03-13T23:18:26.7Z,1,REGULAR,3pt,Jump Shot,[],1630678,13.61695137976347,4.901960784313726,1610612754,15,10,2022-03-13T23:18:31Z,480000,225.0,75.0,1,left,T. Taylor 3PT  (3 PTS) (T. Haliburton 1 AST),"[1630678, 1630169]",1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,23.78,Made,,,,,,,3.0,T. Haliburton,1630169.0,1.0,,,,,
50,PT07M32.00S,2022-03-13T23:18:42.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,83.39356110381078,39.950980392156865,1610612737,15,10,2022-03-13T23:19:18Z,500000,-50.0,104.0,1,right,MISS K. Huerter 11' floating Shot,[1628989],1610612737.0,ATL,floating,,,Huerter,K. Huerter,,,,,,,,11.51,Missed,,,,,,,,,,,,,,,
51,PT07M29.00S,2022-03-13T23:18:45.5Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,15,10,2022-03-13T23:18:49Z,510000,,,0,,I. Jackson REBOUND (Off:0 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,50.0,2.0,2.0,0.0,,,,,,,,,,,
52,PT07M12.00S,2022-03-13T23:19:02.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,5.338370565045992,51.9607843137255,1610612754,15,12,2022-03-13T23:19:08Z,520000,-10.0,-2.0,1,left,B. Hield driving Layup (2 PTS),[1627741],1610612754.0,IND,driving,,,Hield,B. Hield,,,,,,,,1.01,Made,,,,,,,2.0,,,,,,,,
53,PT06M57.00S,2022-03-13T23:19:19.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,15,12,2022-03-13T23:19:19Z,530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M54.00S,2022-03-13T23:19:35.2Z,1,REGULAR,3pt,Jump Shot,[],1629027,96.13994743758212,3.6764705882352944,1610612737,18,12,2022-03-13T23:19:40Z,540000,-232.0,-16.0,1,right,T. Young 3PT  (9 PTS) (C. Capela 1 AST),"[1629027, 203991]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,23.22,Made,,,,,,,9.0,C. Capela,203991.0,1.0,,,,,
56,PT06M45.00S,2022-03-13T23:19:45.5Z,1,REGULAR,foul,offensive,[],1629052,,,1610612754,18,12,2022-03-13T23:19:55Z,560000,,,0,,O. Brissett charge offensive FOUL (1 PF),"[1629052, 203991]",1610612754.0,IND,charge,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Capela,203991.0
58,PT06M45.00S,2022-03-13T23:19:45.5Z,1,REGULAR,turnover,offensive foul,[],1629052,,,1610612754,18,12,2022-03-13T23:19:45Z,580000,,,0,,O. Brissett offensive foul TURNOVER (1 TO),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,1.0,,,,,,,,,,,,,,,1162.0,,,,
59,PT06M45.00S,2022-03-13T23:20:00.0Z,1,REGULAR,substitution,out,[],1629052,,,1610612737,18,12,2022-03-13T23:20:13Z,590000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M45.00S,2022-03-13T23:20:00.0Z,1,REGULAR,substitution,out,[],1630169,,,1610612737,18,12,2022-03-13T23:20:13Z,600000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M45.00S,2022-03-13T23:20:00.0Z,1,REGULAR,substitution,in,[],1626208,,,1610612737,18,12,2022-03-13T23:20:13Z,610000,,,0,,SUB in: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M45.00S,2022-03-13T23:20:00.0Z,1,REGULAR,substitution,in,[],1630613,,,1610612737,18,12,2022-03-13T23:20:13Z,620000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M36.00S,2022-03-13T23:20:26.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,58.6892247043364,49.754901960784316,1610612737,21,12,2022-03-13T23:20:32Z,630000,-1.0,336.0,1,right,T. Young 33' 3PT pullup (12 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,,,,33.58,Made,,,,,,,12.0,,,,,,,,
64,PT06M18.00S,2022-03-13T23:20:44.3Z,1,REGULAR,3pt,Jump Shot,[],1630613,6.783837056504599,95.83333333333334,1610612754,21,15,2022-03-13T23:20:49Z,640000,-229.0,11.0,1,left,D. Washington Jr. 3PT  (3 PTS) (B. Hield 1 AST),"[1630613, 1627741]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,22.95,Made,,,,,,,3.0,B. Hield,1627741.0,1.0,,,,,
66,PT05M57.00S,2022-03-13T23:21:06.1Z,1,REGULAR,2pt,Jump Shot,[],201568,76.16622864651774,28.431372549019606,1610612737,21,15,2022-03-13T23:21:11Z,660000,-108.0,172.0,1,right,MISS D. Gallinari 20' pullup Shot,[201568],1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,,,,20.26,Missed,,,,,,,,,,,,,,,
67,PT05M53.00S,2022-03-13T23:21:10.1Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,21,15,2022-03-13T23:21:11Z,670000,,,0,,I. Jackson REBOUND (Off:0 Def:3),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,66.0,3.0,3.0,0.0,,,,,,,,,,,
68,PT05M48.00S,2022-03-13T23:21:15.2Z,1,REGULAR,3pt,Jump Shot,[],1630613,20.45006570302234,92.40196078431373,1610612754,21,15,2022-03-13T23:21:24Z,680000,-212.0,140.0,1,left,MISS D. Washington Jr. 25' 3PT,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,25.39,Missed,,,,,,,,,,,,,,,
69,PT05M45.00S,2022-03-13T23:21:18.2Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612737,21,15,2022-03-13T23:21:24Z,690000,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,68.0,1.0,1.0,0.0,,,,,,,,,,,
70,PT05M38.00S,2022-03-13T23:21:24.9Z,1,REGULAR,2pt,Jump Shot,[],1629027,78.13731931668858,49.50980392156863,1610612737,21,15,2022-03-13T23:21:30Z,700000,-2.0,153.0,1,right,MISS T. Young 15' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,,,,15.3,Missed,,,,,,,,,,,,,,,
71,PT05M35.00S,2022-03-13T23:21:27.9Z,1,REGULAR,rebound,defensive,[],1630613,,,1610612754,21,15,2022-03-13T23:21:30Z,710000,,,0,,D. Washington Jr. REBOUND (Off:0 Def:1),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,70.0,1.0,1.0,0.0,,,,,,,,,,,
72,PT05M15.00S,2022-03-13T23:21:47.7Z,1,REGULAR,turnover,bad pass,[],1627741,,,1610612754,21,15,2022-03-13T23:21:54Z,720000,,,0,,B. Hield bad pass TURNOVER (1 TO),"[1627741, 203991]",1610612754.0,IND,,,,Hield,B. Hield,,,,,1.0,Capela,203991.0,,,,,,,,,,,,,,,,,
73,PT05M15.00S,2022-03-13T23:21:47.7Z,1,REGULAR,steal,,[],203991,,,1610612737,21,15,2022-03-13T23:21:50Z,730000,,,0,,C. Capela STEAL (2 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M03.00S,2022-03-13T23:21:59.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203991,86.94152431011827,43.38235294117647,1610612737,23,15,2022-03-13T23:22:07Z,740000,-33.0,70.0,1,right,C. Capela 7' driving Hook (6 PTS) (D. Hunter 1 AST),"[203991, 1629631]",1610612737.0,ATL,driving,,,Capela,C. Capela,,,,,,,,7.76,Made,,,,,,,6.0,D. Hunter,1629631.0,1.0,,,,,
76,PT04M49.00S,2022-03-13T23:22:13.4Z,1,REGULAR,3pt,Jump Shot,[],1630543,29.25427069645204,72.05882352941177,1610612754,23,18,2022-03-13T23:22:18Z,760000,-110.0,222.0,1,left,I. Jackson 24' 3PT  (5 PTS) (D. Washington Jr. 1 AST),"[1630543, 1630613]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,24.83,Made,,,,,,,5.0,D. Washington Jr.,1630613.0,1.0,,,,,
78,PT04M40.00S,2022-03-13T23:22:22.7Z,1,REGULAR,3pt,Jump Shot,[],1629631,73.66951379763469,13.23529411764706,1610612737,23,18,2022-03-13T23:22:26Z,780000,-184.0,195.0,1,right,MISS D. Hunter 26' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,26.8,Missed,,,,,,,,,,,,,,,
79,PT04M38.00S,2022-03-13T23:22:25.0Z,1,REGULAR,rebound,defensive,[],1630613,,,1610612754,23,18,2022-03-13T23:22:25Z,790000,,,0,,D. Washington Jr. REBOUND (Off:0 Def:2),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,78.0,2.0,2.0,0.0,,,,,,,,,,,
80,PT04M32.00S,2022-03-13T23:22:31.0Z,1,REGULAR,turnover,bad pass,[],1630613,,,1610612754,23,18,2022-03-13T23:22:36Z,800000,,,0,,D. Washington Jr. bad pass TURNOVER (1 TO),"[1630613, 203991]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,1.0,Capela,203991.0,,,,,,,,,,,,,,,,,
81,PT04M32.00S,2022-03-13T23:22:31.0Z,1,REGULAR,steal,,[],203991,,,1610612737,23,18,2022-03-13T23:22:33Z,810000,,,0,,C. Capela STEAL (3 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M25.00S,2022-03-13T23:22:37.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,86.67871222076215,96.32352941176471,1610612737,26,18,2022-03-13T23:22:43Z,820000,232.0,73.0,1,right,K. Huerter 24' 3PT  (6 PTS) (C. Capela 2 AST),"[1628989, 203991]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,24.27,Made,,,,,,,6.0,C. Capela,203991.0,2.0,,,,,
84,PT04M10.00S,2022-03-13T23:22:52.2Z,1,REGULAR,3pt,Jump Shot,[],1627741,20.71287779237845,91.66666666666666,1610612754,26,21,2022-03-13T23:22:58Z,840000,-208.0,142.0,1,left,B. Hield 25' 3PT pullup (5 PTS),[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,,,,25.22,Made,,,,,,,5.0,,,,,,,,
85,PT04M02.00S,2022-03-13T23:23:06.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,26,21,2022-03-13T23:23:06Z,850000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M02.00S,2022-03-13T23:25:29.5Z,1,REGULAR,substitution,out,[],201568,,,1610612737,26,21,2022-03-13T23:25:46Z,860000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M02.00S,2022-03-13T23:25:29.5Z,1,REGULAR,substitution,out,[],203991,,,1610612737,26,21,2022-03-13T23:25:46Z,870000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M02.00S,2022-03-13T23:25:29.5Z,1,REGULAR,substitution,out,[],1630543,,,1610612737,26,21,2022-03-13T23:25:46Z,880000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M02.00S,2022-03-13T23:25:29.5Z,1,REGULAR,substitution,in,[],203992,,,1610612737,26,21,2022-03-13T23:25:46Z,890000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
