actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
94,PT03M12.00S,2022-01-22T00:59:41.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,92.72339027595268,49.754901960784316,1610612737,22,21,2022-01-22T01:00:01Z,940000,-1.0,16.0,1,right,C. Capela DUNK (2 PTS) (J. Collins 2 AST),"[203991, 1628381]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,1.59,Made,2.0,J. Collins,1628381.0,2.0,,,,,,,,,,,,,,,
96,PT02M53.00S,2022-01-22T00:59:59.9Z,1,REGULAR,3pt,Jump Shot,[],1629622,28.203022339027594,78.18627450980392,1610612748,22,24,2022-01-22T01:00:05Z,960000,-141.0,213.0,1,left,M. Strus 25' 3PT  (3 PTS) (B. Adebayo 3 AST),"[1629622, 1628389]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,25.51,Made,3.0,B. Adebayo,1628389.0,3.0,,,,,,,,,,,,,,,
98,PT02M28.00S,2022-01-22T01:00:25.4Z,1,REGULAR,3pt,Jump Shot,[],1629027,74.19513797634691,85.5392156862745,1610612737,22,24,2022-01-22T01:00:30Z,980000,178.0,190.0,1,right,MISS T. Young 26' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,,
99,PT02M24.00S,2022-01-22T01:00:29.4Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,22,24,2022-01-22T01:00:30Z,990000,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,98.0,2.0,2.0,0.0,,,,,,,,,
100,PT02M15.00S,2022-01-22T01:00:39.3Z,1,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,22,24,2022-01-22T01:00:51Z,1000000,,,0,,B. Adebayo bad pass out-of-bounds TURNOVER (2 TO),[1628389],1610612748.0,MIA,bad pass,,,Adebayo,B. Adebayo,,,,,,,,,,,201640.0,2.0,,,,,,,,,,,,,
101,PT02M15.00S,2022-01-22T01:00:43.8Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,22,24,2022-01-22T01:01:05Z,1010000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M15.00S,2022-01-22T01:00:43.8Z,1,REGULAR,substitution,out,[],1629631,,,1610612737,22,24,2022-01-22T01:01:05Z,1020000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M15.00S,2022-01-22T01:00:43.8Z,1,REGULAR,substitution,out,[],1628389,,,1610612737,22,24,2022-01-22T01:01:05Z,1030000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M15.00S,2022-01-22T01:00:43.8Z,1,REGULAR,substitution,in,[],1628995,,,1610612737,22,24,2022-01-22T01:01:05Z,1040000,,,0,,SUB in: K. Knox II,[1628995],1610612737.0,ATL,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M15.00S,2022-01-22T01:00:43.8Z,1,REGULAR,substitution,in,[],101150,,,1610612737,22,24,2022-01-22T01:01:05Z,1050000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M15.00S,2022-01-22T01:00:43.8Z,1,REGULAR,substitution,in,[],203473,,,1610612737,22,24,2022-01-22T01:01:05Z,1060000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT01M53.00S,2022-01-22T01:01:23.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626153,76.5604467805519,79.65686274509804,1610612737,24,24,2022-01-22T01:03:02Z,1070000,148.0,168.0,1,right,D. Wright 22' step back Jump Shot (2 PTS) (L. Williams 1 AST),"[1626153, 101150]",1610612737.0,ATL,step back,,,Wright,D. Wright,,,,,22.39,Made,2.0,L. Williams,101150.0,1.0,,,,,,,,,,,,,,,
109,PT01M40.00S,2022-01-22T01:01:37.5Z,1,REGULAR,3pt,Jump Shot,[],1629622,30.962549277266753,32.35294117647059,1610612748,24,27,2022-01-22T01:01:42Z,1090000,88.0,239.0,1,left,M. Strus 25' 3PT  (6 PTS) (J. Butler 3 AST),"[1629622, 202710]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,25.43,Made,6.0,J. Butler,202710.0,3.0,,,,,,,,,,,,,,,
111,PT01M27.00S,2022-01-22T01:01:49.4Z,1,REGULAR,2pt,Jump Shot,[],1628381,93.38042049934296,74.01960784313727,1610612737,26,27,2022-01-22T01:01:55Z,1110000,120.0,10.0,1,right,J. Collins 12' Jump Shot (7 PTS) (D. Wright 1 AST),"[1628381, 1626153]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,12.05,Made,7.0,D. Wright,1626153.0,1.0,,,,,,,,,,,,,,,
113,PT01M20.00S,2022-01-22T01:02:04.6Z,1,REGULAR,foul,personal,[],1628995,,,1610612748,26,27,2022-01-22T01:02:12Z,1130000,,,0,,K. Knox II personal FOUL (1 PF),"[1628995, 1629130]",1610612737.0,ATL,,,,Knox II,K. Knox II,,,,,,,,,,,201640.0,,,,,,1.0,0.0,Robinson,1629130.0,,,,,
134,PT01M20.00S,2022-01-22T01:02:13.2Z,1,REGULAR,substitution,out,[],202710,,,1610612748,26,27,2022-01-22T01:04:41Z,1145000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M20.00S,2022-01-22T01:02:13.2Z,1,REGULAR,substitution,in,[],1629216,,,1610612748,26,27,2022-01-22T01:04:41Z,1147500,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT01M17.00S,2022-01-22T01:02:21.9Z,1,REGULAR,3pt,Jump Shot,[],1629216,8.886333771353483,95.58823529411765,1610612748,26,30,2022-01-22T01:02:29Z,1150000,-228.0,31.0,1,left,G. Vincent 3PT  (9 PTS) (M. Strus 1 AST),"[1629216, 1629622]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,23.0,Made,9.0,M. Strus,1629622.0,1.0,,,,,,,,,,,,,,,
117,PT01M04.00S,2022-01-22T01:02:37.4Z,1,REGULAR,foul,personal,[],1629130,,,1610612737,26,30,2022-01-22T01:02:53Z,1170000,,,0,,D. Robinson personal FOUL (2 PF),"[1629130, 1628381]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,201640.0,,,,,,2.0,0.0,Collins,1628381.0,,,,,
121,PT01M04.00S,2022-01-22T01:03:03.2Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,26,30,2022-01-22T01:03:05Z,1210000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M04.00S,2022-01-22T01:03:03.2Z,1,REGULAR,substitution,in,[],1628989,,,1610612737,26,30,2022-01-22T01:03:05Z,1220000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT00M49.10S,2022-01-22T01:03:17.0Z,1,REGULAR,3pt,Jump Shot,[],101150,96.92838370565046,4.166666666666666,1610612737,29,30,2022-01-22T01:03:22Z,1230000,-229.0,-24.0,1,right,L. Williams 3PT  (3 PTS) (D. Wright 2 AST),"[101150, 1626153]",1610612737.0,ATL,,,,Williams,L. Williams,,,,,23.04,Made,3.0,D. Wright,1626153.0,2.0,,,,,,,,,,,,,,,
125,PT00M40.40S,2022-01-22T01:03:28.4Z,1,REGULAR,3pt,Jump Shot,[],1629622,32.802233902759525,51.71568627450981,1610612748,29,30,2022-01-22T01:03:33Z,1250000,-9.0,256.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
126,PT00M36.90S,2022-01-22T01:03:31.9Z,1,REGULAR,rebound,offensive,[],1629130,,,1610612748,29,30,2022-01-22T01:03:31Z,1260000,,,0,,D. Robinson REBOUND (Off:1 Def:0),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,125.0,1.0,0.0,1.0,,,,,,,,,
127,PT00M35.50S,2022-01-22T01:03:33.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,30.305519053876477,68.62745098039215,1610612748,29,30,2022-01-22T01:03:37Z,1270000,-93.0,232.0,1,left,MISS D. Robinson 25' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,,
128,PT00M32.80S,2022-01-22T01:03:36.0Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,29,30,2022-01-22T01:03:37Z,1280000,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,127.0,2.0,2.0,0.0,,,,,,,,,
129,PT00M25.10S,2022-01-22T01:03:43.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101150,83.52496714848883,57.84313725490197,1610612737,31,30,2022-01-22T01:03:49Z,1290000,39.0,102.0,1,right,L. Williams 10' driving floating Jump Shot (5 PTS) (K. Huerter 2 AST),"[101150, 1628989]",1610612737.0,ATL,driving floating,,,Williams,L. Williams,,,,,10.96,Made,5.0,K. Huerter,1628989.0,2.0,,,,,,,,,,,,,,,
131,PT00M03.10S,2022-01-22T01:04:09.0Z,1,REGULAR,2pt,Jump Shot,[],203473,7.5722733245729295,80.14705882352942,1610612748,31,30,2022-01-22T01:04:14Z,1310000,-151.0,19.0,1,left,MISS D. Dedmon 15' Jump Shot,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,15.19,Missed,,,,,,,,,,,,,,,,,,,
132,PT00M03.10S,2022-01-22T01:04:09.0Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612737,31,30,2022-01-22T01:04:14Z,1320000,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,
133,PT00M00.00S,2022-01-22T01:04:13.8Z,1,REGULAR,period,end,[],0,,,1610612737,31,30,2022-01-22T01:04:13Z,1330000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2022-01-22T01:05:42.9Z,2,REGULAR,substitution,out,['startperiod'],1629130,,,1610612737,31,30,2022-01-22T01:06:48Z,1340000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2022-01-22T01:05:42.9Z,2,REGULAR,substitution,in,['startperiod'],1629657,,,1610612737,31,30,2022-01-22T01:06:48Z,1350000,,,0,,SUB in: K. Guy,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2022-01-22T01:06:58.3Z,2,REGULAR,period,start,[],0,,,1610612737,31,30,2022-01-22T01:06:58Z,1360000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT11M41.00S,2022-01-22T01:07:16.6Z,2,REGULAR,3pt,Jump Shot,[],1628989,69.33311432325887,74.01960784313727,1610612737,34,30,2022-01-22T01:07:23Z,1370000,120.0,236.0,1,right,K. Huerter 26' 3PT  (6 PTS) (D. Wright 3 AST),"[1628989, 1626153]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,26.46,Made,6.0,D. Wright,1626153.0,3.0,,,,,,,,,,,,,,,
141,PT11M19.00S,2022-01-22T01:07:37.4Z,2,REGULAR,3pt,Jump Shot,[],1628997,21.107095926412615,88.97058823529412,1610612748,34,30,2022-01-22T01:07:43Z,1390000,-195.0,146.0,1,left,MISS C. Martin 24' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,24.35,Missed,,,,,,,,,,,,,,,,,,,
142,PT11M16.00S,2022-01-22T01:07:40.4Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,34,30,2022-01-22T01:07:43Z,1400000,,,0,,C. Capela REBOUND (Off:0 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,141.0,3.0,3.0,0.0,,,,,,,,,
143,PT11M08.00S,2022-01-22T01:07:49.1Z,2,REGULAR,3pt,Jump Shot,[],1628995,74.85216819973719,85.04901960784314,1610612737,34,30,2022-01-22T01:07:54Z,1410000,175.0,184.0,1,right,MISS K. Knox II 25' 3PT,[1628995],1610612737.0,ATL,,,,Knox II,K. Knox II,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,,
144,PT11M05.00S,2022-01-22T01:07:52.1Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,34,30,2022-01-22T01:07:54Z,1420000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,143.0,1.0,1.0,0.0,,,,,,,,,
145,PT10M47.00S,2022-01-22T01:08:10.1Z,2,REGULAR,2pt,Jump Shot,[],1629216,10.726018396846255,68.62745098039215,1610612748,34,30,2022-01-22T01:08:15Z,1430000,-93.0,48.0,1,left,MISS G. Vincent 10' pullup Shot,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,10.49,Missed,,,,,,,,,,,,,,,,,,,
146,PT10M44.00S,2022-01-22T01:08:13.1Z,2,REGULAR,rebound,defensive,[],1626153,,,1610612737,34,30,2022-01-22T01:08:15Z,1440000,,,0,,D. Wright REBOUND (Off:0 Def:2),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,145.0,2.0,2.0,0.0,,,,,,,,,
147,PT10M38.00S,2022-01-22T01:08:18.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,92.9862023653088,51.225490196078425,1610612737,36,30,2022-01-22T01:08:24Z,1450000,6.0,13.0,1,right,D. Wright driving Layup (4 PTS),[1626153],1610612737.0,ATL,driving,,,Wright,D. Wright,,,,,1.47,Made,4.0,,,,,,,,,,,,,,,,,,
148,PT10M28.00S,2022-01-22T01:08:31.5Z,2,REGULAR,foul,personal,[],1626153,,,1610612748,36,30,2022-01-22T01:08:49Z,1460000,,,0,,D. Wright personal FOUL (1 PF),"[1626153, 1629657]",1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,201640.0,,,,,,1.0,0.0,Guy,1629657.0,,,,,
150,PT10M15.00S,2022-01-22T01:08:57.7Z,2,REGULAR,2pt,Jump Shot,[],1629622,8.09789750328515,73.2843137254902,1610612748,36,32,2022-01-22T01:09:03Z,1480000,-116.0,24.0,1,left,M. Strus 11' step back Jump Shot (8 PTS),[1629622],1610612748.0,MIA,step back,,,Strus,M. Strus,,,,,11.88,Made,8.0,,,,,,,,,,,,,,,,,,
151,PT09M59.00S,2022-01-22T01:09:16.3Z,2,REGULAR,turnover,traveling,[],1628989,,,1610612737,36,32,2022-01-22T01:09:22Z,1490000,,,0,,K. Huerter traveling TURNOVER (1 TO),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,1626301.0,1.0,,,,,,,,,,,,,
152,PT09M59.00S,2022-01-22T01:09:20.6Z,2,REGULAR,substitution,out,[],203991,,,1610612748,36,32,2022-01-22T01:09:25Z,1500000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT09M59.00S,2022-01-22T01:09:20.6Z,2,REGULAR,substitution,in,[],1630168,,,1610612748,36,32,2022-01-22T01:09:25Z,1510000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT09M50.00S,2022-01-22T01:09:41.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629657,31.225361366622867,58.08823529411765,1610612748,36,32,2022-01-22T01:09:47Z,1520000,-40.0,241.0,1,left,MISS K. Guy 24' 3PT,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,24.44,Missed,,,,,,,,,,,,,,,,,,,
155,PT09M47.00S,2022-01-22T01:09:44.5Z,2,REGULAR,rebound,defensive,[],1628989,,,1610612737,36,32,2022-01-22T01:09:47Z,1530000,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,154.0,1.0,1.0,0.0,,,,,,,,,
156,PT09M31.00S,2022-01-22T01:10:02.6Z,2,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612737,36,32,2022-01-22T01:10:23Z,1540000,,,0,,G. Vincent shooting personal FOUL (1 PF) (Wright 2 FT),"[1629216, 1626153]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,,,,,,,1626301.0,,,,,,1.0,0.0,Wright,1626153.0,,,,,
158,PT09M31.00S,2022-01-22T01:10:26.7Z,2,REGULAR,freethrow,1 of 2,[],1626153,,,1610612737,37,32,2022-01-22T01:10:26Z,1560000,,,0,,D. Wright Free Throw 1 of 2 (5 PTS),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
159,PT09M31.00S,2022-01-22T01:10:41.2Z,2,REGULAR,freethrow,2 of 2,[],1626153,,,1610612737,38,32,2022-01-22T01:10:41Z,1570000,,,0,,D. Wright Free Throw 2 of 2 (6 PTS),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
160,PT09M17.00S,2022-01-22T01:10:56.1Z,2,REGULAR,3pt,Jump Shot,[],1629622,30.699737187910642,30.14705882352941,1610612748,38,32,2022-01-22T01:11:02Z,1580000,99.0,236.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,,
161,PT09M15.00S,2022-01-22T01:10:58.1Z,2,REGULAR,rebound,offensive,[],203473,,,1610612748,38,32,2022-01-22T01:11:02Z,1590000,,,0,,D. Dedmon REBOUND (Off:1 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,160.0,2.0,1.0,1.0,,,,,,,,,
162,PT09M12.00S,2022-01-22T01:11:01.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628997,5.863994743758213,49.01960784313725,1610612748,38,34,2022-01-22T01:11:06Z,1600000,5.0,3.0,1,left,C. Martin driving Layup (2 PTS) (D. Dedmon 1 AST),"[1628997, 203473]",1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,0.55,Made,2.0,D. Dedmon,203473.0,1.0,,,,,,,,,,,,,,,
164,PT09M06.00S,2022-01-22T01:11:12.1Z,2,REGULAR,foul,personal,[],1629622,,,1610612737,38,34,2022-01-22T01:11:17Z,1620000,,,0,,M. Strus personal FOUL (1 PF),"[1629622, 101150]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,1201.0,,,,,,1.0,0.0,Williams,101150.0,,,,,
166,PT09M00.00S,2022-01-22T01:11:27.6Z,2,REGULAR,2pt,Jump Shot,[],1628989,92.32917214191852,27.450980392156865,1610612737,40,34,2022-01-22T01:11:34Z,1640000,-113.0,20.0,1,right,K. Huerter 11' driving floating Jump Shot (8 PTS) (D. Wright 4 AST),"[1628989, 1626153]",1610612737.0,ATL,driving floating,,,Huerter,K. Huerter,,,,,11.44,Made,8.0,D. Wright,1626153.0,4.0,,,,,,,,,,,,,,,
168,PT08M45.00S,2022-01-22T01:11:42.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,5.601182654402102,52.450980392156865,1610612748,40,36,2022-01-22T01:11:50Z,1660000,-12.0,0.0,1,left,M. Strus driving reverse Layup (10 PTS),[1629622],1610612748.0,MIA,driving reverse,,,Strus,M. Strus,,,,,1.23,Made,10.0,,,,,,,,,,,,,,,,,,
170,PT08M30.00S,2022-01-22T01:11:57.4Z,2,REGULAR,3pt,Jump Shot,[],1628989,72.7496714848883,16.42156862745098,1610612737,40,36,2022-01-22T01:12:02Z,1680000,-168.0,204.0,1,right,MISS K. Huerter 26' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,26.4,Missed,,,,,,,,,,,,,,,,,,,
171,PT08M27.00S,2022-01-22T01:12:00.4Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,40,36,2022-01-22T01:12:02Z,1690000,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,170.0,1.0,0.0,1.0,,,,,,,,,
172,PT08M25.00S,2022-01-22T01:12:02.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628989,66.17936925098554,53.92156862745098,1610612737,40,36,2022-01-22T01:12:07Z,1700000,20.0,265.0,1,right,MISS K. Huerter 26' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,26.61,Missed,,,,,,,,,,,,,,,,,,,
173,PT08M21.00S,2022-01-22T01:12:06.8Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,40,36,2022-01-22T01:12:07Z,1710000,,,0,,D. Dedmon REBOUND (Off:1 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,172.0,3.0,2.0,1.0,,,,,,,,,
174,PT08M17.00S,2022-01-22T01:12:10.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629622,18.478975032851512,8.333333333333332,1610612748,40,39,2022-01-22T01:12:17Z,1720000,208.0,121.0,1,left,M. Strus 24' 3PT running (13 PTS) (G. Vincent 2 AST),"[1629622, 1629216]",1610612748.0,MIA,running,,,Strus,M. Strus,,,,,24.1,Made,13.0,G. Vincent,1629216.0,2.0,,,,,,,,,,,,,,,
176,PT08M05.00S,2022-01-22T01:12:23.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,92.32917214191852,46.07843137254902,1610612737,40,39,2022-01-22T01:13:23Z,1740000,-20.0,20.0,1,right,MISS K. Huerter driving Layup,[1628989],1610612737.0,ATL,driving,,,Huerter,K. Huerter,,,,,2.77,Missed,,,,,,,,,,,,,,,,,,,
177,PT08M04.00S,2022-01-22T01:12:24.8Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,40,39,2022-01-22T01:13:01Z,1750000,,,0,,O. Okongwu REBOUND (Off:2 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,176.0,2.0,0.0,2.0,,,,,,,,,
178,PT08M04.00S,2022-01-22T01:12:36.8Z,2,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612737,40,39,2022-01-22T01:12:48Z,1760000,,,0,,M. Strus shooting personal FOUL (2 PF) (Okongwu 2 FT),"[1629622, 1630168]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,,,,,,,1626301.0,,,,,,2.0,0.0,Okongwu,1630168.0,,,,,
180,PT08M04.00S,2022-01-22T01:12:52.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630168,,,1610612737,41,39,2022-01-22T01:12:52Z,1780000,,,0,,O. Okongwu Free Throw 1 of 2 (3 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
181,PT08M04.00S,2022-01-22T01:13:05.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630168,,,1610612737,42,39,2022-01-22T01:13:05Z,1790000,,,0,,O. Okongwu Free Throw 2 of 2 (4 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
182,PT07M52.00S,2022-01-22T01:13:21.3Z,2,REGULAR,turnover,traveling,[],1629622,,,1610612748,42,39,2022-01-22T01:13:28Z,1800000,,,0,,M. Strus traveling TURNOVER (1 TO),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,201640.0,1.0,,,,,,,,,,,,,
183,PT07M43.00S,2022-01-22T01:13:41.9Z,2,REGULAR,violation,kicked ball,[],1629216,,,1610612737,42,39,2022-01-22T01:16:48Z,1810000,,,0,,G. Vincent kicked ball VIOLATION,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,1201.0,,,,,,,,,,,,,,
184,PT07M27.00S,2022-01-22T01:14:06.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626153,79.05716162943496,47.549019607843135,1610612737,42,39,2022-01-22T01:14:13Z,1820000,-12.0,144.0,1,right,MISS D. Wright 14' driving floating Shot,[1626153],1610612737.0,ATL,driving floating,,,Wright,D. Wright,,,,,14.49,Missed,,,,,,,,,,,,,,,,,,,
185,PT07M22.00S,2022-01-22T01:14:10.4Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,42,39,2022-01-22T01:14:10Z,1830000,,,0,,D. Dedmon REBOUND (Off:1 Def:3),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,184.0,4.0,3.0,1.0,,,,,,,,,
186,PT07M17.00S,2022-01-22T01:14:16.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,5.863994743758213,49.01960784313725,1610612748,42,41,2022-01-22T01:14:25Z,1840000,5.0,3.0,1,left,G. Vincent driving reverse Layup (11 PTS),[1629216],1610612748.0,MIA,driving reverse,,,Vincent,G. Vincent,,,,,0.55,Made,11.0,,,,,,,,,,,,,,,,,,
187,PT07M11.00S,2022-01-22T01:14:25.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,42,41,2022-01-22T01:14:25Z,1850000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT07M11.00S,2022-01-22T01:16:58.6Z,2,REGULAR,substitution,out,[],1628989,,,1610612737,42,41,2022-01-22T01:17:13Z,1860000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT07M11.00S,2022-01-22T01:16:58.6Z,2,REGULAR,substitution,out,[],1628995,,,1610612737,42,41,2022-01-22T01:17:13Z,1870000,,,0,,SUB out: K. Knox II,[1628995],1610612737.0,ATL,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,
