actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
15,PT10M58.00S,2022-03-14T23:41:31.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630314,5.338370565045992,48.77450980392157,1610612757,0,2,2022-03-14T23:41:36Z,150000,6.0,-2.0,1,left,B. Williams driving DUNK (2 PTS) (D. Eubanks 1 AST),"[1630314, 1629234]",1610612757.0,POR,driving,,,Williams,B. Williams,,,,,0.65,Made,,,,,,,2.0,D. Eubanks,1629234.0,1.0,,,,,,,,,
17,PT10M48.00S,2022-03-14T23:41:40.9Z,1,REGULAR,3pt,Jump Shot,[],1629027,68.80749014454665,22.794117647058822,1610612737,0,2,2022-03-14T23:41:46Z,170000,-136.0,241.0,1,right,MISS T. Young 27' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,27.65,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M43.00S,2022-03-14T23:41:45.9Z,1,REGULAR,rebound,defensive,[],1629604,,,1610612757,0,2,2022-03-14T23:41:46Z,180000,,,0,,C. Elleby REBOUND (Off:0 Def:1),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
19,PT10M38.00S,2022-03-14T23:41:50.8Z,1,REGULAR,3pt,Jump Shot,[],1628404,27.283180026281208,21.323529411764707,1610612757,0,5,2022-03-14T23:41:57Z,190000,143.0,204.0,1,left,J. Hart 24' 3PT  (3 PTS) (C. Elleby 1 AST),"[1628404, 1629604]",1610612757.0,POR,,,,Hart,J. Hart,,,,,24.94,Made,,,,,,,3.0,C. Elleby,1629604.0,1.0,,,,,,,,,
21,PT10M23.00S,2022-03-14T23:42:05.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,93.38042049934296,50.0,1610612737,2,5,2022-03-14T23:42:11Z,210000,0.0,10.0,1,right,K. Huerter Layup (2 PTS) (T. Young 1 AST),"[1628989, 1629027]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,0.97,Made,,,,,,,2.0,T. Young,1629027.0,1.0,,,,,,,,,
23,PT10M06.00S,2022-03-14T23:42:23.6Z,1,REGULAR,turnover,bad pass,[],1629604,,,1610612757,2,5,2022-03-14T23:42:27Z,230000,,,0,,C. Elleby bad pass TURNOVER (1 TO),"[1629604, 1626153]",1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,1.0,Wright,1626153.0,,,,,,
24,PT10M06.00S,2022-03-14T23:42:23.6Z,1,REGULAR,steal,,[],1626153,,,1610612737,2,5,2022-03-14T23:42:25Z,240000,,,0,,D. Wright STEAL (1 STL),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT10M00.00S,2022-03-14T23:42:30.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628989,74.06373193166885,86.27450980392157,1610612737,5,5,2022-03-14T23:42:35Z,250000,181.0,191.0,1,right,K. Huerter 26' 3PT  (5 PTS) (D. Wright 1 AST),"[1628989, 1626153]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,26.36,Made,,,,,,,5.0,D. Wright,1626153.0,1.0,,,,,,,,,
27,PT09M42.00S,2022-03-14T23:42:47.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629234,5.338370565045992,49.01960784313725,1610612757,5,7,2022-03-14T23:42:52Z,270000,5.0,-2.0,1,left,D. Eubanks cutting Layup (2 PTS) (T. Watford 1 AST),"[1629234, 1630570]",1610612757.0,POR,cutting,,,Eubanks,D. Eubanks,,,,,0.54,Made,,,,,,,2.0,T. Watford,1630570.0,1.0,,,,,,,,,
29,PT09M24.00S,2022-03-14T23:43:04.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,84.57621550591328,49.01960784313725,1610612737,5,7,2022-03-14T23:43:10Z,290000,-5.0,92.0,1,right,MISS T. Young 9' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,9.26,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M21.00S,2022-03-14T23:43:07.8Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612757,5,7,2022-03-14T23:43:10Z,300000,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
31,PT09M16.00S,2022-03-14T23:43:13.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,18.2161629434954,62.99019607843137,1610612757,5,7,2022-03-14T23:43:56Z,310000,-65.0,119.0,1,left,MISS J. Hart 13' turnaround fadeaway Shot,[1628404],1610612757.0,POR,turnaround fadeaway,,,Hart,J. Hart,,,,,13.53,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M12.00S,2022-03-14T23:43:17.3Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,5,7,2022-03-14T23:43:20Z,320000,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
33,PT09M03.00S,2022-03-14T23:43:25.9Z,1,REGULAR,3pt,Jump Shot,[],1629027,66.83639947437582,44.36274509803921,1610612737,8,7,2022-03-14T23:43:32Z,330000,-28.0,259.0,1,right,T. Young 26' 3PT step back (3 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,26.07,Made,,,,,,,3.0,,,,,,,,,,,,
34,PT08M47.00S,2022-03-14T23:43:42.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630314,6.258212877792378,48.03921568627451,1610612757,8,7,2022-03-14T23:43:47Z,340000,10.0,6.0,1,left,MISS B. Williams driving Layup,[1630314],1610612757.0,POR,driving,,,Williams,B. Williams,,,,,1.17,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M44.00S,2022-03-14T23:43:45.2Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,8,7,2022-03-14T23:43:47Z,350000,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
36,PT08M36.00S,2022-03-14T23:43:53.4Z,1,REGULAR,3pt,Jump Shot,[],1629027,93.9060446780552,3.431372549019608,1610612737,8,7,2022-03-14T23:43:59Z,360000,-233.0,5.0,1,right,MISS T. Young step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M33.00S,2022-03-14T23:43:56.4Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,8,7,2022-03-14T23:43:59Z,370000,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,36.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
38,PT08M29.00S,2022-03-14T23:44:00.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629631,69.33311432325887,30.392156862745097,1610612737,11,7,2022-03-14T23:44:05Z,380000,-98.0,236.0,1,right,D. Hunter 25' 3PT  (3 PTS) (T. Young 2 AST),"[1629631, 1629027]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,25.54,Made,,,,,,,3.0,T. Young,1629027.0,2.0,,,,,,,,,
40,PT08M09.00S,2022-03-14T23:44:20.3Z,1,REGULAR,2pt,Jump Shot,[],1630570,4.681340341655716,27.450980392156865,1610612757,11,7,2022-03-14T23:44:25Z,400000,113.0,-8.0,1,left,MISS T. Watford 11' driving floating Shot,[1630570],1610612757.0,POR,driving floating,,,Watford,T. Watford,,,,,11.3,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M06.00S,2022-03-14T23:44:23.3Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,11,7,2022-03-14T23:44:25Z,410000,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
42,PT08M03.00S,2022-03-14T23:44:28.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629027,91.40932982917214,52.20588235294118,1610612737,13,7,2022-03-14T23:44:35Z,420000,11.0,28.0,1,right,T. Young running Layup (5 PTS),[1629027],1610612737.0,ATL,running,,,Young,T. Young,,,,,3.04,Made,,,,,,,5.0,,,,,,,,,,,,
43,PT08M03.00S,2022-03-14T23:44:34.4Z,1,REGULAR,foul,personal,['1freethrow'],1630314,,,1610612737,13,7,2022-03-14T23:44:49Z,430000,,,0,,B. Williams shooting personal FOUL (1 PF) (Young 1 FT),"[1630314, 1629027]",1610612757.0,POR,shooting,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,203177.0,1.0,0.0,Young,1629027.0,
45,PT08M03.00S,2022-03-14T23:44:53.0Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1629027,,,1610612737,14,7,2022-03-14T23:44:53Z,450000,,,0,,T. Young Free Throw 1 of 1 (6 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
46,PT07M55.00S,2022-03-14T23:45:07.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,8.229303547963205,51.71568627450981,1610612757,14,9,2022-03-14T23:47:17Z,460000,-9.0,25.0,1,left,J. Hart driving finger roll Layup (5 PTS) (B. Williams 1 AST),"[1628404, 1630314]",1610612757.0,POR,driving finger roll,,,Hart,J. Hart,,,,,2.63,Made,,,,,,,5.0,B. Williams,1630314.0,1.0,,,,,,,,,
48,PT07M55.00S,2022-03-14T23:45:11.5Z,1,REGULAR,foul,personal,['1freethrow'],1628989,,,1610612757,14,9,2022-03-14T23:45:24Z,480000,,,0,,K. Huerter shooting personal FOUL (1 PF) (Hart 1 FT),"[1628989, 1628404]",1610612737.0,ATL,shooting,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,203177.0,1.0,0.0,Hart,1628404.0,
50,PT07M55.00S,2022-03-14T23:45:30.5Z,1,REGULAR,freethrow,1 of 1,[],1628404,,,1610612757,14,10,2022-03-14T23:45:30Z,500000,,,0,,J. Hart Free Throw 1 of 1 (6 PTS),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
51,PT07M45.00S,2022-03-14T23:45:42.3Z,1,REGULAR,3pt,Jump Shot,[],1629631,66.04796320630749,55.392156862745104,1610612737,14,10,2022-03-14T23:45:46Z,510000,27.0,267.0,1,right,MISS D. Hunter 26' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,26.8,Missed,,,,,,,,,,,,,,,,,,,
52,PT07M43.00S,2022-03-14T23:45:44.3Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,14,10,2022-03-14T23:45:46Z,520000,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
53,PT07M32.00S,2022-03-14T23:45:56.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,7.30946123521682,41.911764705882355,1610612757,14,12,2022-03-14T23:46:04Z,530000,40.0,16.0,1,left,D. Eubanks Hook (4 PTS) (B. Williams 2 AST),"[1629234, 1630314]",1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,4.35,Made,,,,,,,4.0,B. Williams,1630314.0,2.0,,,,,,,,,
55,PT07M20.00S,2022-03-14T23:46:08.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,93.24901445466492,49.01960784313725,1610612737,16,12,2022-03-14T23:46:11Z,550000,-5.0,11.0,1,right,C. Capela DUNK (2 PTS) (T. Young 3 AST),"[203991, 1629027]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,1.2,Made,,,,,,,2.0,T. Young,1629027.0,3.0,,,,,,,,,
57,PT07M06.00S,2022-03-14T23:46:26.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,16,12,2022-03-14T23:46:26Z,570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M02.00S,2022-03-14T23:46:45.4Z,1,REGULAR,3pt,Jump Shot,[],1628404,32.670827858081466,41.17647058823529,1610612757,16,12,2022-03-14T23:46:51Z,580000,44.0,255.0,1,left,MISS J. Hart 25' pullup 3PT,[1628404],1610612757.0,POR,pullup,,,Hart,J. Hart,,,,,25.84,Missed,,,,,,,,,,,,,,,,,,,
59,PT07M01.00S,2022-03-14T23:46:46.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,16,12,2022-03-14T23:46:51Z,590000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,
60,PT07M01.00S,2022-03-14T23:46:50.7Z,1,REGULAR,foul,personal,[],1630570,,,1610612737,16,12,2022-03-14T23:46:56Z,600000,,,0,,T. Watford loose ball personal FOUL (1 PF),"[1630570, 1629631]",1610612757.0,POR,loose ball,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,1628159.0,1.0,0.0,Hunter,1629631.0,
62,PT06M41.00S,2022-03-14T23:47:22.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,90.75229960578186,51.470588235294116,1610612737,16,12,2022-03-14T23:47:29Z,620000,7.0,34.0,1,right,MISS T. Young driving Layup - blocked,"[1629027, 1630570]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,3.52,Missed,,,,,Watford,1630570.0,,,,,,,,,,,,,
69,PT06M41.00S,2022-03-14T23:47:22.1Z,1,REGULAR,block,,[],1630570,,,1610612737,16,12,2022-03-14T23:50:55Z,625000,,,0,,T. Watford BLOCK (1 BLK),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M39.00S,2022-03-14T23:47:24.1Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,16,12,2022-03-14T23:47:29Z,630000,,,0,,D. Eubanks REBOUND (Off:0 Def:2),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,62.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
64,PT06M39.00S,2022-03-14T23:47:27.9Z,1,REGULAR,turnover,double dribble,[],1629234,,,1610612757,16,12,2022-03-14T23:47:45Z,640000,,,0,,D. Eubanks double dribble TURNOVER (1 TO),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,1.0,,,201640.0,,,,,
65,PT06M39.00S,2022-03-14T23:47:33.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,16,12,2022-03-14T23:47:33Z,650000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M26.00S,2022-03-14T23:50:37.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,69.72733245729303,70.58823529411765,1610612737,16,12,2022-03-14T23:50:46Z,660000,103.0,232.0,1,right,MISS K. Huerter 25' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,25.39,Missed,,,,,,,,,,,,,,,,,,,
67,PT06M24.00S,2022-03-14T23:50:39.9Z,1,REGULAR,rebound,offensive,[],1629027,,,1610612737,16,12,2022-03-14T23:51:34Z,670000,,,0,,T. Young REBOUND (Off:1 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,66.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
68,PT06M23.00S,2022-03-14T23:50:46.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,16,12,2022-03-14T23:50:46Z,680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M17.00S,2022-03-14T23:51:07.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203991,92.19776609724047,46.07843137254902,1610612737,16,12,2022-03-14T23:51:12Z,690000,-20.0,21.0,1,right,MISS C. Capela alley-oop Layup,[203991],1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,2.86,Missed,,,,,,,,,,,,,,,,,,,
71,PT06M14.00S,2022-03-14T23:51:10.9Z,1,REGULAR,rebound,defensive,[],1629604,,,1610612757,16,12,2022-03-14T23:51:12Z,700000,,,0,,C. Elleby REBOUND (Off:0 Def:2),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,70.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
72,PT06M03.00S,2022-03-14T23:51:22.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,6.258212877792378,36.51960784313725,1610612757,16,12,2022-03-14T23:51:27Z,710000,67.0,6.0,1,left,MISS D. Eubanks 6' turnaround Hook,[1629234],1610612757.0,POR,turnaround,,,Eubanks,D. Eubanks,,,,,6.77,Missed,,,,,,,,,,,,,,,,,,,
73,PT06M00.00S,2022-03-14T23:51:25.4Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,16,12,2022-03-14T23:51:27Z,720000,,,0,,C. Capela REBOUND (Off:1 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,72.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
74,PT05M40.00S,2022-03-14T23:51:45.6Z,1,REGULAR,3pt,Jump Shot,[],1628989,89.56964520367937,95.83333333333334,1610612737,16,12,2022-03-14T23:51:50Z,730000,229.0,46.0,1,right,MISS K. Huerter 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,23.37,Missed,,,,,,,,,,,,,,,,,,,
75,PT05M37.00S,2022-03-14T23:51:48.6Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,16,12,2022-03-14T23:51:50Z,740000,,,0,,D. Eubanks REBOUND (Off:0 Def:3),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,74.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
76,PT05M30.00S,2022-03-14T23:51:55.7Z,1,REGULAR,3pt,Jump Shot,[],1630314,5.995400788436268,96.56862745098039,1610612757,16,15,2022-03-14T23:52:00Z,750000,-233.0,4.0,1,left,B. Williams 3PT  (5 PTS) (J. Hart 1 AST),"[1630314, 1628404]",1610612757.0,POR,,,,Williams,B. Williams,,,,,23.28,Made,,,,,,,5.0,J. Hart,1628404.0,1.0,,,,,,,,,
78,PT05M15.00S,2022-03-14T23:52:10.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,92.06636005256242,59.31372549019608,1610612737,16,15,2022-03-14T23:52:15Z,770000,47.0,22.0,1,right,MISS T. Young driving floating bank Shot,[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,5.16,Missed,,,,,,,,,,,,,,,,,,,
79,PT05M12.00S,2022-03-14T23:52:13.5Z,1,REGULAR,rebound,defensive,[],1629604,,,1610612757,16,15,2022-03-14T23:52:15Z,780000,,,0,,C. Elleby REBOUND (Off:0 Def:3),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,78.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
80,PT05M08.00S,2022-03-14T23:52:17.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630570,5.732588699080158,50.0,1610612757,16,17,2022-03-14T23:52:29Z,790000,0.0,1.0,1,left,T. Watford running Layup (2 PTS) (C. Elleby 2 AST),"[1630570, 1629604]",1610612757.0,POR,running,,,Watford,T. Watford,,,,,0.14,Made,,,,,,,2.0,C. Elleby,1629604.0,2.0,,,,,,,,,
81,PT04M54.00S,2022-03-14T23:52:30.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,89.96386333771353,56.127450980392155,1610612737,16,17,2022-03-14T23:52:37Z,800000,31.0,42.0,1,right,MISS C. Capela driving Layup,[203991],1610612737.0,ATL,driving,,,Capela,C. Capela,,,,,5.18,Missed,,,,,,,,,,,,,,,,,,,
82,PT04M51.00S,2022-03-14T23:52:34.6Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,16,17,2022-03-14T23:52:34Z,810000,,,0,,C. Capela REBOUND (Off:2 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,81.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
83,PT04M51.00S,2022-03-14T23:52:34.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203991,94.40999984741211,50.0,1610612737,16,17,2022-03-14T23:52:54Z,820000,0.0,0.0,1,right,MISS C. Capela putback Layup,[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
84,PT04M49.00S,2022-03-14T23:52:36.6Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,16,17,2022-03-14T23:52:54Z,830000,,,0,,C. Capela REBOUND (Off:3 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,83.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
85,PT04M49.00S,2022-03-14T23:52:35.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203991,94.40999984741211,50.0,1610612737,16,17,2022-03-14T23:52:41Z,840000,0.0,0.0,1,right,MISS C. Capela putback Layup,[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
86,PT04M49.00S,2022-03-14T23:52:35.8Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,16,17,2022-03-14T23:52:41Z,850000,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,85.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
87,PT04M41.00S,2022-03-14T23:52:44.2Z,1,REGULAR,3pt,Jump Shot,[],1630570,31.488173455978973,39.46078431372549,1610612757,16,20,2022-03-14T23:55:29Z,860000,53.0,243.0,1,left,T. Watford 24' 3PT  (5 PTS) (J. Hart 2 AST),"[1630570, 1628404]",1610612757.0,POR,,,,Watford,T. Watford,,,,,24.91,Made,,,,,,,5.0,J. Hart,1628404.0,2.0,,,,,,,,,
89,PT04M28.00S,2022-03-14T23:52:57.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,90.48948751642575,58.333333333333336,1610612737,18,20,2022-03-14T23:53:04Z,880000,42.0,37.0,1,right,T. Young driving floating Jump Shot (8 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,5.57,Made,,,,,,,8.0,,,,,,,,,,,,
