actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
90,PT04M11.00S,2022-03-25T23:53:19.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629673,27.677398160315374,23.284313725490197,1610612744,26,27,2022-03-25T23:53:29Z,900000,134.0,208.0,1,left,J. Poole 24' 3PT running (11 PTS) (G. Payton II 1 AST),"[1629673, 1627780]",1610612744.0,GSW,running,,,Poole,J. Poole,,,,,24.7,Made,11.0,G. Payton II,1627780.0,1.0,,,,,,,,,,,,,,,
92,PT04M11.00S,2022-03-25T23:53:30.6Z,1,REGULAR,foul,personal,['1freethrow'],1627789,,,1610612744,26,27,2022-03-25T23:53:48Z,920000,,,0,,T. Luwawu-Cabarrot shooting personal FOUL (1 PF) (Poole 1 FT),"[1627789, 1629673]",1610612737.0,ATL,shooting,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,1363.0,,,1.0,0.0,Poole,1629673.0,
94,PT04M11.00S,2022-03-25T23:53:49.6Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629673,,,1610612744,26,28,2022-03-25T23:53:49Z,940000,,,0,,J. Poole Free Throw 1 of 1 (12 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
95,PT04M08.00S,2022-03-25T23:53:58.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,26,28,2022-03-25T23:53:58Z,950000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M08.00S,2022-03-25T23:56:29.0Z,1,REGULAR,substitution,out,[],1630228,,,1610612737,26,28,2022-03-25T23:56:44Z,960000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M08.00S,2022-03-25T23:56:29.0Z,1,REGULAR,substitution,out,[],203952,,,1610612737,26,28,2022-03-25T23:56:44Z,970000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M08.00S,2022-03-25T23:56:29.0Z,1,REGULAR,substitution,in,[],1627814,,,1610612737,26,28,2022-03-25T23:56:44Z,980000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M08.00S,2022-03-25T23:56:29.0Z,1,REGULAR,substitution,in,[],203490,,,1610612737,26,28,2022-03-25T23:56:44Z,990000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M04.00S,2022-03-25T23:57:02.1Z,1,REGULAR,foul,personal,[],1629673,,,1610612737,26,28,2022-03-25T23:57:07Z,1000000,,,0,,J. Poole personal FOUL (1 PF),"[1629673, 1628989]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,204059.0,,,1.0,0.0,Huerter,1628989.0,
102,PT04M04.00S,2022-03-25T23:57:14.9Z,1,REGULAR,substitution,out,[],1628989,,,1610612737,26,28,2022-03-25T23:57:22Z,1020000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M04.00S,2022-03-25T23:57:14.9Z,1,REGULAR,substitution,out,[],203991,,,1610612737,26,28,2022-03-25T23:57:22Z,1030000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M04.00S,2022-03-25T23:57:14.9Z,1,REGULAR,substitution,in,[],1626153,,,1610612737,26,28,2022-03-25T23:57:22Z,1040000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M04.00S,2022-03-25T23:57:14.9Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,26,28,2022-03-25T23:57:22Z,1050000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M59.00S,2022-03-25T23:57:39.6Z,1,REGULAR,turnover,out-of-bounds,[],1627789,,,1610612737,26,28,2022-03-25T23:57:50Z,1060000,,,0,,T. Luwawu-Cabarrot bad pass out-of-bounds TURNOVER (2 TO),[1627789],1610612737.0,ATL,bad pass,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,2.0,,,1363.0,,,,,,,
107,PT03M51.00S,2022-03-25T23:57:53.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627780,7.30946123521682,51.9607843137255,1610612744,26,30,2022-03-25T23:57:57Z,1070000,-10.0,16.0,1,left,G. Payton II cutting Layup (4 PTS) (J. Poole 1 AST),"[1627780, 1629673]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,1.89,Made,4.0,J. Poole,1629673.0,1.0,,,,,,,,,,,,,,,
109,PT03M41.00S,2022-03-25T23:58:02.8Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,26,30,2022-03-25T23:58:07Z,1090000,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 203490]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,2.0,Porter Jr.,203490.0,,,,,,,,
110,PT03M41.00S,2022-03-25T23:58:02.8Z,1,REGULAR,steal,,[],203490,,,1610612744,26,30,2022-03-25T23:58:05Z,1100000,,,0,,O. Porter Jr. STEAL (1 STL),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M40.00S,2022-03-25T23:58:06.9Z,1,REGULAR,foul,personal,[],1626153,,,1610612744,26,30,2022-03-25T23:58:15Z,1110000,,,0,,D. Wright take personal FOUL (1 PF),"[1626153, 203490]",1610612737.0,ATL,take,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,1830.0,,,1.0,0.0,Porter Jr.,203490.0,
113,PT03M40.00S,2022-03-25T23:58:15.5Z,1,REGULAR,substitution,out,[],1629631,,,1610612744,26,30,2022-03-25T23:58:21Z,1130000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M40.00S,2022-03-25T23:58:15.5Z,1,REGULAR,substitution,in,[],201568,,,1610612744,26,30,2022-03-25T23:58:21Z,1140000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M20.00S,2022-03-25T23:58:48.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627814,6.652431011826544,52.20588235294118,1610612744,26,32,2022-03-25T23:58:53Z,1150000,-11.0,10.0,1,left,D. Lee driving Layup (2 PTS) (O. Porter Jr. 1 AST),"[1627814, 203490]",1610612744.0,GSW,driving,,,Lee,D. Lee,,,,,1.49,Made,2.0,O. Porter Jr.,203490.0,1.0,,,,,,,,,,,,,,,
118,PT03M09.00S,2022-03-25T23:58:58.9Z,1,REGULAR,3pt,Jump Shot,[],201568,69.20170827858082,26.715686274509803,1610612737,26,32,2022-03-25T23:59:06Z,1170000,-116.0,237.0,1,right,MISS D. Gallinari 26' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,26.4,Missed,,,,,,,,,,,,,,,,,,,
119,PT03M07.00S,2022-03-25T23:59:00.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,26,32,2022-03-25T23:59:23Z,1180000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,118.0,,,,,,,,,,,,,,
120,PT03M07.00S,2022-03-25T23:59:09.0Z,1,REGULAR,foul,personal,[],1626172,,,1610612737,26,32,2022-03-25T23:59:34Z,1190000,,,0,,K. Looney loose ball personal FOUL (2 PF),"[1626172, 1630168]",1610612744.0,GSW,loose ball,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,1830.0,,,2.0,0.0,Okongwu,1630168.0,
123,PT02M58.00S,2022-03-25T23:59:35.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201568,90.62089356110381,50.98039215686274,1610612737,28,32,2022-03-26T00:09:19Z,1210000,5.0,36.0,1,right,D. Gallinari driving floating Jump Shot (7 PTS) (D. Wright 1 AST),"[201568, 1626153]",1610612737.0,ATL,driving floating,,,Gallinari,D. Gallinari,,,,,3.6,Made,7.0,D. Wright,1626153.0,1.0,,,,,,,,,,,,,,,
125,PT02M58.00S,2022-03-25T23:59:41.2Z,1,REGULAR,foul,personal,['1freethrow'],203490,,,1610612737,28,32,2022-03-26T00:00:01Z,1230000,,,0,,O. Porter Jr. shooting personal FOUL (1 PF) (Gallinari 1 FT),"[203490, 201568]",1610612744.0,GSW,shooting,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,1363.0,,,1.0,0.0,Gallinari,201568.0,
127,PT02M58.00S,2022-03-26T00:00:02.0Z,1,REGULAR,freethrow,1 of 1,[],201568,,,1610612737,29,32,2022-03-26T00:00:02Z,1250000,,,0,,D. Gallinari Free Throw 1 of 1 (8 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
128,PT02M47.00S,2022-03-26T00:00:15.1Z,1,REGULAR,3pt,Jump Shot,[],203490,28.07161629434954,76.9607843137255,1610612744,29,32,2022-03-26T00:00:19Z,1260000,-135.0,211.0,1,left,MISS O. Porter Jr. 25' 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,25.07,Missed,,,,,,,,,,,,,,,,,,,
129,PT02M43.00S,2022-03-26T00:00:19.1Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,29,32,2022-03-26T00:00:19Z,1270000,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,,,,
130,PT02M33.00S,2022-03-26T00:00:28.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201568,85.75886990801577,56.61764705882353,1610612737,31,32,2022-03-26T00:02:49Z,1280000,33.0,81.0,1,right,D. Gallinari 8' fadeaway Jump Shot (10 PTS),[201568],1610612737.0,ATL,fadeaway,,,Gallinari,D. Gallinari,,,,,8.79,Made,10.0,,,,,,,,,,,,,,,,,,
131,PT02M22.00S,2022-03-26T00:00:40.3Z,1,REGULAR,2pt,Jump Shot,[],1629673,20.581471747700395,32.84313725490196,1610612744,31,34,2022-03-26T00:00:45Z,1290000,86.0,141.0,1,left,J. Poole 16' pullup Jump Shot (14 PTS),[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,16.51,Made,14.0,,,,,,,,,,,,,,,,,,
132,PT02M22.00S,2022-03-26T00:00:45.2Z,1,REGULAR,foul,personal,['1freethrow'],1627789,,,1610612744,31,34,2022-03-26T00:01:15Z,1300000,,,0,,T. Luwawu-Cabarrot shooting personal FOUL (2 PF) (Poole 1 FT),"[1627789, 1629673]",1610612737.0,ATL,shooting,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,204059.0,,,2.0,0.0,Poole,1629673.0,
134,PT02M22.00S,2022-03-26T00:00:53.5Z,1,REGULAR,substitution,out,[],1627814,,,1610612744,31,34,2022-03-26T00:01:01Z,1320000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M22.00S,2022-03-26T00:00:53.5Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,31,34,2022-03-26T00:01:01Z,1330000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M22.00S,2022-03-26T00:00:53.5Z,1,REGULAR,substitution,in,[],203110,,,1610612744,31,34,2022-03-26T00:01:01Z,1340000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M22.00S,2022-03-26T00:00:53.5Z,1,REGULAR,substitution,in,[],202691,,,1610612744,31,34,2022-03-26T00:01:01Z,1350000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M22.00S,2022-03-26T00:01:16.1Z,1,REGULAR,freethrow,1 of 1,[],1629673,,,1610612744,31,35,2022-03-26T00:01:16Z,1360000,,,0,,J. Poole Free Throw 1 of 1 (15 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
139,PT02M14.00S,2022-03-26T00:01:31.1Z,1,REGULAR,foul,offensive,[],1629027,,,1610612737,31,35,2022-03-26T00:01:46Z,1370000,,,0,,T. Young charge offensive FOUL (1 PF),"[1629027, 1629673]",1610612737.0,ATL,charge,,,Young,T. Young,,,,,,,,,,,,,,,,,,1363.0,,,1.0,0.0,Poole,1629673.0,
141,PT02M14.00S,2022-03-26T00:01:31.1Z,1,REGULAR,turnover,offensive foul,[],1629027,,,1610612737,31,35,2022-03-26T00:01:31Z,1390000,,,0,,T. Young offensive foul TURNOVER (3 TO),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,3.0,,,1363.0,,,,,,,
142,PT02M14.00S,2022-03-26T00:01:46.4Z,1,REGULAR,substitution,out,[],1629673,,,1610612744,31,35,2022-03-26T00:01:49Z,1400000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M14.00S,2022-03-26T00:01:46.4Z,1,REGULAR,substitution,in,[],1627814,,,1610612744,31,35,2022-03-26T00:01:49Z,1410000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M03.00S,2022-03-26T00:01:57.7Z,1,REGULAR,turnover,bad pass,[],1627780,,,1610612744,31,35,2022-03-26T00:04:17Z,1420000,,,0,,G. Payton II bad pass TURNOVER (1 TO),"[1627780, 1630168]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,1.0,Okongwu,1630168.0,,,,,,,,
145,PT02M03.00S,2022-03-26T00:01:57.7Z,1,REGULAR,steal,,[],1630168,,,1610612737,31,35,2022-03-26T00:02:03Z,1430000,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M57.00S,2022-03-26T00:02:03.5Z,1,REGULAR,turnover,bad pass,[],1630168,,,1610612737,31,35,2022-03-26T00:02:07Z,1440000,,,0,,O. Okongwu bad pass TURNOVER (1 TO),"[1630168, 1627814]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,1.0,Lee,1627814.0,,,,,,,,
147,PT01M57.00S,2022-03-26T00:02:03.5Z,1,REGULAR,steal,,[],1627814,,,1610612744,31,35,2022-03-26T00:04:19Z,1450000,,,0,,D. Lee STEAL (1 STL),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M50.00S,2022-03-26T00:02:10.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202691,30.831143232588698,31.127450980392158,1610612744,31,35,2022-03-26T00:02:14Z,1460000,94.0,237.0,1,left,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,,
149,PT01M48.00S,2022-03-26T00:02:12.2Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,31,35,2022-03-26T00:02:14Z,1470000,,,0,,O. Okongwu REBOUND (Off:0 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,148.0,2.0,2.0,0.0,,,,,,,,,,,
150,PT01M36.00S,2022-03-26T00:02:24.7Z,1,REGULAR,2pt,Jump Shot,[],1629027,72.88107752956637,30.14705882352941,1610612737,33,35,2022-03-26T00:02:29Z,1480000,-99.0,202.0,1,right,T. Young 22' step back Jump Shot (6 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,22.54,Made,6.0,,,,,,,,,,,,,,,,,,
151,PT01M25.00S,2022-03-26T00:02:35.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203490,5.338370565045992,48.77450980392157,1610612744,33,37,2022-03-26T00:02:39Z,1490000,6.0,-2.0,1,left,O. Porter Jr. cutting Layup (2 PTS) (D. Green 2 AST),"[203490, 203110]",1610612744.0,GSW,cutting,,,Porter Jr.,O. Porter Jr.,,,,,0.65,Made,2.0,D. Green,203110.0,2.0,,,,,,,,,,,,,,,
153,PT01M07.00S,2022-03-26T00:02:53.1Z,1,REGULAR,3pt,Jump Shot,[],1627789,89.56964520367937,95.83333333333334,1610612737,36,37,2022-03-26T00:02:59Z,1510000,229.0,46.0,1,right,T. Luwawu-Cabarrot 3PT  (3 PTS) (T. Young 4 AST),"[1627789, 1629027]",1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,23.37,Made,3.0,T. Young,1629027.0,4.0,,,,,,,,,,,,,,,
155,PT00M52.50S,2022-03-26T00:03:11.8Z,1,REGULAR,foul,personal,['2freethrow'],1629027,,,1610612744,36,37,2022-03-26T00:03:45Z,1530000,,,0,,T. Young shooting personal FOUL (2 PF) (Lee 2 FT),"[1629027, 1627814]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,,,,,,,,,,,,,,1363.0,,,2.0,0.0,Lee,1627814.0,
157,PT00M52.50S,2022-03-26T00:03:47.6Z,1,REGULAR,freethrow,1 of 2,[],1627814,,,1610612744,36,38,2022-03-26T00:03:47Z,1550000,,,0,,D. Lee Free Throw 1 of 2 (3 PTS),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
158,PT00M52.50S,2022-03-26T00:04:10.1Z,1,REGULAR,freethrow,2 of 2,[],1627814,,,1610612744,36,39,2022-03-26T00:04:10Z,1560000,,,0,,D. Lee Free Throw 2 of 2 (4 PTS),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
159,PT00M46.10S,2022-03-26T00:04:20.5Z,1,REGULAR,3pt,Jump Shot,[],201568,78.0059132720105,8.823529411764707,1610612737,36,39,2022-03-26T00:04:25Z,1570000,-206.0,154.0,1,right,MISS D. Gallinari 25' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,25.72,Missed,,,,,,,,,,,,,,,,,,,
160,PT00M42.50S,2022-03-26T00:04:24.1Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,36,39,2022-03-26T00:04:25Z,1580000,,,0,,D. Green REBOUND (Off:1 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,159.0,3.0,2.0,1.0,,,,,,,,,,,
161,PT00M35.20S,2022-03-26T00:04:32.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627789,,,1610612744,36,39,2022-03-26T00:04:57Z,1590000,,,0,,T. Luwawu-Cabarrot shooting personal FOUL (3 PF) (Green 2 FT),"[1627789, 203110]",1610612737.0,ATL,shooting,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,1830.0,,,3.0,0.0,Green,203110.0,
163,PT00M35.20S,2022-03-26T00:04:58.4Z,1,REGULAR,freethrow,1 of 2,[],203110,,,1610612744,36,39,2022-03-26T00:04:58Z,1610000,,,0,,MISS D. Green Free Throw 1 of 2,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,Missed,,,,,,,,,,,,,,,,,,,
164,PT00M35.20S,2022-03-26T00:04:58.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,36,39,2022-03-26T00:04:58Z,1620000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,163.0,,,,,,,,,,,,,,
165,PT00M35.20S,2022-03-26T00:04:59.5Z,1,REGULAR,substitution,out,[],1627789,,,1610612744,36,39,2022-03-26T00:05:02Z,1630000,,,0,,SUB out: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M35.20S,2022-03-26T00:04:59.5Z,1,REGULAR,substitution,in,[],1629631,,,1610612744,36,39,2022-03-26T00:05:02Z,1640000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M35.20S,2022-03-26T00:05:16.0Z,1,REGULAR,freethrow,2 of 2,[],203110,,,1610612744,36,40,2022-03-26T00:05:16Z,1650000,,,0,,D. Green Free Throw 2 of 2 (1 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
168,PT00M11.30S,2022-03-26T00:05:43.7Z,1,REGULAR,3pt,Jump Shot,[],201568,67.23061760840999,57.107843137254896,1610612737,36,40,2022-03-26T00:05:48Z,1660000,36.0,256.0,1,right,MISS D. Gallinari 25' pullup 3PT,[201568],1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,,
169,PT00M08.50S,2022-03-26T00:05:46.5Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,36,40,2022-03-26T00:05:48Z,1670000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,168.0,1.0,1.0,0.0,,,,,,,,,,,
170,PT00M00.90S,2022-03-26T00:05:54.2Z,1,REGULAR,2pt,Jump Shot,[],202691,6.389618922470433,67.64705882352942,1610612744,36,42,2022-03-26T00:06:01Z,1680000,-88.0,8.0,1,left,K. Thompson 8' fadeaway Jump Shot (11 PTS),[202691],1610612744.0,GSW,fadeaway,,,Thompson,K. Thompson,,,,,8.85,Made,11.0,,,,,,,,,,,,,,,,,,
171,PT00M00.00S,2022-03-26T00:06:04.3Z,1,REGULAR,period,end,[],0,,,1610612737,36,42,2022-03-26T00:06:04Z,1690000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-03-26T00:07:42.4Z,2,REGULAR,substitution,out,['startperiod'],1629027,,,1610612737,36,42,2022-03-26T00:08:24Z,1700000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-03-26T00:07:42.4Z,2,REGULAR,substitution,in,['startperiod'],101150,,,1610612737,36,42,2022-03-26T00:08:24Z,1710000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-03-26T00:08:39.6Z,2,REGULAR,period,start,[],0,,,1610612744,36,42,2022-03-26T00:08:39Z,1720000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M38.00S,2022-03-26T00:09:01.3Z,2,REGULAR,3pt,Jump Shot,[],1627780,7.966491458607096,4.6568627450980395,1610612744,36,42,2022-03-26T00:09:06Z,1730000,227.0,22.0,1,left,MISS G. Payton II 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,22.78,Missed,,,,,,,,,,,,,,,,,,,
176,PT11M36.00S,2022-03-26T00:09:03.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,36,42,2022-03-26T00:09:06Z,1740000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,175.0,,,,,,,,,,,,,,
177,PT11M36.00S,2022-03-26T00:09:06.7Z,2,REGULAR,foul,personal,[],1629631,,,1610612744,36,42,2022-03-26T00:09:14Z,1750000,,,0,,D. Hunter loose ball personal FOUL (1 PF),"[1629631, 203490]",1610612737.0,ATL,loose ball,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,1363.0,,,1.0,0.0,Porter Jr.,203490.0,
179,PT11M32.00S,2022-03-26T00:09:33.4Z,2,REGULAR,turnover,bad pass,[],203110,,,1610612744,36,42,2022-03-26T00:09:48Z,1770000,,,0,,D. Green bad pass TURNOVER (2 TO),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,2.0,,,,,,,,,,
180,PT11M32.00S,2022-03-26T00:09:41.3Z,2,REGULAR,foul,personal,[],203490,,,1610612737,36,42,2022-03-26T00:09:45Z,1780000,,,0,,O. Porter Jr. loose ball personal FOUL (2 PF),"[203490, 201568]",1610612744.0,GSW,loose ball,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,1363.0,,,2.0,0.0,Gallinari,201568.0,
182,PT11M22.00S,2022-03-26T00:09:59.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201568,90.09526938239159,70.09803921568627,1610612737,36,42,2022-03-26T00:10:04Z,1800000,100.0,41.0,1,right,MISS D. Gallinari 10' turnaround fadeaway Shot,[201568],1610612737.0,ATL,turnaround fadeaway,,,Gallinari,D. Gallinari,,,,,10.84,Missed,,,,,,,,,,,,,,,,,,,
183,PT11M20.00S,2022-03-26T00:10:01.1Z,2,REGULAR,rebound,defensive,[],1627780,,,1610612744,36,42,2022-03-26T00:10:04Z,1810000,,,0,,G. Payton II REBOUND (Off:1 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,182.0,2.0,1.0,1.0,,,,,,,,,,,
184,PT11M04.00S,2022-03-26T00:10:18.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,8.360709592641262,48.529411764705884,1610612744,36,44,2022-03-26T00:10:46Z,1820000,7.0,26.0,1,left,D. Green driving floating bank Jump Shot (3 PTS) (K. Thompson 2 AST),"[203110, 202691]",1610612744.0,GSW,driving floating bank,,,Green,D. Green,,,,,2.71,Made,3.0,K. Thompson,202691.0,2.0,,,,,,,,,,,,,,,
