actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-04-02T23:40:14.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-04-02T23:40:14Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-04-02T23:40:17.2Z,1,REGULAR,jumpball,recovered,[],1629027,,,1610612737,0,0,2022-04-02T23:40:17Z,40000,,,0,,Jump Ball C. Capela vs. A. Drummond: Tip to T. Young,"[1629027, 203991, 203083]",1610612737.0,ATL,startperiod,T. Young,1629027.0,Young,T. Young,Capela,203991.0,Drummond,203083.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2022-04-02T23:40:34.5Z,1,REGULAR,3pt,Jump Shot,[],1629027,66.44218134034165,56.61764705882353,1610612737,0,0,2022-04-02T23:40:39Z,70000,33.0,263.0,1,right,MISS T. Young 26' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,26.5,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2022-04-02T23:40:38.5Z,1,REGULAR,rebound,defensive,[],1630556,,,1610612751,0,0,2022-04-02T23:40:40Z,80000,,,0,,K. Edwards REBOUND (Off:0 Def:1),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M27.00S,2022-04-02T23:40:46.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203083,10.33180026281209,48.03921568627451,1610612751,0,2,2022-04-02T23:40:52Z,90000,10.0,45.0,1,left,A. Drummond Hook (2 PTS) (K. Irving 1 AST),"[203083, 202681]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,4.57,Made,,,,,2.0,K. Irving,202681.0,1.0,,,,,,,,,,,
11,PT11M20.00S,2022-04-02T23:40:52.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627789,93.11760840998686,49.50980392156863,1610612737,0,2,2022-04-02T23:40:59Z,110000,-2.0,12.0,1,right,MISS T. Luwawu-Cabarrot Layup,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,1.25,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M17.00S,2022-04-02T23:40:55.8Z,1,REGULAR,rebound,defensive,[],203083,,,1610612751,0,2,2022-04-02T23:40:59Z,120000,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
13,PT11M14.00S,2022-04-02T23:40:59.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201142,31.882391590013142,51.71568627450981,1610612751,0,5,2022-04-02T23:41:05Z,130000,-9.0,247.0,1,left,K. Durant 24' 3PT running (3 PTS) (K. Irving 2 AST),"[201142, 202681]",1610612751.0,BKN,running,,,Durant,K. Durant,,,,,24.73,Made,,,,,3.0,K. Irving,202681.0,2.0,,,,,,,,,,,
15,PT10M54.00S,2022-04-02T23:41:19.1Z,1,REGULAR,3pt,Jump Shot,[],1628989,76.5604467805519,11.519607843137255,1610612737,0,5,2022-04-02T23:41:24Z,150000,-192.0,168.0,1,right,MISS K. Huerter 25' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M51.00S,2022-04-02T23:41:22.1Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,0,5,2022-04-02T23:41:24Z,160000,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
17,PT10M45.00S,2022-04-02T23:41:28.8Z,1,REGULAR,3pt,Jump Shot,[],201142,29.25427069645204,29.65686274509804,1610612751,0,8,2022-04-02T23:41:33Z,170000,102.0,222.0,1,left,K. Durant 24' 3PT pullup (6 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,24.46,Made,,,,,6.0,,,,,,,,,,,,,,
18,PT10M30.00S,2022-04-02T23:41:43.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629631,93.11760840998686,49.754901960784316,1610612737,2,8,2022-04-02T23:41:48Z,180000,-1.0,12.0,1,right,D. Hunter cutting DUNK (2 PTS) (T. Young 1 AST),"[1629631, 1629027]",1610612737.0,ATL,cutting,,,Hunter,D. Hunter,,,,,1.23,Made,,,,,2.0,T. Young,1629027.0,1.0,,,,,,,,,,,
20,PT10M12.00S,2022-04-02T23:42:00.7Z,1,REGULAR,3pt,Jump Shot,[],202681,30.436925098554536,70.58823529411765,1610612751,2,8,2022-04-02T23:42:05Z,200000,-103.0,234.0,1,left,MISS K. Irving 25' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M09.00S,2022-04-02T23:42:03.7Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,2,8,2022-04-02T23:42:05Z,210000,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
22,PT10M06.00S,2022-04-02T23:42:06.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629631,92.59198423127464,48.03921568627451,1610612737,2,8,2022-04-02T23:42:14Z,220000,-10.0,17.0,1,right,MISS D. Hunter running DUNK - blocked,"[1629631, 1630556]",1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,1.97,Missed,,,,,,,,,Edwards,1630556.0,,,,,,,,,
23,PT10M06.00S,2022-04-02T23:42:06.9Z,1,REGULAR,block,,[],1630556,,,1610612737,2,8,2022-04-02T23:42:10Z,230000,,,0,,K. Edwards BLOCK (1 BLK),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT10M02.00S,2022-04-02T23:42:10.9Z,1,REGULAR,rebound,offensive,[],1629027,,,1610612737,2,8,2022-04-02T23:42:14Z,240000,,,0,,T. Young REBOUND (Off:1 Def:0),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
