actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
95,PT03M25.00S,2022-02-04T00:50:10.4Z,1,REGULAR,steal,,[],201568,,,1610612737,23,21,2022-02-04T00:50:12Z,950000,,,0,,D. Gallinari STEAL (1 STL),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M13.00S,2022-02-04T00:50:25.2Z,1,REGULAR,turnover,out-of-bounds,[],1628381,,,1610612737,23,21,2022-02-04T00:50:33Z,960000,,,0,,J. Collins lost ball out-of-bounds TURNOVER (1 TO),[1628381],1610612737.0,ATL,lost ball,,,Collins,J. Collins,,,,,1.0,,,,,,,,,,,,,2530.0,,,,,,
97,PT03M13.00S,2022-02-04T00:50:29.6Z,1,REGULAR,substitution,out,[],101108,,,1610612756,23,21,2022-02-04T00:50:34Z,970000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M13.00S,2022-02-04T00:50:29.6Z,1,REGULAR,substitution,in,[],203901,,,1610612756,23,21,2022-02-04T00:50:34Z,980000,,,0,,SUB in: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M02.00S,2022-02-04T00:50:53.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629661,90.22667542706965,95.58823529411765,1610612756,23,24,2022-02-04T00:50:57Z,990000,228.0,39.0,1,right,C. Johnson 3PT  (3 PTS) (D. Booker 1 AST),"[1629661, 1626164]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,23.13,Made,3.0,D. Booker,1626164.0,1.0,,,,,,,,,,,
101,PT02M40.00S,2022-02-04T00:51:16.3Z,1,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612737,23,24,2022-02-04T00:54:51Z,1010000,,,0,,C. Johnson shooting personal FOUL (1 PF) (Gallinari 2 FT),"[1629661, 201568]",1610612756.0,PHX,shooting,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Gallinari,201568.0,,
103,PT02M40.00S,2022-02-04T00:51:32.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,23,24,2022-02-04T01:24:26Z,1030000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M40.00S,2022-02-04T00:53:06.0Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,23,24,2022-02-04T00:54:21Z,1040000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M40.00S,2022-02-04T00:53:06.0Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,23,24,2022-02-04T00:54:21Z,1050000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M40.00S,2022-02-04T00:53:06.0Z,1,REGULAR,substitution,in,[],1626153,,,1610612737,23,24,2022-02-04T00:54:21Z,1070000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M40.00S,2022-02-04T00:53:06.0Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,23,24,2022-02-04T00:58:46Z,1075000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M40.00S,2022-02-04T00:54:51.9Z,1,REGULAR,freethrow,1 of 2,[],201568,,,1610612737,24,24,2022-02-04T00:54:51Z,1080000,,,0,,D. Gallinari Free Throw 1 of 2 (1 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
109,PT02M40.00S,2022-02-04T00:54:53.6Z,1,REGULAR,substitution,out,[],1628969,,,1610612737,24,24,2022-02-04T00:54:58Z,1090000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M40.00S,2022-02-04T00:54:53.6Z,1,REGULAR,substitution,in,[],1630688,,,1610612737,24,24,2022-02-04T00:54:58Z,1100000,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M40.00S,2022-02-04T00:55:08.5Z,1,REGULAR,freethrow,2 of 2,[],201568,,,1610612737,25,24,2022-02-04T00:55:08Z,1110000,,,0,,D. Gallinari Free Throw 2 of 2 (2 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
112,PT02M18.00S,2022-02-04T00:55:31.2Z,1,REGULAR,2pt,Jump Shot,[],1626164,92.9862023653088,70.09803921568627,1610612756,25,26,2022-02-04T00:55:38Z,1120000,100.0,13.0,1,right,D. Booker 10' fadeaway Jump Shot (10 PTS),[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,,,,10.14,Made,10.0,,,,,,,,,,,,,,
113,PT01M53.00S,2022-02-04T00:55:55.7Z,1,REGULAR,3pt,Jump Shot,[],203992,25.706307490144546,17.647058823529413,1610612737,28,26,2022-02-04T00:56:00Z,1130000,162.0,189.0,1,left,B. Bogdanovic 24' 3PT  (3 PTS) (D. Gallinari 1 AST),"[203992, 201568]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,24.89,Made,3.0,D. Gallinari,201568.0,1.0,,,,,,,,,,,
115,PT01M43.00S,2022-02-04T00:56:08.6Z,1,REGULAR,foul,personal,[],1629631,,,1610612756,28,26,2022-02-04T00:56:13Z,1150000,,,0,,D. Hunter personal FOUL (2 PF),"[1629631, 1626164]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,2530.0,2.0,0.0,Booker,1626164.0,,
117,PT01M43.00S,2022-02-04T00:56:14.9Z,1,REGULAR,substitution,out,[],1629631,,,1610612756,28,26,2022-02-04T00:56:22Z,1170000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M43.00S,2022-02-04T00:56:14.9Z,1,REGULAR,substitution,in,[],1628989,,,1610612756,28,26,2022-02-04T00:56:22Z,1180000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M38.00S,2022-02-04T00:56:32.5Z,1,REGULAR,3pt,Jump Shot,[],1630688,97.45400788436268,3.431372549019608,1610612756,28,26,2022-02-04T00:56:38Z,1190000,-233.0,-29.0,1,right,MISS I. Wainright 3PT,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,23.46,Missed,,,,,,,,,,,,,,,
120,PT01M34.00S,2022-02-04T00:56:36.5Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612737,28,26,2022-02-04T00:56:38Z,1200000,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,119.0,1.0,1.0,0.0,,,,,,,
121,PT01M24.00S,2022-02-04T00:56:46.4Z,1,REGULAR,2pt,Jump Shot,[],201568,13.091327201051248,25.0,1610612737,30,26,2022-02-04T00:56:51Z,1210000,125.0,71.0,1,left,D. Gallinari 14' turnaround Jump Shot (4 PTS) (K. Huerter 1 AST),"[201568, 1628989]",1610612737.0,ATL,turnaround,,,Gallinari,D. Gallinari,,,,,,,,14.36,Made,4.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,
123,PT01M04.00S,2022-02-04T00:57:06.2Z,1,REGULAR,3pt,Jump Shot,[],1629661,94.69448094612353,95.58823529411765,1610612756,30,29,2022-02-04T00:57:10Z,1230000,228.0,-3.0,1,right,C. Johnson 3PT  (6 PTS) (E. Payton 1 AST),"[1629661, 203901]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,22.79,Made,6.0,E. Payton,203901.0,1.0,,,,,,,,,,,
125,PT00M44.10S,2022-02-04T00:57:28.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630688,,,1610612737,30,29,2022-02-04T00:57:55Z,1250000,,,0,,I. Wainright shooting personal FOUL (1 PF) (Gallinari 2 FT),"[1630688, 201568]",1610612756.0,PHX,shooting,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Gallinari,201568.0,,
127,PT00M44.10S,2022-02-04T00:57:55.9Z,1,REGULAR,freethrow,1 of 2,[],201568,,,1610612737,31,29,2022-02-04T00:57:55Z,1270000,,,0,,D. Gallinari Free Throw 1 of 2 (5 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
128,PT00M44.10S,2022-02-04T00:58:10.0Z,1,REGULAR,freethrow,2 of 2,[],201568,,,1610612737,32,29,2022-02-04T00:58:10Z,1280000,,,0,,D. Gallinari Free Throw 2 of 2 (6 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
129,PT00M30.30S,2022-02-04T00:58:28.0Z,1,REGULAR,2pt,Jump Shot,[],1626164,74.45795006570303,58.82352941176471,1610612756,32,29,2022-02-04T00:58:34Z,1290000,44.0,188.0,1,right,MISS D. Booker 19' step back Shot,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,,,,19.27,Missed,,,,,,,,,,,,,,,
130,PT00M28.50S,2022-02-04T00:58:29.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,32,29,2022-02-04T00:58:34Z,1300000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,129.0,,,,,,,,,,
131,PT00M28.50S,2022-02-04T00:58:35.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,32,29,2022-02-04T00:58:35Z,1310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M28.50S,2022-02-04T00:58:47.2Z,1,REGULAR,substitution,out,[],1626164,,,1610612737,32,29,2022-02-04T00:58:50Z,1320000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M28.50S,2022-02-04T00:58:47.2Z,1,REGULAR,substitution,in,[],1628969,,,1610612737,32,29,2022-02-04T00:58:50Z,1330000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M10.20S,2022-02-04T00:59:16.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,7.30946123521682,48.28431372549019,1610612737,32,29,2022-02-04T00:59:20Z,1360000,9.0,16.0,1,left,MISS O. Okongwu DUNK - blocked,"[1630168, 201580]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,1.83,Missed,,,,,,,,,,,,,,McGee,201580.0
138,PT00M10.20S,2022-02-04T00:59:16.9Z,1,REGULAR,block,,[],201580,,,1610612737,32,29,2022-02-04T00:59:19Z,1370000,,,0,,J. McGee BLOCK (1 BLK),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M07.20S,2022-02-04T00:59:19.9Z,1,REGULAR,rebound,defensive,[],203901,,,1610612756,32,29,2022-02-04T00:59:19Z,1380000,,,0,,E. Payton REBOUND (Off:0 Def:1),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,137.0,1.0,1.0,0.0,,,,,,,
140,PT00M01.80S,2022-02-04T00:59:25.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630168,,,1610612756,32,29,2022-02-04T00:59:46Z,1390000,,,0,,O. Okongwu shooting personal FOUL (1 PF) (McGee 2 FT),"[1630168, 201580]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,2530.0,1.0,0.0,McGee,201580.0,,
142,PT00M01.80S,2022-02-04T00:59:54.4Z,1,REGULAR,freethrow,1 of 2,[],201580,,,1610612756,32,29,2022-02-04T00:59:54Z,1410000,,,0,,MISS J. McGee Free Throw 1 of 2,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,Missed,,,,,,,,,,,,,,,
143,PT00M01.80S,2022-02-04T00:59:54.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,32,29,2022-02-04T00:59:54Z,1420000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,142.0,,,,,,,,,,
144,PT00M01.80S,2022-02-04T01:00:11.9Z,1,REGULAR,freethrow,2 of 2,[],201580,,,1610612756,32,30,2022-02-04T01:00:11Z,1430000,,,0,,J. McGee Free Throw 2 of 2 (1 PTS),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
145,PT00M00.00S,2022-02-04T01:00:26.9Z,1,REGULAR,3pt,Jump Shot,[],1626153,47.12549277266754,49.754901960784316,1610612737,32,30,2022-02-04T01:00:35Z,1440000,1.0,390.0,1,left,MISS D. Wright 39' pullup 3PT,[1626153],1610612737.0,ATL,pullup,,,Wright,D. Wright,,,,,,,,39.05,Missed,,,,,,,,,,,,,,,
146,PT00M00.00S,2022-02-04T01:00:31.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,32,30,2022-02-04T01:00:31Z,1450000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,145.0,,,,,,,,,,
147,PT00M00.00S,2022-02-04T01:00:32.0Z,1,REGULAR,period,end,[],0,,,1610612737,32,30,2022-02-04T01:00:32Z,1460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-02-04T01:03:58.2Z,2,REGULAR,period,start,[],0,,,1610612756,32,30,2022-02-04T01:03:58Z,1470000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M41.00S,2022-02-04T01:04:17.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201580,93.9060446780552,49.26470588235294,1610612756,32,32,2022-02-04T01:04:46Z,1480000,-4.0,5.0,1,right,J. McGee driving DUNK (3 PTS),[201580],1610612756.0,PHX,driving,,,McGee,J. McGee,,,,,,,,0.61,Made,3.0,,,,,,,,,,,,,,
150,PT11M41.00S,2022-02-04T01:04:23.3Z,2,REGULAR,foul,personal,['1freethrow'],1630168,,,1610612756,32,32,2022-02-04T01:04:44Z,1490000,,,0,,O. Okongwu shooting personal FOUL (2 PF) (McGee 1 FT),"[1630168, 201580]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,1627524.0,2.0,0.0,McGee,201580.0,,
152,PT11M41.00S,2022-02-04T01:04:44.9Z,2,REGULAR,freethrow,1 of 1,[],201580,,,1610612756,32,33,2022-02-04T01:04:44Z,1510000,,,0,,J. McGee Free Throw 1 of 1 (4 PTS),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
153,PT11M25.00S,2022-02-04T01:05:01.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201568,6.915243101182654,50.245098039215684,1610612737,32,33,2022-02-04T01:05:06Z,1520000,-1.0,13.0,1,left,MISS D. Gallinari driving Layup,[201568],1610612737.0,ATL,driving,,,Gallinari,D. Gallinari,,,,,,,,1.26,Missed,,,,,,,,,,,,,,,
154,PT11M22.00S,2022-02-04T01:05:04.8Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,32,33,2022-02-04T01:05:06Z,1530000,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,153.0,1.0,1.0,0.0,,,,,,,
155,PT11M16.00S,2022-02-04T01:05:10.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,93.11760840998686,50.0,1610612756,32,35,2022-02-04T01:05:15Z,1540000,0.0,12.0,1,right,M. Bridges cutting Layup (6 PTS) (E. Payton 2 AST),"[1628969, 203901]",1610612756.0,PHX,cutting,,,Bridges,M. Bridges,,,,,,,,1.22,Made,6.0,E. Payton,203901.0,2.0,,,,,,,,,,,
157,PT10M54.00S,2022-02-04T01:05:32.1Z,2,REGULAR,3pt,Jump Shot,[],1628989,5.732588699080158,4.166666666666666,1610612737,35,35,2022-02-04T01:05:36Z,1560000,229.0,1.0,1,left,K. Huerter 3PT  (3 PTS) (B. Bogdanovic 1 AST),"[1628989, 203992]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,22.92,Made,3.0,B. Bogdanovic,203992.0,1.0,,,,,,,,,,,
159,PT10M42.00S,2022-02-04T01:05:44.7Z,2,REGULAR,turnover,bad pass,[],203901,,,1610612756,35,35,2022-02-04T01:05:49Z,1580000,,,0,,E. Payton bad pass TURNOVER (1 TO),"[203901, 1626153]",1610612756.0,PHX,,,,Payton,E. Payton,,,,,1.0,Wright,1626153.0,,,,,,,,,,,,,,,,,
160,PT10M42.00S,2022-02-04T01:05:44.7Z,2,REGULAR,steal,,[],1626153,,,1610612737,35,35,2022-02-04T01:05:46Z,1590000,,,0,,D. Wright STEAL (1 STL),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
161,PT10M33.00S,2022-02-04T01:05:54.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201568,29.38567674113009,74.26470588235294,1610612737,38,35,2022-02-04T01:05:58Z,1600000,-121.0,224.0,1,left,D. Gallinari 25' 3PT  (9 PTS) (O. Okongwu 1 AST),"[201568, 1630168]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,25.45,Made,9.0,O. Okongwu,1630168.0,1.0,,,,,,,,,,,
163,PT10M12.00S,2022-02-04T01:06:13.8Z,2,REGULAR,2pt,Jump Shot,[],1629661,84.70762155059133,65.93137254901961,1610612756,38,35,2022-02-04T01:06:18Z,1620000,80.0,91.0,1,right,MISS C. Johnson 12' driving floating Shot,[1629661],1610612756.0,PHX,driving floating,,,Johnson,C. Johnson,,,,,,,,12.11,Missed,,,,,,,,,,,,,,,
164,PT10M10.00S,2022-02-04T01:06:15.8Z,2,REGULAR,rebound,offensive,[],1628969,,,1610612756,38,35,2022-02-04T01:06:18Z,1630000,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,163.0,2.0,1.0,1.0,,,,,,,
165,PT10M08.00S,2022-02-04T01:06:20.7Z,2,REGULAR,foul,personal,[],201568,,,1610612756,38,35,2022-02-04T01:06:34Z,1640000,,,0,,D. Gallinari personal FOUL (1 PF),"[201568, 1630688]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Wainright,1630688.0,,
167,PT10M08.00S,2022-02-04T01:06:35.1Z,2,REGULAR,substitution,out,[],1628969,,,1610612756,38,35,2022-02-04T01:06:38Z,1660000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M08.00S,2022-02-04T01:06:35.1Z,2,REGULAR,substitution,in,[],203109,,,1610612756,38,35,2022-02-04T01:06:38Z,1670000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M02.00S,2022-02-04T01:06:51.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203901,81.553876478318,46.07843137254902,1610612756,38,35,2022-02-04T01:06:56Z,1680000,-20.0,121.0,1,right,MISS E. Payton 12' driving floating Shot,[203901],1610612756.0,PHX,driving floating,,,Payton,E. Payton,,,,,,,,12.25,Missed,,,,,,,,,,,,,,,
170,PT09M59.00S,2022-02-04T01:06:54.5Z,2,REGULAR,rebound,defensive,[],201568,,,1610612737,38,35,2022-02-04T01:06:56Z,1690000,,,0,,D. Gallinari REBOUND (Off:0 Def:2),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,169.0,2.0,2.0,0.0,,,,,,,
171,PT09M49.00S,2022-02-04T01:07:03.8Z,2,REGULAR,3pt,Jump Shot,[],201568,32.14520367936925,63.970588235294116,1610612737,38,35,2022-02-04T01:07:08Z,1700000,-70.0,250.0,1,left,MISS D. Gallinari 25' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,25.93,Missed,,,,,,,,,,,,,,,
172,PT09M46.00S,2022-02-04T01:07:06.8Z,2,REGULAR,rebound,defensive,[],203901,,,1610612756,38,35,2022-02-04T01:07:08Z,1710000,,,0,,E. Payton REBOUND (Off:0 Def:2),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,171.0,2.0,2.0,0.0,,,,,,,
173,PT09M39.00S,2022-02-04T01:07:14.6Z,2,REGULAR,3pt,Jump Shot,[],203109,68.80749014454665,68.87254901960785,1610612756,38,35,2022-02-04T01:07:19Z,1720000,94.0,241.0,1,right,MISS J. Crowder 25' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,25.85,Missed,,,,,,,,,,,,,,,
174,PT09M35.00S,2022-02-04T01:07:18.6Z,2,REGULAR,rebound,defensive,[],1626153,,,1610612737,38,35,2022-02-04T01:07:19Z,1730000,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,173.0,1.0,1.0,0.0,,,,,,,
175,PT09M23.00S,2022-02-04T01:07:29.9Z,2,REGULAR,turnover,lost ball,[],1628989,,,1610612737,38,35,2022-02-04T01:07:35Z,1740000,,,0,,K. Huerter lost ball TURNOVER (1 TO),"[1628989, 203901]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,1.0,Payton,203901.0,,,,,,,,,,,,,,,,,
176,PT09M23.00S,2022-02-04T01:07:29.9Z,2,REGULAR,steal,,[],203901,,,1610612756,38,35,2022-02-04T01:07:32Z,1750000,,,0,,E. Payton STEAL (1 STL),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,
177,PT09M18.00S,2022-02-04T01:07:34.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203109,93.24901445466492,48.28431372549019,1610612756,38,37,2022-02-04T01:09:22Z,1760000,-9.0,11.0,1,right,J. Crowder running reverse Layup (5 PTS) (E. Payton 3 AST),"[203109, 203901]",1610612756.0,PHX,running reverse,,,Crowder,J. Crowder,,,,,,,,1.4,Made,5.0,E. Payton,203901.0,3.0,,,,,,,,,,,
179,PT09M12.00S,2022-02-04T01:07:40.5Z,2,REGULAR,3pt,Jump Shot,[],1628989,22.026938239159,11.27450980392157,1610612737,41,37,2022-02-04T01:09:51Z,1780000,194.0,155.0,1,left,K. Huerter 24' 3PT pullup (6 PTS),[1628989],1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,,,,24.78,Made,6.0,,,,,,,,,,,,,,
180,PT09M01.00S,2022-02-04T01:07:51.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201580,82.07950065703022,53.431372549019606,1610612756,41,39,2022-02-04T01:07:58Z,1790000,17.0,116.0,1,right,J. McGee 11' floating Jump Shot (6 PTS) (E. Payton 4 AST),"[201580, 203901]",1610612756.0,PHX,floating,,,McGee,J. McGee,,,,,,,,11.73,Made,6.0,E. Payton,203901.0,4.0,,,,,,,,,,,
182,PT08M50.00S,2022-02-04T01:08:03.2Z,2,REGULAR,3pt,Jump Shot,[],1628989,29.77989487516426,24.509803921568626,1610612737,44,39,2022-02-04T01:10:56Z,1810000,127.0,227.0,1,left,K. Huerter 26' 3PT pullup (9 PTS) (D. Wright 1 AST),"[1628989, 1626153]",1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,,,,26.07,Made,9.0,D. Wright,1626153.0,1.0,,,,,,,,,,,
184,PT08M49.00S,2022-02-04T01:08:09.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,44,39,2022-02-04T01:08:09Z,1830000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M49.00S,2022-02-04T01:11:00.6Z,2,REGULAR,substitution,out,[],1630688,,,1610612756,44,39,2022-02-04T01:11:19Z,1840000,,,0,,SUB out: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M49.00S,2022-02-04T01:11:00.6Z,2,REGULAR,substitution,in,[],101108,,,1610612756,44,39,2022-02-04T01:11:19Z,1850000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M33.00S,2022-02-04T01:11:44.9Z,2,REGULAR,turnover,bad pass,[],203901,,,1610612756,44,39,2022-02-04T01:11:49Z,1860000,,,0,,E. Payton bad pass TURNOVER (2 TO),"[203901, 1630168]",1610612756.0,PHX,,,,Payton,E. Payton,,,,,2.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,
188,PT08M33.00S,2022-02-04T01:11:44.9Z,2,REGULAR,steal,,[],1630168,,,1610612737,44,39,2022-02-04T01:11:47Z,1870000,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M25.00S,2022-02-04T01:11:53.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,31.750985545335087,31.372549019607842,1610612737,47,39,2022-02-04T01:11:59Z,1880000,93.0,246.0,1,left,K. Huerter 26' 3PT  (12 PTS) (B. Bogdanovic 2 AST),"[1628989, 203992]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,26.3,Made,12.0,B. Bogdanovic,203992.0,2.0,,,,,,,,,,,
191,PT08M08.00S,2022-02-04T01:12:12.8Z,2,REGULAR,turnover,out-of-bounds,[],203901,,,1610612756,47,39,2022-02-04T01:12:22Z,1900000,,,0,,E. Payton step out-of-bounds TURNOVER (3 TO),[203901],1610612756.0,PHX,step,,,Payton,E. Payton,,,,,3.0,,,,,,,,,,,,,1627524.0,,,,,,
